league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
FRA-Ligue 1,2024,Le Havre,Daler Kuzyaev,RUS,MF,32-086,1993.0,6.3,1,0,0,8,3,0,6,9,8,0,0,0,27,7,4,63.6,misc
FRA-Ligue 1,2024,Le Havre,Elysée Logbo,FRA,FW,20-340,2004.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc
FRA-Ligue 1,2024,Le Havre,Emmanuel Sabbi,USA,"FW,MF",27-108,1997.0,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,misc
FRA-Ligue 1,2024,Le Havre,Etienne Youte Kinkoue,FRA,DF,23-087,2002.0,20.9,4,1,0,13,5,0,2,23,9,0,2,1,52,25,16,61.0,misc
FRA-Ligue 1,2024,Le Havre,Fodé Ballo-Touré,SEN,DF,28-098,1997.0,2.3,0,0,0,1,5,0,14,1,2,0,0,0,11,3,3,50.0,misc
FRA-Ligue 1,2024,Le Havre,Gautier Lloris,FRA,DF,29-267,1995.0,27.0,5,0,0,27,7,2,2,22,37,0,2,0,88,59,31,65.6,misc
FRA-Ligue 1,2024,Le Havre,Ilyes Housni,FRA,"FW,MF",19-332,2005.0,2.5,0,0,0,5,5,1,5,1,5,0,0,0,7,0,7,0.0,misc
FRA-Ligue 1,2024,Le Havre,Issa Soumaré,SEN,"MF,FW",24-183,2000.0,15.3,0,0,0,12,40,4,24,8,9,0,0,0,68,64,35,64.6,misc
FRA-Ligue 1,2024,Le Havre,Josué Casimir,FRA,"FW,MF",23-199,2001.0,16.2,4,0,0,21,35,6,60,4,20,3,0,0,57,7,17,29.2,misc
FRA-Ligue 1,2024,Le Havre,Junior Mwanga,FRA,MF,21-335,2003.0,5.6,1,1,0,10,5,0,6,5,9,0,0,0,37,5,4,55.6,misc
FRA-Ligue 1,2024,Le Havre,Kandet Diawara,GUI,FW,25-060,2000.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Le Havre,Koka,EGY,FW,32-037,1993.0,7.0,1,0,0,8,2,1,0,2,1,0,0,0,18,16,16,50.0,misc
FRA-Ligue 1,2024,Le Havre,Loïc Nego,HUN,"DF,FW",34-086,1991.0,21.3,3,0,0,19,25,5,61,23,27,0,0,0,93,13,10,56.5,misc
FRA-Ligue 1,2024,Le Havre,Mahamadou Diawara,FRA,MF,20-053,2005.0,5.2,0,0,0,13,6,0,2,10,10,0,0,0,32,2,4,33.3,misc
FRA-Ligue 1,2024,Le Havre,Mathieu Gorgelin,FRA,GK,34-249,1990.0,10.0,2,0,0,0,1,0,0,0,2,0,0,0,8,6,2,75.0,misc
FRA-Ligue 1,2024,Le Havre,Mathéo Bodmer,FRA,MF,20-340,2004.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Le Havre,Oussama Targhalline,MAR,MF,22-326,2002.0,11.0,0,0,0,11,10,4,16,19,14,0,0,0,43,8,6,57.1,misc
FRA-Ligue 1,2024,Le Havre,Rassoul Ndiaye,SEN,MF,23-121,2001.0,11.4,2,0,0,11,8,1,27,11,19,0,0,0,65,13,20,39.4,misc
FRA-Ligue 1,2024,Le Havre,Samuel Grandsir,FRA,"MF,FW",28-240,1996.0,0.9,0,0,0,2,0,0,5,0,5,0,0,0,9,0,1,0.0,misc
FRA-Ligue 1,2024,Le Havre,Steve Ngoura,FRA,FW,20-048,2005.0,3.2,0,0,0,5,1,2,2,0,2,0,0,0,7,5,6,45.5,misc
FRA-Ligue 1,2024,Le Havre,Timothee Pembele,FRA,DF,22-214,2002.0,10.7,2,0,0,9,10,1,28,9,22,0,0,0,39,9,12,42.9,misc
FRA-Ligue 1,2024,Le Havre,Yanis Zouaoui,ALG,"DF,FW",30-275,1994.0,10.3,2,0,0,7,12,1,99,8,8,0,0,0,39,7,4,63.6,misc
