league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ESP-La Liga,2022,Sevilla,Nemanja Gudelj,SRB,"DF,MF",30.0,1991.0,34,31,2779,30.9,3,1,4,3,0,0,8,0,1.7,1.7,0.4,2.1,29,110,6,0.1,0.03,0.13,0.1,0.13,0.06,0.01,0.07,0.06,0.07,standard,SRB,"DF,MF",30.0,1991.0,30.9,1911,206,837,910,169,18,1911,5,3,2,1103,5878,3393,29,37,0,14,2,1278,6,possession,SRB,"DF,MF",30.0,1991.0,8,0,0,26,21,1,3,34,33,0,0,0,119,47,23,misc,SRB,"DF,MF",30.0,1991.0,43,33,22,18,3,20,33,13,39,29,10,34,77,102,1,defense,SRB,"DF,MF",30.0,1991.0,30.9,1445,1602,90.2,25141,8231,593,639,92.8,737,781,94.4,88,134,1,0.4,0.6,0.6,5,113,6,2,110,passing,SRB,"DF,MF",30.0,1991.0,3,38,9,1.23,0.29,3,0,0,1.7,1.7,1.3,1.3,shooting,nemanja gudelj,nemanja gudelj,nemanja gudelj,4000000.0
ESP-La Liga,2022,Getafe,Nemanja Maksimović,SRB,MF,27.0,1995.0,29,26,2053,22.8,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13,42,29,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.1,0.08,0.1,standard,SRB,MF,27.0,1995.0,22.8,795,44,189,437,175,35,795,9,3,6,300,1251,545,13,12,4,17,7,346,29,possession,SRB,MF,27.0,1995.0,3,0,0,25,8,0,9,34,30,0,0,0,93,45,30,misc,SRB,MF,27.0,1995.0,41,30,17,18,6,19,32,13,36,14,22,34,75,27,0,defense,SRB,MF,27.0,1995.0,22.8,439,563,78.0,6546,1380,226,277,81.6,169,204,82.8,20,42,0,0.6,0.8,-0.6,10,28,7,3,42,passing,SRB,MF,27.0,1995.0,0,18,7,0.79,0.31,0,0,0,1.8,1.8,-1.8,-1.8,shooting,nemanja maksimovic,nemanja maksimovic,nemanja maksimovic,6000000.0
ESP-La Liga,2022,Villarreal,Manu Trigueros,ESP,MF,30.0,1991.0,23,8,828,9.2,0,1,1,0,0,0,2,1,0.4,0.4,1.1,1.5,12,76,22,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.16,0.04,0.16,standard,ESP,MF,30.0,1991.0,9.2,599,14,76,354,173,7,599,5,2,3,368,1430,637,12,10,0,7,9,487,22,possession,ESP,MF,30.0,1991.0,2,1,0,13,10,1,4,5,14,0,0,0,33,6,13,misc,ESP,MF,30.0,1991.0,20,14,9,5,6,9,22,13,9,2,7,5,25,4,0,defense,ESP,MF,30.0,1991.0,9.2,475,534,89.0,6910,1993,270,288,93.8,155,175,88.6,25,35,1,1.1,0.7,-0.1,10,69,12,1,76,passing,ESP,MF,30.0,1991.0,0,8,2,0.87,0.22,1,0,0,0.4,0.4,-0.4,-0.4,shooting,manu trigueros,manu trigueros,manu trigueros,4000000.0
ESP-La Liga,2022,Athletic Club,Nico Williams,ESP,FW,20.0,2002.0,36,32,2656,29.5,6,4,10,6,0,0,3,0,4.9,4.9,6.4,11.3,174,80,321,0.2,0.14,0.34,0.2,0.34,0.17,0.22,0.38,0.17,0.38,standard,ESP,FW,20.0,2002.0,29.5,1382,11,132,376,898,148,1382,200,83,91,891,7039,3996,174,69,64,87,45,963,321,possession,ESP,FW,20.0,2002.0,3,0,0,23,35,14,174,8,16,1,0,0,147,20,27,misc,ESP,FW,20.0,2002.0,31,16,10,15,6,19,41,22,40,2,38,8,39,14,1,defense,ESP,FW,20.0,2002.0,29.5,634,951,66.7,9342,2394,381,455,83.7,196,289,67.8,42,101,4,6.4,4.1,-2.4,46,24,36,12,80,passing,ESP,FW,20.0,2002.0,6,61,20,2.07,0.68,1,0,0,4.9,4.9,1.1,1.1,shooting,nico williams,nico williams,nico williams,30000000.0
ESP-La Liga,2022,Villarreal,Nicolas Jackson,SEN,FW,21.0,2001.0,26,16,1598,17.8,12,4,16,12,0,0,6,1,7.8,7.8,3.1,11.0,49,40,117,0.68,0.23,0.9,0.68,0.9,0.44,0.18,0.62,0.44,0.62,standard,SEN,FW,21.0,2001.0,17.8,524,9,35,210,290,93,524,37,23,11,347,2501,1231,49,26,19,55,39,376,117,possession,SEN,FW,21.0,2001.0,6,1,1,32,26,13,5,2,11,0,0,0,46,13,30,misc,SEN,FW,21.0,2001.0,14,11,2,10,2,2,8,6,18,2,16,2,16,4,0,defense,SEN,FW,21.0,2001.0,17.8,246,325,75.7,3440,710,143,183,78.1,69,84,82.1,13,15,4,3.1,2.0,0.9,21,25,9,0,40,passing,SEN,FW,21.0,2001.0,12,41,23,2.31,1.3,0,0,0,7.8,7.8,4.2,4.2,shooting,nicolas jackson,nicolas jackson,nicolas jackson,30000000.0
ESP-La Liga,2022,Valencia,Nicolás González,ESP,MF,20.0,2002.0,26,18,1405,15.6,1,1,2,1,0,0,2,0,1.5,1.5,1.3,2.8,21,81,17,0.06,0.06,0.13,0.06,0.13,0.1,0.09,0.18,0.1,0.18,standard,ESP,MF,20.0,2002.0,15.6,921,30,164,555,209,19,921,39,28,6,528,2629,1277,21,26,1,12,15,606,17,possession,ESP,MF,20.0,2002.0,2,0,0,33,13,0,3,19,15,0,1,1,95,27,15,misc,ESP,MF,20.0,2002.0,27,15,11,13,3,9,25,16,21,7,14,19,46,16,0,defense,ESP,MF,20.0,2002.0,15.6,676,778,86.9,10855,3185,339,372,91.1,293,328,89.3,31,52,1,1.3,1.4,-0.3,12,92,9,0,81,passing,ESP,MF,20.0,2002.0,1,14,3,0.9,0.19,0,0,0,1.5,1.5,-0.5,-0.5,shooting,nicolas gonzalez,nico gonzalez,nico gonzalez,10000000.0
ESP-La Liga,2022,Athletic Club,Oier Zarraga,ESP,MF,23.0,1999.0,26,6,852,9.5,0,0,0,0,0,0,5,0,1.3,1.3,1.1,2.4,12,37,32,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.25,0.13,0.25,standard,ESP,MF,23.0,1999.0,9.5,447,7,60,229,168,12,447,7,5,2,271,1549,766,12,15,2,6,9,304,32,possession,ESP,MF,23.0,1999.0,5,0,0,17,12,0,29,10,9,0,0,0,56,9,12,misc,ESP,MF,23.0,1999.0,14,9,5,7,2,8,20,12,7,0,7,10,24,5,0,defense,ESP,MF,23.0,1999.0,9.5,294,379,77.6,4675,1201,154,177,87.0,120,153,78.4,16,24,0,1.1,1.1,-1.1,12,36,9,4,37,passing,ESP,MF,23.0,1999.0,0,18,5,1.9,0.53,0,0,0,1.3,1.3,-1.3,-1.3,shooting,oier zarraga,oier zarraga,oier zarraga,3000000.0
ESP-La Liga,2022,Athletic Club,Oihan Sancet,ESP,MF,22.0,2000.0,36,32,2532,28.1,10,2,12,8,2,2,6,1,7.6,6.0,4.2,10.2,91,159,156,0.36,0.07,0.43,0.28,0.36,0.27,0.15,0.42,0.21,0.36,standard,ESP,MF,22.0,2000.0,28.1,1269,17,114,623,561,80,1267,83,46,25,847,5286,2806,91,71,17,82,61,981,156,possession,ESP,MF,22.0,2000.0,6,1,0,41,54,2,17,4,16,0,0,0,140,24,22,misc,ESP,MF,22.0,2000.0,27,16,2,19,6,11,37,26,10,0,10,4,31,9,1,defense,ESP,MF,22.0,2000.0,28.1,788,975,80.8,11658,3001,453,516,87.8,271,329,82.4,41,59,2,4.2,2.4,-2.2,44,88,27,1,159,passing,ESP,MF,22.0,2000.0,10,56,19,1.99,0.68,0,2,2,7.6,6.0,2.4,2.0,shooting,oihan sancet,oihan sancet,oihan sancet,30000000.0
ESP-La Liga,2022,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",27.0,1995.0,22,21,1703,18.9,1,2,3,1,0,0,5,0,2.1,2.1,3.6,5.7,64,88,139,0.05,0.11,0.16,0.05,0.16,0.11,0.19,0.3,0.11,0.3,standard,ESP,"MF,DF",27.0,1995.0,18.9,997,35,216,378,415,64,997,27,12,13,558,3321,1942,64,45,15,23,11,661,139,possession,ESP,"MF,DF",27.0,1995.0,5,0,0,30,13,3,44,17,15,0,1,0,108,10,19,misc,ESP,"MF,DF",27.0,1995.0,32,15,16,10,6,17,30,13,26,2,24,17,49,19,0,defense,ESP,"MF,DF",27.0,1995.0,18.9,660,816,80.9,9299,2473,380,415,91.6,202,260,77.7,34,55,2,3.6,3.1,-1.6,29,30,30,3,88,passing,ESP,"MF,DF",27.0,1995.0,1,24,9,1.27,0.48,0,0,0,2.1,2.1,-1.1,-1.1,shooting,marcos llorente,marcos llorente,marcos llorente,35000000.0
ESP-La Liga,2022,Cádiz,Mamadou Mbaye,SEN,DF,24.0,1998.0,14,7,760,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,13,1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,SEN,DF,24.0,1998.0,8.4,393,68,232,150,15,11,393,5,5,0,176,777,299,2,2,0,6,1,204,1,possession,SEN,DF,24.0,1998.0,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,misc,SEN,DF,24.0,1998.0,10,7,7,3,0,6,8,2,10,8,2,7,17,50,1,defense,SEN,DF,24.0,1998.0,8.4,219,294,74.5,4345,1613,79,96,82.3,113,136,83.1,24,47,0,0.2,0.1,-0.2,2,12,2,0,13,passing,SEN,DF,24.0,1998.0,0,1,0,0.12,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,mamadou mbaye,mamadou mbacke,mamadou mbacke,2800000.0
ESP-La Liga,2022,Cádiz,Mamady Diarra,MLI,"MF,DF",22.0,2000.0,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,standard,MLI,"MF,DF",22.0,2000.0,0.7,21,0,6,9,6,3,21,3,1,2,14,84,55,3,0,1,1,1,9,0,possession,MLI,"MF,DF",22.0,2000.0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,misc,MLI,"MF,DF",22.0,2000.0,2,1,2,0,0,1,2,1,2,0,2,0,2,0,0,defense,MLI,"MF,DF",22.0,2000.0,0.7,8,9,88.9,103,26,4,5,80.0,3,3,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,MLI,"MF,DF",22.0,2000.0,0,3,0,4.09,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,mamady diarra,mamady diarra,mamady diarra,300000.0
ESP-La Liga,2022,Sevilla,Manu Bueno,ESP,MF,18.0,2004.0,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,standard,ESP,MF,18.0,2004.0,1.7,86,3,25,52,10,0,86,3,1,2,48,261,69,0,2,0,1,0,49,1,possession,ESP,MF,18.0,2004.0,0,0,0,1,2,0,0,0,4,0,0,0,12,1,3,misc,ESP,MF,18.0,2004.0,7,4,3,3,1,5,8,3,0,0,0,0,7,2,0,defense,ESP,MF,18.0,2004.0,1.7,52,66,78.8,952,253,16,19,84.2,28,29,96.6,5,11,0,0.1,0.0,-0.1,2,5,0,0,4,passing,ESP,MF,18.0,2004.0,0,1,1,0.6,0.6,0,0,0,0.0,0.0,0.0,0.0,shooting,manu bueno,manu bueno,manu bueno,300000.0
ESP-La Liga,2022,Mallorca,Manu Morlanes,ESP,MF,23.0,1999.0,12,9,706,7.8,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1.0,10,26,6,0.13,0.0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,standard,ESP,MF,23.0,1999.0,7.8,303,15,84,163,60,4,303,14,9,3,160,913,405,10,8,1,6,3,168,6,possession,ESP,MF,23.0,1999.0,3,0,0,6,8,0,2,5,9,0,0,0,40,6,16,misc,ESP,MF,23.0,1999.0,22,9,12,8,2,13,24,11,10,5,5,5,27,9,0,defense,ESP,MF,23.0,1999.0,7.8,190,226,84.1,3121,862,95,111,85.6,67,75,89.3,19,24,0,0.7,0.5,-0.7,3,20,5,0,26,passing,ESP,MF,23.0,1999.0,1,7,2,0.89,0.25,0,0,0,0.3,0.3,0.7,0.7,shooting,manu morlanes,manu morlanes,manu morlanes,4000000.0
ESP-La Liga,2022,Mallorca,Manu Morlanes,ESP,MF,23.0,1999.0,12,9,706,7.8,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1.0,10,26,6,0.13,0.0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,standard,ESP,MF,23.0,1999.0,7.8,303,15,84,163,60,4,303,14,9,3,160,913,405,10,8,1,6,3,168,6,possession,ESP,MF,23.0,1999.0,3,0,0,6,8,0,2,5,9,0,0,0,40,6,16,misc,ESP,MF,23.0,1999.0,22,9,12,8,2,13,24,11,10,5,5,5,27,9,0,defense,ESP,MF,23.0,1999.0,7.8,190,226,84.1,3121,862,95,111,85.6,67,75,89.3,19,24,0,0.7,0.5,-0.7,3,20,5,0,26,passing,ESP,MF,23.0,1999.0,1,7,2,0.89,0.25,0,0,0,0.3,0.3,0.7,0.7,shooting,manu morlanes,manu morlanes,manu morlanes,4000000.0
ESP-La Liga,2022,Villarreal,Manu Morlanes,ESP,MF,23.0,1999.0,4,2,158,1.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,23.0,1999.0,1.8,60,5,15,34,11,0,60,0,0,0,31,127,49,1,1,0,0,1,36,1,possession,ESP,MF,23.0,1999.0,0,1,0,1,1,0,0,1,2,0,0,0,5,1,2,misc,ESP,MF,23.0,1999.0,3,2,2,1,0,3,3,0,3,2,1,1,4,2,0,defense,ESP,MF,23.0,1999.0,1.8,36,46,78.3,596,151,19,21,90.5,13,15,86.7,4,7,0,0.0,0.0,0.0,0,6,0,0,6,passing,ESP,MF,23.0,1999.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,manu morlanes,manu morlanes,manu morlanes,4000000.0
ESP-La Liga,2022,Villarreal,Manu Morlanes,ESP,MF,23.0,1999.0,4,2,158,1.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,23.0,1999.0,1.8,60,5,15,34,11,0,60,0,0,0,31,127,49,1,1,0,0,1,36,1,possession,ESP,MF,23.0,1999.0,0,1,0,1,1,0,0,1,2,0,0,0,5,1,2,misc,ESP,MF,23.0,1999.0,3,2,2,1,0,3,3,0,3,2,1,1,4,2,0,defense,ESP,MF,23.0,1999.0,1.8,36,46,78.3,596,151,19,21,90.5,13,15,86.7,4,7,0,0.0,0.0,0.0,0,6,0,0,6,passing,ESP,MF,23.0,1999.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,manu morlanes,manu morlanes,manu morlanes,4000000.0
ESP-La Liga,2022,Osasuna,Manu Sánchez,ESP,DF,21.0,2000.0,31,22,2124,23.6,0,2,2,0,0,0,3,0,0.8,0.8,2.1,2.8,42,100,105,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,standard,ESP,DF,21.0,2000.0,23.6,1385,64,330,619,451,43,1385,41,16,23,689,3461,1930,42,27,3,27,14,782,105,possession,ESP,DF,21.0,2000.0,3,0,0,26,10,2,71,14,35,1,0,0,126,15,22,misc,ESP,DF,21.0,2000.0,51,35,35,9,7,33,63,30,33,5,28,14,65,51,0,defense,ESP,DF,21.0,2000.0,23.6,916,1144,80.1,13651,4619,538,603,89.2,302,375,80.5,53,106,2,2.1,3.1,-0.1,28,72,35,21,100,passing,ESP,DF,21.0,2000.0,0,10,3,0.42,0.13,0,0,0,0.8,0.8,-0.8,-0.8,shooting,manu sanchez,manu sanchez,manu sanchez,10000000.0
ESP-La Liga,2022,Espanyol,Martin Braithwaite,DEN,"FW,MF",31.0,1991.0,31,29,2456,27.3,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32,54,126,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,standard,DEN,"FW,MF",31.0,1991.0,27.3,696,10,55,287,362,75,696,53,17,26,410,2073,983,32,29,11,52,19,514,126,possession,DEN,"FW,MF",31.0,1991.0,5,1,0,20,42,13,20,5,2,0,0,0,58,48,59,misc,DEN,"FW,MF",31.0,1991.0,12,2,2,4,6,5,14,9,10,0,10,5,17,11,0,defense,DEN,"FW,MF",31.0,1991.0,27.3,294,446,65.9,4173,986,183,242,75.6,74,112,66.1,19,30,2,1.4,1.1,0.6,12,26,13,2,54,passing,DEN,"FW,MF",31.0,1991.0,10,58,25,2.13,0.92,4,0,0,9.2,9.2,0.8,0.8,shooting,martin braithwaite,martin braithwaite,martin braithwaite,5000000.0
ESP-La Liga,2022,Girona,Manu Vallejo,ESP,"FW,MF",25.0,1997.0,7,2,206,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,25,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,standard,ESP,"FW,MF",25.0,1997.0,2.3,110,1,12,45,54,8,110,4,1,3,67,341,209,7,4,2,3,4,85,25,possession,ESP,"FW,MF",25.0,1997.0,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,misc,ESP,"FW,MF",25.0,1997.0,4,1,1,2,1,1,6,5,2,0,2,1,5,3,0,defense,ESP,"FW,MF",25.0,1997.0,2.3,68,89,76.4,1029,232,41,50,82.0,22,29,75.9,4,5,1,0.3,0.3,0.7,3,8,3,1,10,passing,ESP,"FW,MF",25.0,1997.0,0,1,1,0.44,0.44,0,0,0,0.0,0.0,0.0,0.0,shooting,manu vallejo,manu vallejo,manu vallejo,2400000.0
ESP-La Liga,2022,Girona,Manu Vallejo,ESP,"FW,MF",25.0,1997.0,7,2,206,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,25,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,standard,ESP,"FW,MF",25.0,1997.0,2.3,110,1,12,45,54,8,110,4,1,3,67,341,209,7,4,2,3,4,85,25,possession,ESP,"FW,MF",25.0,1997.0,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,misc,ESP,"FW,MF",25.0,1997.0,4,1,1,2,1,1,6,5,2,0,2,1,5,3,0,defense,ESP,"FW,MF",25.0,1997.0,2.3,68,89,76.4,1029,232,41,50,82.0,22,29,75.9,4,5,1,0.3,0.3,0.7,3,8,3,1,10,passing,ESP,"FW,MF",25.0,1997.0,0,1,1,0.44,0.44,0,0,0,0.0,0.0,0.0,0.0,shooting,manu vallejo,manu vallejo,manu vallejo,2400000.0
ESP-La Liga,2022,Valladolid,Manuel Pozo,ESP,FW,20.0,2001.0,1,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.49,0.17,0.66,0.49,0.66,standard,ESP,FW,20.0,2001.0,0.2,14,0,2,8,4,0,14,3,1,2,10,42,17,0,0,0,0,1,7,1,possession,ESP,FW,20.0,2001.0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,misc,ESP,FW,20.0,2001.0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,defense,ESP,FW,20.0,2001.0,0.2,6,8,75.0,89,38,3,4,75.0,1,2,50.0,1,1,0,0.0,0.0,0.0,1,1,0,0,1,passing,ESP,FW,20.0,2001.0,0,1,0,4.74,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,manuel pozo,manu pozo,manu pozo,300000.0
ESP-La Liga,2022,Barcelona,Marc-André ter Stegen,GER,GK,30.0,1992.0,38,38,3347,37.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GER,GK,30.0,1992.0,37.2,1457,1076,1436,22,0,0,1457,0,0,0,963,4886,3425,0,0,0,1,1,851,0,possession,GER,GK,30.0,1992.0,0,0,0,0,2,0,0,1,0,0,0,0,69,6,1,misc,GER,GK,30.0,1992.0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,defense,GER,GK,30.0,1992.0,37.2,1193,1412,84.5,30703,21527,228,232,98.3,600,613,97.9,362,564,0,0.3,0.0,-0.3,3,15,0,0,4,passing,GER,GK,30.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,marc-andre ter stegen,marc-andre ter stegen,marc-andre ter stegen,35000000.0
ESP-La Liga,2022,Real Madrid,Marco Asensio,ESP,"FW,MF",26.0,1996.0,31,15,1442,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,standard,ESP,"FW,MF",26.0,1996.0,16.0,951,11,66,375,517,71,950,33,23,7,609,3688,1856,56,39,11,19,13,725,108,possession,ESP,"FW,MF",26.0,1996.0,1,0,0,10,16,4,82,5,10,1,1,0,45,3,2,misc,ESP,"FW,MF",26.0,1996.0,16,10,8,6,2,8,19,11,8,3,5,5,21,4,0,defense,ESP,"FW,MF",26.0,1996.0,16.0,650,802,81.0,9900,2248,378,415,91.1,187,222,84.2,56,102,6,4.9,4.2,1.1,41,60,26,6,70,passing,ESP,"FW,MF",26.0,1996.0,9,58,24,3.62,1.5,5,0,1,6.3,5.5,2.7,3.5,shooting,marco asensio,marco asensio,marco asensio,25000000.0
ESP-La Liga,2022,Sevilla,Marcos Acuña,ARG,DF,30.0,1991.0,30,21,1912,21.2,3,2,5,3,0,0,10,3,1.2,1.2,4.3,5.5,49,102,94,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,0.05,0.26,standard,ARG,DF,30.0,1991.0,21.2,1523,69,406,670,467,26,1523,54,26,23,823,4070,2178,49,43,5,29,20,903,94,possession,ARG,DF,30.0,1991.0,10,3,0,32,34,1,147,23,36,0,1,0,141,30,18,misc,ARG,DF,30.0,1991.0,57,36,34,17,6,30,42,12,16,5,11,23,80,36,0,defense,ARG,DF,30.0,1991.0,21.2,970,1307,74.2,18018,6997,446,499,89.4,380,491,77.4,128,260,2,4.3,5.7,-2.3,38,71,38,19,102,passing,ARG,DF,30.0,1991.0,3,21,5,0.99,0.24,1,0,0,1.2,1.2,1.8,1.8,shooting,marcos acuna,marcos acuna,marcos acuna,10000000.0
ESP-La Liga,2022,Barcelona,Marcos Alonso,ESP,DF,31.0,1990.0,24,11,1172,13.0,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26,71,13,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,standard,ESP,DF,31.0,1990.0,13.0,1114,98,402,624,94,11,1114,2,2,0,727,4516,2674,26,11,0,8,1,816,13,possession,ESP,DF,31.0,1990.0,3,0,0,10,8,0,23,11,10,0,1,0,85,26,10,misc,ESP,DF,31.0,1990.0,15,10,10,5,0,9,12,3,14,10,4,11,26,32,0,defense,ESP,DF,31.0,1990.0,13.0,896,1005,89.2,16393,5539,360,386,93.3,442,475,93.1,81,117,0,0.3,0.9,-0.3,6,70,9,4,71,passing,ESP,DF,31.0,1990.0,1,6,2,0.46,0.15,0,0,0,0.9,0.9,0.1,0.1,shooting,marcos alonso,marcos alonso,marcos alonso,5000000.0
ESP-La Liga,2022,Valencia,Marcos André,BRA,"FW,MF",25.0,1996.0,17,3,447,5.0,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,7,20,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36,standard,BRA,"FW,MF",25.0,1996.0,5.0,125,1,8,50,69,23,125,17,9,4,78,353,124,2,3,0,21,5,94,20,possession,BRA,"FW,MF",25.0,1996.0,2,1,0,9,12,1,1,0,1,0,0,0,9,10,15,misc,BRA,"FW,MF",25.0,1996.0,4,1,1,1,2,1,2,1,4,1,3,0,4,0,0,defense,BRA,"FW,MF",25.0,1996.0,5.0,43,64,67.2,631,160,21,32,65.6,18,23,78.3,1,4,0,0.4,0.2,-0.4,4,4,1,0,7,passing,BRA,"FW,MF",25.0,1996.0,1,17,2,3.42,0.4,0,0,0,1.5,1.3,-0.5,-0.3,shooting,marcos andre,marcos andre,marcos andre,2500000.0
ESP-La Liga,2022,Rayo Vallecano,Radamel Falcao,COL,"FW,MF",36.0,1986.0,27,3,616,6.8,2,0,2,1,1,1,4,0,2.9,2.1,0.1,2.2,2,14,53,0.29,0.0,0.29,0.15,0.15,0.42,0.01,0.43,0.3,0.32,standard,COL,"FW,MF",36.0,1986.0,6.8,271,12,21,106,146,38,270,16,2,13,150,549,122,2,5,2,29,9,204,53,possession,COL,"FW,MF",36.0,1986.0,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,misc,COL,"FW,MF",36.0,1986.0,4,4,1,3,0,1,8,7,5,1,4,2,6,10,0,defense,COL,"FW,MF",36.0,1986.0,6.8,123,167,73.7,1625,211,81,100,81.0,34,40,85.0,4,7,0,0.1,0.2,-0.1,3,7,1,0,14,passing,COL,"FW,MF",36.0,1986.0,2,20,4,2.92,0.58,0,1,1,2.9,2.1,-0.9,-1.1,shooting,radamel falcao,radamel falcao,radamel falcao,2000000.0
