league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ESP-La Liga,2020,Betis,Aïssa Mandi,ALG,DF,28.0,1991.0,28,27,2392,26.6,3,1,4,3,0,0,6,2,2.1,2.1,0.8,2.9,5,62,3,0.11,0.04,0.15,0.11,0.15,0.08,0.03,0.11,0.08,0.11,standard,ALG,DF,28.0,1991.0,26.6,1734,180,867,837,37,21,1734,2,2,0,1053,4257,2214,5,5,0,7,2,1224,3,possession,ALG,DF,28.0,1991.0,6,2,1,20,13,2,1,39,17,0,2,0,129,41,25,misc,ALG,DF,28.0,1991.0,30,17,20,10,0,10,16,6,21,13,8,39,69,90,0,defense,ALG,DF,28.0,1991.0,26.6,1387,1526,90.9,27767,10336,450,484,93.0,748,785,95.3,173,228,1,0.8,0.2,0.2,4,46,1,0,62,passing,ALG,DF,28.0,1991.0,3,8,7,0.3,0.26,0,0,0,2.1,2.1,0.9,0.9,shooting,aissa mandi,aissa mandi,aissa mandi,8000000.0
ESP-La Liga,2020,Cádiz,Bobby Adekanye,NED,"FW,MF",21.0,1999.0,3,0,36,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,4,0,4,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,standard,NED,"FW,MF",21.0,1999.0,0.4,18,1,2,5,11,3,18,1,1,0,13,103,68,4,3,0,3,0,11,4,possession,NED,"FW,MF",21.0,1999.0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,misc,NED,"FW,MF",21.0,1999.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,defense,NED,"FW,MF",21.0,1999.0,0.4,7,10,70.0,99,0,5,5,100.0,1,3,33.3,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,NED,"FW,MF",21.0,1999.0,0,1,0,2.5,0.0,0,0,0,0.3,0.3,-0.3,-0.3,shooting,bobby adekanye,bobby adekanye,bobby adekanye,600000.0
ESP-La Liga,2020,Barcelona,Antoine Griezmann,FRA,"FW,MF",29.0,1991.0,36,32,2604,28.9,13,7,20,12,1,2,4,0,12.1,10.5,5.6,16.1,41,104,224,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,standard,FRA,"FW,MF",29.0,1991.0,28.9,1585,23,134,616,846,173,1583,37,26,11,907,4066,1742,41,47,12,34,23,1278,224,possession,FRA,"FW,MF",29.0,1991.0,4,0,0,13,34,13,22,12,22,2,0,0,100,18,17,misc,FRA,"FW,MF",29.0,1991.0,37,22,10,18,9,12,40,28,20,1,19,12,49,11,0,defense,FRA,"FW,MF",29.0,1991.0,28.9,1168,1352,86.4,15333,2573,720,791,91.0,287,327,87.8,64,77,7,5.6,5.6,1.4,42,59,31,3,104,passing,FRA,"FW,MF",29.0,1991.0,13,69,32,2.38,1.11,0,1,2,12.1,10.5,0.9,1.5,shooting,antoine griezmann,antoine griezmann,antoine griezmann,60000000.0
ESP-La Liga,2020,Elche,Antonio Barragán,ESP,DF,33.0,1987.0,27,26,2235,24.8,0,3,3,0,0,0,8,0,0.9,0.9,0.7,1.6,34,69,63,0.0,0.12,0.12,0.0,0.12,0.04,0.03,0.07,0.04,0.07,standard,ESP,DF,33.0,1987.0,24.8,1527,133,691,630,210,11,1527,16,11,5,831,3526,1829,34,29,3,15,7,985,63,possession,ESP,DF,33.0,1987.0,8,0,0,35,25,2,53,33,14,1,1,0,92,33,19,misc,ESP,DF,33.0,1987.0,28,14,21,5,2,12,21,9,22,8,14,33,61,67,1,defense,ESP,DF,33.0,1987.0,24.8,1091,1326,82.3,18850,7126,522,562,92.9,422,508,83.1,117,190,3,0.7,0.8,2.3,10,67,14,9,69,passing,ESP,DF,33.0,1987.0,0,6,0,0.24,0.0,0,0,0,0.9,0.9,-0.9,-0.9,shooting,antonio barragan,antonio barragan,antonio barragan,800000.0
ESP-La Liga,2020,Real Madrid,Antonio Blanco,ESP,"MF,FW",20.0,2000.0,4,2,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,18,0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,ESP,"MF,FW",20.0,2000.0,2.4,203,10,50,117,36,0,203,0,0,0,95,333,102,0,2,0,0,1,142,0,possession,ESP,"MF,FW",20.0,2000.0,0,0,0,6,2,0,2,3,2,0,0,0,14,0,5,misc,ESP,"MF,FW",20.0,2000.0,7,2,4,2,1,3,7,4,6,2,4,3,10,5,0,defense,ESP,"MF,FW",20.0,2000.0,2.4,157,171,91.8,2470,650,83,89,93.3,61,62,98.4,6,9,0,0.1,0.2,-0.1,2,12,1,1,18,passing,ESP,"MF,FW",20.0,2000.0,0,2,0,0.82,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,antonio blanco,antonio blanco,antonio blanco,5000000.0
ESP-La Liga,2020,Granada,Antonio Puertas,ESP,"FW,MF",28.0,1992.0,35,22,2170,24.1,3,5,8,3,0,0,6,0,3.3,3.3,2.3,5.6,49,47,140,0.12,0.21,0.33,0.12,0.33,0.14,0.1,0.23,0.14,0.23,standard,ESP,"FW,MF",28.0,1992.0,24.1,929,31,156,356,426,63,929,66,43,23,492,2956,1342,49,29,14,71,41,594,140,possession,ESP,"FW,MF",28.0,1992.0,6,0,0,31,25,13,53,12,13,0,0,0,89,47,90,misc,ESP,"FW,MF",28.0,1992.0,27,13,9,12,6,10,32,22,24,5,19,12,39,25,0,defense,ESP,"FW,MF",28.0,1992.0,24.1,418,652,64.1,5773,1456,254,323,78.6,105,168,62.5,25,69,5,2.3,1.3,2.7,17,28,13,4,47,passing,ESP,"FW,MF",28.0,1992.0,3,26,11,1.08,0.46,0,0,0,3.3,3.3,-0.3,-0.3,shooting,antonio puertas,antonio puertas,antonio puertas,5000000.0
ESP-La Liga,2020,Betis,Antonio Sanabria,PAR,FW,24.0,1996.0,16,10,932,10.4,3,0,3,3,0,0,2,0,5.0,5.0,0.1,5.2,14,14,37,0.29,0.0,0.29,0.29,0.29,0.48,0.01,0.5,0.48,0.5,standard,PAR,FW,24.0,1996.0,10.4,326,11,23,176,133,42,326,19,11,8,180,971,442,14,15,3,25,8,242,37,possession,PAR,FW,24.0,1996.0,2,0,0,17,11,3,4,3,5,0,0,0,34,43,37,misc,PAR,FW,24.0,1996.0,5,5,0,4,1,0,2,2,8,1,7,3,8,9,0,defense,PAR,FW,24.0,1996.0,10.4,159,224,71.0,1934,335,108,135,80.0,31,47,66.0,5,10,0,0.1,0.2,-0.1,3,13,2,0,14,passing,PAR,FW,24.0,1996.0,3,25,12,2.41,1.16,0,0,0,5.0,5.0,-2.0,-2.0,shooting,antonio sanabria,antonio sanabria,antonio sanabria,7500000.0
ESP-La Liga,2020,Alavés,Antonio Sivera,ESP,GK,23.0,1996.0,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,23.0,1996.0,0.8,22,20,22,0,0,0,22,0,0,0,12,77,45,0,0,0,0,0,7,0,possession,ESP,GK,23.0,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,misc,ESP,GK,23.0,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ESP,GK,23.0,1996.0,0.8,11,22,50.0,352,300,3,3,100.0,3,3,100.0,5,16,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,GK,23.0,1996.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,antonio sivera,antonio sivera,antonio sivera,900000.0
ESP-La Liga,2020,Osasuna,Aridane Hernández,ESP,DF,31.0,1989.0,24,24,2026,22.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.6,3,43,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,standard,ESP,DF,31.0,1989.0,22.5,971,145,538,420,19,9,971,6,5,1,404,1804,687,3,3,0,13,4,379,0,possession,ESP,DF,31.0,1989.0,3,1,0,21,20,0,0,34,11,0,0,0,137,59,37,misc,ESP,DF,31.0,1989.0,20,11,13,6,1,7,12,5,22,19,3,34,54,127,1,defense,ESP,DF,31.0,1989.0,22.5,568,724,78.5,12383,4416,156,193,80.8,291,332,87.7,110,170,0,0.4,0.2,-0.4,5,40,2,0,43,passing,ESP,DF,31.0,1989.0,0,2,0,0.09,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,aridane hernandez,aridane hernandez,aridane hernandez,3000000.0
ESP-La Liga,2020,Real Sociedad,Aritz Arambarri,ESP,DF,22.0,1998.0,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,22.0,1998.0,0.3,23,0,4,16,3,1,23,1,0,1,10,30,11,0,0,0,1,0,12,0,possession,ESP,DF,22.0,1998.0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,misc,ESP,DF,22.0,1998.0,1,1,0,1,0,1,2,1,0,0,0,0,1,0,0,defense,ESP,DF,22.0,1998.0,0.3,13,19,68.4,240,92,4,6,66.7,7,8,87.5,2,4,0,0.0,0.0,0.0,0,1,0,0,2,passing,ESP,DF,22.0,1998.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,aritz arambarri,aritz arambarri,aritz arambarri,150000.0
ESP-La Liga,2020,Real Sociedad,Ander Guevara,ESP,MF,23.0,1997.0,31,25,2081,23.1,1,1,2,1,0,0,5,0,0.4,0.4,0.7,1.1,31,140,21,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,standard,ESP,MF,23.0,1997.0,23.1,1614,67,377,1028,220,11,1614,16,14,2,950,5012,2639,31,24,1,30,21,1123,21,possession,ESP,MF,23.0,1997.0,5,0,0,30,14,0,3,25,23,0,0,0,170,26,26,misc,ESP,MF,23.0,1997.0,35,23,15,16,4,15,30,15,19,5,14,25,60,35,1,defense,ESP,MF,23.0,1997.0,23.1,1175,1423,82.6,20240,5719,537,621,86.5,483,562,85.9,123,167,1,0.7,1.0,0.3,14,109,9,1,140,passing,ESP,MF,23.0,1997.0,1,9,2,0.39,0.09,0,0,0,0.4,0.4,0.6,0.6,shooting,ander guevara,ander guevara,ander guevara,7500000.0
ESP-La Liga,2020,Real Sociedad,Andoni Gorosabel,ESP,DF,23.0,1996.0,32,28,2382,26.5,0,1,1,0,0,0,3,0,0.7,0.7,2.6,3.3,55,107,127,0.0,0.04,0.04,0.0,0.04,0.03,0.1,0.12,0.03,0.12,standard,ESP,DF,23.0,1996.0,26.5,1704,70,440,771,508,39,1704,22,9,13,841,4168,2317,55,50,5,32,13,970,127,possession,ESP,DF,23.0,1996.0,3,0,0,36,29,0,74,23,43,0,1,0,134,21,22,misc,ESP,DF,23.0,1996.0,76,43,45,20,11,27,64,37,25,4,21,23,99,42,0,defense,ESP,DF,23.0,1996.0,26.5,1143,1448,78.9,16717,6463,659,741,88.9,362,459,78.9,68,136,1,2.6,3.3,-1.6,23,76,41,13,107,passing,ESP,DF,23.0,1996.0,0,9,2,0.34,0.08,0,0,0,0.7,0.7,-0.7,-0.7,shooting,andoni gorosabel,andoni gorosabel,andoni gorosabel,10000000.0
ESP-La Liga,2020,Huesca,Andrés Fernández,ESP,GK,33.0,1986.0,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33.0,1986.0,16.0,602,543,600,2,0,0,602,3,3,0,306,1232,769,0,0,0,1,0,280,0,possession,ESP,GK,33.0,1986.0,0,0,0,0,4,0,0,0,0,0,0,0,18,3,1,misc,ESP,GK,33.0,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,defense,ESP,GK,33.0,1986.0,16.0,395,574,68.8,10689,7767,72,72,100.0,201,205,98.0,119,286,0,0.0,0.0,0.0,0,4,0,0,0,passing,ESP,GK,33.0,1986.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,andres fernandez,andres fernandez,andres fernandez,600000.0
ESP-La Liga,2020,Betis,Andrés Guardado,MEX,MF,33.0,1986.0,24,17,1318,14.6,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.7,26,88,27,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.05,0.02,0.05,standard,MEX,MF,33.0,1986.0,14.6,901,25,176,580,159,7,901,16,13,3,514,2628,1442,26,26,3,15,11,606,27,possession,MEX,MF,33.0,1986.0,4,0,0,21,10,0,7,18,12,0,0,0,118,23,23,misc,MEX,MF,33.0,1986.0,25,12,10,11,4,10,25,15,13,3,10,18,43,19,0,defense,MEX,MF,33.0,1986.0,14.6,654,787,83.1,11841,2977,290,324,89.5,267,301,88.7,76,116,0,0.3,0.5,-0.3,8,70,10,1,88,passing,MEX,MF,33.0,1986.0,1,11,5,0.75,0.34,0,0,0,0.3,0.3,0.7,0.7,shooting,andres guardado,andres guardado,andres guardado,1500000.0
ESP-La Liga,2020,Barcelona,Ansu Fati,ESP,FW,17.0,2002.0,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32,12,60,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,standard,ESP,FW,17.0,2002.0,4.8,270,0,12,86,174,39,270,23,11,12,183,1296,700,32,16,21,11,8,226,60,possession,ESP,FW,17.0,2002.0,1,0,0,6,11,2,4,3,4,2,0,0,13,2,4,misc,ESP,FW,17.0,2002.0,9,4,2,4,3,2,10,8,4,0,4,3,12,1,0,defense,ESP,FW,17.0,2002.0,4.8,168,202,83.2,1697,333,105,118,89.0,28,36,77.8,1,1,0,1.7,1.3,-1.7,9,3,6,0,12,passing,ESP,FW,17.0,2002.0,4,14,7,2.92,1.46,0,0,0,1.8,1.8,2.2,2.2,shooting,ansu fati,ansu fati,ansu fati,60000000.0
ESP-La Liga,2020,Osasuna,Ante Budimir,CRO,FW,29.0,1991.0,30,18,1625,18.1,11,0,11,11,0,0,3,0,9.2,9.2,0.8,10.0,14,29,103,0.61,0.0,0.61,0.61,0.61,0.51,0.04,0.55,0.51,0.55,standard,CRO,FW,29.0,1991.0,18.1,617,21,54,294,273,90,617,26,13,13,300,1229,401,14,15,9,68,34,455,103,possession,CRO,FW,29.0,1991.0,3,0,0,30,31,19,2,2,12,0,0,0,55,134,83,misc,CRO,FW,29.0,1991.0,20,12,2,11,7,4,15,11,17,4,13,2,22,17,1,defense,CRO,FW,29.0,1991.0,18.1,238,399,59.6,2861,579,162,239,67.8,53,84,63.1,4,12,0,0.8,0.9,-0.8,9,19,3,0,29,passing,CRO,FW,29.0,1991.0,11,47,21,2.6,1.16,0,0,0,9.2,9.2,1.8,1.8,shooting,ante budimir,ante budimir,ante budimir,9000000.0
ESP-La Liga,2020,Getafe,Ante Palaversa,CRO,MF,20.0,2000.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,1.43,standard,CRO,MF,20.0,2000.0,0.1,10,0,2,4,4,0,10,0,0,0,4,20,9,0,0,0,0,0,4,0,possession,CRO,MF,20.0,2000.0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,misc,CRO,MF,20.0,2000.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,defense,CRO,MF,20.0,2000.0,0.1,7,10,70.0,131,90,4,5,80.0,1,2,50.0,2,3,0,0.1,0.1,-0.1,2,0,0,0,0,passing,CRO,MF,20.0,2000.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ante palaversa,ante palaversa,ante palaversa,2500000.0
ESP-La Liga,2020,Real Sociedad,Alexander Isak,SWE,FW,20.0,1999.0,34,30,2340,26.0,17,2,19,17,0,1,4,0,16.8,16.0,1.8,17.8,44,44,153,0.65,0.08,0.73,0.65,0.73,0.64,0.07,0.71,0.61,0.68,standard,SWE,FW,20.0,1999.0,26.0,704,8,25,303,390,141,703,67,38,29,403,2549,1218,44,33,25,54,28,522,153,possession,SWE,FW,20.0,1999.0,4,0,0,26,33,22,18,3,5,3,0,0,50,38,68,misc,SWE,FW,20.0,1999.0,9,5,0,3,6,3,8,5,17,1,16,3,12,7,0,defense,SWE,FW,20.0,1999.0,26.0,319,451,70.7,4637,758,175,225,77.8,106,133,79.7,17,31,2,1.8,2.2,0.2,10,11,17,0,44,passing,SWE,FW,20.0,1999.0,17,80,40,3.08,1.54,5,0,1,16.8,16.0,0.2,1.0,shooting,alexander isak,alexander isak,alexander isak,40000000.0
ESP-La Liga,2020,Cádiz,Alfonso Espino,URU,DF,28.0,1992.0,32,31,2601,28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31,63,59,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,standard,URU,DF,28.0,1992.0,28.9,1363,93,586,548,250,17,1363,28,16,12,506,2606,1191,31,17,4,32,16,516,59,possession,URU,DF,28.0,1992.0,6,0,0,33,21,3,80,41,48,0,0,0,178,36,37,misc,URU,DF,28.0,1992.0,92,48,63,28,1,43,85,42,30,5,25,41,133,74,0,defense,URU,DF,28.0,1992.0,28.9,650,1043,62.3,12016,6219,265,331,80.1,288,417,69.1,75,210,3,1.4,1.4,1.6,15,43,13,11,63,passing,URU,DF,28.0,1992.0,0,8,4,0.28,0.14,0,0,0,0.2,0.2,-0.2,-0.2,shooting,alfonso espino,alfonso espino,alfonso espino,2500000.0
ESP-La Liga,2020,Villarreal,Alfonso Pedraza,ESP,DF,24.0,1996.0,29,24,2093,23.3,1,2,3,1,0,0,8,0,1.7,1.7,4.0,5.7,88,47,237,0.04,0.09,0.13,0.04,0.13,0.07,0.17,0.24,0.07,0.24,standard,ESP,DF,24.0,1996.0,23.3,1504,65,427,533,555,76,1504,43,23,20,811,4733,2453,88,51,28,49,22,911,237,possession,ESP,DF,24.0,1996.0,8,0,0,42,23,1,106,34,19,2,0,1,101,32,30,misc,ESP,DF,24.0,1996.0,35,19,16,11,8,11,31,20,21,5,16,34,69,47,1,defense,ESP,DF,24.0,1996.0,23.3,942,1226,76.8,13599,3751,544,620,87.7,331,404,81.9,34,84,2,4.0,4.4,-2.0,27,20,31,23,47,passing,ESP,DF,24.0,1996.0,1,22,8,0.95,0.34,0,0,0,1.7,1.7,-0.7,-0.7,shooting,alfonso pedraza,alfonso pedraza,alfonso pedraza,20000000.0
ESP-La Liga,2020,Getafe,Allan Nyom,CMR,"MF,DF",32.0,1988.0,31,28,2323,25.8,0,2,2,0,0,0,10,1,1.0,1.0,2.3,3.3,35,59,66,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.13,0.04,0.13,standard,CMR,"MF,DF",32.0,1988.0,25.8,1124,41,238,537,360,35,1124,24,11,13,514,2539,1020,35,34,5,30,23,574,66,possession,CMR,"MF,DF",32.0,1988.0,10,1,0,44,20,1,94,22,23,0,0,0,126,51,39,misc,CMR,"MF,DF",32.0,1988.0,38,23,14,19,5,15,30,15,16,2,14,22,60,42,0,defense,CMR,"MF,DF",32.0,1988.0,25.8,577,903,63.9,9417,3925,301,385,78.2,208,295,70.5,52,157,2,2.3,1.6,-0.3,17,54,22,20,59,passing,CMR,"MF,DF",32.0,1988.0,0,10,2,0.39,0.08,0,0,0,1.0,1.0,-1.0,-1.0,shooting,allan nyom,allan nyom,allan nyom,2000000.0
ESP-La Liga,2020,Eibar,Anaitz Arbilla,ESP,DF,33.0,1987.0,34,30,2807,31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37,173,19,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,standard,ESP,DF,33.0,1987.0,31.2,2222,119,720,1256,284,13,2222,30,25,5,1109,6550,3244,37,26,3,22,9,1156,19,possession,ESP,DF,33.0,1987.0,8,0,0,36,13,0,43,69,26,0,2,0,245,68,53,misc,ESP,DF,33.0,1987.0,45,26,31,11,3,27,54,27,36,11,25,69,114,73,1,defense,ESP,DF,33.0,1987.0,31.2,1459,1932,75.5,31846,12343,482,547,88.1,656,790,83.0,300,543,1,0.9,1.3,0.1,10,179,17,8,173,passing,ESP,DF,33.0,1987.0,0,27,2,0.87,0.06,5,0,0,1.8,1.8,-1.8,-1.8,shooting,anaitz arbilla,anaitz arbilla,anaitz arbilla,1000000.0
ESP-La Liga,2020,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",18.0,2001.0,31,13,1307,14.5,3,0,3,3,0,0,7,0,1.9,1.9,1.9,3.8,37,37,106,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,standard,ESP,"MF,FW",18.0,2001.0,14.5,612,8,87,251,286,32,612,67,39,28,389,2805,1247,37,23,12,50,35,424,106,possession,ESP,"MF,FW",18.0,2001.0,7,0,0,40,20,4,34,6,19,0,0,0,78,3,21,misc,ESP,"MF,FW",18.0,2001.0,29,19,5,18,6,9,24,15,20,0,20,6,35,8,0,defense,ESP,"MF,FW",18.0,2001.0,14.5,291,413,70.5,4473,1038,152,188,80.9,113,150,75.3,14,33,0,1.9,1.2,-1.9,15,24,15,4,37,passing,ESP,"MF,FW",18.0,2001.0,3,23,7,1.58,0.48,0,0,0,1.9,1.9,1.1,1.1,shooting,ander barrenetxea,ander barrenetxea,ander barrenetxea,15000000.0
ESP-La Liga,2020,Athletic Club,Ander Capa,ESP,DF,28.0,1992.0,28,25,2131,23.7,2,1,3,2,0,0,5,0,1.1,1.1,1.1,2.3,66,80,100,0.08,0.04,0.13,0.08,0.13,0.05,0.05,0.1,0.05,0.1,standard,ESP,DF,28.0,1992.0,23.7,1426,67,370,677,394,31,1426,55,29,26,628,4225,2714,66,53,2,23,15,717,100,possession,ESP,DF,28.0,1992.0,5,0,0,26,9,1,60,25,18,0,1,0,119,21,22,misc,ESP,DF,28.0,1992.0,37,18,22,13,2,18,37,19,21,8,13,25,62,57,0,defense,ESP,DF,28.0,1992.0,23.7,900,1199,75.1,13915,4957,466,537,86.8,354,447,79.2,54,127,1,1.1,1.6,-0.1,16,55,14,5,80,passing,ESP,DF,28.0,1992.0,2,12,6,0.51,0.25,0,0,0,1.1,1.1,0.9,0.9,shooting,ander capa,ander capa,ander capa,6000000.0
ESP-La Liga,2020,Cádiz,Alberto Perea,ESP,MF,29.0,1990.0,27,16,1549,17.2,2,3,5,2,0,0,0,0,1.8,1.8,2.5,4.3,61,51,74,0.12,0.17,0.29,0.12,0.29,0.1,0.15,0.25,0.1,0.25,standard,ESP,MF,29.0,1990.0,17.2,755,9,135,338,301,27,755,96,63,33,487,3658,1849,61,53,14,24,35,494,74,possession,ESP,MF,29.0,1990.0,0,0,0,6,33,1,57,21,17,0,0,0,96,4,9,misc,ESP,MF,29.0,1990.0,28,17,12,10,6,9,35,26,26,1,25,21,49,9,0,defense,ESP,MF,29.0,1990.0,17.2,379,525,72.2,5685,1925,217,252,86.1,112,152,73.7,32,65,3,2.5,1.7,0.5,13,33,11,7,51,passing,ESP,MF,29.0,1990.0,2,28,6,1.63,0.35,4,0,0,1.8,1.8,0.2,0.2,shooting,alberto perea,alberto perea,alberto perea,1200000.0
ESP-La Liga,2020,Granada,Alberto Soro,ESP,"FW,MF",21.0,1999.0,15,3,393,4.4,1,2,3,1,0,0,1,0,0.7,0.7,0.3,1.1,6,15,24,0.23,0.46,0.69,0.23,0.69,0.17,0.08,0.25,0.17,0.25,standard,ESP,"FW,MF",21.0,1999.0,4.4,166,3,23,70,76,11,166,5,2,3,94,498,225,6,6,2,6,11,94,24,possession,ESP,"FW,MF",21.0,1999.0,1,0,0,11,9,3,12,1,2,0,0,0,25,2,13,misc,ESP,"FW,MF",21.0,1999.0,7,2,2,4,1,4,10,6,7,0,7,1,8,2,0,defense,ESP,"FW,MF",21.0,1999.0,4.4,92,129,71.3,1290,345,57,66,86.4,24,33,72.7,6,15,2,0.3,0.5,1.7,6,8,4,1,15,passing,ESP,"FW,MF",21.0,1999.0,1,2,1,0.46,0.23,0,0,0,0.7,0.7,0.3,0.3,shooting,alberto soro,alberto soro,alberto soro,3000000.0
ESP-La Liga,2020,Eibar,Aleix García,ESP,MF,23.0,1997.0,11,5,437,4.9,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,4,26,8,0.0,0.21,0.21,0.0,0.21,0.02,0.18,0.21,0.02,0.21,standard,ESP,MF,23.0,1997.0,4.9,307,5,37,193,83,4,307,2,1,1,167,802,323,4,6,1,3,1,217,8,possession,ESP,MF,23.0,1997.0,1,0,0,4,1,0,26,8,4,0,0,0,19,6,1,misc,ESP,MF,23.0,1997.0,5,4,2,2,1,1,10,9,5,0,5,8,13,2,0,defense,ESP,MF,23.0,1997.0,4.9,227,279,81.4,4230,1030,94,107,87.9,80,91,87.9,39,61,1,0.9,0.8,0.1,12,25,3,1,26,passing,ESP,MF,23.0,1997.0,0,3,1,0.62,0.21,0,0,0,0.1,0.1,-0.1,-0.1,shooting,aleix garcia,aleix garcia,aleix garcia,1800000.0
