league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2021,Torino,Salvatore Sirigu,ITA,GK,33,1987,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1987,32.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,33,1987,0,0,0,1,3,0,0,0,0,0,1,0,42,4,1,misc,ITA,GK,33,1987,1073,884,1066,8,0,0,1073,0,0,0,515,2477,1672,0,0,0,2,0,420,0,possession,ITA,GK,33,1987,32.0,711,1006,70.7,19538,14210,174,175,99.4,273,283,96.5,256,537,0,0.0,0.0,0.0,0,17,0,0,0,passing,ITA,GK,33,1987,1,0,1,0,0,1,2,1,0,0,0,0,1,6,2,defense,salvatore sirigu,salvatore sirigu,salvatore sirigu,1500000.0
ITA-Serie A,2021,Atalanta,Sam Lammers,NED,"FW,MF",23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.0,0.62,0.62,0.62,0.4,0.12,0.52,0.4,0.52,standard,NED,"FW,MF",23,1997,3.2,2,9,4,2.78,1.24,0,0,0,1.3,1.3,0.7,0.7,shooting,NED,"FW,MF",23,1997,0,0,0,5,5,2,0,0,0,0,0,0,8,6,6,misc,NED,"FW,MF",23,1997,170,3,7,67,97,26,170,18,13,5,111,538,212,9,5,8,17,13,144,44,possession,NED,"FW,MF",23,1997,3.2,96,122,78.7,1166,181,64,79,81.0,23,27,85.2,1,3,0,0.4,0.2,-0.4,4,5,3,0,8,passing,NED,"FW,MF",23,1997,2,0,0,2,0,0,6,6,0,0,0,0,2,3,0,defense,sam lammers,sam lammers,sam lammers,3000000.0
ITA-Serie A,2021,Inter,Samir Handanović,SVN,GK,36,1984,37,37,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVN,GK,36,1984,36.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SVN,GK,36,1984,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,misc,SVN,GK,36,1984,1131,1024,1130,2,0,0,1131,0,0,0,653,3012,2005,0,0,0,0,0,620,0,possession,SVN,GK,36,1984,36.0,934,1080,86.5,22303,14189,210,210,100.0,508,515,98.6,215,349,0,0.0,0.0,0.0,0,5,1,0,0,passing,SVN,GK,36,1984,1,0,1,0,0,1,1,0,0,0,0,0,1,6,3,defense,samir handanovic,samir handanovic,samir handanovic,2000000.0
ITA-Serie A,2021,Torino,Samir Ujkani,KVX,GK,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,KVX,GK,32,1988,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,KVX,GK,32,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,KVX,GK,32,1988,29,26,29,0,0,0,29,0,0,0,17,70,33,0,0,0,0,0,13,0,possession,KVX,GK,32,1988,1.0,23,27,85.2,622,503,1,1,100.0,12,12,100.0,9,12,0,0.0,0.0,0.0,0,0,0,0,0,passing,KVX,GK,32,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense,samir ujkani,samir ujkani,samir ujkani,200000.0
ITA-Serie A,2021,Milan,Samu Castillejo,ESP,FW,25,1995,28,12,1181,13.1,1,0,1,1,0,0,5,0,2.5,2.5,0.7,3.2,41,41,90,0.08,0.0,0.08,0.08,0.08,0.19,0.05,0.24,0.19,0.24,standard,ESP,FW,25,1995,13.1,1,25,7,1.91,0.53,1,0,0,2.5,2.5,-1.5,-1.5,shooting,ESP,FW,25,1995,5,0,0,25,30,4,34,6,12,1,0,0,78,8,20,misc,ESP,FW,25,1995,614,9,84,274,269,43,614,47,30,17,394,2598,1189,41,30,16,21,23,428,90,possession,ESP,FW,25,1995,13.1,356,451,78.9,5632,1329,183,210,87.1,122,142,85.9,32,53,0,0.7,0.8,-0.7,10,25,16,5,41,passing,ESP,FW,25,1995,24,12,9,14,1,14,40,26,21,0,21,6,30,9,0,defense,samu castillejo,samu castillejo,samu castillejo,4000000.0
ITA-Serie A,2021,Crotone,Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,FW,31,1988,5.3,0,6,1,1.14,0.19,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,FW,31,1988,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,misc,ITA,FW,31,1988,140,5,13,78,49,9,140,2,0,2,81,308,88,5,3,1,8,5,114,21,possession,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,0,0.0,0.1,0.0,0,3,3,0,10,passing,ITA,FW,31,1988,2,2,1,0,1,1,3,2,2,0,2,0,2,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,600000.0
ITA-Serie A,2021,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.33,0.3,0.33,standard,ITA,FW,31,1988,5.6,0,9,2,1.62,0.36,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,FW,31,1988,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,misc,ITA,FW,31,1988,169,5,10,80,80,22,169,3,2,1,95,520,174,10,4,3,14,13,154,44,possession,ITA,FW,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,0,0.1,0.1,-0.1,4,4,2,0,7,passing,ITA,FW,31,1988,1,2,0,1,0,0,3,3,1,0,1,0,1,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,600000.0
ITA-Serie A,2021,Lazio,Vedat Muriqi,KVX,FW,26,1994,27,7,832,9.2,1,0,1,1,0,0,1,0,3.2,3.2,0.6,3.8,9,20,79,0.11,0.0,0.11,0.11,0.11,0.34,0.07,0.41,0.34,0.41,standard,KVX,FW,26,1994,9.2,1,31,8,3.35,0.87,0,0,0,3.2,3.2,-2.2,-2.2,shooting,KVX,FW,26,1994,1,0,0,14,19,15,3,3,1,0,0,0,30,54,43,misc,KVX,FW,26,1994,384,20,41,158,188,63,384,7,2,5,204,874,216,9,2,4,32,17,304,79,possession,KVX,FW,26,1994,9.2,171,252,67.9,2359,375,111,148,75.0,39,56,69.6,12,16,0,0.6,0.6,-0.6,10,11,8,0,20,passing,KVX,FW,26,1994,3,1,0,2,1,0,8,8,9,2,7,3,6,20,0,defense,vedat muriqi,vedat muriqi,vedat muriqi,7000000.0
ITA-Serie A,2021,Napoli,Victor Osimhen,NGA,FW,21,1998,24,16,1573,17.5,10,3,13,10,0,0,4,0,10.6,10.6,2.5,13.1,41,9,100,0.57,0.17,0.74,0.57,0.74,0.61,0.14,0.75,0.61,0.75,standard,NGA,FW,21,1998,17.5,10,66,24,3.78,1.37,0,0,0,10.6,10.6,-0.6,-0.6,shooting,NGA,FW,21,1998,4,0,0,34,36,20,14,7,15,1,0,0,37,45,63,misc,NGA,FW,21,1998,452,11,20,167,276,106,452,27,12,15,248,1800,877,41,30,27,45,17,334,100,possession,NGA,FW,21,1998,17.5,171,249,68.7,2223,267,105,135,77.8,43,71,60.6,8,16,3,2.5,1.1,0.5,25,5,4,1,9,passing,NGA,FW,21,1998,22,15,2,6,14,3,15,12,6,0,6,7,29,10,0,defense,victor osimhen,victor osimhen,victor osimhen,65000000.0
ITA-Serie A,2021,Atalanta,Viktor Kovalenko,UKR,FW,24,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,UKR,FW,24,1996,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,UKR,FW,24,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,UKR,FW,24,1996,4,1,2,2,0,0,4,0,0,0,1,4,0,0,0,0,1,0,2,1,possession,UKR,FW,24,1996,0.0,1,1,100.0,8,5,1,1,100.0,0,0,84.9,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,UKR,FW,24,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense,viktor kovalenko,viktor kovalenko,viktor kovalenko,3000000.0
ITA-Serie A,2021,Cagliari,Răzvan Marin,ROU,MF,24,1996,37,35,2965,32.9,3,6,9,3,0,0,6,0,1.4,1.4,4.7,6.1,45,159,80,0.09,0.18,0.27,0.09,0.27,0.04,0.14,0.18,0.04,0.18,standard,ROU,MF,24,1996,32.9,3,27,10,0.82,0.3,1,0,0,1.4,1.4,1.6,1.6,shooting,ROU,MF,24,1996,6,0,0,49,23,2,161,29,33,0,0,0,186,10,18,misc,ROU,MF,24,1996,1984,44,383,1089,543,32,1984,73,34,39,1065,6302,2962,45,48,7,49,25,1282,80,possession,ROU,MF,24,1996,32.9,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,6,4.7,4.8,1.3,69,142,30,5,159,passing,ROU,MF,24,1996,54,33,26,22,6,27,53,26,29,10,19,29,83,15,0,defense,razvan marin,razvan marin,razvan marin,12000000.0
ITA-Serie A,2021,Spezia,Salvador Ferrer,ESP,DF,22,1998,18,14,1190,13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.1,0.01,0.1,standard,ESP,DF,22,1998,13.2,0,3,1,0.23,0.08,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ESP,DF,22,1998,4,0,0,15,7,0,57,24,10,0,1,0,78,25,16,misc,ESP,DF,22,1998,1037,49,341,462,243,6,1037,8,5,3,547,2541,1299,28,19,0,12,7,601,49,possession,ESP,DF,22,1998,13.2,676,908,74.4,12680,4232,291,339,85.8,273,348,78.4,106,172,1,1.3,0.9,-0.3,14,35,19,16,46,passing,ESP,DF,22,1998,20,10,10,8,2,8,22,14,13,4,9,24,44,37,1,defense,salvador ferrer,salva ferrer,salva ferrer,1300000.0
ITA-Serie A,2021,Torino,Tomás Rincón,VEN,MF,32,1988,36,33,2846,31.6,1,1,2,1,0,0,10,1,1.3,1.3,1.9,3.3,30,125,52,0.03,0.03,0.06,0.03,0.06,0.04,0.06,0.1,0.04,0.1,standard,VEN,MF,32,1988,31.6,1,22,4,0.7,0.13,0,0,0,1.3,1.3,-0.3,-0.3,shooting,VEN,MF,32,1988,10,1,1,72,44,0,21,31,38,0,0,0,175,48,36,misc,VEN,MF,32,1988,1666,75,415,989,281,26,1666,50,36,14,876,3840,1779,30,29,7,41,26,1100,52,possession,VEN,MF,32,1988,31.6,1141,1373,83.1,19191,6007,595,667,89.2,399,455,87.7,118,179,1,1.9,1.9,-0.9,14,132,16,4,125,passing,VEN,MF,32,1988,68,38,27,33,8,36,71,35,32,7,25,31,99,44,0,defense,tomas rincon,tomas rincon,tomas rincon,1000000.0
ITA-Serie A,2021,Torino,Tomás Rincón,VEN,MF,32,1988,36,33,2846,31.6,1,1,2,1,0,0,10,1,1.3,1.3,1.9,3.3,30,125,52,0.03,0.03,0.06,0.03,0.06,0.04,0.06,0.1,0.04,0.1,standard,VEN,MF,32,1988,31.6,1,22,4,0.7,0.13,0,0,0,1.3,1.3,-0.3,-0.3,shooting,VEN,MF,32,1988,10,1,1,72,44,0,21,31,38,0,0,0,175,48,36,misc,VEN,MF,32,1988,1666,75,415,989,281,26,1666,50,36,14,876,3840,1779,30,29,7,41,26,1100,52,possession,VEN,MF,32,1988,31.6,1141,1373,83.1,19191,6007,595,667,89.2,399,455,87.7,118,179,1,1.9,1.9,-0.9,14,132,16,4,125,passing,VEN,MF,32,1988,68,38,27,33,8,36,71,35,32,7,25,31,99,44,0,defense,tomas rincon,tomas rincon,tomas rincon,1000000.0
ITA-Serie A,2021,Parma,Valentin Mihaila,ROU,"FW,MF",20,2000,16,4,698,7.8,3,0,3,3,0,0,2,0,2.7,2.7,0.3,3.0,30,9,60,0.39,0.0,0.39,0.39,0.39,0.35,0.04,0.38,0.35,0.38,standard,ROU,"FW,MF",20,2000,7.8,3,19,10,2.45,1.29,0,0,0,2.7,2.7,0.3,0.3,shooting,ROU,"FW,MF",20,2000,2,0,0,5,8,5,14,5,1,1,0,0,20,3,15,misc,ROU,"FW,MF",20,2000,288,9,40,104,148,31,288,28,14,14,179,1672,777,30,19,14,20,6,202,60,possession,ROU,"FW,MF",20,2000,7.8,124,192,64.6,1814,378,74,97,76.3,34,49,69.4,10,22,0,0.3,0.4,-0.3,7,7,3,2,9,passing,ROU,"FW,MF",20,2000,2,1,1,1,0,0,10,10,8,1,7,5,7,8,0,defense,valentin mihaila,valentin mihaila,valentin mihaila,5500000.0
ITA-Serie A,2021,Sampdoria,Valerio Verre,ITA,"FW,MF",26,1994,27,12,998,11.1,3,3,6,3,0,0,3,0,1.9,1.9,1.6,3.6,32,70,82,0.27,0.27,0.54,0.27,0.54,0.17,0.15,0.32,0.17,0.32,standard,ITA,"FW,MF",26,1994,11.1,3,24,10,2.16,0.9,0,0,0,1.9,1.9,1.1,1.1,shooting,ITA,"FW,MF",26,1994,3,0,0,25,21,1,20,9,7,0,0,0,67,18,25,misc,ITA,"FW,MF",26,1994,673,7,72,350,263,28,673,32,19,13,403,2177,1090,32,23,3,42,23,514,82,possession,ITA,"FW,MF",26,1994,11.1,371,530,70.0,6143,1972,188,232,81.0,126,176,71.6,38,66,3,1.6,1.3,1.4,19,48,21,2,70,passing,ITA,"FW,MF",26,1994,11,7,2,7,2,4,19,15,14,2,12,9,20,3,0,defense,valerio verre,valerio verre,valerio verre,2500000.0
ITA-Serie A,2021,Sampdoria,Valerio Verre,ITA,"FW,MF",26,1994,27,12,998,11.1,3,3,6,3,0,0,3,0,1.9,1.9,1.6,3.6,32,70,82,0.27,0.27,0.54,0.27,0.54,0.17,0.15,0.32,0.17,0.32,standard,ITA,"FW,MF",26,1994,11.1,3,24,10,2.16,0.9,0,0,0,1.9,1.9,1.1,1.1,shooting,ITA,"FW,MF",26,1994,3,0,0,25,21,1,20,9,7,0,0,0,67,18,25,misc,ITA,"FW,MF",26,1994,673,7,72,350,263,28,673,32,19,13,403,2177,1090,32,23,3,42,23,514,82,possession,ITA,"FW,MF",26,1994,11.1,371,530,70.0,6143,1972,188,232,81.0,126,176,71.6,38,66,3,1.6,1.3,1.4,19,48,21,2,70,passing,ITA,"FW,MF",26,1994,11,7,2,7,2,4,19,15,14,2,12,9,20,3,0,defense,valerio verre,valerio verre,valerio verre,2500000.0
ITA-Serie A,2021,Genoa,Valon Behrami,SUI,MF,35,1985,26,8,892,9.9,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,5,23,16,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,SUI,MF,35,1985,9.9,0,4,1,0.4,0.1,0,0,0,0.5,0.5,-0.5,-0.5,shooting,SUI,MF,35,1985,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,misc,SUI,MF,35,1985,310,20,82,169,63,6,310,3,1,2,130,553,270,5,4,2,7,2,148,16,possession,SUI,MF,35,1985,9.9,162,218,74.3,2214,875,90,114,78.9,51,66,77.3,8,14,0,0.1,0.1,-0.1,2,16,2,1,23,passing,SUI,MF,35,1985,21,9,9,10,2,9,26,17,13,5,8,9,30,13,0,defense,valon behrami,valon behrami,valon behrami,300000.0
ITA-Serie A,2021,Torino,Vanja Milinković-Savić,SRB,GK,23,1997,5,5,450,5.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,GK,23,1997,5.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SRB,GK,23,1997,0,1,0,0,2,0,0,0,1,0,0,0,11,1,0,misc,SRB,GK,23,1997,188,143,187,2,0,0,188,0,0,0,114,634,385,0,0,0,1,0,84,0,possession,SRB,GK,23,1997,5.0,116,176,65.9,3057,2138,20,20,100.0,68,69,98.6,27,85,0,0.0,0.0,0.0,0,5,1,0,0,passing,SRB,GK,23,1997,1,1,1,0,0,1,1,0,0,0,0,0,1,1,3,defense,vanja milinkovic-savic,vanja milinkovic-savic,vanja milinkovic-savic,2500000.0
ITA-Serie A,2021,Cagliari,Riccardo Sottil,ITA,"FW,MF",21,1999,21,12,1184,13.2,2,1,3,2,0,0,3,0,1.5,1.5,1.8,3.3,77,47,83,0.15,0.08,0.23,0.15,0.23,0.12,0.13,0.25,0.12,0.25,standard,ITA,"FW,MF",21,1999,13.2,2,25,9,1.9,0.68,0,0,0,1.5,1.5,0.5,0.5,shooting,ITA,"FW,MF",21,1999,3,0,0,17,35,1,43,5,3,0,0,0,82,3,12,misc,ITA,"FW,MF",21,1999,515,3,50,204,285,49,515,59,40,19,374,3993,2185,77,53,21,29,22,380,83,possession,ITA,"FW,MF",21,1999,13.2,281,382,73.6,4702,973,139,173,80.3,108,140,77.1,24,40,1,1.8,1.4,-0.8,16,19,18,4,47,passing,ITA,"FW,MF",21,1999,7,3,2,3,2,0,7,7,4,0,4,5,12,3,0,defense,riccardo sottil,riccardo sottil,riccardo sottil,9000000.0
ITA-Serie A,2021,Roma,Rick Karsdorp,NED,DF,25,1995,34,28,2544,28.3,1,6,7,1,0,0,2,0,1.0,1.0,5.1,6.2,32,97,150,0.04,0.21,0.25,0.04,0.25,0.04,0.19,0.23,0.04,0.23,standard,NED,DF,25,1995,28.3,1,13,4,0.46,0.14,0,0,0,1.0,1.0,0.0,0.0,shooting,NED,DF,25,1995,2,0,0,36,13,3,55,30,23,0,0,0,141,6,21,misc,NED,DF,25,1995,1462,57,377,678,425,40,1462,23,18,5,737,3711,1559,32,26,5,19,12,932,150,possession,NED,DF,25,1995,28.3,1070,1298,82.4,18576,4636,462,523,88.3,516,588,87.8,75,132,6,5.1,3.0,0.9,24,62,35,8,97,passing,NED,DF,25,1995,36,23,19,12,5,21,48,27,18,1,17,30,66,32,0,defense,rick karsdorp,rick karsdorp,rick karsdorp,13000000.0
ITA-Serie A,2021,Inter,Roberto Gagliardini,ITA,MF,26,1994,28,14,1232,13.7,3,2,5,3,0,0,2,0,1.2,1.2,1.3,2.6,27,54,41,0.22,0.15,0.37,0.22,0.37,0.09,0.1,0.19,0.09,0.19,standard,ITA,MF,26,1994,13.7,3,17,5,1.24,0.37,0,0,0,1.2,1.2,1.8,1.8,shooting,ITA,MF,26,1994,2,0,0,23,16,0,10,19,17,0,0,0,55,19,11,misc,ITA,MF,26,1994,733,28,139,412,191,34,733,7,4,3,402,2093,1051,27,19,5,19,6,543,41,possession,ITA,MF,26,1994,13.7,517,601,86.0,7803,1851,294,325,90.5,173,193,89.6,31,50,2,1.3,1.2,0.7,8,59,7,1,54,passing,ITA,MF,26,1994,30,17,17,8,5,5,28,23,15,3,12,19,49,16,0,defense,roberto gagliardini,roberto gagliardini,roberto gagliardini,8000000.0
ITA-Serie A,2021,Udinese,Roberto Pereyra,ARG,"MF,FW",29,1991,34,34,2925,32.5,5,7,12,4,1,1,8,0,4.0,3.2,4.0,7.2,106,134,193,0.15,0.22,0.37,0.12,0.34,0.12,0.12,0.24,0.1,0.22,standard,ARG,"MF,FW",29,1991,32.5,5,27,6,0.83,0.18,0,1,1,4.0,3.2,1.0,0.8,shooting,ARG,"MF,FW",29,1991,8,0,0,38,59,7,37,27,11,1,0,0,156,5,10,misc,ARG,"MF,FW",29,1991,1591,44,220,729,666,105,1590,86,36,50,1058,6534,3108,106,71,27,80,50,1171,193,possession,ARG,"MF,FW",29,1991,32.5,1070,1262,84.8,15452,3828,616,673,91.5,334,381,87.7,62,88,7,4.0,3.0,3.0,45,94,36,3,134,passing,ARG,"MF,FW",29,1991,18,11,7,8,3,7,23,16,24,5,19,27,45,24,0,defense,roberto pereyra,roberto pereyra,roberto pereyra,6500000.0
ITA-Serie A,2021,Spezia,Roberto Piccoli,ITA,FW,19,2001,20,8,703,7.8,5,0,5,5,0,0,0,0,5.6,5.6,0.6,6.2,8,6,44,0.64,0.0,0.64,0.64,0.64,0.72,0.08,0.8,0.72,0.8,standard,ITA,FW,19,2001,7.8,5,15,11,1.92,1.41,0,0,0,5.6,5.6,-0.6,-0.6,shooting,ITA,FW,19,2001,0,0,0,16,13,3,2,2,3,1,0,0,8,17,43,misc,ITA,FW,19,2001,244,6,13,106,127,34,244,8,5,3,123,511,193,8,5,2,43,12,167,44,possession,ITA,FW,19,2001,7.8,90,137,65.7,1055,118,66,87,75.9,14,27,51.9,2,4,0,0.6,0.1,-0.6,3,4,2,0,6,passing,ITA,FW,19,2001,7,3,0,4,3,2,4,2,4,0,4,2,9,5,0,defense,roberto piccoli,roberto piccoli,roberto piccoli,4000000.0
ITA-Serie A,2021,Spezia,Roberto Piccoli,ITA,FW,19,2001,20,8,703,7.8,5,0,5,5,0,0,0,0,5.6,5.6,0.6,6.2,8,6,44,0.64,0.0,0.64,0.64,0.64,0.72,0.08,0.8,0.72,0.8,standard,ITA,FW,19,2001,7.8,5,15,11,1.92,1.41,0,0,0,5.6,5.6,-0.6,-0.6,shooting,ITA,FW,19,2001,0,0,0,16,13,3,2,2,3,1,0,0,8,17,43,misc,ITA,FW,19,2001,244,6,13,106,127,34,244,8,5,3,123,511,193,8,5,2,43,12,167,44,possession,ITA,FW,19,2001,7.8,90,137,65.7,1055,118,66,87,75.9,14,27,51.9,2,4,0,0.6,0.1,-0.6,3,4,2,0,6,passing,ITA,FW,19,2001,7,3,0,4,3,2,4,2,4,0,4,2,9,5,0,defense,roberto piccoli,roberto piccoli,roberto piccoli,4000000.0
ITA-Serie A,2021,Bologna,Roberto Soriano,ITA,MF,29,1991,37,37,3250,36.1,9,6,15,9,0,0,5,0,6.9,6.9,7.8,14.7,80,199,157,0.25,0.17,0.42,0.25,0.42,0.19,0.22,0.41,0.19,0.41,standard,ITA,MF,29,1991,36.1,9,61,19,1.69,0.53,0,0,0,6.9,6.9,2.1,2.1,shooting,ITA,MF,29,1991,5,0,0,75,49,3,34,18,26,2,0,0,184,34,58,misc,ITA,MF,29,1991,1865,58,265,980,645,94,1865,56,36,20,1171,6624,3078,80,64,7,64,31,1431,157,possession,ITA,MF,29,1991,36.1,1222,1507,81.1,17944,6045,693,805,86.1,396,459,86.3,71,103,6,7.8,3.8,-1.8,52,155,46,3,199,passing,ITA,MF,29,1991,48,26,15,20,13,15,64,49,31,8,23,18,66,43,0,defense,roberto soriano,roberto soriano,roberto soriano,5000000.0
ITA-Serie A,2021,Torino,Ricardo Rodríguez,SUI,DF,27,1992,16,15,1238,13.8,0,0,0,0,0,0,1,0,0.6,0.6,0.2,0.8,19,49,32,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,SUI,DF,27,1992,13.8,0,13,2,0.95,0.15,8,0,0,0.6,0.6,-0.6,-0.6,shooting,SUI,DF,27,1992,1,0,0,13,6,0,20,20,14,0,0,0,53,16,12,misc,SUI,DF,27,1992,855,49,264,451,150,4,855,7,4,3,486,2269,1281,19,14,0,5,4,556,32,possession,SUI,DF,27,1992,13.8,600,719,83.4,10064,3055,321,333,96.4,210,248,84.7,58,100,0,0.2,0.3,-0.2,6,36,5,0,49,passing,SUI,DF,27,1992,21,14,11,8,2,13,22,9,16,5,11,20,41,43,0,defense,ricardo rodriguez,ricardo rodriguez,ricardo rodriguez,3400000.0
ITA-Serie A,2021,Roma,Riccardo Calafiori,ITA,DF,18,2002,3,1,66,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,18,2002,0.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,18,2002,2,0,0,6,2,0,0,0,0,0,0,0,7,2,1,misc,ITA,DF,18,2002,55,2,21,23,12,0,55,1,0,1,25,156,101,2,0,0,2,1,30,3,possession,ITA,DF,18,2002,0.7,35,45,77.8,577,189,17,21,81.0,15,18,83.3,3,3,0,0.0,0.0,0.0,0,1,0,0,1,passing,ITA,DF,18,2002,1,0,1,0,0,1,4,3,1,0,1,0,1,0,0,defense,riccardo calafiori,riccardo calafiori,riccardo calafiori,3500000.0
