league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2021,Roma,Riccardo Calafiori,ITA,DF,18,2002,3,1,66,0.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,18,2002,0.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,18,2002,2,0,0,6,2,0,0,0,0,0,0,0,7,2,1,misc,ITA,DF,18,2002,55,2,21,23,12,0,55,1,0,1,25,156,101,2,0,0,2,1,30,3,possession,ITA,DF,18,2002,0.7,35,45,77.8,577,189,17,21,81.0,15,18,83.3,3,3,0,0.0,0.0,0.0,0,1,0,0,1,passing,ITA,DF,18,2002,1,0,1,0,0,1,4,3,1,0,1,0,1,0,0,defense,riccardo calafiori,riccardo calafiori,riccardo calafiori,3500000.0
ITA-Serie A,2021,Parma,Riccardo Gagliolo,SWE,DF,30,1990,28,22,1956,21.7,2,2,4,2,0,0,6,0,3.2,3.2,1.2,4.4,37,118,34,0.09,0.09,0.18,0.09,0.18,0.15,0.06,0.2,0.15,0.2,standard,SWE,DF,30,1990,21.7,2,19,3,0.87,0.14,0,0,0,3.2,3.2,-1.2,-1.2,shooting,SWE,DF,30,1990,6,0,0,28,34,0,38,36,18,0,0,0,118,25,25,misc,SWE,DF,30,1990,1579,127,657,745,195,24,1579,16,10,6,872,4207,2755,37,19,1,15,6,1021,34,possession,SWE,DF,30,1990,21.7,1074,1349,79.6,21319,9061,359,413,86.9,551,642,85.8,146,242,2,1.2,1.5,0.8,17,99,21,13,118,passing,SWE,DF,30,1990,45,18,35,8,2,28,45,17,34,7,27,36,81,64,1,defense,riccardo gagliolo,riccardo gagliolo,riccardo gagliolo,800000.0
ITA-Serie A,2021,Spezia,Riccardo Marchizza,ITA,DF,22,1998,24,17,1561,17.3,0,2,2,0,0,0,4,0,0.4,0.4,1.6,1.9,33,45,84,0.0,0.12,0.12,0.0,0.12,0.02,0.09,0.11,0.02,0.11,standard,ITA,DF,22,1998,17.3,0,7,0,0.4,0.0,0,0,0,0.4,0.4,-0.4,-0.4,shooting,ITA,DF,22,1998,4,0,0,17,14,3,71,11,11,0,1,0,82,22,18,misc,ITA,DF,22,1998,1101,43,385,437,288,27,1101,18,6,12,598,3344,1521,33,20,6,23,8,671,84,possession,ITA,DF,22,1998,17.3,761,969,78.5,14119,3434,317,340,93.2,336,398,84.4,91,174,2,1.6,1.3,0.4,15,35,11,8,45,passing,ITA,DF,22,1998,20,11,12,5,3,12,21,9,13,4,9,11,31,27,0,defense,riccardo marchizza,riccardo marchizza,riccardo marchizza,2000000.0
ITA-Serie A,2021,Bologna,Riccardo Orsolini,ITA,"FW,MF",23,1997,34,21,1755,19.5,7,3,10,4,3,3,0,0,9.3,7.1,2.4,9.5,49,45,155,0.36,0.15,0.51,0.21,0.36,0.48,0.12,0.6,0.36,0.49,standard,ITA,"FW,MF",23,1997,19.5,7,53,19,2.72,0.97,11,3,3,9.3,7.1,-2.3,-3.1,shooting,ITA,"FW,MF",23,1997,0,0,0,21,44,7,100,10,18,0,1,0,83,25,25,misc,ITA,"FW,MF",23,1997,981,32,168,377,443,73,978,64,36,28,540,3143,1621,49,28,17,49,17,658,155,possession,ITA,"FW,MF",23,1997,19.5,458,724,63.3,7497,2458,247,313,78.9,139,218,63.8,49,115,3,2.4,2.1,0.6,30,34,19,5,45,passing,ITA,"FW,MF",23,1997,37,18,13,12,12,16,39,23,22,3,19,10,47,22,0,defense,riccardo orsolini,riccardo orsolini,riccardo orsolini,10000000.0
ITA-Serie A,2021,Fiorentina,Riccardo Saponara,ITA,MF,28,1991,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,ITA,MF,28,1991,0.6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,28,1991,0,0,0,1,1,0,0,1,1,0,0,0,4,0,2,misc,ITA,MF,28,1991,47,0,5,25,19,1,47,1,1,0,27,125,50,0,4,0,2,0,39,1,possession,ITA,MF,28,1991,0.6,37,41,90.2,450,88,18,19,94.7,11,12,91.7,1,2,0,0.0,0.0,0.0,1,4,0,0,3,passing,ITA,MF,28,1991,2,1,0,2,0,1,3,2,0,0,0,1,3,0,0,defense,riccardo saponara,riccardo saponara,riccardo saponara,2500000.0
ITA-Serie A,2021,Spezia,Riccardo Saponara,ITA,"FW,MF",28,1991,9,5,389,4.3,2,0,2,2,0,0,2,1,1.0,1.0,0.7,1.7,17,20,30,0.46,0.0,0.46,0.46,0.46,0.23,0.16,0.39,0.23,0.39,standard,ITA,"FW,MF",28,1991,4.3,2,10,4,2.31,0.93,0,0,0,1.0,1.0,1.0,1.0,shooting,ITA,"FW,MF",28,1991,2,1,1,4,14,2,4,1,1,0,0,0,31,8,6,misc,ITA,"FW,MF",28,1991,183,6,32,66,89,20,183,14,9,5,135,944,532,17,9,9,11,2,146,30,possession,ITA,"FW,MF",28,1991,4.3,108,139,77.7,1721,537,57,65,87.7,41,49,83.7,7,12,0,0.7,0.8,-0.7,4,4,6,0,20,passing,ITA,"FW,MF",28,1991,4,1,1,0,3,1,3,2,1,0,1,1,5,4,0,defense,riccardo saponara,riccardo saponara,riccardo saponara,2500000.0
ITA-Serie A,2021,Torino,Simone Verdi,ITA,"MF,FW",28,1992,33,17,1620,18.0,1,5,6,1,0,0,6,0,3.5,3.5,5.7,9.2,52,68,87,0.06,0.28,0.33,0.06,0.33,0.2,0.32,0.51,0.2,0.51,standard,ITA,"MF,FW",28,1992,18.0,1,40,13,2.22,0.72,13,0,0,3.5,3.5,-2.5,-2.5,shooting,ITA,"MF,FW",28,1992,6,0,0,24,24,3,154,8,12,0,0,0,78,4,14,misc,ITA,"MF,FW",28,1992,899,7,99,400,417,32,899,63,39,24,490,3234,1572,52,41,9,33,25,570,87,possession,ITA,"MF,FW",28,1992,18.0,491,735,66.8,9374,3128,227,262,86.6,146,217,67.3,102,205,5,5.7,4.7,-0.7,53,54,23,9,68,passing,ITA,"MF,FW",28,1992,19,12,10,6,3,6,19,13,8,0,8,8,27,2,2,defense,simone verdi,simone verdi,simone verdi,5000000.0
ITA-Serie A,2021,Torino,Simone Verdi,ITA,"MF,FW",28,1992,33,17,1620,18.0,1,5,6,1,0,0,6,0,3.5,3.5,5.7,9.2,52,68,87,0.06,0.28,0.33,0.06,0.33,0.2,0.32,0.51,0.2,0.51,standard,ITA,"MF,FW",28,1992,18.0,1,40,13,2.22,0.72,13,0,0,3.5,3.5,-2.5,-2.5,shooting,ITA,"MF,FW",28,1992,6,0,0,24,24,3,154,8,12,0,0,0,78,4,14,misc,ITA,"MF,FW",28,1992,899,7,99,400,417,32,899,63,39,24,490,3234,1572,52,41,9,33,25,570,87,possession,ITA,"MF,FW",28,1992,18.0,491,735,66.8,9374,3128,227,262,86.6,146,217,67.3,102,205,5,5.7,4.7,-0.7,53,54,23,9,68,passing,ITA,"MF,FW",28,1992,19,12,10,6,3,6,19,13,8,0,8,8,27,2,2,defense,simone verdi,simone verdi,simone verdi,5000000.0
ITA-Serie A,2021,Torino,Simone Zaza,ITA,FW,29,1991,29,15,1491,16.6,6,0,6,6,0,0,4,0,7.5,7.5,1.7,9.2,8,12,69,0.36,0.0,0.36,0.36,0.36,0.46,0.1,0.56,0.46,0.56,standard,ITA,FW,29,1991,16.6,6,57,16,3.44,0.97,2,0,0,7.5,7.5,-1.5,-1.5,shooting,ITA,FW,29,1991,4,0,0,36,31,14,5,3,9,0,0,0,32,44,63,misc,ITA,FW,29,1991,530,6,36,225,274,85,530,18,7,11,278,1118,338,8,8,5,55,21,402,69,possession,ITA,FW,29,1991,16.6,231,325,71.1,3317,379,120,153,78.4,75,98,76.5,14,22,0,1.7,1.0,-1.7,13,12,5,1,12,passing,ITA,FW,29,1991,15,9,4,6,5,6,20,14,14,0,14,3,18,5,1,defense,simone zaza,simone zaza,simone zaza,1000000.0
ITA-Serie A,2021,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38,151,46,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,MAR,MF,23,1996,27.1,0,10,3,0.37,0.11,0,0,0,0.4,0.4,-0.4,-0.4,shooting,MAR,MF,23,1996,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,misc,MAR,MF,23,1996,1603,33,270,1091,266,12,1603,71,47,24,1051,6212,2510,38,33,3,33,48,1143,46,possession,MAR,MF,23,1996,27.1,1210,1378,87.8,23407,5627,469,531,88.3,540,582,92.8,179,204,0,0.6,0.9,-0.6,13,143,11,4,151,passing,MAR,MF,23,1996,39,22,11,24,4,18,48,30,30,5,25,23,62,12,0,defense,sofyan amrabat,sofyan amrabat,sofyan amrabat,10000000.0
ITA-Serie A,2021,Atalanta,Rafael Tolói,ITA,DF,29,1990,31,29,2537,28.2,2,0,2,2,0,0,9,0,3.3,3.3,1.2,4.5,40,157,77,0.07,0.0,0.07,0.07,0.07,0.12,0.04,0.16,0.12,0.16,standard,ITA,DF,29,1990,28.2,2,29,8,1.03,0.28,0,0,0,3.3,3.3,-1.3,-1.3,shooting,ITA,DF,29,1990,9,0,0,38,15,1,30,33,23,0,2,0,190,46,28,misc,ITA,DF,29,1990,1959,103,616,990,374,52,1959,16,8,8,1092,4863,2823,40,36,3,22,13,1317,77,possession,ITA,DF,29,1990,28.2,1394,1698,82.1,24390,8805,669,718,93.2,564,662,85.2,140,243,0,1.2,1.5,-1.2,15,160,18,5,157,passing,ITA,DF,29,1990,51,23,21,26,4,26,48,22,37,7,30,33,84,66,0,defense,rafael toloi,rafael toloi,rafael toloi,8000000.0
ITA-Serie A,2021,Lazio,Raúl Moro,ESP,FW,17,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,17,2002,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ESP,FW,17,2002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,ESP,FW,17,2002,4,0,2,1,1,1,4,2,0,2,3,6,0,0,0,0,1,0,2,0,possession,ESP,FW,17,2002,0.1,0,1,0.0,0,0,0,1,0.0,0,0,84.9,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,17,2002,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,defense,raul moro,raul moro,raul moro,2800000.0
ITA-Serie A,2021,Atalanta,Remo Freuler,SUI,MF,28,1992,34,32,2712,30.1,2,3,5,2,0,0,5,0,1.9,1.9,3.3,5.2,73,242,67,0.07,0.1,0.17,0.07,0.17,0.06,0.11,0.17,0.06,0.17,standard,SUI,MF,28,1992,30.1,2,20,6,0.66,0.2,0,0,0,1.9,1.9,0.1,0.1,shooting,SUI,MF,28,1992,5,0,0,38,31,1,19,39,39,0,0,0,258,17,24,misc,SUI,MF,28,1992,2431,48,432,1429,593,49,2431,55,39,16,1454,7558,3917,73,69,9,51,30,1709,67,possession,SUI,MF,28,1992,30.1,1876,2122,88.4,30938,10005,891,968,92.0,815,898,90.8,124,170,3,3.3,3.5,-0.3,30,254,41,5,242,passing,SUI,MF,28,1992,63,39,17,38,8,32,76,44,52,4,48,39,102,27,2,defense,remo freuler,remo freuler,remo freuler,20000000.0
ITA-Serie A,2021,Milan,Simon Kjær,DEN,DF,31,1989,28,28,2393,26.6,0,2,2,0,0,0,3,0,1.6,1.6,1.2,2.8,8,73,1,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,standard,DEN,DF,31,1989,26.6,0,16,2,0.6,0.08,1,0,0,1.6,1.6,-1.6,-1.6,shooting,DEN,DF,31,1989,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,misc,DEN,DF,31,1989,1781,261,942,809,40,20,1781,0,0,0,962,4211,2388,8,4,2,10,0,1160,1,possession,DEN,DF,31,1989,26.6,1303,1489,87.5,26908,9646,382,416,91.8,721,762,94.6,185,273,2,1.2,0.6,0.8,7,72,2,0,73,passing,DEN,DF,31,1989,45,26,23,20,2,18,30,12,42,26,16,42,87,125,0,defense,simon kjaer,simon kjaer,simon kjaer,6000000.0
ITA-Serie A,2021,Spezia,Simone Bastoni,ITA,DF,23,1996,22,19,1522,16.9,1,7,8,1,0,0,7,0,1.2,1.2,3.1,4.3,51,85,78,0.06,0.41,0.47,0.06,0.47,0.07,0.18,0.26,0.07,0.26,standard,ITA,DF,23,1996,16.9,1,21,4,1.24,0.24,1,0,0,1.2,1.2,-0.2,-0.2,shooting,ITA,DF,23,1996,7,0,0,35,27,2,93,16,29,0,1,0,122,27,25,misc,ITA,DF,23,1996,1272,41,363,544,382,26,1272,40,25,15,702,4151,2437,51,41,2,28,19,766,78,possession,ITA,DF,23,1996,16.9,794,1068,74.3,13759,4837,395,446,88.6,293,379,77.3,89,168,7,3.1,2.5,3.9,29,69,27,10,85,passing,ITA,DF,23,1996,50,29,26,22,2,27,52,25,19,1,18,16,66,31,0,defense,simone bastoni,simone bastoni,simone bastoni,7500000.0
ITA-Serie A,2021,Torino,Simone Edera,ITA,"DF,MF",23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,2,0.0,0.0,0.0,0.0,0.0,0.25,0.52,0.77,0.25,0.77,standard,ITA,"DF,MF",23,1997,0.6,0,3,1,5.19,1.73,2,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,"DF,MF",23,1997,0,0,0,1,1,0,5,1,1,0,0,0,3,0,0,misc,ITA,"DF,MF",23,1997,34,2,9,14,11,0,34,2,2,0,11,64,41,1,1,0,2,0,14,2,possession,ITA,"DF,MF",23,1997,0.6,17,22,77.3,331,82,8,10,80.0,6,6,100.0,3,4,0,0.3,0.2,-0.3,3,1,0,0,1,passing,ITA,"DF,MF",23,1997,3,1,2,1,0,3,4,1,0,0,0,1,4,1,0,defense,simone edera,simone edera,simone edera,500000.0
ITA-Serie A,2021,Udinese,Simone Scuffet,ITA,GK,24,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,24,1996,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,24,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,misc,ITA,GK,24,1996,29,27,29,0,0,0,29,0,0,0,15,85,50,0,0,0,0,0,9,0,possession,ITA,GK,24,1996,1.0,19,28,67.9,707,592,2,2,100.0,6,6,100.0,11,20,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,24,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,simone scuffet,simone scuffet,simone scuffet,600000.0
ITA-Serie A,2021,Juventus,Paulo Dybala,ARG,FW,26,1993,20,14,1132,12.6,4,3,7,4,0,0,0,0,4.6,4.6,2.8,7.4,39,74,97,0.32,0.24,0.56,0.32,0.56,0.36,0.22,0.58,0.36,0.58,standard,ARG,FW,26,1993,12.6,4,51,15,4.05,1.19,5,0,0,4.6,4.6,-0.6,-0.6,shooting,ARG,FW,26,1993,0,0,0,10,29,3,65,1,8,0,0,0,32,2,9,misc,ARG,FW,26,1993,880,2,53,367,467,61,880,47,27,20,496,2886,1214,39,35,14,35,18,687,97,possession,ARG,FW,26,1993,12.6,576,705,81.7,9125,2005,320,345,92.8,167,206,81.1,61,105,3,2.8,2.6,0.2,30,46,26,2,74,passing,ARG,FW,26,1993,14,8,3,4,7,2,14,12,15,0,15,1,15,1,0,defense,paulo dybala,paulo dybala,paulo dybala,35000000.0
ITA-Serie A,2021,Hellas Verona,Paweł Dawidowicz,POL,DF,25,1995,30,22,1860,20.7,0,0,0,0,0,0,9,0,1.9,1.9,1.0,2.9,12,48,23,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,standard,POL,DF,25,1995,20.7,0,15,4,0.73,0.19,0,0,0,1.9,1.9,-1.9,-1.9,shooting,POL,DF,25,1995,9,0,0,39,8,2,9,27,28,0,0,0,120,41,51,misc,POL,DF,25,1995,1111,127,550,463,103,20,1111,9,7,2,557,2374,1195,12,14,0,14,3,589,23,possession,POL,DF,25,1995,20.7,741,901,82.2,12832,4243,326,368,88.6,344,399,86.2,61,102,0,1.0,0.8,-1.0,5,35,4,0,48,passing,POL,DF,25,1995,42,28,30,10,2,14,24,10,28,19,9,27,69,62,1,defense,pawel dawidowicz,pawel dawidowicz,pawel dawidowicz,4500000.0
ITA-Serie A,2021,Roma,Pedro,ESP,"MF,FW",33,1987,27,20,1591,17.7,5,2,7,5,0,0,5,1,4.2,4.2,3.1,7.3,50,65,122,0.28,0.11,0.4,0.28,0.4,0.25,0.19,0.44,0.25,0.44,standard,ESP,"MF,FW",33,1987,17.7,5,43,15,2.43,0.85,0,0,0,4.2,4.2,0.8,0.8,shooting,ESP,"MF,FW",33,1987,5,1,1,25,34,7,35,9,14,2,0,0,67,3,12,misc,ESP,"MF,FW",33,1987,774,8,73,382,331,45,774,40,26,14,508,3455,1496,50,45,7,45,11,622,122,possession,ESP,"MF,FW",33,1987,17.7,479,616,77.8,7784,1905,244,295,82.7,178,210,84.8,39,64,2,3.1,2.2,-1.1,29,43,22,2,65,passing,ESP,"MF,FW",33,1987,22,14,6,11,5,7,35,28,10,0,10,9,31,2,1,defense,pedro,pedro,pedro,3000000.0
ITA-Serie A,2021,Sassuolo,Pedro Obiang,EQG,MF,28,1992,33,16,1469,16.3,0,1,1,0,0,0,4,1,0.7,0.7,1.0,1.7,10,56,16,0.0,0.06,0.06,0.0,0.06,0.04,0.06,0.1,0.04,0.1,standard,EQG,MF,28,1992,16.3,0,16,5,0.98,0.31,0,0,0,0.7,0.7,-0.7,-0.7,shooting,EQG,MF,28,1992,4,1,0,24,20,0,1,22,22,0,0,0,66,29,21,misc,EQG,MF,28,1992,1071,56,249,649,182,9,1071,17,15,2,575,2522,1141,10,15,1,13,7,763,16,possession,EQG,MF,28,1992,16.3,811,913,88.8,11999,3497,453,479,94.6,279,316,88.3,40,62,1,1.0,1.0,0.0,12,64,7,0,56,passing,EQG,MF,28,1992,35,22,17,15,3,12,35,23,26,7,19,22,57,27,0,defense,pedro obiang,pedro obiang,pedro obiang,1000000.0
ITA-Serie A,2021,Lazio,Pepe Reina,ESP,GK,37,1982,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,37,1982,29.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ESP,GK,37,1982,1,0,0,0,1,0,0,1,0,0,0,0,23,4,0,misc,ESP,GK,37,1982,1182,974,1174,9,0,0,1182,1,1,0,740,4476,2861,0,0,0,0,0,673,0,possession,ESP,GK,37,1982,29.0,924,1131,81.7,23926,18127,176,176,100.0,445,456,97.6,296,489,0,0.0,0.1,0.0,1,11,1,0,2,passing,ESP,GK,37,1982,0,0,0,0,0,0,1,1,0,0,0,1,1,6,0,defense,pepe reina,pepe reina,pepe reina,700000.0
ITA-Serie A,2021,Bologna,Paolo Faragò,ITA,DF,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,standard,ITA,DF,27,1993,0.3,0,1,0,3.91,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,DF,27,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,misc,ITA,DF,27,1993,16,2,4,6,6,2,16,0,0,0,13,35,10,0,0,0,0,0,13,1,possession,ITA,DF,27,1993,0.3,11,13,84.6,159,70,6,7,85.7,5,5,100.0,0,0,0,0.0,0.0,0.0,0,0,1,0,2,passing,ITA,DF,27,1993,1,1,1,0,0,1,2,1,1,0,1,0,1,0,0,defense,paolo farago,paolo farago,paolo farago,1000000.0
ITA-Serie A,2021,Cagliari,Paolo Faragò,ITA,DF,27,1993,8,4,369,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,2,13,10,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,standard,ITA,DF,27,1993,4.1,0,3,0,0.73,0.0,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ITA,DF,27,1993,2,0,0,7,1,0,11,6,9,0,0,0,19,5,1,misc,ITA,DF,27,1993,280,27,81,119,81,6,280,5,2,3,132,626,252,2,4,1,5,1,161,10,possession,ITA,DF,27,1993,4.1,190,225,84.4,3092,1189,98,101,97.0,74,86,86.0,13,22,0,0.5,0.6,-0.5,5,11,5,5,13,passing,ITA,DF,27,1993,13,9,10,3,0,9,20,11,3,2,1,6,19,15,0,defense,paolo farago,paolo farago,paolo farago,1000000.0
ITA-Serie A,2021,Genoa,Paolo Ghiglione,ITA,"DF,MF",23,1997,23,14,1358,15.1,0,4,4,0,0,0,4,0,0.5,0.5,2.0,2.6,39,27,99,0.0,0.27,0.27,0.0,0.27,0.04,0.13,0.17,0.04,0.17,standard,ITA,"DF,MF",23,1997,15.1,0,10,2,0.66,0.13,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,"DF,MF",23,1997,4,0,0,18,13,3,85,13,15,0,0,0,60,15,18,misc,ITA,"DF,MF",23,1997,763,40,220,290,263,18,763,21,8,13,404,2523,1262,39,27,6,14,7,456,99,possession,ITA,"DF,MF",23,1997,15.1,401,609,65.8,6829,2366,197,234,84.2,147,218,67.4,47,107,4,2.0,1.7,2.0,18,14,21,18,27,passing,ITA,"DF,MF",23,1997,27,15,17,8,2,13,28,15,14,2,12,13,40,25,0,defense,paolo ghiglione,paolo ghiglione,paolo ghiglione,2000000.0
ITA-Serie A,2021,Lazio,Patric,ESP,DF,27,1993,25,18,1595,17.7,0,1,1,0,0,0,8,0,0.5,0.5,0.8,1.3,15,77,38,0.0,0.06,0.06,0.0,0.06,0.03,0.04,0.08,0.03,0.08,standard,ESP,DF,27,1993,17.7,0,7,0,0.39,0.0,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ESP,DF,27,1993,8,0,0,21,5,1,30,18,16,0,1,0,90,14,15,misc,ESP,DF,27,1993,1373,104,498,728,154,8,1373,3,1,2,872,4487,2204,15,11,1,12,4,977,38,possession,ESP,DF,27,1993,17.7,1054,1229,85.8,21163,5935,350,383,91.4,545,598,91.1,152,226,1,0.8,1.0,0.2,11,102,17,6,77,passing,ESP,DF,27,1993,30,16,15,11,4,13,24,11,13,3,10,18,48,51,1,defense,patric,patric,patric,5500000.0
ITA-Serie A,2021,Fiorentina,Patrick Cutrone,ITA,FW,22,1998,11,0,196,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,22,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,ITA,FW,22,1998,2.2,0,3,1,1.38,0.46,0,0,0,0.2,0.2,-0.2,-0.2,shooting,ITA,FW,22,1998,0,0,0,8,3,0,3,1,3,0,0,0,5,3,7,misc,ITA,FW,22,1998,75,1,2,35,39,7,75,0,0,0,39,210,75,1,1,1,4,7,57,22,possession,ITA,FW,22,1998,2.2,39,53,73.6,433,49,26,32,81.3,10,13,76.9,0,3,0,0.0,0.0,0.0,0,1,0,0,2,passing,ITA,FW,22,1998,4,3,1,2,1,1,2,1,1,0,1,1,5,0,0,defense,patrick cutrone,patrick cutrone,patrick cutrone,3500000.0
ITA-Serie A,2021,Udinese,Rolando Mandragora,ITA,MF,23,1997,10,3,398,4.4,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,2,19,18,0.0,0.0,0.0,0.0,0.0,0.23,0.04,0.26,0.23,0.26,standard,ITA,MF,23,1997,4.4,0,9,4,2.04,0.9,1,0,0,1.0,1.0,-1.0,-1.0,shooting,ITA,MF,23,1997,0,0,0,5,4,0,6,6,5,0,1,0,14,6,2,misc,ITA,MF,23,1997,216,7,42,111,64,6,216,4,2,2,114,456,210,2,1,1,5,5,140,18,possession,ITA,MF,23,1997,4.4,127,164,77.4,1981,504,71,79,89.9,48,59,81.4,7,14,0,0.2,0.2,-0.2,4,12,4,1,19,passing,ITA,MF,23,1997,8,5,3,4,1,3,10,7,10,3,7,6,14,5,0,defense,rolando mandragora,rolando mandragora,rolando mandragora,10000000.0
