composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
"NGA_MF,DF_28-264_1996.0",NGA,"MF,DF",28-264,1996.0,30,20,1909,21.2,3,0,3,3,0,0,1,0,2.7,2.7,1.6,4.3,35,71,64,0.14,0.0,0.14,0.14,0.14,0.13,0.07,0.2,0.13,0.2,ENG-Premier League,2024.0,standard,NGA,"MF,DF",28-264,1996.0,21.2,3,17,7,41.2,0.8,0.33,0.18,0.43,14.0,0,0,0,2.7,2.7,0.16,0.3,0.3,ENG-Premier League,2024.0,shooting,NGA,"MF,DF",28-264,1996.0,21.2,878,992,88.5,13041,2506,480,526,91.3,341,375,90.9,31,45,68.9,0.0,1.6,1.2,-1.6,16.0,50.0,4.0,1.0,71.0,ENG-Premier League,2024.0,passing,NGA,"MF,DF",28-264,1996.0,21.2,1203,46,288,632,294,44,1203,46,18,39.1,22,47.8,708,3880,1923,35,28,12,25,16,879,64,ENG-Premier League,2024.0,possession,NGA,"MF,DF",28-264,1996.0,21.2,44,30,15,23,6,17,34,50.0,17,24,9,15,20.0,64.0,29.0,3.0,ENG-Premier League,2024.0,defense,NGA,"MF,DF",28-264,1996.0,21.2,1,0,0,20,28,1,10,20,30,0,1,0,110,25,21,54.3,ENG-Premier League,2024.0,misc
NGA_MF_28-116_1996.0,NGA,MF,28-116,1996.0,22,22,1825,20.3,0,4,4,0,0,0,6,0,1.6,1.6,1.7,3.3,13,55,71,0.0,0.2,0.2,0.0,0.2,0.08,0.08,0.16,0.08,0.16,ENG-Premier League,2024.0,standard,NGA,MF,28-116,1996.0,20.3,0,17,8,47.1,0.84,0.39,0.0,0.0,14.8,0,0,0,1.6,1.6,0.1,-1.6,-1.6,ENG-Premier League,2024.0,shooting,NGA,MF,28-116,1996.0,20.3,648,816,79.4,9137,2303,362,419,86.4,211,259,81.5,29,57,50.9,4.0,1.7,1.4,2.3,12.0,52.0,8.0,1.0,55.0,ENG-Premier League,2024.0,passing,NGA,MF,28-116,1996.0,20.3,1103,102,373,522,218,52,1103,27,12,44.4,13,48.1,527,2199,878,13,18,2,31,26,642,71,ENG-Premier League,2024.0,possession,NGA,MF,28-116,1996.0,20.3,66,38,38,25,3,21,44,47.7,23,37,15,22,22.0,88.0,66.0,0.0,ENG-Premier League,2024.0,defense,NGA,MF,28-116,1996.0,20.3,6,0,0,33,16,3,26,22,38,0,0,1,105,42,39,51.9,ENG-Premier League,2024.0,misc
NIR_DF_21-276_2003.0,NIR,DF,21-276,2003.0,13,2,396,4.4,0,1,1,0,0,0,2,0,0.5,0.5,0.3,0.8,20,18,18,0.0,0.23,0.23,0.0,0.23,0.11,0.08,0.19,0.11,0.19,ENG-Premier League,2024.0,standard,NIR,DF,21-276,2003.0,4.4,0,7,3,42.9,1.59,0.68,0.0,0.0,14.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5,ENG-Premier League,2024.0,shooting,NIR,DF,21-276,2003.0,4.4,260,312,83.3,3892,1008,150,164,91.5,98,110,89.1,7,23,30.4,1.0,0.3,0.3,0.7,2.0,13.0,2.0,1.0,18.0,ENG-Premier League,2024.0,passing,NIR,DF,21-276,2003.0,4.4,377,15,118,163,102,21,377,8,3,37.5,4,50.0,207,1201,668,20,10,5,8,1,234,18,ENG-Premier League,2024.0,possession,NIR,DF,21-276,2003.0,4.4,7,4,4,2,1,6,13,46.2,7,3,0,3,3.0,10.0,18.0,0.0,ENG-Premier League,2024.0,defense,NIR,DF,21-276,2003.0,4.4,2,0,0,7,6,0,5,3,4,0,0,0,27,6,4,60.0,ENG-Premier League,2024.0,misc
NIR_MF_21-182_2003.0,NIR,MF,21-182,2003.0,16,3,332,3.7,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.9,3,10,9,0.27,0.0,0.27,0.27,0.27,0.14,0.09,0.23,0.14,0.23,ENG-Premier League,2024.0,standard,NIR,MF,21-182,2003.0,3.7,1,7,3,42.9,1.9,0.81,0.14,0.33,22.7,1,0,0,0.5,0.5,0.07,0.5,0.5,ENG-Premier League,2024.0,shooting,NIR,MF,21-182,2003.0,3.7,99,141,70.2,1572,409,54,66,81.8,34,49,69.4,7,19,36.8,0.0,0.3,0.3,-0.3,5.0,13.0,2.0,1.0,10.0,ENG-Premier League,2024.0,passing,NIR,MF,21-182,2003.0,3.7,192,6,38,94,65,5,192,4,2,50.0,2,50.0,83,429,199,3,4,1,9,2,113,9,ENG-Premier League,2024.0,possession,NIR,MF,21-182,2003.0,3.7,11,8,6,4,1,7,13,53.8,6,3,0,3,0.0,11.0,10.0,0.0,ENG-Premier League,2024.0,defense,NIR,MF,21-182,2003.0,3.7,0,0,0,4,0,1,16,0,8,0,0,0,15,1,12,7.7,ENG-Premier League,2024.0,misc
NOR_DF_26-359_1998.0,NOR,DF,26-359,1998.0,18,16,1295,14.4,0,0,0,0,0,0,4,0,0.7,0.7,1.2,1.9,26,49,39,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.13,0.05,0.13,ENG-Premier League,2024.0,standard,NOR,DF,26-359,1998.0,14.4,0,7,2,28.6,0.49,0.14,0.0,0.0,10.1,0,0,0,0.7,0.7,0.1,-0.7,-0.7,ENG-Premier League,2024.0,shooting,NOR,DF,26-359,1998.0,14.4,453,581,78.0,7119,2551,233,269,86.6,180,227,79.3,25,50,50.0,0.0,1.2,0.5,-1.2,7.0,39.0,6.0,4.0,49.0,ENG-Premier League,2024.0,passing,NOR,DF,26-359,1998.0,14.4,714,47,238,334,147,33,714,14,7,50.0,6,42.9,348,1951,1116,26,10,2,14,12,450,39,ENG-Premier League,2024.0,possession,NOR,DF,26-359,1998.0,14.4,22,15,12,9,1,12,24,50.0,12,16,3,13,11.0,33.0,44.0,0.0,ENG-Premier League,2024.0,defense,NOR,DF,26-359,1998.0,14.4,4,0,0,10,6,1,14,11,15,0,0,0,37,27,20,57.4,ENG-Premier League,2024.0,misc
NOR_FW_24-264_2000.0,NOR,FW,24-264,2000.0,28,28,2480,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.8,0.76,0.1,0.86,0.67,0.77,ENG-Premier League,2024.0,standard,NOR,FW,24-264,2000.0,27.6,21,99,54,54.5,3.59,1.96,0.19,0.35,12.2,1,2,3,20.8,18.4,0.19,0.2,0.6,ENG-Premier League,2024.0,shooting,NOR,FW,24-264,2000.0,27.6,225,341,66.0,2706,532,156,221,70.6,50,75,66.7,4,6,66.7,3.0,2.8,1.8,0.2,26.0,9.0,7.0,1.0,18.0,ENG-Premier League,2024.0,passing,NOR,FW,24-264,2000.0,27.6,578,22,39,200,344,170,575,32,11,34.4,19,59.4,272,1310,478,19,14,19,39,25,427,103,ENG-Premier League,2024.0,possession,NOR,FW,24-264,2000.0,27.6,9,5,3,3,3,2,6,33.3,4,11,1,10,5.0,14.0,23.0,0.0,ENG-Premier League,2024.0,defense,NOR,FW,24-264,2000.0,27.6,2,0,0,22,12,4,3,5,5,0,0,0,29,49,45,52.1,ENG-Premier League,2024.0,misc
NOR_FW_25-064_2000.0,NOR,FW,25-064,2000.0,29,26,2245,24.9,11,2,13,11,0,0,4,0,7.8,7.8,2.4,10.2,13,24,92,0.44,0.08,0.52,0.44,0.52,0.31,0.1,0.41,0.31,0.41,ENG-Premier League,2024.0,standard,NOR,FW,25-064,2000.0,24.9,11,44,29,65.9,1.76,1.16,0.25,0.38,12.1,0,0,0,7.8,7.8,0.18,3.2,3.2,ENG-Premier League,2024.0,shooting,NOR,FW,25-064,2000.0,24.9,249,388,64.2,3213,600,153,213,71.8,64,101,63.4,10,13,76.9,2.0,2.4,1.0,-0.4,19.0,16.0,4.0,1.0,24.0,ENG-Premier League,2024.0,passing,NOR,FW,25-064,2000.0,24.9,624,32,80,297,248,91,624,14,6,42.9,8,57.1,290,993,400,13,11,7,79,29,452,92,ENG-Premier League,2024.0,possession,NOR,FW,25-064,2000.0,24.9,8,5,2,3,3,4,23,17.4,19,17,4,13,4.0,12.0,25.0,0.0,ENG-Premier League,2024.0,defense,NOR,FW,25-064,2000.0,24.9,4,0,0,41,16,12,5,4,5,0,0,0,40,58,85,40.6,ENG-Premier League,2024.0,misc
NOR_MF_26-115_1998.0,NOR,MF,26-115,1998.0,23,21,1836,20.4,2,4,6,1,1,1,3,0,4.2,3.4,4.1,7.5,66,192,125,0.1,0.2,0.29,0.05,0.25,0.21,0.2,0.41,0.17,0.37,ENG-Premier League,2024.0,standard,NOR,MF,26-115,1998.0,20.4,2,36,11,30.6,1.76,0.54,0.03,0.09,18.5,2,1,1,4.2,3.4,0.1,-2.2,-2.4,ENG-Premier League,2024.0,shooting,NOR,MF,26-115,1998.0,20.4,943,1146,82.3,14228,4245,537,591,90.9,333,382,87.2,49,106,46.2,4.0,4.1,5.5,-0.1,47.0,100.0,63.0,5.0,192.0,ENG-Premier League,2024.0,passing,NOR,MF,26-115,1998.0,20.4,1294,6,89,540,679,84,1293,47,20,42.6,26,55.3,883,5389,2695,66,57,18,26,36,1022,125,ENG-Premier League,2024.0,possession,NOR,MF,26-115,1998.0,20.4,18,10,8,7,3,4,23,17.4,19,4,0,4,3.0,21.0,4.0,0.0,ENG-Premier League,2024.0,defense,NOR,MF,26-115,1998.0,20.4,3,0,0,9,19,1,74,3,10,0,0,0,77,8,7,53.3,ENG-Premier League,2024.0,misc
NZL_FW_33-125_1991.0,NZL,FW,33-125,1991.0,29,28,2344,26.0,18,3,21,15,3,3,1,0,11.0,8.7,1.9,10.6,13,33,72,0.69,0.12,0.81,0.58,0.69,0.42,0.07,0.5,0.33,0.41,ENG-Premier League,2024.0,standard,NZL,FW,33-125,1991.0,26.0,18,50,29,58.0,1.92,1.11,0.3,0.52,14.6,0,3,3,11.0,8.7,0.17,7.0,6.3,ENG-Premier League,2024.0,shooting,NZL,FW,33-125,1991.0,26.0,258,390,66.2,3525,784,158,224,70.5,68,100,68.0,13,19,68.4,3.0,1.9,1.1,1.1,15.0,14.0,8.0,1.0,33.0,ENG-Premier League,2024.0,passing,NZL,FW,33-125,1991.0,26.0,605,30,70,289,248,78,602,10,4,40.0,5,50.0,303,1083,424,13,9,5,62,21,452,72,ENG-Premier League,2024.0,possession,NZL,FW,33-125,1991.0,26.0,4,4,1,1,2,1,8,12.5,7,11,7,4,4.0,8.0,18.0,1.0,ENG-Premier League,2024.0,defense,NZL,FW,33-125,1991.0,26.0,1,0,0,21,20,21,1,4,4,0,0,0,38,78,114,40.6,ENG-Premier League,2024.0,misc
"PAR_FW,MF_21-078_2004.0",PAR,"FW,MF",21-078,2004.0,7,6,430,4.8,0,2,2,0,0,0,3,0,0.7,0.7,1.0,1.7,11,18,24,0.0,0.42,0.42,0.0,0.42,0.14,0.21,0.35,0.14,0.35,ENG-Premier League,2024.0,standard,PAR,"FW,MF",21-078,2004.0,4.8,0,15,5,33.3,3.14,1.05,0.0,0.0,23.2,1,0,0,0.7,0.7,0.04,-0.7,-0.7,ENG-Premier League,2024.0,shooting,PAR,"FW,MF",21-078,2004.0,4.8,106,150,70.7,1671,554,53,68,77.9,38,52,73.1,7,12,58.3,2.0,1.0,0.7,1.0,7.0,9.0,5.0,0.0,18.0,ENG-Premier League,2024.0,passing,PAR,"FW,MF",21-078,2004.0,4.8,218,2,24,109,92,10,218,27,16,59.3,11,40.7,106,777,456,11,13,4,10,18,150,24,ENG-Premier League,2024.0,possession,PAR,"FW,MF",21-078,2004.0,4.8,5,3,2,1,2,2,3,66.7,1,2,0,2,1.0,6.0,1.0,0.0,ENG-Premier League,2024.0,defense,PAR,"FW,MF",21-078,2004.0,4.8,3,0,0,5,8,0,8,1,3,0,0,0,25,4,12,25.0,ENG-Premier League,2024.0,misc
"PAR_FW,MF_25-223_1999.0",PAR,"FW,MF",25-223,1999.0,16,1,263,2.9,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,11,4,15,0.34,0.0,0.34,0.34,0.34,0.32,0.17,0.49,0.32,0.49,ENG-Premier League,2024.0,standard,PAR,"FW,MF",25-223,1999.0,2.9,1,10,5,50.0,3.42,1.71,0.1,0.2,18.9,0,0,0,0.9,0.9,0.09,0.1,0.1,ENG-Premier League,2024.0,shooting,PAR,"FW,MF",25-223,1999.0,2.9,61,89,68.5,955,258,30,44,68.2,22,31,71.0,5,7,71.4,0.0,0.5,0.4,-0.5,8.0,2.0,5.0,3.0,4.0,ENG-Premier League,2024.0,passing,PAR,"FW,MF",25-223,1999.0,2.9,135,5,32,40,68,12,135,11,8,72.7,3,27.3,65,546,303,11,6,4,5,5,71,15,ENG-Premier League,2024.0,possession,PAR,"FW,MF",25-223,1999.0,2.9,5,3,3,0,2,1,4,25.0,3,7,0,7,3.0,8.0,4.0,0.0,ENG-Premier League,2024.0,defense,PAR,"FW,MF",25-223,1999.0,2.9,1,0,0,6,7,3,8,3,3,0,0,0,20,4,7,36.4,ENG-Premier League,2024.0,misc
PAR_FW_31-060_1994.0,PAR,FW,31-060,1994.0,9,1,157,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.8,3,6,18,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,ENG-Premier League,2024.0,standard,PAR,FW,31-060,1994.0,1.7,0,6,2,33.3,3.44,1.15,0.0,0.0,14.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,ENG-Premier League,2024.0,shooting,PAR,FW,31-060,1994.0,1.7,54,66,81.8,707,219,39,42,92.9,13,16,81.3,1,3,33.3,0.0,0.3,0.2,-0.3,3.0,3.0,1.0,0.0,6.0,ENG-Premier League,2024.0,passing,PAR,FW,31-060,1994.0,1.7,81,1,10,35,36,9,81,2,1,50.0,1,50.0,54,284,93,3,3,2,0,2,59,18,ENG-Premier League,2024.0,possession,PAR,FW,31-060,1994.0,1.7,3,2,2,0,1,2,3,66.7,1,2,0,2,0.0,3.0,0.0,0.0,ENG-Premier League,2024.0,defense,PAR,FW,31-060,1994.0,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0,ENG-Premier League,2024.0,misc
"PAR_MF,FW_21-078_2004.0",PAR,"MF,FW",21-078,2004.0,12,2,294,3.3,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,11,14,17,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,ENG-Premier League,2024.0,standard,PAR,"MF,FW",21-078,2004.0,3.3,0,20,11,55.0,6.12,3.37,0.0,0.0,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0,ENG-Premier League,2024.0,shooting,PAR,"MF,FW",21-078,2004.0,3.3,99,150,66.0,1464,392,61,75,81.3,29,40,72.5,5,22,22.7,0.0,0.2,0.3,-0.2,5.0,13.0,4.0,1.0,14.0,ENG-Premier League,2024.0,passing,PAR,"MF,FW",21-078,2004.0,3.3,202,2,17,72,116,20,202,21,10,47.6,8,38.1,114,678,386,11,10,4,7,9,141,17,ENG-Premier League,2024.0,possession,PAR,"MF,FW",21-078,2004.0,3.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0.0,0.0,1.0,0.0,ENG-Premier League,2024.0,defense,PAR,"MF,FW",21-078,2004.0,3.3,0,0,0,3,7,0,20,0,0,0,0,0,15,6,5,54.5,ENG-Premier League,2024.0,misc
POL_DF_27-247_1997.0,POL,DF,27-247,1997.0,20,17,1476,16.4,1,1,2,1,0,0,6,0,0.3,0.3,1.1,1.3,39,32,53,0.06,0.06,0.12,0.06,0.12,0.02,0.07,0.08,0.02,0.08,ENG-Premier League,2024.0,standard,POL,DF,27-247,1997.0,16.4,1,8,4,50.0,0.49,0.24,0.13,0.25,17.6,0,0,0,0.3,0.3,0.03,0.7,0.7,ENG-Premier League,2024.0,shooting,POL,DF,27-247,1997.0,16.4,523,670,78.1,8602,2612,258,288,89.6,223,283,78.8,31,65,47.7,1.0,1.1,1.1,-0.1,10.0,32.0,5.0,4.0,32.0,ENG-Premier League,2024.0,passing,POL,DF,27-247,1997.0,16.4,837,59,304,340,203,33,837,32,15,46.9,14,43.8,413,2711,1381,39,31,4,14,6,472,53,ENG-Premier League,2024.0,possession,POL,DF,27-247,1997.0,16.4,41,23,23,16,2,19,29,65.5,10,16,5,11,20.0,61.0,44.0,2.0,ENG-Premier League,2024.0,defense,POL,DF,27-247,1997.0,16.4,6,0,0,22,13,1,23,20,23,0,2,0,50,17,17,50.0,ENG-Premier League,2024.0,misc
POL_DF_28-364_1996.0,POL,DF,28-364,1996.0,25,25,2081,23.1,2,0,2,2,0,0,6,0,0.7,0.7,0.5,1.2,4,55,1,0.09,0.0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,ENG-Premier League,2024.0,standard,POL,DF,28-364,1996.0,23.1,2,5,2,40.0,0.22,0.09,0.4,1.0,16.0,0,0,0,0.7,0.7,0.13,1.3,1.3,ENG-Premier League,2024.0,shooting,POL,DF,28-364,1996.0,23.1,1390,1504,92.4,24478,8021,535,562,95.2,752,798,94.2,91,118,77.1,0.0,0.5,0.8,-0.5,5.0,66.0,0.0,0.0,55.0,ENG-Premier League,2024.0,passing,POL,DF,28-364,1996.0,23.1,1809,317,940,839,37,14,1809,3,3,100.0,0,0.0,914,3304,1564,4,5,1,9,3,1159,1,ENG-Premier League,2024.0,possession,POL,DF,28-364,1996.0,23.1,33,18,20,13,0,15,30,50.0,15,40,30,10,51.0,84.0,150.0,5.0,ENG-Premier League,2024.0,defense,POL,DF,28-364,1996.0,23.1,6,0,0,29,10,0,0,51,18,0,0,0,97,65,33,66.3,ENG-Premier League,2024.0,misc
"POR_DF,FW_21-278_2003.0",POR,"DF,FW",21-278,2003.0,18,6,595,6.6,1,0,1,1,0,0,0,0,0.4,0.4,0.8,1.2,19,23,57,0.15,0.0,0.15,0.15,0.15,0.05,0.12,0.18,0.05,0.18,ENG-Premier League,2024.0,standard,POR,"DF,FW",21-278,2003.0,6.6,1,4,2,50.0,0.61,0.3,0.25,0.5,15.9,0,0,0,0.4,0.4,0.09,0.6,0.6,ENG-Premier League,2024.0,shooting,POR,"DF,FW",21-278,2003.0,6.6,152,230,66.1,2270,814,89,115,77.4,54,79,68.4,6,22,27.3,0.0,0.8,0.7,-0.8,10.0,10.0,12.0,4.0,23.0,ENG-Premier League,2024.0,passing,POR,"DF,FW",21-278,2003.0,6.6,311,22,73,109,134,23,311,11,3,27.3,6,54.5,155,1056,643,19,13,7,14,6,179,57,ENG-Premier League,2024.0,possession,POR,"DF,FW",21-278,2003.0,6.6,19,12,10,9,0,9,17,52.9,8,8,1,7,5.0,24.0,17.0,1.0,ENG-Premier League,2024.0,defense,POR,"DF,FW",21-278,2003.0,6.6,0,0,0,2,4,0,19,5,12,0,0,0,22,5,15,25.0,ENG-Premier League,2024.0,misc
"POR_DF,MF_21-256_2003.0",POR,"DF,MF",21-256,2003.0,7,1,181,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,ENG-Premier League,2024.0,standard,POR,"DF,MF",21-256,2003.0,2.0,0,3,1,33.3,1.49,0.5,0.0,0.0,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ENG-Premier League,2024.0,shooting,POR,"DF,MF",21-256,2003.0,2.0,118,139,84.9,2171,435,45,51,88.2,55,61,90.2,13,21,61.9,0.0,0.0,0.2,0.0,0.0,6.0,1.0,0.0,7.0,ENG-Premier League,2024.0,passing,POR,"DF,MF",21-256,2003.0,2.0,167,2,61,82,27,3,167,5,3,60.0,2,40.0,85,417,144,4,5,1,1,0,110,3,ENG-Premier League,2024.0,possession,POR,"DF,MF",21-256,2003.0,2.0,9,6,6,3,0,4,12,33.3,8,3,1,2,1.0,10.0,2.0,0.0,ENG-Premier League,2024.0,defense,POR,"DF,MF",21-256,2003.0,2.0,2,0,0,6,1,1,0,1,6,0,0,0,9,3,3,50.0,ENG-Premier League,2024.0,misc
"POR_DF,MF_26-227_1998.0",POR,"DF,MF",26-227,1998.0,21,14,1224,13.6,0,4,4,0,0,0,3,0,0.5,0.5,3.4,3.9,49,55,139,0.0,0.29,0.29,0.0,0.29,0.04,0.25,0.29,0.04,0.29,ENG-Premier League,2024.0,standard,POR,"DF,MF",26-227,1998.0,13.6,0,5,1,20.0,0.37,0.07,0.0,0.0,18.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5,ENG-Premier League,2024.0,shooting,POR,"DF,MF",26-227,1998.0,13.6,770,894,86.1,11967,2182,429,469,91.5,291,332,87.7,41,61,67.2,4.0,3.4,2.5,0.6,20.0,35.0,23.0,6.0,55.0,ENG-Premier League,2024.0,passing,POR,"DF,MF",26-227,1998.0,13.6,1020,32,189,372,463,50,1020,30,13,43.3,13,43.3,644,3481,1771,49,22,21,24,10,738,139,ENG-Premier League,2024.0,possession,POR,"DF,MF",26-227,1998.0,13.6,26,17,11,9,6,12,26,46.2,14,12,3,9,12.0,38.0,25.0,0.0,ENG-Premier League,2024.0,defense,POR,"DF,MF",26-227,1998.0,13.6,3,0,0,27,13,5,34,12,17,0,1,0,51,12,11,52.2,ENG-Premier League,2024.0,misc
POR_DF_26-024_1999.0,POR,DF,26-024,1999.0,30,30,2666,29.6,0,2,2,0,0,0,5,0,2.0,2.0,1.9,3.9,60,96,157,0.0,0.07,0.07,0.0,0.07,0.07,0.06,0.13,0.07,0.13,ENG-Premier League,2024.0,standard,POR,DF,26-024,1999.0,29.6,0,23,5,21.7,0.78,0.17,0.0,0.0,15.6,0,0,0,2.0,2.0,0.09,-2.0,-2.0,ENG-Premier League,2024.0,shooting,POR,DF,26-024,1999.0,29.6,1290,1600,80.6,20836,6340,665,742,89.6,504,613,82.2,91,161,56.5,2.0,1.9,2.4,0.1,24.0,57.0,23.0,8.0,96.0,ENG-Premier League,2024.0,passing,POR,DF,26-024,1999.0,29.6,1889,113,638,739,526,64,1889,47,24,51.1,19,40.4,1077,4742,2578,60,36,15,35,17,1141,157,ENG-Premier League,2024.0,possession,POR,DF,26-024,1999.0,29.6,62,35,37,20,5,30,47,63.8,17,20,9,11,36.0,98.0,71.0,0.0,ENG-Premier League,2024.0,defense,POR,DF,26-024,1999.0,29.6,5,0,0,40,9,4,62,36,35,0,1,0,160,37,21,63.8,ENG-Premier League,2024.0,misc
POR_DF_26-085_1999.0,POR,DF,26-085,1999.0,24,23,1984,22.0,0,1,1,0,0,0,4,0,0.7,0.7,0.9,1.6,20,63,12,0.0,0.05,0.05,0.0,0.05,0.03,0.04,0.07,0.03,0.07,ENG-Premier League,2024.0,standard,POR,DF,26-085,1999.0,22.0,0,7,2,28.6,0.32,0.09,0.0,0.0,11.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,ENG-Premier League,2024.0,shooting,POR,DF,26-085,1999.0,22.0,1076,1269,84.8,18229,6507,475,523,90.8,510,554,92.1,70,135,51.9,1.0,0.9,0.5,0.1,7.0,65.0,5.0,3.0,63.0,ENG-Premier League,2024.0,passing,POR,DF,26-085,1999.0,22.0,1511,185,713,731,85,15,1511,23,16,69.6,5,21.7,871,4326,2369,20,16,0,16,12,1014,12,ENG-Premier League,2024.0,possession,POR,DF,26-085,1999.0,22.0,47,34,31,14,2,25,31,80.6,6,24,14,10,19.0,66.0,117.0,5.0,ENG-Premier League,2024.0,defense,POR,DF,26-085,1999.0,22.0,4,0,0,17,10,4,11,19,34,0,1,0,81,39,18,68.4,ENG-Premier League,2024.0,misc
POR_DF_27-332_1997.0,POR,DF,27-332,1997.0,20,18,1641,18.2,0,0,0,0,0,0,4,0,1.3,1.3,0.3,1.5,30,102,6,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,ENG-Premier League,2024.0,standard,POR,DF,27-332,1997.0,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,19.5,0,0,0,1.3,1.3,0.08,-1.3,-1.3,ENG-Premier League,2024.0,shooting,POR,DF,27-332,1997.0,18.2,1577,1685,93.6,27269,8899,665,686,96.9,812,845,96.1,81,116,69.8,0.0,0.3,0.9,-0.3,5.0,150.0,5.0,0.0,102.0,ENG-Premier League,2024.0,passing,POR,DF,27-332,1997.0,18.2,1813,165,592,987,237,19,1813,3,2,66.7,1,33.3,1286,7393,4343,30,51,1,5,1,1474,6,ENG-Premier League,2024.0,possession,POR,DF,27-332,1997.0,18.2,13,7,5,7,1,5,8,62.5,3,14,12,2,17.0,30.0,46.0,3.0,ENG-Premier League,2024.0,defense,POR,DF,27-332,1997.0,18.2,4,0,0,10,6,0,2,17,7,0,0,1,56,26,19,57.8,ENG-Premier League,2024.0,misc
POR_DF_31-146_1993.0,POR,DF,31-146,1993.0,27,26,2325,25.8,0,4,4,0,0,0,7,0,0.7,0.7,2.6,3.3,60,61,99,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.13,0.03,0.13,ENG-Premier League,2024.0,standard,POR,DF,31-146,1993.0,25.8,0,13,6,46.2,0.5,0.23,0.0,0.0,24.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,ENG-Premier League,2024.0,shooting,POR,DF,31-146,1993.0,25.8,873,1092,79.9,13411,4004,471,516,91.3,334,403,82.9,48,107,44.9,4.0,2.6,1.3,1.4,19.0,57.0,21.0,9.0,61.0,ENG-Premier League,2024.0,passing,POR,DF,31-146,1993.0,25.8,1381,109,400,628,370,22,1381,57,26,45.6,23,40.4,701,4121,2191,60,35,9,30,16,792,99,ENG-Premier League,2024.0,possession,POR,DF,31-146,1993.0,25.8,50,29,27,17,6,27,47,57.4,20,27,10,17,18.0,68.0,93.0,2.0,ENG-Premier League,2024.0,defense,POR,DF,31-146,1993.0,25.8,7,0,0,41,26,3,53,18,29,0,1,0,103,27,38,41.5,ENG-Premier League,2024.0,misc
