composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
"ENG_DF,MF_20-000_2005.0",ENG,"DF,MF",20-000,2005.0,19,17,1415,15.7,2,0,2,2,0,0,4,0,1.4,1.4,0.9,2.2,15,52,38,0.13,0.0,0.13,0.13,0.13,0.09,0.05,0.14,0.09,0.14,ENG-Premier League,2024.0,standard,ENG,"DF,MF",20-000,2005.0,15.7,2,12,5,41.7,0.76,0.32,0.17,0.4,13.6,0,0,0,1.4,1.4,0.11,0.6,0.6,ENG-Premier League,2024.0,shooting,ENG,"DF,MF",20-000,2005.0,15.7,663,798,83.1,10135,2564,384,416,92.3,216,257,84.0,47,91,51.6,0.0,0.9,1.3,-0.9,10.0,25.0,8.0,2.0,52.0,ENG-Premier League,2024.0,passing,ENG,"DF,MF",20-000,2005.0,15.7,928,44,269,422,242,21,928,9,1,11.1,7,77.8,420,1802,878,15,15,1,16,2,562,38,ENG-Premier League,2024.0,possession,ENG,"DF,MF",20-000,2005.0,15.7,23,16,7,9,7,9,21,42.9,12,6,3,3,14.0,37.0,32.0,1.0,ENG-Premier League,2024.0,defense,ENG,"DF,MF",20-000,2005.0,15.7,4,0,0,13,5,0,25,14,16,0,0,0,47,17,12,58.6,ENG-Premier League,2024.0,misc
"ENG_DF,MF_20-141_2004.0",ENG,"DF,MF",20-141,2004.0,25,19,1720,19.1,1,2,3,1,0,0,5,1,1.4,1.4,0.3,1.7,36,99,65,0.05,0.1,0.16,0.05,0.16,0.07,0.02,0.09,0.07,0.09,ENG-Premier League,2024.0,standard,ENG,"DF,MF",20-141,2004.0,19.1,1,10,2,20.0,0.52,0.1,0.1,0.5,15.8,0,0,0,1.4,1.4,0.14,-0.4,-0.4,ENG-Premier League,2024.0,shooting,ENG,"DF,MF",20-141,2004.0,19.1,1060,1154,91.9,15247,2880,642,676,95.0,379,404,93.8,26,39,66.7,2.0,0.3,0.9,1.7,7.0,88.0,13.0,0.0,99.0,ENG-Premier League,2024.0,passing,ENG,"DF,MF",20-141,2004.0,19.1,1313,49,260,661,405,42,1313,20,8,40.0,11,55.0,761,3860,1981,36,37,8,19,19,933,65,ENG-Premier League,2024.0,possession,ENG,"DF,MF",20-141,2004.0,19.1,29,19,13,12,4,13,21,61.9,8,26,7,19,12.0,41.0,42.0,1.0,ENG-Premier League,2024.0,defense,ENG,"DF,MF",20-141,2004.0,19.1,5,1,1,10,30,0,3,12,19,0,0,0,89,5,13,27.8,ENG-Premier League,2024.0,misc
"ENG_DF,MF_25-124_1999.0",ENG,"DF,MF",25-124,1999.0,13,9,766,8.5,1,0,1,1,0,0,1,0,0.2,0.2,0.5,0.7,5,46,8,0.12,0.0,0.12,0.12,0.12,0.03,0.06,0.08,0.03,0.08,ENG-Premier League,2024.0,standard,ENG,"DF,MF",25-124,1999.0,8.5,1,7,2,28.6,0.82,0.23,0.14,0.5,22.2,1,0,0,0.2,0.2,0.03,0.8,0.8,ENG-Premier League,2024.0,shooting,ENG,"DF,MF",25-124,1999.0,8.5,531,627,84.7,9538,3249,251,266,94.4,226,256,88.3,47,89,52.8,0.0,0.5,0.8,-0.5,9.0,67.0,5.0,1.0,46.0,ENG-Premier League,2024.0,passing,ENG,"DF,MF",25-124,1999.0,8.5,703,31,203,386,118,4,703,15,6,40.0,5,33.3,358,1413,655,5,4,0,6,4,442,8,ENG-Premier League,2024.0,possession,ENG,"DF,MF",25-124,1999.0,8.5,8,8,5,3,0,3,9,33.3,6,11,4,7,11.0,19.0,17.0,3.0,ENG-Premier League,2024.0,defense,ENG,"DF,MF",25-124,1999.0,8.5,1,0,0,6,9,0,35,11,8,0,0,0,46,20,6,76.9,ENG-Premier League,2024.0,misc
"ENG_DF,MF_30-318_1994.0",ENG,"DF,MF",30-318,1994.0,11,6,548,6.1,2,0,2,2,0,0,1,0,0.4,0.4,0.1,0.5,10,21,2,0.33,0.0,0.33,0.33,0.33,0.07,0.01,0.08,0.07,0.08,ENG-Premier League,2024.0,standard,ENG,"DF,MF",30-318,1994.0,6.1,2,2,2,100.0,0.33,0.33,1.0,1.0,5.1,0,0,0,0.4,0.4,0.22,1.6,1.6,ENG-Premier League,2024.0,shooting,ENG,"DF,MF",30-318,1994.0,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0.0,0.1,0.2,-0.1,2.0,42.0,0.0,0.0,21.0,ENG-Premier League,2024.0,passing,ENG,"DF,MF",30-318,1994.0,6.1,442,40,142,234,68,4,442,2,2,100.0,0,0.0,292,2146,1183,10,14,0,2,0,333,2,ENG-Premier League,2024.0,possession,ENG,"DF,MF",30-318,1994.0,6.1,6,2,3,2,1,5,5,100.0,0,5,3,2,4.0,10.0,19.0,1.0,ENG-Premier League,2024.0,defense,ENG,"DF,MF",30-318,1994.0,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1,ENG-Premier League,2024.0,misc
ENG_DF_18-197_2006.0,ENG,DF,18-197,2006.0,16,11,930,10.3,1,0,1,1,0,0,2,2,0.0,0.0,0.2,0.3,24,50,24,0.1,0.0,0.1,0.1,0.1,0.0,0.02,0.03,0.0,0.03,ENG-Premier League,2024.0,standard,ENG,DF,18-197,2006.0,10.3,1,1,1,100.0,0.1,0.1,1.0,1.0,13.9,0,0,0,0.0,0.0,0.04,1.0,1.0,ENG-Premier League,2024.0,shooting,ENG,DF,18-197,2006.0,10.3,463,514,90.1,6758,1515,273,286,95.5,170,191,89.0,11,17,64.7,0.0,0.2,0.3,-0.2,5.0,50.0,4.0,0.0,50.0,ENG-Premier League,2024.0,passing,ENG,DF,18-197,2006.0,10.3,598,15,108,326,176,12,598,22,11,50.0,8,36.4,333,1834,1134,24,16,4,7,8,399,24,ENG-Premier League,2024.0,possession,ENG,DF,18-197,2006.0,10.3,21,14,10,9,2,9,9,100.0,0,1,0,1,5.0,26.0,16.0,0.0,ENG-Premier League,2024.0,defense,ENG,DF,18-197,2006.0,10.3,2,2,0,8,32,0,7,5,14,0,1,0,35,6,6,50.0,ENG-Premier League,2024.0,misc
ENG_DF_20-215_2004.0,ENG,DF,20-215,2004.0,27,24,2189,24.3,0,4,4,0,0,0,3,0,0.4,0.4,4.3,4.7,41,123,80,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,ENG-Premier League,2024.0,standard,ENG,DF,20-215,2004.0,24.3,0,11,1,9.1,0.45,0.04,0.0,0.0,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,ENG-Premier League,2024.0,shooting,ENG,DF,20-215,2004.0,24.3,1300,1592,81.7,21999,8891,653,715,91.3,525,617,85.1,104,202,51.5,4.0,4.3,3.7,-0.3,34.0,114.0,17.0,5.0,123.0,ENG-Premier League,2024.0,passing,ENG,DF,20-215,2004.0,24.3,1820,95,623,804,414,47,1820,21,11,52.4,7,33.3,950,4398,2358,41,22,13,33,20,1094,80,ENG-Premier League,2024.0,possession,ENG,DF,20-215,2004.0,24.3,58,41,28,22,8,40,74,54.1,34,33,18,15,18.0,76.0,75.0,3.0,ENG-Premier League,2024.0,defense,ENG,DF,20-215,2004.0,24.3,3,0,0,9,21,1,110,18,41,0,0,0,119,30,31,49.2,ENG-Premier League,2024.0,misc
ENG_DF_22-044_2003.0,ENG,DF,22-044,2003.0,28,28,2519,28.0,1,1,2,1,0,0,7,0,0.7,0.7,1.1,1.8,10,109,7,0.04,0.04,0.07,0.04,0.07,0.03,0.04,0.06,0.03,0.06,ENG-Premier League,2024.0,standard,ENG,DF,22-044,2003.0,28.0,1,10,2,20.0,0.36,0.07,0.1,0.5,8.8,0,0,0,0.7,0.7,0.07,0.3,0.3,ENG-Premier League,2024.0,shooting,ENG,DF,22-044,2003.0,28.0,1955,2183,89.6,35488,12539,687,740,92.8,1130,1191,94.9,117,200,58.5,1.0,1.1,1.1,-0.1,12.0,129.0,6.0,2.0,109.0,ENG-Premier League,2024.0,passing,ENG,DF,22-044,2003.0,28.0,2406,300,1110,1204,100,25,2406,8,5,62.5,3,37.5,1368,6203,3424,10,10,1,10,7,1766,7,ENG-Premier League,2024.0,possession,ENG,DF,22-044,2003.0,28.0,34,23,17,15,2,15,24,62.5,9,30,22,8,28.0,62.0,93.0,4.0,ENG-Premier League,2024.0,defense,ENG,DF,22-044,2003.0,28.0,7,0,0,33,17,4,10,28,23,0,1,0,91,69,42,62.2,ENG-Premier League,2024.0,misc
ENG_DF_22-150_2002.0,ENG,DF,22-150,2002.0,29,24,2120,23.6,0,1,1,0,0,0,1,0,0.2,0.2,2.2,2.4,57,114,77,0.0,0.04,0.04,0.0,0.04,0.01,0.09,0.1,0.01,0.1,ENG-Premier League,2024.0,standard,ENG,DF,22-150,2002.0,23.6,0,4,1,25.0,0.17,0.04,0.0,0.0,22.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG-Premier League,2024.0,shooting,ENG,DF,22-150,2002.0,23.6,1049,1240,84.6,15531,5274,612,679,90.1,384,446,86.1,35,66,53.0,1.0,2.2,1.9,-1.2,18.0,79.0,21.0,5.0,114.0,ENG-Premier League,2024.0,passing,ENG,DF,22-150,2002.0,23.6,1492,98,510,674,333,20,1492,39,17,43.6,15,38.5,780,4590,2394,57,30,6,21,30,834,77,ENG-Premier League,2024.0,possession,ENG,DF,22-150,2002.0,23.6,45,30,31,11,3,26,44,59.1,18,28,9,19,20.0,65.0,87.0,1.0,ENG-Premier League,2024.0,defense,ENG,DF,22-150,2002.0,23.6,1,0,0,6,29,2,34,20,30,0,0,0,148,19,30,38.8,ENG-Premier League,2024.0,misc
ENG_DF_22-288_2002.0,ENG,DF,22-288,2002.0,24,22,1988,22.1,0,1,1,0,0,0,3,0,0.8,0.8,0.6,1.3,8,49,1,0.0,0.05,0.05,0.0,0.05,0.03,0.03,0.06,0.03,0.06,ENG-Premier League,2024.0,standard,ENG,DF,22-288,2002.0,22.1,0,7,2,28.6,0.32,0.09,0.0,0.0,8.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8,ENG-Premier League,2024.0,shooting,ENG,DF,22-288,2002.0,22.1,720,886,81.3,13969,5467,267,302,88.4,367,402,91.3,81,158,51.3,1.0,0.6,0.3,0.4,2.0,65.0,2.0,0.0,49.0,ENG-Premier League,2024.0,passing,ENG,DF,22-288,2002.0,22.1,1157,172,621,489,53,19,1157,5,3,60.0,1,20.0,553,3020,1810,8,13,2,7,3,661,1,ENG-Premier League,2024.0,possession,ENG,DF,22-288,2002.0,22.1,32,18,25,7,0,17,24,70.8,7,26,18,8,23.0,55.0,160.0,3.0,ENG-Premier League,2024.0,defense,ENG,DF,22-288,2002.0,22.1,3,0,0,6,11,1,2,23,18,0,0,0,71,36,33,52.2,ENG-Premier League,2024.0,misc
ENG_DF_23-071_2002.0,ENG,DF,23-071,2002.0,28,26,2300,25.6,1,0,1,1,0,0,7,0,1.7,1.7,0.8,2.6,27,107,8,0.04,0.0,0.04,0.04,0.04,0.07,0.03,0.1,0.07,0.1,ENG-Premier League,2024.0,standard,ENG,DF,23-071,2002.0,25.6,1,18,7,38.9,0.7,0.27,0.06,0.14,10.2,0,0,0,1.7,1.7,0.1,-0.7,-0.7,ENG-Premier League,2024.0,shooting,ENG,DF,23-071,2002.0,25.6,1623,1842,88.1,30077,10741,601,643,93.5,865,945,91.5,143,223,64.1,0.0,0.8,0.6,-0.8,12.0,159.0,8.0,0.0,107.0,ENG-Premier League,2024.0,passing,ENG,DF,23-071,2002.0,25.6,2098,276,969,986,152,34,2098,3,3,100.0,0,0.0,1208,5569,3240,27,27,0,13,5,1525,8,ENG-Premier League,2024.0,possession,ENG,DF,23-071,2002.0,25.6,27,19,13,11,3,19,29,65.5,10,55,34,21,28.0,55.0,110.0,6.0,ENG-Premier League,2024.0,defense,ENG,DF,23-071,2002.0,25.6,7,0,0,29,12,0,9,28,19,0,0,0,110,47,29,61.8,ENG-Premier League,2024.0,misc
ENG_DF_24-040_2001.0,ENG,DF,24-040,2001.0,7,4,379,4.2,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,5,14,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,ENG-Premier League,2024.0,standard,ENG,DF,24-040,2001.0,4.2,0,1,1,100.0,0.24,0.24,0.0,0.0,4.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,ENG-Premier League,2024.0,shooting,ENG,DF,24-040,2001.0,4.2,190,236,80.5,3442,1226,87,95,91.6,77,88,87.5,23,40,57.5,0.0,0.0,0.1,0.0,1.0,21.0,1.0,0.0,14.0,ENG-Premier League,2024.0,passing,ENG,DF,24-040,2001.0,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2,ENG-Premier League,2024.0,possession,ENG,DF,24-040,2001.0,4.2,5,3,3,2,0,3,6,50.0,3,5,4,1,4.0,9.0,14.0,3.0,ENG-Premier League,2024.0,defense,ENG,DF,24-040,2001.0,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4,ENG-Premier League,2024.0,misc
ENG_DF_24-211_2000.0,ENG,DF,24-211,2000.0,19,19,1665,18.5,1,0,1,1,0,0,4,0,1.2,1.2,0.0,1.3,6,48,4,0.05,0.0,0.05,0.05,0.05,0.07,0.0,0.07,0.07,0.07,ENG-Premier League,2024.0,standard,ENG,DF,24-211,2000.0,18.5,1,8,4,50.0,0.43,0.22,0.13,0.25,8.3,0,0,0,1.2,1.2,0.16,-0.2,-0.2,ENG-Premier League,2024.0,shooting,ENG,DF,24-211,2000.0,18.5,759,868,87.4,12401,4725,359,386,93.0,362,393,92.1,26,63,41.3,0.0,0.0,0.2,0.0,2.0,55.0,1.0,0.0,48.0,ENG-Premier League,2024.0,passing,ENG,DF,24-211,2000.0,18.5,1064,222,582,426,60,15,1064,2,1,50.0,1,50.0,503,2156,909,6,8,0,7,2,673,4,ENG-Premier League,2024.0,possession,ENG,DF,24-211,2000.0,18.5,27,13,11,15,1,14,22,63.6,8,27,19,8,17.0,44.0,104.0,2.0,ENG-Premier League,2024.0,defense,ENG,DF,24-211,2000.0,18.5,4,0,0,9,16,1,0,17,13,0,0,0,42,54,36,60.0,ENG-Premier League,2024.0,misc
ENG_DF_24-245_2000.0,ENG,DF,24-245,2000.0,18,13,1244,13.8,1,2,3,1,0,0,4,1,0.5,0.5,1.7,2.2,38,79,56,0.07,0.14,0.22,0.07,0.22,0.03,0.12,0.16,0.03,0.16,ENG-Premier League,2024.0,standard,ENG,DF,24-245,2000.0,13.8,1,8,3,37.5,0.58,0.22,0.13,0.33,22.9,0,0,0,0.5,0.5,0.06,0.5,0.5,ENG-Premier League,2024.0,shooting,ENG,DF,24-245,2000.0,13.8,741,850,87.2,10445,3017,438,464,94.4,254,291,87.3,22,40,55.0,2.0,1.7,1.2,0.3,10.0,59.0,14.0,6.0,79.0,ENG-Premier League,2024.0,passing,ENG,DF,24-245,2000.0,13.8,1040,58,356,471,228,20,1040,57,29,50.9,23,40.4,607,3608,1899,38,33,6,21,21,652,56,ENG-Premier League,2024.0,possession,ENG,DF,24-245,2000.0,13.8,35,26,20,10,5,18,23,78.3,5,21,8,13,16.0,51.0,48.0,1.0,ENG-Premier League,2024.0,defense,ENG,DF,24-245,2000.0,13.8,4,1,1,17,21,2,15,16,26,0,0,0,75,16,11,59.3,ENG-Premier League,2024.0,misc
ENG_DF_24-272_2000.0,ENG,DF,24-272,2000.0,29,29,2609,29.0,3,2,5,3,0,0,9,1,1.7,1.7,1.1,2.8,17,119,8,0.1,0.07,0.17,0.1,0.17,0.06,0.04,0.1,0.06,0.1,ENG-Premier League,2024.0,standard,ENG,DF,24-272,2000.0,29.0,3,12,6,50.0,0.41,0.21,0.25,0.5,9.8,0,0,0,1.7,1.7,0.14,1.3,1.3,ENG-Premier League,2024.0,shooting,ENG,DF,24-272,2000.0,29.0,1271,1523,83.5,24571,10123,457,500,91.4,669,753,88.8,136,244,55.7,2.0,1.1,1.2,0.9,10.0,115.0,9.0,3.0,119.0,ENG-Premier League,2024.0,passing,ENG,DF,24-272,2000.0,29.0,1836,275,934,798,114,24,1836,14,11,78.6,2,14.3,963,4860,2536,17,15,1,14,15,1129,8,ENG-Premier League,2024.0,possession,ENG,DF,24-272,2000.0,29.0,53,29,31,20,2,29,42,69.0,13,50,21,29,23.0,76.0,139.0,2.0,ENG-Premier League,2024.0,defense,ENG,DF,24-272,2000.0,29.0,9,1,1,20,24,1,11,23,29,0,0,2,127,63,45,58.3,ENG-Premier League,2024.0,misc
ENG_DF_25-089_2000.0,ENG,DF,25-089,2000.0,29,28,2471,27.5,1,2,3,1,0,0,5,0,0.9,0.9,4.3,5.2,47,55,117,0.04,0.07,0.11,0.04,0.11,0.03,0.16,0.19,0.03,0.19,ENG-Premier League,2024.0,standard,ENG,DF,25-089,2000.0,27.5,1,14,2,14.3,0.51,0.07,0.07,0.5,20.4,2,0,0,0.9,0.9,0.06,0.1,0.1,ENG-Premier League,2024.0,shooting,ENG,DF,25-089,2000.0,27.5,833,1167,71.4,14326,5672,390,455,85.7,358,464,77.2,73,195,37.4,2.0,4.3,4.2,-2.3,53.0,29.0,26.0,11.0,55.0,ENG-Premier League,2024.0,passing,ENG,DF,25-089,2000.0,27.5,1421,108,497,469,474,36,1421,37,13,35.1,17,45.9,642,3504,1900,47,27,10,35,14,755,117,ENG-Premier League,2024.0,possession,ENG,DF,25-089,2000.0,27.5,45,26,32,9,4,29,46,63.0,17,22,7,15,23.0,68.0,68.0,3.0,ENG-Premier League,2024.0,defense,ENG,DF,25-089,2000.0,27.5,5,0,0,23,30,3,145,23,26,0,2,0,108,31,22,58.5,ENG-Premier League,2024.0,misc
ENG_DF_25-222_1999.0,ENG,DF,25-222,1999.0,30,30,2520,28.0,0,4,4,0,0,0,2,0,1.2,1.2,5.3,6.6,51,55,143,0.0,0.14,0.14,0.0,0.14,0.04,0.19,0.24,0.04,0.24,ENG-Premier League,2024.0,standard,ENG,DF,25-222,1999.0,28.0,0,11,2,18.2,0.39,0.07,0.0,0.0,13.4,0,0,0,1.2,1.2,0.11,-1.2,-1.2,ENG-Premier League,2024.0,shooting,ENG,DF,25-222,1999.0,28.0,813,1128,72.1,13123,5073,421,502,83.9,324,434,74.7,48,115,41.7,4.0,5.3,3.3,-1.3,35.0,42.0,27.0,13.0,55.0,ENG-Premier League,2024.0,passing,ENG,DF,25-222,1999.0,28.0,1451,93,500,558,406,39,1451,28,12,42.9,13,46.4,673,3133,1420,51,30,9,33,26,750,143,ENG-Premier League,2024.0,possession,ENG,DF,25-222,1999.0,28.0,77,49,49,23,5,21,39,53.8,18,54,10,44,13.0,90.0,83.0,2.0,ENG-Premier League,2024.0,defense,ENG,DF,25-222,1999.0,28.0,2,0,0,15,22,2,88,13,49,0,0,0,143,16,21,43.2,ENG-Premier League,2024.0,misc
ENG_DF_26-186_1998.0,ENG,DF,26-186,1998.0,28,26,2145,23.8,2,6,8,2,0,0,4,0,1.6,1.6,6.7,8.3,48,204,87,0.08,0.25,0.34,0.08,0.34,0.07,0.28,0.35,0.07,0.35,ENG-Premier League,2024.0,standard,ENG,DF,26-186,1998.0,23.8,2,38,7,18.4,1.59,0.29,0.05,0.29,23.6,2,0,0,1.6,1.6,0.04,0.4,0.4,ENG-Premier League,2024.0,shooting,ENG,DF,26-186,1998.0,23.8,1321,1787,73.9,25377,10446,578,642,90.0,535,704,76.0,185,367,50.4,6.0,6.7,6.7,-0.7,50.0,187.0,62.0,20.0,204.0,ENG-Premier League,2024.0,passing,ENG,DF,26-186,1998.0,23.8,2044,82,546,902,609,39,2044,29,13,44.8,14,48.3,1075,4978,2652,48,35,8,19,15,1299,87,ENG-Premier League,2024.0,possession,ENG,DF,26-186,1998.0,23.8,67,47,41,17,9,46,99,46.5,53,25,8,17,30.0,97.0,51.0,4.0,ENG-Premier League,2024.0,defense,ENG,DF,26-186,1998.0,23.8,4,0,0,9,7,1,140,30,47,0,0,0,120,3,12,20.0,ENG-Premier League,2024.0,misc
ENG_DF_27-047_1998.0,ENG,DF,27-047,1998.0,29,29,2436,27.1,2,1,3,2,0,0,5,0,1.5,1.5,0.5,2.0,35,75,90,0.07,0.04,0.11,0.07,0.11,0.05,0.02,0.07,0.05,0.07,ENG-Premier League,2024.0,standard,ENG,DF,27-047,1998.0,27.1,2,24,6,25.0,0.89,0.22,0.08,0.33,16.0,2,0,0,1.5,1.5,0.06,0.5,0.5,ENG-Premier League,2024.0,shooting,ENG,DF,27-047,1998.0,27.1,976,1266,77.1,14988,4731,514,596,86.2,394,472,83.5,38,116,32.8,1.0,0.5,0.7,0.5,12.0,65.0,19.0,7.0,75.0,ENG-Premier League,2024.0,passing,ENG,DF,27-047,1998.0,27.1,1606,126,560,714,342,36,1606,28,9,32.1,12,42.9,708,2955,1454,35,24,4,30,11,881,90,ENG-Premier League,2024.0,possession,ENG,DF,27-047,1998.0,27.1,44,27,24,16,4,25,46,54.3,21,38,12,26,41.0,85.0,117.0,3.0,ENG-Premier League,2024.0,defense,ENG,DF,27-047,1998.0,27.1,5,0,0,19,32,2,52,41,27,0,0,0,71,57,45,55.9,ENG-Premier League,2024.0,misc
ENG_DF_27-136_1997.0,ENG,DF,27-136,1997.0,30,29,2614,29.0,2,2,4,2,0,0,1,0,1.0,1.0,2.5,3.5,91,116,126,0.07,0.07,0.14,0.07,0.14,0.03,0.09,0.12,0.03,0.12,ENG-Premier League,2024.0,standard,ENG,DF,27-136,1997.0,29.0,2,13,4,30.8,0.45,0.14,0.15,0.5,15.5,0,0,0,1.0,1.0,0.08,1.0,1.0,ENG-Premier League,2024.0,shooting,ENG,DF,27-136,1997.0,29.0,1203,1490,80.7,17255,6337,763,853,89.4,377,458,82.3,45,95,47.4,2.0,2.5,2.2,-0.5,25.0,84.0,25.0,11.0,116.0,ENG-Premier League,2024.0,passing,ENG,DF,27-136,1997.0,29.0,1848,127,588,791,496,37,1848,92,48,52.2,33,35.9,862,5511,3102,91,52,11,27,18,1061,126,ENG-Premier League,2024.0,possession,ENG,DF,27-136,1997.0,29.0,60,42,29,26,5,18,25,72.0,7,30,8,22,52.0,112.0,107.0,0.0,ENG-Premier League,2024.0,defense,ENG,DF,27-136,1997.0,29.0,1,0,0,21,21,4,60,52,42,0,0,1,151,21,28,42.9,ENG-Premier League,2024.0,misc
ENG_DF_27-170_1997.0,ENG,DF,27-170,1997.0,27,26,2306,25.6,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,16,60,11,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.03,0.03,0.03,ENG-Premier League,2024.0,standard,ENG,DF,27-170,1997.0,25.6,1,7,3,42.9,0.27,0.12,0.14,0.33,8.8,0,0,0,0.7,0.7,0.1,0.3,0.3,ENG-Premier League,2024.0,shooting,ENG,DF,27-170,1997.0,25.6,1249,1352,92.4,20884,6752,547,568,96.3,642,673,95.4,46,74,62.2,0.0,0.2,0.4,-0.2,3.0,80.0,1.0,0.0,60.0,ENG-Premier League,2024.0,passing,ENG,DF,27-170,1997.0,25.6,1546,188,733,728,92,17,1546,17,7,41.2,7,41.2,905,4582,2273,16,8,2,15,8,1082,11,ENG-Premier League,2024.0,possession,ENG,DF,27-170,1997.0,25.6,29,17,18,7,4,17,21,81.0,4,16,9,7,19.0,48.0,86.0,2.0,ENG-Premier League,2024.0,defense,ENG,DF,27-170,1997.0,25.6,0,0,0,6,41,0,5,19,17,0,0,0,79,25,21,54.3,ENG-Premier League,2024.0,misc
ENG_DF_27-182_1997.0,ENG,DF,27-182,1997.0,14,11,890,9.9,0,1,1,0,0,0,0,0,0.1,0.1,0.9,1.0,9,30,34,0.0,0.1,0.1,0.0,0.1,0.01,0.09,0.1,0.01,0.1,ENG-Premier League,2024.0,standard,ENG,DF,27-182,1997.0,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG-Premier League,2024.0,shooting,ENG,DF,27-182,1997.0,9.9,437,521,83.9,6984,1895,208,229,90.8,197,223,88.3,24,47,51.1,1.0,0.9,0.7,0.1,10.0,25.0,6.0,5.0,30.0,ENG-Premier League,2024.0,passing,ENG,DF,27-182,1997.0,9.9,598,42,194,261,148,10,598,8,4,50.0,2,25.0,316,1372,688,9,11,0,6,4,385,34,ENG-Premier League,2024.0,possession,ENG,DF,27-182,1997.0,9.9,15,10,5,9,1,7,17,41.2,10,8,3,5,8.0,23.0,24.0,0.0,ENG-Premier League,2024.0,defense,ENG,DF,27-182,1997.0,9.9,0,0,0,2,4,0,24,8,10,0,0,0,56,12,4,75.0,ENG-Premier League,2024.0,misc
