composite_key,nation,pos,age,born,Playing Time,Playing Time.1,Playing Time.2,Playing Time.3,Performance,Performance.1,Performance.2,Performance.3,Performance.4,Performance.5,Performance.6,Performance.7,Expected,Expected.1,Expected.2,Expected.3,Progression,Progression.1,Progression.2,Per 90 Minutes,Per 90 Minutes.1,Per 90 Minutes.2,Per 90 Minutes.3,Per 90 Minutes.4,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9,league,season,stat_type,nation_dup,pos_dup,age_dup,born_dup,90s,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected_dup,Expected.1_dup,Expected.2_dup,Expected.3_dup,Expected.4,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Ast,xAG,Expected_dup,Expected.1_dup,KP,1/3,PPA,CrsPA,PrgP,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Touches,Touches.1,Touches.2,Touches.3,Touches.4,Touches.5,Touches.6,Take-Ons,Take-Ons.1,Take-Ons.2,Take-Ons.3,Take-Ons.4,Carries,Carries.1,Carries.2,Carries.3,Carries.4,Carries.5,Carries.6,Carries.7,Receiving,Receiving.1,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Challenges,Challenges.1,Challenges.2,Challenges.3,Blocks,Blocks.1,Blocks.2,Int,Tkl+Int,Clr,Err,league_dup,season_dup,stat_type_dup,nation_dup,pos_dup,age_dup,born_dup,90s_dup,Performance_dup,Performance.1_dup,Performance.2_dup,Performance.3_dup,Performance.4_dup,Performance.5_dup,Performance.6_dup,Performance.7_dup,Performance.8,Performance.9,Performance.10,Performance.11,Performance.12,Aerial Duels,Aerial Duels.1,Aerial Duels.2,league_dup,season_dup,stat_type_dup
BAN_MF_22.0_1997.0,BAN,MF,22.0,1997.0,10,4,316,3.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,15,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,ENG-Premier League,2020.0,standard,BAN,MF,22.0,1997.0,3.5,0,4,1,25.0,1.14,0.28,0.0,0.0,22.2,0,0,0,0.4,0.4,0.1,-0.4,-0.4,ENG-Premier League,2020.0,shooting,BAN,MF,22.0,1997.0,3.5,192,239,80.3,3094,528,94,113,83.2,78,93,83.9,11,18,61.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,15.0,ENG-Premier League,2020.0,passing,BAN,MF,22.0,1997.0,3.5,286,10,70,186,31,2,286,1,0,0.0,1,100.0,162,635,326,3,1,0,6,0,187,1,ENG-Premier League,2020.0,possession,BAN,MF,22.0,1997.0,3.5,8,7,3,5,0,4,10,40.0,6,4,1,3,4.0,12.0,9.0,1.0,ENG-Premier League,2020.0,defense,BAN,MF,22.0,1997.0,3.5,1,0,0,6,2,0,1,4,7,0,0,0,24,6,1,85.7,ENG-Premier League,2020.0,misc
BEL_DF_24.0_1995.0,BEL,DF,24.0,1995.0,27,27,2345,26.1,2,3,5,2,0,0,1,0,1.1,1.1,2.2,3.4,52,91,148,0.08,0.12,0.19,0.08,0.19,0.04,0.09,0.13,0.04,0.13,ENG-Premier League,2020.0,standard,BEL,DF,24.0,1995.0,26.1,2,8,3,37.5,0.31,0.12,0.25,0.67,10.9,0,0,0,1.1,1.1,0.14,0.9,0.9,ENG-Premier League,2020.0,shooting,BEL,DF,24.0,1995.0,26.1,1284,1545,83.1,18542,6211,754,838,90.0,443,524,84.5,54,101,53.5,3.0,2.2,1.3,0.8,22.0,96.0,22.0,7.0,91.0,ENG-Premier League,2020.0,passing,BEL,DF,24.0,1995.0,26.1,1800,70,522,848,440,40,1800,24,11,45.8,13,54.2,919,3963,2154,52,27,3,24,11,1160,148,ENG-Premier League,2020.0,possession,BEL,DF,24.0,1995.0,26.1,52,32,29,18,5,24,44,54.5,20,29,5,24,29.0,81.0,62.0,1.0,ENG-Premier League,2020.0,defense,BEL,DF,24.0,1995.0,26.1,1,0,0,20,14,1,46,29,32,0,0,0,129,40,43,48.2,ENG-Premier League,2020.0,misc
BEL_DF_31.0_1989.0,BEL,DF,31.0,1989.0,25,25,2240,24.9,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,3,59,1,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,ENG-Premier League,2020.0,standard,BEL,DF,31.0,1989.0,24.9,1,10,3,30.0,0.4,0.12,0.1,0.33,8.5,0,0,0,0.7,0.7,0.07,0.3,0.3,ENG-Premier League,2020.0,shooting,BEL,DF,31.0,1989.0,24.9,1199,1453,82.5,24372,8025,365,398,91.7,658,713,92.3,157,303,51.8,0.0,0.7,0.8,-0.7,8.0,64.0,5.0,1.0,59.0,ENG-Premier League,2020.0,passing,BEL,DF,31.0,1989.0,24.9,1687,267,932,726,35,14,1687,4,4,100.0,0,0.0,987,4485,2370,3,5,0,2,2,1114,1,ENG-Premier League,2020.0,possession,BEL,DF,31.0,1989.0,24.9,35,22,22,11,2,18,30,60.0,12,40,28,12,10.0,45.0,121.0,0.0,ENG-Premier League,2020.0,defense,BEL,DF,31.0,1989.0,24.9,2,0,0,17,3,0,1,10,22,0,1,1,117,45,35,56.3,ENG-Premier League,2020.0,misc
BEL_FW_25.0_1995.0,BEL,FW,25.0,1995.0,9,2,186,2.1,0,0,0,0,0,0,0,0,1.1,1.1,0.2,1.3,5,5,18,0.0,0.0,0.0,0.0,0.0,0.54,0.07,0.62,0.54,0.62,ENG-Premier League,2020.0,standard,BEL,FW,25.0,1995.0,2.1,0,7,2,28.6,3.39,0.97,0.0,0.0,18.5,0,0,0,1.1,1.1,0.16,-1.1,-1.1,ENG-Premier League,2020.0,shooting,BEL,FW,25.0,1995.0,2.1,47,61,77.0,488,78,30,34,88.2,11,15,73.3,0,1,0.0,0.0,0.2,0.2,-0.2,2.0,2.0,0.0,0.0,5.0,ENG-Premier League,2020.0,passing,BEL,FW,25.0,1995.0,2.1,88,3,9,29,52,13,88,4,0,0.0,4,100.0,58,282,148,5,6,2,4,5,68,18,ENG-Premier League,2020.0,possession,BEL,FW,25.0,1995.0,2.1,3,2,0,2,1,1,3,33.3,2,5,1,4,1.0,4.0,2.0,0.0,ENG-Premier League,2020.0,defense,BEL,FW,25.0,1995.0,2.1,0,0,0,0,1,0,3,1,2,0,0,0,5,3,7,30.0,ENG-Premier League,2020.0,misc
BEL_FW_26.0_1993.0,BEL,FW,26.0,1993.0,18,7,728,8.1,2,1,3,2,0,0,0,0,1.6,1.6,1.6,3.2,16,13,44,0.25,0.12,0.37,0.25,0.37,0.19,0.2,0.4,0.19,0.4,ENG-Premier League,2020.0,standard,BEL,FW,26.0,1993.0,8.1,2,12,6,50.0,1.48,0.74,0.17,0.33,17.0,0,0,0,1.6,1.6,0.13,0.4,0.4,ENG-Premier League,2020.0,shooting,BEL,FW,26.0,1993.0,8.1,122,174,70.1,1523,293,81,99,81.8,30,37,81.1,3,5,60.0,1.0,1.6,1.0,-0.6,9.0,8.0,5.0,0.0,13.0,ENG-Premier League,2020.0,passing,BEL,FW,26.0,1993.0,8.1,255,6,23,132,104,25,255,17,11,64.7,6,35.3,146,875,517,16,10,7,26,22,197,44,ENG-Premier League,2020.0,possession,BEL,FW,26.0,1993.0,8.1,5,3,1,2,2,1,9,11.1,8,5,1,4,4.0,9.0,5.0,0.0,ENG-Premier League,2020.0,defense,BEL,FW,26.0,1993.0,8.1,0,0,0,12,5,11,5,4,3,1,0,0,15,10,15,40.0,ENG-Premier League,2020.0,misc
BEL_FW_29.0_1990.0,BEL,FW,29.0,1990.0,30,21,1816,20.2,10,1,11,10,0,0,3,1,8.3,8.3,0.9,9.1,14,36,124,0.5,0.05,0.55,0.5,0.55,0.41,0.04,0.45,0.41,0.45,ENG-Premier League,2020.0,standard,BEL,FW,29.0,1990.0,20.2,10,71,33,46.5,3.52,1.64,0.14,0.3,12.5,0,0,0,8.3,8.3,0.12,1.7,1.7,ENG-Premier League,2020.0,shooting,BEL,FW,29.0,1990.0,20.2,339,583,58.1,4059,800,229,359,63.8,63,124,50.8,14,19,73.7,1.0,0.9,1.0,0.1,15.0,27.0,11.0,1.0,36.0,ENG-Premier League,2020.0,passing,BEL,FW,29.0,1990.0,20.2,837,53,82,411,350,118,837,27,16,59.3,11,40.7,351,1499,464,14,10,9,59,27,661,124,ENG-Premier League,2020.0,possession,BEL,FW,29.0,1990.0,20.2,15,7,1,7,7,2,9,22.2,7,17,6,11,4.0,19.0,39.0,0.0,ENG-Premier League,2020.0,defense,BEL,FW,29.0,1990.0,20.2,3,1,1,35,20,14,3,4,7,0,0,0,45,204,154,57.0,ENG-Premier League,2020.0,misc
"BEL_MF,DF_25.0_1995.0",BEL,"MF,DF",25.0,1995.0,33,28,2503,27.8,1,0,1,1,0,0,4,0,3.1,3.1,0.7,3.9,15,88,31,0.04,0.0,0.04,0.04,0.04,0.11,0.03,0.14,0.11,0.14,ENG-Premier League,2020.0,standard,BEL,"MF,DF",25.0,1995.0,27.8,1,31,8,25.8,1.11,0.29,0.03,0.13,15.0,0,0,0,3.1,3.1,0.1,-2.1,-2.1,ENG-Premier League,2020.0,shooting,BEL,"MF,DF",25.0,1995.0,27.8,1032,1212,85.1,17020,4193,476,541,88.0,442,492,89.8,74,97,76.3,0.0,0.7,0.9,-0.7,17.0,68.0,8.0,1.0,88.0,ENG-Premier League,2020.0,passing,BEL,"MF,DF",25.0,1995.0,27.8,1488,95,435,834,227,59,1488,13,7,53.8,6,46.2,727,3396,1628,15,12,4,30,11,967,31,ENG-Premier League,2020.0,possession,BEL,"MF,DF",25.0,1995.0,27.8,54,29,29,22,3,31,60,51.7,29,38,15,23,27.0,81.0,52.0,2.0,ENG-Premier League,2020.0,defense,BEL,"MF,DF",25.0,1995.0,27.8,4,0,0,31,12,4,8,27,29,0,0,1,136,85,62,57.8,ENG-Premier League,2020.0,misc
"BEL_MF,FW_25.0_1994.0",BEL,"MF,FW",25.0,1994.0,35,30,2607,29.0,5,5,10,5,0,0,2,0,4.6,4.6,4.9,9.5,73,142,219,0.17,0.17,0.35,0.17,0.35,0.16,0.17,0.33,0.16,0.33,ENG-Premier League,2020.0,standard,BEL,"MF,FW",25.0,1994.0,29.0,5,58,23,39.7,2.0,0.79,0.09,0.22,18.6,2,0,0,4.6,4.6,0.08,0.4,0.4,ENG-Premier League,2020.0,shooting,BEL,"MF,FW",25.0,1994.0,29.0,816,1094,74.6,13988,3742,389,471,82.6,302,375,80.5,93,141,66.0,5.0,4.9,5.9,0.1,50.0,80.0,58.0,10.0,142.0,ENG-Premier League,2020.0,passing,BEL,"MF,FW",25.0,1994.0,29.0,1401,5,137,556,725,113,1401,68,39,57.4,29,42.6,869,5382,2299,73,50,20,67,60,988,219,ENG-Premier League,2020.0,possession,BEL,"MF,FW",25.0,1994.0,29.0,33,14,11,16,6,10,36,27.8,26,34,2,32,26.0,59.0,7.0,1.0,ENG-Premier League,2020.0,defense,BEL,"MF,FW",25.0,1994.0,29.0,2,0,0,27,32,5,83,26,14,0,0,0,146,4,22,15.4,ENG-Premier League,2020.0,misc
BEL_MF_23.0_1997.0,BEL,MF,23.0,1997.0,38,37,3357,37.3,6,4,10,4,2,2,6,0,4.4,2.8,3.1,5.9,52,272,66,0.16,0.11,0.27,0.11,0.21,0.12,0.08,0.2,0.08,0.16,ENG-Premier League,2020.0,standard,BEL,MF,23.0,1997.0,37.3,6,47,18,38.3,1.26,0.48,0.09,0.22,23.5,4,2,2,4.4,2.8,0.06,1.6,1.2,ENG-Premier League,2020.0,shooting,BEL,MF,23.0,1997.0,37.3,2061,2642,78.0,35122,9750,905,1022,88.6,847,1010,83.9,206,424,48.6,4.0,3.1,4.0,0.9,49.0,223.0,41.0,7.0,272.0,ENG-Premier League,2020.0,passing,BEL,MF,23.0,1997.0,37.3,2997,53,549,1768,712,44,2995,64,43,67.2,21,32.8,1562,6376,3455,52,39,9,41,35,2121,66,ENG-Premier League,2020.0,possession,BEL,MF,23.0,1997.0,37.3,86,45,32,38,16,45,108,41.7,63,35,8,27,46.0,132.0,20.0,1.0,ENG-Premier League,2020.0,defense,BEL,MF,23.0,1997.0,37.3,6,0,0,37,54,0,138,46,45,0,0,0,271,34,28,54.8,ENG-Premier League,2020.0,misc
BEL_MF_26.0_1994.0,BEL,MF,26.0,1994.0,15,10,718,8.0,1,1,2,1,0,0,0,0,0.4,0.4,1.1,1.5,22,25,55,0.13,0.13,0.25,0.13,0.25,0.05,0.14,0.19,0.05,0.19,ENG-Premier League,2020.0,standard,BEL,MF,26.0,1994.0,8.0,1,8,2,25.0,1.0,0.25,0.13,0.5,16.8,0,0,0,0.4,0.4,0.05,0.6,0.6,ENG-Premier League,2020.0,shooting,BEL,MF,26.0,1994.0,8.0,248,315,78.7,3458,779,142,159,89.3,77,104,74.0,10,22,45.5,1.0,1.1,0.7,-0.1,7.0,11.0,7.0,2.0,25.0,ENG-Premier League,2020.0,passing,BEL,MF,26.0,1994.0,8.0,405,4,53,181,174,23,405,16,6,37.5,10,62.5,186,1154,551,22,12,4,11,9,277,55,ENG-Premier League,2020.0,possession,BEL,MF,26.0,1994.0,8.0,14,7,4,7,3,6,15,40.0,9,12,2,10,7.0,21.0,3.0,0.0,ENG-Premier League,2020.0,defense,BEL,MF,26.0,1994.0,8.0,0,0,0,12,2,0,19,7,7,0,0,0,40,2,10,16.7,ENG-Premier League,2020.0,misc
