league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Almería,Fernando,ESP,GK,33.0,1990.0,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33.0,1990.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,33.0,1990.0,4.0,169,138,167,2,0,0,169,0,0,,0,,93,536,339,0,0,0,0,0,74,0,possession,ESP,GK,33.0,1990.0,4.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0,passing,ESP,GK,33.0,1990.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,misc,ESP,GK,33.0,1990.0,4.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,defense
ESP-La Liga,2023,Sevilla,Fernando,BRA,MF,36.0,1987.0,8,5,459,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,24,7,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,BRA,MF,36.0,1987.0,5.1,0,1,0,0.0,0.2,0.0,0.0,,16.2,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,BRA,MF,36.0,1987.0,5.1,288,10,74,169,49,5,288,6,4,66.7,1,16.7,168,878,429,5,8,1,5,3,186,7,possession,BRA,MF,36.0,1987.0,5.1,209,242,86.4,3691,1069,98,107,91.6,89,99,89.9,18,24,75.0,0,0.3,0.3,-0.3,2,21,5,2,24,passing,BRA,MF,36.0,1987.0,5.1,0,0,0,6,3,0,4,7,8,0,0,0,35,10,8,55.6,misc,BRA,MF,36.0,1987.0,5.1,9,8,2,4,3,5,9,55.6,4,2,0,2,7,16,9,0,defense
ESP-La Liga,2023,Barcelona,Ferrán Torres,ESP,FW,23.0,2000.0,29,12,1211,13.5,7,2,9,7,0,0,2,0,5.5,5.5,2.7,8.2,30,44,113,0.52,0.15,0.67,0.52,0.67,0.41,0.2,0.61,0.41,0.61,standard,ESP,FW,23.0,2000.0,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,16.6,2,0,0,5.5,5.5,0.15,1.5,1.5,shooting,ESP,FW,23.0,2000.0,13.5,583,6,42,237,309,56,583,24,10,41.7,11,45.8,338,1744,789,30,21,15,35,13,468,113,possession,ESP,FW,23.0,2000.0,13.5,351,450,78.0,5339,1196,203,241,84.2,102,127,80.3,31,38,81.6,2,2.7,1.9,-0.7,26,26,22,5,44,passing,ESP,FW,23.0,2000.0,13.5,2,0,0,8,16,16,21,5,6,1,0,0,40,4,11,26.7,misc,ESP,FW,23.0,2000.0,13.5,9,6,1,6,2,5,16,31.3,11,7,1,6,5,14,6,0,defense
ESP-La Liga,2023,Villarreal,Filip Jørgensen,DEN,GK,21.0,2002.0,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,DEN,GK,21.0,2002.0,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,DEN,GK,21.0,2002.0,36.0,1397,1240,1395,2,0,0,1397,1,1,100.0,0,0.0,798,4097,2334,0,0,0,4,1,663,0,possession,DEN,GK,21.0,2002.0,36.0,1052,1303,80.7,26376,18619,240,241,99.6,570,572,99.7,238,482,49.4,0,0.0,0.0,0.0,0,13,0,0,0,passing,DEN,GK,21.0,2002.0,36.0,4,0,0,2,5,0,0,2,1,0,1,0,40,11,0,100.0,misc,DEN,GK,21.0,2002.0,36.0,3,1,3,0,0,3,4,75.0,1,0,0,0,2,5,10,3,defense
ESP-La Liga,2023,Rayo Vallecano,Florian Lejeune,FRA,DF,32.0,1991.0,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15,114,4,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11,standard,FRA,DF,32.0,1991.0,37.0,3,67,21,31.3,1.81,0.57,0.04,0.14,27.9,32,0,0,3.3,3.3,0.05,-0.3,-0.3,shooting,FRA,DF,32.0,1991.0,37.0,2386,341,1317,953,131,36,2386,5,4,80.0,0,0.0,1250,5730,2951,15,6,0,13,4,1494,4,possession,FRA,DF,32.0,1991.0,37.0,1636,2031,80.6,35738,16035,430,489,87.9,927,997,93.0,262,494,53.0,1,0.7,0.8,0.3,9,137,5,1,114,passing,FRA,DF,32.0,1991.0,37.0,5,0,0,26,13,3,7,23,25,0,0,1,173,80,49,62.0,misc,FRA,DF,32.0,1991.0,37.0,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155,1,defense
ESP-La Liga,2023,Celta Vigo,Fran Beltrán,ESP,MF,24.0,1999.0,33,28,2428,27.0,0,0,0,0,0,0,2,0,0.7,0.7,1.1,1.8,28,134,30,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,standard,ESP,MF,24.0,1999.0,27.0,0,21,3,14.3,0.78,0.11,0.0,0.0,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7,shooting,ESP,MF,24.0,1999.0,27.0,1593,50,326,985,297,12,1593,24,12,50.0,12,50.0,937,4446,2041,28,33,2,28,20,1060,30,possession,ESP,MF,24.0,1999.0,27.0,1180,1364,86.5,18451,5360,602,662,90.9,473,525,90.1,64,104,61.5,0,1.1,1.7,-1.1,18,120,15,2,134,passing,ESP,MF,24.0,1999.0,27.0,2,0,0,28,16,2,19,18,32,0,2,0,160,13,33,28.3,misc,ESP,MF,24.0,1999.0,27.0,56,32,22,23,11,24,63,38.1,39,28,2,26,18,74,34,0,defense
ESP-La Liga,2023,Real Madrid,Fran Garcia,ESP,DF,23.0,1999.0,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.5,0.5,2.4,3.0,53,60,139,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19,standard,ESP,DF,23.0,1999.0,15.5,1,9,1,11.1,0.58,0.06,0.11,1.0,20.9,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,ESP,DF,23.0,1999.0,15.5,1148,39,309,464,385,23,1148,18,8,44.4,9,50.0,686,3666,1956,53,30,4,22,8,747,139,possession,ESP,DF,23.0,1999.0,15.5,841,997,84.4,12143,3312,518,554,93.5,280,327,85.6,28,68,41.2,5,2.4,1.8,2.6,16,38,14,6,60,passing,ESP,DF,23.0,1999.0,15.5,2,0,0,10,15,10,60,19,17,0,0,0,104,7,15,31.8,misc,ESP,DF,23.0,1999.0,15.5,25,17,11,12,2,13,31,41.9,18,16,3,13,19,44,28,1,defense
ESP-La Liga,2023,Betis,Fran Vieites,ESP,GK,24.0,1999.0,4,3,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,24.0,1999.0,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,24.0,1999.0,3.5,130,118,129,1,0,0,130,0,0,,0,,60,301,204,0,0,0,0,0,41,0,possession,ESP,GK,24.0,1999.0,3.5,76,119,63.9,2172,1363,9,9,100.0,39,42,92.9,27,65,41.5,0,0.0,0.0,0.0,0,1,0,0,0,passing,ESP,GK,24.0,1999.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc,ESP,GK,24.0,1999.0,3.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,defense
ESP-La Liga,2023,Villarreal,Francis Coquelin,FRA,MF,32.0,1991.0,17,10,910,10.1,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,5,47,14,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,FRA,MF,32.0,1991.0,10.1,0,3,0,0.0,0.3,0.0,0.0,,16.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,FRA,MF,32.0,1991.0,10.1,525,33,126,305,99,10,525,8,3,37.5,5,62.5,231,1026,409,5,7,0,9,8,335,14,possession,FRA,MF,32.0,1991.0,10.1,379,431,87.9,6421,1616,173,188,92.0,169,184,91.8,30,41,73.2,0,0.1,0.6,-0.1,1,37,7,1,47,passing,FRA,MF,32.0,1991.0,10.1,4,0,0,18,8,1,2,16,12,0,0,0,60,11,10,52.4,misc,FRA,MF,32.0,1991.0,10.1,20,12,8,10,2,5,13,38.5,8,14,4,10,16,36,15,0,defense
ESP-La Liga,2023,Valencia,Francisco Perez,ESP,"MF,FW",20.0,2002.0,32,27,2049,22.8,1,4,5,1,0,0,4,0,1.1,1.1,2.6,3.6,59,41,145,0.04,0.18,0.22,0.04,0.22,0.05,0.11,0.16,0.05,0.16,standard,ESP,"MF,FW",20.0,2002.0,22.8,1,20,2,10.0,0.88,0.09,0.05,0.5,18.4,0,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,ESP,"MF,FW",20.0,2002.0,22.8,856,16,144,362,374,43,856,101,40,39.6,47,46.5,578,3862,1719,59,29,17,72,42,599,145,possession,ESP,"MF,FW",20.0,2002.0,22.8,436,584,74.7,5954,1592,283,337,84.0,112,155,72.3,19,37,51.4,4,2.6,2.1,1.4,19,24,18,7,41,passing,ESP,"MF,FW",20.0,2002.0,22.8,4,0,0,31,23,8,50,14,17,0,0,0,109,6,19,24.0,misc,ESP,"MF,FW",20.0,2002.0,22.8,30,17,10,14,6,15,44,34.1,29,19,0,19,14,44,5,0,defense
ESP-La Liga,2023,Celta Vigo,Franco Cervi,ARG,"MF,DF",29.0,1994.0,17,5,546,6.1,0,1,1,0,0,0,2,0,0.5,0.5,2.0,2.5,16,24,36,0.0,0.16,0.16,0.0,0.16,0.08,0.34,0.41,0.08,0.41,standard,ARG,"MF,DF",29.0,1994.0,6.1,0,8,1,12.5,1.32,0.16,0.0,0.0,19.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,shooting,ARG,"MF,DF",29.0,1994.0,6.1,366,5,94,160,116,14,366,6,0,0.0,5,83.3,195,1041,532,16,11,1,9,3,207,36,possession,ARG,"MF,DF",29.0,1994.0,6.1,225,284,79.2,3302,1239,137,151,90.7,74,90,82.2,9,18,50.0,1,2.0,1.2,-1.0,10,16,4,0,24,passing,ARG,"MF,DF",29.0,1994.0,6.1,2,0,0,6,19,2,18,9,18,0,0,0,54,6,8,42.9,misc,ARG,"MF,DF",29.0,1994.0,6.1,24,18,13,9,2,13,24,54.2,11,16,0,16,9,33,4,0,defense
ESP-La Liga,2023,Barcelona,Frenkie de Jong,NED,MF,26.0,1997.0,20,20,1634,18.2,2,0,2,2,0,0,7,0,0.7,0.7,2.2,2.9,69,168,38,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,standard,NED,MF,26.0,1997.0,18.2,2,7,4,57.1,0.39,0.22,0.29,0.5,20.4,0,0,0,0.7,0.7,0.1,1.3,1.3,shooting,NED,MF,26.0,1997.0,18.2,1840,69,359,1139,355,18,1840,24,13,54.2,8,33.3,1207,7284,4346,69,52,3,14,17,1467,38,possession,NED,MF,26.0,1997.0,18.2,1542,1674,92.1,23581,7114,872,905,96.4,558,608,91.8,80,104,76.9,0,2.2,4.9,-2.2,21,187,34,7,168,passing,NED,MF,26.0,1997.0,18.2,7,0,0,19,22,1,25,14,26,0,0,0,117,23,17,57.5,misc,NED,MF,26.0,1997.0,18.2,43,26,14,23,6,8,19,42.1,11,18,8,10,14,57,28,1,defense
ESP-La Liga,2023,Atlético Madrid,Gabriel Paulista,BRA,DF,32.0,1990.0,5,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,7,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,BRA,DF,32.0,1990.0,4.5,0,1,1,100.0,0.22,0.22,0.0,0.0,4.7,0,0,0,0.2,0.2,0.19,-0.2,-0.2,shooting,BRA,DF,32.0,1990.0,4.5,319,47,201,116,3,3,319,0,0,,0,,187,1033,500,1,0,0,0,1,212,0,possession,BRA,DF,32.0,1990.0,4.5,240,274,87.6,4592,2040,77,82,93.9,145,159,91.2,17,30,56.7,0,0.1,0.0,-0.1,2,3,0,0,7,passing,BRA,DF,32.0,1990.0,4.5,1,0,0,4,0,0,0,4,5,0,0,0,19,13,6,68.4,misc,BRA,DF,32.0,1990.0,4.5,7,5,4,3,0,3,4,75.0,1,5,3,2,4,11,27,0,defense
ESP-La Liga,2023,Valencia,Gabriel Paulista,BRA,DF,32.0,1990.0,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2,33,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,standard,BRA,DF,32.0,1990.0,15.5,0,7,0,0.0,0.45,0.0,0.0,,13.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,BRA,DF,32.0,1990.0,15.5,963,137,533,415,18,8,963,1,0,0.0,1,100.0,563,2946,1619,2,3,0,2,1,615,2,possession,BRA,DF,32.0,1990.0,15.5,699,816,85.7,14412,5224,187,222,84.2,422,449,94.0,82,129,63.6,0,0.2,0.3,-0.2,2,40,3,0,33,passing,BRA,DF,32.0,1990.0,15.5,6,1,1,11,4,0,0,24,7,0,0,0,70,29,19,60.4,misc,BRA,DF,32.0,1990.0,15.5,10,7,8,2,0,6,11,54.5,5,15,7,8,24,34,78,0,defense
ESP-La Liga,2023,Celta Vigo,Gabriel Veiga,ESP,FW,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,21.0,2002.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,FW,21.0,2002.0,0.2,7,0,0,4,3,0,7,1,0,0.0,1,100.0,6,23,4,0,0,0,1,1,7,1,possession,ESP,FW,21.0,2002.0,0.2,3,5,60.0,16,8,2,3,66.7,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,21.0,2002.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,misc,ESP,FW,21.0,2002.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Getafe,Gastón Álvarez,URU,DF,23.0,2000.0,34,29,2537,28.2,2,0,2,2,0,0,7,0,0.7,0.7,0.6,1.4,11,63,40,0.07,0.0,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05,standard,URU,DF,23.0,2000.0,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3,shooting,URU,DF,23.0,2000.0,28.2,1325,125,508,648,178,22,1325,21,9,42.9,11,52.4,558,2517,1283,11,12,0,27,10,624,40,possession,URU,DF,23.0,2000.0,28.2,754,1017,74.1,14087,5016,296,339,87.3,356,438,81.3,86,197,43.7,0,0.6,0.4,-0.6,8,64,5,3,63,passing,URU,DF,23.0,2000.0,28.2,7,0,0,43,10,1,25,35,37,0,0,0,132,51,30,63.0,misc,URU,DF,23.0,2000.0,28.2,68,37,43,20,5,37,57,64.9,20,40,11,29,35,103,80,0,defense
ESP-La Liga,2023,Barcelona,Gavi,ESP,"MF,FW",18.0,2004.0,12,10,944,10.5,1,1,2,1,0,0,5,0,0.9,0.9,1.1,2.0,26,39,38,0.1,0.1,0.19,0.1,0.19,0.09,0.1,0.19,0.09,0.19,standard,ESP,"MF,FW",18.0,2004.0,10.5,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,0.1,0.1,shooting,ESP,"MF,FW",18.0,2004.0,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,possession,ESP,"MF,FW",18.0,2004.0,10.5,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39,passing,ESP,"MF,FW",18.0,2004.0,10.5,5,0,0,31,23,4,8,8,21,0,0,0,44,13,26,33.3,misc,ESP,"MF,FW",18.0,2004.0,10.5,39,21,20,14,5,18,36,50.0,18,19,3,16,8,47,16,1,defense
ESP-La Liga,2023,Granada,Gerard Gumbau,ESP,MF,28.0,1994.0,35,31,2674,29.7,0,3,3,0,0,0,12,0,1.8,1.8,4.0,5.8,20,135,29,0.0,0.1,0.1,0.0,0.1,0.06,0.14,0.19,0.06,0.19,standard,ESP,MF,28.0,1994.0,29.7,0,45,9,20.0,1.51,0.3,0.0,0.0,28.3,8,0,0,1.8,1.8,0.04,-1.8,-1.8,shooting,ESP,MF,28.0,1994.0,29.7,1745,44,396,1016,351,13,1745,18,10,55.6,5,27.8,878,3456,1609,20,13,2,18,15,1100,29,possession,ESP,MF,28.0,1994.0,29.7,1079,1504,71.7,21503,7250,450,525,85.7,426,524,81.3,187,371,50.4,3,4.0,4.0,-1.0,41,132,22,5,135,passing,ESP,MF,28.0,1994.0,29.7,12,0,0,62,26,0,150,25,34,0,0,0,126,23,24,48.9,misc,ESP,MF,28.0,1994.0,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2,defense
ESP-La Liga,2023,Villarreal,Gerard Moreno,ESP,FW,31.0,1992.0,30,28,2215,24.6,10,6,16,8,2,3,0,0,9.7,7.3,5.3,12.6,48,155,199,0.41,0.24,0.65,0.33,0.57,0.39,0.22,0.61,0.3,0.51,standard,ESP,FW,31.0,1992.0,24.6,10,60,18,30.0,2.44,0.73,0.13,0.44,15.3,0,2,3,9.7,7.3,0.12,0.3,0.7,shooting,ESP,FW,31.0,1992.0,24.6,1273,32,135,594,558,125,1270,84,43,51.2,36,42.9,768,4065,1591,48,41,23,49,53,1015,199,possession,ESP,FW,31.0,1992.0,24.6,779,1001,77.8,12813,3399,422,491,85.9,275,335,82.1,70,106,66.0,6,5.3,4.6,0.7,53,82,43,6,155,passing,ESP,FW,31.0,1992.0,24.6,0,0,0,22,38,17,27,9,12,0,0,0,87,27,28,49.1,misc,ESP,FW,31.0,1992.0,24.6,25,12,10,7,8,11,25,44.0,14,24,7,17,9,34,24,0,defense
ESP-La Liga,2023,Betis,Germán Pezzella,ARG,DF,32.0,1991.0,32,32,2767,30.7,1,0,1,1,0,0,7,0,2.0,2.0,0.3,2.3,5,64,1,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,standard,ARG,DF,32.0,1991.0,30.7,1,23,5,21.7,0.75,0.16,0.04,0.2,11.2,0,0,0,2.0,2.0,0.09,-1.0,-1.0,shooting,ARG,DF,32.0,1991.0,30.7,1779,240,1028,705,53,35,1779,6,3,50.0,3,50.0,974,4522,2271,5,7,0,19,4,1105,1,possession,ARG,DF,32.0,1991.0,30.7,1277,1485,86.0,23691,8483,443,475,93.3,724,811,89.3,94,168,56.0,0,0.3,0.3,-0.3,4,49,4,1,64,passing,ARG,DF,32.0,1991.0,30.7,7,0,0,22,13,6,2,31,24,0,0,0,148,84,39,68.3,misc,ARG,DF,32.0,1991.0,30.7,34,24,24,10,0,23,38,60.5,15,31,18,13,31,65,150,0,defense
ESP-La Liga,2023,Valencia,Giorgi Mamardashvili,GEO,GK,22.0,2000.0,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.0,0.0,0.4,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GEO,GK,22.0,2000.0,36.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,GK,22.0,2000.0,36.5,1216,1025,1211,5,0,0,1216,0,0,,0,,613,3426,1932,0,1,1,4,0,422,0,possession,GEO,GK,22.0,2000.0,36.5,589,1111,53.0,18905,15286,107,111,96.4,253,262,96.6,228,734,31.1,0,0.4,0.1,-0.4,2,26,1,0,0,passing,GEO,GK,22.0,2000.0,36.5,3,1,0,3,4,0,0,2,3,0,1,0,34,9,1,90.0,misc,GEO,GK,22.0,2000.0,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,defense
ESP-La Liga,2023,Mallorca,Giovanni González,URU,DF,28.0,1994.0,34,27,2464,27.4,1,1,2,1,0,0,6,0,0.5,0.5,1.4,1.8,28,91,95,0.04,0.04,0.07,0.04,0.07,0.02,0.05,0.07,0.02,0.07,standard,URU,DF,28.0,1994.0,27.4,1,14,4,28.6,0.51,0.15,0.07,0.25,21.3,0,0,0,0.5,0.5,0.03,0.5,0.5,shooting,URU,DF,28.0,1994.0,27.4,1504,85,497,701,317,23,1504,30,15,50.0,12,40.0,648,2771,1444,28,18,2,16,15,753,95,possession,URU,DF,28.0,1994.0,27.4,936,1244,75.2,15432,6464,485,549,88.3,342,448,76.3,90,176,51.1,1,1.4,1.9,-0.4,21,80,28,15,91,passing,URU,DF,28.0,1994.0,27.4,6,0,0,38,20,3,62,31,45,0,1,0,154,37,36,50.7,misc,URU,DF,28.0,1994.0,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2,defense
ESP-La Liga,2023,Alavés,Giuliano Simeone,ARG,FW,20.0,2002.0,14,6,630,7.0,1,2,3,1,0,1,1,0,2.4,1.6,2.0,3.6,25,24,47,0.14,0.29,0.43,0.14,0.43,0.34,0.29,0.63,0.23,0.52,standard,ARG,FW,20.0,2002.0,7.0,1,14,2,14.3,2.0,0.29,0.07,0.5,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6,shooting,ARG,FW,20.0,2002.0,7.0,254,5,43,80,137,27,253,22,9,40.9,12,54.5,137,907,513,25,8,5,15,9,159,47,possession,ARG,FW,20.0,2002.0,7.0,114,169,67.5,1546,563,70,93,75.3,34,45,75.6,3,7,42.9,2,2.0,1.2,0.0,11,9,12,1,24,passing,ARG,FW,20.0,2002.0,7.0,1,0,0,11,6,2,14,5,5,1,0,0,37,2,10,16.7,misc,ARG,FW,20.0,2002.0,7.0,7,5,2,3,2,5,17,29.4,12,10,0,10,5,12,3,0,defense
ESP-La Liga,2023,Cádiz,Gonzalo Escalante,ARG,MF,30.0,1993.0,25,18,1697,18.9,1,2,3,1,0,0,2,1,1.9,1.9,1.7,3.6,4,66,14,0.05,0.11,0.16,0.05,0.16,0.1,0.09,0.19,0.1,0.19,standard,ARG,MF,30.0,1993.0,18.9,1,14,3,21.4,0.74,0.16,0.07,0.33,17.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9,shooting,ARG,MF,30.0,1993.0,18.9,907,50,221,549,141,19,907,7,3,42.9,4,57.1,397,1557,679,4,9,0,17,12,511,14,possession,ARG,MF,30.0,1993.0,18.9,537,711,75.5,8811,2359,274,321,85.4,197,250,78.8,47,91,51.6,2,1.7,1.6,0.3,11,60,7,0,66,passing,ARG,MF,30.0,1993.0,18.9,2,1,0,31,14,2,5,26,24,0,0,0,91,31,30,50.8,misc,ARG,MF,30.0,1993.0,18.9,39,24,16,14,9,20,55,36.4,35,23,5,18,26,65,33,2,defense
ESP-La Liga,2023,Real Madrid,Gonzalo García,ESP,"FW,MF",19.0,2004.0,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,standard,ESP,"FW,MF",19.0,2004.0,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,ESP,"FW,MF",19.0,2004.0,0.2,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3,possession,ESP,"FW,MF",19.0,2004.0,0.2,4,7,57.1,35,7,4,6,66.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,"FW,MF",19.0,2004.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,misc,ESP,"FW,MF",19.0,2004.0,0.2,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,defense
ESP-La Liga,2023,Almería,Gonzalo Melero,ESP,"MF,FW",29.0,1994.0,28,10,1103,12.3,1,1,2,1,0,0,3,0,2.0,2.0,1.2,3.2,23,49,33,0.08,0.08,0.16,0.08,0.16,0.16,0.1,0.26,0.16,0.26,standard,ESP,"MF,FW",29.0,1994.0,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,shooting,ESP,"MF,FW",29.0,1994.0,12.3,580,20,94,357,133,28,580,18,7,38.9,10,55.6,335,1739,919,23,11,3,26,13,407,33,possession,ESP,"MF,FW",29.0,1994.0,12.3,381,465,81.9,5720,1633,210,245,85.7,143,164,87.2,17,26,65.4,1,1.2,0.9,-0.2,11,44,7,0,49,passing,ESP,"MF,FW",29.0,1994.0,12.3,3,0,0,21,17,1,4,4,8,0,0,0,41,19,22,46.3,misc,ESP,"MF,FW",29.0,1994.0,12.3,14,8,7,5,2,7,19,36.8,12,12,4,8,4,18,11,0,defense
