league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Sevilla,Djibril Sow,SUI,MF,26.0,1997.0,24,18,1460,16.2,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,25,73,45,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14,standard,SUI,MF,26.0,1997.0,16.2,1,18,5,27.8,1.11,0.31,0.06,0.2,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,shooting,SUI,MF,26.0,1997.0,16.2,840,22,159,479,207,33,840,8,5,62.5,2,25.0,487,2574,1174,25,17,0,23,3,577,45,possession,SUI,MF,26.0,1997.0,16.2,582,682,85.3,9552,1887,275,310,88.7,252,277,91.0,38,54,70.4,1,0.8,1.1,0.2,15,57,7,2,73,passing,SUI,MF,26.0,1997.0,16.2,6,0,0,27,19,2,5,17,21,0,0,0,73,14,18,43.8,misc,SUI,MF,26.0,1997.0,16.2,28,21,15,8,5,9,25,36.0,16,20,3,17,17,45,8,1,defense
ESP-La Liga,2023,Sevilla,Dodi Lukebakio,BEL,"FW,MF",25.0,1997.0,23,12,1125,12.5,5,1,6,5,0,0,0,0,5.6,5.6,0.7,6.2,48,26,116,0.4,0.08,0.48,0.4,0.48,0.45,0.05,0.5,0.45,0.5,standard,BEL,"FW,MF",25.0,1997.0,12.5,5,42,17,40.5,3.36,1.36,0.12,0.29,14.4,1,0,0,5.6,5.6,0.13,-0.6,-0.6,shooting,BEL,"FW,MF",25.0,1997.0,12.5,520,8,36,193,298,67,520,62,30,48.4,26,41.9,369,2713,1336,48,31,24,44,19,437,116,possession,BEL,"FW,MF",25.0,1997.0,12.5,269,351,76.6,4081,574,153,173,88.4,80,100,80.0,23,40,57.5,1,0.7,1.1,0.3,13,8,10,4,26,passing,BEL,"FW,MF",25.0,1997.0,12.5,0,0,0,24,22,4,36,2,2,0,1,0,33,12,13,48.0,misc,BEL,"FW,MF",25.0,1997.0,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,defense
ESP-La Liga,2023,Valencia,Domingos André Ribeiro Almeida,POR,"FW,MF",23.0,2000.0,18,12,965,10.7,2,1,3,2,0,0,0,0,0.6,0.6,1.2,1.8,24,50,33,0.19,0.09,0.28,0.19,0.28,0.05,0.11,0.17,0.05,0.17,standard,POR,"FW,MF",23.0,2000.0,10.7,2,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,shooting,POR,"FW,MF",23.0,2000.0,10.7,514,12,72,245,203,16,514,29,13,44.8,12,41.4,292,1847,861,24,27,6,20,17,367,33,possession,POR,"FW,MF",23.0,2000.0,10.7,315,399,78.9,4701,1257,183,202,90.6,99,124,79.8,23,40,57.5,1,1.2,0.9,-0.2,13,29,10,0,50,passing,POR,"FW,MF",23.0,2000.0,10.7,0,0,0,12,20,1,18,6,15,0,0,0,43,4,15,21.1,misc,POR,"FW,MF",23.0,2000.0,10.7,25,15,9,12,4,9,19,47.4,10,13,1,12,6,31,5,0,defense
ESP-La Liga,2023,Getafe,Domingos Duarte,POR,DF,28.0,1995.0,15,11,907,10.1,0,0,0,0,0,0,5,2,0.3,0.3,0.1,0.4,7,47,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,POR,DF,28.0,1995.0,10.1,0,1,0,0.0,0.1,0.0,0.0,,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,shooting,POR,DF,28.0,1995.0,10.1,453,45,173,264,20,6,453,3,1,33.3,1,33.3,211,1150,728,7,1,0,5,2,236,0,possession,POR,DF,28.0,1995.0,10.1,294,380,77.4,6753,2583,67,87,77.0,168,201,83.6,59,85,69.4,0,0.1,0.1,-0.1,2,40,1,1,47,passing,POR,DF,28.0,1995.0,10.1,5,2,1,8,8,0,1,8,4,0,0,0,45,14,10,58.3,misc,POR,DF,28.0,1995.0,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0,defense
ESP-La Liga,2023,Mallorca,Dominik Greif,SVK,GK,26.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVK,GK,26.0,1997.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SVK,GK,26.0,1997.0,1.0,34,28,34,0,0,0,34,0,0,,0,,17,96,64,0,0,0,0,0,13,0,possession,SVK,GK,26.0,1997.0,1.0,24,32,75.0,959,841,2,2,100.0,11,11,100.0,11,19,57.9,0,0.0,0.0,0.0,0,2,0,0,0,passing,SVK,GK,26.0,1997.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,SVK,GK,26.0,1997.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",20.0,2002.0,31,21,1817,20.2,0,2,2,0,0,0,9,0,0.9,0.9,1.4,2.3,49,106,31,0.0,0.1,0.1,0.0,0.1,0.05,0.07,0.11,0.05,0.11,standard,FRA,"MF,DF",20.0,2002.0,20.2,0,17,7,41.2,0.84,0.35,0.0,0.0,22.7,0,0,0,0.9,0.9,0.05,-0.9,-0.9,shooting,FRA,"MF,DF",20.0,2002.0,20.2,1605,55,399,885,344,20,1605,69,36,52.2,18,26.1,1011,5798,3129,49,56,5,26,24,1196,31,possession,FRA,"MF,DF",20.0,2002.0,20.2,1205,1328,90.7,19473,4856,593,629,94.3,505,540,93.5,75,102,73.5,2,1.4,1.8,0.6,20,100,14,3,106,passing,FRA,"MF,DF",20.0,2002.0,20.2,9,0,0,49,68,1,4,29,47,0,1,0,146,18,17,51.4,misc,FRA,"MF,DF",20.0,2002.0,20.2,76,47,39,29,8,23,39,59.0,16,36,8,28,29,105,29,1,defense
ESP-La Liga,2023,Alavés,Eneko Ortiz,ESP,DF,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,20.0,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,20.0,2003.0,0.2,4,0,0,2,2,0,4,0,0,,0,,2,22,17,1,1,0,0,0,2,1,possession,ESP,DF,20.0,2003.0,0.2,3,4,75.0,43,31,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,passing,ESP,DF,20.0,2003.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,misc,ESP,DF,20.0,2003.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Getafe,Enes Ünal,TUR,"FW,MF",26.0,1997.0,3,1,140,1.6,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,2,1,7,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3,standard,TUR,"FW,MF",26.0,1997.0,1.6,0,1,0,0.0,0.64,0.0,0.0,,18.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,TUR,"FW,MF",26.0,1997.0,1.6,49,2,7,18,25,6,49,4,2,50.0,1,25.0,31,149,78,2,2,0,2,1,37,7,possession,TUR,"FW,MF",26.0,1997.0,1.6,24,35,68.6,317,121,16,22,72.7,4,6,66.7,1,2,50.0,1,0.4,0.4,0.6,3,1,0,0,1,passing,TUR,"FW,MF",26.0,1997.0,1.6,0,0,0,5,5,4,1,0,0,0,0,0,5,3,13,18.8,misc,TUR,"FW,MF",26.0,1997.0,1.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,defense
ESP-La Liga,2023,Las Palmas,Enzo Loiodice,FRA,MF,22.0,2000.0,34,19,1790,19.9,0,1,1,0,0,0,2,0,0.5,0.5,1.3,1.9,27,97,72,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.09,0.03,0.09,standard,FRA,MF,22.0,2000.0,19.9,0,16,6,37.5,0.8,0.3,0.0,0.0,23.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,shooting,FRA,MF,22.0,2000.0,19.9,1362,34,238,799,337,26,1362,53,28,52.8,21,39.6,756,3333,1451,27,27,4,41,42,997,72,possession,FRA,MF,22.0,2000.0,19.9,935,1129,82.8,13041,2865,569,635,89.6,277,323,85.8,40,74,54.1,1,1.3,1.8,-0.3,19,81,7,0,97,passing,FRA,MF,22.0,2000.0,19.9,2,0,0,32,38,1,23,12,35,0,0,0,123,27,27,50.0,misc,FRA,MF,22.0,2000.0,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1,defense
ESP-La Liga,2023,Villarreal,Eric Bailly,CIV,DF,29.0,1994.0,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,CIV,DF,29.0,1994.0,9.3,0,2,0,0.0,0.21,0.0,0.0,,9.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2,shooting,CIV,DF,29.0,1994.0,9.3,459,79,282,175,9,3,459,8,7,87.5,0,0.0,243,1616,816,3,2,0,4,3,288,1,possession,CIV,DF,29.0,1994.0,9.3,337,385,87.5,6283,2551,112,123,91.1,191,210,91.0,29,41,70.7,0,0.0,0.0,0.0,0,12,1,0,18,passing,CIV,DF,29.0,1994.0,9.3,4,0,0,6,5,0,0,9,3,0,0,1,51,15,7,68.2,misc,CIV,DF,29.0,1994.0,9.3,5,3,4,1,0,2,2,100.0,0,8,8,0,9,14,38,2,defense
ESP-La Liga,2023,Las Palmas,Eric Curbelo,ESP,"DF,MF",29.0,1994.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"DF,MF",29.0,1994.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"DF,MF",29.0,1994.0,1.1,76,15,51,24,1,0,76,0,0,,0,,39,118,53,0,0,0,3,0,40,0,possession,ESP,"DF,MF",29.0,1994.0,1.1,57,59,96.6,885,340,30,30,100.0,25,27,92.6,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,4,passing,ESP,"DF,MF",29.0,1994.0,1.1,0,0,0,0,0,0,0,2,3,0,0,0,11,0,1,0.0,misc,ESP,"DF,MF",29.0,1994.0,1.1,4,3,2,2,0,3,4,75.0,1,3,1,2,2,6,5,1,defense
ESP-La Liga,2023,Barcelona,Eric García,ESP,DF,22.0,2001.0,2,0,57,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,ESP,DF,22.0,2001.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,11.0,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,ESP,DF,22.0,2001.0,0.6,53,2,18,33,2,1,53,0,0,,0,,34,171,114,0,0,0,0,0,37,0,possession,ESP,DF,22.0,2001.0,0.6,46,48,95.8,802,308,22,23,95.7,21,21,100.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,5,passing,ESP,DF,22.0,2001.0,0.6,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0,misc,ESP,DF,22.0,2001.0,0.6,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,defense
ESP-La Liga,2023,Girona,Eric García,ESP,DF,22.0,2001.0,30,30,2637,29.3,5,0,5,5,0,0,4,0,2.8,2.8,0.5,3.4,45,221,18,0.17,0.0,0.17,0.17,0.17,0.1,0.02,0.12,0.1,0.12,standard,ESP,DF,22.0,2001.0,29.3,5,16,6,37.5,0.55,0.2,0.31,0.83,9.4,0,0,0,2.8,2.8,0.18,2.2,2.2,shooting,ESP,DF,22.0,2001.0,29.3,2567,180,972,1378,227,23,2567,9,4,44.4,4,44.4,1604,7491,4670,45,34,1,17,9,1900,18,possession,ESP,DF,22.0,2001.0,29.3,2064,2306,89.5,37231,14739,810,866,93.5,1059,1123,94.3,169,252,67.1,0,0.5,1.1,-0.5,10,223,17,2,221,passing,ESP,DF,22.0,2001.0,29.3,4,0,0,24,26,3,10,30,37,1,0,0,128,49,37,57.0,misc,ESP,DF,22.0,2001.0,29.3,55,37,34,18,3,34,49,69.4,15,36,18,18,30,85,79,2,defense
ESP-La Liga,2023,Betis,Ezequiel Ávila,ARG,FW,29.0,1994.0,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,standard,ARG,FW,29.0,1994.0,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,0.3,0.3,shooting,ARG,FW,29.0,1994.0,3.3,125,4,9,47,69,10,125,4,2,50.0,1,25.0,89,478,184,7,4,1,5,3,106,31,possession,ARG,FW,29.0,1994.0,3.3,55,91,60.4,914,180,26,30,86.7,18,30,60.0,6,17,35.3,0,0.1,0.1,-0.1,2,2,2,0,6,passing,ARG,FW,29.0,1994.0,3.3,4,1,1,3,12,0,12,1,1,0,0,0,9,4,5,44.4,misc,ARG,FW,29.0,1994.0,3.3,2,1,0,2,0,1,3,33.3,2,2,0,2,1,3,4,0,defense
ESP-La Liga,2023,Osasuna,Ezequiel Ávila,ARG,"FW,MF",29.0,1994.0,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,standard,ARG,"FW,MF",29.0,1994.0,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0,shooting,ARG,"FW,MF",29.0,1994.0,9.6,474,5,41,183,253,28,474,18,5,27.8,10,55.6,236,1037,429,14,16,5,12,1,314,75,possession,ARG,"FW,MF",29.0,1994.0,9.6,232,371,62.5,5068,1419,94,122,77.0,75,118,63.6,59,109,54.1,3,2.3,2.7,0.7,21,25,18,7,39,passing,ARG,"FW,MF",29.0,1994.0,9.6,3,2,0,8,20,4,79,4,2,0,0,0,37,10,20,33.3,misc,ARG,"FW,MF",29.0,1994.0,9.6,3,2,1,1,1,3,11,27.3,8,14,0,14,4,7,8,0,defense
ESP-La Liga,2023,Las Palmas,Fabio González,ESP,MF,26.0,1997.0,6,1,123,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,26.0,1997.0,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,26.0,1997.0,1.4,133,1,26,88,19,0,133,1,1,100.0,0,0.0,89,282,91,0,2,0,0,2,108,2,possession,ESP,MF,26.0,1997.0,1.4,119,129,92.2,1859,356,70,75,93.3,39,41,95.1,8,9,88.9,0,0.0,0.1,0.0,0,11,0,0,9,passing,ESP,MF,26.0,1997.0,1.4,1,0,0,1,1,0,2,0,2,0,0,0,13,1,2,33.3,misc,ESP,MF,26.0,1997.0,1.4,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,defense
ESP-La Liga,2023,Getafe,Fabrizio Angileri,ARG,"DF,MF",29.0,1994.0,11,2,164,1.8,0,0,0,0,0,0,2,1,0.0,0.0,1.3,1.3,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73,standard,ARG,"DF,MF",29.0,1994.0,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARG,"DF,MF",29.0,1994.0,1.8,121,7,34,52,37,1,121,4,2,50.0,1,25.0,59,237,92,2,2,0,1,0,62,6,possession,ARG,"DF,MF",29.0,1994.0,1.8,68,103,66.0,1143,377,30,38,78.9,25,36,69.4,8,18,44.4,0,1.3,0.9,-1.3,4,4,4,3,7,passing,ARG,"DF,MF",29.0,1994.0,1.8,2,1,0,1,1,0,8,4,1,0,0,0,15,6,5,54.5,misc,ARG,"DF,MF",29.0,1994.0,1.8,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,8,0,defense
ESP-La Liga,2023,Granada,Facundo Pellistri,URU,"MF,FW",21.0,2001.0,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33,22,96,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27,standard,URU,"MF,FW",21.0,2001.0,13.7,2,17,6,35.3,1.24,0.44,0.12,0.33,14.5,0,0,0,2.5,2.5,0.14,-0.5,-0.5,shooting,URU,"MF,FW",21.0,2001.0,13.7,460,9,66,150,260,50,460,28,12,42.9,14,50.0,271,2127,1015,33,14,13,42,20,281,96,possession,URU,"MF,FW",21.0,2001.0,13.7,213,305,69.8,2770,661,131,159,82.4,63,87,72.4,6,12,50.0,1,1.2,1.1,-0.2,18,3,14,5,22,passing,URU,"MF,FW",21.0,2001.0,13.7,2,1,1,22,21,5,30,4,19,1,0,0,57,9,22,29.0,misc,URU,"MF,FW",21.0,2001.0,13.7,29,19,12,10,7,6,21,28.6,15,18,0,18,4,33,7,0,defense
ESP-La Liga,2023,Granada,Faitout Maouassa,FRA,"DF,MF",25.0,1998.0,6,2,229,2.5,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,8,6,15,0.0,0.39,0.39,0.0,0.39,0.06,0.18,0.24,0.06,0.24,standard,FRA,"DF,MF",25.0,1998.0,2.5,0,5,0,0.0,1.97,0.0,0.0,,20.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,FRA,"DF,MF",25.0,1998.0,2.5,126,6,35,41,53,5,126,4,1,25.0,2,50.0,58,341,190,8,5,2,6,1,63,15,possession,FRA,"DF,MF",25.0,1998.0,2.5,58,97,59.8,926,409,27,39,69.2,24,29,82.8,5,22,22.7,1,0.5,0.4,0.5,5,4,1,1,6,passing,FRA,"DF,MF",25.0,1998.0,2.5,0,0,0,3,3,0,20,1,5,0,0,0,11,3,1,75.0,misc,FRA,"DF,MF",25.0,1998.0,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0,defense
ESP-La Liga,2023,Cádiz,Fali,ESP,DF,29.0,1993.0,30,30,2547,28.3,0,0,0,0,0,0,12,0,0.8,0.8,0.1,0.9,16,82,10,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,ESP,DF,29.0,1993.0,28.3,0,11,3,27.3,0.39,0.11,0.0,0.0,15.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,shooting,ESP,DF,29.0,1993.0,28.3,1307,191,647,615,52,18,1307,5,3,60.0,1,20.0,643,3354,2047,16,8,0,6,2,696,10,possession,ESP,DF,29.0,1993.0,28.3,799,1050,76.1,17510,6817,215,243,88.5,440,505,87.1,137,278,49.3,0,0.1,0.3,-0.1,4,76,5,1,82,passing,ESP,DF,29.0,1993.0,28.3,12,0,0,23,19,0,10,27,26,0,0,0,127,39,39,50.0,misc,ESP,DF,29.0,1993.0,28.3,41,26,29,11,1,21,36,58.3,15,38,24,14,27,68,120,0,defense
ESP-La Liga,2023,Granada,Famara Diedhiou,SEN,"FW,MF",30.0,1992.0,8,0,89,1.0,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,5,0,19,0.0,1.01,1.01,0.0,1.01,0.5,0.21,0.71,0.5,0.71,standard,SEN,"FW,MF",30.0,1992.0,1.0,0,5,3,60.0,5.06,3.03,0.0,0.0,18.1,0,0,0,0.5,0.5,0.1,-0.5,-0.5,shooting,SEN,"FW,MF",30.0,1992.0,1.0,68,5,7,20,41,10,68,5,4,80.0,1,20.0,40,241,99,5,3,2,12,2,53,19,possession,SEN,"FW,MF",30.0,1992.0,1.0,20,41,48.8,278,22,14,22,63.6,3,9,33.3,2,3,66.7,1,0.2,0.2,0.8,1,0,0,0,0,passing,SEN,"FW,MF",30.0,1992.0,1.0,1,0,0,6,3,0,2,0,1,1,0,0,5,12,6,66.7,misc,SEN,"FW,MF",30.0,1992.0,1.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,defense
ESP-La Liga,2023,Cádiz,Fede San Emeterio,ESP,MF,26.0,1997.0,4,3,152,1.7,1,0,1,1,0,0,1,1,0.1,0.1,0.1,0.1,0,4,0,0.59,0.0,0.59,0.59,0.59,0.03,0.05,0.09,0.03,0.09,standard,ESP,MF,26.0,1997.0,1.7,1,1,1,100.0,0.59,0.59,1.0,1.0,5.0,0,0,0,0.1,0.1,0.06,0.9,0.9,shooting,ESP,MF,26.0,1997.0,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0,possession,ESP,MF,26.0,1997.0,1.7,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,-0.1,1,3,1,1,4,passing,ESP,MF,26.0,1997.0,1.7,1,1,0,8,3,0,1,2,2,0,0,0,5,3,4,42.9,misc,ESP,MF,26.0,1997.0,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0,defense
ESP-La Liga,2023,Sevilla,Federico Gattoni,ARG,"DF,FW",24.0,1999.0,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,"DF,FW",24.0,1999.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARG,"DF,FW",24.0,1999.0,0.1,11,1,6,5,0,0,11,0,0,,0,,3,15,12,0,0,0,0,0,3,0,possession,ARG,"DF,FW",24.0,1999.0,0.1,7,9,77.8,137,21,2,3,66.7,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,"DF,FW",24.0,1999.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,66.7,misc,ARG,"DF,FW",24.0,1999.0,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,defense
ESP-La Liga,2023,Real Madrid,Federico Valverde,URU,MF,25.0,1998.0,37,33,2904,32.3,2,7,9,2,0,0,2,0,3.5,3.5,5.8,9.3,104,231,102,0.06,0.22,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,standard,URU,MF,25.0,1998.0,32.3,2,56,18,32.1,1.74,0.56,0.04,0.11,23.0,1,0,0,3.5,3.5,0.06,-1.5,-1.5,shooting,URU,MF,25.0,1998.0,32.3,2448,77,384,1382,708,69,2448,44,22,50.0,21,47.7,1610,9227,5027,104,102,15,28,12,1925,102,possession,URU,MF,25.0,1998.0,32.3,1901,2117,89.8,29049,7780,1109,1169,94.9,612,675,90.7,126,185,68.1,7,5.8,3.4,1.2,49,229,41,4,231,passing,URU,MF,25.0,1998.0,32.3,2,0,0,19,15,0,30,43,34,0,0,0,160,21,10,67.7,misc,URU,MF,25.0,1998.0,32.3,47,34,22,13,12,24,42,57.1,18,39,2,37,43,90,40,0,defense
ESP-La Liga,2023,Real Madrid,Ferland Mendy,FRA,DF,28.0,1995.0,23,21,1720,19.1,0,0,0,0,0,0,5,0,0.2,0.2,0.9,1.1,19,84,96,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard,FRA,DF,28.0,1995.0,19.1,0,5,1,20.0,0.26,0.05,0.0,0.0,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,FRA,DF,28.0,1995.0,19.1,1409,44,387,687,345,17,1409,28,13,46.4,13,46.4,858,3474,1505,19,21,3,20,14,1026,96,possession,FRA,DF,28.0,1995.0,19.1,1201,1275,94.2,16396,4875,759,781,97.2,356,383,93.0,41,50,82.0,0,0.9,0.7,-0.9,11,63,10,1,84,passing,FRA,DF,28.0,1995.0,19.1,5,0,0,17,15,0,5,13,10,0,0,0,97,6,5,54.5,misc,FRA,DF,28.0,1995.0,19.1,15,10,12,2,1,11,14,78.6,3,12,2,10,13,28,26,1,defense
ESP-La Liga,2023,Barcelona,Fermin López,ESP,"MF,FW",20.0,2003.0,31,14,1446,16.1,8,0,8,8,0,0,2,0,7.5,7.5,1.1,8.6,42,76,93,0.5,0.0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54,standard,ESP,"MF,FW",20.0,2003.0,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0,0,0,7.5,7.5,0.15,0.5,0.5,shooting,ESP,"MF,FW",20.0,2003.0,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93,possession,ESP,"MF,FW",20.0,2003.0,16.1,522,631,82.7,7613,1710,321,349,92.0,138,172,80.2,38,54,70.4,0,1.1,1.3,-1.1,18,53,16,2,76,passing,ESP,"MF,FW",20.0,2003.0,16.1,2,0,0,43,17,10,17,4,21,0,0,0,70,8,23,25.8,misc,ESP,"MF,FW",20.0,2003.0,16.1,41,21,15,18,8,14,40,35.0,26,14,1,13,4,45,9,0,defense
