league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ESP-La Liga,2024,Real Sociedad,Jon Magunazelaia,ESP,MF,24-272,2000.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,24-272,2000.0,0.1,16,0,5,9,4,0,16,0,0,,0,,9,28,9,0,0,0,0,0,9,0,possession,ESP,MF,24-272,2000.0,0.1,0,0,0,1,1,0,0,0,1,0,0,0,5,3,0,100.0,misc,ESP,MF,24-272,2000.0,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,ESP,MF,24-272,2000.0,0.1,7,13,53.8,117,30,3,7,42.9,4,4,100.0,0,0,,0,0.0,0.1,0.0,0,0,0,0,1,passing,ESP,MF,24-272,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Real Sociedad,Jon Martin,ESP,DF,19-100,2006.0,7,0,364,4.0,0,1,1,0,0,0,2,0,0.4,0.4,0.1,0.5,0,7,0,0.0,0.25,0.25,0.0,0.25,0.11,0.01,0.12,0.11,0.12,standard,ESP,DF,19-100,2006.0,4.0,196,44,121,66,9,6,196,0,0,,0,,83,394,232,0,1,0,2,0,104,0,possession,ESP,DF,19-100,2006.0,4.0,2,0,0,10,0,0,0,5,2,0,0,0,11,19,6,76.0,misc,ESP,DF,19-100,2006.0,4.0,3,2,2,0,1,2,3,66.7,1,6,5,1,5,8,26,0,defense,ESP,DF,19-100,2006.0,4.0,113,140,80.7,2214,784,30,38,78.9,76,79,96.2,7,19,36.8,1,0.1,0.0,0.9,1,2,0,0,7,passing,ESP,DF,19-100,2006.0,4.0,0,5,0,0.0,1.24,0.0,0.0,,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting
ESP-La Liga,2024,Osasuna,Jon Moncayola,ESP,MF,26-333,1998.0,28,24,1966,21.8,0,0,0,0,0,0,8,0,1.6,1.6,3.5,5.1,19,98,46,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,standard,ESP,MF,26-333,1998.0,21.8,1119,35,196,608,323,30,1119,12,4,33.3,7,58.3,528,2046,986,19,14,4,22,7,675,46,possession,ESP,MF,26-333,1998.0,21.8,8,0,0,31,7,0,95,11,36,0,0,0,84,14,14,50.0,misc,ESP,MF,26-333,1998.0,21.8,64,36,24,32,8,28,56,50.0,28,34,3,31,11,75,19,0,defense,ESP,MF,26-333,1998.0,21.8,687,924,74.4,12645,4125,294,337,87.2,281,359,78.3,93,176,52.8,0,3.5,4.3,-3.5,28,71,22,11,98,passing,ESP,MF,26-333,1998.0,21.8,0,20,8,40.0,0.92,0.37,0.0,0.0,17.9,0,0,0,1.6,1.6,0.08,-1.6,-1.6,shooting
ESP-La Liga,2024,Real Sociedad,Jon Pacheco,ESP,DF,24-093,2001.0,11,7,629,7.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,11,20,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,24-093,2001.0,7.0,446,54,209,232,9,5,446,0,0,,0,,221,1367,868,11,3,1,2,0,265,0,possession,ESP,DF,24-093,2001.0,7.0,3,0,0,16,4,0,0,6,6,0,0,0,24,16,13,55.2,misc,ESP,DF,24-093,2001.0,7.0,10,6,7,3,0,6,8,75.0,2,7,6,1,6,16,36,1,defense,ESP,DF,24-093,2001.0,7.0,319,380,83.9,6305,1847,114,128,89.1,164,175,93.7,41,70,58.6,0,0.0,0.2,0.0,0,22,2,0,20,passing,ESP,DF,24-093,2001.0,7.0,0,1,0,0.0,0.14,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting
ESP-La Liga,2024,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29-016,1996.0,12,10,811,9.0,0,1,1,0,0,0,1,0,0.8,0.8,1.8,2.6,31,30,71,0.0,0.11,0.11,0.0,0.11,0.09,0.2,0.29,0.09,0.29,standard,CIV,"FW,MF",29-016,1996.0,9.0,468,7,74,235,170,21,468,38,15,39.5,19,50.0,307,1885,936,31,15,8,20,13,351,71,possession,CIV,"FW,MF",29-016,1996.0,9.0,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3,misc,CIV,"FW,MF",29-016,1996.0,9.0,12,7,4,6,2,5,12,41.7,7,6,0,6,5,17,6,0,defense,CIV,"FW,MF",29-016,1996.0,9.0,287,364,78.8,4015,1041,170,197,86.3,85,102,83.3,14,24,58.3,1,1.8,1.6,-0.8,12,20,13,6,30,passing,CIV,"FW,MF",29-016,1996.0,9.0,0,13,6,46.2,1.44,0.67,0.0,0.0,18.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
ESP-La Liga,2024,Osasuna,Jorge Herrando,ESP,DF,24-042,2001.0,14,11,1006,11.2,1,0,1,1,0,0,3,0,1.1,1.1,0.0,1.1,5,28,1,0.09,0.0,0.09,0.09,0.09,0.1,0.0,0.1,0.1,0.1,standard,ESP,DF,24-042,2001.0,11.2,607,73,314,270,25,14,607,1,1,100.0,0,0.0,349,1562,813,5,1,0,2,1,396,1,possession,ESP,DF,24-042,2001.0,11.2,3,0,0,14,2,0,0,7,9,0,0,0,30,22,7,75.9,misc,ESP,DF,24-042,2001.0,11.2,11,9,5,5,1,5,9,55.6,4,15,11,4,7,18,47,2,defense,ESP,DF,24-042,2001.0,11.2,428,509,84.1,7968,2833,135,148,91.2,261,285,91.6,27,63,42.9,0,0.0,0.1,0.0,0,22,0,0,28,passing,ESP,DF,24-042,2001.0,11.2,1,10,3,30.0,0.89,0.27,0.1,0.33,11.0,0,0,0,1.1,1.1,0.11,-0.1,-0.1,shooting
ESP-La Liga,2024,Leganés,Jorge Sáenz,ESP,DF,28-145,1996.0,15,11,985,10.9,1,0,1,1,0,0,3,1,0.5,0.5,0.1,0.6,5,20,0,0.09,0.0,0.09,0.09,0.09,0.05,0.01,0.06,0.05,0.06,standard,ESP,DF,28-145,1996.0,10.9,747,93,415,329,7,5,747,2,0,0.0,1,50.0,380,1561,865,5,1,0,5,1,445,0,possession,ESP,DF,28-145,1996.0,10.9,3,1,0,19,8,0,0,18,15,0,1,0,36,27,20,57.4,misc,ESP,DF,28-145,1996.0,10.9,23,15,10,12,1,6,10,60.0,4,15,10,5,18,41,97,0,defense,ESP,DF,28-145,1996.0,10.9,488,579,84.3,9846,3759,157,165,95.2,272,292,93.2,54,110,49.1,0,0.1,0.2,-0.1,2,22,1,0,20,passing,ESP,DF,28-145,1996.0,10.9,1,3,1,33.3,0.27,0.09,0.33,1.0,10.5,0,0,0,0.5,0.5,0.17,0.5,0.5,shooting
ESP-La Liga,2024,Rayo Vallecano,Jorge de Frutos,ESP,"FW,MF",28-050,1997.0,28,24,1993,22.1,4,3,7,4,0,0,2,1,4.6,4.6,3.1,7.8,67,41,175,0.18,0.14,0.32,0.18,0.32,0.21,0.14,0.35,0.21,0.35,standard,ESP,"FW,MF",28-050,1997.0,22.1,837,18,135,264,461,83,837,82,26,31.7,48,58.5,502,3389,1825,67,45,23,59,31,569,175,possession,ESP,"FW,MF",28-050,1997.0,22.1,2,1,0,33,23,2,61,15,14,0,0,0,86,12,18,40.0,misc,ESP,"FW,MF",28-050,1997.0,22.1,27,14,10,10,7,11,36,30.6,25,16,0,16,15,42,19,1,defense,ESP,"FW,MF",28-050,1997.0,22.1,389,571,68.1,5492,1489,237,294,80.6,113,165,68.5,21,43,48.8,3,3.1,2.2,-0.1,27,18,27,13,41,passing,ESP,"FW,MF",28-050,1997.0,22.1,4,41,13,31.7,1.85,0.59,0.1,0.31,15.9,0,0,0,4.6,4.6,0.11,-0.6,-0.6,shooting
ESP-La Liga,2024,Celta Vigo,Joseph Aidoo,GHA,DF,29-194,1995.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,DF,29-194,1995.0,0.0,8,0,4,4,0,0,8,0,0,,0,,7,9,8,0,0,0,0,1,6,0,possession,GHA,DF,29-194,1995.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,GHA,DF,29-194,1995.0,0.0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,defense,GHA,DF,29-194,1995.0,0.0,6,7,85.7,126,81,1,1,100.0,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,GHA,DF,29-194,1995.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Valladolid,Joseph Aidoo,GHA,DF,29-194,1995.0,4,3,275,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,DF,29-194,1995.0,3.1,200,25,131,70,0,0,200,0,0,,0,,130,589,290,0,0,0,0,0,145,0,possession,GHA,DF,29-194,1995.0,3.1,0,0,0,1,2,0,0,3,3,0,0,0,15,1,3,25.0,misc,GHA,DF,29-194,1995.0,3.1,3,3,2,1,0,2,2,100.0,0,0,0,0,3,6,10,0,defense,GHA,DF,29-194,1995.0,3.1,152,180,84.4,2983,1131,45,48,93.8,93,100,93.0,13,30,43.3,0,0.0,0.0,0.0,0,7,1,0,3,passing,GHA,DF,29-194,1995.0,3.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Osasuna,José Arnaiz,ESP,"MF,FW",29-361,1995.0,12,1,115,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,3,13,0.0,0.0,0.0,0.0,0.0,0.22,0.07,0.29,0.22,0.29,standard,ESP,"MF,FW",29-361,1995.0,1.3,94,3,16,38,42,7,94,5,1,20.0,2,40.0,45,234,114,4,2,1,4,4,46,13,possession,ESP,"MF,FW",29-361,1995.0,1.3,0,0,0,0,5,3,13,3,4,0,0,0,14,1,3,25.0,misc,ESP,"MF,FW",29-361,1995.0,1.3,6,4,3,2,1,4,7,57.1,3,2,0,2,3,9,1,0,defense,ESP,"MF,FW",29-361,1995.0,1.3,37,59,62.7,506,149,21,25,84.0,7,13,53.8,4,13,30.8,0,0.1,0.3,-0.1,2,2,3,2,3,passing,ESP,"MF,FW",29-361,1995.0,1.3,0,5,2,40.0,3.91,1.57,0.0,0.0,21.8,1,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting
ESP-La Liga,2024,Las Palmas,José Campaña,ESP,MF,31-315,1993.0,20,14,1073,11.9,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,8,71,12,0.0,0.17,0.17,0.0,0.17,0.01,0.06,0.07,0.01,0.07,standard,ESP,MF,31-315,1993.0,11.9,822,36,196,500,133,5,822,16,7,43.8,7,43.8,413,1802,786,8,11,1,15,11,536,12,possession,ESP,MF,31-315,1993.0,11.9,3,0,0,7,19,0,26,18,14,0,1,0,73,15,4,78.9,misc,ESP,MF,31-315,1993.0,11.9,17,14,7,8,2,9,16,56.3,7,8,0,8,18,35,19,1,defense,ESP,MF,31-315,1993.0,11.9,611,723,84.5,10664,3604,276,303,91.1,249,285,87.4,65,97,67.0,2,0.8,0.8,1.2,10,58,11,3,71,passing,ESP,MF,31-315,1993.0,11.9,0,4,2,50.0,0.34,0.17,0.0,0.0,39.9,2,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ESP-La Liga,2024,Espanyol,José Gragera,ESP,MF,24-132,2000.0,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,MF,24-132,2000.0,6.3,284,13,74,190,21,4,284,4,1,25.0,2,50.0,119,457,216,1,0,0,3,1,164,3,possession,ESP,MF,24-132,2000.0,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8,misc,ESP,MF,24-132,2000.0,6.3,25,16,11,14,0,9,17,52.9,8,9,1,8,5,30,13,0,defense,ESP,MF,24-132,2000.0,6.3,190,217,87.6,3436,848,74,87,85.1,101,106,95.3,12,17,70.6,0,0.0,0.1,0.0,1,14,0,0,14,passing,ESP,MF,24-132,2000.0,6.3,0,2,0,0.0,0.32,0.0,0.0,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ESP-La Liga,2024,Valencia,José Luis García Vayá,ESP,MF,26-243,1998.0,27,15,1436,16.0,1,2,3,0,1,1,8,1,1.3,0.5,1.8,2.3,9,124,15,0.06,0.13,0.19,0.0,0.13,0.08,0.11,0.19,0.03,0.14,standard,ESP,MF,26-243,1998.0,16.0,1183,42,230,697,272,11,1182,10,6,60.0,2,20.0,540,2139,1067,9,14,1,10,10,719,15,possession,ESP,MF,26-243,1998.0,16.0,8,1,0,24,14,1,99,14,20,0,0,0,91,21,18,53.8,misc,ESP,MF,26-243,1998.0,16.0,35,20,18,11,6,13,25,52.0,12,17,6,11,14,49,28,0,defense,ESP,MF,26-243,1998.0,16.0,822,1055,77.9,15623,5247,353,390,90.5,340,406,83.7,115,217,53.0,2,1.8,2.1,0.2,28,146,5,3,124,passing,ESP,MF,26-243,1998.0,16.0,1,12,4,33.3,0.75,0.25,0.0,0.0,24.8,1,1,1,1.3,0.5,0.04,-0.3,-0.5,shooting
ESP-La Liga,2024,Valencia,José Luis Gayà,ESP,DF,29-321,1995.0,16,15,1236,13.7,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,20,44,113,0.0,0.07,0.07,0.0,0.07,0.04,0.15,0.2,0.04,0.2,standard,ESP,DF,29-321,1995.0,13.7,831,39,234,336,264,11,831,16,5,31.3,10,62.5,387,1775,926,20,22,3,12,1,481,113,possession,ESP,DF,29-321,1995.0,13.7,5,0,0,22,9,2,63,16,30,0,0,0,62,8,6,57.1,misc,ESP,DF,29-321,1995.0,13.7,42,30,30,9,3,31,43,72.1,12,11,0,11,16,58,43,0,defense,ESP,DF,29-321,1995.0,13.7,532,687,77.4,9256,3071,256,288,88.9,219,264,83.0,52,110,47.3,1,2.1,2.5,-1.1,19,34,24,18,44,passing,ESP,DF,29-321,1995.0,13.7,0,8,1,12.5,0.58,0.07,0.0,0.0,23.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting
ESP-La Liga,2024,Atlético Madrid,José María Giménez,URU,DF,30-081,1995.0,23,16,1639,18.2,0,1,1,0,0,0,5,0,0.3,0.3,0.2,0.5,1,48,1,0.0,0.05,0.05,0.0,0.05,0.02,0.01,0.03,0.02,0.03,standard,URU,DF,30-081,1995.0,18.2,1260,230,677,561,26,10,1260,3,2,66.7,1,33.3,770,3331,1688,1,1,0,4,3,858,1,possession,URU,DF,30-081,1995.0,18.2,5,0,0,10,10,0,0,22,13,0,0,1,64,31,30,50.8,misc,URU,DF,30-081,1995.0,18.2,20,13,13,7,0,14,24,58.3,10,23,16,7,22,42,96,1,defense,URU,DF,30-081,1995.0,18.2,985,1081,91.1,20354,7522,275,293,93.9,571,598,95.5,129,174,74.1,1,0.2,0.2,0.8,2,43,0,0,48,passing,URU,DF,30-081,1995.0,18.2,0,4,1,25.0,0.22,0.05,0.0,0.0,9.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,shooting
ESP-La Liga,2024,Getafe,Juan Bernat,ESP,"MF,FW",32-041,1993.0,8,5,407,4.5,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,2,10,25,0.0,0.22,0.22,0.0,0.22,0.03,0.11,0.14,0.03,0.14,standard,ESP,"MF,FW",32-041,1993.0,4.5,169,5,32,71,68,8,169,13,6,46.2,7,53.8,89,329,80,2,1,2,13,7,96,25,possession,ESP,"MF,FW",32-041,1993.0,4.5,0,0,0,4,3,0,8,1,8,0,0,0,17,7,9,43.8,misc,ESP,"MF,FW",32-041,1993.0,4.5,12,8,5,4,3,4,7,57.1,3,4,2,2,1,13,8,0,defense,ESP,"MF,FW",32-041,1993.0,4.5,75,110,68.2,1010,242,51,65,78.5,18,27,66.7,3,4,75.0,1,0.5,0.3,0.5,4,6,5,2,10,passing,ESP,"MF,FW",32-041,1993.0,4.5,0,3,0,0.0,0.66,0.0,0.0,,18.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ESP-La Liga,2024,Villarreal,Juan Bernat,ESP,"DF,MF",32-041,1993.0,10,1,212,2.4,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,4,8,23,0.0,0.42,0.42,0.0,0.42,0.12,0.17,0.29,0.12,0.29,standard,ESP,"DF,MF",32-041,1993.0,2.4,160,10,42,63,56,13,160,8,3,37.5,5,62.5,83,347,168,4,3,1,3,2,100,23,possession,ESP,"DF,MF",32-041,1993.0,2.4,0,0,0,0,2,1,9,1,7,0,0,0,13,5,2,71.4,misc,ESP,"DF,MF",32-041,1993.0,2.4,9,7,7,1,1,4,5,80.0,1,3,1,2,1,10,4,0,defense,ESP,"DF,MF",32-041,1993.0,2.4,101,130,77.7,1479,244,54,61,88.5,45,53,84.9,1,6,16.7,1,0.4,0.4,0.6,4,4,1,1,8,passing,ESP,"DF,MF",32-041,1993.0,2.4,0,2,1,50.0,0.85,0.42,0.0,0.0,17.6,0,0,0,0.3,0.3,0.14,-0.3,-0.3,shooting
ESP-La Liga,2024,Getafe,Juan Berrocal,ESP,DF,25-342,1999.0,14,8,814,9.0,0,0,0,0,0,0,6,1,0.2,0.2,0.0,0.3,1,20,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,ESP,DF,25-342,1999.0,9.0,389,41,196,181,13,6,389,0,0,,0,,153,698,353,1,1,0,3,0,157,1,possession,ESP,DF,25-342,1999.0,9.0,6,1,1,14,1,0,0,11,7,0,1,0,30,27,12,69.2,misc,ESP,DF,25-342,1999.0,9.0,14,7,10,4,0,10,13,76.9,3,2,2,0,11,25,40,0,defense,ESP,DF,25-342,1999.0,9.0,230,304,75.7,4728,1995,64,71,90.1,138,167,82.6,25,59,42.4,0,0.0,0.1,0.0,1,15,1,0,20,passing,ESP,DF,25-342,1999.0,9.0,0,3,0,0.0,0.33,0.0,0.0,,11.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting
ESP-La Liga,2024,Leganés,Juan Cruz,ESP,"FW,DF",24-351,2000.0,29,22,1908,21.2,4,3,7,4,0,0,2,0,1.7,1.7,2.9,4.6,53,58,118,0.19,0.14,0.33,0.19,0.33,0.08,0.14,0.21,0.08,0.21,standard,ESP,"FW,DF",24-351,2000.0,21.2,820,20,152,317,367,38,820,73,36,49.3,31,42.5,481,3001,1467,53,39,21,31,19,495,118,possession,ESP,"FW,DF",24-351,2000.0,21.2,2,0,0,11,20,7,83,11,17,0,0,0,91,12,15,44.4,misc,ESP,"FW,DF",24-351,2000.0,21.2,26,17,11,13,2,15,30,50.0,15,14,2,12,11,37,26,0,defense,ESP,"FW,DF",24-351,2000.0,21.2,416,620,67.1,6671,2608,223,274,81.4,150,212,70.8,34,90,37.8,3,2.9,3.1,0.1,20,26,28,12,58,passing,ESP,"FW,DF",24-351,2000.0,21.2,4,30,12,40.0,1.42,0.57,0.13,0.33,21.5,1,0,0,1.7,1.7,0.06,2.3,2.3,shooting
ESP-La Liga,2024,Osasuna,Juan Cruz Armada,ESP,DF,32-257,1992.0,19,15,1145,12.7,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,8,38,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,DF,32-257,1992.0,12.7,600,57,216,294,94,4,600,4,1,25.0,2,50.0,229,841,493,8,7,2,8,3,276,11,possession,ESP,DF,32-257,1992.0,12.7,3,0,0,12,2,2,9,8,10,0,0,0,36,6,5,54.5,misc,ESP,DF,32-257,1992.0,12.7,19,10,9,9,1,11,19,57.9,8,13,3,10,8,27,43,0,defense,ESP,DF,32-257,1992.0,12.7,375,493,76.1,5943,2678,188,214,87.9,159,210,75.7,18,47,38.3,0,0.0,0.2,0.0,2,40,0,0,38,passing,ESP,DF,32-257,1992.0,12.7,0,3,0,0.0,0.24,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ESP-La Liga,2024,Villarreal,Juan Foyth,ARG,DF,27-089,1998.0,12,10,902,10.0,1,0,1,1,0,0,3,0,1.9,1.9,0.3,2.2,11,51,9,0.1,0.0,0.1,0.1,0.1,0.19,0.03,0.22,0.19,0.22,standard,ARG,DF,27-089,1998.0,10.0,751,81,361,311,87,13,751,5,3,60.0,2,40.0,361,2007,1393,11,10,0,5,2,453,9,possession,ARG,DF,27-089,1998.0,10.0,3,0,0,9,3,0,4,14,14,0,0,0,33,29,19,60.4,misc,ARG,DF,27-089,1998.0,10.0,22,14,13,5,4,10,15,66.7,5,15,6,9,14,36,66,1,defense,ARG,DF,27-089,1998.0,10.0,529,616,85.9,9734,3734,206,223,92.4,263,289,91.0,51,85,60.0,0,0.3,0.8,-0.3,6,34,8,2,51,passing,ARG,DF,27-089,1998.0,10.0,1,10,3,30.0,1.0,0.3,0.1,0.33,12.1,0,0,0,1.9,1.9,0.19,-0.9,-0.9,shooting
ESP-La Liga,2024,Las Palmas,Juan Herzog,ESP,DF,21-333,2003.0,15,11,966,10.7,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,0,19,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard,ESP,DF,21-333,2003.0,10.7,569,93,351,202,19,13,569,1,0,0.0,0,0.0,268,835,373,0,1,0,2,0,335,1,possession,ESP,DF,21-333,2003.0,10.7,1,0,0,3,7,0,0,14,11,0,0,0,34,27,14,65.9,misc,ESP,DF,21-333,2003.0,10.7,11,11,11,0,0,9,14,64.3,5,13,8,5,14,25,54,0,defense,ESP,DF,21-333,2003.0,10.7,392,458,85.6,7462,2373,128,143,89.5,222,241,92.1,36,59,61.0,0,0.0,0.0,0.0,0,13,0,0,19,passing,ESP,DF,21-333,2003.0,10.7,0,7,0,0.0,0.65,0.0,0.0,,9.6,0,0,0,0.6,0.6,0.09,-0.6,-0.6,shooting
ESP-La Liga,2024,Atlético Madrid,Juan Musso,ARG,GK,30-340,1994.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,GK,30-340,1994.0,1.0,30,29,30,0,0,0,30,0,0,,0,,13,50,34,0,0,0,0,0,9,0,possession,ARG,GK,30-340,1994.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,misc,ARG,GK,30-340,1994.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ARG,GK,30-340,1994.0,1.0,23,29,79.3,443,264,5,5,100.0,16,16,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,GK,30-340,1994.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Leganés,Juan Soriano,ESP,GK,27-231,1997.0,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,27-231,1997.0,6.0,199,173,199,0,0,0,199,0,0,,0,,90,447,281,0,0,0,0,0,59,0,possession,ESP,GK,27-231,1997.0,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,,misc,ESP,GK,27-231,1997.0,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0,defense,ESP,GK,27-231,1997.0,6.0,98,185,53.0,3513,2922,17,17,100.0,35,35,100.0,46,133,34.6,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,GK,27-231,1997.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Sevilla,Juanlu Sánchez,ESP,"MF,DF",21-239,2003.0,24,13,1236,13.7,4,3,7,4,0,0,4,1,1.8,1.8,1.2,3.0,24,40,48,0.29,0.22,0.51,0.29,0.51,0.13,0.09,0.22,0.13,0.22,standard,ESP,"MF,DF",21-239,2003.0,13.7,574,14,126,289,165,24,574,18,5,27.8,13,72.2,265,1467,837,24,15,4,13,11,359,48,possession,ESP,"MF,DF",21-239,2003.0,13.7,4,1,1,7,7,1,23,8,23,0,0,0,46,15,17,46.9,misc,ESP,"MF,DF",21-239,2003.0,13.7,31,23,17,11,3,22,34,64.7,12,14,0,14,8,39,15,0,defense,ESP,"MF,DF",21-239,2003.0,13.7,357,443,80.6,5126,1279,213,237,89.9,136,161,84.5,4,13,30.8,3,1.2,0.6,1.8,16,34,7,2,40,passing,ESP,"MF,DF",21-239,2003.0,13.7,4,12,5,41.7,0.87,0.36,0.33,0.8,11.9,0,0,0,1.8,1.8,0.15,2.2,2.2,shooting
