league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ENG-Premier League,2022,Bournemouth,Antoine Semenyo,GHA,"FW,MF",22,2000,2.9,0,0,0,6,5,1,1,2,0,0,0,0,13,9,9,50.0,misc
ENG-Premier League,2022,Bournemouth,Ben Pearson,ENG,MF,27,1995,3.2,1,0,0,9,2,0,0,2,3,0,0,0,19,2,3,40.0,misc
ENG-Premier League,2022,Bournemouth,Chris Mepham,WAL,DF,24,1997,24.4,7,0,0,16,7,0,0,30,22,0,0,2,85,53,31,63.1,misc
ENG-Premier League,2022,Bournemouth,Dango Ouattara,BFA,"MF,FW",20,2002,13.8,1,0,0,6,15,8,30,13,15,0,0,0,64,30,37,44.8,misc
ENG-Premier League,2022,Bournemouth,David Brooks,WAL,"FW,MF",25,1997,1.9,1,0,0,3,1,0,6,2,0,0,0,0,4,2,3,40.0,misc
ENG-Premier League,2022,Bournemouth,Dominic Solanke,ENG,"FW,MF",24,1997,31.8,2,0,0,40,53,11,13,6,9,0,0,0,87,52,98,34.7,misc
ENG-Premier League,2022,Bournemouth,Emiliano Marcondes,DEN,MF,27,1995,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,misc
ENG-Premier League,2022,Bournemouth,Hamed Junior Traorè,CIV,"FW,MF",22,2000,4.7,0,0,0,4,4,1,41,2,11,0,0,0,33,3,2,60.0,misc
ENG-Premier League,2022,Bournemouth,Illia Zabarnyi,UKR,DF,19,2002,3.3,0,0,0,1,2,0,0,3,2,0,0,0,18,1,3,25.0,misc
ENG-Premier League,2022,Bournemouth,Jack Stacey,ENG,DF,26,1996,3.3,2,0,0,4,0,1,10,5,4,0,0,0,15,5,3,62.5,misc
ENG-Premier League,2022,Bournemouth,Jack Stephens,ENG,DF,28,1994,13.0,3,0,0,8,2,0,2,16,11,0,0,0,66,16,19,45.7,misc
ENG-Premier League,2022,Bournemouth,Jaidon Anthony,ENG,"MF,FW",22,1999,14.0,2,0,0,9,12,5,43,10,17,0,0,0,80,10,12,45.5,misc
ENG-Premier League,2022,Bournemouth,Jamal Lowe,JAM,"MF,FW",28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ENG-Premier League,2022,Bournemouth,Jefferson Lerma,COL,MF,27,1994,36.1,7,0,0,37,33,2,11,47,30,0,2,1,260,62,40,60.8,misc
ENG-Premier League,2022,Bournemouth,Joe Rothwell,ENG,MF,27,1995,11.3,1,0,0,17,3,0,26,9,13,0,0,0,56,1,3,25.0,misc
ENG-Premier League,2022,Bournemouth,Jordan Zemura,ZIM,DF,22,1999,16.2,1,0,0,17,14,0,18,16,24,0,1,0,78,7,11,38.9,misc
ENG-Premier League,2022,Bournemouth,Junior Stanislas,ENG,MF,32,1989,0.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,misc
ENG-Premier League,2022,Bournemouth,Kieffer Moore,WAL,FW,29,1992,14.2,1,0,0,26,30,1,7,1,11,0,0,0,26,68,60,53.1,misc
ENG-Premier League,2022,Bournemouth,Lewis Cook,ENG,MF,25,1997,19.1,4,0,0,15,10,0,45,23,22,0,0,0,129,7,10,41.2,misc
ENG-Premier League,2022,Bournemouth,Lloyd Kelly,ENG,DF,23,1998,22.7,3,0,0,17,5,0,14,26,18,0,1,0,131,36,20,64.3,misc
ENG-Premier League,2022,Bournemouth,Marcos Senesi,ARG,DF,25,1997,27.7,7,0,0,29,13,0,8,43,35,0,2,0,168,26,22,54.2,misc
ENG-Premier League,2022,Bournemouth,Marcus Tavernier,ENG,"MF,FW",23,1999,19.4,1,0,0,21,28,4,93,9,22,0,0,0,124,17,32,34.7,misc
ENG-Premier League,2022,Bournemouth,Mark Travers,IRL,GK,23,1999,11.5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,100.0,misc
ENG-Premier League,2022,Bournemouth,Matías Viña,URU,DF,24,1997,5.1,1,0,0,7,11,0,4,4,11,0,0,0,28,4,7,36.4,misc
ENG-Premier League,2022,Bournemouth,Neto,BRA,GK,33,1989,26.5,4,0,0,0,4,0,0,0,1,0,0,0,21,4,3,57.1,misc
ENG-Premier League,2022,Bournemouth,Owen Bevan,WAL,DF,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ENG-Premier League,2022,Bournemouth,Philip Billing,DEN,"MF,FW",26,1996,30.7,5,0,0,30,35,3,38,31,36,0,0,0,146,52,35,59.8,misc
ENG-Premier League,2022,Bournemouth,Ryan Christie,SCO,"MF,FW",27,1995,20.4,2,0,0,36,45,1,32,26,22,0,0,0,132,16,23,41.0,misc
ENG-Premier League,2022,Bournemouth,Ryan Fredericks,ENG,DF,29,1992,5.9,1,0,0,3,1,0,15,1,2,0,0,0,13,5,10,33.3,misc
ENG-Premier League,2022,Bournemouth,Siriki Dembélé,CIV,"FW,MF",25,1996,1.2,0,0,0,1,2,0,3,1,1,0,0,0,9,0,4,0.0,misc
ENG-Premier League,2022,Brentford,Aaron Hickey,SCO,DF,20,2002,21.3,7,0,0,20,35,1,27,17,26,0,1,0,111,14,22,38.9,misc
ENG-Premier League,2022,Brentford,Ben Mee,ENG,DF,32,1989,36.3,2,0,0,14,15,1,7,48,24,0,0,0,199,131,98,57.2,misc
ENG-Premier League,2022,Brentford,Bryan Mbeumo,CMR,FW,22,1999,32.3,5,0,0,27,23,6,156,13,18,0,0,0,135,35,63,35.7,misc
ENG-Premier League,2022,Brentford,Christian Nørgaard,DEN,MF,28,1994,19.6,6,0,0,35,20,0,11,34,30,1,0,0,165,18,20,47.4,misc
ENG-Premier League,2022,Brentford,David Raya,ESP,GK,26,1995,38.0,1,0,0,0,6,0,0,1,0,0,0,1,47,12,2,85.7,misc
ENG-Premier League,2022,Brentford,Ethan Pinnock,JAM,DF,29,1993,30.0,0,0,0,6,10,0,10,35,28,0,0,1,123,105,52,66.9,misc
ENG-Premier League,2022,Brentford,Frank Onyeka,NGA,MF,24,1998,9.4,0,0,0,15,26,2,2,10,14,0,0,0,50,7,15,31.8,misc
ENG-Premier League,2022,Brentford,Halil Dervişoğlu,TUR,MF,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ENG-Premier League,2022,Brentford,Ivan Toney,ENG,FW,26,1996,32.8,9,0,0,52,74,27,34,14,13,3,0,0,103,109,117,48.2,misc
ENG-Premier League,2022,Brentford,Josh Dasilva,ENG,MF,23,1998,15.4,1,0,0,14,23,0,33,5,9,0,0,0,66,6,8,42.9,misc
ENG-Premier League,2022,Brentford,Keane Lewis-Potter,ENG,"FW,MF",21,2001,3.6,0,0,0,1,4,1,8,0,0,0,0,0,20,4,4,50.0,misc
ENG-Premier League,2022,Brentford,Kevin Schade,GER,FW,20,2001,8.1,2,0,0,13,8,6,15,4,8,1,0,0,33,30,24,55.6,misc
ENG-Premier League,2022,Brentford,Kristoffer Ajer,NOR,DF,24,1998,8.5,0,0,0,5,8,0,6,7,8,0,1,0,36,15,11,57.7,misc
ENG-Premier League,2022,Brentford,Mads Bech Sørensen,DEN,"DF,MF",23,1999,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,misc
ENG-Premier League,2022,Brentford,Mads Roerslev,DEN,DF,23,1999,12.3,0,0,0,4,3,0,20,9,12,0,0,0,48,8,12,40.0,misc
