league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
GER-Bundesliga,2023,Köln,Davie Selke,GER,FW,28.0,1995.0,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9,17,46,0.43,0.0,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37,standard,GER,FW,28.0,1995.0,14.1,6,33,11,33.3,2.35,0.78,0.18,0.55,11.1,0,0,0,4.8,4.8,0.14,1.2,1.2,shooting,GER,FW,28.0,1995.0,14.1,4,2,1,3,0,0,2,0.0,2,5,3,2,0,4,20,0,defense,GER,FW,28.0,1995.0,14.1,341,24,35,166,140,63,341,12,6,50.0,6,50.0,171,653,232,9,3,5,20,12,257,46,possession,GER,FW,28.0,1995.0,14.1,3,0,0,24,18,10,4,0,2,0,0,0,9,67,55,54.9,misc,GER,FW,28.0,1995.0,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,-0.4,11,12,4,0,17,passing
GER-Bundesliga,2023,Werder Bremen,Dawid Kownacki,POL,FW,26.0,1997.0,22,3,380,4.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.6,5,10,26,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.39,0.31,0.39,standard,POL,FW,26.0,1997.0,4.2,0,19,4,21.1,4.5,0.95,0.0,0.0,16.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,shooting,POL,FW,26.0,1997.0,4.2,1,1,1,0,0,1,4,25.0,3,3,1,2,0,1,1,0,defense,POL,FW,26.0,1997.0,4.2,159,2,10,66,83,31,159,3,2,66.7,1,33.3,77,346,88,5,1,3,18,5,125,26,possession,POL,FW,26.0,1997.0,4.2,0,0,0,9,9,1,3,0,1,0,0,0,8,29,29,50.0,misc,POL,FW,26.0,1997.0,4.2,69,109,63.3,942,199,36,50,72.0,21,34,61.8,4,7,57.1,0,0.4,0.6,-0.4,5,10,1,0,10,passing
GER-Bundesliga,2023,Bayern Munich,Dayot Upamecano,FRA,DF,24.0,1998.0,25,19,1762,19.6,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,28,137,10,0.05,0.0,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,standard,FRA,DF,24.0,1998.0,19.6,1,11,4,36.4,0.56,0.2,0.09,0.25,10.5,0,0,0,1.7,1.7,0.15,-0.7,-0.7,shooting,FRA,DF,24.0,1998.0,19.6,34,21,21,11,2,15,29,51.7,14,19,7,12,19,53,56,3,defense,FRA,DF,24.0,1998.0,19.6,1981,140,671,1219,106,17,1981,10,6,60.0,4,40.0,1350,7520,4558,28,24,0,9,4,1519,10,possession,FRA,DF,24.0,1998.0,19.6,3,1,1,22,8,2,3,19,21,0,1,0,156,42,25,62.7,misc,FRA,DF,24.0,1998.0,19.6,1678,1813,92.6,32907,9994,538,570,94.4,952,1008,94.4,180,204,88.2,0,0.5,0.9,-0.5,6,148,2,0,137,passing
GER-Bundesliga,2023,Köln,Dejan Ljubicic,AUT,"MF,FW",25.0,1997.0,26,24,2048,22.8,0,2,2,0,0,0,6,0,1.9,1.9,3.0,4.9,41,84,73,0.0,0.09,0.09,0.0,0.09,0.08,0.13,0.22,0.08,0.22,standard,AUT,"MF,FW",25.0,1997.0,22.8,0,38,9,23.7,1.67,0.4,0.0,0.0,21.8,0,0,0,1.9,1.9,0.05,-1.9,-1.9,shooting,AUT,"MF,FW",25.0,1997.0,22.8,43,27,20,18,5,20,43,46.5,23,22,2,20,18,61,11,0,defense,AUT,"MF,FW",25.0,1997.0,22.8,1046,20,205,537,319,37,1046,33,15,45.5,16,48.5,634,3423,1746,41,47,5,37,18,734,73,possession,AUT,"MF,FW",25.0,1997.0,22.8,6,0,0,32,13,1,31,18,27,0,0,0,112,8,11,42.1,misc,AUT,"MF,FW",25.0,1997.0,22.8,670,843,79.5,10615,2716,348,400,87.0,250,307,81.4,51,79,64.6,2,3.0,2.0,-1.0,28,54,20,5,84,passing
GER-Bundesliga,2023,Köln,Denis Huseinbasic,BIH,MF,22.0,2001.0,26,18,1627,18.1,0,3,3,0,0,0,5,0,0.3,0.3,0.7,1.0,35,93,29,0.0,0.17,0.17,0.0,0.17,0.02,0.04,0.06,0.02,0.06,standard,BIH,MF,22.0,2001.0,18.1,0,12,3,25.0,0.66,0.17,0.0,0.0,24.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,BIH,MF,22.0,2001.0,18.1,38,18,17,15,6,20,31,64.5,11,26,1,25,13,51,14,0,defense,BIH,MF,22.0,2001.0,18.1,949,36,214,550,203,13,949,23,10,43.5,12,52.2,547,3256,1553,35,30,3,19,19,633,29,possession,BIH,MF,22.0,2001.0,18.1,5,0,0,28,14,0,15,13,18,0,0,0,114,8,8,50.0,misc,BIH,MF,22.0,2001.0,18.1,674,791,85.2,11058,2909,324,364,89.0,287,310,92.6,46,74,62.2,3,0.7,0.7,2.3,16,68,9,2,93,passing
GER-Bundesliga,2023,Heidenheim,Denis Thomalla,GER,"MF,FW",30.0,1992.0,21,3,446,5.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,22,19,0.0,0.0,0.0,0.0,0.0,0.06,0.08,0.13,0.06,0.13,standard,GER,"MF,FW",30.0,1992.0,5.0,0,3,0,0.0,0.61,0.0,0.0,,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,shooting,GER,"MF,FW",30.0,1992.0,5.0,9,6,4,4,1,5,11,45.5,6,3,2,1,4,13,13,0,defense,GER,"MF,FW",30.0,1992.0,5.0,237,15,55,132,52,9,237,2,2,100.0,0,0.0,129,466,177,3,2,0,1,4,149,19,possession,GER,"MF,FW",30.0,1992.0,5.0,0,0,0,6,2,0,2,4,6,0,0,0,29,18,16,52.9,misc,GER,"MF,FW",30.0,1992.0,5.0,143,191,74.9,2466,675,66,88,75.0,54,71,76.1,17,20,85.0,0,0.4,0.8,-0.4,4,9,4,1,22,passing
GER-Bundesliga,2023,Stuttgart,Deniz Undav,GER,"FW,MF",27.0,1996.0,30,23,2089,23.2,18,10,28,18,0,1,5,0,15.0,14.3,6.5,20.8,45,120,182,0.78,0.43,1.21,0.78,1.21,0.65,0.28,0.93,0.61,0.9,standard,GER,"FW,MF",27.0,1996.0,23.2,18,106,51,48.1,4.57,2.2,0.17,0.35,17.4,0,0,1,15.0,14.3,0.13,3.0,3.7,shooting,GER,"FW,MF",27.0,1996.0,23.2,28,13,6,8,14,4,15,26.7,11,17,0,17,6,34,5,0,defense,GER,"FW,MF",27.0,1996.0,23.2,1089,9,69,492,537,147,1088,50,27,54.0,20,40.0,674,3116,1459,45,36,20,58,51,889,182,possession,GER,"FW,MF",27.0,1996.0,23.2,5,0,0,29,27,3,7,6,13,2,0,0,71,17,33,34.0,misc,GER,"FW,MF",27.0,1996.0,23.2,595,799,74.5,8387,2679,342,420,81.4,186,230,80.9,27,47,57.4,10,6.5,6.1,3.5,39,67,44,2,120,passing
GER-Bundesliga,2023,Hoffenheim,Dennis Geiger,GER,MF,25.0,1998.0,3,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,standard,GER,MF,25.0,1998.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,MF,25.0,1998.0,0.7,1,0,1,0,0,0,0,,0,1,1,0,0,1,0,0,defense,GER,MF,25.0,1998.0,0.7,17,2,8,6,3,1,17,0,0,,0,,9,49,19,1,0,0,1,0,10,2,possession,GER,MF,25.0,1998.0,0.7,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,misc,GER,MF,25.0,1998.0,0.7,8,12,66.7,162,64,3,5,60.0,5,6,83.3,0,1,0.0,0,0.2,0.1,-0.2,1,3,0,0,3,passing
GER-Bundesliga,2023,Hoffenheim,Diadie Samassékou,MLI,MF,27.0,1996.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MLI,MF,27.0,1996.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MLI,MF,27.0,1996.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,defense,MLI,MF,27.0,1996.0,0.0,4,1,2,2,0,0,4,0,0,,0,,3,10,3,0,0,0,0,0,2,0,possession,MLI,MF,27.0,1996.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,misc,MLI,MF,27.0,1996.0,0.0,2,2,100.0,25,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,Union Berlin,Diogo Leite,POR,DF,24.0,1999.0,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14,121,4,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard,POR,DF,24.0,1999.0,30.0,0,13,4,30.8,0.43,0.13,0.0,0.0,12.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,POR,DF,24.0,1999.0,30.0,52,36,31,15,6,25,51,49.0,26,48,22,26,47,99,155,1,defense,POR,DF,24.0,1999.0,30.0,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4,possession,POR,DF,24.0,1999.0,30.0,6,0,0,40,31,1,4,47,36,0,2,0,145,71,44,61.7,misc,POR,DF,24.0,1999.0,30.0,1263,1581,79.9,23047,9175,511,569,89.8,596,687,86.8,126,249,50.6,0,0.2,0.7,-0.2,6,113,3,1,121,passing
GER-Bundesliga,2023,Augsburg,Dion Drena Beljo,CRO,"FW,MF",21.0,2002.0,26,3,581,6.5,2,0,2,2,0,0,2,0,3.0,3.0,0.5,3.5,16,20,35,0.31,0.0,0.31,0.31,0.31,0.46,0.08,0.54,0.46,0.54,standard,CRO,"FW,MF",21.0,2002.0,6.5,2,19,7,36.8,2.94,1.08,0.11,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0,shooting,CRO,"FW,MF",21.0,2002.0,6.5,0,0,0,0,0,0,2,0.0,2,8,1,7,1,1,4,0,defense,CRO,"FW,MF",21.0,2002.0,6.5,240,5,24,93,126,38,240,24,11,45.8,10,41.7,132,959,399,16,13,6,24,5,178,35,possession,CRO,"FW,MF",21.0,2002.0,6.5,2,0,0,9,7,6,3,1,0,0,0,0,12,18,15,54.5,misc,CRO,"FW,MF",21.0,2002.0,6.5,115,160,71.9,1717,335,55,77,71.4,47,59,79.7,4,6,66.7,0,0.5,0.8,-0.5,8,5,8,1,20,passing
GER-Bundesliga,2023,Mainz 05,Dominik Kohr,GER,"DF,MF",29.0,1994.0,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0.0,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12,standard,GER,"DF,MF",29.0,1994.0,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,16.5,0,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,GER,"DF,MF",29.0,1994.0,24.3,65,42,36,25,4,36,57,63.2,21,27,6,21,43,108,58,0,defense,GER,"DF,MF",29.0,1994.0,24.3,1414,81,541,726,156,28,1414,11,5,45.5,6,54.5,632,2818,1235,19,10,2,22,4,811,26,possession,GER,"DF,MF",29.0,1994.0,24.3,15,1,1,48,26,0,22,43,42,0,0,0,134,42,41,50.6,misc,GER,"DF,MF",29.0,1994.0,24.3,876,1159,75.6,16488,5668,326,390,83.6,454,540,84.1,82,181,45.3,0,1.2,1.2,-1.2,15,87,15,5,99,passing
GER-Bundesliga,2023,Köln,Dominique Heintz,GER,DF,29.0,1993.0,12,6,568,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,GER,DF,29.0,1993.0,6.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,29.0,1993.0,6.3,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0,defense,GER,DF,29.0,1993.0,6.3,489,37,154,274,64,2,489,4,3,75.0,1,25.0,253,1278,699,10,12,1,6,3,307,16,possession,GER,DF,29.0,1993.0,6.3,0,0,0,7,4,1,23,3,5,0,0,0,30,11,11,50.0,misc,GER,DF,29.0,1993.0,6.3,349,423,82.5,6540,2053,130,144,90.3,186,205,90.7,31,63,49.2,0,0.5,0.7,-0.5,7,24,6,5,30,passing
GER-Bundesliga,2023,Eint Frankfurt,Donny van de Beek,NED,"MF,FW",26.0,1997.0,8,4,357,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,2,10,12,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.02,0.12,standard,NED,"MF,FW",26.0,1997.0,4.0,0,1,0,0.0,0.25,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting,NED,"MF,FW",26.0,1997.0,4.0,8,3,3,3,2,3,7,42.9,4,5,1,4,3,11,1,0,defense,NED,"MF,FW",26.0,1997.0,4.0,173,2,30,94,50,12,173,6,3,50.0,3,50.0,95,445,112,2,2,0,6,3,113,12,possession,NED,"MF,FW",26.0,1997.0,4.0,1,0,0,7,1,5,7,3,3,0,0,0,15,4,5,44.4,misc,NED,"MF,FW",26.0,1997.0,4.0,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50.0,0,0.4,0.6,-0.4,3,8,2,0,10,passing
GER-Bundesliga,2023,Dortmund,Donyell Malen,NED,"FW,MF",24.0,1999.0,27,21,1781,19.8,13,1,14,13,0,0,5,0,9.5,9.5,3.0,12.5,73,57,163,0.66,0.05,0.71,0.66,0.71,0.48,0.15,0.63,0.48,0.63,standard,NED,"FW,MF",24.0,1999.0,19.8,13,72,36,50.0,3.64,1.82,0.18,0.36,16.5,2,0,0,9.5,9.5,0.14,3.5,3.5,shooting,NED,"FW,MF",24.0,1999.0,19.8,11,7,5,3,3,2,6,33.3,4,11,4,7,2,13,8,0,defense,NED,"FW,MF",24.0,1999.0,19.8,799,10,78,261,475,118,799,95,42,44.2,40,42.1,559,3937,1957,73,49,45,51,39,631,163,possession,NED,"FW,MF",24.0,1999.0,19.8,5,0,0,11,24,3,39,2,7,1,0,0,71,7,19,26.9,misc,NED,"FW,MF",24.0,1999.0,19.8,410,546,75.1,5627,1551,262,310,84.5,109,144,75.7,18,33,54.5,1,3.0,3.4,-2.0,22,21,36,6,57,passing
GER-Bundesliga,2023,Wolfsburg,Dženan Pejčinović,GER,FW,18.0,2005.0,4,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,0,2,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.63,0.29,0.63,standard,GER,FW,18.0,2005.0,0.4,0,2,0,0.0,4.86,0.0,0.0,,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,GER,FW,18.0,2005.0,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,GER,FW,18.0,2005.0,0.4,16,0,0,7,9,4,16,0,0,,0,,8,23,19,1,0,0,1,0,11,2,possession,GER,FW,18.0,2005.0,0.4,1,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3,misc,GER,FW,18.0,2005.0,0.4,6,10,60.0,76,0,4,6,66.7,2,3,66.7,0,0,,0,0.1,0.0,-0.1,2,0,0,0,0,passing
GER-Bundesliga,2023,Mainz 05,Edimilson Fernandes,SUI,DF,27.0,1996.0,21,13,1290,14.3,0,2,2,0,0,0,4,0,0.5,0.5,0.7,1.3,9,53,9,0.0,0.14,0.14,0.0,0.14,0.04,0.05,0.09,0.04,0.09,standard,SUI,DF,27.0,1996.0,14.3,0,15,0,0.0,1.05,0.0,0.0,,26.8,3,0,0,0.5,0.5,0.03,-0.5,-0.5,shooting,SUI,DF,27.0,1996.0,14.3,25,16,15,9,1,16,24,66.7,8,14,6,8,22,47,52,0,defense,SUI,DF,27.0,1996.0,14.3,951,98,403,418,138,4,951,8,6,75.0,2,25.0,483,2609,1467,9,12,1,6,5,532,9,possession,SUI,DF,27.0,1996.0,14.3,4,0,0,10,8,2,53,22,16,0,0,0,88,19,19,50.0,misc,SUI,DF,27.0,1996.0,14.3,615,801,76.8,12814,5042,214,242,88.4,295,335,88.1,98,200,49.0,2,0.7,1.9,1.3,18,54,11,3,53,passing
GER-Bundesliga,2023,Leverkusen,Edmond Tapsoba,BFA,DF,24.0,1999.0,28,23,2087,23.2,0,1,1,0,0,0,4,0,1.0,1.0,1.0,2.0,49,164,12,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.08,0.04,0.08,standard,BFA,DF,24.0,1999.0,23.2,0,12,1,8.3,0.52,0.04,0.0,0.0,16.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,shooting,BFA,DF,24.0,1999.0,23.2,34,25,17,15,2,17,24,70.8,7,21,10,11,24,58,52,3,defense,BFA,DF,24.0,1999.0,23.2,2156,157,709,1290,177,23,2156,17,13,76.5,3,17.6,1495,8947,5271,49,45,1,13,7,1599,12,possession,BFA,DF,24.0,1999.0,23.2,4,0,0,25,4,1,5,24,25,0,0,0,175,40,38,51.3,misc,BFA,DF,24.0,1999.0,23.2,1795,1973,91.0,29578,12526,878,930,94.4,758,813,93.2,118,167,70.7,1,1.0,1.4,0.0,9,193,8,0,164,passing
GER-Bundesliga,2023,RB Leipzig,El Chadaille Bitshiabu,FRA,"DF,MF",18.0,2005.0,6,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"DF,MF",18.0,2005.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"DF,MF",18.0,2005.0,0.4,1,0,1,0,0,0,0,,0,0,0,0,1,2,4,0,defense,FRA,"DF,MF",18.0,2005.0,0.4,67,3,26,30,11,1,67,0,0,,0,,38,180,75,2,1,1,0,0,42,5,possession,FRA,"DF,MF",18.0,2005.0,0.4,0,0,0,0,0,0,2,1,0,0,0,0,6,0,3,0.0,misc,FRA,"DF,MF",18.0,2005.0,0.4,48,59,81.4,829,270,24,26,92.3,17,22,77.3,7,9,77.8,0,0.0,0.0,0.0,0,2,0,0,1,passing
GER-Bundesliga,2023,Eint Frankfurt,Elias Baum,GER,"DF,MF",17.0,2005.0,4,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,"DF,MF",17.0,2005.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"DF,MF",17.0,2005.0,0.3,1,0,0,0,1,0,0,,0,3,2,1,0,1,1,0,defense,GER,"DF,MF",17.0,2005.0,0.3,26,2,7,18,1,0,26,2,0,0.0,2,100.0,13,52,21,0,0,0,2,1,15,2,possession,GER,"DF,MF",17.0,2005.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,GER,"DF,MF",17.0,2005.0,0.3,13,17,76.5,193,76,7,9,77.8,6,8,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
GER-Bundesliga,2023,RB Leipzig,Elif Elmas,MKD,"MF,FW",23.0,1999.0,14,2,266,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,9,9,18,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,standard,MKD,"MF,FW",23.0,1999.0,3.0,0,10,4,40.0,3.38,1.35,0.0,0.0,16.4,1,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,MKD,"MF,FW",23.0,1999.0,3.0,8,6,1,6,1,6,8,75.0,2,5,0,5,1,9,2,0,defense,MKD,"MF,FW",23.0,1999.0,3.0,160,1,20,77,63,14,160,10,5,50.0,3,30.0,95,472,211,9,7,4,6,6,113,18,possession,MKD,"MF,FW",23.0,1999.0,3.0,0,0,0,4,4,0,0,1,6,0,0,0,9,0,2,0.0,misc,MKD,"MF,FW",23.0,1999.0,3.0,100,120,83.3,1288,291,66,73,90.4,29,31,93.5,1,5,20.0,0,0.1,0.4,-0.1,2,6,2,0,9,passing
GER-Bundesliga,2023,Eint Frankfurt,Ellyes Skhiri,TUN,MF,28.0,1995.0,27,24,2168,24.1,2,2,4,2,0,0,1,0,2.3,2.3,1.0,3.3,10,110,28,0.08,0.08,0.17,0.08,0.17,0.1,0.04,0.14,0.1,0.14,standard,TUN,MF,28.0,1995.0,24.1,2,18,8,44.4,0.75,0.33,0.11,0.25,16.7,0,0,0,2.3,2.3,0.13,-0.3,-0.3,shooting,TUN,MF,28.0,1995.0,24.1,44,24,18,19,7,19,36,52.8,17,33,4,29,39,83,47,2,defense,TUN,MF,28.0,1995.0,24.1,1556,87,452,906,206,30,1556,17,12,70.6,5,29.4,773,3297,1338,10,18,1,28,25,1002,28,possession,TUN,MF,28.0,1995.0,24.1,1,0,0,14,18,3,4,39,24,0,0,0,160,31,25,55.4,misc,TUN,MF,28.0,1995.0,24.1,1082,1287,84.1,17184,4753,541,593,91.2,432,495,87.3,71,120,59.2,2,1.0,1.9,1.0,19,76,16,0,110,passing
GER-Bundesliga,2023,Augsburg,Elvis Rexhbeçaj,KVX,MF,25.0,1997.0,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15,91,51,0.09,0.0,0.09,0.05,0.05,0.08,0.02,0.1,0.04,0.07,standard,KVX,MF,25.0,1997.0,22.1,2,28,3,10.7,1.27,0.14,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,0.3,0.0,shooting,KVX,MF,25.0,1997.0,22.1,30,19,14,13,3,18,36,50.0,18,32,7,25,20,50,20,0,defense,KVX,MF,25.0,1997.0,22.1,936,43,216,513,222,22,935,23,8,34.8,14,60.9,462,2215,910,15,16,3,38,18,492,51,possession,KVX,MF,25.0,1997.0,22.1,4,0,0,20,42,2,21,20,19,0,0,0,125,27,26,50.9,misc,KVX,MF,25.0,1997.0,22.1,523,709,73.8,8584,2372,240,297,80.8,212,272,77.9,44,75,58.7,0,0.5,1.3,-0.5,13,63,18,5,91,passing
GER-Bundesliga,2023,RB Leipzig,Emil Forsberg,SWE,"MF,FW",31.0,1991.0,14,5,464,5.2,2,1,3,2,0,1,0,0,1.4,0.6,0.9,1.5,8,22,38,0.39,0.19,0.58,0.39,0.58,0.27,0.17,0.44,0.11,0.28,standard,SWE,"MF,FW",31.0,1991.0,5.2,2,11,4,36.4,2.13,0.78,0.18,0.5,22.5,1,0,1,1.4,0.6,0.05,0.6,1.4,shooting,SWE,"MF,FW",31.0,1991.0,5.2,7,3,2,5,0,5,12,41.7,7,7,0,7,0,7,5,0,defense,SWE,"MF,FW",31.0,1991.0,5.2,261,7,25,132,105,19,260,9,3,33.3,4,44.4,173,801,290,8,3,4,12,7,196,38,possession,SWE,"MF,FW",31.0,1991.0,5.2,0,0,0,4,9,0,8,0,3,0,0,0,19,2,3,40.0,misc,SWE,"MF,FW",31.0,1991.0,5.2,163,199,81.9,2572,551,95,107,88.8,54,60,90.0,12,17,70.6,1,0.9,0.4,0.1,6,14,3,0,22,passing
GER-Bundesliga,2023,Darmstadt 98,Emir Karic,AUT,DF,26.0,1997.0,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,56,115,85,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,standard,AUT,DF,26.0,1997.0,19.8,0,12,3,25.0,0.61,0.15,0.0,0.0,23.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,shooting,AUT,DF,26.0,1997.0,19.8,45,27,23,14,8,21,33,63.6,12,42,11,31,13,58,43,0,defense,AUT,DF,26.0,1997.0,19.8,1407,69,389,689,344,14,1407,29,18,62.1,10,34.5,697,3756,2268,56,32,1,20,10,869,85,possession,AUT,DF,26.0,1997.0,19.8,4,0,0,17,7,5,52,13,27,0,0,0,76,21,16,56.8,misc,AUT,DF,26.0,1997.0,19.8,953,1210,78.8,15725,6219,492,551,89.3,361,439,82.2,81,152,53.3,0,1.3,1.9,-1.3,21,89,27,9,115,passing
