league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2023,Metz,Benjamin Tetteh,GHA,"FW,MF",26,1997,12,1,278,3.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.3,3,6,13,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,standard,GHA,"FW,MF",26,1997,3.1,6,6,1,5,0,4,7,57.1,3,0,0,0,0,6,1,0,defense,GHA,"FW,MF",26,1997,3.1,0,3,1,33.3,0.97,0.32,0.0,0.0,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,shooting,GHA,"FW,MF",26,1997,3.1,49,77,63.6,633,148,24,37,64.9,19,29,65.5,0,1,0.0,0,0.1,0.2,-0.1,2,7,0,0,6,passing,GHA,"FW,MF",26,1997,3.1,112,1,11,68,34,7,112,9,4,44.4,5,55.6,75,466,118,3,4,1,15,2,79,13,possession,GHA,"FW,MF",26,1997,3.1,2,0,0,4,4,5,1,0,6,0,0,0,8,8,19,29.6,misc
FRA-Ligue 1,2023,Rennes,Bertuğ Yıldırım,TUR,FW,21,2002,21,2,469,5.2,0,1,1,0,0,0,3,0,1.4,1.4,0.7,2.1,9,11,29,0.0,0.19,0.19,0.0,0.19,0.27,0.13,0.4,0.27,0.4,standard,TUR,FW,21,2002,5.2,7,5,2,3,2,3,8,37.5,5,8,0,8,0,7,4,0,defense,TUR,FW,21,2002,5.2,0,10,4,40.0,1.92,0.77,0.0,0.0,11.9,0,0,0,1.4,1.4,0.14,-1.4,-1.4,shooting,TUR,FW,21,2002,5.2,73,106,68.9,1066,194,37,51,72.5,26,40,65.0,4,6,66.7,1,0.7,0.2,0.3,4,7,1,0,11,passing,TUR,FW,21,2002,5.2,155,4,16,82,62,21,155,9,6,66.7,1,11.1,109,716,266,9,7,2,13,7,112,29,possession,TUR,FW,21,2002,5.2,3,0,0,18,14,4,1,0,5,1,0,0,14,17,32,34.7,misc
FRA-Ligue 1,2023,Clermont Foot,Bilal Boutobba,FRA,"FW,MF",24,1998,27,10,926,10.3,1,1,2,1,0,0,1,0,2.0,2.0,1.7,3.7,38,43,86,0.1,0.1,0.19,0.1,0.19,0.2,0.17,0.36,0.2,0.36,standard,FRA,"FW,MF",24,1998,10.3,22,12,6,10,6,10,23,43.5,13,9,0,9,8,30,3,0,defense,FRA,"FW,MF",24,1998,10.3,1,25,9,36.0,2.43,0.87,0.04,0.11,17.5,0,0,0,2.0,2.0,0.08,-1.0,-1.0,shooting,FRA,"FW,MF",24,1998,10.3,273,395,69.1,4089,1266,157,191,82.2,81,115,70.4,22,55,40.0,1,1.7,1.5,-0.7,12,26,17,9,43,passing,FRA,"FW,MF",24,1998,10.3,536,7,64,256,226,38,536,46,16,34.8,25,54.3,411,2689,1191,38,29,11,26,15,381,86,possession,FRA,"FW,MF",24,1998,10.3,1,0,0,7,26,2,57,8,12,0,0,0,54,11,11,50.0,misc
FRA-Ligue 1,2023,Brest,Bilal Brahimi,ALG,"FW,MF",23,2000,18,1,221,2.5,0,0,0,0,0,0,1,1,0.1,0.1,0.3,0.4,15,9,39,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.15,0.04,0.15,standard,ALG,"FW,MF",23,2000,2.5,0,0,0,0,0,0,3,0.0,3,3,0,3,0,0,0,0,defense,ALG,"FW,MF",23,2000,2.5,0,4,2,50.0,1.63,0.81,0.0,0.0,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ALG,"FW,MF",23,2000,2.5,72,122,59.0,1213,394,39,55,70.9,23,43,53.5,7,16,43.8,0,0.3,0.8,-0.3,6,4,4,3,9,passing,ALG,"FW,MF",23,2000,2.5,158,1,16,45,100,13,158,16,9,56.3,6,37.5,121,1097,441,15,10,5,5,7,116,39,possession,ALG,"FW,MF",23,2000,2.5,1,1,0,3,4,2,32,0,0,0,0,0,14,1,1,50.0,misc
FRA-Ligue 1,2023,Nice,Bilal Brahimi,ALG,FW,23,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.0,0.58,standard,ALG,FW,23,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,ALG,FW,23,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALG,FW,23,2000,0.1,10,13,76.9,120,50,8,8,100.0,2,5,40.0,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,passing,ALG,FW,23,2000,0.1,15,0,0,4,11,1,15,1,0,0.0,1,100.0,10,56,23,1,0,1,1,1,9,6,possession,ALG,FW,23,2000,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,misc
FRA-Ligue 1,2023,Marseille,Bilal Nadir,MAR,"MF,FW",19,2003,5,1,113,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,4,7,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.17,0.08,0.17,standard,MAR,"MF,FW",19,2003,1.3,4,3,2,2,0,1,2,50.0,1,0,0,0,2,6,2,0,defense,MAR,"MF,FW",19,2003,1.3,0,1,0,0.0,0.8,0.0,0.0,,15.9,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,MAR,"MF,FW",19,2003,1.3,41,47,87.2,570,100,26,26,100.0,12,15,80.0,2,2,100.0,0,0.1,0.1,-0.1,2,3,2,0,4,passing,MAR,"MF,FW",19,2003,1.3,59,0,6,39,15,3,59,2,1,50.0,0,0.0,43,282,122,3,3,1,3,0,44,7,possession,MAR,"MF,FW",19,2003,1.3,1,0,0,4,2,0,0,2,3,0,0,0,7,0,2,0.0,misc
FRA-Ligue 1,2023,Rennes,Birger Meling,NOR,DF,28,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.8,0.8,standard,NOR,DF,28,1994,0.2,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,defense,NOR,DF,28,1994,0.2,0,1,1,100.0,5.63,5.63,0.0,0.0,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,shooting,NOR,DF,28,1994,0.2,7,7,100.0,98,22,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,NOR,DF,28,1994,0.2,10,0,4,2,4,1,10,0,0,,0,,4,10,4,0,0,0,0,0,5,0,possession,NOR,DF,28,1994,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,misc
FRA-Ligue 1,2023,Lorient,Bonke Innocent,NGA,MF,27,1996,4,3,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,standard,NGA,MF,27,1996,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0,defense,NGA,MF,27,1996,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,NGA,MF,27,1996,2.3,91,96,94.8,1467,387,44,46,95.7,40,42,95.2,4,4,100.0,0,0.1,0.1,-0.1,2,12,0,0,13,passing,NGA,MF,27,1996,2.3,120,3,24,80,16,2,120,0,0,,0,,86,362,92,0,2,0,2,1,80,2,possession,NGA,MF,27,1996,2.3,1,0,0,5,4,0,0,4,4,0,0,0,11,3,2,60.0,misc
FRA-Ligue 1,2023,Montpellier,Boubakar Kouyaté,MLI,DF,26,1997,23,22,1928,21.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4,58,3,0.0,0.09,0.09,0.0,0.09,0.04,0.06,0.1,0.04,0.1,standard,MLI,DF,26,1997,21.4,49,30,39,8,2,28,51,54.9,23,31,20,11,29,78,123,1,defense,MLI,DF,26,1997,21.4,0,14,2,14.3,0.65,0.09,0.0,0.0,11.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,shooting,MLI,DF,26,1997,21.4,719,873,82.4,14305,5064,217,251,86.5,387,436,88.8,99,155,63.9,2,1.3,0.4,0.7,5,49,1,0,58,passing,MLI,DF,26,1997,21.4,1155,170,630,490,36,21,1155,3,3,100.0,0,0.0,704,3753,1773,4,3,1,15,2,622,3,possession,MLI,DF,26,1997,21.4,5,1,0,35,21,1,1,29,30,0,2,0,110,61,28,68.5,misc
FRA-Ligue 1,2023,Lyon,Bradley Barcola,FRA,FW,20,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,standard,FRA,FW,20,2002,3.0,5,2,0,2,3,1,7,14.3,6,4,0,4,2,7,0,0,defense,FRA,FW,20,2002,3.0,0,2,0,0.0,0.67,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,FRA,FW,20,2002,3.0,70,90,77.8,946,275,50,60,83.3,18,21,85.7,2,4,50.0,0,0.3,0.4,-0.3,4,5,3,0,9,passing,FRA,FW,20,2002,3.0,129,1,10,56,64,19,129,18,8,44.4,10,55.6,103,688,303,11,6,8,7,2,99,31,possession,FRA,FW,20,2002,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8,misc
FRA-Ligue 1,2023,Paris S-G,Bradley Barcola,FRA,"FW,MF",20,2002,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93,56,217,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64,standard,FRA,"FW,MF",20,2002,15.2,34,16,12,13,9,7,25,28.0,18,27,2,25,10,44,13,1,defense,FRA,"FW,MF",20,2002,15.2,4,31,11,35.5,2.04,0.72,0.13,0.36,13.8,0,0,0,4.5,4.5,0.15,-0.5,-0.5,shooting,FRA,"FW,MF",20,2002,15.2,436,562,77.6,6173,1516,281,339,82.9,135,170,79.4,10,23,43.5,7,5.2,4.2,1.8,29,26,19,1,56,passing,FRA,"FW,MF",20,2002,15.2,803,16,97,251,476,103,803,94,46,48.9,43,45.7,640,4523,2545,93,50,50,45,11,614,217,possession,FRA,"FW,MF",20,2002,15.2,3,1,1,22,12,4,18,10,16,0,0,0,52,10,11,47.6,misc
FRA-Ligue 1,2023,Brest,Bradley Locko,FRA,DF,21,2002,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.3,0.3,1.6,1.9,83,129,162,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,standard,FRA,DF,21,2002,32.9,97,55,57,34,6,47,80,58.8,33,28,1,27,40,137,69,0,defense,FRA,DF,21,2002,32.9,0,12,2,16.7,0.36,0.06,0.0,0.0,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3,shooting,FRA,DF,21,2002,32.9,1544,1852,83.4,25861,8098,760,863,88.1,607,701,86.6,127,205,62.0,3,1.6,1.9,1.4,24,109,37,26,129,passing,FRA,DF,21,2002,32.9,2269,112,666,1101,544,21,2269,118,56,47.5,52,44.1,1466,8974,4389,83,62,4,68,28,1308,162,possession,FRA,DF,21,2002,32.9,5,0,0,26,42,1,94,40,55,0,0,0,213,30,25,54.5,misc
FRA-Ligue 1,2023,Monaco,Breel Embolo,SUI,FW,26,1997,5,2,182,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,8,7,20,0.49,0.0,0.49,0.49,0.49,0.35,0.06,0.41,0.35,0.41,standard,SUI,FW,26,1997,2.0,3,3,0,2,1,1,4,25.0,3,1,0,1,1,4,2,0,defense,SUI,FW,26,1997,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,15.9,0,0,0,0.7,0.7,0.12,0.3,0.3,shooting,SUI,FW,26,1997,2.0,37,46,80.4,591,152,18,21,85.7,13,17,76.5,4,4,100.0,0,0.1,0.2,-0.1,3,4,2,0,7,passing,SUI,FW,26,1997,2.0,79,3,8,31,40,18,79,7,4,57.1,3,42.9,67,415,150,8,5,6,8,7,67,20,possession,SUI,FW,26,1997,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1,misc
FRA-Ligue 1,2023,Brest,Brendan Chardonnet,FRA,DF,28,1994,33,33,2970,33.0,1,1,2,1,0,0,4,0,1.5,1.5,1.6,3.1,25,115,8,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,standard,FRA,DF,28,1994,33.0,57,34,33,22,2,32,63,50.8,31,58,34,24,53,110,139,3,defense,FRA,DF,28,1994,33.0,1,18,3,16.7,0.55,0.09,0.06,0.33,11.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5,shooting,FRA,DF,28,1994,33.0,1511,1824,82.8,32477,10685,401,441,90.9,849,918,92.5,238,421,56.5,1,1.6,1.3,-0.6,10,110,8,2,115,passing,FRA,DF,28,1994,33.0,2188,242,1105,1017,81,30,2188,8,2,25.0,4,50.0,1524,9116,5074,25,14,0,15,4,1388,8,possession,FRA,DF,28,1994,33.0,4,0,0,35,23,0,13,53,34,0,0,0,174,86,54,61.4,misc
FRA-Ligue 1,2023,Lens,Brice Samba,FRA,GK,29,1994,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,FRA,GK,29,1994,33.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,10,3,defense,FRA,GK,29,1994,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,29,1994,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4,passing,FRA,GK,29,1994,33.0,1194,917,1173,22,0,0,1194,0,0,,0,,861,4654,2662,0,0,0,2,0,600,0,possession,FRA,GK,29,1994,33.0,3,0,0,1,3,0,0,0,1,0,1,1,38,4,0,100.0,misc
FRA-Ligue 1,2023,Nantes,Bénie Traoré,CIV,"FW,MF",20,2002,14,4,504,5.6,0,1,1,0,0,0,1,1,0.7,0.7,0.9,1.6,23,15,45,0.0,0.18,0.18,0.0,0.18,0.13,0.16,0.29,0.13,0.29,standard,CIV,"FW,MF",20,2002,5.6,8,4,2,5,1,3,7,42.9,4,3,0,3,1,9,1,0,defense,CIV,"FW,MF",20,2002,5.6,0,7,4,57.1,1.25,0.71,0.0,0.0,18.7,1,0,0,0.7,0.7,0.1,-0.7,-0.7,shooting,CIV,"FW,MF",20,2002,5.6,99,148,66.9,1513,448,58,73,79.5,30,42,71.4,6,17,35.3,1,0.9,1.3,0.1,8,9,4,2,15,passing,CIV,"FW,MF",20,2002,5.6,212,4,19,91,110,23,212,25,13,52.0,11,44.0,152,1195,585,23,15,7,19,9,140,45,possession,CIV,"FW,MF",20,2002,5.6,1,1,0,10,7,1,20,1,4,0,0,0,28,1,11,8.3,misc
FRA-Ligue 1,2023,Monaco,Caio Henrique Oliveira Silva,BRA,DF,26,1997,9,7,623,6.9,0,5,5,0,0,0,0,0,0.2,0.2,1.3,1.5,16,33,54,0.0,0.72,0.72,0.0,0.72,0.03,0.18,0.22,0.03,0.22,standard,BRA,DF,26,1997,6.9,13,7,3,7,3,6,9,66.7,3,8,2,6,6,19,9,0,defense,BRA,DF,26,1997,6.9,0,6,1,16.7,0.87,0.14,0.0,0.0,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,BRA,DF,26,1997,6.9,376,464,81.0,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,5,1.3,2.3,3.7,13,26,15,2,33,passing,BRA,DF,26,1997,6.9,528,13,105,231,200,19,528,9,5,55.6,4,44.4,354,1956,828,16,15,7,11,3,329,54,possession,BRA,DF,26,1997,6.9,0,0,0,2,2,1,36,6,7,0,0,0,37,2,5,28.6,misc
FRA-Ligue 1,2023,Lille,Carlos Baleba,CMR,MF,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,CMR,MF,19,2004,0.7,6,2,1,4,1,3,4,75.0,1,0,0,0,2,8,0,0,defense,CMR,MF,19,2004,0.7,0,2,1,50.0,2.95,1.48,0.0,0.0,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,CMR,MF,19,2004,0.7,39,45,86.7,627,100,20,22,90.9,12,13,92.3,4,6,66.7,0,0.0,0.0,0.0,0,5,0,0,3,passing,CMR,MF,19,2004,0.7,59,1,8,39,12,0,59,0,0,,0,,43,203,69,1,1,0,0,2,42,1,possession,CMR,MF,19,2004,0.7,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,,misc
FRA-Ligue 1,2023,Paris S-G,Carlos Soler,ESP,"MF,DF",26,1997,24,12,1090,12.1,2,2,4,2,0,0,1,0,1.5,1.5,2.4,3.9,15,74,59,0.17,0.17,0.33,0.17,0.33,0.12,0.2,0.32,0.12,0.32,standard,ESP,"MF,DF",26,1997,12.1,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,defense,ESP,"MF,DF",26,1997,12.1,2,14,5,35.7,1.16,0.41,0.14,0.4,15.0,0,0,0,1.5,1.5,0.11,0.5,0.5,shooting,ESP,"MF,DF",26,1997,12.1,670,782,85.7,10803,2917,322,356,90.4,265,299,88.6,50,72,69.4,2,2.4,1.9,-0.4,20,58,17,2,74,passing,ESP,"MF,DF",26,1997,12.1,872,27,183,423,273,36,872,10,5,50.0,4,40.0,707,3403,1302,15,23,2,14,8,673,59,possession,ESP,"MF,DF",26,1997,12.1,1,0,0,11,10,1,23,5,10,0,0,0,55,6,6,50.0,misc
FRA-Ligue 1,2023,Lyon,Chaim El Djebali,TUN,MF,19,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,TUN,MF,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,TUN,MF,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,TUN,MF,19,2004,0.1,7,9,77.8,120,23,3,3,100.0,4,4,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,passing,TUN,MF,19,2004,0.1,10,0,0,5,5,0,10,1,0,0.0,1,100.0,9,50,35,1,1,0,0,0,10,0,possession,TUN,MF,19,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,misc
FRA-Ligue 1,2023,Marseille,Chancel Mbemba,COD,DF,28,1994,25,25,2207,24.5,2,2,4,2,0,0,1,0,1.8,1.8,1.0,2.8,16,131,10,0.08,0.08,0.16,0.08,0.16,0.07,0.04,0.12,0.07,0.12,standard,COD,DF,28,1994,24.5,33,21,25,7,1,17,30,56.7,13,21,13,8,13,46,95,1,defense,COD,DF,28,1994,24.5,2,19,2,10.5,0.77,0.08,0.11,1.0,10.3,0,0,0,1.8,1.8,0.1,0.2,0.2,shooting,COD,DF,28,1994,24.5,1222,1398,87.4,24175,8626,372,410,90.7,701,770,91.0,130,188,69.1,2,1.0,1.5,1.0,7,124,11,3,131,passing,COD,DF,28,1994,24.5,1631,170,618,925,98,25,1631,11,7,63.6,3,27.3,1221,6994,4035,16,29,2,17,5,1148,10,possession,COD,DF,28,1994,24.5,1,0,0,21,9,2,15,13,21,0,0,1,102,40,32,55.6,misc
FRA-Ligue 1,2023,Clermont Foot,Cheick Konaté,MLI,DF,19,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,0.5,0.5,1.6,2.1,22,37,86,0.08,0.08,0.17,0.08,0.17,0.04,0.13,0.18,0.04,0.18,standard,MLI,DF,19,2004,11.9,26,15,17,9,0,20,36,55.6,16,16,2,14,13,39,21,0,defense,MLI,DF,19,2004,11.9,1,14,4,28.6,1.18,0.34,0.07,0.25,20.3,0,0,0,0.5,0.5,0.04,0.5,0.5,shooting,MLI,DF,19,2004,11.9,319,484,65.9,5214,1779,162,210,77.1,125,175,71.4,24,70,34.3,1,1.6,1.3,-0.6,16,27,13,6,37,passing,MLI,DF,19,2004,11.9,631,34,128,310,202,20,631,43,22,51.2,20,46.5,412,2487,1113,22,19,8,19,13,375,86,possession,MLI,DF,19,2004,11.9,4,0,0,17,14,0,43,13,15,0,1,0,55,7,12,36.8,misc
FRA-Ligue 1,2023,Metz,Cheikh Tidiane Sabaly,SEN,"FW,MF",24,1999,29,17,1379,15.3,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.8,37,36,75,0.2,0.07,0.26,0.2,0.26,0.17,0.08,0.25,0.17,0.25,standard,SEN,"FW,MF",24,1999,15.3,40,20,23,12,5,16,40,40.0,24,19,2,17,10,50,14,0,defense,SEN,"FW,MF",24,1999,15.3,3,21,9,42.9,1.37,0.59,0.14,0.33,17.6,0,0,0,2.7,2.7,0.13,0.3,0.3,shooting,SEN,"FW,MF",24,1999,15.3,290,370,78.4,4575,1070,139,175,79.4,123,150,82.0,17,21,81.0,1,1.2,0.7,-0.2,9,23,4,0,36,passing,SEN,"FW,MF",24,1999,15.3,571,23,117,258,215,45,571,69,31,44.9,36,52.2,411,3102,1300,37,32,14,34,19,357,75,possession,SEN,"FW,MF",24,1999,15.3,4,0,0,24,27,6,12,10,20,1,1,0,86,5,17,22.7,misc
FRA-Ligue 1,2023,Paris S-G,Cher Ndour,ITA,MF,19,2004,3,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,19,2004,0.3,2,2,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,defense,ITA,MF,19,2004,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,MF,19,2004,0.3,23,25,92.0,285,39,14,15,93.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,passing,ITA,MF,19,2004,0.3,30,0,4,21,6,0,30,1,1,100.0,0,0.0,25,90,20,0,0,0,2,0,22,1,possession,ITA,MF,19,2004,0.3,1,0,0,1,0,0,0,0,2,0,0,0,5,0,3,0.0,misc
FRA-Ligue 1,2023,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,14,13,1180,13.1,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.2,13,45,1,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01,standard,FRA,DF,21,2002,13.1,18,11,11,7,0,10,18,55.6,8,14,10,4,13,31,74,1,defense,FRA,DF,21,2002,13.1,1,5,2,40.0,0.38,0.15,0.2,0.5,24.0,0,0,0,0.2,0.2,0.03,0.8,0.8,shooting,FRA,DF,21,2002,13.1,569,655,86.9,9651,3929,238,262,90.8,287,312,92.0,27,56,48.2,0,0.0,0.1,0.0,0,34,1,0,45,passing,FRA,DF,21,2002,13.1,807,123,391,397,20,5,807,5,2,40.0,1,20.0,549,3316,1799,13,4,1,6,4,496,1,possession,FRA,DF,21,2002,13.1,2,0,0,12,10,1,0,13,11,0,3,0,67,23,13,63.9,misc
FRA-Ligue 1,2023,Monaco,Chrislain Matsima,FRA,DF,21,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5,31,5,0.0,0.3,0.3,0.0,0.3,0.04,0.02,0.06,0.04,0.06,standard,FRA,DF,21,2002,3.3,9,7,5,3,1,2,7,28.6,5,4,1,3,4,13,4,0,defense,FRA,DF,21,2002,3.3,0,2,0,0.0,0.6,0.0,0.0,,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,FRA,DF,21,2002,3.3,215,231,93.1,3943,1598,75,84,89.3,120,124,96.8,15,17,88.2,1,0.1,0.1,0.9,3,39,0,0,31,passing,FRA,DF,21,2002,3.3,259,12,73,169,19,2,259,2,0,0.0,1,50.0,201,1136,715,5,7,0,3,1,188,5,possession,FRA,DF,21,2002,3.3,2,0,0,10,2,0,0,4,7,0,1,0,23,10,8,55.6,misc
FRA-Ligue 1,2023,Reims,Christ Mbondi,FRA,FW,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,18,2004,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,FRA,FW,18,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,18,2004,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,18,2004,0.0,3,0,1,1,1,0,3,0,0,,0,,2,9,2,0,0,0,0,0,2,1,possession,FRA,FW,18,2004,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,misc
