league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2023,Lyon,Alexandre Lacazette,FRA,FW,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22,61,144,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,standard,FRA,FW,32,1991,25.5,19,12,8,9,2,5,17,29.4,12,22,3,19,8,27,9,0,defense,FRA,FW,32,1991,25.5,19,60,33,55.0,2.35,1.3,0.28,0.52,14.0,6,2,2,11.4,9.8,0.17,7.6,7.2,shooting,FRA,FW,32,1991,25.5,397,561,70.8,5653,1574,211,283,74.6,113,156,72.4,29,46,63.0,2,1.9,2.1,0.1,21,38,17,2,61,passing,FRA,FW,32,1991,25.5,809,14,89,358,372,127,807,42,22,52.4,17,40.5,576,2746,910,22,20,10,55,37,567,144,possession,FRA,FW,32,1991,25.5,3,1,0,50,36,13,10,8,12,1,0,0,60,27,40,40.3,misc
FRA-Ligue 1,2023,Metz,Alexandre Oukidja,ALG,GK,35,1988,34,34,2987,33.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALG,GK,35,1988,33.2,2,1,2,0,0,1,2,50.0,1,1,0,1,3,5,24,3,defense,ALG,GK,35,1988,33.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ALG,GK,35,1988,33.2,513,1002,51.2,18669,15112,49,50,98.0,199,206,96.6,264,741,35.6,0,0.0,0.1,0.0,0,24,0,0,3,passing,ALG,GK,35,1988,33.2,1112,908,1105,7,0,0,1112,3,3,100.0,0,0.0,613,4392,2557,1,0,0,0,0,306,0,possession,ALG,GK,35,1988,33.2,3,0,0,1,7,0,0,3,1,0,1,0,22,12,2,85.7,misc
FRA-Ligue 1,2023,Nice,Alexis Claude-Maurice,FRA,MF,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.8,0.8,0.3,1.0,15,21,25,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.19,0.13,0.19,standard,FRA,MF,25,1998,5.6,12,5,3,6,3,1,5,20.0,4,4,1,3,5,17,7,0,defense,FRA,MF,25,1998,5.6,0,18,6,33.3,3.21,1.07,0.0,0.0,25.1,1,0,0,0.8,0.8,0.04,-0.8,-0.8,shooting,FRA,MF,25,1998,5.6,202,253,79.8,2857,570,120,132,90.9,56,75,74.7,12,22,54.5,0,0.3,0.6,-0.3,7,15,6,3,21,passing,FRA,MF,25,1998,5.6,330,7,46,157,135,14,330,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,11,222,25,possession,FRA,MF,25,1998,5.6,1,0,0,16,8,1,26,5,5,0,0,0,27,3,3,50.0,misc
FRA-Ligue 1,2023,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,2.0,2.0,0.5,2.6,15,82,7,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,standard,BRA,DF,23,1999,24.7,32,22,24,8,0,16,31,51.6,15,25,15,10,35,67,116,5,defense,BRA,DF,23,1999,24.7,0,17,2,11.8,0.69,0.08,0.0,0.0,10.9,0,0,0,2.0,2.0,0.12,-2.0,-2.0,shooting,BRA,DF,23,1999,24.7,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,-0.5,5,83,5,0,82,passing,BRA,DF,23,1999,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7,possession,BRA,DF,23,1999,24.7,6,1,0,27,37,1,2,35,22,0,0,1,124,39,17,69.6,misc
FRA-Ligue 1,2023,Clermont Foot,Alidu Seidu,GHA,DF,23,2000,14,13,1131,12.6,0,1,1,0,0,0,5,1,0.1,0.1,0.7,0.7,16,33,3,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06,standard,GHA,DF,23,2000,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,defense,GHA,DF,23,2000,12.6,0,6,1,16.7,0.48,0.08,0.0,0.0,36.3,0,0,0,0.1,0.1,0.01,-0.1,-0.1,shooting,GHA,DF,23,2000,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,0.3,5,43,0,0,33,passing,GHA,DF,23,2000,12.6,905,68,372,488,55,1,905,25,11,44.0,12,48.0,651,4153,1861,16,17,0,13,6,560,3,possession,GHA,DF,23,2000,12.6,5,1,0,20,29,0,4,25,24,0,1,0,107,15,8,65.2,misc
FRA-Ligue 1,2023,Rennes,Alidu Seidu,GHA,DF,23,2000,11,7,593,6.6,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,14,23,24,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,GHA,DF,23,2000,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13,0,defense,GHA,DF,23,2000,6.6,0,2,0,0.0,0.3,0.0,0.0,,28.7,0,0,0,0.2,0.2,0.12,-0.2,-0.2,shooting,GHA,DF,23,2000,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23,passing,GHA,DF,23,2000,6.6,439,23,121,215,109,2,439,11,6,54.5,3,27.3,287,1858,812,14,16,1,11,3,267,24,possession,GHA,DF,23,2000,6.6,3,0,0,8,14,1,6,10,9,0,0,0,33,7,5,58.3,misc
FRA-Ligue 1,2023,Nice,Aliou Badara Baldé,GUI,"FW,DF",20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,standard,GUI,"FW,DF",20,2002,0.8,4,1,0,3,1,1,1,100.0,0,2,1,1,3,7,0,0,defense,GUI,"FW,DF",20,2002,0.8,0,3,2,66.7,3.91,2.61,0.0,0.0,19.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,GUI,"FW,DF",20,2002,0.8,15,30,50.0,183,33,12,17,70.6,2,9,22.2,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,passing,GUI,"FW,DF",20,2002,0.8,58,1,5,19,36,5,58,10,3,30.0,6,60.0,35,353,161,5,5,1,2,0,28,8,possession,GUI,"FW,DF",20,2002,0.8,0,0,0,2,2,0,4,3,1,0,0,0,6,1,2,33.3,misc
FRA-Ligue 1,2023,Le Havre,Alois Confais,FRA,"MF,FW",26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,"MF,FW",26,1996,0.1,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,defense,FRA,"MF,FW",26,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"MF,FW",26,1996,0.1,7,9,77.8,74,5,7,8,87.5,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,"MF,FW",26,1996,0.1,11,0,1,9,1,0,11,0,0,,0,,6,35,12,0,0,0,0,0,4,0,possession,FRA,"MF,FW",26,1996,0.1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,,misc
FRA-Ligue 1,2023,Reims,Amadou Koné,MLI,MF,18,2005,16,4,475,5.3,0,0,0,0,0,0,4,1,0.3,0.3,0.2,0.4,2,28,2,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,standard,MLI,MF,18,2005,5.3,13,8,11,2,0,6,10,60.0,4,8,3,5,10,23,10,0,defense,MLI,MF,18,2005,5.3,0,6,1,16.7,1.14,0.19,0.0,0.0,27.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,MLI,MF,18,2005,5.3,204,256,79.7,3787,1027,72,95,75.8,99,113,87.6,23,28,82.1,0,0.2,0.1,-0.2,3,19,1,0,28,passing,MLI,MF,18,2005,5.3,322,23,97,199,32,2,322,3,2,66.7,1,33.3,224,1213,443,2,5,0,9,4,197,2,possession,MLI,MF,18,2005,5.3,4,1,1,7,21,0,1,10,8,0,0,0,42,12,12,50.0,misc
FRA-Ligue 1,2023,Lyon,Amin Sarr,SWE,"FW,MF",22,2001,3,1,98,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,1,8,0.0,0.0,0.0,0.0,0.0,0.31,0.14,0.45,0.31,0.45,standard,SWE,"FW,MF",22,2001,1.1,1,0,0,1,0,0,0,,0,1,0,1,0,1,1,0,defense,SWE,"FW,MF",22,2001,1.1,0,5,2,40.0,4.59,1.84,0.0,0.0,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting,SWE,"FW,MF",22,2001,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1,passing,SWE,"FW,MF",22,2001,1.1,35,2,3,14,18,7,35,3,2,66.7,1,33.3,21,116,50,3,1,2,4,0,21,8,possession,SWE,"FW,MF",22,2001,1.1,0,0,0,2,2,0,1,0,0,0,0,0,2,2,3,40.0,misc
FRA-Ligue 1,2023,Rennes,Amine Gouiri,ALG,"FW,MF",23,2000,31,24,2067,23.0,7,3,10,7,0,0,2,0,7.4,7.3,1.7,9.1,59,82,185,0.3,0.13,0.44,0.3,0.44,0.32,0.08,0.4,0.32,0.39,standard,ALG,"FW,MF",23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0,defense,ALG,"FW,MF",23,2000,23.0,7,78,26,33.3,3.4,1.13,0.09,0.27,15.2,0,0,0,7.4,7.3,0.09,-0.4,-0.3,shooting,ALG,"FW,MF",23,2000,23.0,625,764,81.8,8942,2136,344,408,84.3,223,257,86.8,21,28,75.0,3,1.7,2.4,1.3,21,42,32,0,82,passing,ALG,"FW,MF",23,2000,23.0,1049,18,109,435,524,132,1049,86,46,53.5,40,46.5,822,4947,2120,59,50,28,41,40,807,185,possession,ALG,"FW,MF",23,2000,23.0,2,0,0,27,23,1,7,14,10,1,0,0,75,15,19,44.1,misc
FRA-Ligue 1,2023,Marseille,Amine Harit,MAR,"MF,FW",26,1997,28,21,1821,20.2,1,2,3,1,0,0,5,0,3.7,3.7,3.7,7.4,84,127,112,0.05,0.1,0.15,0.05,0.15,0.18,0.18,0.37,0.18,0.37,standard,MAR,"MF,FW",26,1997,20.2,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0,defense,MAR,"MF,FW",26,1997,20.2,1,33,8,24.2,1.63,0.4,0.03,0.13,17.7,1,0,0,3.7,3.7,0.11,-2.7,-2.7,shooting,MAR,"MF,FW",26,1997,20.2,815,966,84.4,12457,3325,404,449,90.0,311,351,88.6,49,88,55.7,2,3.7,3.6,-1.7,39,86,33,5,127,passing,MAR,"MF,FW",26,1997,20.2,1184,13,113,573,515,64,1184,75,39,52.0,27,36.0,969,6200,2888,84,69,11,43,37,904,112,possession,MAR,"MF,FW",26,1997,20.2,5,0,0,19,51,1,39,12,16,0,0,0,121,4,16,20.0,misc
FRA-Ligue 1,2023,Reims,Amine Salama,FRA,FW,23,2000,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10,7,33,0.0,0.0,0.0,0.0,0.0,0.21,0.07,0.27,0.21,0.27,standard,FRA,FW,23,2000,3.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,defense,FRA,FW,23,2000,3.5,0,6,1,16.7,1.73,0.29,0.0,0.0,13.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7,shooting,FRA,FW,23,2000,3.5,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,-0.2,5,7,1,1,7,passing,FRA,FW,23,2000,3.5,110,0,10,48,56,10,110,14,10,71.4,3,21.4,85,723,311,10,4,3,15,5,79,33,possession,FRA,FW,23,2000,3.5,0,0,0,3,3,6,5,1,0,0,0,0,14,3,2,60.0,misc
FRA-Ligue 1,2023,Reims,Amir Richardson,MAR,MF,21,2002,28,14,1352,15.0,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,28,72,40,0.2,0.07,0.27,0.2,0.27,0.11,0.08,0.18,0.11,0.18,standard,MAR,MF,21,2002,15.0,33,23,12,18,3,10,22,45.5,12,26,5,21,15,48,30,0,defense,MAR,MF,21,2002,15.0,3,17,8,47.1,1.13,0.53,0.18,0.38,18.8,0,0,0,1.6,1.6,0.1,1.4,1.4,shooting,MAR,MF,21,2002,15.0,534,651,82.0,9313,1944,235,281,83.6,245,284,86.3,46,65,70.8,1,1.1,1.4,-0.1,12,51,7,2,72,passing,MAR,MF,21,2002,15.0,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40,possession,MAR,MF,21,2002,15.0,4,0,0,30,22,0,13,15,23,0,0,0,86,17,11,60.7,misc
FRA-Ligue 1,2023,Lille,Andrej Ilic,SRB,FW,23,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,FW,23,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SRB,FW,23,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,FW,23,2000,0.1,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,SRB,FW,23,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,1,3,1,0,0,0,0,0,1,0,possession,SRB,FW,23,2000,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2023,Strasbourg,Andrey Santos,BRA,MF,19,2004,11,9,831,9.2,1,0,1,1,0,0,4,0,1.0,1.0,1.0,2.0,5,48,15,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.21,0.11,0.21,standard,BRA,MF,19,2004,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,defense,BRA,MF,19,2004,9.2,1,12,4,33.3,1.3,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,shooting,BRA,MF,19,2004,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48,passing,BRA,MF,19,2004,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15,possession,BRA,MF,19,2004,9.2,4,0,0,10,24,1,3,10,18,0,0,0,61,12,9,57.1,misc
FRA-Ligue 1,2023,Le Havre,André Ayew,GHA,FW,33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,3.1,3.1,0.8,3.9,14,23,65,0.41,0.0,0.41,0.41,0.41,0.25,0.07,0.32,0.25,0.32,standard,GHA,FW,33,1989,12.3,15,11,7,6,2,6,9,66.7,3,8,3,5,2,17,11,0,defense,GHA,FW,33,1989,12.3,5,32,12,37.5,2.61,0.98,0.16,0.42,15.1,1,0,0,3.1,3.1,0.1,1.9,1.9,shooting,GHA,FW,33,1989,12.3,197,266,74.1,2678,655,127,157,80.9,55,72,76.4,5,9,55.6,0,0.8,0.5,-0.8,8,26,4,1,23,passing,GHA,FW,33,1989,12.3,389,12,45,181,168,49,389,28,16,57.1,10,35.7,255,1466,501,14,10,5,25,20,273,65,possession,GHA,FW,33,1989,12.3,2,1,0,15,26,4,4,2,11,0,0,0,40,44,62,41.5,misc
FRA-Ligue 1,2023,Lens,Andy Diouf,FRA,MF,20,2003,25,16,1314,14.6,1,0,1,1,0,0,2,0,1.5,1.5,1.1,2.6,63,80,55,0.07,0.0,0.07,0.07,0.07,0.1,0.08,0.18,0.1,0.18,standard,FRA,MF,20,2003,14.6,28,19,12,11,5,14,22,63.6,8,13,3,10,3,31,5,1,defense,FRA,MF,20,2003,14.6,1,27,8,29.6,1.85,0.55,0.04,0.13,24.1,1,0,0,1.5,1.5,0.06,-0.5,-0.5,shooting,FRA,MF,20,2003,14.6,591,737,80.2,8535,2144,316,369,85.6,216,251,86.1,25,50,50.0,0,1.1,1.7,-1.1,21,46,14,0,80,passing,FRA,MF,20,2003,14.6,908,17,114,478,336,23,908,58,30,51.7,26,44.8,685,4841,2511,63,48,8,29,30,640,55,possession,FRA,MF,20,2003,14.6,2,0,0,12,15,0,47,3,19,0,0,0,94,10,14,41.7,misc
FRA-Ligue 1,2023,Clermont Foot,Andy Pelmard,FRA,DF,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,39,120,7,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,FRA,DF,23,2000,33.2,51,38,41,9,1,32,40,80.0,8,37,20,17,33,84,99,2,defense,FRA,DF,23,2000,33.2,0,2,1,50.0,0.06,0.03,0.0,0.0,9.1,0,0,0,0.3,0.3,0.17,-0.3,-0.3,shooting,FRA,DF,23,2000,33.2,1412,1666,84.8,23653,7665,624,678,92.0,656,720,91.1,82,195,42.1,0,0.6,0.9,-0.6,6,86,8,1,120,passing,FRA,DF,23,2000,33.2,1928,220,844,1011,94,4,1928,10,7,70.0,2,20.0,1393,9458,4757,39,24,2,10,3,1256,7,possession,FRA,DF,23,2000,33.2,1,0,0,13,19,0,6,33,38,0,2,0,170,25,12,67.6,misc
FRA-Ligue 1,2023,Lille,Angel Gomes,ENG,MF,22,2000,31,29,2571,28.6,0,8,8,0,0,0,5,0,2.0,2.0,6.2,8.2,49,204,71,0.0,0.28,0.28,0.0,0.28,0.07,0.22,0.29,0.07,0.29,standard,ENG,MF,22,2000,28.6,26,13,4,15,7,14,32,43.8,18,23,6,17,18,44,28,1,defense,ENG,MF,22,2000,28.6,0,34,7,20.6,1.19,0.25,0.0,0.0,23.6,5,0,0,2.0,2.0,0.06,-2.0,-2.0,shooting,ENG,MF,22,2000,28.6,1566,1751,89.4,27874,7062,727,779,93.3,632,680,92.9,170,220,77.3,8,6.2,6.0,1.8,48,164,45,1,204,passing,ENG,MF,22,2000,28.6,1940,45,299,1231,424,38,1940,35,22,62.9,12,34.3,1644,8464,3733,49,56,7,26,15,1589,71,possession,ENG,MF,22,2000,28.6,5,0,0,31,36,0,45,18,13,0,0,0,125,7,13,35.0,misc
FRA-Ligue 1,2023,Lens,Angelo Fulgini,FRA,MF,26,1996,29,16,1376,15.3,1,2,3,1,0,0,1,0,3.2,3.2,3.2,6.4,35,74,117,0.07,0.13,0.2,0.07,0.2,0.21,0.21,0.42,0.21,0.42,standard,FRA,MF,26,1996,15.3,23,14,6,13,4,11,19,57.9,8,22,1,21,8,31,11,0,defense,FRA,MF,26,1996,15.3,1,46,10,21.7,3.01,0.65,0.02,0.1,19.0,7,0,0,3.2,3.2,0.07,-2.2,-2.2,shooting,FRA,MF,26,1996,15.3,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74,passing,FRA,MF,26,1996,15.3,996,19,97,439,471,48,996,42,18,42.9,22,52.4,692,3650,1415,35,42,7,33,36,667,117,possession,FRA,MF,26,1996,15.3,1,0,0,8,25,1,114,8,14,0,0,0,79,33,30,52.4,misc
FRA-Ligue 1,2023,Lyon,Anthony Lopes,POR,GK,32,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,POR,GK,32,1990,31.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,defense,POR,GK,32,1990,31.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,GK,32,1990,31.0,773,1035,74.7,20175,14006,146,146,100.0,392,398,98.5,231,487,47.4,0,0.3,0.2,-0.3,1,9,1,0,1,passing,POR,GK,32,1990,31.0,1110,928,1093,17,0,0,1110,0,0,,0,,784,4447,2904,1,0,0,0,0,510,0,possession,POR,GK,32,1990,31.0,0,0,0,1,6,0,0,0,0,0,1,0,33,5,0,100.0,misc
FRA-Ligue 1,2023,Le Havre,Antoine Joujou,FRA,"FW,MF",20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,1.1,1.1,0.6,1.8,35,22,82,0.0,0.23,0.23,0.0,0.23,0.13,0.07,0.2,0.13,0.2,standard,FRA,"FW,MF",20,2003,8.7,20,12,7,7,6,11,21,52.4,10,11,2,9,7,27,5,0,defense,FRA,"FW,MF",20,2003,8.7,0,20,3,15.0,2.31,0.35,0.0,0.0,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting,FRA,"FW,MF",20,2003,8.7,184,260,70.8,2751,659,106,137,77.4,68,87,78.2,6,11,54.5,2,0.6,0.9,1.4,9,10,11,2,22,passing,FRA,"FW,MF",20,2003,8.7,399,10,53,128,228,41,399,53,19,35.8,31,58.5,299,2262,1090,35,21,16,24,26,278,82,possession,FRA,"FW,MF",20,2003,8.7,1,0,0,17,10,0,18,7,12,0,0,0,42,10,24,29.4,misc
FRA-Ligue 1,2023,Nice,Antoine Mendy,SEN,DF,19,2004,10,4,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,12,6,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.1,0.02,0.1,standard,SEN,DF,19,2004,4.6,7,5,4,3,0,3,7,42.9,4,4,1,3,8,15,16,0,defense,SEN,DF,19,2004,4.6,0,2,1,50.0,0.43,0.22,0.0,0.0,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,SEN,DF,19,2004,4.6,211,244,86.5,4086,1001,69,77,89.6,116,129,89.9,21,31,67.7,0,0.4,0.2,-0.4,2,15,2,2,12,passing,SEN,DF,19,2004,4.6,291,28,142,125,27,3,291,9,6,66.7,3,33.3,209,1092,505,3,3,0,1,0,192,6,possession,SEN,DF,19,2004,4.6,0,0,0,4,5,0,4,8,5,0,1,0,22,7,12,36.8,misc
FRA-Ligue 1,2023,Monaco,Antonin Cartillier,FRA,DF,19,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,FRA,DF,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,19,2004,0.1,1,3,33.3,10,7,1,1,100.0,0,0,,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,DF,19,2004,0.1,6,0,1,4,1,0,6,0,0,,0,,3,42,15,1,1,0,0,1,3,0,possession,FRA,DF,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
FRA-Ligue 1,2023,Paris S-G,Arnau Tenas,ESP,GK,22,2001,6,5,529,5.9,0,1,1,0,0,0,0,0,0.0,0.0,0.8,0.8,0,0,0,0.0,0.17,0.17,0.0,0.17,0.0,0.13,0.13,0.0,0.13,standard,ESP,GK,22,2001,5.9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,GK,22,2001,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,22,2001,5.9,173,211,82.0,4055,2464,36,36,100.0,100,100,100.0,37,75,49.3,1,0.8,0.2,0.2,1,4,0,0,0,passing,ESP,GK,22,2001,5.9,220,199,218,2,0,0,220,0,0,,0,,168,710,397,0,0,0,0,0,131,0,possession,ESP,GK,22,2001,5.9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,misc
FRA-Ligue 1,2023,Rennes,Arnaud Kalimuendo,FRA,FW,21,2002,30,25,2139,23.8,10,1,11,8,2,2,6,0,9.0,7.4,2.7,10.1,27,37,181,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43,standard,FRA,FW,21,2002,23.8,5,4,2,2,1,2,5,40.0,3,13,2,11,4,9,4,0,defense,FRA,FW,21,2002,23.8,10,59,22,37.3,2.48,0.93,0.14,0.36,16.3,0,2,2,9.0,7.4,0.13,1.0,0.6,shooting,FRA,FW,21,2002,23.8,405,502,80.7,5966,893,222,265,83.8,137,155,88.4,24,26,92.3,1,2.7,2.3,-1.7,28,31,12,1,37,passing,FRA,FW,21,2002,23.8,717,7,37,347,339,107,715,46,17,37.0,25,54.3,559,3294,1046,27,18,13,52,35,564,181,possession,FRA,FW,21,2002,23.8,6,0,0,28,50,6,11,4,4,3,0,0,45,6,61,9.0,misc
