league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_misc,pos_misc,age_misc,born_misc,90s,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
ESP-La Liga,2022,Getafe,Djené,TOG,DF,30,1991,33,33,2840,31.6,0,1,1,0,0,0,10,1,0.6,0.6,0.7,1.2,11,77,20,0.0,0.03,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04,standard,TOG,DF,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.9,misc,TOG,DF,30,1991,31.6,41,28,23,17,1,22,38,57.9,16,25,10,15,42,83,81,1,defense,TOG,DF,30,1991,31.6,0,9,1,11.1,0.29,0.03,0.0,0.0,15.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,TOG,DF,30,1991,31.6,1418,117,599,716,120,11,1418,28,18,64.3,3,10.7,754,3584,1725,11,17,0,22,15,745,20,possession,TOG,DF,30,1991,31.6,884,1154,76.6,16135,6389,361,404,89.4,411,484,84.9,96,206,46.6,1,0.7,1.4,0.3,7,72,13,10,77,passing
ESP-La Liga,2022,Valencia,Domingos André Ribeiro Almeida,POR,MF,22,2000,34,29,2539,28.2,2,4,6,2,0,0,3,0,1.4,1.4,3.4,4.9,74,197,71,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17,standard,POR,MF,22,2000,28.2,3,0,0,31,40,1,127,20,42,0,0,0,161,14,29,32.6,misc,POR,MF,22,2000,28.2,66,42,23,32,11,26,57,45.6,31,26,0,26,20,86,16,1,defense,POR,MF,22,2000,28.2,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06,0.6,0.6,shooting,POR,MF,22,2000,28.2,1686,33,244,820,652,24,1686,90,46,51.1,31,34.4,1049,6244,3196,74,71,3,42,49,1114,71,possession,POR,MF,22,2000,28.2,1110,1402,79.2,18396,6030,561,624,89.9,396,485,81.6,110,213,51.6,4,3.4,4.0,0.6,43,143,43,13,197,passing
ESP-La Liga,2022,Getafe,Domingos Duarte,POR,DF,27,1995,31,30,2657,29.5,0,2,2,0,0,0,11,1,1.3,1.3,0.8,2.1,6,63,0,0.0,0.07,0.07,0.0,0.07,0.04,0.03,0.07,0.04,0.07,standard,POR,DF,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0,misc,POR,DF,27,1995,29.5,26,18,21,5,0,19,26,73.1,7,29,23,6,39,65,145,0,defense,POR,DF,27,1995,29.5,0,16,4,25.0,0.54,0.14,0.0,0.0,11.0,0,0,0,1.3,1.3,0.08,-1.3,-1.3,shooting,POR,DF,27,1995,29.5,1246,178,677,538,35,22,1246,6,5,83.3,1,16.7,583,2704,1231,6,2,0,6,3,621,0,possession,POR,DF,27,1995,29.5,742,963,77.1,15659,6506,238,281,84.7,369,442,83.5,130,225,57.8,2,0.8,0.1,1.2,4,52,1,0,63,passing
ESP-La Liga,2022,Elche,Domingos Quina,POR,MF,22,1999,10,2,275,3.1,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,12,17,7,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,standard,POR,MF,22,1999,3.1,3,1,1,5,11,0,6,3,2,0,0,0,27,0,1,0.0,misc,POR,MF,22,1999,3.1,3,2,2,1,0,1,3,33.3,2,5,0,5,3,6,1,0,defense,POR,MF,22,1999,3.1,0,6,0,0.0,1.96,0.0,0.0,,33.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,POR,MF,22,1999,3.1,191,6,39,104,53,4,191,10,5,50.0,3,30.0,139,1085,460,12,8,3,7,10,124,7,possession,POR,MF,22,1999,3.1,122,147,83.0,2173,674,54,60,90.0,56,62,90.3,10,15,66.7,0,0.4,0.5,-0.4,3,16,4,1,17,passing
ESP-La Liga,2022,Mallorca,Dominik Greif,SVK,GK,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVK,GK,25,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,SVK,GK,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SVK,GK,25,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SVK,GK,25,1997,1.0,40,37,40,0,0,0,40,0,0,,0,,16,125,50,0,0,0,0,0,12,0,possession,SVK,GK,25,1997,1.0,23,38,60.5,1222,1170,0,0,,4,4,100.0,19,34,55.9,0,0.0,0.0,0.0,0,1,0,0,0,passing
ESP-La Liga,2022,Almería,Dyego Sousa,POR,FW,32,1989,20,3,527,5.9,0,1,1,0,0,0,1,0,1.2,1.2,1.0,2.2,10,16,39,0.0,0.17,0.17,0.0,0.17,0.2,0.17,0.37,0.2,0.37,standard,POR,FW,32,1989,5.9,1,0,0,10,12,4,1,1,6,0,0,0,17,27,25,51.9,misc,POR,FW,32,1989,5.9,10,6,5,4,1,4,5,80.0,1,4,2,2,1,11,14,0,defense,POR,FW,32,1989,5.9,0,13,4,30.8,2.22,0.68,0.0,0.0,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting,POR,FW,32,1989,5.9,256,16,34,110,114,35,256,13,5,38.5,7,53.8,131,611,214,10,8,4,28,11,190,39,possession,POR,FW,32,1989,5.9,107,160,66.9,1396,361,60,83,72.3,38,52,73.1,2,6,33.3,1,1.0,0.9,0.0,10,4,5,0,16,passing
ESP-La Liga,2022,Real Madrid,Eden Hazard,BEL,FW,31,1991,6,2,196,2.2,0,1,1,0,0,1,0,0,1.0,0.2,0.5,0.7,6,8,25,0.0,0.46,0.46,0.0,0.46,0.45,0.23,0.67,0.08,0.31,standard,BEL,FW,31,1991,2.2,0,0,0,2,9,0,0,1,0,0,0,0,5,1,0,100.0,misc,BEL,FW,31,1991,2.2,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0,defense,BEL,FW,31,1991,2.2,0,2,0,0.0,0.92,0.0,0.0,,21.6,0,0,1,1.0,0.2,0.09,-1.0,-0.2,shooting,BEL,FW,31,1991,2.2,128,0,5,44,82,13,127,6,2,33.3,2,33.3,95,516,268,6,8,1,9,2,112,25,possession,BEL,FW,31,1991,2.2,96,108,88.9,1184,231,60,68,88.2,21,22,95.5,4,4,100.0,1,0.5,0.5,0.5,7,6,3,0,8,passing
ESP-La Liga,2022,Valencia,Edinson Cavani,URU,FW,35,1987,25,20,1449,16.1,5,2,7,3,2,3,6,0,6.0,3.6,1.7,5.3,8,20,53,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33,standard,URU,FW,35,1987,16.1,6,0,0,18,8,15,3,2,4,0,0,0,37,20,28,41.7,misc,URU,FW,35,1987,16.1,7,4,3,3,1,3,15,20.0,12,10,3,7,2,9,11,0,defense,URU,FW,35,1987,16.1,5,31,8,25.8,1.93,0.5,0.1,0.38,14.7,3,2,3,6.0,3.6,0.12,-1.0,-0.6,shooting,URU,FW,35,1987,16.1,476,13,54,217,208,54,473,10,4,40.0,5,50.0,230,904,316,8,7,3,30,9,356,53,possession,URU,FW,35,1987,16.1,263,354,74.3,4029,556,161,203,79.3,73,94,77.7,22,27,81.5,2,1.7,1.1,0.3,12,14,4,0,20,passing
ESP-La Liga,2022,Espanyol,Edu Expósito,ESP,MF,25,1996,28,13,1160,12.9,2,2,4,2,0,0,3,1,0.9,0.9,2.4,3.3,19,72,59,0.16,0.16,0.31,0.16,0.31,0.07,0.18,0.25,0.07,0.25,standard,ESP,MF,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8,misc,ESP,MF,25,1996,12.9,34,20,16,15,3,13,23,56.5,10,7,0,7,12,46,20,0,defense,ESP,MF,25,1996,12.9,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2,0,0,0.9,0.9,0.05,1.1,1.1,shooting,ESP,MF,25,1996,12.9,689,28,124,329,242,20,689,23,11,47.8,7,30.4,358,1755,901,19,15,2,25,13,428,59,possession,ESP,MF,25,1996,12.9,389,530,73.4,6692,2025,166,198,83.8,168,206,81.6,36,86,41.9,2,2.4,2.2,-0.4,22,45,20,4,72,passing
ESP-La Liga,2022,Real Madrid,Eduardo Camavinga,FRA,"MF,DF",19,2002,37,21,2010,22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0.0,0.04,0.04,0.0,0.04,0.04,0.07,0.1,0.04,0.1,standard,FRA,"MF,DF",19,2002,22.3,6,0,0,39,69,3,6,17,48,0,0,0,136,22,11,66.7,misc,FRA,"MF,DF",19,2002,22.3,68,48,32,21,15,24,64,37.5,40,24,5,19,17,85,25,0,defense,FRA,"MF,DF",19,2002,22.3,0,18,3,16.7,0.81,0.13,0.0,0.0,23.2,0,0,0,0.8,0.8,0.04,-0.8,-0.8,shooting,FRA,"MF,DF",19,2002,22.3,1770,51,372,942,485,39,1770,71,38,53.5,25,35.2,1162,6589,3684,69,77,12,39,28,1326,99,possession,FRA,"MF,DF",19,2002,22.3,1364,1504,90.7,21221,5654,711,763,93.2,517,548,94.3,89,112,79.5,1,1.5,2.2,-0.5,24,138,17,1,165,passing
ESP-La Liga,2022,Almería,El Bilal Touré,MLI,FW,20,2001,21,15,1264,14.0,7,2,9,7,0,0,0,0,6.3,6.3,1.3,7.6,18,14,51,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,standard,MLI,FW,20,2001,14.0,0,0,0,25,7,13,4,1,3,0,0,0,46,44,46,48.9,misc,MLI,FW,20,2001,14.0,4,3,2,1,1,0,3,0.0,3,6,1,5,1,5,23,0,defense,MLI,FW,20,2001,14.0,7,29,14,48.3,2.06,1.0,0.24,0.5,11.5,0,0,0,6.3,6.3,0.22,0.7,0.7,shooting,MLI,FW,20,2001,14.0,407,26,46,196,172,53,407,17,6,35.3,9,52.9,201,1136,519,18,16,9,44,9,261,51,possession,MLI,FW,20,2001,14.0,183,258,70.9,2226,311,130,158,82.3,44,65,67.7,2,2,100.0,2,1.3,0.7,0.7,14,7,3,1,14,passing
ESP-La Liga,2022,Getafe,Enes Ünal,TUR,FW,25,1997,35,35,2970,33.0,14,3,17,9,5,6,6,0,11.7,7.1,3.5,10.6,29,55,148,0.42,0.09,0.52,0.27,0.36,0.36,0.11,0.46,0.21,0.32,standard,TUR,FW,25,1997,33.0,6,0,0,61,77,28,17,6,14,2,0,0,87,156,164,48.8,misc,TUR,FW,25,1997,33.0,26,14,5,19,2,7,25,28.0,18,19,2,17,6,32,35,0,defense,TUR,FW,25,1997,33.0,14,82,31,37.8,2.48,0.94,0.11,0.29,18.8,16,5,6,11.7,7.1,0.09,2.3,1.9,shooting,TUR,FW,25,1997,33.0,1117,43,91,506,535,138,1111,43,21,48.8,19,44.2,619,2238,902,29,26,15,88,50,894,148,possession,TUR,FW,25,1997,33.0,446,750,59.5,5529,1253,281,404,69.6,110,203,54.2,14,31,45.2,3,3.5,1.9,-0.5,27,40,16,3,55,passing
ESP-La Liga,2022,Elche,Enzo Roco,CHI,DF,29,1992,22,19,1652,18.4,0,0,0,0,0,0,7,1,0.6,0.6,0.0,0.6,6,42,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,CHI,DF,29,1992,18.4,7,1,1,34,10,0,1,17,13,0,4,0,83,46,20,69.7,misc,CHI,DF,29,1992,18.4,33,13,23,10,0,15,24,62.5,9,22,15,7,17,50,63,1,defense,CHI,DF,29,1992,18.4,0,10,3,30.0,0.54,0.16,0.0,0.0,10.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,CHI,DF,29,1992,18.4,891,113,486,376,37,15,891,5,3,60.0,2,40.0,474,2360,1228,6,6,0,7,0,494,2,possession,CHI,DF,29,1992,18.4,587,719,81.6,11519,4677,189,222,85.1,311,346,89.9,75,119,63.0,0,0.0,0.3,0.0,1,43,4,0,42,passing
ESP-La Liga,2022,Valencia,Eray Cömert,SUI,DF,24,1998,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.5,0.5,0.1,0.6,6,54,1,0.05,0.0,0.05,0.05,0.05,0.03,0.0,0.03,0.03,0.03,standard,SUI,DF,24,1998,18.6,5,1,0,22,11,1,1,29,23,0,0,0,106,44,31,58.7,misc,SUI,DF,24,1998,18.6,35,23,24,10,1,17,33,51.5,16,23,8,15,29,64,76,1,defense,SUI,DF,24,1998,18.6,1,10,6,60.0,0.54,0.32,0.1,0.17,18.2,0,0,0,0.5,0.5,0.05,0.5,0.5,shooting,SUI,DF,24,1998,18.6,1129,162,598,510,33,10,1129,2,2,100.0,0,0.0,680,3720,2119,6,9,1,1,0,691,1,possession,SUI,DF,24,1998,18.6,815,945,86.2,17301,5980,208,234,88.9,484,514,94.2,113,170,66.5,0,0.1,0.2,-0.1,3,48,2,0,54,passing
ESP-La Liga,2022,Barcelona,Eric García,ESP,"DF,MF",21,2001,24,15,1417,15.7,1,0,1,1,0,0,3,0,1.6,1.6,0.2,1.8,24,105,6,0.06,0.0,0.06,0.06,0.06,0.1,0.02,0.11,0.1,0.11,standard,ESP,"DF,MF",21,2001,15.7,3,0,0,18,8,0,0,19,16,0,2,0,90,23,15,60.5,misc,ESP,"DF,MF",21,2001,15.7,24,16,16,5,3,9,20,45.0,11,23,10,13,19,43,36,1,defense,ESP,"DF,MF",21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1.0,12.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,shooting,ESP,"DF,MF",21,2001,15.7,1398,97,539,781,84,5,1398,4,2,50.0,2,50.0,918,4539,2686,24,22,0,10,2,1049,6,possession,ESP,"DF,MF",21,2001,15.7,1142,1257,90.9,21550,7275,429,460,93.3,578,612,94.4,122,158,77.2,0,0.2,0.6,-0.2,1,130,2,0,105,passing
ESP-La Liga,2022,Rayo Vallecano,Esteban Saveljich,MNE,FW,31,1991,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MNE,FW,31,1991,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,MNE,FW,31,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,MNE,FW,31,1991,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MNE,FW,31,1991,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,MNE,FW,31,1991,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Elche,Ezequiel Ponce,ARG,"FW,MF",25,1997,34,8,1129,12.5,4,0,4,4,0,0,2,1,3.6,3.6,0.7,4.3,10,19,51,0.32,0.0,0.32,0.32,0.32,0.29,0.05,0.34,0.29,0.34,standard,ARG,"FW,MF",25,1997,12.5,2,1,0,32,9,8,1,1,7,1,0,0,36,35,44,44.3,misc,ARG,"FW,MF",25,1997,12.5,9,7,0,6,3,0,7,0.0,7,6,1,5,1,10,13,0,defense,ARG,"FW,MF",25,1997,12.5,4,29,9,31.0,2.31,0.72,0.14,0.44,12.9,0,0,0,3.6,3.6,0.12,0.4,0.4,shooting,ARG,"FW,MF",25,1997,12.5,421,18,42,232,151,47,421,16,5,31.3,9,56.3,259,1019,318,10,4,5,30,29,324,51,possession,ARG,"FW,MF",25,1997,12.5,218,292,74.7,2610,432,148,179,82.7,34,50,68.0,12,18,66.7,0,0.7,0.3,-0.7,11,21,4,0,19,passing
ESP-La Liga,2022,Osasuna,Ezequiel Ávila,ARG,"FW,MF",28,1994,29,23,1709,19.0,8,2,10,6,2,3,7,1,7.0,4.7,1.8,6.5,23,39,96,0.42,0.11,0.53,0.32,0.42,0.37,0.1,0.47,0.25,0.34,standard,ARG,"FW,MF",28,1994,19.0,7,1,0,25,35,14,81,8,5,0,0,0,54,35,50,41.2,misc,ARG,"FW,MF",28,1994,19.0,8,5,2,4,2,6,23,26.1,17,12,1,11,8,16,16,0,defense,ARG,"FW,MF",28,1994,19.0,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2,2,3,7.0,4.7,0.07,1.0,1.3,shooting,ARG,"FW,MF",28,1994,19.0,739,18,83,275,383,61,736,34,17,50.0,14,41.2,422,1922,710,23,18,6,39,18,509,96,possession,ARG,"FW,MF",28,1994,19.0,287,526,54.6,5983,1501,131,185,70.8,87,151,57.6,62,139,44.6,2,1.8,2.1,0.2,18,24,25,14,39,passing
ESP-La Liga,2022,Getafe,Fabrizio Angileri,ARG,DF,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4,16,14,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ARG,DF,28,1994,6.5,2,1,0,7,1,0,12,7,9,0,1,0,19,17,10,63.0,misc,ARG,DF,28,1994,6.5,12,9,8,3,1,10,17,58.8,7,8,3,5,7,19,10,0,defense,ARG,DF,28,1994,6.5,0,3,0,0.0,0.46,0.0,0.0,,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ARG,DF,28,1994,6.5,324,17,88,157,80,3,324,11,4,36.4,6,54.5,123,554,220,4,7,0,4,4,145,14,possession,ARG,DF,28,1994,6.5,153,260,58.8,2800,936,67,87,77.0,65,109,59.6,17,42,40.5,0,0.0,0.1,0.0,0,13,1,0,16,passing
ESP-La Liga,2022,Cádiz,Fali,ESP,"DF,MF",28,1993,25,22,1714,19.0,0,0,0,0,0,0,6,0,0.6,0.6,0.2,0.8,9,56,10,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,ESP,"DF,MF",28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0,misc,ESP,"DF,MF",28,1993,19.0,27,19,19,8,0,18,29,62.1,11,24,15,9,13,40,70,1,defense,ESP,"DF,MF",28,1993,19.0,0,9,0,0.0,0.47,0.0,0.0,,16.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting,ESP,"DF,MF",28,1993,19.0,766,109,380,351,39,15,766,5,2,40.0,2,40.0,392,2170,1337,9,3,0,8,1,408,10,possession,ESP,"DF,MF",28,1993,19.0,455,593,76.7,10475,4321,117,133,88.0,239,281,85.1,97,165,58.8,0,0.2,0.2,-0.2,4,49,4,0,56,passing
ESP-La Liga,2022,Cádiz,Fede San Emeterio,ESP,MF,25,1997,33,24,1844,20.5,0,1,1,0,0,0,14,0,0.3,0.3,0.8,1.1,1,45,11,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.05,0.02,0.05,standard,ESP,MF,25,1997,20.5,14,0,0,58,22,0,4,17,22,0,0,0,87,23,30,43.4,misc,ESP,MF,25,1997,20.5,41,22,23,16,2,22,46,47.8,24,34,14,20,17,58,28,0,defense,ESP,MF,25,1997,20.5,0,6,1,16.7,0.29,0.05,0.0,0.0,18.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,ESP,MF,25,1997,20.5,834,64,251,498,91,8,834,5,2,40.0,2,40.0,392,1506,605,1,7,1,11,8,436,11,possession,ESP,MF,25,1997,20.5,518,657,78.8,8578,2348,274,318,86.2,188,231,81.4,43,72,59.7,1,0.8,0.4,0.2,6,45,5,1,45,passing
ESP-La Liga,2022,Elche,Federico Fernández,ARG,DF,33,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ARG,DF,33,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3,misc,ARG,DF,33,1989,1.0,1,1,1,0,0,1,1,100.0,0,0,0,0,2,3,12,0,defense,ARG,DF,33,1989,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ARG,DF,33,1989,1.0,30,11,24,5,1,0,30,0,0,,0,,5,11,6,0,0,0,1,0,2,0,possession,ARG,DF,33,1989,1.0,8,14,57.1,204,130,1,2,50.0,5,8,62.5,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Real Madrid,Federico Valverde,URU,"MF,FW",24,1998,34,29,2502,27.8,7,4,11,7,0,0,2,0,4.3,4.3,6.3,10.6,70,151,135,0.25,0.14,0.4,0.25,0.4,0.15,0.23,0.38,0.15,0.38,standard,URU,"MF,FW",24,1998,27.8,2,0,0,11,15,5,27,17,20,0,0,0,132,31,11,73.8,misc,URU,"MF,FW",24,1998,27.8,31,20,14,11,6,13,26,50.0,13,31,4,27,17,48,15,0,defense,URU,"MF,FW",24,1998,27.8,7,63,21,33.3,2.27,0.76,0.11,0.33,22.7,2,0,0,4.3,4.3,0.07,2.7,2.7,shooting,URU,"MF,FW",24,1998,27.8,1870,35,229,857,800,54,1870,44,31,70.5,10,22.7,1190,6633,3349,70,68,8,21,7,1485,135,possession,URU,"MF,FW",24,1998,27.8,1427,1641,87.0,21092,4276,855,915,93.4,424,489,86.7,99,136,72.8,4,6.3,5.1,-2.3,43,118,45,6,151,passing
ESP-La Liga,2022,Atlético Madrid,Felipe,BRA,DF,33,1989,3,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,20,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,BRA,DF,33,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0,misc,BRA,DF,33,1989,2.2,3,2,1,2,0,2,4,50.0,2,2,2,0,0,3,7,0,defense,BRA,DF,33,1989,2.2,0,1,0,0.0,0.46,0.0,0.0,,10.6,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,BRA,DF,33,1989,2.2,149,9,56,90,5,2,149,2,1,50.0,1,50.0,102,581,332,2,0,0,0,0,98,1,possession,BRA,DF,33,1989,2.2,121,132,91.7,2265,847,44,45,97.8,66,72,91.7,10,12,83.3,0,0.0,0.0,0.0,1,15,0,0,20,passing
ESP-La Liga,2022,Betis,Felix Garreta,ESP,DF,18,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,18,2004,1.0,0,0,0,2,1,0,0,1,0,0,0,0,3,1,1,50.0,misc,ESP,DF,18,2004,1.0,1,0,0,1,0,0,0,,0,1,1,0,1,2,4,0,defense,ESP,DF,18,2004,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,18,2004,1.0,47,7,25,22,0,0,47,0,0,,0,,30,98,47,0,0,0,0,0,30,0,possession,ESP,DF,18,2004,1.0,34,40,85.0,709,206,11,13,84.6,16,18,88.9,7,8,87.5,0,0.0,0.0,0.0,0,2,0,0,2,passing
ESP-La Liga,2022,Real Madrid,Ferland Mendy,FRA,DF,27,1995,18,17,1351,15.0,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,23,56,73,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,standard,FRA,DF,27,1995,15.0,2,0,0,4,18,0,7,14,12,0,0,0,77,7,8,46.7,misc,FRA,DF,27,1995,15.0,21,12,14,6,1,12,20,60.0,8,7,2,5,14,35,16,0,defense,FRA,DF,27,1995,15.0,0,1,0,0.0,0.07,0.0,0.0,,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,shooting,FRA,DF,27,1995,15.0,971,42,265,426,287,8,971,29,19,65.5,8,27.6,591,3059,1427,23,25,2,20,17,697,73,possession,FRA,DF,27,1995,15.0,794,862,92.1,10969,2745,507,532,95.3,223,246,90.7,34,38,89.5,1,0.6,0.6,0.4,13,54,9,0,56,passing
ESP-La Liga,2022,Almería,Fernando,ESP,GK,32,1990,37,37,3285,36.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,32,1990,36.5,3,0,0,0,6,0,0,1,0,0,0,0,35,2,1,66.7,misc,ESP,GK,32,1990,36.5,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,20,3,defense,ESP,GK,32,1990,36.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,32,1990,36.5,1409,1270,1403,6,0,0,1409,1,1,100.0,0,0.0,704,3797,2346,0,0,0,0,0,535,0,possession,ESP,GK,32,1990,36.5,919,1313,70.0,27494,20366,132,133,99.2,440,448,98.2,342,721,47.4,0,0.0,0.0,0.0,0,16,0,0,0,passing
