league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_misc,pos_misc,age_misc,born_misc,90s,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
ESP-La Liga,2022,Real Madrid,Luka Modrić,CRO,MF,36,1985,33,19,1744,19.4,4,3,7,3,1,1,7,0,4.2,3.4,4.5,8.0,50,182,87,0.21,0.15,0.36,0.15,0.31,0.22,0.23,0.45,0.18,0.41,standard,CRO,MF,36,1985,19.4,7,0,0,21,16,3,62,10,9,0,0,0,86,11,14,44.0,misc,CRO,MF,36,1985,19.4,19,9,6,6,7,10,25,40.0,15,15,5,10,10,29,7,0,defense,CRO,MF,36,1985,19.4,4,29,5,17.2,1.5,0.26,0.1,0.6,20.2,1,1,1,4.2,3.4,0.12,-0.2,-0.4,shooting,CRO,MF,36,1985,19.4,1681,19,213,885,592,47,1680,47,19,40.4,21,44.7,1132,5681,2532,50,49,14,31,19,1361,87,possession,CRO,MF,36,1985,19.4,1336,1521,87.8,20964,6451,740,786,94.1,414,467,88.7,127,179,70.9,3,4.5,4.2,-1.5,42,153,22,3,182,passing
ESP-La Liga,2022,Almería,Lázaro,BRA,"FW,MF",20,2002,19,7,716,8.0,6,0,6,6,0,0,1,0,4.0,4.0,0.8,4.8,23,26,59,0.75,0.0,0.75,0.75,0.75,0.5,0.1,0.6,0.5,0.6,standard,BRA,"FW,MF",20,2002,8.0,1,0,0,7,12,3,9,2,3,0,0,0,32,6,14,30.0,misc,BRA,"FW,MF",20,2002,8.0,4,3,3,0,1,3,15,20.0,12,16,1,15,2,6,1,0,defense,BRA,"FW,MF",20,2002,8.0,6,25,12,48.0,3.14,1.51,0.24,0.5,15.0,0,0,0,4.0,4.0,0.16,2.0,2.0,shooting,BRA,"FW,MF",20,2002,8.0,321,4,27,138,162,38,321,28,15,53.6,13,46.4,208,1424,665,23,21,3,18,11,236,59,possession,BRA,"FW,MF",20,2002,8.0,170,218,78.0,2490,660,103,123,83.7,43,54,79.6,14,20,70.0,0,0.8,0.4,-0.8,12,20,5,1,26,passing
ESP-La Liga,2022,Almería,Léo Baptistão,BRA,"FW,MF",29,1992,28,24,1726,19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38,51,83,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,standard,BRA,"FW,MF",29,1992,19.2,7,0,0,30,23,10,18,19,20,0,0,0,104,27,40,40.3,misc,BRA,"FW,MF",29,1992,19.2,32,20,13,16,3,13,33,39.4,20,17,2,15,19,51,12,0,defense,BRA,"FW,MF",29,1992,19.2,5,45,16,35.6,2.35,0.83,0.11,0.31,14.9,0,0,0,4.9,4.9,0.11,0.1,0.1,shooting,BRA,"FW,MF",29,1992,19.2,789,16,158,391,262,61,789,36,14,38.9,16,44.4,465,2611,1484,38,31,9,56,17,525,83,possession,BRA,"FW,MF",29,1992,19.2,359,540,66.5,5742,1514,179,229,78.2,124,178,69.7,30,66,45.5,1,1.2,0.9,-0.2,18,30,13,3,51,passing
ESP-La Liga,2022,Villarreal,Mamadou Fall,SEN,DF,19,2002,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,DF,19,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,,misc,SEN,DF,19,2002,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,defense,SEN,DF,19,2002,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,DF,19,2002,0.3,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16,0,0,0,1,0,8,0,possession,SEN,DF,19,2002,0.3,13,16,81.3,254,64,3,3,100.0,8,9,88.9,2,3,66.7,0,0.0,0.0,0.0,0,0,1,1,1,passing
ESP-La Liga,2022,Cádiz,Mamadou Mbaye,SEN,DF,24,1998,14,7,760,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,13,1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,SEN,DF,24,1998,8.4,2,0,0,6,2,4,0,7,7,0,1,0,31,26,20,56.5,misc,SEN,DF,24,1998,8.4,10,7,7,3,0,6,8,75.0,2,10,8,2,7,17,50,1,defense,SEN,DF,24,1998,8.4,0,1,0,0.0,0.12,0.0,0.0,,6.5,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,SEN,DF,24,1998,8.4,393,68,232,150,15,11,393,5,5,100.0,0,0.0,176,777,299,2,2,0,6,1,204,1,possession,SEN,DF,24,1998,8.4,219,294,74.5,4345,1613,79,96,82.3,113,136,83.1,24,47,51.1,0,0.2,0.1,-0.2,2,12,2,0,13,passing
ESP-La Liga,2022,Cádiz,Mamady Diarra,MLI,"MF,DF",22,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,standard,MLI,"MF,DF",22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,,misc,MLI,"MF,DF",22,2000,0.7,2,1,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,defense,MLI,"MF,DF",22,2000,0.7,0,3,0,0.0,4.09,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,MLI,"MF,DF",22,2000,0.7,21,0,6,9,6,3,21,3,1,33.3,2,66.7,14,84,55,3,0,1,1,1,9,0,possession,MLI,"MF,DF",22,2000,0.7,8,9,88.9,103,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Sevilla,Manu Bueno,ESP,MF,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,standard,ESP,MF,18,2004,1.7,0,0,0,1,2,0,0,0,4,0,0,0,12,1,3,25.0,misc,ESP,MF,18,2004,1.7,7,4,3,3,1,5,8,62.5,3,0,0,0,0,7,2,0,defense,ESP,MF,18,2004,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,29.2,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,MF,18,2004,1.7,86,3,25,52,10,0,86,3,1,33.3,2,66.7,48,261,69,0,2,0,1,0,49,1,possession,ESP,MF,18,2004,1.7,52,66,78.8,952,253,16,19,84.2,28,29,96.6,5,11,45.5,0,0.1,0.0,-0.1,2,5,0,0,4,passing
ESP-La Liga,2022,Mallorca,Manu Morlanes,ESP,MF,23,1999,12,9,706,7.8,1,0,1,1,0,0,3,0,0.3,0.3,0.7,1.0,10,26,6,0.13,0.0,0.13,0.13,0.13,0.03,0.09,0.12,0.03,0.12,standard,ESP,MF,23,1999,7.8,3,0,0,6,8,0,2,5,9,0,0,0,40,6,16,27.3,misc,ESP,MF,23,1999,7.8,22,9,12,8,2,13,24,54.2,11,10,5,5,5,27,9,0,defense,ESP,MF,23,1999,7.8,1,7,2,28.6,0.89,0.25,0.14,0.5,22.1,0,0,0,0.3,0.3,0.04,0.7,0.7,shooting,ESP,MF,23,1999,7.8,303,15,84,163,60,4,303,14,9,64.3,3,21.4,160,913,405,10,8,1,6,3,168,6,possession,ESP,MF,23,1999,7.8,190,226,84.1,3121,862,95,111,85.6,67,75,89.3,19,24,79.2,0,0.7,0.5,-0.7,3,20,5,0,26,passing
ESP-La Liga,2022,Villarreal,Manu Morlanes,ESP,MF,23,1999,4,2,158,1.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,23,1999,1.8,0,1,0,1,1,0,0,1,2,0,0,0,5,1,2,33.3,misc,ESP,MF,23,1999,1.8,3,2,2,1,0,3,3,100.0,0,3,2,1,1,4,2,0,defense,ESP,MF,23,1999,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,23,1999,1.8,60,5,15,34,11,0,60,0,0,,0,,31,127,49,1,1,0,0,1,36,1,possession,ESP,MF,23,1999,1.8,36,46,78.3,596,151,19,21,90.5,13,15,86.7,4,7,57.1,0,0.0,0.0,0.0,0,6,0,0,6,passing
ESP-La Liga,2022,Osasuna,Manu Sánchez,ESP,DF,21,2000,31,22,2124,23.6,0,2,2,0,0,0,3,0,0.8,0.8,2.1,2.8,42,100,105,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,standard,ESP,DF,21,2000,23.6,3,0,0,26,10,2,71,14,35,1,0,0,126,15,22,40.5,misc,ESP,DF,21,2000,23.6,51,35,35,9,7,33,63,52.4,30,33,5,28,14,65,51,0,defense,ESP,DF,21,2000,23.6,0,10,3,30.0,0.42,0.13,0.0,0.0,20.8,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,ESP,DF,21,2000,23.6,1385,64,330,619,451,43,1385,41,16,39.0,23,56.1,689,3461,1930,42,27,3,27,14,782,105,possession,ESP,DF,21,2000,23.6,916,1144,80.1,13651,4619,538,603,89.2,302,375,80.5,53,106,50.0,2,2.1,3.1,-0.1,28,72,35,21,100,passing
ESP-La Liga,2022,Villarreal,Manu Trigueros,ESP,MF,30,1991,23,8,828,9.2,0,1,1,0,0,0,2,1,0.4,0.4,1.1,1.5,12,76,22,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.16,0.04,0.16,standard,ESP,MF,30,1991,9.2,2,1,0,13,10,1,4,5,14,0,0,0,33,6,13,31.6,misc,ESP,MF,30,1991,9.2,20,14,9,5,6,9,22,40.9,13,9,2,7,5,25,4,0,defense,ESP,MF,30,1991,9.2,0,8,2,25.0,0.87,0.22,0.0,0.0,24.4,1,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,ESP,MF,30,1991,9.2,599,14,76,354,173,7,599,5,2,40.0,3,60.0,368,1430,637,12,10,0,7,9,487,22,possession,ESP,MF,30,1991,9.2,475,534,89.0,6910,1993,270,288,93.8,155,175,88.6,25,35,71.4,1,1.1,0.7,-0.1,10,69,12,1,76,passing
ESP-La Liga,2022,Girona,Manu Vallejo,ESP,"FW,MF",25,1997,7,2,206,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,25,0.0,0.44,0.44,0.0,0.44,0.02,0.12,0.14,0.02,0.14,standard,ESP,"FW,MF",25,1997,2.3,0,0,0,1,6,1,7,1,1,2,0,0,8,0,5,0.0,misc,ESP,"FW,MF",25,1997,2.3,4,1,1,2,1,1,6,16.7,5,2,0,2,1,5,3,0,defense,ESP,"FW,MF",25,1997,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,ESP,"FW,MF",25,1997,2.3,110,1,12,45,54,8,110,4,1,25.0,3,75.0,67,341,209,7,4,2,3,4,85,25,possession,ESP,"FW,MF",25,1997,2.3,68,89,76.4,1029,232,41,50,82.0,22,29,75.9,4,5,80.0,1,0.3,0.3,0.7,3,8,3,1,10,passing
ESP-La Liga,2022,Valladolid,Manuel Pozo,ESP,FW,20,2001,1,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.49,0.17,0.66,0.49,0.66,standard,ESP,FW,20,2001,0.2,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,,misc,ESP,FW,20,2001,0.2,0,0,0,0,0,0,0,,0,2,0,2,2,2,0,0,defense,ESP,FW,20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,,20.1,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,ESP,FW,20,2001,0.2,14,0,2,8,4,0,14,3,1,33.3,2,66.7,10,42,17,0,0,0,0,1,7,1,possession,ESP,FW,20,2001,0.2,6,8,75.0,89,38,3,4,75.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1,passing
ESP-La Liga,2022,Barcelona,Marc-André ter Stegen,GER,GK,30,1992,38,38,3347,37.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GER,GK,30,1992,37.2,0,0,0,0,2,0,0,1,0,0,0,0,69,6,1,85.7,misc,GER,GK,30,1992,37.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,3,defense,GER,GK,30,1992,37.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,30,1992,37.2,1457,1076,1436,22,0,0,1457,0,0,,0,,963,4886,3425,0,0,0,1,1,851,0,possession,GER,GK,30,1992,37.2,1193,1412,84.5,30703,21527,228,232,98.3,600,613,97.9,362,564,64.2,0,0.3,0.0,-0.3,3,15,0,0,4,passing
ESP-La Liga,2022,Real Madrid,Marco Asensio,ESP,"FW,MF",26,1996,31,15,1442,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,standard,ESP,"FW,MF",26,1996,16.0,1,0,0,10,16,4,82,5,10,1,1,0,45,3,2,60.0,misc,ESP,"FW,MF",26,1996,16.0,16,10,8,6,2,8,19,42.1,11,8,3,5,5,21,4,0,defense,ESP,"FW,MF",26,1996,16.0,9,58,24,41.4,3.62,1.5,0.16,0.38,21.5,5,0,1,6.3,5.5,0.1,2.7,3.5,shooting,ESP,"FW,MF",26,1996,16.0,951,11,66,375,517,71,950,33,23,69.7,7,21.2,609,3688,1856,56,39,11,19,13,725,108,possession,ESP,"FW,MF",26,1996,16.0,650,802,81.0,9900,2248,378,415,91.1,187,222,84.2,56,102,54.9,6,4.9,4.2,1.1,41,60,26,6,70,passing
ESP-La Liga,2022,Sevilla,Marcos Acuña,ARG,DF,30,1991,30,21,1912,21.2,3,2,5,3,0,0,10,3,1.2,1.2,4.3,5.5,49,102,94,0.14,0.09,0.24,0.14,0.24,0.05,0.2,0.26,0.05,0.26,standard,ARG,DF,30,1991,21.2,10,3,0,32,34,1,147,23,36,0,1,0,141,30,18,62.5,misc,ARG,DF,30,1991,21.2,57,36,34,17,6,30,42,71.4,12,16,5,11,23,80,36,0,defense,ARG,DF,30,1991,21.2,3,21,5,23.8,0.99,0.24,0.14,0.6,25.6,1,0,0,1.2,1.2,0.06,1.8,1.8,shooting,ARG,DF,30,1991,21.2,1523,69,406,670,467,26,1523,54,26,48.1,23,42.6,823,4070,2178,49,43,5,29,20,903,94,possession,ARG,DF,30,1991,21.2,970,1307,74.2,18018,6997,446,499,89.4,380,491,77.4,128,260,49.2,2,4.3,5.7,-2.3,38,71,38,19,102,passing
ESP-La Liga,2022,Barcelona,Marcos Alonso,ESP,DF,31,1990,24,11,1172,13.0,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26,71,13,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,standard,ESP,DF,31,1990,13.0,3,0,0,10,8,0,23,11,10,0,1,0,85,26,10,72.2,misc,ESP,DF,31,1990,13.0,15,10,10,5,0,9,12,75.0,3,14,10,4,11,26,32,0,defense,ESP,DF,31,1990,13.0,1,6,2,33.3,0.46,0.15,0.17,0.5,12.0,0,0,0,0.9,0.9,0.15,0.1,0.1,shooting,ESP,DF,31,1990,13.0,1114,98,402,624,94,11,1114,2,2,100.0,0,0.0,727,4516,2674,26,11,0,8,1,816,13,possession,ESP,DF,31,1990,13.0,896,1005,89.2,16393,5539,360,386,93.3,442,475,93.1,81,117,69.2,0,0.3,0.9,-0.3,6,70,9,4,71,passing
ESP-La Liga,2022,Valencia,Marcos André,BRA,"FW,MF",25,1996,17,3,447,5.0,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,7,20,0.2,0.0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36,standard,BRA,"FW,MF",25,1996,5.0,2,1,0,9,12,1,1,0,1,0,0,0,9,10,15,40.0,misc,BRA,"FW,MF",25,1996,5.0,4,1,1,1,2,1,2,50.0,1,4,1,3,0,4,0,0,defense,BRA,"FW,MF",25,1996,5.0,1,17,2,11.8,3.42,0.4,0.06,0.5,14.6,0,0,0,1.5,1.3,0.08,-0.5,-0.3,shooting,BRA,"FW,MF",25,1996,5.0,125,1,8,50,69,23,125,17,9,52.9,4,23.5,78,353,124,2,3,0,21,5,94,20,possession,BRA,"FW,MF",25,1996,5.0,43,64,67.2,631,160,21,32,65.6,18,23,78.3,1,4,25.0,0,0.4,0.2,-0.4,4,4,1,0,7,passing
ESP-La Liga,2022,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",27,1995,22,21,1703,18.9,1,2,3,1,0,0,5,0,2.1,2.1,3.6,5.7,64,88,139,0.05,0.11,0.16,0.05,0.16,0.11,0.19,0.3,0.11,0.3,standard,ESP,"MF,DF",27,1995,18.9,5,0,0,30,13,3,44,17,15,0,1,0,108,10,19,34.5,misc,ESP,"MF,DF",27,1995,18.9,32,15,16,10,6,17,30,56.7,13,26,2,24,17,49,19,0,defense,ESP,"MF,DF",27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,17.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,shooting,ESP,"MF,DF",27,1995,18.9,997,35,216,378,415,64,997,27,12,44.4,13,48.1,558,3321,1942,64,45,15,23,11,661,139,possession,ESP,"MF,DF",27,1995,18.9,660,816,80.9,9299,2473,380,415,91.6,202,260,77.7,34,55,61.8,2,3.6,3.1,-1.6,29,30,30,3,88,passing
ESP-La Liga,2022,Sevilla,Marcão,BRA,DF,26,1996,5,4,375,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,DF,26,1996,4.2,2,0,0,5,6,0,0,6,2,0,0,0,16,8,4,66.7,misc,BRA,DF,26,1996,4.2,2,2,1,1,0,1,1,100.0,0,3,3,0,6,8,14,0,defense,BRA,DF,26,1996,4.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,DF,26,1996,4.2,255,26,120,130,5,0,255,1,1,100.0,0,0.0,150,824,422,1,0,0,8,0,186,0,possession,BRA,DF,26,1996,4.2,187,217,86.2,3094,1265,91,98,92.9,87,93,93.5,8,20,40.0,0,0.0,0.0,0.0,0,16,0,0,13,passing
ESP-La Liga,2022,Real Madrid,Mariano,DOM,FW,28,1993,9,1,157,1.7,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,3,2,12,0.0,0.0,0.0,0.0,0.0,0.32,0.25,0.57,0.32,0.57,standard,DOM,FW,28,1993,1.7,2,0,0,3,0,1,0,0,0,0,0,0,4,5,3,62.5,misc,DOM,FW,28,1993,1.7,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,defense,DOM,FW,28,1993,1.7,0,5,0,0.0,2.87,0.0,0.0,,10.3,0,0,0,0.6,0.6,0.11,-0.6,-0.6,shooting,DOM,FW,28,1993,1.7,52,0,3,21,29,8,52,1,0,0.0,1,100.0,31,186,94,3,2,0,2,3,42,12,possession,DOM,FW,28,1993,1.7,32,41,78.0,426,81,25,30,83.3,5,7,71.4,2,2,100.0,0,0.4,0.7,-0.4,1,3,0,0,2,passing
ESP-La Liga,2022,Atlético Madrid,Mario Hermoso,ESP,DF,27,1995,26,24,2110,23.4,3,2,5,3,0,0,7,2,2.1,2.1,1.4,3.5,23,115,17,0.13,0.09,0.21,0.13,0.21,0.09,0.06,0.15,0.09,0.15,standard,ESP,DF,27,1995,23.4,7,2,2,27,13,2,16,19,15,0,1,0,137,35,27,56.5,misc,ESP,DF,27,1995,23.4,22,15,14,6,2,9,30,30.0,21,19,9,10,19,41,85,1,defense,ESP,DF,27,1995,23.4,3,15,5,33.3,0.64,0.21,0.2,0.6,16.1,0,0,0,2.1,2.1,0.15,0.9,0.9,shooting,ESP,DF,27,1995,23.4,1718,139,718,840,171,21,1718,22,14,63.6,7,31.8,886,3555,1979,23,16,0,20,9,1145,17,possession,ESP,DF,27,1995,23.4,1309,1514,86.5,23825,8990,609,655,93.0,523,568,92.1,154,236,65.3,2,1.4,1.4,0.6,14,89,11,2,115,passing
ESP-La Liga,2022,Rayo Vallecano,Mario Hernández,ESP,DF,23,1999,3,1,103,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,ESP,DF,23,1999,1.1,1,0,0,1,1,0,1,2,2,0,0,0,3,0,1,0.0,misc,ESP,DF,23,1999,1.1,3,2,2,1,0,3,7,42.9,4,2,0,2,2,5,0,0,defense,ESP,DF,23,1999,1.1,0,2,0,0.0,1.75,0.0,0.0,,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ESP,DF,23,1999,1.1,48,2,9,27,12,1,48,1,0,0.0,1,100.0,29,140,92,4,0,1,0,2,27,0,possession,ESP,DF,23,1999,1.1,30,38,78.9,455,139,16,21,76.2,11,12,91.7,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,3,passing
ESP-La Liga,2022,Rayo Vallecano,Mario Suárez,ESP,"MF,DF",35,1987,2,0,12,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"MF,DF",35,1987,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc,ESP,"MF,DF",35,1987,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,ESP,"MF,DF",35,1987,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"MF,DF",35,1987,0.1,4,0,1,3,0,0,4,0,0,,0,,2,28,21,0,0,0,0,0,2,0,possession,ESP,"MF,DF",35,1987,0.1,2,3,66.7,28,6,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2022,Sevilla,Marko Dmitrović,SRB,GK,30,1992,15,13,1269,14.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,GK,30,1992,14.1,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0,misc,SRB,GK,30,1992,14.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,defense,SRB,GK,30,1992,14.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SRB,GK,30,1992,14.1,540,455,539,1,0,0,540,0,0,,0,,268,1454,792,0,1,0,1,0,209,0,possession,SRB,GK,30,1992,14.1,271,508,53.3,9990,8313,33,33,100.0,111,112,99.1,127,356,35.7,0,0.0,0.1,0.0,0,22,1,0,0,passing
ESP-La Liga,2022,Almería,Marko Milovanović,SRB,FW,18,2003,2,0,15,0.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,standard,SRB,FW,18,2003,0.2,1,0,0,2,0,0,0,0,0,0,0,0,0,5,3,62.5,misc,SRB,FW,18,2003,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SRB,FW,18,2003,0.2,0,1,0,0.0,6.0,0.0,0.0,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,SRB,FW,18,2003,0.2,12,0,1,5,6,1,12,0,0,,0,,5,20,8,0,1,0,0,3,10,3,possession,SRB,FW,18,2003,0.2,4,9,44.4,53,7,1,2,50.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing
ESP-La Liga,2022,Espanyol,Martin Braithwaite,DEN,"FW,MF",31,1991,31,29,2456,27.3,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32,54,126,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,standard,DEN,"FW,MF",31,1991,27.3,5,1,0,20,42,13,20,5,2,0,0,0,58,48,59,44.9,misc,DEN,"FW,MF",31,1991,27.3,12,2,2,4,6,5,14,35.7,9,10,0,10,5,17,11,0,defense,DEN,"FW,MF",31,1991,27.3,10,58,25,43.1,2.13,0.92,0.17,0.4,16.0,4,0,0,9.2,9.2,0.16,0.8,0.8,shooting,DEN,"FW,MF",31,1991,27.3,696,10,55,287,362,75,696,53,17,32.1,26,49.1,410,2073,983,32,29,11,52,19,514,126,possession,DEN,"FW,MF",31,1991,27.3,294,446,65.9,4173,986,183,242,75.6,74,112,66.1,19,30,63.3,2,1.4,1.1,0.6,12,26,13,2,54,passing
