league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2023,Torino,Duván Zapata,COL,FW,32,1991,35,34,2880,32.0,12,4,16,12,0,0,2,0,10.9,10.9,3.0,13.9,74,52,242,0.37,0.12,0.5,0.37,0.5,0.34,0.09,0.43,0.34,0.43,standard,COL,FW,32,1991,32.0,12,99,38,3.09,1.19,0,0,0,10.9,10.9,1.1,1.1,shooting,COL,FW,32,1991,2,0,0,53,67,22,50,7,7,0,0,0,85,129,115,misc,COL,FW,32,1991,1218,36,85,509,642,196,1218,111,36,62,769,4516,1845,74,54,27,119,58,960,242,possession,COL,FW,32,1991,32.0,492,752,65.4,7145,1154,289,393,73.5,139,212,65.6,32,57,4,3.0,1.5,1.0,27,31,13,0,52,passing,COL,FW,32,1991,18,7,9,2,7,3,12,9,20,6,14,7,25,26,0,defense
ITA-Serie A,2023,Juventus,Dušan Vlahović,SRB,FW,23,2000,33,27,2307,25.6,16,4,20,14,2,4,8,1,16.6,13.3,2.3,15.6,36,46,174,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61,standard,SRB,FW,23,2000,25.6,16,106,35,4.14,1.37,7,2,4,16.6,13.3,-0.6,0.7,shooting,SRB,FW,23,2000,8,1,1,31,34,13,7,1,5,0,0,0,60,37,53,misc,SRB,FW,23,2000,833,14,63,368,410,152,829,43,18,23,473,2013,840,36,19,20,71,42,637,174,possession,SRB,FW,23,2000,25.6,380,542,70.1,5845,888,192,253,75.9,150,188,79.8,18,34,4,2.3,1.6,1.7,29,21,14,1,46,passing,SRB,FW,23,2000,9,5,0,6,3,4,11,7,4,2,2,1,10,11,0,defense
ITA-Serie A,2023,Juventus,Dean Huijsen,ESP,DF,18,2005,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,18,2005,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ESP,DF,18,2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,ESP,DF,18,2005,20,1,8,13,0,0,20,0,0,0,17,94,56,0,0,0,0,0,17,0,possession,ESP,DF,18,2005,0.1,18,19,94.7,370,115,5,5,100.0,10,10,100.0,3,3,0,0.0,0.0,0.0,0,0,0,0,2,passing,ESP,DF,18,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,defense
ITA-Serie A,2023,Roma,Dean Huijsen,ESP,DF,18,2005,13,4,509,5.7,2,0,2,2,0,0,4,0,0.4,0.4,0.1,0.5,4,18,15,0.35,0.0,0.35,0.35,0.35,0.07,0.01,0.08,0.07,0.08,standard,ESP,DF,18,2005,5.7,2,6,2,1.06,0.35,0,0,0,0.4,0.4,1.6,1.6,shooting,ESP,DF,18,2005,4,0,0,10,2,0,1,4,5,1,0,1,24,9,7,misc,ESP,DF,18,2005,525,62,204,281,41,8,525,2,1,1,308,1407,696,4,3,0,3,2,390,15,possession,ESP,DF,18,2005,5.7,400,459,87.1,7151,2423,158,175,90.3,203,221,91.9,34,47,0,0.1,0.1,-0.1,1,16,1,0,18,passing,ESP,DF,18,2005,10,5,5,5,0,1,4,3,7,4,3,4,14,26,2,defense
ITA-Serie A,2023,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,11,3,298,3.3,0,0,0,0,0,0,0,0,1.1,1.1,0.3,1.4,11,9,23,0.0,0.0,0.0,0.0,0.0,0.34,0.1,0.44,0.34,0.44,standard,SEN,"FW,MF",22,2001,3.3,0,7,2,2.11,0.6,0,0,0,1.1,1.1,-1.1,-1.1,shooting,SEN,"FW,MF",22,2001,0,0,0,9,7,2,2,1,4,0,0,0,9,3,7,misc,SEN,"FW,MF",22,2001,141,1,11,60,72,13,141,13,4,7,89,661,318,11,9,6,7,3,98,23,possession,SEN,"FW,MF",22,2001,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,0,0.3,0.4,-0.3,3,2,2,0,9,passing,SEN,"FW,MF",22,2001,7,4,2,3,2,4,5,1,3,0,3,1,8,1,0,defense
ITA-Serie A,2023,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43,66,139,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,standard,SRB,"FW,MF",32,1990,21.4,3,33,13,1.54,0.61,2,1,1,2.8,2.0,0.2,0.0,shooting,SRB,"FW,MF",32,1990,0,1,0,5,5,13,97,6,16,0,0,0,67,8,15,misc,SRB,"FW,MF",32,1990,834,22,133,345,363,63,833,27,5,19,443,2469,1210,43,21,14,22,16,525,139,possession,SRB,"FW,MF",32,1990,21.4,431,671,64.2,7287,2845,218,265,82.3,155,233,66.5,49,116,2,4.4,3.5,-2.4,31,51,21,7,66,passing,SRB,"FW,MF",32,1990,26,16,11,6,9,16,31,15,10,1,9,6,32,14,0,defense
ITA-Serie A,2023,Inter,Denzel Dumfries,NED,DF,27,1996,31,19,1639,18.2,4,4,8,4,0,0,2,1,2.3,2.3,4.9,7.1,50,51,147,0.22,0.22,0.44,0.22,0.44,0.12,0.27,0.39,0.12,0.39,standard,NED,DF,27,1996,18.2,4,24,6,1.32,0.33,0,0,0,2.3,2.3,1.7,1.7,shooting,NED,DF,27,1996,2,1,0,25,18,5,47,12,13,0,0,0,58,36,18,misc,NED,DF,27,1996,977,32,231,385,367,73,977,33,14,12,502,2532,1121,50,19,11,29,9,626,147,possession,NED,DF,27,1996,18.2,614,801,76.7,9956,2925,287,345,83.2,265,335,79.1,41,70,4,4.9,3.2,-0.9,27,34,29,13,51,passing,NED,DF,27,1996,22,13,9,11,2,9,23,14,15,6,9,12,34,33,1,defense
ITA-Serie A,2023,Hellas Verona,Diego Coppola,ITA,DF,19,2003,24,18,1634,18.2,2,0,2,2,0,0,9,0,1.2,1.2,0.2,1.4,1,40,0,0.11,0.0,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,standard,ITA,DF,19,2003,18.2,2,13,3,0.72,0.17,0,0,0,1.2,1.2,0.8,0.8,shooting,ITA,DF,19,2003,9,0,0,32,4,0,0,27,22,0,0,0,70,82,47,misc,ITA,DF,19,2003,959,104,530,408,26,21,959,1,0,1,437,1940,806,1,2,0,8,3,467,0,possession,ITA,DF,19,2003,18.2,555,718,77.3,11563,4450,151,189,79.9,324,369,87.8,78,142,0,0.2,0.1,-0.2,4,33,0,0,40,passing,ITA,DF,19,2003,36,22,25,9,2,20,33,13,26,9,17,27,63,89,1,defense
ITA-Serie A,2023,Napoli,Diego Demme,GER,MF,31,1991,2,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,MF,31,1991,0.8,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,GER,MF,31,1991,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,misc,GER,MF,31,1991,81,2,14,45,22,4,81,2,0,2,50,289,169,3,4,0,0,0,65,0,possession,GER,MF,31,1991,0.8,63,76,82.9,1050,216,28,34,82.4,29,35,82.9,4,4,0,0.0,0.0,0.0,0,3,1,0,5,passing,GER,MF,31,1991,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,defense
ITA-Serie A,2023,Roma,Diego Llorente,ESP,DF,29,1993,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20,75,5,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04,standard,ESP,DF,29,1993,24.1,1,9,4,0.37,0.17,1,0,0,0.3,0.3,0.7,0.7,shooting,ESP,DF,29,1993,5,0,0,25,23,0,6,22,19,0,1,0,92,43,50,misc,ESP,DF,29,1993,1865,233,945,869,56,12,1865,7,3,3,1208,6166,2944,20,10,0,10,3,1370,5,possession,ESP,DF,29,1993,24.1,1501,1648,91.1,28395,9300,503,520,96.7,865,914,94.6,120,180,1,0.6,0.2,0.4,4,71,1,0,75,passing,ESP,DF,29,1993,31,19,20,10,1,11,24,13,40,27,13,22,53,79,0,defense
ITA-Serie A,2023,Monza,Davide Bettella,ITA,MF,23,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,23,2000,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,ITA,MF,23,2000,5,0,2,2,1,0,5,0,0,0,3,7,0,0,0,0,0,1,4,0,possession,ITA,MF,23,2000,0.0,3,5,60.0,55,0,1,1,100.0,2,3,66.7,0,0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2023,Genoa,Davide Biraschi,ITA,DF,29,1994,1,1,90,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,5,4,1.0,0.0,1.0,1.0,1.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,DF,29,1994,1.0,1,1,1,1.0,1.0,0,0,0,0.1,0.1,0.9,0.9,shooting,ITA,DF,29,1994,0,0,0,0,2,0,0,2,3,0,0,0,4,1,0,misc,ITA,DF,29,1994,48,5,20,21,7,1,48,1,1,0,19,76,46,0,2,0,0,0,21,4,possession,ITA,DF,29,1994,1.0,31,37,83.8,684,308,6,7,85.7,18,21,85.7,7,9,0,0.0,0.0,0.0,0,2,1,0,5,passing,ITA,DF,29,1994,3,3,1,2,0,1,3,2,0,0,0,2,5,5,0,defense
ITA-Serie A,2023,Milan,Davide Calabria,ITA,DF,26,1996,29,26,2185,24.3,1,3,4,1,0,0,5,2,1.3,1.3,1.2,2.5,31,140,66,0.04,0.12,0.16,0.04,0.16,0.05,0.05,0.1,0.05,0.1,standard,ITA,DF,26,1996,24.3,1,21,8,0.86,0.33,0,0,0,1.3,1.3,-0.3,-0.3,shooting,ITA,DF,26,1996,5,2,1,25,19,0,36,24,38,0,1,0,90,12,27,misc,ITA,DF,26,1996,1784,74,512,953,325,26,1784,20,6,14,932,4458,2474,31,31,2,19,9,1135,66,possession,ITA,DF,26,1996,24.3,1320,1541,85.7,22285,6489,601,661,90.9,612,690,88.7,89,151,3,1.2,1.6,1.8,12,104,23,12,140,passing,ITA,DF,26,1996,70,38,38,25,7,44,72,28,26,7,19,24,94,49,1,defense
ITA-Serie A,2023,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,7,3,263,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,7,10,10,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.12,0.1,0.12,standard,ITA,"FW,MF",21,2001,2.9,0,9,2,3.08,0.68,2,0,0,0.3,0.3,-0.3,-0.3,shooting,ITA,"FW,MF",21,2001,1,0,0,8,5,0,5,2,2,0,0,0,6,7,5,misc,ITA,"FW,MF",21,2001,135,1,10,66,63,8,135,17,7,10,68,456,197,7,7,2,11,5,87,10,possession,ITA,"FW,MF",21,2001,2.9,61,80,76.3,965,212,30,33,90.9,22,27,81.5,5,8,0,0.0,0.2,0.0,1,5,3,0,10,passing,ITA,"FW,MF",21,2001,4,2,0,2,2,2,2,0,5,0,5,2,6,2,0,defense
ITA-Serie A,2023,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,31,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11,standard,ITA,DF,31,1991,6.7,0,7,1,1.05,0.15,0,0,0,0.4,0.4,-0.4,-0.4,shooting,ITA,DF,31,1991,5,0,0,11,9,0,19,6,10,0,0,0,38,9,7,misc,ITA,DF,31,1991,386,20,94,194,102,12,386,7,3,4,190,782,400,13,8,1,14,2,211,31,possession,ITA,DF,31,1991,6.7,228,304,75.0,4121,1808,103,119,86.6,80,102,78.4,36,62,1,0.4,0.3,0.6,8,28,6,2,28,passing,ITA,DF,31,1991,13,10,5,6,2,7,10,3,9,5,4,6,19,21,0,defense
ITA-Serie A,2023,Inter,Davide Frattesi,ITA,MF,23,1999,32,6,955,10.6,6,3,9,6,0,0,1,0,7.1,7.1,1.9,9.0,27,37,40,0.57,0.28,0.85,0.57,0.85,0.67,0.18,0.85,0.67,0.85,standard,ITA,MF,23,1999,10.6,6,32,13,3.02,1.23,0,0,0,7.1,7.1,-1.1,-1.1,shooting,ITA,MF,23,1999,1,0,0,12,16,1,11,5,6,1,0,0,38,14,15,misc,ITA,MF,23,1999,428,28,96,194,140,56,428,21,7,13,250,1689,781,27,17,10,17,16,301,40,possession,ITA,MF,23,1999,10.6,235,301,78.1,3468,1047,126,147,85.7,82,103,79.6,14,18,3,1.9,2.0,1.1,10,18,13,1,37,passing,ITA,MF,23,1999,10,6,3,7,0,4,8,4,9,3,6,5,15,19,0,defense
ITA-Serie A,2023,Atalanta,Davide Zappacosta,ITA,DF,31,1992,31,23,1867,20.7,2,1,3,2,0,0,5,0,2.2,2.2,1.4,3.7,67,78,132,0.1,0.05,0.14,0.1,0.14,0.11,0.07,0.18,0.11,0.18,standard,ITA,DF,31,1992,20.7,2,37,10,1.78,0.48,0,0,0,2.2,2.2,-0.2,-0.2,shooting,ITA,DF,31,1992,5,0,0,26,15,2,76,5,20,0,0,0,99,9,13,misc,ITA,DF,31,1992,1248,30,271,489,501,46,1248,42,17,23,680,3910,2001,67,33,14,27,15,820,132,possession,ITA,DF,31,1992,20.7,881,1049,84.0,13132,4003,526,576,91.3,288,341,84.5,50,77,1,1.4,1.7,-0.4,17,46,29,14,78,passing,ITA,DF,31,1992,30,20,15,10,5,16,34,18,29,4,25,5,35,19,0,defense
ITA-Serie A,2023,Inter,Davy Klaassen,NED,MF,30,1993,13,1,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,7,5,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,standard,NED,MF,30,1993,2.3,0,1,0,0.44,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,NED,MF,30,1993,1,0,0,3,0,1,0,3,2,0,0,0,9,4,1,misc,NED,MF,30,1993,119,5,24,68,28,5,119,1,1,0,47,194,37,1,0,1,5,0,68,5,possession,NED,MF,30,1993,2.3,82,95,86.3,1290,289,46,52,88.5,28,29,96.6,6,7,0,0.2,0.2,-0.2,3,6,1,0,7,passing,NED,MF,30,1993,4,2,0,4,0,1,3,2,5,1,4,3,7,4,0,defense
ITA-Serie A,2023,Lazio,Danilo Cataldi,ITA,MF,28,1994,28,15,1361,15.1,1,0,1,1,0,0,8,0,0.4,0.4,0.8,1.1,9,69,7,0.07,0.0,0.07,0.07,0.07,0.02,0.05,0.08,0.02,0.08,standard,ITA,MF,28,1994,15.1,1,12,2,0.79,0.13,0,0,0,0.4,0.4,0.6,0.6,shooting,ITA,MF,28,1994,8,0,0,17,8,0,31,17,12,0,0,0,105,6,4,misc,ITA,MF,28,1994,1040,42,219,691,139,0,1040,8,6,2,491,2369,1020,9,9,0,9,6,719,7,possession,ITA,MF,28,1994,15.1,800,932,85.8,12545,3512,421,452,93.1,309,347,89.0,48,94,0,0.8,0.9,-0.8,11,79,8,2,69,passing,ITA,MF,28,1994,24,12,7,16,1,8,18,10,15,7,8,17,41,19,1,defense
ITA-Serie A,2023,Monza,Danilo D'Ambrosio,ITA,DF,34,1988,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.7,0.7,0.2,0.8,12,61,25,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,ITA,DF,34,1988,17.1,0,14,4,0.82,0.23,0,0,0,0.7,0.7,-0.7,-0.7,shooting,ITA,DF,34,1988,5,1,1,18,13,1,7,14,34,0,1,0,77,27,20,misc,ITA,DF,34,1988,1268,126,564,600,114,23,1268,13,7,5,787,3641,1763,12,8,1,12,5,904,25,possession,ITA,DF,34,1988,17.1,979,1095,89.4,17542,5544,360,376,95.7,531,566,93.8,74,124,0,0.2,0.4,-0.2,4,61,4,1,61,passing,ITA,DF,34,1988,57,34,34,20,3,28,41,13,22,13,9,14,71,31,0,defense
ITA-Serie A,2023,Monza,Dany Mota,POR,"FW,MF",25,1998,34,24,2049,22.8,4,3,7,4,0,0,3,0,3.6,3.6,3.0,6.5,112,57,152,0.18,0.13,0.31,0.18,0.31,0.16,0.13,0.29,0.16,0.29,standard,POR,"FW,MF",25,1998,22.8,4,38,11,1.67,0.48,0,0,0,3.6,3.6,0.4,0.4,shooting,POR,"FW,MF",25,1998,3,0,0,22,28,6,89,2,7,2,0,0,72,40,48,misc,POR,"FW,MF",25,1998,1028,22,101,434,504,93,1028,49,16,28,696,5390,2771,112,82,32,43,30,785,152,possession,POR,"FW,MF",25,1998,22.8,625,836,74.8,10962,1870,316,373,84.7,222,289,76.8,75,108,3,3.0,3.1,0.0,34,29,21,11,57,passing,POR,"FW,MF",25,1998,13,7,2,5,6,8,17,9,4,1,3,2,15,18,0,defense
ITA-Serie A,2023,Sassuolo,Cristian Volpato,ITA,"MF,FW",19,2003,22,5,645,7.2,1,0,1,1,0,0,1,0,0.5,0.5,1.4,1.9,34,53,49,0.14,0.0,0.14,0.14,0.14,0.07,0.19,0.26,0.07,0.26,standard,ITA,"MF,FW",19,2003,7.2,1,12,6,1.67,0.84,0,0,0,0.5,0.5,0.5,0.5,shooting,ITA,"MF,FW",19,2003,1,0,0,15,9,1,47,1,8,0,0,0,45,7,7,misc,ITA,"MF,FW",19,2003,404,8,57,145,207,23,404,49,25,21,248,1798,927,34,24,13,20,12,276,49,possession,ITA,"MF,FW",19,2003,7.2,195,301,64.8,3460,1260,86,110,78.2,78,114,68.4,21,51,0,1.4,1.4,-1.4,16,16,16,4,53,passing,ITA,"MF,FW",19,2003,16,8,9,6,1,9,25,16,7,0,7,1,17,5,0,defense
ITA-Serie A,2023,Genoa,David Akpan Ankeye,NGA,FW,21,2002,6,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NGA,FW,21,2002,0.6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,NGA,FW,21,2002,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,misc,NGA,FW,21,2002,17,0,2,6,10,1,17,5,2,3,12,109,61,3,1,1,2,0,10,2,possession,NGA,FW,21,2002,0.6,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,0,0.0,0.4,0.0,0,0,1,0,1,passing,NGA,FW,21,2002,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,defense
ITA-Serie A,2023,Torino,David Okereke,NGA,"FW,MF",25,1997,9,3,252,2.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,8,7,23,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,standard,NGA,"FW,MF",25,1997,2.8,0,8,5,2.86,1.79,0,0,0,0.2,0.2,-0.2,-0.2,shooting,NGA,"FW,MF",25,1997,0,0,0,2,3,2,4,1,1,0,0,0,9,7,9,misc,NGA,"FW,MF",25,1997,122,0,6,48,68,12,122,6,1,3,77,439,225,8,1,7,8,3,101,23,possession,NGA,"FW,MF",25,1997,2.8,72,92,78.3,1089,175,31,38,81.6,37,42,88.1,1,3,0,0.1,0.3,-0.1,2,0,1,1,7,passing,NGA,"FW,MF",25,1997,3,1,1,1,1,0,3,3,2,0,2,1,4,0,0,defense
ITA-Serie A,2023,Torino,David Zima,CZE,DF,22,2000,5,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CZE,DF,22,2000,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CZE,DF,22,2000,0,0,0,0,1,0,0,3,1,0,0,0,6,2,5,misc,CZE,DF,22,2000,58,7,32,26,0,0,58,0,0,0,22,102,59,1,0,0,1,1,29,0,possession,CZE,DF,22,2000,1.0,36,43,83.7,679,120,10,11,90.9,23,26,88.5,2,5,0,0.0,0.0,0.0,0,0,0,0,1,passing,CZE,DF,22,2000,1,1,1,0,0,0,0,0,0,0,0,3,4,7,0,defense
ITA-Serie A,2023,Milan,Davide Bartesaghi,ITA,"DF,MF",17,2005,6,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,"DF,MF",17,2005,0.9,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,"DF,MF",17,2005,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,misc,ITA,"DF,MF",17,2005,51,8,25,18,8,0,51,1,0,1,23,157,53,1,3,0,1,2,29,4,possession,ITA,"DF,MF",17,2005,0.9,28,35,80.0,493,221,10,11,90.9,15,16,93.8,3,6,0,0.0,0.0,0.0,0,1,0,0,3,passing,ITA,"DF,MF",17,2005,2,0,1,1,0,2,4,2,1,1,0,0,2,7,0,defense
ITA-Serie A,2023,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,32,20,1771,19.7,1,1,2,1,0,0,4,0,4.9,4.9,1.8,6.6,88,36,173,0.05,0.05,0.1,0.05,0.1,0.25,0.09,0.34,0.25,0.34,standard,SUI,"FW,MF",22,2000,19.7,1,41,16,2.08,0.81,0,0,0,4.9,4.9,-3.9,-3.9,shooting,SUI,"FW,MF",22,2000,4,0,0,29,57,7,47,10,15,0,0,0,106,7,16,misc,SUI,"FW,MF",22,2000,872,19,127,346,423,74,872,93,34,43,593,4896,2713,88,56,30,57,26,646,173,possession,SUI,"FW,MF",22,2000,19.7,467,602,77.6,6997,1298,268,307,87.3,138,172,80.2,34,57,1,1.8,1.2,-0.8,22,25,13,5,36,passing,SUI,"FW,MF",22,2000,30,15,17,11,2,17,39,22,20,1,19,10,40,14,0,defense
ITA-Serie A,2023,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9,34,8,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,standard,POR,MF,23,2000,5.0,0,3,0,0.61,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,POR,MF,23,2000,2,0,0,5,3,0,7,3,5,0,0,0,34,4,12,misc,POR,MF,23,2000,276,12,47,164,67,2,276,4,3,0,124,718,392,9,4,1,4,6,160,8,possession,POR,MF,23,2000,5.0,187,233,80.3,3306,1112,82,93,88.2,77,91,84.6,22,36,0,0.2,0.3,-0.2,3,30,5,0,34,passing,POR,MF,23,2000,6,5,1,4,1,3,7,4,3,0,3,3,9,9,0,defense
ITA-Serie A,2023,Sassuolo,Daniel Boloca,ROU,MF,24,1998,30,23,2022,22.5,1,0,1,1,0,0,6,1,0.5,0.5,0.4,0.9,27,109,17,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,standard,ROU,MF,24,1998,22.5,1,13,4,0.58,0.18,0,0,0,0.5,0.5,0.5,0.5,shooting,ROU,MF,24,1998,6,1,0,25,7,0,8,14,33,0,1,0,155,24,20,misc,ROU,MF,24,1998,1252,75,313,747,211,8,1252,35,28,7,705,4318,2034,27,33,0,21,17,834,17,possession,ROU,MF,24,1998,22.5,956,1064,89.8,17430,4310,369,404,91.3,477,497,96.0,89,117,0,0.4,0.5,-0.4,14,97,5,1,109,passing,ROU,MF,24,1998,48,33,18,25,5,27,46,19,23,13,10,14,62,33,2,defense
ITA-Serie A,2023,Frosinone,Emanuele Valeri,ITA,DF,24,1998,16,14,1178,13.1,0,1,1,0,0,0,3,0,0.9,0.9,2.4,3.3,38,41,61,0.0,0.08,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25,standard,ITA,DF,24,1998,13.1,0,19,3,1.45,0.23,0,0,0,0.9,0.9,-0.9,-0.9,shooting,ITA,DF,24,1998,3,0,0,12,8,0,73,9,16,1,0,0,62,9,9,misc,ITA,DF,24,1998,702,42,174,275,263,28,702,37,12,24,285,1804,1000,38,26,6,16,7,342,61,possession,ITA,DF,24,1998,13.1,341,560,60.9,5852,2970,165,199,82.9,122,198,61.6,40,117,1,2.4,1.6,-1.4,23,32,13,9,41,passing,ITA,DF,24,1998,19,16,10,5,4,10,21,11,14,3,11,9,28,22,0,defense
