nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
ITA,GK,20,1999,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,ITA-Serie A,2021,defense
PAR,FW,29,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
CHI,"DF,MF",32,1987,5.7,12,9,6,5,1,4,10,40.0,6,8,6,2,7,19,10,0,ITA-Serie A,2021,defense
SEN,DF,25,1994,4.8,6,5,5,1,0,3,5,60.0,2,5,3,2,1,7,10,0,ITA-Serie A,2021,defense
NED,MF,23,1997,27.9,50,25,23,25,2,16,37,43.2,21,36,13,23,79,129,37,6,ITA-Serie A,2021,defense
POL,FW,15,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
ITA,DF,32,1988,23.8,34,24,18,13,3,16,37,43.2,21,37,10,27,30,64,62,3,ITA-Serie A,2021,defense
ITA,MF,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,ITA-Serie A,2021,defense
SWE,MF,21,1999,20.6,38,17,21,9,8,16,45,35.6,29,25,4,21,30,68,25,1,ITA-Serie A,2021,defense
NED,DF,27,1993,16.5,21,14,15,5,1,12,21,57.1,9,17,2,15,17,38,35,0,ITA-Serie A,2021,defense
GAM,"FW,MF",21,1998,32.5,26,10,8,10,8,10,25,40.0,15,37,2,35,11,37,15,0,ITA-Serie A,2021,defense
GAM,"MF,DF",18,2001,0.5,2,2,2,0,0,1,3,33.3,2,1,0,1,0,2,0,0,ITA-Serie A,2021,defense
ARG,DF,27,1993,4.0,9,4,4,5,0,6,7,85.7,1,4,2,2,11,20,16,0,ITA-Serie A,2021,defense
ITA,"FW,MF",28,1991,13.0,22,11,7,12,3,10,31,32.3,21,15,0,15,9,31,7,0,ITA-Serie A,2021,defense
ARG,MF,22,1998,13.9,48,28,26,17,5,15,37,40.5,22,26,7,19,24,72,20,0,ITA-Serie A,2021,defense
ITA,DF,18,2001,0.3,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,ITA-Serie A,2021,defense
ITA,DF,27,1993,0.3,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,ITA-Serie A,2021,defense
ITA,"FW,MF",23,1997,19.5,37,18,13,12,12,16,39,41.0,23,22,3,19,10,47,22,0,ITA-Serie A,2021,defense
ITA,MF,29,1991,36.1,48,26,15,20,13,15,64,23.4,49,31,8,23,18,66,43,0,ITA-Serie A,2021,defense
ARG,FW,38,1982,27.8,13,6,2,3,8,1,15,6.7,14,18,0,18,7,20,29,0,ITA-Serie A,2021,defense
ITA,"FW,DF",18,2001,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
SUR,DF,27,1993,1.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0,ITA-Serie A,2021,defense
JPN,DF,21,1998,30.2,47,31,27,14,6,21,34,61.8,13,37,19,18,54,101,106,0,ITA-Serie A,2021,defense
BUL,DF,19,2000,2.6,4,2,3,1,0,3,10,30.0,7,6,5,1,4,8,13,0,ITA-Serie A,2021,defense
ITA,DF,14,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
POL,GK,29,1991,28.0,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,23,5,ITA-Serie A,2021,defense
ALG,"MF,FW",23,1996,3.4,3,2,3,0,0,0,11,0.0,11,5,0,5,3,6,0,0,ITA-Serie A,2021,defense
ITA,FW,24,1996,4.1,3,2,0,2,1,0,5,0.0,5,4,2,2,2,5,6,0,ITA-Serie A,2021,defense
ITA,MF,24,1995,6.8,13,5,5,4,4,8,23,34.8,15,7,2,5,11,24,11,0,ITA-Serie A,2021,defense
ITA,DF,21,1999,3.3,13,6,5,6,2,5,6,83.3,1,6,1,5,3,16,15,0,ITA-Serie A,2021,defense
ITA,GK,26,1994,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,10,0,ITA-Serie A,2021,defense
GHA,MF,27,1993,11.9,18,10,8,9,1,4,21,19.0,17,8,0,8,16,34,8,1,ITA-Serie A,2021,defense
ITA,DF,19,2001,12.1,34,23,23,11,0,15,28,53.6,13,15,4,11,14,48,52,0,ITA-Serie A,2021,defense
ITA,DF,24,1996,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
GRE,DF,26,1993,26.9,34,21,22,9,3,22,38,57.9,16,34,13,21,32,66,94,0,ITA-Serie A,2021,defense
URU,MF,24,1996,4.3,10,4,6,3,1,6,17,35.3,11,11,1,10,8,18,7,0,ITA-Serie A,2021,defense
ITA,DF,26,1994,11.1,24,11,10,12,2,10,20,50.0,10,15,10,5,15,39,46,0,ITA-Serie A,2021,defense
URU,DF,34,1986,27.9,60,32,51,9,0,24,39,61.5,15,41,24,17,56,116,117,0,ITA-Serie A,2021,defense
ITA,DF,34,1986,2.5,3,2,2,1,0,3,7,42.9,4,8,5,3,1,4,9,1,ITA-Serie A,2021,defense
ITA,"MF,FW",20,2000,2.0,6,4,2,2,2,6,9,66.7,3,9,2,7,3,9,3,0,ITA-Serie A,2021,defense
ITA,DF,20,1999,26.6,34,17,16,15,3,22,49,44.9,27,36,4,32,24,58,50,0,ITA-Serie A,2021,defense
URU,"MF,DF",25,1995,3.0,3,1,2,1,0,1,2,50.0,1,2,0,2,1,4,2,1,ITA-Serie A,2021,defense
ARG,FW,25,1995,19.3,24,11,2,15,7,7,31,22.6,24,23,1,22,10,34,18,0,ITA-Serie A,2021,defense
ITA,GK,23,1996,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ITA-Serie A,2021,defense
ITA,"FW,MF",28,1992,36.1,13,6,2,6,5,2,27,7.4,25,32,6,26,13,26,28,0,ITA-Serie A,2021,defense
BUL,FW,23,1996,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,ITA-Serie A,2021,defense
GHA,"DF,MF",31,1988,2.5,4,3,2,2,0,2,3,66.7,1,5,1,4,4,8,2,1,ITA-Serie A,2021,defense
ITA,FW,31,1988,17.6,7,3,2,5,0,1,20,5.0,19,4,2,2,4,11,32,0,ITA-Serie A,2021,defense
ITA,DF,30,1989,16.3,25,19,13,10,2,14,26,53.8,12,23,12,11,25,50,58,1,ITA-Serie A,2021,defense
CRO,MF,25,1995,12.9,40,24,15,22,3,16,37,43.2,21,17,6,11,19,59,15,0,ITA-Serie A,2021,defense
FRA,"MF,FW",20,2000,0.8,4,2,2,1,1,1,2,50.0,1,5,0,5,1,5,2,0,ITA-Serie A,2021,defense
URU,"MF,DF",24,1995,30.4,56,28,23,23,10,25,68,36.8,43,26,4,22,23,79,49,0,ITA-Serie A,2021,defense
ITA,DF,27,1993,4.1,13,9,10,3,0,9,20,45.0,11,3,2,1,6,19,15,0,ITA-Serie A,2021,defense
BEL,MF,32,1988,20.5,41,26,22,14,5,19,34,55.9,15,18,0,18,15,56,15,1,ITA-Serie A,2021,defense
EST,DF,34,1985,8.6,15,9,9,5,1,7,11,63.6,4,9,4,5,8,23,34,0,ITA-Serie A,2021,defense
ITA,"FW,MF",21,1999,13.2,7,3,2,3,2,0,7,0.0,7,4,0,4,5,12,3,0,ITA-Serie A,2021,defense
ROU,MF,24,1996,32.9,54,33,26,22,6,27,53,50.9,26,29,10,19,29,83,15,0,ITA-Serie A,2021,defense
POL,DF,20,2000,18.0,27,19,11,13,3,12,30,40.0,18,22,14,8,36,63,60,0,ITA-Serie A,2021,defense
ALG,"FW,MF",23,1996,13.3,9,4,4,4,1,0,7,0.0,7,12,1,11,3,12,4,0,ITA-Serie A,2021,defense
LBY,MF,28,1992,13.5,19,11,10,9,0,11,38,28.9,27,15,2,13,6,25,15,0,ITA-Serie A,2021,defense
ITA,GK,37,1983,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,2,ITA-Serie A,2021,defense
ITA,DF,31,1988,7.2,6,3,2,3,1,2,7,28.6,5,12,3,9,5,11,15,1,ITA-Serie A,2021,defense
ITA,DF,30,1989,0.6,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,ITA-Serie A,2021,defense
POL,DF,25,1995,25.7,34,16,15,11,8,10,45,22.2,35,30,3,27,50,84,64,0,ITA-Serie A,2021,defense
SLE,FW,20,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
ROU,"FW,MF",21,1999,2.0,3,1,0,0,3,0,4,0.0,4,4,0,4,1,4,0,0,ITA-Serie A,2021,defense
BRA,MF,25,1995,10.3,5,2,1,4,0,3,12,25.0,9,6,1,5,7,12,7,1,ITA-Serie A,2021,defense
FRA,FW,30,1990,7.1,2,1,2,0,0,0,3,0.0,3,5,1,4,1,3,0,0,ITA-Serie A,2021,defense
ITA,GK,19,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
ITA,DF,22,1997,0.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,ITA-Serie A,2021,defense
ITA,DF,22,1998,8.9,26,19,17,9,0,9,14,64.3,5,10,2,8,18,44,19,1,ITA-Serie A,2021,defense
ITA,MF,25,1995,10.6,14,8,6,7,1,9,24,37.5,15,11,2,9,8,22,11,0,ITA-Serie A,2021,defense
BRA,"MF,FW",29,1991,35.7,60,35,26,24,10,22,70,31.4,48,32,12,20,35,95,40,0,ITA-Serie A,2021,defense
CIV,DF,27,1992,16.9,39,28,30,8,1,10,20,50.0,10,35,20,15,28,67,73,0,ITA-Serie A,2021,defense
ARG,DF,26,1993,24.2,54,31,28,24,2,17,42,40.5,25,29,15,14,44,98,78,1,ITA-Serie A,2021,defense
ITA,MF,34,1986,10.3,26,14,11,12,3,12,28,42.9,16,10,1,9,12,38,9,0,ITA-Serie A,2021,defense
ITA,DF,30,1990,17.6,25,18,16,9,0,13,21,61.9,8,22,11,11,26,51,56,1,ITA-Serie A,2021,defense
ITA,"MF,FW",32,1988,0.5,4,2,0,3,1,1,5,20.0,4,0,0,0,0,4,0,0,ITA-Serie A,2021,defense
CHI,"MF,FW",18,2002,1.2,1,0,0,1,0,1,2,50.0,1,2,0,2,1,2,0,0,ITA-Serie A,2021,defense
ITA,GK,28,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
SRB,MF,23,1996,14.5,15,8,9,1,5,8,21,38.1,13,10,1,9,8,23,8,0,ITA-Serie A,2021,defense
ITA,MF,22,1998,18.2,24,14,16,6,2,13,36,36.1,23,19,5,14,16,40,12,2,ITA-Serie A,2021,defense
POR,DF,22,1998,28.3,50,32,29,17,4,21,40,52.5,19,33,11,22,19,69,61,0,ITA-Serie A,2021,defense
ITA,"MF,DF",28,1992,25.7,39,22,18,14,7,29,45,64.4,16,30,8,22,17,56,41,0,ITA-Serie A,2021,defense
ITA,FW,31,1988,5.3,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,5,0,ITA-Serie A,2021,defense
ITA,DF,23,1996,20.9,38,20,28,8,2,16,27,59.3,11,17,7,10,27,65,74,1,ITA-Serie A,2021,defense
NGA,FW,28,1992,32.7,9,2,2,6,1,3,22,13.6,19,21,5,16,6,15,51,0,ITA-Serie A,2021,defense
CRO,MF,25,1995,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,ITA-Serie A,2021,defense
SVN,DF,29,1991,26.0,33,16,17,13,3,14,19,73.7,5,38,26,12,40,73,97,2,ITA-Serie A,2021,defense
RUS,"FW,MF",29,1991,1.0,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,ITA-Serie A,2021,defense
GHA,MF,27,1993,1.8,3,0,1,1,1,0,2,0.0,2,2,0,2,2,5,0,0,ITA-Serie A,2021,defense
ITA,DF,25,1995,0.9,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0,ITA-Serie A,2021,defense
POL,GK,22,1997,35.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,13,1,ITA-Serie A,2021,defense
ESP,"MF,FW",35,1985,5.5,13,9,7,4,2,3,15,20.0,12,6,1,5,6,19,2,0,ITA-Serie A,2021,defense
CIV,FW,22,1997,11.1,9,4,2,4,3,4,12,33.3,8,9,1,8,5,14,4,0,ITA-Serie A,2021,defense
ITA,DF,27,1992,31.1,42,23,19,15,8,27,45,60.0,18,23,9,14,27,69,56,3,ITA-Serie A,2021,defense
ESP,"MF,FW",20,2000,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
SRB,FW,20,2000,32.5,13,4,3,4,6,5,16,31.3,11,16,2,14,4,17,15,0,ITA-Serie A,2021,defense
CHI,MF,26,1994,22.2,41,18,17,23,1,22,49,44.9,27,24,10,14,41,82,45,1,ITA-Serie A,2021,defense
ITA,DF,28,1992,3.0,4,1,1,3,0,1,1,100.0,0,6,5,1,7,11,15,0,ITA-Serie A,2021,defense
ITA,DF,22,1997,2.7,6,2,2,2,2,3,8,37.5,5,3,1,2,1,7,3,0,ITA-Serie A,2021,defense
FRA,FW,37,1983,23.9,24,11,4,9,11,5,29,17.2,24,11,2,9,3,27,1,0,ITA-Serie A,2021,defense
ITA,MF,23,1997,25.9,33,19,15,11,7,11,42,26.2,31,25,2,23,34,67,14,0,ITA-Serie A,2021,defense
ARG,DF,29,1991,30.5,34,20,22,12,0,18,32,56.3,14,26,14,12,36,70,109,1,ITA-Serie A,2021,defense
ITA,MF,30,1989,25.1,34,19,16,13,5,16,53,30.2,37,26,2,24,39,73,12,0,ITA-Serie A,2021,defense
BRA,DF,22,1998,13.0,15,9,9,6,0,7,12,58.3,5,17,9,8,23,38,34,0,ITA-Serie A,2021,defense
ESP,"FW,MF",33,1987,7.4,10,7,0,6,4,5,9,55.6,4,4,1,3,4,14,5,0,ITA-Serie A,2021,defense
MAR,DF,29,1991,2.3,5,3,2,2,1,0,1,0.0,1,5,0,5,3,8,6,0,ITA-Serie A,2021,defense
ITA,DF,25,1995,19.5,24,11,14,7,3,14,28,50.0,14,18,3,15,17,41,24,0,ITA-Serie A,2021,defense
ARG,DF,24,1996,16.5,32,20,17,11,4,18,41,43.9,23,27,9,18,39,71,48,0,ITA-Serie A,2021,defense
URU,DF,33,1987,24.9,28,12,16,11,1,15,35,42.9,20,20,14,6,14,42,52,1,ITA-Serie A,2021,defense
URU,DF,28,1992,1.0,2,0,1,1,0,1,1,100.0,0,3,1,2,0,2,8,0,ITA-Serie A,2021,defense
SRB,DF,22,1997,33.7,49,29,33,14,2,21,33,63.6,12,42,33,9,44,93,122,1,ITA-Serie A,2021,defense
ITA,FW,22,1998,2.2,4,3,1,2,1,1,2,50.0,1,1,0,1,1,5,0,0,ITA-Serie A,2021,defense
ITA,GK,30,1990,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ITA-Serie A,2021,defense
ESP,"DF,FW",22,1997,5.5,13,8,8,2,3,6,12,50.0,6,6,3,3,6,19,9,0,ITA-Serie A,2021,defense
ITA,MF,28,1991,0.6,2,1,0,2,0,1,3,33.3,2,0,0,0,1,3,0,0,ITA-Serie A,2021,defense
MAR,MF,23,1996,27.1,39,22,11,24,4,18,48,37.5,30,30,5,25,23,62,12,0,ITA-Serie A,2021,defense
FRA,"MF,FW",28,1992,8.1,14,8,6,7,1,5,11,45.5,6,11,0,11,7,21,8,0,ITA-Serie A,2021,defense
ITA,GK,27,1992,2.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,ITA-Serie A,2021,defense
ITA,DF,34,1986,28.5,38,22,29,6,3,23,48,47.9,25,32,13,19,53,91,107,3,ITA-Serie A,2021,defense
COL,DF,33,1986,10.8,18,12,11,7,0,10,14,71.4,4,15,11,4,15,33,56,0,ITA-Serie A,2021,defense
ITA,DF,26,1994,10.2,17,9,12,5,0,5,10,50.0,5,12,6,6,21,38,26,0,ITA-Serie A,2021,defense
ITA,DF,28,1992,22.7,33,16,15,13,5,15,30,50.0,15,17,1,16,18,51,41,0,ITA-Serie A,2021,defense
ITA,DF,33,1986,19.2,43,22,29,11,3,22,39,56.4,17,27,14,13,44,87,51,0,ITA-Serie A,2021,defense
ITA,DF,26,1993,20.6,28,18,21,7,0,14,23,60.9,9,17,7,10,38,66,62,1,ITA-Serie A,2021,defense
UZB,FW,25,1995,18.6,28,14,7,13,8,9,37,24.3,28,17,2,15,6,34,11,0,ITA-Serie A,2021,defense
ITA,GK,37,1983,3.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,ITA-Serie A,2021,defense
ITA,"MF,DF",21,1999,4.3,7,6,2,5,0,3,6,50.0,3,5,0,5,5,12,8,0,ITA-Serie A,2021,defense
ITA,"DF,FW",23,1997,2.5,7,6,7,0,0,4,7,57.1,3,0,0,0,3,10,1,0,ITA-Serie A,2021,defense
ITA,FW,21,1999,15.0,19,10,6,7,6,7,19,36.8,12,21,4,17,9,28,12,0,ITA-Serie A,2021,defense
ITA,"DF,FW",21,1998,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,ITA-Serie A,2021,defense
MKD,"FW,MF",37,1983,15.6,9,5,1,6,2,4,10,40.0,6,6,0,6,2,11,7,1,ITA-Serie A,2021,defense
SRB,"DF,MF",31,1988,24.8,18,15,13,5,0,12,31,38.7,19,39,21,18,37,55,114,2,ITA-Serie A,2021,defense
CMR,DF,22,1997,2.0,2,1,2,0,0,2,7,28.6,5,2,0,2,2,4,8,0,ITA-Serie A,2021,defense
NED,MF,30,1990,14.6,30,18,13,15,2,14,32,43.8,18,35,3,32,25,55,18,0,ITA-Serie A,2021,defense
GER,DF,21,1999,13.0,19,10,7,7,5,11,19,57.9,8,6,1,5,17,36,27,0,ITA-Serie A,2021,defense
ITA,"DF,MF",21,1999,7.1,9,6,6,2,1,4,10,40.0,6,11,2,9,8,17,13,1,ITA-Serie A,2021,defense
DEN,MF,27,1993,12.9,24,13,14,9,1,11,30,36.7,19,13,3,10,14,38,25,1,ITA-Serie A,2021,defense
