nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err,league,season,stat_type
,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,,,,
JPN,"FW,MF",27,1994,19.0,14,9,4,4,6,7,16,43.8,9,17,1,16,8,22,8,0,GER-Bundesliga,2022,defense
GER,DF,18,2003,2.2,2,1,2,0,0,1,1,100.0,0,3,2,1,1,3,8,1,GER-Bundesliga,2022,defense
GRE,DF,32,1990,7.0,10,8,7,3,0,6,9,66.7,3,5,3,2,13,23,41,0,GER-Bundesliga,2022,defense
GER,GK,31,1991,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,GER-Bundesliga,2022,defense
FRA,FW,34,1988,9.0,4,4,2,0,2,2,5,40.0,3,7,0,7,2,6,22,0,GER-Bundesliga,2022,defense
GER,DF,22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,GER-Bundesliga,2022,defense
NED,FW,23,1999,19.0,13,5,3,4,6,5,12,41.7,7,14,1,13,4,17,11,0,GER-Bundesliga,2022,defense
GER,MF,28,1994,21.1,57,28,25,27,5,22,43,51.2,21,16,6,10,25,82,39,1,GER-Bundesliga,2022,defense
GER,DF,24,1998,0.7,4,3,0,4,0,1,1,100.0,0,1,1,0,0,4,1,0,GER-Bundesliga,2022,defense
USA,"FW,MF",19,2002,6.9,14,7,2,5,7,5,10,50.0,5,8,2,6,3,17,5,0,GER-Bundesliga,2022,defense
SUI,GK,24,1997,27.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,7,2,GER-Bundesliga,2022,defense
ENG,"FW,MF",17,2004,5.9,8,4,2,5,1,2,7,28.6,5,1,0,1,1,9,2,0,GER-Bundesliga,2022,defense
ENG,MF,19,2003,29.9,76,42,28,34,14,34,51,66.7,17,51,4,47,35,111,30,0,GER-Bundesliga,2022,defense
GER,"MF,FW",26,1996,26.6,29,20,6,14,9,12,43,27.9,31,23,0,23,15,44,9,1,GER-Bundesliga,2022,defense
NOR,DF,24,1997,15.7,27,15,17,7,3,19,37,51.4,18,13,2,11,8,35,28,0,GER-Bundesliga,2022,defense
BEL,MF,16,2006,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,GER-Bundesliga,2022,defense
GER,FW,21,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,"FW,MF",20,2002,15.4,16,11,6,6,4,8,30,26.7,22,18,1,17,7,23,3,0,GER-Bundesliga,2022,defense
GER,MF,26,1996,3.7,11,9,3,4,4,7,7,100.0,0,6,2,4,7,18,3,0,GER-Bundesliga,2022,defense
CRO,MF,21,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,"MF,FW",33,1989,15.0,30,17,12,14,4,7,24,29.2,17,12,4,8,8,38,8,0,GER-Bundesliga,2022,defense
GER,DF,27,1995,17.4,25,18,9,12,4,16,29,55.2,13,40,10,30,18,43,22,1,GER-Bundesliga,2022,defense
GER,DF,33,1988,22.4,62,34,38,22,2,32,55,58.2,23,30,16,14,33,95,100,1,GER-Bundesliga,2022,defense
GER,DF,22,1999,25.0,59,34,34,24,1,37,53,69.8,16,38,21,17,32,91,71,1,GER-Bundesliga,2022,defense
GER,DF,26,1995,23.5,25,19,18,3,4,14,23,60.9,9,28,19,9,17,42,53,0,GER-Bundesliga,2022,defense
POR,"DF,MF",28,1993,25.4,36,20,13,15,8,21,34,61.8,13,21,2,19,36,72,23,0,GER-Bundesliga,2022,defense
TUR,MF,24,1998,17.5,31,18,10,16,5,16,39,41.0,23,24,2,22,28,59,19,1,GER-Bundesliga,2022,defense
FRA,DF,18,2003,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,GER-Bundesliga,2022,defense
CIV,FW,28,1994,13.6,5,4,2,1,2,0,4,0.0,4,8,0,8,1,6,10,0,GER-Bundesliga,2022,defense
BEL,DF,30,1991,6.5,16,7,8,5,3,10,17,58.8,7,7,2,5,9,25,16,0,GER-Bundesliga,2022,defense
BEL,"FW,DF",29,1993,5.2,17,6,5,11,1,12,17,70.6,5,6,0,6,5,22,5,0,GER-Bundesliga,2022,defense
GER,DF,17,2004,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,GER-Bundesliga,2022,defense
GER,FW,17,2004,12.7,13,7,3,6,4,3,6,50.0,3,9,0,9,2,15,1,0,GER-Bundesliga,2022,defense
MLI,DF,26,1996,4.4,13,7,7,5,1,5,9,55.6,4,9,2,7,10,23,8,0,GER-Bundesliga,2022,defense
GER,DF,20,2002,14.3,36,25,22,11,3,15,34,44.1,19,19,1,18,15,51,26,0,GER-Bundesliga,2022,defense
POR,DF,25,1997,14.6,33,19,15,13,5,15,27,55.6,12,18,1,17,9,42,34,0,GER-Bundesliga,2022,defense
GER,DF,27,1994,14.3,29,21,17,7,5,16,37,43.2,21,16,3,13,21,50,34,0,GER-Bundesliga,2022,defense
JPN,MF,25,1996,25.2,51,31,10,37,4,31,57,54.4,26,31,2,29,16,67,17,1,GER-Bundesliga,2022,defense
GER,DF,19,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,GK,20,2001,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GER-Bundesliga,2022,defense
SUI,MF,25,1997,29.4,41,25,13,25,3,22,44,50.0,22,22,4,18,28,69,23,0,GER-Bundesliga,2022,defense
GER,"DF,MF",21,2001,2.0,8,5,3,4,1,3,9,33.3,6,3,0,3,1,9,3,0,GER-Bundesliga,2022,defense
SRB,"DF,MF",29,1992,0.8,2,0,1,1,0,0,0,,0,0,0,0,1,3,0,0,GER-Bundesliga,2022,defense
CRO,DF,21,2000,5.2,8,7,6,2,0,5,10,50.0,5,11,4,7,6,14,38,0,GER-Bundesliga,2022,defense
DEN,"MF,FW",22,2000,18.7,26,11,15,7,4,7,22,31.8,15,25,3,22,9,35,9,0,GER-Bundesliga,2022,defense
FRA,"DF,MF",21,2000,11.8,30,19,16,14,0,16,33,48.5,17,18,5,13,11,41,20,0,GER-Bundesliga,2022,defense
GER,GK,32,1990,33.0,1,1,1,0,0,0,2,0.0,2,2,0,2,0,1,10,0,GER-Bundesliga,2022,defense
CRO,"DF,MF",25,1997,16.2,33,21,19,12,2,22,41,53.7,19,32,10,22,14,47,49,1,GER-Bundesliga,2022,defense
ITA,DF,23,1999,6.2,13,8,10,3,0,8,8,100.0,0,8,2,6,7,20,11,1,GER-Bundesliga,2022,defense
ARG,"FW,MF",29,1992,3.7,3,2,1,0,2,0,1,0.0,1,0,0,0,2,5,13,0,GER-Bundesliga,2022,defense
JPN,DF,38,1984,14.5,18,12,16,2,0,7,22,31.8,15,22,9,13,17,35,45,0,GER-Bundesliga,2022,defense
GER,MF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,MF,30,1992,30.4,42,25,13,22,7,14,47,29.8,33,25,0,25,13,55,12,0,GER-Bundesliga,2022,defense
CIV,DF,22,1999,29.9,25,18,10,11,4,18,32,56.3,14,47,19,28,31,56,150,0,GER-Bundesliga,2022,defense
USA,"MF,DF",18,2003,1.9,6,5,2,2,2,2,3,66.7,1,2,1,1,0,6,2,0,GER-Bundesliga,2022,defense
GER,DF,28,1993,7.7,12,9,4,7,1,5,16,31.3,11,10,2,8,3,15,11,0,GER-Bundesliga,2022,defense
COL,"MF,FW",26,1995,12.0,25,15,4,13,8,4,17,23.5,13,10,2,8,2,27,9,0,GER-Bundesliga,2022,defense
FRA,FW,23,1998,29.2,14,10,3,3,8,1,9,11.1,8,19,2,17,3,17,13,0,GER-Bundesliga,2022,defense
GER,MF,31,1990,15.7,38,24,7,28,3,14,45,31.1,31,18,2,16,16,54,12,0,GER-Bundesliga,2022,defense
USA,DF,32,1990,1.0,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,3,0,GER-Bundesliga,2022,defense
BRA,DF,23,1999,30.2,53,35,27,19,7,33,57,57.9,24,47,14,33,49,102,134,2,GER-Bundesliga,2022,defense
GER,"DF,MF",29,1993,30.5,29,21,18,9,2,13,43,30.2,30,22,4,18,16,45,41,0,GER-Bundesliga,2022,defense
GHA,"MF,FW",26,1996,6.2,6,4,2,4,0,3,6,50.0,3,4,0,4,2,8,6,0,GER-Bundesliga,2022,defense
BEL,DF,20,2002,0.2,2,2,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0,GER-Bundesliga,2022,defense
KOR,"MF,FW",22,1999,7.3,7,3,4,2,1,2,5,40.0,3,7,1,6,1,8,7,0,GER-Bundesliga,2022,defense
FRA,DF,32,1990,0.5,1,1,1,0,0,0,0,,0,1,0,1,1,2,1,1,GER-Bundesliga,2022,defense
GER,DF,20,2002,2.8,6,3,4,2,0,5,6,83.3,1,4,2,2,0,6,2,0,GER-Bundesliga,2022,defense
GER,DF,25,1997,0.2,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,0,GER-Bundesliga,2022,defense
GER,"FW,MF",20,2001,2.0,6,4,3,2,1,3,5,60.0,2,0,0,0,0,6,2,0,GER-Bundesliga,2022,defense
FRA,"DF,MF",20,2002,22.0,33,20,10,19,4,18,30,60.0,12,24,9,15,21,54,47,1,GER-Bundesliga,2022,defense
GER,DF,21,2001,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,GER-Bundesliga,2022,defense
GER,"FW,MF",28,1994,16.7,19,14,5,7,7,6,22,27.3,16,22,5,17,10,29,17,0,GER-Bundesliga,2022,defense
GER,DF,29,1992,18.2,37,25,24,9,4,18,30,60.0,12,25,11,14,29,66,50,0,GER-Bundesliga,2022,defense
GER,DF,31,1991,7.1,14,8,10,4,0,2,4,50.0,2,5,1,4,19,33,25,0,GER-Bundesliga,2022,defense
NED,GK,29,1993,34.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,5,GER-Bundesliga,2022,defense
GER,DF,28,1994,34.0,43,20,29,12,2,26,40,65.0,14,40,24,16,35,78,153,3,GER-Bundesliga,2022,defense
GER,MF,25,1996,27.2,51,29,21,24,6,17,35,48.6,18,37,8,29,36,87,27,0,GER-Bundesliga,2022,defense
GER,"MF,FW",20,2002,0.6,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,GER-Bundesliga,2022,defense
AUT,FW,28,1994,23.9,19,12,6,9,4,3,21,14.3,18,23,4,19,5,24,10,0,GER-Bundesliga,2022,defense
GER,MF,32,1990,31.3,66,35,28,35,3,27,61,44.3,34,40,13,27,58,124,49,0,GER-Bundesliga,2022,defense
GER,FW,33,1988,3.1,6,4,0,3,3,2,5,40.0,3,11,2,9,1,7,6,0,GER-Bundesliga,2022,defense
GER,"MF,DF",20,2001,4.7,11,6,3,7,1,2,7,28.6,5,4,0,4,6,17,8,0,GER-Bundesliga,2022,defense
AUT,DF,26,1996,27.8,29,18,19,10,0,13,27,48.1,14,29,15,14,35,64,97,0,GER-Bundesliga,2022,defense
JPN,"MF,FW",24,1998,26.9,61,29,19,29,13,25,55,45.5,30,40,1,39,14,75,12,0,GER-Bundesliga,2022,defense
GER,MF,19,2003,0.4,0,0,0,0,0,0,0,,0,2,0,2,0,0,2,0,GER-Bundesliga,2022,defense
HUN,"MF,FW",25,1997,11.1,11,8,4,3,4,4,10,40.0,6,7,1,6,2,13,11,0,GER-Bundesliga,2022,defense
ITA,"MF,FW",29,1993,26.8,29,16,6,15,8,13,31,41.9,18,18,1,17,19,48,19,0,GER-Bundesliga,2022,defense
GER,MF,22,2000,7.6,11,7,4,6,1,3,5,60.0,2,6,3,3,13,24,8,0,GER-Bundesliga,2022,defense
FRA,FW,29,1993,19.7,16,8,5,7,4,8,26,30.8,18,23,3,20,12,28,14,0,GER-Bundesliga,2022,defense
GER,MF,31,1991,24.7,44,33,24,15,5,22,55,40.0,33,34,2,32,17,61,40,0,GER-Bundesliga,2022,defense
GER,MF,25,1997,15.6,19,9,9,5,5,8,27,29.6,19,20,3,17,12,31,5,0,GER-Bundesliga,2022,defense
AUT,FW,23,1999,5.0,11,8,4,5,2,5,13,38.5,8,3,0,3,3,14,9,0,GER-Bundesliga,2022,defense
GER,GK,20,2001,4.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0,GER-Bundesliga,2022,defense
USA,DF,19,2002,24.5,31,20,25,5,1,24,31,77.4,7,17,6,11,8,39,61,0,GER-Bundesliga,2022,defense
GER,"FW,MF",30,1992,29.8,31,16,17,8,6,15,52,28.8,37,36,2,34,16,47,21,0,GER-Bundesliga,2022,defense
SUI,GK,28,1994,14.3,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,9,1,GER-Bundesliga,2022,defense
GER,MF,26,1995,21.0,43,16,21,21,1,23,41,56.1,18,23,2,21,18,61,32,0,GER-Bundesliga,2022,defense
JPN,DF,25,1997,22.0,29,17,18,7,4,16,30,53.3,14,41,25,16,27,56,95,0,GER-Bundesliga,2022,defense
GER,"FW,MF",33,1988,19.3,24,14,4,17,3,10,28,35.7,18,24,5,19,11,35,19,0,GER-Bundesliga,2022,defense
GER,DF,19,2003,7.8,25,13,19,3,3,19,32,59.4,13,5,1,4,6,31,27,0,GER-Bundesliga,2022,defense
FRA,MF,21,2001,29.0,74,39,37,33,4,24,47,51.1,23,44,12,32,32,106,21,0,GER-Bundesliga,2022,defense
FRA,FW,24,1997,27.9,14,7,3,6,5,6,13,46.2,7,20,3,17,6,20,22,0,GER-Bundesliga,2022,defense
GER,DF,26,1995,13.9,17,11,13,3,1,10,13,76.9,3,14,6,8,11,28,52,0,GER-Bundesliga,2022,defense
CMR,FW,22,2000,7.7,11,5,5,5,1,7,13,53.8,6,9,0,9,1,12,4,0,GER-Bundesliga,2022,defense
SUI,DF,25,1996,31.4,46,24,32,12,2,27,41,65.9,14,31,16,15,35,81,149,3,GER-Bundesliga,2022,defense
DEN,"FW,MF",18,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,"FW,MF",31,1991,1.8,6,2,4,1,1,2,4,50.0,2,2,0,2,2,8,1,0,GER-Bundesliga,2022,defense
ALG,DF,27,1995,27.6,34,21,21,10,3,26,39,66.7,13,44,14,30,36,70,98,1,GER-Bundesliga,2022,defense
GER,MF,20,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
GER,"MF,FW",22,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GER-Bundesliga,2022,defense
AUT,DF,29,1992,9.1,16,8,10,5,1,10,23,43.5,13,8,1,7,14,30,34,1,GER-Bundesliga,2022,defense
GER,GK,34,1988,5.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,GER-Bundesliga,2022,defense
GER,"DF,MF",32,1990,1.1,2,1,1,1,0,1,1,100.0,0,5,3,2,0,2,5,0,GER-Bundesliga,2022,defense
SUI,GK,33,1988,10.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,8,0,GER-Bundesliga,2022,defense
LUX,"FW,MF",18,2004,0.3,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0,GER-Bundesliga,2022,defense
URU,DF,24,1997,15.8,18,9,13,5,0,11,17,64.7,6,15,8,7,11,29,74,1,GER-Bundesliga,2022,defense
NGA,"FW,MF",24,1998,9.9,5,4,1,4,0,1,5,20.0,4,4,0,4,4,9,1,0,GER-Bundesliga,2022,defense
GER,FW,27,1995,3.1,2,1,1,1,0,0,1,0.0,1,3,1,2,1,3,5,0,GER-Bundesliga,2022,defense
GER,"FW,MF",19,2002,3.2,7,6,3,3,1,4,8,50.0,4,3,0,3,0,7,5,0,GER-Bundesliga,2022,defense
BEL,"FW,MF",24,1997,26.6,18,11,7,8,3,6,27,22.2,21,23,5,18,13,31,17,0,GER-Bundesliga,2022,defense
