league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,stat_type
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,
GER-Bundesliga,2024,Gladbach,Tomáš Čvančara,CZE,FW,24-241,2000,22,5,599,6.7,1,0,1,1,0,0,4,1,2.9,2.9,0.4,3.3,11,20,37,0.15,0.0,0.15,0.15,0.15,0.43,0.06,0.49,0.43,0.49,standard
GER-Bundesliga,2024,Heidenheim,Adrian Beck,GER,"MF,FW",27-306,1997,26,12,1115,12.4,2,1,3,2,0,0,1,0,2.4,2.4,1.0,3.4,19,50,60,0.16,0.08,0.24,0.16,0.24,0.2,0.08,0.28,0.2,0.28,standard
GER-Bundesliga,2024,Heidenheim,Benedikt Gimber,GER,DF,28-051,1997,26,26,2221,24.7,0,0,0,0,0,0,8,0,0.7,0.7,0.3,1.0,7,38,5,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
GER-Bundesliga,2024,Heidenheim,Budu Zivzivadze,GEO,FW,31-032,1994,12,10,894,9.9,2,3,5,2,0,0,0,0,1.3,1.3,1.4,2.8,9,17,39,0.2,0.3,0.5,0.2,0.5,0.14,0.14,0.28,0.14,0.28,standard
GER-Bundesliga,2024,Heidenheim,Denis Thomalla,GER,MF,32-238,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Heidenheim,Frans Krätzig,GER,"DF,MF",22-087,2003,11,10,794,8.8,1,2,3,1,0,0,0,0,0.5,0.5,1.0,1.5,18,18,39,0.11,0.23,0.34,0.11,0.34,0.06,0.11,0.17,0.06,0.17,standard
GER-Bundesliga,2024,Heidenheim,Jan Schöppner,GER,MF,25-303,1999,27,26,2244,24.9,3,2,5,3,0,0,7,0,3.1,3.1,3.0,6.1,32,86,37,0.12,0.08,0.2,0.12,0.2,0.12,0.12,0.24,0.12,0.24,standard
GER-Bundesliga,2024,Heidenheim,Jonas Föhrenbach,GER,DF,29-075,1996,23,22,1792,19.9,0,1,1,0,0,0,3,0,0.3,0.3,1.3,1.5,36,59,45,0.0,0.05,0.05,0.0,0.05,0.01,0.06,0.08,0.01,0.08,standard
GER-Bundesliga,2024,Heidenheim,Julian Niehues,GER,MF,23-359,2001,4,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,standard
GER-Bundesliga,2024,Heidenheim,Kevin Müller,GER,GK,34-027,1991,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Heidenheim,Lennard Maloney,USA,MF,25-185,1999,11,10,760,8.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,1,14,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
GER-Bundesliga,2024,Heidenheim,Luca Kerber,GER,"MF,DF",23-032,2002,19,7,687,7.6,1,0,1,1,0,0,4,0,0.4,0.4,0.5,0.9,1,12,11,0.13,0.0,0.13,0.13,0.13,0.05,0.07,0.12,0.05,0.12,standard
GER-Bundesliga,2024,Heidenheim,Léo Scienza,BRA,"FW,MF",26-210,1998,22,12,1035,11.5,3,2,5,3,0,0,0,0,1.9,1.9,3.2,5.0,62,27,79,0.26,0.17,0.43,0.26,0.43,0.16,0.28,0.44,0.16,0.44,standard
GER-Bundesliga,2024,Heidenheim,Marnon Busch,GER,"DF,MF",30-124,1994,18,11,1069,11.9,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.5,19,51,38,0.0,0.08,0.08,0.0,0.08,0.03,0.1,0.12,0.03,0.12,standard
GER-Bundesliga,2024,Heidenheim,Marvin Pieringer,GER,"FW,MF",25-189,1999,25,20,1734,19.3,7,2,9,4,3,3,7,0,7.7,5.3,3.2,8.5,14,51,91,0.36,0.1,0.47,0.21,0.31,0.4,0.16,0.56,0.27,0.44,standard
GER-Bundesliga,2024,Heidenheim,Mathias Honsak,AUT,"FW,DF",28-112,1996,18,11,1070,11.9,4,1,5,4,0,0,1,0,3.2,3.2,1.5,4.8,33,23,48,0.34,0.08,0.42,0.34,0.42,0.27,0.13,0.4,0.27,0.4,standard
GER-Bundesliga,2024,Heidenheim,Maximilian Breunig,GER,"FW,MF",24-240,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,3.4,2.7,0.2,2.9,5,7,13,0.51,0.0,0.51,0.26,0.26,0.89,0.05,0.94,0.68,0.74,standard
GER-Bundesliga,2024,Heidenheim,Mikkel Kaufmann,DEN,FW,24-098,2001,9,3,372,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,10,21,0.0,0.0,0.0,0.0,0.0,0.13,0.03,0.15,0.13,0.15,standard
GER-Bundesliga,2024,Heidenheim,Niklas Dorsch,GER,MF,27-086,1998,17,14,1052,11.7,2,2,4,2,0,0,2,1,0.9,0.9,1.0,1.9,11,47,20,0.17,0.17,0.34,0.17,0.34,0.08,0.09,0.16,0.08,0.16,standard
GER-Bundesliga,2024,Heidenheim,Norman Theuerkauf,GER,MF,38-077,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,standard
GER-Bundesliga,2024,Heidenheim,Omar Traoré,GER,DF,27-066,1998,24,24,2084,23.2,0,1,1,0,0,0,6,0,0.4,0.4,1.5,1.8,84,98,95,0.0,0.04,0.04,0.0,0.04,0.02,0.06,0.08,0.02,0.08,standard
GER-Bundesliga,2024,Heidenheim,Patrick Mainka,GER,DF,30-156,1994,28,28,2520,28.0,1,1,2,1,0,0,3,0,1.7,1.7,0.3,2.0,17,90,10,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,standard
GER-Bundesliga,2024,Heidenheim,Paul Wanner,GER,"MF,FW",19-109,2005,25,18,1525,16.9,3,1,4,2,1,1,2,0,3.5,2.7,1.1,3.8,24,57,52,0.18,0.06,0.24,0.12,0.18,0.21,0.06,0.27,0.16,0.23,standard
GER-Bundesliga,2024,Heidenheim,Sirlord Conteh,GER,"FW,MF",28-276,1996,25,3,705,7.8,1,1,2,1,0,0,1,0,1.3,1.3,1.5,2.8,24,19,61,0.13,0.13,0.26,0.13,0.26,0.16,0.19,0.36,0.16,0.36,standard
GER-Bundesliga,2024,Heidenheim,Stefan Schimmer,GER,"FW,MF",30-348,1994,12,0,224,2.5,0,0,0,0,0,0,1,0,1.1,1.1,0.3,1.3,0,3,15,0.0,0.0,0.0,0.0,0.0,0.43,0.1,0.53,0.43,0.53,standard
GER-Bundesliga,2024,Heidenheim,Thomas Keller,GER,"DF,MF",25-249,1999,4,2,132,1.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Heidenheim,Tim Siersleben,GER,DF,25-033,2000,11,9,732,8.1,0,0,0,0,0,0,4,0,0.3,0.3,0.4,0.7,4,16,6,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,standard
GER-Bundesliga,2024,Hoffenheim,Adam Hložek,CZE,"FW,MF",22-260,2002,21,18,1498,16.6,6,2,8,6,0,0,2,0,4.7,4.7,3.0,7.7,39,58,82,0.36,0.12,0.48,0.36,0.48,0.28,0.18,0.46,0.28,0.46,standard
GER-Bundesliga,2024,Hoffenheim,Alexander Prass,AUT,DF,23-320,2001,22,18,1521,16.9,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,65,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.22,0.05,0.22,standard
GER-Bundesliga,2024,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33-296,1991,26,26,2243,24.9,8,5,13,5,3,3,3,0,8.8,6.4,3.6,10.1,63,119,172,0.32,0.2,0.52,0.2,0.4,0.35,0.15,0.5,0.26,0.4,standard
GER-Bundesliga,2024,Hoffenheim,Anton Stach,GER,"MF,DF",26-147,1998,24,23,2054,22.8,1,1,2,1,0,0,6,0,1.3,1.3,1.4,2.7,27,121,31,0.04,0.04,0.09,0.04,0.09,0.06,0.06,0.12,0.06,0.12,standard
GER-Bundesliga,2024,Hoffenheim,Arthur Chaves,BRA,DF,24-072,2001,20,18,1645,18.3,0,0,0,0,0,0,6,0,0.5,0.5,0.1,0.6,7,48,11,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard
GER-Bundesliga,2024,Hoffenheim,Bazoumana Touré,CIV,"FW,DF",19-040,2006,7,2,212,2.4,0,1,1,0,0,0,1,0,0.8,0.8,0.4,1.2,12,6,27,0.0,0.42,0.42,0.0,0.42,0.36,0.16,0.52,0.36,0.52,standard
GER-Bundesliga,2024,Hoffenheim,David Jurásek,CZE,DF,24-247,2000,12,6,582,6.5,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,15,21,40,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.13,0.02,0.13,standard
GER-Bundesliga,2024,Hoffenheim,David Mokwa,FRA,"DF,FW",20-343,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21,standard
GER-Bundesliga,2024,Hoffenheim,Dennis Geiger,GER,"MF,FW",26-305,1998,15,5,531,5.9,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.4,10,26,14,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,standard
GER-Bundesliga,2024,Hoffenheim,Diadie Samassékou,MLI,MF,29-090,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,11,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard
GER-Bundesliga,2024,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",23-066,2002,7,3,307,3.4,0,0,0,0,0,0,2,0,1.0,1.0,0.0,1.0,3,3,11,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,standard
GER-Bundesliga,2024,Hoffenheim,Finn Ole Becker,GER,MF,24-307,2000,9,7,645,7.2,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,41,6,0.0,0.14,0.14,0.0,0.14,0.02,0.04,0.06,0.02,0.06,standard
GER-Bundesliga,2024,Hoffenheim,Florian Grillitsch,AUT,MF,29-247,1995,8,8,601,6.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,4,44,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard
GER-Bundesliga,2024,Hoffenheim,Florian Micheler,AUT,MF,19-329,2005,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Gift Orban,NGA,FW,22-268,2002,12,7,657,7.3,4,0,4,4,0,0,2,0,3.4,3.4,0.0,3.4,7,7,33,0.55,0.0,0.55,0.55,0.55,0.46,0.0,0.46,0.46,0.46,standard
GER-Bundesliga,2024,Hoffenheim,Grischa Prömel,GER,MF,30-092,1995,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Hannes Behrens,GER,DF,,,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Haris Tabakovic,BIH,FW,30-295,1994,17,4,616,6.8,2,1,3,2,0,0,0,0,2.7,2.7,1.0,3.6,3,6,35,0.29,0.15,0.44,0.29,0.44,0.39,0.14,0.53,0.39,0.53,standard
GER-Bundesliga,2024,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",26-204,1998,12,3,400,4.4,2,2,4,2,0,0,0,0,2.3,2.3,0.6,2.9,16,16,41,0.45,0.45,0.9,0.45,0.9,0.52,0.15,0.66,0.52,0.66,standard
GER-Bundesliga,2024,Hoffenheim,Kevin Akpoguma,NGA,DF,29-357,1995,26,18,1830,20.3,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,12,84,15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
GER-Bundesliga,2024,Hoffenheim,Leo Skiri Østigård,NOR,DF,25-134,1999,7,7,567,6.3,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.3,0,28,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
GER-Bundesliga,2024,Hoffenheim,Luca Philipp,GER,GK,24-134,2000,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Marius Bülter,GER,FW,32-013,1993,19,17,1272,14.1,4,1,5,4,0,0,4,0,3.0,3.0,2.6,5.6,43,25,124,0.28,0.07,0.35,0.28,0.35,0.21,0.18,0.39,0.21,0.39,standard
GER-Bundesliga,2024,Hoffenheim,Max Moerstedt,GER,FW,,,12,5,451,5.0,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.3,6,10,36,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,standard
GER-Bundesliga,2024,Hoffenheim,Mergim Berisha,GER,"FW,MF",26-335,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,1.0,1.0,1.0,2.0,2,7,18,0.27,0.27,0.54,0.27,0.54,0.26,0.27,0.54,0.26,0.54,standard
GER-Bundesliga,2024,Hoffenheim,Oliver Baumann,GER,GK,34-313,1990,23,23,2070,23.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
GER-Bundesliga,2024,Hoffenheim,Paul Hennrich,GER,MF,20-036,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Pavel Kadeřábek,CZE,DF,32-351,1992,19,14,1186,13.2,0,0,0,0,0,0,5,0,0.3,0.3,1.7,2.0,12,38,60,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.15,0.03,0.15,standard
GER-Bundesliga,2024,Hoffenheim,Robin Hranáč,CZE,DF,25-072,2000,4,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Hoffenheim,Stanley N'Soki,FRA,DF,26-002,1999,18,13,1022,11.4,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,9,39,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard
GER-Bundesliga,2024,Hoffenheim,Tim Drexler,GER,DF,20-036,2005,8,5,357,4.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,16,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard
GER-Bundesliga,2024,Hoffenheim,Tom Bischof,GER,"MF,FW",19-287,2005,26,25,2146,23.8,5,2,7,5,0,0,3,0,1.7,1.7,3.1,4.8,43,124,95,0.21,0.08,0.29,0.21,0.29,0.07,0.13,0.2,0.07,0.2,standard
GER-Bundesliga,2024,Hoffenheim,Umut Tohumcu,GER,"MF,FW",20-243,2004,10,3,346,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,2,13,5,0.0,0.26,0.26,0.0,0.26,0.03,0.05,0.08,0.03,0.08,standard
GER-Bundesliga,2024,Hoffenheim,Valentin Gendrey,FRA,DF,24-294,2000,20,12,1264,14.0,1,1,2,1,0,0,1,0,1.1,1.1,1.8,2.9,23,46,81,0.07,0.07,0.14,0.07,0.14,0.08,0.13,0.21,0.08,0.21,standard
GER-Bundesliga,2024,Holstein Kiel,Alexander Bernhardsson,SWE,"MF,DF",26-215,1998,13,9,776,8.6,3,1,4,3,0,0,3,0,1.5,1.5,0.7,2.1,14,23,52,0.35,0.12,0.46,0.35,0.46,0.17,0.08,0.25,0.17,0.25,standard
GER-Bundesliga,2024,Holstein Kiel,Andu Kelati,GER,"MF,DF",22-241,2002,8,2,288,3.2,1,1,2,1,0,0,2,1,0.9,0.9,0.8,1.7,3,19,11,0.31,0.31,0.62,0.31,0.62,0.27,0.26,0.53,0.27,0.53,standard
GER-Bundesliga,2024,Holstein Kiel,Armin Gigovic,BIH,MF,23-005,2002,26,18,1484,16.5,4,0,4,4,0,0,4,0,1.6,1.6,1.4,3.0,31,38,40,0.24,0.0,0.24,0.24,0.24,0.1,0.09,0.18,0.1,0.18,standard
GER-Bundesliga,2024,Holstein Kiel,Benedikt Pichler,AUT,FW,27-265,1997,17,7,773,8.6,1,2,3,1,0,0,1,0,2.2,2.2,1.1,3.3,17,18,56,0.12,0.23,0.35,0.12,0.35,0.25,0.13,0.38,0.25,0.38,standard
GER-Bundesliga,2024,Holstein Kiel,Carl Johansson,SWE,DF,30-323,1994,5,4,365,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,8,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,standard
GER-Bundesliga,2024,Holstein Kiel,David Zec,SVN,DF,25-096,2000,13,13,1116,12.4,2,0,2,2,0,0,5,0,1.2,1.2,0.5,1.7,2,27,1,0.16,0.0,0.16,0.16,0.16,0.09,0.04,0.14,0.09,0.14,standard
GER-Bundesliga,2024,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",22-160,2002,12,4,384,4.3,0,2,2,0,0,0,2,0,0.0,0.0,0.7,0.7,7,4,23,0.0,0.47,0.47,0.0,0.47,0.0,0.16,0.16,0.0,0.16,standard
GER-Bundesliga,2024,Holstein Kiel,Finn Porath,GER,"DF,MF",28-047,1997,26,20,1820,20.2,2,3,5,2,0,0,3,0,1.8,1.8,1.9,3.6,40,54,64,0.1,0.15,0.25,0.1,0.25,0.09,0.09,0.18,0.09,0.18,standard
GER-Bundesliga,2024,Holstein Kiel,Ivan Nekić,CRO,DF,24-108,2000,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",25-095,2000,21,3,692,7.7,2,0,2,1,1,2,6,1,3.6,2.1,1.0,3.1,12,21,62,0.26,0.0,0.26,0.13,0.13,0.47,0.13,0.61,0.27,0.4,standard
GER-Bundesliga,2024,Holstein Kiel,John Tolkin,USA,"DF,FW",22-254,2002,5,3,268,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,5,8,6,0.0,0.34,0.34,0.0,0.34,0.0,0.13,0.13,0.0,0.13,standard
GER-Bundesliga,2024,Holstein Kiel,Lasse Rosenboom,GER,DF,23-082,2002,20,15,1253,13.9,1,2,3,1,0,0,2,0,0.7,0.7,0.9,1.7,15,27,31,0.07,0.14,0.22,0.07,0.22,0.05,0.07,0.12,0.05,0.12,standard
GER-Bundesliga,2024,Holstein Kiel,Lewis Holtby,GER,MF,34-205,1990,23,12,1181,13.1,0,1,1,0,0,0,1,1,0.5,0.5,1.5,2.0,13,45,32,0.0,0.08,0.08,0.0,0.08,0.04,0.12,0.16,0.04,0.16,standard
GER-Bundesliga,2024,Holstein Kiel,Magnus Knudsen,NOR,MF,23-300,2001,25,20,1578,17.5,0,1,1,0,0,0,7,0,0.7,0.7,1.3,1.9,14,47,22,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.11,0.04,0.11,standard
GER-Bundesliga,2024,Holstein Kiel,Marco Komenda,CRO,DF,28-136,1996,18,16,1240,13.8,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.7,13,49,12,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,standard
GER-Bundesliga,2024,Holstein Kiel,Marko Ivezić,SRB,DF,23-130,2001,19,15,1386,15.4,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,3,33,8,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
GER-Bundesliga,2024,Holstein Kiel,Marvin Schulz,GER,"DF,MF",30-086,1995,10,3,274,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,4,10,1,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.23,0.01,0.23,standard
GER-Bundesliga,2024,Holstein Kiel,Max Geschwill,GER,DF,23-278,2001,17,13,1214,13.5,1,2,3,1,0,0,2,0,0.9,0.9,0.8,1.6,5,57,16,0.07,0.15,0.22,0.07,0.22,0.06,0.06,0.12,0.06,0.12,standard
GER-Bundesliga,2024,Holstein Kiel,Nicolai Remberg,GER,MF,24-296,2000,27,21,1967,21.9,0,1,1,0,0,0,9,0,1.1,1.1,0.4,1.5,21,71,31,0.0,0.05,0.05,0.0,0.05,0.05,0.02,0.07,0.05,0.07,standard
GER-Bundesliga,2024,Holstein Kiel,Patrick Erras,GER,DF,30-080,1995,10,10,832,9.2,1,0,1,1,0,0,2,0,0.9,0.9,0.1,1.0,3,25,1,0.11,0.0,0.11,0.11,0.11,0.1,0.01,0.11,0.1,0.11,standard
GER-Bundesliga,2024,Holstein Kiel,Phil Harres,GER,FW,23-017,2002,20,17,1398,15.5,8,1,9,8,0,0,2,0,4.9,4.9,1.1,6.0,8,14,63,0.52,0.06,0.58,0.52,0.58,0.32,0.07,0.39,0.32,0.39,standard
GER-Bundesliga,2024,Holstein Kiel,Shuto Machino,JPN,"FW,MF",25-193,1999,26,17,1522,16.9,7,1,8,6,1,1,1,0,4.5,3.7,1.8,5.5,22,47,85,0.41,0.06,0.47,0.35,0.41,0.27,0.1,0.37,0.22,0.32,standard
GER-Bundesliga,2024,Holstein Kiel,Steven Skrzybski,GER,"FW,MF",32-144,1992,18,10,952,10.6,6,1,7,5,1,1,0,0,3.3,2.5,1.5,4.0,14,43,52,0.57,0.09,0.66,0.47,0.57,0.31,0.14,0.45,0.23,0.38,standard
GER-Bundesliga,2024,Holstein Kiel,Thomas Dähne,GER,GK,31-097,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Holstein Kiel,Timo Becker,GER,DF,28-017,1997,24,22,1953,21.7,0,2,2,0,0,0,2,0,1.2,1.2,0.8,2.1,26,48,35,0.0,0.09,0.09,0.0,0.09,0.06,0.04,0.1,0.06,0.1,standard
GER-Bundesliga,2024,Holstein Kiel,Timon Weiner,GER,GK,26-083,1999,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Holstein Kiel,Tymoteusz Puchacz,POL,DF,26-078,1999,10,5,396,4.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,13,8,30,0.0,0.23,0.23,0.0,0.23,0.02,0.14,0.16,0.02,0.16,standard
GER-Bundesliga,2024,Leverkusen,Aleix García,ESP,MF,27-287,1997,23,14,1235,13.7,3,3,6,3,0,0,2,0,0.9,0.9,4.7,5.6,19,106,42,0.22,0.22,0.44,0.22,0.44,0.06,0.34,0.41,0.06,0.41,standard
GER-Bundesliga,2024,Leverkusen,Amine Adli,MAR,"MF,FW",24-336,2000,14,5,533,5.9,2,0,2,2,0,0,2,0,2.2,2.2,0.3,2.5,28,18,83,0.34,0.0,0.34,0.34,0.34,0.37,0.04,0.42,0.37,0.42,standard
GER-Bundesliga,2024,Leverkusen,Arthur,BRA,"DF,FW",22-025,2003,15,6,537,6.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,9,16,44,0.0,0.17,0.17,0.0,0.17,0.0,0.06,0.06,0.0,0.06,standard
GER-Bundesliga,2024,Leverkusen,Edmond Tapsoba,BFA,DF,26-068,1999,23,23,2020,22.4,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.2,42,131,16,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard
GER-Bundesliga,2024,Leverkusen,Emi Buendía,ARG,"MF,FW",28-107,1996,7,1,131,1.5,1,0,1,1,0,0,0,0,0.8,0.8,0.8,1.6,2,12,17,0.69,0.0,0.69,0.69,0.69,0.55,0.55,1.1,0.55,1.1,standard
GER-Bundesliga,2024,Leverkusen,Exequiel Palacios,ARG,MF,26-188,1998,19,8,831,9.2,1,6,7,1,0,0,1,0,1.4,1.4,2.2,3.5,6,63,32,0.11,0.65,0.76,0.11,0.76,0.15,0.23,0.38,0.15,0.38,standard
GER-Bundesliga,2024,Leverkusen,Florian Wirtz,GER,"MF,FW",21-343,2003,25,20,1876,20.8,9,10,19,7,2,4,1,0,8.5,5.2,6.0,11.1,103,135,246,0.43,0.48,0.91,0.34,0.82,0.41,0.29,0.69,0.25,0.53,standard
GER-Bundesliga,2024,Leverkusen,Granit Xhaka,SUI,MF,32-196,1992,28,28,2451,27.2,2,7,9,2,0,0,3,0,0.8,0.8,4.3,5.1,33,280,60,0.07,0.26,0.33,0.07,0.33,0.03,0.16,0.19,0.03,0.19,standard
GER-Bundesliga,2024,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",20-053,2005,5,1,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
GER-Bundesliga,2024,Leverkusen,Jeremie Frimpong,NED,"DF,MF",24-122,2000,28,21,1964,21.8,4,5,9,4,0,0,3,0,3.9,3.9,3.9,7.9,85,48,230,0.18,0.23,0.41,0.18,0.41,0.18,0.18,0.36,0.18,0.36,standard
GER-Bundesliga,2024,Leverkusen,Jonas Hofmann,GER,"MF,DF",32-271,1992,7,3,247,2.7,1,1,2,1,0,0,0,0,0.6,0.6,0.3,0.9,3,8,21,0.36,0.36,0.73,0.36,0.73,0.23,0.12,0.35,0.23,0.35,standard
GER-Bundesliga,2024,Leverkusen,Jonathan Tah,GER,DF,29-059,1996,27,27,2430,27.0,2,0,2,2,0,0,2,0,0.9,0.9,0.3,1.2,13,142,8,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.05,0.03,0.05,standard
