nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
ESP,GK,26-165,1998,20.8,486,606,80.2,11767,7703,114,115,99.1,266,272,97.8,103,215,47.9,1,0.2,0.0,0.8,2,7,1,0,0,ESP-La Liga,2024,passing
CIV,DF,30-364,1994,6.4,262,300,87.3,4684,1808,98,103,95.1,139,153,90.8,22,40,55.0,0,0.0,0.0,0.0,0,18,0,0,18,ESP-La Liga,2024,passing
ESP,FW,33-004,1992,7.2,204,269,75.8,3689,1050,93,110,84.5,81,94,86.2,25,40,62.5,1,3.0,1.7,-2.0,15,28,15,2,48,ESP-La Liga,2024,passing
MAR,"MF,FW",20-360,2004,6.5,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,0,1.0,1.7,-1.0,9,5,8,2,12,ESP-La Liga,2024,passing
ESP,"DF,MF",32-041,1993,2.4,101,130,77.7,1479,244,54,61,88.5,45,53,84.9,1,6,16.7,1,0.4,0.4,0.6,4,4,1,1,8,ESP-La Liga,2024,passing
ARG,DF,27-089,1998,10.0,529,616,85.9,9734,3734,206,223,92.4,263,289,91.0,51,85,60.0,0,0.3,0.8,-0.3,6,34,8,2,51,ESP-La Liga,2024,passing
ESP,DF,34-068,1991,20.4,1114,1258,88.6,18663,5997,558,590,94.6,472,526,89.7,73,110,66.4,1,1.1,1.8,-0.1,13,92,20,12,93,ESP-La Liga,2024,passing
CPV,DF,24-010,2001,20.2,972,1107,87.8,18844,7024,345,365,94.5,496,533,93.1,118,188,62.8,0,0.4,0.4,-0.4,3,77,5,0,82,ESP-La Liga,2024,passing
BRA,GK,24-087,2001,8.2,180,243,74.1,4714,3417,45,45,100.0,84,86,97.7,49,110,44.5,0,0.0,0.0,0.0,0,2,0,0,0,ESP-La Liga,2024,passing
CIV,"FW,MF",29-317,1995,10.0,329,415,79.3,4299,851,205,224,91.5,89,112,79.5,14,28,50.0,2,2.0,1.7,0.0,13,18,14,1,39,ESP-La Liga,2024,passing
SEN,MF,26-077,1999,19.8,722,905,79.8,13268,4432,323,367,88.0,306,357,85.7,86,143,60.1,0,0.9,1.7,-0.9,15,96,19,2,124,ESP-La Liga,2024,passing
ESP,"MF,FW",20-053,2005,1.8,60,84,71.4,897,192,37,45,82.2,21,29,72.4,1,3,33.3,0,0.4,0.2,-0.4,4,1,3,0,11,ESP-La Liga,2024,passing
ESP,DF,19-351,2005,6.5,330,372,88.7,5590,2003,148,158,93.7,155,171,90.6,20,31,64.5,0,0.0,0.1,0.0,0,19,1,0,27,ESP-La Liga,2024,passing
ESP,"MF,FW",24-175,2000,1.5,64,79,81.0,1157,305,28,29,96.6,27,35,77.1,7,12,58.3,0,0.3,0.4,-0.3,1,7,2,1,7,ESP-La Liga,2024,passing
ESP,DF,39-219,1985,13.2,727,813,89.4,14582,6006,213,225,94.7,433,463,93.5,76,115,66.1,0,0.0,0.1,0.0,0,26,1,0,34,ESP-La Liga,2024,passing
ESP,MF,28-188,1996,21.4,949,1111,85.4,16144,5279,445,495,89.9,414,464,89.2,71,102,69.6,2,2.0,2.2,0.0,26,120,25,2,128,ESP-La Liga,2024,passing
ESP,DF,25-277,1999,27.0,952,1236,77.0,15774,5600,456,526,86.7,424,517,82.0,58,131,44.3,6,5.2,3.8,0.8,39,54,32,19,58,ESP-La Liga,2024,passing
CAN,MF,26-062,1999,2.6,67,98,68.4,900,245,48,62,77.4,9,15,60.0,6,11,54.5,1,0.5,0.5,0.5,3,2,3,1,3,ESP-La Liga,2024,passing
ARG,MF,22-089,2003,0.1,7,8,87.5,103,15,4,4,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,ESP-La Liga,2024,passing
FRA,FW,22-172,2002,19.8,156,257,60.7,2232,355,81,124,65.3,55,93,59.1,8,15,53.3,3,2.4,1.3,0.6,18,9,10,1,19,ESP-La Liga,2024,passing
FRA,DF,20-229,2004,9.1,357,406,87.9,6694,2416,127,139,91.4,196,206,95.1,30,52,57.7,0,0.1,0.1,-0.1,1,7,1,0,14,ESP-La Liga,2024,passing
ESP,MF,22-173,2002,15.6,366,503,72.8,5532,1534,201,254,79.1,134,174,77.0,19,30,63.3,4,4.1,2.8,-0.1,27,23,22,7,44,ESP-La Liga,2024,passing
