nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,league,season,stat_type
ESP,"DF,MF",25,1995,23.2,1,15,5,33.3,0.65,0.22,0.07,0.2,20.3,0,0,0,0.8,0.8,0.05,0.2,0.2,ENG-Premier League,2021,shooting
ENG,MF,20,1999,2.6,0,4,0,0.0,1.51,0.0,0.0,,11.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,ENG-Premier League,2021,shooting
SCO,DF,23,1997,25.5,1,15,3,20.0,0.59,0.12,0.07,0.33,24.0,0,0,0,0.5,0.5,0.03,0.5,0.5,ENG-Premier League,2021,shooting
NOR,MF,21,1998,9.6,1,15,3,20.0,1.56,0.31,0.07,0.33,22.5,1,0,0,0.7,0.7,0.05,0.3,0.3,ENG-Premier League,2021,shooting
AUS,GK,28,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
EGY,MF,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.5,21.5,0,0,0,0.4,0.4,0.05,0.6,0.6,ENG-Premier League,2021,shooting
CIV,FW,25,1995,18.0,10,47,19,40.4,2.62,1.06,0.19,0.47,15.7,1,1,1,5.8,5.0,0.11,4.2,4.0,ENG-Premier League,2021,shooting
ESP,DF,26,1993,10.0,0,2,0,0.0,0.2,0.0,0.0,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG-Premier League,2021,shooting
GAB,FW,31,1989,25.9,10,55,19,34.5,2.12,0.73,0.15,0.42,14.0,0,2,2,10.2,8.6,0.16,-0.2,-0.6,ENG-Premier League,2021,shooting
ENG,"FW,MF",20,1999,0.8,0,1,0,0.0,1.27,0.0,0.0,,12.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,ENG-Premier League,2021,shooting
ENG,DF,24,1995,28.4,0,14,2,14.3,0.49,0.07,0.0,0.0,12.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,ENG-Premier League,2021,shooting
ISL,GK,25,1995,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
BIH,DF,27,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
GER,DF,28,1992,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
GHA,MF,27,1993,17.0,0,26,4,15.4,1.53,0.23,0.0,0.0,27.1,0,0,0,1.3,1.3,0.05,-1.3,-1.3,ENG-Premier League,2021,shooting
BRA,FW,31,1988,15.6,1,20,3,15.0,1.28,0.19,0.05,0.33,19.4,5,0,0,1.9,1.9,0.1,-0.9,-0.9,ENG-Premier League,2021,shooting
EGY,DF,32,1987,9.3,0,9,1,11.1,0.97,0.11,0.0,0.0,11.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,ENG-Premier League,2021,shooting
NED,FW,25,1995,17.9,10,60,26,43.3,3.35,1.45,0.1,0.23,21.7,6,4,4,8.4,5.3,0.09,1.6,0.7,ENG-Premier League,2021,shooting
BFA,FW,24,1995,25.7,7,64,23,35.9,2.49,0.89,0.11,0.3,16.7,2,0,0,6.6,6.6,0.1,0.4,0.4,ENG-Premier League,2021,shooting
ENG,"MF,FW",16,2003,0.2,0,1,0,0.0,4.5,0.0,0.0,,23.5,0,0,0,0.0,0.0,0.04,0.0,0.0,ENG-Premier League,2021,shooting
IRL,MF,29,1991,2.5,1,5,2,40.0,2.0,0.8,0.2,0.5,22.7,2,0,0,0.7,0.7,0.13,0.3,0.3,ENG-Premier League,2021,shooting
BRA,MF,22,1998,30.9,0,26,8,30.8,0.84,0.26,0.0,0.0,23.9,1,0,0,1.2,1.2,0.05,-1.2,-1.2,ENG-Premier League,2021,shooting
ARG,GK,27,1992,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,22,1997,35.5,2,22,7,31.8,0.62,0.2,0.09,0.29,9.7,0,0,0,2.4,2.4,0.11,-0.4,-0.4,ENG-Premier League,2021,shooting
ENG,"FW,MF",24,1995,24.3,6,50,17,34.0,2.06,0.7,0.12,0.35,17.0,2,0,0,4.6,4.6,0.09,1.4,1.4,ENG-Premier League,2021,shooting
ENG,MF,19,2001,7.0,0,11,1,9.1,1.58,0.14,0.0,0.0,18.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,ENG-Premier League,2021,shooting
ENG,FW,18,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
SCO,MF,25,1994,37.0,3,45,11,24.4,1.22,0.3,0.07,0.27,23.7,0,0,0,2.5,2.5,0.06,0.5,0.5,ENG-Premier League,2021,shooting
ENG,"FW,MF",22,1998,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,10.6,0,0,0,1.5,1.5,0.16,-0.5,-0.5,ENG-Premier League,2021,shooting
ENG,DF,25,1995,7.0,1,5,1,20.0,0.71,0.14,0.2,1.0,7.9,0,0,0,1.0,1.0,0.21,0.0,0.0,ENG-Premier League,2021,shooting
ZIM,MF,26,1994,8.3,0,2,1,50.0,0.24,0.12,0.0,0.0,28.9,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,24,1995,37.8,0,6,2,33.3,0.16,0.05,0.0,0.0,21.8,1,0,0,0.3,0.3,0.04,-0.3,-0.3,ENG-Premier League,2021,shooting
POL,DF,22,1997,26.4,0,9,2,22.2,0.34,0.08,0.0,0.0,22.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,ENG-Premier League,2021,shooting
FRA,MF,25,1994,3.3,0,2,0,0.0,0.61,0.0,0.0,,29.2,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG-Premier League,2021,shooting
WAL,DF,31,1989,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,FW,24,1995,37.0,14,95,43,45.3,2.57,1.16,0.14,0.3,13.7,0,1,2,14.5,13.0,0.14,-0.5,0.0,ENG-Premier League,2021,shooting
ENG,MF,26,1993,17.0,3,38,11,28.9,2.23,0.65,0.08,0.27,18.7,2,0,0,3.1,3.1,0.08,-0.1,-0.1,ENG-Premier League,2021,shooting
EGY,FW,25,1994,13.0,2,35,12,34.3,2.7,0.93,0.06,0.17,14.2,0,0,0,3.8,3.8,0.11,-1.8,-1.8,ENG-Premier League,2021,shooting
ENG,DF,27,1993,35.5,2,19,7,36.8,0.54,0.2,0.11,0.29,9.9,0,0,0,1.9,1.9,0.1,0.1,0.1,ENG-Premier League,2021,shooting
BRA,FW,23,1996,0.2,0,1,1,100.0,5.0,5.0,0.0,0.0,12.6,0,0,0,0.0,0.0,0.04,0.0,0.0,ENG-Premier League,2021,shooting
IRL,FW,20,2000,8.8,2,23,8,34.8,2.62,0.91,0.09,0.25,14.0,0,0,0,4.0,4.0,0.17,-2.0,-2.0,ENG-Premier League,2021,shooting
ENG,"MF,FW",32,1988,17.7,1,22,5,22.7,1.24,0.28,0.05,0.2,17.3,0,0,0,1.6,1.6,0.07,-0.6,-0.6,ENG-Premier League,2021,shooting
ENG,DF,25,1995,28.8,1,25,7,28.0,0.87,0.24,0.04,0.14,13.8,0,0,0,2.0,2.0,0.08,-1.0,-1.0,ENG-Premier League,2021,shooting
ARG,"MF,FW",21,1998,12.4,1,24,3,12.5,1.94,0.24,0.04,0.33,22.5,1,0,0,1.3,1.3,0.05,-0.3,-0.3,ENG-Premier League,2021,shooting
IRN,"FW,MF",26,1993,5.9,0,18,3,16.7,3.07,0.51,0.0,0.0,18.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,ENG-Premier League,2021,shooting
SUI,"FW,DF",21,1999,1.9,0,7,2,28.6,3.68,1.05,0.0,0.0,13.6,0,0,0,0.7,0.7,0.1,-0.7,-0.7,ENG-Premier League,2021,shooting
ENG,"DF,MF",22,1997,35.5,0,10,1,10.0,0.28,0.03,0.0,0.0,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,ENG-Premier League,2021,shooting
BRA,"DF,MF",25,1995,2.3,0,4,0,0.0,1.75,0.0,0.0,,7.7,0,0,0,0.4,0.4,0.1,-0.4,-0.4,ENG-Premier League,2021,shooting
ENG,DF,28,1992,22.9,1,17,6,35.3,0.74,0.26,0.06,0.17,14.4,0,0,0,1.5,1.5,0.09,-0.5,-0.5,ENG-Premier League,2021,shooting
ENG,FW,29,1990,17.2,6,34,15,44.1,1.98,0.87,0.18,0.4,13.1,0,0,1,6.6,5.8,0.18,-0.6,0.2,ENG-Premier League,2021,shooting
NED,MF,28,1991,2.4,0,4,2,50.0,1.69,0.85,0.0,0.0,17.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,ENG-Premier League,2021,shooting
POL,"DF,MF",21,1999,7.2,0,13,3,23.1,1.81,0.42,0.0,0.0,17.9,0,0,0,0.8,0.8,0.06,-0.8,-0.8,ENG-Premier League,2021,shooting
IRL,MF,20,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
COL,DF,28,1992,0.1,0,1,1,100.0,10.0,10.0,0.0,0.0,32.6,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG-Premier League,2021,shooting
NED,DF,28,1992,25.3,1,14,4,28.6,0.55,0.16,0.07,0.25,16.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1,ENG-Premier League,2021,shooting
BEL,"MF,FW",25,1994,29.0,5,58,23,39.7,2.0,0.79,0.09,0.22,18.6,2,0,0,4.6,4.6,0.08,0.4,0.4,ENG-Premier League,2021,shooting
ENG,DF,28,1991,32.6,5,32,14,43.8,0.98,0.43,0.16,0.36,15.2,3,0,0,2.2,2.2,0.07,2.8,2.8,ENG-Premier League,2021,shooting
AUS,GK,28,1992,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
FRA,"FW,MF",23,1996,27.9,8,67,22,32.8,2.4,0.79,0.07,0.23,14.8,0,3,4,13.2,10.1,0.15,-5.2,-5.1,ENG-Premier League,2021,shooting
GER,"MF,DF",29,1991,27.6,3,28,4,14.3,1.01,0.14,0.0,0.0,22.2,6,3,4,4.9,1.7,0.06,-1.9,-1.7,ENG-Premier League,2021,shooting
RSA,FW,26,1994,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
GER,MF,19,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ESP,GK,22,1997,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,"DF,MF",26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.5,17.0,1,0,0,1.7,1.7,0.08,0.3,0.3,ENG-Premier League,2021,shooting
COL,MF,21,1998,10.0,1,7,2,28.6,0.7,0.2,0.14,0.5,18.7,0,0,0,0.8,0.8,0.12,0.2,0.2,ENG-Premier League,2021,shooting
GHA,"DF,MF",19,2000,9.8,1,6,2,33.3,0.61,0.2,0.17,0.5,11.9,0,0,0,0.7,0.7,0.11,0.3,0.3,ENG-Premier League,2021,shooting
MLI,MF,23,1996,34.6,1,42,3,7.1,1.22,0.09,0.02,0.33,26.5,2,0,0,1.4,1.4,0.03,-0.4,-0.4,ENG-Premier League,2021,shooting
ENG,FW,30,1989,14.8,3,37,12,32.4,2.5,0.81,0.05,0.17,16.8,0,1,1,4.1,3.3,0.09,-1.1,-1.3,ENG-Premier League,2021,shooting
ENG,MF,30,1990,37.9,3,20,7,35.0,0.53,0.18,0.15,0.43,23.5,1,0,0,1.2,1.2,0.06,1.8,1.8,ENG-Premier League,2021,shooting
NIR,GK,23,1996,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,30,1989,29.9,2,22,6,27.3,0.74,0.2,0.09,0.33,10.6,0,0,0,2.3,2.3,0.1,-0.3,-0.3,ENG-Premier League,2021,shooting
ENG,DF,26,1993,27.0,0,3,2,66.7,0.11,0.07,0.0,0.0,23.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ENG-Premier League,2021,shooting
NZL,FW,28,1991,30.5,12,68,37,54.4,2.23,1.21,0.15,0.27,14.1,0,2,2,13.0,11.4,0.17,-1.0,-1.4,ENG-Premier League,2021,shooting
ENG,MF,31,1989,2.9,0,4,0,0.0,1.38,0.0,0.0,,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG-Premier League,2021,shooting
ENG,MF,20,1999,34.1,2,26,9,34.6,0.76,0.26,0.08,0.22,22.3,1,0,0,1.1,1.1,0.04,0.9,0.9,ENG-Premier League,2021,shooting
NED,"DF,MF",31,1988,14.1,0,4,3,75.0,0.28,0.21,0.0,0.0,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG-Premier League,2021,shooting
ENG,MF,31,1989,15.0,0,5,0,0.0,0.33,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,ENG-Premier League,2021,shooting
ENG,DF,27,1992,36.0,1,22,5,22.7,0.61,0.14,0.05,0.2,9.2,0,0,0,3.4,3.4,0.15,-2.4,-2.4,ENG-Premier League,2021,shooting
ENG,FW,31,1989,14.1,1,31,9,29.0,2.21,0.64,0.03,0.11,17.1,0,0,0,3.0,3.0,0.11,-2.0,-2.0,ENG-Premier League,2021,shooting
IRL,DF,22,1997,3.0,1,7,1,14.3,2.33,0.33,0.14,1.0,11.5,0,0,0,0.5,0.5,0.07,0.5,0.5,ENG-Premier League,2021,shooting
SWE,FW,21,1999,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,MF,20,1999,2.9,0,2,0,0.0,0.68,0.0,0.0,,24.2,1,0,0,0.2,0.2,0.1,-0.2,-0.2,ENG-Premier League,2021,shooting
ENG,MF,24,1995,31.3,0,34,7,20.6,1.09,0.22,0.0,0.0,21.9,7,0,0,1.9,1.9,0.06,-1.9,-1.9,ENG-Premier League,2021,shooting
ISL,MF,29,1990,15.1,2,19,8,42.1,1.25,0.53,0.11,0.25,21.5,1,0,0,1.2,1.2,0.06,0.8,0.8,ENG-Premier League,2021,shooting
IRL,DF,29,1990,7.1,0,2,0,0.0,0.28,0.0,0.0,,9.3,0,0,0,0.4,0.4,0.2,-0.4,-0.4,ENG-Premier League,2021,shooting
ENG,"FW,MF",17,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,31,1989,34.0,1,21,4,19.0,0.62,0.12,0.05,0.25,24.9,0,0,0,0.8,0.8,0.04,0.2,0.2,ENG-Premier League,2021,shooting
CZE,FW,28,1992,15.2,3,35,9,25.7,2.3,0.59,0.09,0.33,13.7,0,0,0,5.2,5.2,0.15,-2.2,-2.2,ENG-Premier League,2021,shooting
ENG,GK,28,1992,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
SCO,DF,35,1985,3.0,0,3,0,0.0,0.99,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG-Premier League,2021,shooting
IRL,MF,28,1992,11.7,1,16,5,31.3,1.37,0.43,0.06,0.2,21.1,4,0,0,0.8,0.8,0.05,0.2,0.2,ENG-Premier League,2021,shooting
ENG,GK,26,1993,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
DEN,DF,24,1996,15.2,0,3,0,0.0,0.2,0.0,0.0,,12.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ENG-Premier League,2021,shooting
GER,DF,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,18.3,0,0,0,1.3,1.3,0.09,-0.3,-0.3,ENG-Premier League,2021,shooting
ENG,DF,23,1996,25.4,3,27,10,37.0,1.06,0.39,0.11,0.3,14.4,0,0,0,2.4,2.4,0.09,0.6,0.6,ENG-Premier League,2021,shooting
SCO,MF,19,2001,2.9,0,1,0,0.0,0.34,0.0,0.0,,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,ENG-Premier League,2021,shooting
ENG,"FW,DF",19,2000,11.8,2,23,6,26.1,1.95,0.51,0.09,0.33,19.3,0,0,0,1.3,1.3,0.06,0.7,0.7,ENG-Premier League,2021,shooting
USA,"FW,MF",21,1998,19.3,4,43,16,37.2,2.23,0.83,0.09,0.25,14.5,0,0,0,6.1,6.1,0.14,-2.1,-2.1,ENG-Premier League,2021,shooting
ESP,DF,30,1989,24.3,1,11,4,36.4,0.45,0.16,0.09,0.25,16.9,0,0,0,0.7,0.7,0.06,0.3,0.3,ENG-Premier League,2021,shooting
SEN,GK,28,1992,30.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ITA,DF,25,1994,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,22,1997,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
MAR,"MF,FW",27,1993,13.0,2,35,12,34.3,2.69,0.92,0.06,0.17,23.1,1,0,0,1.9,1.9,0.05,0.1,0.1,ENG-Premier League,2021,shooting
ITA,MF,28,1991,22.3,7,5,0,0.0,0.22,0.0,0.0,,47.9,0,7,9,7.3,0.2,0.03,-0.3,-0.2,ENG-Premier League,2021,shooting
GER,"MF,FW",21,1999,16.9,4,33,16,48.5,1.95,0.95,0.12,0.25,13.1,0,0,0,5.5,5.5,0.17,-1.5,-1.5,ENG-Premier League,2021,shooting
ESP,GK,25,1994,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
FRA,DF,25,1994,22.5,5,27,12,44.4,1.2,0.53,0.19,0.42,13.4,0,0,0,2.0,2.0,0.07,3.0,3.0,ENG-Premier League,2021,shooting
ESP,DF,29,1990,10.7,2,22,9,40.9,2.06,0.84,0.09,0.22,17.6,5,0,0,1.8,1.8,0.08,0.2,0.2,ENG-Premier League,2021,shooting
ENG,MF,21,1999,32.1,6,81,25,30.9,2.52,0.78,0.06,0.2,21.1,6,1,1,6.3,5.5,0.07,-0.3,-0.5,ENG-Premier League,2021,shooting
CRO,MF,26,1994,20.2,0,23,4,17.4,1.14,0.2,0.0,0.0,24.3,0,0,0,1.0,1.0,0.04,-1.0,-1.0,ENG-Premier League,2021,shooting
FRA,MF,29,1991,23.8,0,10,3,30.0,0.42,0.13,0.0,0.0,21.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,ENG-Premier League,2021,shooting
FRA,FW,33,1986,8.3,4,29,10,34.5,3.49,1.2,0.14,0.4,11.6,0,0,0,4.2,4.2,0.15,-0.2,-0.2,ENG-Premier League,2021,shooting
ENG,DF,20,1999,26.4,1,34,11,32.4,1.29,0.42,0.03,0.09,21.6,4,0,0,1.6,1.6,0.05,-0.6,-0.6,ENG-Premier League,2021,shooting
ENG,"FW,MF",26,1993,0.5,0,1,1,100.0,2.14,2.14,0.0,0.0,35.9,0,0,0,0.0,0.0,0.02,0.0,0.0,ENG-Premier League,2021,shooting
ENG,FW,24,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,FW,22,1997,11.6,6,32,13,40.6,2.77,1.13,0.19,0.46,10.7,0,0,0,5.9,5.9,0.18,0.1,0.1,ENG-Premier League,2021,shooting
BRA,DF,35,1984,21.5,2,13,4,30.8,0.6,0.19,0.15,0.5,8.8,0,0,0,1.7,1.7,0.13,0.3,0.3,ENG-Premier League,2021,shooting
GER,"FW,MF",24,1996,28.9,6,79,31,39.2,2.73,1.07,0.08,0.19,13.8,0,0,0,11.4,11.4,0.14,-5.4,-5.4,ENG-Premier League,2021,shooting
ARG,GK,38,1981,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
ENG,"MF,FW",29,1991,25.1,1,36,11,30.6,1.43,0.44,0.03,0.09,22.6,4,0,0,2.3,2.3,0.06,-1.3,-1.3,ENG-Premier League,2021,shooting
SEN,DF,30,1989,34.7,1,7,2,28.6,0.2,0.06,0.14,0.5,11.2,0,0,0,0.7,0.7,0.1,0.3,0.3,ENG-Premier League,2021,shooting
BEL,FW,29,1990,20.2,10,71,33,46.5,3.52,1.64,0.14,0.3,12.5,0,0,0,8.3,8.3,0.12,1.7,1.7,ENG-Premier League,2021,shooting
ENG,MF,22,1998,28.4,4,37,13,35.1,1.3,0.46,0.11,0.31,21.7,4,0,0,2.2,2.2,0.06,1.8,1.8,ENG-Premier League,2021,shooting
ENG,DF,34,1985,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,12.5,0,0,0,0.7,0.7,0.07,0.3,0.3,ENG-Premier League,2021,shooting
ENG,GK,27,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
SCO,MF,32,1987,16.3,0,6,0,0.0,0.37,0.0,0.0,,21.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,ENG-Premier League,2021,shooting
IRL,MF,29,1990,9.1,0,1,0,0.0,0.11,0.0,0.0,,32.5,0,0,0,0.0,0.0,0.01,0.0,0.0,ENG-Premier League,2021,shooting
ENG,DF,31,1989,6.1,0,2,1,50.0,0.33,0.16,0.0,0.0,9.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,ENG-Premier League,2021,shooting
NED,MF,23,1996,20.2,2,8,2,25.0,0.4,0.1,0.25,1.0,21.0,0,0,0,0.6,0.6,0.07,1.4,1.4,ENG-Premier League,2021,shooting
FRA,FW,23,1997,2.5,1,4,2,50.0,1.63,0.81,0.25,0.5,10.6,0,0,0,0.3,0.3,0.08,0.7,0.7,ENG-Premier League,2021,shooting
GHA,MF,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,14.3,0,0,0,1.9,1.9,0.11,0.1,0.1,ENG-Premier League,2021,shooting
ENG,DF,30,1989,25.1,0,2,1,50.0,0.08,0.04,0.0,0.0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG-Premier League,2021,shooting
GHA,"FW,MF",28,1991,23.3,1,26,11,42.3,1.12,0.47,0.04,0.09,17.6,0,0,0,2.2,2.2,0.08,-1.2,-1.2,ENG-Premier League,2021,shooting
SRB,MF,29,1991,26.2,1,17,5,29.4,0.65,0.19,0.0,0.0,28.4,7,1,2,2.4,0.8,0.05,-1.4,-0.8,ENG-Premier League,2021,shooting
FRA,DF,30,1990,3.1,0,1,0,0.0,0.33,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,ENG-Premier League,2021,shooting
ENG,DF,30,1990,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
BEL,FW,26,1993,8.1,2,12,6,50.0,1.48,0.74,0.17,0.33,17.0,0,0,0,1.6,1.6,0.13,0.4,0.4,ENG-Premier League,2021,shooting
ENG,DF,29,1991,12.7,0,4,1,25.0,0.31,0.08,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,ENG-Premier League,2021,shooting
NED,DF,29,1990,19.7,0,18,5,27.8,0.91,0.25,0.0,0.0,21.1,3,0,0,1.4,1.4,0.08,-1.4,-1.4,ENG-Premier League,2021,shooting
ENG,DF,33,1987,15.0,1,4,1,25.0,0.27,0.07,0.25,1.0,10.2,0,0,0,0.3,0.3,0.07,0.7,0.7,ENG-Premier League,2021,shooting
ENG,DF,20,1999,19.0,1,2,2,100.0,0.11,0.11,0.5,0.5,7.8,0,0,0,0.8,0.8,0.42,0.2,0.2,ENG-Premier League,2021,shooting
ESP,GK,33,1987,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,ENG-Premier League,2021,shooting
CIV,FW,27,1992,29.0,11,58,18,31.0,2.0,0.62,0.16,0.5,16.9,0,2,2,8.1,6.5,0.11,2.9,2.5,ENG-Premier League,2021,shooting
MLI,MF,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,17.4,0,0,0,2.3,2.3,0.13,-0.3,-0.3,ENG-Premier League,2021,shooting
NGA,"FW,MF",24,1996,17.1,1,15,3,20.0,0.88,0.18,0.07,0.33,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1,ENG-Premier League,2021,shooting
