league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,stat_type
FRA-Ligue 1,2021,Brest,Franck Honorat,FRA,"MF,FW",23,1996,27.3,8,41,24,58.5,1.5,0.88,0.2,0.33,18.7,1,0,0,4.2,4.2,0.11,3.8,3.8,shooting
FRA-Ligue 1,2021,Brest,Gautier Larsonneur,FRA,GK,23,1997,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Brest,Gaëtan Charbonnier,FRA,"MF,FW",31,1988,17.4,6,34,12,35.3,1.95,0.69,0.15,0.42,15.3,3,1,1,6.3,5.5,0.16,-0.3,-0.5,shooting
FRA-Ligue 1,2021,Brest,Haris Belkebla,ALG,MF,26,1994,30.3,0,6,0,0.0,0.2,0.0,0.0,,26.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Brest,Heriberto Tavares,POR,"FW,MF",23,1997,0.5,0,1,1,100.0,2.09,2.09,0.0,0.0,9.9,0,0,0,0.3,0.3,0.29,-0.3,-0.3,shooting
FRA-Ligue 1,2021,Brest,Hianga Mananga Mbock,FRA,"MF,FW",20,1999,5.1,0,4,1,25.0,0.79,0.2,0.0,0.0,25.3,1,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Brest,Hugo Magnetti,FRA,MF,22,1998,6.7,0,9,1,11.1,1.34,0.15,0.0,0.0,27.1,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting
FRA-Ligue 1,2021,Brest,Ibrahima Diallo,FRA,MF,21,1999,4.9,0,1,0,0.0,0.2,0.0,0.0,,36.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
FRA-Ligue 1,2021,Brest,Irvin Cardona,FRA,FW,22,1997,22.5,8,55,18,32.7,2.44,0.8,0.15,0.44,13.2,1,0,0,7.7,7.7,0.14,0.3,0.3,shooting
FRA-Ligue 1,2021,Brest,Jean Lucas,BRA,"MF,FW",22,1998,11.2,0,20,5,25.0,1.78,0.45,0.0,0.0,25.4,5,0,0,1.2,1.2,0.06,-1.2,-1.2,shooting
FRA-Ligue 1,2021,Brest,Jean-Kevin Duverne,HAI,DF,23,1997,22.5,1,10,1,10.0,0.44,0.04,0.1,1.0,13.2,0,0,0,0.6,0.6,0.06,0.4,0.4,shooting
FRA-Ligue 1,2021,Brest,Julien Faussurier,FRA,DF,33,1987,10.6,0,5,2,40.0,0.47,0.19,0.0,0.0,14.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
FRA-Ligue 1,2021,Brest,Jérémy Le Douaron,FRA,"FW,MF",22,1998,9.1,1,13,7,53.8,1.43,0.77,0.08,0.14,12.3,0,0,0,2.2,2.2,0.17,-1.2,-1.2,shooting
FRA-Ligue 1,2021,Brest,Lilian Brassier,FRA,DF,20,1999,10.7,1,6,1,16.7,0.56,0.09,0.17,1.0,15.5,0,0,0,0.6,0.6,0.1,0.4,0.4,shooting
FRA-Ligue 1,2021,Brest,Ludovic Baal,GUF,"DF,MF",34,1986,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Brest,Paul Lasne,FRA,MF,31,1989,18.7,0,5,1,20.0,0.27,0.05,0.0,0.0,16.7,0,0,0,0.8,0.8,0.15,-0.8,-0.8,shooting
FRA-Ligue 1,2021,Brest,Romain Faivre,FRA,"MF,FW",22,1998,32.1,6,62,22,35.5,1.93,0.68,0.08,0.23,20.6,8,1,1,6.2,5.4,0.09,-0.2,-0.4,shooting
FRA-Ligue 1,2021,Brest,Romain Perraud,FRA,DF,22,1997,34.9,3,45,12,26.7,1.29,0.34,0.07,0.25,21.9,6,0,0,2.7,2.7,0.06,0.3,0.3,shooting
FRA-Ligue 1,2021,Brest,Romain Philippoteaux,FRA,"MF,FW",32,1988,6.5,1,10,2,20.0,1.55,0.31,0.1,0.5,19.9,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting
FRA-Ligue 1,2021,Brest,Ronaël Pierre-Gabriel,FRA,DF,22,1998,25.6,1,8,2,25.0,0.31,0.08,0.13,0.5,17.8,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting
FRA-Ligue 1,2021,Brest,Steve Mounié,BEN,FW,25,1994,29.8,9,78,33,42.3,2.62,1.11,0.1,0.24,12.9,0,1,2,12.1,10.5,0.13,-3.1,-2.5,shooting
FRA-Ligue 1,2021,Brest,Sébastien Cibois,FRA,GK,22,1998,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Aboubakar Kamara,MTN,"FW,MF",25,1995,6.2,1,11,3,27.3,1.78,0.48,0.09,0.33,18.9,0,0,0,1.2,1.2,0.11,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Dijon,Ahmad Ngouyamsa,CHA,DF,19,2000,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Alfred Gomis,SEN,GK,26,1993,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Anthony Racioppi,SUI,GK,21,1998,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Aníbal Chalá,ECU,DF,24,1996,8.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Arthur Zagre,FRA,"DF,MF",18,2001,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Aurélien Scheidler,FRA,FW,22,1998,3.8,1,8,2,25.0,2.11,0.53,0.13,0.5,17.6,0,0,0,0.7,0.7,0.09,0.3,0.3,shooting
FRA-Ligue 1,2021,Dijon,Bersant Celina,KVX,"MF,FW",23,1996,25.5,0,24,5,20.8,0.94,0.2,0.0,0.0,22.5,4,0,0,1.7,1.7,0.07,-1.7,-1.7,shooting
FRA-Ligue 1,2021,Dijon,Bruno Ecuele Manga,GAB,DF,32,1988,38.0,2,31,8,25.8,0.82,0.21,0.06,0.25,11.2,0,0,0,2.4,2.4,0.08,-0.4,-0.4,shooting
FRA-Ligue 1,2021,Dijon,Charles Costes,FRA,MF,17,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Didier Ibrahim Ndong,GAB,MF,26,1994,29.0,0,6,1,16.7,0.21,0.03,0.0,0.0,26.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Dijon,Erwan Belhadji,FRA,MF,19,2001,0.3,0,1,0,0.0,3.0,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Fouad Chafik,MAR,DF,33,1986,18.0,1,5,1,20.0,0.28,0.06,0.2,1.0,25.1,0,0,0,0.2,0.2,0.03,0.8,0.8,shooting
FRA-Ligue 1,2021,Dijon,Frédéric Sammaritano,FRA,"FW,MF",34,1986,12.6,0,10,2,20.0,0.8,0.16,0.0,0.0,18.7,1,0,0,1.3,1.3,0.13,-1.3,-1.3,shooting
FRA-Ligue 1,2021,Dijon,Jacques Siwe,FRA,FW,19,2001,1.9,0,3,0,0.0,1.6,0.0,0.0,,18.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Dijon,Jonathan Panzo,ENG,DF,19,2000,20.0,0,5,2,40.0,0.25,0.1,0.0,0.0,14.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting
FRA-Ligue 1,2021,Dijon,Jordan Marié,FRA,MF,28,1991,15.9,0,10,1,10.0,0.63,0.06,0.0,0.0,22.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9,shooting
FRA-Ligue 1,2021,Dijon,Junior Dina Ebimbe,FRA,"FW,MF",19,2000,23.8,1,45,13,28.9,1.89,0.55,0.02,0.08,18.3,0,0,0,3.4,3.4,0.08,-2.4,-2.4,shooting
FRA-Ligue 1,2021,Dijon,Mama Samba Baldé,GNB,FW,24,1995,24.0,7,58,19,32.8,2.42,0.79,0.12,0.37,15.2,0,0,0,8.1,8.1,0.14,-1.1,-1.1,shooting
FRA-Ligue 1,2021,Dijon,Mihai Dobre,ROU,FW,21,1998,5.9,0,9,1,11.1,1.53,0.17,0.0,0.0,16.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
FRA-Ligue 1,2021,Dijon,Mounir Chouiar,FRA,"FW,MF",21,1999,14.3,0,23,5,21.7,1.61,0.35,0.0,0.0,21.3,4,0,1,2.0,1.2,0.05,-2.0,-1.2,shooting
FRA-Ligue 1,2021,Dijon,Moussa Konaté,SEN,FW,27,1993,13.3,5,33,8,24.2,2.48,0.6,0.12,0.5,13.6,0,1,2,5.2,3.7,0.11,-0.2,0.3,shooting
FRA-Ligue 1,2021,Dijon,Muzinga Ngonda,COD,DF,25,1994,25.6,2,11,4,36.4,0.43,0.16,0.18,0.5,26.1,0,0,0,0.3,0.3,0.03,1.7,1.7,shooting
FRA-Ligue 1,2021,Dijon,Pape Cheikh Diop,SEN,MF,22,1997,12.1,0,6,0,0.0,0.5,0.0,0.0,,21.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
FRA-Ligue 1,2021,Dijon,Rayan Philippe,FRA,FW,19,2000,1.0,0,3,2,66.7,2.9,1.94,0.0,0.0,16.8,0,0,0,0.5,0.5,0.16,-0.5,-0.5,shooting
FRA-Ligue 1,2021,Dijon,Roger Assalé,CIV,"FW,MF",26,1993,9.2,1,11,3,27.3,1.2,0.33,0.09,0.33,16.8,0,0,0,1.2,1.2,0.11,-0.2,-0.2,shooting
FRA-Ligue 1,2021,Dijon,Romain Amalfitano,FRA,"FW,DF",30,1989,1.3,0,2,0,0.0,1.55,0.0,0.0,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Sacha Boey,FRA,DF,19,2000,20.7,0,10,1,10.0,0.48,0.05,0.0,0.0,25.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting
FRA-Ligue 1,2021,Dijon,Saturnin Allagbé,BEN,GK,26,1993,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Dijon,Senou Coulibaly,MLI,DF,25,1994,21.5,2,5,3,60.0,0.23,0.14,0.4,0.67,8.9,0,0,0,0.8,0.8,0.17,1.2,1.2,shooting
FRA-Ligue 1,2021,Dijon,Wesley Lautoa,NCL,"MF,DF",32,1987,17.9,0,9,3,33.3,0.5,0.17,0.0,0.0,25.4,0,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting
FRA-Ligue 1,2021,Dijon,Wilitty Younoussa,CMR,MF,18,2001,0.9,0,2,0,0.0,2.34,0.0,0.0,,27.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
FRA-Ligue 1,2021,Dijon,Yassine Benzia,ALG,"MF,FW",25,1994,4.5,2,4,0,0.0,0.88,0.0,0.0,,27.2,0,2,2,1.8,0.2,0.05,0.2,-0.2,shooting
FRA-Ligue 1,2021,Lens,Adrien Louveau,FRA,MF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Lens,Aleksandar Radovanović,SRB,DF,26,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Lens,Ansou Sow,SEN,MF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Lens,Arnaud Kalimuendo,FRA,"FW,MF",18,2002,13.5,7,32,17,53.1,2.36,1.26,0.22,0.41,13.9,0,0,0,5.8,5.8,0.19,1.2,1.2,shooting
FRA-Ligue 1,2021,Lens,Cheick Doucouré,MLI,MF,20,2000,29.2,2,35,5,14.3,1.2,0.17,0.06,0.4,25.8,0,0,0,1.3,1.3,0.04,0.7,0.7,shooting
FRA-Ligue 1,2021,Lens,Cheick Traoré,MLI,DF,25,1995,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
FRA-Ligue 1,2021,Lens,Clément Michelin,FRA,DF,23,1997,12.8,0,11,2,18.2,0.86,0.16,0.0,0.0,28.9,5,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
FRA-Ligue 1,2021,Lens,Corentin Jean,FRA,"FW,MF",25,1995,6.4,1,21,10,47.6,3.26,1.55,0.05,0.1,19.7,4,0,0,1.7,1.7,0.08,-0.7,-0.7,shooting
FRA-Ligue 1,2021,Lens,David Costa,POR,"MF,FW",19,2001,1.7,1,2,1,50.0,1.2,0.6,0.5,1.0,19.4,0,0,0,0.4,0.4,0.22,0.6,0.6,shooting
FRA-Ligue 1,2021,Lens,Facundo Medina,ARG,DF,21,1999,22.3,2,9,4,44.4,0.4,0.18,0.22,0.5,12.1,0,0,0,1.2,1.2,0.13,0.8,0.8,shooting
FRA-Ligue 1,2021,Lens,Florian Sotoca,FRA,FW,29,1990,26.8,8,69,17,24.6,2.57,0.63,0.09,0.35,13.9,0,2,2,10.2,8.6,0.13,-2.2,-2.6,shooting
FRA-Ligue 1,2021,Lens,Gaël Kakuta,COD,"MF,FW",29,1991,26.6,11,43,8,18.6,1.62,0.3,0.09,0.5,27.7,9,7,9,11.1,4.0,0.09,-0.1,0.0,shooting
FRA-Ligue 1,2021,Lens,Ignatius Ganago,CMR,FW,21,1999,14.5,7,40,18,45.0,2.76,1.24,0.18,0.39,13.4,0,0,0,7.8,7.8,0.19,-0.8,-0.8,shooting
FRA-Ligue 1,2021,Lens,Ismaël Boura,COM,DF,19,2000,9.2,0,2,0,0.0,0.22,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
