nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
ENG,MF,16,2005,0.0,2,1,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,ENG-Premier League,2022,possession
ENG,FW,29,1993,37.8,1328,28,106,646,599,167,1322,108,40,37.0,53,49.1,834,4546,1842,60,50,21,74,58,1031,193,ENG-Premier League,2022,possession
ENG,MF,20,2001,0.1,8,0,0,4,4,0,8,0,0,,0,,5,11,4,0,0,0,0,0,5,1,ENG-Premier League,2022,possession
FRA,GK,35,1986,24.5,794,723,792,2,0,0,794,0,0,,0,,430,2401,1498,0,0,0,2,0,353,0,ENG-Premier League,2022,possession
CRO,"DF,MF",33,1989,23.4,1370,73,357,443,583,94,1370,40,18,45.0,19,47.5,611,3704,2075,87,29,35,33,14,733,181,ENG-Premier League,2022,possession
ENG,DF,23,1999,1.6,109,5,48,59,3,0,109,2,1,50.0,1,50.0,68,308,133,1,2,0,3,1,71,2,ENG-Premier League,2022,possession
BRA,"MF,DF",29,1992,1.7,118,0,15,47,58,12,118,11,5,45.5,6,54.5,65,387,169,4,8,2,6,5,83,15,ENG-Premier League,2022,possession
IRL,"DF,MF",30,1992,7.4,500,27,144,184,172,24,500,12,5,41.7,4,33.3,247,953,443,16,5,2,12,3,306,57,ENG-Premier League,2022,possession
SCO,MF,19,2003,0.2,10,1,3,5,2,0,10,0,0,,0,,5,20,6,0,1,0,0,0,6,0,ENG-Premier League,2022,possession
ENG,MF,21,2000,16.6,915,45,245,554,124,7,915,15,11,73.3,3,20.0,496,2147,941,14,15,2,17,16,634,25,ENG-Premier League,2022,possession
SEN,"MF,FW",19,2002,2.4,190,15,65,104,21,1,190,5,2,40.0,1,20.0,122,577,216,1,0,0,5,2,125,0,ENG-Premier League,2022,possession
ESP,"DF,MF",22,1999,12.6,817,45,246,293,285,25,817,41,14,34.1,23,56.1,423,2283,1359,34,17,4,15,7,480,95,ENG-Premier League,2022,possession
DEN,MF,26,1995,34.8,2633,122,670,1537,449,33,2633,45,30,66.7,12,26.7,1507,6846,3215,46,41,8,39,35,1925,66,ENG-Premier League,2022,possession
BRA,"MF,FW",25,1997,11.2,441,11,78,172,200,62,441,34,12,35.3,18,52.9,260,1598,783,33,19,13,40,18,306,75,ENG-Premier League,2022,possession
URU,MF,25,1997,16.7,1071,52,295,612,175,19,1071,34,21,61.8,11,32.4,581,3001,1444,26,14,1,22,17,732,19,ENG-Premier League,2022,possession
ENG,DF,22,2000,9.0,493,29,157,170,168,27,493,11,5,45.5,4,36.4,233,1435,815,24,11,5,11,10,270,64,ENG-Premier League,2022,possession
KOR,"MF,FW",30,1992,32.1,1217,12,143,457,643,106,1217,83,33,39.8,40,48.2,728,4927,2357,82,60,31,64,55,860,196,ENG-Premier League,2022,possession
MLI,MF,25,1996,11.2,826,23,164,536,127,2,826,9,7,77.8,2,22.2,504,2761,1143,14,13,1,16,8,613,10,ENG-Premier League,2022,possession
ENG,DF,32,1989,24.8,1607,97,507,668,438,13,1607,7,2,28.6,4,57.1,766,3497,1751,35,26,1,6,6,960,82,ENG-Premier League,2022,possession
FRA,GK,29,1993,3.4,98,91,98,0,0,0,98,0,0,,0,,53,253,153,0,0,0,0,0,42,0,ENG-Premier League,2022,possession
ITA,DF,34,1988,13.7,545,111,331,197,17,7,545,0,0,,0,,255,1288,436,0,0,0,1,3,281,2,ENG-Premier League,2022,possession
ENG,DF,22,2000,9.6,627,43,256,289,87,2,627,17,8,47.1,6,35.3,276,1449,650,15,6,1,7,7,335,22,ENG-Premier League,2022,possession
IRL,"MF,FW",22,2000,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,ENG-Premier League,2022,possession
ENG,DF,32,1990,8.0,380,53,211,142,28,14,380,1,0,0.0,1,100.0,193,1042,600,0,5,0,2,4,216,1,ENG-Premier League,2022,possession
ENG,FW,30,1992,8.6,229,8,22,105,105,37,229,18,5,27.8,12,66.7,129,554,260,9,8,3,11,10,157,44,ENG-Premier League,2022,possession
ENG,MF,23,1999,36.4,2475,123,670,1420,433,24,2474,65,37,56.9,23,35.4,1455,9170,4918,89,76,6,28,26,1642,37,ENG-Premier League,2022,possession
ENG,FW,17,2004,0.4,11,1,2,6,3,0,11,2,1,50.0,1,50.0,7,49,3,0,0,0,0,2,8,1,ENG-Premier League,2022,possession
ITA,DF,27,1994,14.7,894,60,241,386,273,25,894,29,6,20.7,14,48.3,411,2390,1364,39,26,7,9,11,532,57,ENG-Premier League,2022,possession
ENG,MF,23,1999,8.5,405,14,74,265,68,5,405,2,1,50.0,0,0.0,224,1041,364,3,5,1,11,6,276,11,ENG-Premier League,2022,possession
ITA,FW,23,1999,10.3,273,5,13,136,127,38,273,15,7,46.7,6,40.0,143,660,282,13,7,3,23,19,203,48,ENG-Premier League,2022,possession
ENG,"FW,MF",25,1996,35.9,1318,32,186,451,693,157,1316,118,36,30.5,55,46.6,731,5565,2201,101,44,56,70,55,793,213,ENG-Premier League,2022,possession
FRA,DF,27,1994,22.1,1049,230,654,363,35,29,1049,5,2,40.0,3,60.0,523,2150,1018,3,1,0,5,2,621,1,ENG-Premier League,2022,possession
BRA,MF,24,1997,23.9,1476,46,239,840,419,49,1475,65,35,53.8,22,33.8,773,3450,1486,25,34,6,48,44,964,63,ENG-Premier League,2022,possession
ARG,"MF,FW",29,1993,2.8,192,3,32,111,50,3,192,3,1,33.3,0,0.0,116,524,203,2,6,0,2,3,150,6,ENG-Premier League,2022,possession
CIV,FW,25,1996,2.7,140,3,18,50,72,11,140,5,2,40.0,3,60.0,83,310,140,9,2,5,9,5,103,26,ENG-Premier League,2022,possession
JAM,FW,32,1990,20.3,596,15,39,262,308,80,596,66,27,40.9,29,43.9,375,2585,1237,49,26,18,76,45,476,120,ENG-Premier League,2022,possession
MAR,DF,26,1996,17.7,949,161,563,358,35,23,949,6,4,66.7,0,0.0,523,2127,1137,2,1,0,8,7,564,4,ENG-Premier League,2022,possession
ESP,"FW,MF",26,1996,16.7,917,16,144,424,360,36,917,23,12,52.2,10,43.5,500,2480,1255,33,24,12,21,15,616,101,ENG-Premier League,2022,possession
ALG,"FW,MF",26,1995,23.0,1091,16,131,399,583,94,1087,123,51,41.5,56,45.5,699,5281,2705,109,54,44,53,42,800,237,ENG-Premier League,2022,possession
GER,DF,25,1996,24.8,1335,135,600,595,147,17,1335,11,8,72.7,3,27.3,677,2885,1533,15,12,1,17,6,760,29,ENG-Premier League,2022,possession
CZE,MF,27,1995,31.3,1366,124,432,652,288,71,1366,17,2,11.8,12,70.6,544,2087,695,11,17,0,23,18,742,52,ENG-Premier League,2022,possession
CZE,DF,29,1992,23.7,1433,104,435,580,424,21,1433,17,3,17.6,6,35.3,578,3284,1710,53,33,2,25,21,665,109,ENG-Premier League,2022,possession
POL,GK,37,1985,34.6,1005,871,1000,5,0,0,1005,0,0,,0,,506,3330,2146,0,0,0,3,0,350,0,ENG-Premier League,2022,possession
ESP,"FW,MF",26,1996,16.6,715,18,102,253,379,56,715,111,56,50.5,34,30.6,462,4043,2113,85,41,25,59,27,556,157,ENG-Premier League,2022,possession
MLI,MF,20,2001,4.6,185,6,51,110,26,2,185,9,4,44.4,4,44.4,90,529,267,4,3,0,3,3,104,2,ENG-Premier League,2022,possession
WAL,"FW,MF",19,2002,0.8,47,1,6,19,23,5,47,5,3,60.0,2,40.0,39,303,70,2,6,1,3,5,36,10,ENG-Premier League,2022,possession
IRL,MF,24,1998,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1,ENG-Premier League,2022,possession
ENG,DF,32,1990,15.7,1084,182,619,437,32,15,1084,4,3,75.0,0,0.0,628,2615,1323,5,3,0,5,2,748,1,ENG-Premier League,2022,possession
ENG,GK,29,1993,2.0,87,83,87,0,0,0,87,0,0,,0,,29,193,133,0,0,0,0,0,34,0,ENG-Premier League,2022,possession
POR,"FW,MF",26,1995,19.7,889,11,120,328,456,70,889,61,24,39.3,34,55.7,528,2670,1229,43,28,20,49,30,622,148,ENG-Premier League,2022,possession
JAM,DF,18,2003,0.3,13,0,3,7,3,0,13,0,0,,0,,7,29,21,2,0,0,0,0,8,3,ENG-Premier League,2022,possession
ESP,FW,33,1988,13.8,335,19,37,140,161,59,335,10,5,50.0,5,50.0,180,1019,342,19,9,11,23,26,245,60,ENG-Premier League,2022,possession
POR,"FW,MF",25,1996,7.9,280,3,28,105,153,30,280,15,5,33.3,7,46.7,174,1303,644,20,12,7,17,7,199,54,ENG-Premier League,2022,possession
ESP,DF,19,2002,14.6,835,53,318,275,249,14,835,34,14,41.2,14,41.2,396,2714,1422,52,29,4,16,11,446,64,ENG-Premier League,2022,possession
KOR,"FW,MF",26,1996,12.6,425,13,66,178,188,38,425,32,13,40.6,13,40.6,222,1520,702,25,11,7,25,20,267,60,ENG-Premier League,2022,possession
ESP,DF,28,1994,14.0,1003,53,342,444,227,13,1003,32,14,43.8,15,46.9,499,2623,1495,24,18,4,16,13,600,46,ENG-Premier League,2022,possession
IRL,MF,19,2002,1.9,118,5,26,56,36,4,118,0,0,,0,,56,174,89,1,2,0,1,2,77,5,ENG-Premier League,2022,possession
POR,GK,29,1993,36.0,1277,1153,1271,7,0,0,1277,2,2,100.0,0,0.0,731,4563,2991,0,0,0,4,0,585,0,ENG-Premier League,2022,possession
BRA,MF,21,2001,7.3,409,19,118,212,80,5,409,19,8,42.1,7,36.8,185,922,416,7,6,1,7,5,223,8,ENG-Premier League,2022,possession
POR,MF,35,1986,19.8,1218,42,243,658,325,15,1218,15,8,53.3,7,46.7,615,2554,1350,23,23,0,14,7,769,32,ENG-Premier League,2022,possession
BEL,MF,27,1995,2.4,128,6,33,75,21,5,128,2,1,50.0,1,50.0,60,205,77,1,0,0,2,2,77,3,ENG-Premier League,2022,possession
GAB,MF,28,1993,14.4,794,67,292,430,81,4,794,18,11,61.1,3,16.7,414,1924,949,6,6,0,13,8,521,9,ENG-Premier League,2022,possession
BRA,FW,23,1999,10.7,372,14,66,170,147,45,372,39,26,66.7,8,20.5,195,1119,459,16,6,7,31,13,224,43,ENG-Premier League,2022,possession
POR,MF,23,1998,27.4,1354,64,325,656,397,52,1354,85,44,51.8,28,32.9,851,5513,2640,59,54,10,41,39,943,129,ENG-Premier League,2022,possession
ENG,DF,25,1997,36.7,2470,432,1460,952,75,26,2470,25,19,76.0,6,24.0,1443,7679,4615,30,15,2,15,9,1699,5,ENG-Premier League,2022,possession
ENG,"FW,MF",22,2000,2.0,119,1,18,53,49,4,119,8,2,25.0,5,62.5,62,257,137,4,3,1,3,1,82,12,ENG-Premier League,2022,possession
IRL,DF,21,2001,20.2,1339,208,801,500,45,13,1339,8,7,87.5,0,0.0,724,3470,1799,11,9,2,9,8,922,5,ENG-Premier League,2022,possession
POR,DF,28,1993,29.2,1858,139,589,837,451,29,1858,73,33,45.2,33,45.2,998,5308,2691,50,42,5,42,19,1087,147,ENG-Premier League,2022,possession
ESP,"FW,MF",30,1992,8.5,450,9,68,189,199,22,450,12,2,16.7,9,75.0,267,1195,522,17,15,4,9,14,312,54,ENG-Premier League,2022,possession
POR,"FW,MF",22,2000,10.7,517,6,61,166,298,46,517,54,18,33.3,30,55.6,325,2373,1181,37,24,18,29,13,363,111,ENG-Premier League,2022,possession
ALG,DF,21,2001,12.0,740,40,240,279,233,28,740,50,28,56.0,18,36.0,395,2260,1244,30,13,10,28,12,454,76,ENG-Premier League,2022,possession
MEX,FW,31,1991,9.4,293,11,28,139,127,44,293,10,5,50.0,4,40.0,146,626,241,5,3,2,23,14,219,45,ENG-Premier League,2022,possession
POR,MF,25,1997,33.5,2486,177,811,1307,394,25,2483,32,20,62.5,9,28.1,1318,6007,2980,28,29,1,22,13,1621,18,ENG-Premier League,2022,possession
AUT,FW,25,1997,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1,ENG-Premier League,2022,possession
POR,DF,23,1999,10.9,688,86,313,278,100,15,688,16,9,56.3,6,37.5,332,1521,924,4,11,0,6,3,402,23,ENG-Premier League,2022,possession
