league,season,team,player,nation,pos,age,born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type
ITA-Serie A,2020,Atalanta,Remo Freuler,SUI,MF,28,1992,30.1,2431,48,432,1429,593,49,2431,55,39,70.9,16,29.1,1454,7558,3917,73,69,9,51,30,1709,67,possession
ITA-Serie A,2020,Atalanta,Robin Gosens,GER,DF,26,1994,28.0,1955,55,415,878,678,109,1955,40,26,65.0,14,35.0,1054,4608,2592,71,57,16,41,16,1301,204,possession
ITA-Serie A,2020,Atalanta,Ruslan Malinovskyi,UKR,"MF,FW",27,1993,20.8,1396,6,85,549,782,69,1395,88,51,58.0,37,42.0,938,5426,2622,90,59,23,64,47,1086,178,possession
ITA-Serie A,2020,Atalanta,Sam Lammers,NED,"FW,MF",23,1997,3.2,170,3,7,67,97,26,170,18,13,72.2,5,27.8,111,538,212,9,5,8,17,13,144,44,possession
ITA-Serie A,2020,Atalanta,Viktor Kovalenko,UKR,FW,24,1996,0.0,4,1,2,2,0,0,4,0,0,,0,,1,4,0,0,0,0,1,0,2,1,possession
ITA-Serie A,2020,Benevento,Adolfo Gaich,ARG,FW,21,1999,8.5,251,5,18,127,110,38,251,24,9,37.5,15,62.5,136,626,191,10,7,7,26,13,186,54,possession
ITA-Serie A,2020,Benevento,Alessandro Tuia,ITA,DF,30,1990,19.6,1030,148,580,419,36,12,1030,4,3,75.0,1,25.0,490,2413,1375,4,2,0,9,4,595,2,possession
ITA-Serie A,2020,Benevento,Amadou Diambo,GHA,FW,19,2001,0.0,8,0,0,5,3,0,8,2,2,100.0,0,0.0,8,29,8,0,0,0,0,1,8,0,possession
ITA-Serie A,2020,Benevento,Andrés Tello,COL,"DF,MF",23,1996,4.6,255,17,76,103,79,12,255,10,5,50.0,5,50.0,107,546,304,12,4,2,9,3,140,17,possession
ITA-Serie A,2020,Benevento,Artur Ioniță,MDA,MF,29,1990,31.5,1017,45,217,577,239,28,1017,25,17,68.0,8,32.0,465,2359,1132,30,24,1,27,22,562,54,possession
ITA-Serie A,2020,Benevento,Bryan Dabo,BFA,MF,28,1992,12.4,703,29,127,402,185,21,703,29,19,65.5,10,34.5,371,2196,1118,25,24,3,29,8,478,44,possession
ITA-Serie A,2020,Benevento,Christian Maggio,ITA,DF,38,1982,3.3,169,4,64,76,30,4,169,6,3,50.0,3,50.0,79,368,214,5,2,0,1,2,100,8,possession
ITA-Serie A,2020,Benevento,Christian Pastina,ITA,DF,19,2001,1.3,80,10,25,50,5,0,80,0,0,,0,,36,142,97,3,0,0,0,0,56,1,possession
ITA-Serie A,2020,Benevento,Daam Foulon,BEL,DF,21,1999,11.3,556,48,222,227,116,3,556,14,6,42.9,8,57.1,265,1420,871,16,11,1,11,4,316,20,possession
ITA-Serie A,2020,Benevento,Fabio Depaoli,ITA,DF,23,1997,12.4,544,49,216,221,114,11,544,9,5,55.6,4,44.4,232,1019,517,4,9,1,10,7,266,25,possession
ITA-Serie A,2020,Benevento,Federico Barba,ITA,DF,26,1993,29.5,1672,154,817,669,201,25,1672,8,5,62.5,3,37.5,760,3883,2099,23,22,1,14,6,891,26,possession
ITA-Serie A,2020,Benevento,Gabriele Moncini,ITA,"FW,MF",24,1996,4.0,129,4,10,83,39,13,129,6,4,66.7,2,33.3,73,304,86,3,1,2,12,3,96,21,possession
ITA-Serie A,2020,Benevento,Gaetano Letizia,ITA,DF,30,1990,17.4,1044,72,368,428,258,14,1044,19,13,68.4,6,31.6,534,3109,1830,49,33,3,18,12,597,65,possession
ITA-Serie A,2020,Benevento,Gianluca Caprari,ITA,"MF,FW",27,1993,20.7,1000,8,129,418,477,74,999,95,52,54.7,43,45.3,582,4354,1809,65,40,34,71,50,642,130,possession
ITA-Serie A,2020,Benevento,Gianluca Lapadula,PER,FW,30,1990,28.5,742,22,50,296,411,160,741,22,16,72.7,6,27.3,396,2131,1041,42,27,22,64,37,542,169,possession
ITA-Serie A,2020,Benevento,Giuseppe Di Serio,ITA,"FW,MF",19,2001,3.2,106,3,14,41,53,10,106,6,6,100.0,0,0.0,66,442,227,9,5,3,10,12,86,15,possession
ITA-Serie A,2020,Benevento,Iago Falque,ESP,"MF,FW",30,1990,4.0,266,1,24,124,123,16,266,17,7,41.2,10,58.8,162,1105,554,16,11,7,11,6,186,31,possession
ITA-Serie A,2020,Benevento,Kamil Glik,POL,DF,32,1988,35.6,1663,290,1022,586,64,46,1663,4,2,50.0,2,50.0,789,3341,1663,3,6,0,14,4,944,7,possession
ITA-Serie A,2020,Benevento,Lorenzo Del Pinto,ITA,MF,30,1990,0.1,8,0,3,5,0,0,8,0,0,,0,,3,16,0,0,0,0,0,1,8,0,possession
ITA-Serie A,2020,Benevento,Lorenzo Montipò,ITA,GK,24,1996,37.0,1338,1090,1334,4,0,0,1338,0,0,,0,,607,3296,1790,0,0,0,1,0,523,0,possession
ITA-Serie A,2020,Benevento,Luca Caldirola,ITA,DF,29,1991,17.5,956,120,496,424,39,14,956,0,0,,0,,508,3327,2305,18,7,0,3,3,592,6,possession
ITA-Serie A,2020,Benevento,Marco Sau,ITA,"MF,FW",32,1987,8.7,357,4,43,160,158,39,356,18,11,61.1,7,38.9,209,1171,396,13,11,6,29,12,227,58,possession
ITA-Serie A,2020,Benevento,Niccolò Manfredini,ITA,GK,32,1988,1.0,36,33,36,0,0,0,36,0,0,,0,,18,97,51,0,0,0,0,0,12,0,possession
ITA-Serie A,2020,Benevento,Nicolas Viola,ITA,MF,30,1989,11.5,603,19,119,331,161,12,599,16,12,75.0,4,25.0,284,1587,729,10,6,1,18,7,342,13,possession
ITA-Serie A,2020,Benevento,Pasquale Schiattarella,ITA,MF,33,1987,25.0,1535,65,401,967,182,9,1535,17,15,88.2,2,11.8,851,3855,2095,24,21,2,19,11,1011,9,possession
ITA-Serie A,2020,Benevento,Përparim Hetemaj,FIN,MF,33,1986,24.6,1122,27,271,610,258,22,1122,34,18,52.9,16,47.1,605,3061,1300,27,23,1,35,28,701,52,possession
ITA-Serie A,2020,Benevento,Riccardo Improta,ITA,"DF,MF",26,1993,25.9,1205,70,297,499,423,53,1205,38,24,63.2,14,36.8,665,4020,2200,58,50,10,35,19,788,139,possession
ITA-Serie A,2020,Benevento,Roberto Insigne,ITA,"MF,FW",26,1994,17.8,775,12,96,332,361,62,775,29,19,65.5,10,34.5,496,3476,1353,43,31,16,37,14,561,117,possession
ITA-Serie A,2020,Benevento,Siriki Sanogo,CIV,MF,18,2001,0.1,8,0,1,6,1,0,8,0,0,,0,,3,13,0,0,0,0,0,0,5,0,possession
ITA-Serie A,2020,Bologna,Aaron Hickey,SCO,DF,18,2002,8.4,495,26,149,235,115,8,495,16,7,43.8,9,56.3,282,1610,739,21,17,4,16,8,268,28,possession
ITA-Serie A,2020,Bologna,Adama Soumaoro,FRA,DF,28,1992,19.5,1114,152,570,521,30,11,1114,6,6,100.0,0,0.0,531,2644,1435,12,6,0,7,2,625,1,possession
ITA-Serie A,2020,Bologna,Andrea Poli,ITA,MF,30,1989,4.3,275,16,73,146,56,7,275,6,5,83.3,1,16.7,145,666,341,4,2,0,9,3,169,4,possession
ITA-Serie A,2020,Bologna,Andreas Skov Olsen,DEN,"FW,DF",20,1999,13.1,710,21,122,243,351,57,710,39,17,43.6,22,56.4,405,2493,1349,61,26,24,30,9,499,119,possession
ITA-Serie A,2020,Bologna,Andri Fannar Baldursson,ISL,MF,18,2002,2.4,106,7,34,53,20,3,106,2,1,50.0,1,50.0,52,233,62,1,2,0,6,4,64,8,possession
ITA-Serie A,2020,Bologna,Angelo da Costa Júnior,BRA,GK,36,1983,6.0,298,251,298,0,0,0,298,0,0,,0,,171,1033,734,0,0,0,1,0,165,0,possession
ITA-Serie A,2020,Bologna,Antonio Raimondo,ITA,FW,16,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2020,Bologna,Arturo Calabresi,ITA,"DF,FW",24,1996,0.2,7,3,6,1,0,0,7,0,0,,0,,0,0,0,0,0,0,0,0,1,0,possession
ITA-Serie A,2020,Bologna,Danilo Larangeira,BRA,DF,36,1984,34.8,2083,385,1109,936,45,21,2083,3,2,66.7,1,33.3,1124,5654,3322,12,5,0,9,0,1234,4,possession
ITA-Serie A,2020,Bologna,Edoardo Vergani,ITA,FW,19,2001,0.1,3,0,0,2,1,0,3,0,0,,0,,2,7,4,0,0,0,1,0,3,1,possession
ITA-Serie A,2020,Bologna,Emanuel Vignato,ITA,"FW,MF",19,2000,13.4,826,22,138,365,337,25,826,38,23,60.5,15,39.5,505,3404,1599,43,28,8,17,11,586,81,possession
ITA-Serie A,2020,Bologna,Federico Ravaglia,ITA,GK,20,1999,4.0,147,123,147,0,0,0,147,0,0,,0,,91,451,344,0,0,0,0,0,78,0,possession
ITA-Serie A,2020,Bologna,Federico Santander,PAR,FW,29,1991,0.4,25,0,0,7,18,11,25,0,0,,0,,15,42,10,0,0,0,1,2,21,5,possession
ITA-Serie A,2020,Bologna,Gary Medel,CHI,"DF,MF",32,1987,5.7,385,38,172,200,20,0,385,0,0,,0,,228,1143,633,2,3,0,6,1,245,2,possession
ITA-Serie A,2020,Bologna,Ibrahima Mbaye,SEN,DF,25,1994,4.8,246,24,81,128,39,3,246,7,2,28.6,5,71.4,99,450,147,3,1,0,1,1,136,4,possession
ITA-Serie A,2020,Bologna,Jerdy Schouten,NED,MF,23,1997,27.9,1698,98,457,984,273,3,1698,60,37,61.7,23,38.3,900,3974,1558,14,25,2,35,22,1039,23,possession
ITA-Serie A,2020,Bologna,Kacper Urbanski,POL,FW,15,2004,0.0,7,0,0,5,2,0,7,0,0,,0,,5,39,24,0,0,0,0,0,6,0,possession
ITA-Serie A,2020,Bologna,Lorenzo De Silvestri,ITA,DF,32,1988,23.8,1506,90,507,725,285,25,1506,4,3,75.0,1,25.0,741,3529,1694,28,21,2,13,13,876,52,possession
ITA-Serie A,2020,Bologna,Mattia Pagliuca,ITA,MF,18,2002,0.1,5,0,1,1,3,1,5,1,0,0.0,1,100.0,5,51,0,0,0,0,0,0,5,2,possession
ITA-Serie A,2020,Bologna,Mattias Svanberg,SWE,MF,21,1999,20.6,903,43,213,467,243,24,903,30,21,70.0,9,30.0,494,2553,1331,32,26,3,24,18,562,35,possession
ITA-Serie A,2020,Bologna,Mitchell Dijks,NED,DF,27,1993,16.5,983,47,328,393,272,18,983,57,19,33.3,38,66.7,517,3024,1611,41,29,8,17,7,587,64,possession
ITA-Serie A,2020,Bologna,Musa Barrow,GAM,"FW,MF",21,1998,32.5,1559,16,150,652,771,119,1558,71,34,47.9,37,52.1,976,5680,2529,88,52,29,103,53,1175,253,possession
ITA-Serie A,2020,Bologna,Musa Juwara,GAM,"MF,DF",18,2001,0.5,41,0,5,19,17,3,41,3,2,66.7,1,33.3,25,198,101,3,4,0,3,2,31,8,possession
ITA-Serie A,2020,Bologna,Nehuén Paz,ARG,DF,27,1993,4.0,283,26,138,133,13,2,283,0,0,,0,,130,596,282,0,2,0,2,0,164,0,possession
ITA-Serie A,2020,Bologna,Nicola Sansone,ITA,"FW,MF",28,1991,13.0,717,12,92,308,322,54,717,60,34,56.7,26,43.3,470,2755,1292,38,19,21,37,29,527,88,possession
ITA-Serie A,2020,Bologna,Nicolás Domínguez,ARG,MF,22,1998,13.9,893,49,224,491,191,21,893,9,9,100.0,0,0.0,423,2038,934,21,14,3,24,14,524,32,possession
ITA-Serie A,2020,Bologna,Omar Khailoti,ITA,DF,18,2001,0.3,22,2,7,8,7,0,22,0,0,,0,,19,66,30,0,1,0,0,0,17,3,possession
ITA-Serie A,2020,Bologna,Paolo Faragò,ITA,DF,27,1993,0.3,16,2,4,6,6,2,16,0,0,,0,,13,35,10,0,0,0,0,0,13,1,possession
ITA-Serie A,2020,Bologna,Riccardo Orsolini,ITA,"FW,MF",23,1997,19.5,981,32,168,377,443,73,978,64,36,56.3,28,43.8,540,3143,1621,49,28,17,49,17,658,155,possession
ITA-Serie A,2020,Bologna,Roberto Soriano,ITA,MF,29,1991,36.1,1865,58,265,980,645,94,1865,56,36,64.3,20,35.7,1171,6624,3078,80,64,7,64,31,1431,157,possession
ITA-Serie A,2020,Bologna,Rodrigo Palacio,ARG,FW,38,1982,27.8,1269,32,80,518,682,154,1269,69,35,50.7,34,49.3,818,5150,2194,95,53,46,85,46,1031,316,possession
ITA-Serie A,2020,Bologna,Simone Rabbi,ITA,"FW,DF",18,2001,0.4,17,0,2,7,9,2,17,1,0,0.0,1,100.0,12,58,9,0,4,0,4,2,13,3,possession
ITA-Serie A,2020,Bologna,Stefano Denswil,SUR,DF,27,1993,1.3,89,2,38,36,15,0,89,0,0,,0,,49,151,92,1,1,0,0,0,58,1,possession
ITA-Serie A,2020,Bologna,Takehiro Tomiyasu,JPN,DF,21,1998,30.2,2015,166,751,1029,255,23,2015,25,15,60.0,10,40.0,1087,6172,3505,56,39,2,30,10,1175,44,possession
ITA-Serie A,2020,Bologna,Valentin Antov,BUL,DF,19,2000,2.6,154,30,101,51,2,0,154,1,1,100.0,0,0.0,71,353,200,1,1,0,2,0,93,0,possession
ITA-Serie A,2020,Bologna,Wisdom Amey,ITA,DF,14,2005,0.0,7,0,0,5,2,0,7,0,0,,0,,2,19,15,0,0,0,0,0,2,0,possession
ITA-Serie A,2020,Bologna,Łukasz Skorupski,POL,GK,29,1991,28.0,1047,954,1045,2,0,0,1047,0,0,,0,,570,2861,1759,0,0,0,2,0,434,1,possession
ITA-Serie A,2020,Cagliari,Adam Ounas,ALG,"MF,FW",23,1996,3.4,174,0,27,72,83,11,174,30,19,63.3,11,36.7,110,798,396,10,8,4,11,10,128,27,possession
ITA-Serie A,2020,Cagliari,Alberto Cerri,ITA,FW,24,1996,4.1,216,7,17,77,122,43,216,13,8,61.5,5,38.5,110,481,134,3,2,2,15,11,168,50,possession
ITA-Serie A,2020,Cagliari,Alessandro Deiola,ITA,MF,24,1995,6.8,310,17,94,160,60,3,310,1,1,100.0,0,0.0,129,718,257,5,2,1,7,4,177,9,possession
ITA-Serie A,2020,Cagliari,Alessandro Tripaldelli,ITA,DF,21,1999,3.3,168,13,59,67,44,4,168,7,1,14.3,6,85.7,70,364,159,6,3,2,4,1,77,13,possession
ITA-Serie A,2020,Cagliari,Alessio Cragno,ITA,GK,26,1994,34.0,1048,919,1041,7,0,0,1048,0,0,,0,,482,2806,1987,0,1,1,1,0,344,0,possession
ITA-Serie A,2020,Cagliari,Alfred Duncan,GHA,MF,27,1993,11.9,706,28,135,443,136,5,706,27,18,66.7,9,33.3,389,2002,1069,16,14,3,22,8,483,24,possession
ITA-Serie A,2020,Cagliari,Andrea Carboni,ITA,DF,19,2001,12.1,749,71,305,377,75,9,749,6,3,50.0,3,50.0,379,1786,1178,19,12,3,4,2,471,18,possession
ITA-Serie A,2020,Cagliari,Arturo Calabresi,ITA,DF,24,1996,0.2,21,0,4,5,12,0,21,1,1,100.0,0,0.0,10,69,50,2,1,0,0,0,10,1,possession
ITA-Serie A,2020,Cagliari,Charalambos Lykogiannis,GRE,DF,26,1993,26.9,1495,128,498,633,381,27,1495,24,13,54.2,11,45.8,641,3474,1895,39,34,6,34,9,776,92,possession
ITA-Serie A,2020,Cagliari,Christian Oliva,URU,MF,24,1996,4.3,228,11,53,151,26,1,228,2,2,100.0,0,0.0,116,606,360,8,6,0,0,5,132,2,possession
ITA-Serie A,2020,Cagliari,Daniele Rugani,ITA,DF,26,1994,11.1,635,66,287,313,39,11,635,1,1,100.0,0,0.0,297,1297,654,4,6,0,4,3,353,5,possession
ITA-Serie A,2020,Cagliari,Diego Godín,URU,DF,34,1986,27.9,1862,262,991,809,74,28,1862,17,16,94.1,1,5.9,1005,5359,3131,23,13,3,7,4,1128,9,possession
ITA-Serie A,2020,Cagliari,Fabio Pisacane,ITA,DF,34,1986,2.5,121,18,64,48,10,0,121,0,0,,0,,71,293,137,1,3,0,0,1,77,0,possession
ITA-Serie A,2020,Cagliari,Fabrizio Caligara,ITA,"MF,FW",20,2000,2.0,87,7,25,35,27,1,87,3,1,33.3,2,66.7,42,214,63,1,2,0,5,3,51,2,possession
ITA-Serie A,2020,Cagliari,Gabriele Zappa,ITA,DF,20,1999,26.6,1550,76,452,605,507,41,1550,38,19,50.0,19,50.0,767,3786,2079,49,49,8,22,14,895,141,possession
ITA-Serie A,2020,Cagliari,Gastón Pereiro,URU,"MF,DF",25,1995,3.0,176,2,19,70,91,17,176,7,3,42.9,4,57.1,89,649,367,14,11,3,5,6,123,20,possession
ITA-Serie A,2020,Cagliari,Giovanni Simeone,ARG,FW,25,1995,19.3,574,23,61,272,250,77,574,23,15,65.2,8,34.8,285,1474,537,25,17,10,57,22,352,81,possession
ITA-Serie A,2020,Cagliari,Guglielmo Vicario,ITA,GK,23,1996,4.0,118,105,118,0,0,0,118,0,0,,0,,61,330,180,0,0,0,0,0,37,0,possession
ITA-Serie A,2020,Cagliari,João Pedro,ITA,"FW,MF",28,1992,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,possession
ITA-Serie A,2020,Cagliari,Kiril Despodov,BUL,FW,23,1996,0.1,4,0,0,1,3,0,4,0,0,,0,,1,1,0,0,0,0,1,0,1,0,possession
ITA-Serie A,2020,Cagliari,Kwadwo Asamoah,GHA,"DF,MF",31,1988,2.5,136,8,34,70,35,1,136,3,2,66.7,1,33.3,72,325,211,4,5,0,1,1,77,11,possession
ITA-Serie A,2020,Cagliari,Leonardo Pavoletti,ITA,FW,31,1988,17.6,587,34,79,299,213,78,587,6,3,50.0,3,50.0,244,688,167,4,4,3,41,14,437,65,possession
ITA-Serie A,2020,Cagliari,Luca Ceppitelli,ITA,DF,30,1989,16.3,989,119,462,472,61,14,989,2,2,100.0,0,0.0,512,2183,1297,10,3,0,9,2,641,4,possession
ITA-Serie A,2020,Cagliari,Marko Rog,CRO,MF,25,1995,12.9,760,29,177,461,138,8,760,31,20,64.5,11,35.5,410,2396,1409,30,26,6,20,12,493,14,possession
ITA-Serie A,2020,Cagliari,Mattéo Tramoni,FRA,"MF,FW",20,2000,0.8,34,1,10,13,11,0,34,2,0,0.0,2,100.0,13,50,14,0,1,0,2,1,14,3,possession
ITA-Serie A,2020,Cagliari,Nahitan Nández,URU,"MF,DF",24,1995,30.4,1563,66,341,707,541,63,1563,74,37,50.0,37,50.0,856,5456,2603,80,44,22,52,30,990,179,possession
ITA-Serie A,2020,Cagliari,Paolo Faragò,ITA,DF,27,1993,4.1,280,27,81,119,81,6,280,5,2,40.0,3,60.0,132,626,252,2,4,1,5,1,161,10,possession
ITA-Serie A,2020,Cagliari,Radja Nainggolan,BEL,MF,32,1988,20.5,1088,28,184,542,389,27,1088,60,29,48.3,31,51.7,633,3869,1623,49,38,5,33,33,716,78,possession
ITA-Serie A,2020,Cagliari,Ragnar Klavan,EST,DF,34,1985,8.6,492,67,265,207,23,6,492,0,0,,0,,248,1411,738,2,5,0,8,0,299,2,possession
ITA-Serie A,2020,Cagliari,Riccardo Sottil,ITA,"FW,MF",21,1999,13.2,515,3,50,204,285,49,515,59,40,67.8,19,32.2,374,3993,2185,77,53,21,29,22,380,83,possession
ITA-Serie A,2020,Cagliari,Răzvan Marin,ROU,MF,24,1996,32.9,1984,44,383,1089,543,32,1984,73,34,46.6,39,53.4,1065,6302,2962,45,48,7,49,25,1282,80,possession
ITA-Serie A,2020,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,18.0,999,132,549,427,29,7,999,10,7,70.0,3,30.0,593,3333,2102,16,10,2,10,5,659,1,possession
ITA-Serie A,2020,Crotone,Adam Ounas,ALG,"FW,MF",23,1996,13.3,649,4,70,341,261,45,649,75,57,76.0,18,24.0,407,3249,1803,56,39,22,37,23,487,66,possession
ITA-Serie A,2020,Crotone,Ahmad Benali,LBY,MF,28,1992,13.5,899,40,241,488,178,28,899,20,9,45.0,11,55.0,512,2501,1091,24,20,5,22,11,638,48,possession
ITA-Serie A,2020,Crotone,Alex Cordaz,ITA,GK,37,1983,36.0,1529,1287,1521,8,0,0,1529,1,1,100.0,0,0.0,841,4267,2352,0,0,0,1,0,720,0,possession
ITA-Serie A,2020,Crotone,Andrea Rispoli,ITA,DF,31,1988,7.2,393,29,119,140,139,10,393,7,2,28.6,5,71.4,179,1121,627,15,11,1,7,3,222,46,possession
ITA-Serie A,2020,Crotone,Antonio Mazzotta,ITA,DF,30,1989,0.6,15,1,3,8,4,1,15,1,1,100.0,0,0.0,7,60,45,1,0,0,2,0,9,2,possession
ITA-Serie A,2020,Crotone,Arkadiusz Reca,POL,DF,25,1995,25.7,1338,102,423,514,423,68,1338,63,37,58.7,26,41.3,696,4890,2631,85,40,22,48,14,719,170,possession
ITA-Serie A,2020,Crotone,Augustus Kargbo,SLE,FW,20,1999,0.4,16,0,1,6,9,0,16,2,1,50.0,1,50.0,10,31,3,0,0,0,5,3,13,5,possession
ITA-Serie A,2020,Crotone,Denis Drăguș,ROU,"FW,MF",21,1999,2.0,97,1,7,37,57,5,97,8,5,62.5,3,37.5,62,439,164,6,6,1,9,6,77,17,possession
ITA-Serie A,2020,Crotone,Eduardo Henrique,BRA,MF,25,1995,10.3,479,11,95,300,89,13,479,20,13,65.0,7,35.0,288,1480,651,15,11,2,9,17,347,34,possession
ITA-Serie A,2020,Crotone,Emmanuel Rivière,FRA,FW,30,1990,7.1,211,1,15,116,84,24,211,9,5,55.6,4,44.4,116,428,167,7,5,3,19,8,172,43,possession
ITA-Serie A,2020,Crotone,Gian Crespi,ITA,GK,19,2001,1.0,40,37,40,0,0,0,40,0,0,,0,,17,57,45,0,0,0,0,0,20,0,possession
ITA-Serie A,2020,Crotone,Giovanni Crociata,ITA,DF,22,1997,0.3,21,1,3,8,11,1,21,2,2,100.0,0,0.0,12,133,51,3,1,0,3,1,15,2,possession
ITA-Serie A,2020,Crotone,Giuseppe Cuomo,ITA,DF,22,1998,8.9,623,48,314,289,21,4,623,9,3,33.3,6,66.7,306,1545,867,6,4,0,6,7,378,5,possession
ITA-Serie A,2020,Crotone,Jacopo Petriccione,ITA,MF,25,1995,10.6,573,22,169,340,72,0,573,5,2,40.0,3,60.0,316,1403,724,8,4,0,4,4,390,6,possession
ITA-Serie A,2020,Crotone,Junior Messias,BRA,"MF,FW",29,1991,35.7,1743,72,277,796,717,96,1743,163,105,64.4,57,35.0,1077,8824,5105,166,115,30,110,58,1218,213,possession
