league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2022,Hellas Verona,Kevin Lasagna,ITA,"FW,MF",29,1992,26,17,1572,17.5,1,2,3,1,0,0,2,0,6.0,6.0,1.7,7.7,36,19,105,0.06,0.11,0.17,0.06,0.17,0.35,0.09,0.44,0.35,0.44,standard,ITA,"FW,MF",29,1992,17.5,12,6,7,3,2,6,14,42.9,8,17,1,16,5,17,13,0,defense,ITA,"FW,MF",29,1992,17.5,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.4,0.3,17,9,9,0,19,passing,ITA,"FW,MF",29,1992,17.5,2,0,0,25,22,15,13,5,6,0,0,0,64,20,68,22.7,misc,ITA,"FW,MF",29,1992,17.5,482,15,62,182,249,67,482,38,13,34.2,18,47.4,267,1736,747,36,23,14,53,34,317,105,possession,ITA,"FW,MF",29,1992,17.5,1,52,11,21.2,2.98,0.63,0.02,0.09,18.2,0,0,0,6.0,6.0,0.12,-5.0,-5.0,shooting
ITA-Serie A,2022,Napoli,Khvicha Kvaratskhelia,GEO,FW,21,2001,34,30,2518,28.0,12,10,22,10,2,2,1,0,8.2,6.6,7.7,14.2,139,91,291,0.43,0.36,0.79,0.36,0.71,0.29,0.27,0.56,0.23,0.51,standard,GEO,FW,21,2001,28.0,43,23,12,8,23,17,43,39.5,26,20,0,20,5,48,6,1,defense,GEO,FW,21,2001,28.0,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,2.3,54,41,46,8,91,passing,GEO,FW,21,2001,28.0,1,0,0,20,45,6,76,5,23,4,0,0,118,8,13,38.1,misc,GEO,FW,21,2001,28.0,1548,8,110,486,976,175,1546,199,75,37.7,107,53.8,1054,6935,3699,139,62,84,63,48,1221,291,possession,GEO,FW,21,2001,28.0,12,83,30,36.1,2.97,1.07,0.12,0.33,19.1,3,2,2,8.2,6.6,0.08,3.8,3.4,shooting
ITA-Serie A,2022,Napoli,Kim Min-jae,KOR,DF,25,1996,35,35,3050,33.9,2,2,4,2,0,0,5,0,1.0,1.0,1.9,2.9,42,169,8,0.06,0.06,0.12,0.06,0.12,0.03,0.06,0.09,0.03,0.09,standard,KOR,DF,25,1996,33.9,55,30,32,22,1,25,29,86.2,4,36,26,10,41,96,123,1,defense,KOR,DF,25,1996,33.9,2552,2812,90.8,46165,17303,1026,1090,94.1,1269,1347,94.2,214,295,72.5,2,1.9,0.9,0.1,10,201,8,2,169,passing,KOR,DF,25,1996,33.9,5,0,0,30,7,0,6,41,30,0,0,0,211,91,54,62.8,misc,KOR,DF,25,1996,33.9,3142,298,1329,1722,104,27,3142,7,4,57.1,3,42.9,1942,8608,4964,42,21,2,13,7,2349,8,possession,KOR,DF,25,1996,33.9,2,8,3,37.5,0.24,0.09,0.25,0.67,6.6,0,0,0,1.0,1.0,0.13,1.0,1.0,shooting
ITA-Serie A,2022,Udinese,Kingsley Ehizibue,NED,DF,27,1995,27,16,1535,17.1,2,0,2,2,0,0,7,0,2.0,2.0,0.9,3.0,29,40,69,0.12,0.0,0.12,0.12,0.12,0.12,0.06,0.17,0.12,0.17,standard,NED,DF,27,1995,17.1,47,31,28,13,6,29,45,64.4,16,21,3,18,10,57,42,1,defense,NED,DF,27,1995,17.1,412,565,72.9,6819,2543,191,230,83.0,169,216,78.2,38,68,55.9,0,0.9,1.1,-0.9,8,32,12,7,40,passing,NED,DF,27,1995,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9,misc,NED,DF,27,1995,17.1,779,51,267,282,236,31,779,43,14,32.6,19,44.2,400,2323,1020,29,16,7,20,11,407,69,possession,NED,DF,27,1995,17.1,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2.0,2.0,0.16,0.0,0.0,shooting
ITA-Serie A,2022,Torino,Koffi Djidji,CIV,DF,29,1992,34,26,2424,26.9,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.1,11,83,13,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,standard,CIV,DF,29,1992,26.9,50,25,32,17,1,18,32,56.3,14,29,14,15,34,84,72,0,defense,CIV,DF,29,1992,26.9,1249,1441,86.7,22239,6388,504,543,92.8,617,672,91.8,101,171,59.1,0,0.1,0.3,-0.1,2,81,5,2,83,passing,CIV,DF,29,1992,26.9,3,0,0,27,3,1,13,34,25,0,2,0,141,47,50,48.5,misc,CIV,DF,29,1992,26.9,1678,129,754,844,90,8,1678,5,4,80.0,1,20.0,919,3316,1486,11,10,0,7,6,1123,13,possession,CIV,DF,29,1992,26.9,1,8,4,50.0,0.3,0.15,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12,0.1,0.1,shooting
ITA-Serie A,2022,Empoli,Koni De Winter,BEL,DF,20,2002,14,12,1024,11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,2,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,BEL,DF,20,2002,11.4,14,9,11,3,0,5,13,38.5,8,14,12,2,6,20,65,0,defense,BEL,DF,20,2002,11.4,424,494,85.8,7908,2790,166,181,91.7,226,249,90.8,31,58,53.4,0,0.2,0.1,-0.2,2,15,1,0,22,passing,BEL,DF,20,2002,11.4,3,0,0,13,2,0,0,6,9,0,0,0,58,16,11,59.3,misc,BEL,DF,20,2002,11.4,614,118,405,207,6,0,614,2,1,50.0,1,50.0,347,1854,819,2,1,0,8,3,370,0,possession,BEL,DF,20,2002,11.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Hellas Verona,Koray Günter,GER,DF,27,1994,13,11,1003,11.1,1,0,1,1,0,0,3,0,0.9,0.9,0.9,1.9,7,36,3,0.09,0.0,0.09,0.09,0.09,0.08,0.08,0.17,0.08,0.17,standard,GER,DF,27,1994,11.1,10,6,1,8,1,4,7,57.1,3,24,15,9,30,40,46,0,defense,GER,DF,27,1994,11.1,323,422,76.5,6871,3172,102,126,81.0,160,183,87.4,58,101,57.4,0,0.9,0.3,-0.9,8,31,1,1,36,passing,GER,DF,27,1994,11.1,3,0,0,17,10,0,3,30,6,0,0,0,81,22,21,51.2,misc,GER,DF,27,1994,11.1,557,82,283,252,29,10,557,4,3,75.0,1,25.0,221,1219,733,7,6,0,3,1,230,3,possession,GER,DF,27,1994,11.1,1,9,1,11.1,0.81,0.09,0.11,1.0,14.2,0,0,0,0.9,0.9,0.1,0.1,0.1,shooting
ITA-Serie A,2022,Sampdoria,Koray Günter,GER,DF,27,1994,10,8,776,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,4,21,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,GER,DF,27,1994,8.6,10,8,6,4,0,6,9,66.7,3,10,5,5,11,21,46,0,defense,GER,DF,27,1994,8.6,344,420,81.9,6493,2308,138,157,87.9,172,198,86.9,32,55,58.2,0,0.2,0.3,-0.2,2,21,2,1,21,passing,GER,DF,27,1994,8.6,2,0,0,7,3,0,1,11,8,0,1,0,47,24,9,72.7,misc,GER,DF,27,1994,8.6,509,67,233,256,23,7,509,1,1,100.0,0,0.0,247,1070,598,4,6,0,3,0,285,2,possession,GER,DF,27,1994,8.6,0,1,0,0.0,0.12,0.0,0.0,,9.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ITA-Serie A,2022,Sassuolo,Kristian Thorstvedt,NOR,MF,23,1999,31,13,1136,12.6,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31,60,54,0.16,0.08,0.24,0.16,0.24,0.17,0.09,0.26,0.17,0.26,standard,NOR,MF,23,1999,12.6,16,7,4,9,3,6,17,35.3,11,19,5,14,14,30,13,0,defense,NOR,MF,23,1999,12.6,372,488,76.2,5598,1802,208,249,83.5,130,167,77.8,19,32,59.4,1,1.1,1.2,-0.1,10,44,6,1,60,passing,NOR,MF,23,1999,12.6,5,0,0,18,22,0,10,14,7,0,0,0,63,28,25,52.8,misc,NOR,MF,23,1999,12.6,629,20,97,366,178,36,629,15,7,46.7,2,13.3,339,1778,892,31,19,7,20,11,445,54,possession,NOR,MF,23,1999,12.6,2,20,8,40.0,1.58,0.63,0.1,0.25,16.4,0,0,0,2.1,2.1,0.11,-0.1,-0.1,shooting
ITA-Serie A,2022,Lecce,Kristijan Bistrović,CRO,MF,24,1998,11,5,461,5.1,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,4,16,8,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,standard,CRO,MF,24,1998,5.1,3,1,3,0,0,0,5,0.0,5,3,0,3,0,3,4,0,defense,CRO,MF,24,1998,5.1,101,140,72.1,1867,682,45,52,86.5,35,48,72.9,16,25,64.0,0,0.4,0.5,-0.4,6,10,2,1,16,passing,CRO,MF,24,1998,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.6,misc,CRO,MF,24,1998,5.1,168,5,29,84,55,3,168,1,1,100.0,0,0.0,83,378,119,4,1,0,3,5,99,8,possession,CRO,MF,24,1998,5.1,0,8,1,12.5,1.56,0.2,0.0,0.0,24.4,4,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting
ITA-Serie A,2022,Inter,Kristjan Asllani,ALB,MF,20,2002,20,5,592,6.6,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.5,6,29,6,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22,standard,ALB,MF,20,2002,6.6,11,5,1,8,2,7,10,70.0,3,3,1,2,6,17,4,0,defense,ALB,MF,20,2002,6.6,402,457,88.0,7554,2029,188,192,97.9,148,161,91.9,61,93,65.6,0,0.9,1.0,-0.9,11,27,6,1,29,passing,ALB,MF,20,2002,6.6,2,0,0,5,7,0,21,6,5,0,0,0,37,0,4,0.0,misc,ALB,MF,20,2002,6.6,507,8,115,309,87,2,507,5,2,40.0,3,60.0,331,1588,634,6,9,1,3,2,389,6,possession,ALB,MF,20,2002,6.6,0,11,0,0.0,1.67,0.0,0.0,,27.0,2,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
ITA-Serie A,2022,Lecce,Kristoffer Askildsen,NOR,MF,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.5,0.5,0.4,1.0,10,24,17,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,standard,NOR,MF,21,2001,8.1,7,3,2,3,2,4,10,40.0,6,15,4,11,11,18,6,0,defense,NOR,MF,21,2001,8.1,165,269,61.3,2965,1017,80,117,68.4,52,80,65.0,24,48,50.0,0,0.4,0.4,-0.4,7,20,2,0,24,passing,NOR,MF,21,2001,8.1,3,0,0,20,7,1,19,11,3,0,1,0,45,21,19,52.5,misc,NOR,MF,21,2001,8.1,351,17,68,190,97,8,351,6,3,50.0,1,16.7,131,665,336,10,2,2,13,3,176,17,possession,NOR,MF,21,2001,8.1,0,10,3,30.0,1.24,0.37,0.0,0.0,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting
ITA-Serie A,2022,Salernitana,Krzysztof Piątek,POL,FW,27,1995,33,23,2140,23.8,4,5,9,3,1,1,5,0,8.3,7.6,2.1,9.7,27,33,121,0.17,0.21,0.38,0.13,0.34,0.35,0.09,0.44,0.32,0.41,standard,POL,FW,27,1995,23.8,18,11,3,9,6,5,21,23.8,16,17,4,13,2,20,39,0,defense,POL,FW,27,1995,23.8,379,558,67.9,5117,687,219,293,74.7,110,158,69.6,17,33,51.5,5,2.1,0.8,2.9,22,24,10,0,33,passing,POL,FW,27,1995,23.8,5,0,0,39,44,22,14,2,11,0,0,0,58,90,115,43.9,misc,POL,FW,27,1995,23.8,848,45,83,433,341,84,847,24,10,41.7,10,41.7,440,2049,620,27,17,11,78,35,615,121,possession,POL,FW,27,1995,23.8,4,57,19,33.3,2.4,0.8,0.05,0.16,15.5,1,1,1,8.3,7.6,0.13,-4.3,-4.6,shooting
ITA-Serie A,2022,Lecce,Lameck Banda,ZAM,"FW,MF",21,2001,36,19,1636,18.2,2,1,3,2,0,0,6,0,3.3,3.3,1.3,4.7,86,28,160,0.11,0.06,0.17,0.11,0.17,0.18,0.07,0.26,0.18,0.26,standard,ZAM,"FW,MF",21,2001,18.2,30,20,13,14,3,15,41,36.6,26,24,2,22,8,38,5,0,defense,ZAM,"FW,MF",21,2001,18.2,278,428,65.0,3757,907,173,219,79.0,81,128,63.3,13,33,39.4,1,1.3,1.1,-0.3,14,17,7,1,28,passing,ZAM,"FW,MF",21,2001,18.2,6,0,0,31,37,11,51,8,20,0,0,0,82,7,32,17.9,misc,ZAM,"FW,MF",21,2001,18.2,720,13,75,266,403,74,720,112,48,42.9,48,42.9,505,4583,2236,86,55,38,67,36,509,160,possession,ZAM,"FW,MF",21,2001,18.2,2,36,12,33.3,1.98,0.66,0.06,0.17,19.0,0,0,0,3.3,3.3,0.09,-1.3,-1.3,shooting
ITA-Serie A,2022,Salernitana,Lassana Coulibaly,MLI,MF,26,1996,35,34,2892,32.1,3,3,6,3,0,0,12,0,0.8,0.8,1.8,2.6,52,120,59,0.09,0.09,0.19,0.09,0.19,0.03,0.06,0.08,0.03,0.08,standard,MLI,MF,26,1996,32.1,84,50,42,35,7,30,73,41.1,43,35,7,28,25,109,33,2,defense,MLI,MF,26,1996,32.1,978,1174,83.3,15588,4473,489,554,88.3,399,453,88.1,57,92,62.0,3,1.8,1.5,1.2,20,91,10,1,120,passing,MLI,MF,26,1996,32.1,12,0,0,53,50,1,10,25,50,0,0,0,222,29,38,43.3,misc,MLI,MF,26,1996,32.1,1540,86,399,933,245,17,1540,93,48,51.6,39,41.9,917,5811,2571,52,39,7,61,33,962,59,possession,MLI,MF,26,1996,32.1,3,16,6,37.5,0.5,0.19,0.19,0.5,20.8,0,0,0,0.8,0.8,0.05,2.2,2.2,shooting
ITA-Serie A,2022,Inter,Lautaro Martínez,ARG,FW,24,1997,38,27,2576,28.6,21,6,27,20,1,2,3,0,18.1,16.5,5.4,21.9,49,83,172,0.73,0.21,0.94,0.7,0.91,0.63,0.19,0.82,0.58,0.76,standard,ARG,FW,24,1997,28.6,25,14,3,15,7,7,23,30.4,16,31,1,30,13,38,16,1,defense,ARG,FW,24,1997,28.6,503,681,73.9,7435,1886,262,340,77.1,167,204,81.9,32,44,72.7,6,5.4,2.9,0.6,46,39,25,1,83,passing,ARG,FW,24,1997,28.6,3,0,0,46,63,13,14,13,14,1,0,0,95,40,42,48.8,misc,ARG,FW,24,1997,28.6,1085,23,90,474,536,171,1083,72,29,40.3,31,43.1,619,2854,1336,49,33,22,75,48,793,172,possession,ARG,FW,24,1997,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0,1,2,18.1,16.5,0.14,2.9,3.5,shooting
ITA-Serie A,2022,Udinese,Lazar Samardzic,SRB,MF,20,2002,37,19,1848,20.5,5,4,9,5,0,0,1,0,2.4,2.4,3.7,6.1,34,100,65,0.24,0.19,0.44,0.24,0.44,0.12,0.18,0.3,0.12,0.3,standard,SRB,MF,20,2002,20.5,33,16,9,20,4,17,43,39.5,26,13,0,13,11,44,16,0,defense,SRB,MF,20,2002,20.5,715,893,80.1,13984,4303,295,332,88.9,266,308,86.4,130,206,63.1,4,3.7,2.9,0.3,48,82,21,6,100,passing,SRB,MF,20,2002,20.5,1,0,0,26,13,0,92,11,16,0,0,0,107,9,22,29.0,misc,SRB,MF,20,2002,20.5,1098,20,160,572,381,38,1098,64,28,43.8,34,53.1,619,3575,1568,34,33,7,29,20,716,65,possession,SRB,MF,20,2002,20.5,5,50,18,36.0,2.44,0.88,0.1,0.28,25.7,7,0,0,2.4,2.4,0.05,2.6,2.6,shooting
ITA-Serie A,2022,Juventus,Leandro Paredes,ARG,MF,28,1994,25,8,977,10.9,1,0,1,1,0,0,7,1,0.6,0.6,1.9,2.5,11,72,11,0.09,0.0,0.09,0.09,0.09,0.06,0.18,0.23,0.06,0.23,standard,ARG,MF,28,1994,10.9,19,13,7,11,1,10,22,45.5,12,8,0,8,17,36,22,0,defense,ARG,MF,28,1994,10.9,681,778,87.5,12988,4913,263,280,93.9,316,339,93.2,92,140,65.7,0,1.9,2.5,-1.9,21,65,12,2,72,passing,ARG,MF,28,1994,10.9,7,1,0,20,10,0,51,17,13,0,1,0,75,4,3,57.1,misc,ARG,MF,28,1994,10.9,868,41,216,494,161,4,868,6,4,66.7,1,16.7,473,1989,1029,11,10,2,5,4,587,11,possession,ARG,MF,28,1994,10.9,1,16,2,12.5,1.47,0.18,0.06,0.5,26.6,4,0,0,0.6,0.6,0.04,0.4,0.4,shooting
ITA-Serie A,2022,Spezia,Leandro Sanca,GNB,"FW,MF",22,2000,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GNB,"FW,MF",22,2000,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,defense,GNB,"FW,MF",22,2000,0.4,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,GNB,"FW,MF",22,2000,0.4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,2,0.0,misc,GNB,"FW,MF",22,2000,0.4,17,0,1,6,11,0,17,5,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3,possession,GNB,"FW,MF",22,2000,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Napoli,Leo Skiri Østigård,NOR,DF,22,1999,7,4,419,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,23,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,NOR,DF,22,1999,4.7,4,1,3,1,0,1,1,100.0,0,3,3,0,6,10,18,1,defense,NOR,DF,22,1999,4.7,306,357,85.7,6056,2161,108,118,91.5,150,173,86.7,41,55,74.5,0,0.0,0.1,0.0,0,26,0,0,23,passing,NOR,DF,22,1999,4.7,1,0,0,2,4,0,0,6,1,0,0,0,18,30,7,81.1,misc,NOR,DF,22,1999,4.7,401,35,176,209,17,2,401,0,0,,0,,259,1619,939,5,5,0,4,0,271,1,possession,NOR,DF,22,1999,4.7,0,3,0,0.0,0.64,0.0,0.0,,20.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2022,Juventus,Leonardo Bonucci,ITA,DF,35,1987,16,9,879,9.8,1,0,1,1,0,1,2,0,1.1,0.3,0.2,0.5,2,28,1,0.1,0.0,0.1,0.1,0.1,0.11,0.02,0.13,0.03,0.05,standard,ITA,DF,35,1987,9.8,5,4,1,4,0,2,4,50.0,2,12,8,4,13,18,29,0,defense,ITA,DF,35,1987,9.8,508,580,87.6,10749,4060,139,149,93.3,295,316,93.4,71,106,67.0,0,0.2,0.3,-0.2,4,35,4,0,28,passing,ITA,DF,35,1987,9.8,2,0,0,11,5,1,0,13,4,0,0,0,48,20,23,46.5,misc,ITA,DF,35,1987,9.8,658,102,326,326,10,7,657,1,1,100.0,0,0.0,405,1630,854,2,2,0,3,1,460,1,possession,ITA,DF,35,1987,9.8,1,4,1,25.0,0.41,0.1,0.25,1.0,12.0,0,0,1,1.1,0.3,0.07,-0.1,0.7,shooting
ITA-Serie A,2022,Udinese,Leonardo Buta,POR,DF,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,DF,20,2002,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,defense,POR,DF,20,2002,0.2,10,13,76.9,166,54,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,POR,DF,20,2002,0.2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,,misc,POR,DF,20,2002,0.2,14,0,2,7,5,0,14,0,0,,0,,10,66,43,1,0,0,0,0,12,1,possession,POR,DF,20,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Cremonese,Leonardo Sernicola,ITA,DF,25,1997,32,27,2317,25.7,2,2,4,2,0,0,11,0,1.3,1.3,2.3,3.7,60,62,95,0.08,0.08,0.16,0.08,0.16,0.05,0.09,0.14,0.05,0.14,standard,ITA,DF,25,1997,25.7,45,33,25,13,7,29,43,67.4,14,23,6,17,38,83,55,0,defense,ITA,DF,25,1997,25.7,615,945,65.1,10638,4546,293,352,83.2,239,389,61.4,64,143,44.8,2,2.3,2.2,-0.3,25,50,29,21,62,passing,ITA,DF,25,1997,25.7,11,0,0,40,43,3,118,38,33,0,1,0,136,29,21,58.0,misc,ITA,DF,25,1997,25.7,1220,67,352,498,387,24,1220,57,24,42.1,22,38.6,592,3716,2045,60,45,5,28,21,610,95,possession,ITA,DF,25,1997,25.7,2,25,5,20.0,0.97,0.19,0.08,0.4,21.3,0,0,0,1.3,1.3,0.05,0.7,0.7,shooting
ITA-Serie A,2022,Roma,Leonardo Spinazzola,ITA,DF,29,1993,26,18,1654,18.4,1,4,5,1,0,0,3,0,1.0,1.0,2.0,3.0,107,63,87,0.05,0.22,0.27,0.05,0.27,0.06,0.11,0.16,0.06,0.16,standard,ITA,DF,29,1993,18.4,15,8,7,6,2,8,23,34.8,15,13,3,10,9,24,25,0,defense,ITA,DF,29,1993,18.4,750,989,75.8,13111,4315,355,408,87.0,300,385,77.9,78,144,54.2,4,2.0,2.0,2.0,21,37,26,12,63,passing,ITA,DF,29,1993,18.4,3,0,0,13,13,1,57,9,8,0,0,0,99,9,8,52.9,misc,ITA,DF,29,1993,18.4,1157,36,296,560,319,41,1157,59,25,42.4,28,47.5,698,5327,3192,107,52,24,26,11,745,87,possession,ITA,DF,29,1993,18.4,1,10,6,60.0,0.54,0.33,0.1,0.17,18.7,0,0,0,1.0,1.0,0.1,0.0,0.0,shooting
ITA-Serie A,2022,Bologna,Lewis Ferguson,SCO,"MF,FW",22,1999,32,27,2314,25.7,7,0,7,7,0,0,4,0,4.7,4.7,1.0,5.7,31,88,114,0.27,0.0,0.27,0.27,0.27,0.18,0.04,0.22,0.18,0.22,standard,SCO,"MF,FW",22,1999,25.7,44,25,16,20,8,20,40,50.0,20,22,7,15,19,63,25,0,defense,SCO,"MF,FW",22,1999,25.7,1039,1218,85.3,14524,2797,632,690,91.6,332,376,88.3,37,68,54.4,0,1.0,1.2,-1.0,16,70,12,0,88,passing,SCO,"MF,FW",22,1999,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9,misc,SCO,"MF,FW",22,1999,25.7,1472,44,272,794,415,69,1472,25,9,36.0,12,48.0,830,3488,1460,31,37,7,33,16,1129,114,possession,SCO,"MF,FW",22,1999,25.7,7,43,18,41.9,1.67,0.7,0.16,0.39,15.5,0,0,0,4.7,4.7,0.11,2.3,2.3,shooting
ITA-Serie A,2022,Empoli,Liam Henderson,SCO,MF,26,1996,25,11,1007,11.2,0,1,1,0,0,0,9,0,0.5,0.5,1.4,1.9,11,38,38,0.0,0.09,0.09,0.0,0.09,0.04,0.12,0.17,0.04,0.17,standard,SCO,MF,26,1996,11.2,13,10,6,5,2,4,21,19.0,17,10,2,8,10,23,10,0,defense,SCO,MF,26,1996,11.2,432,545,79.3,7210,2156,188,212,88.7,194,222,87.4,33,76,43.4,1,1.4,0.9,-0.4,17,31,12,9,38,passing,SCO,MF,26,1996,11.2,9,0,0,35,12,2,35,10,10,0,0,0,61,6,11,35.3,misc,SCO,MF,26,1996,11.2,622,19,135,353,142,14,622,5,0,0.0,5,100.0,368,1669,709,11,9,0,11,6,440,38,possession,SCO,MF,26,1996,11.2,0,12,5,41.7,1.07,0.45,0.0,0.0,23.5,1,0,0,0.5,0.5,0.04,-0.5,-0.5,shooting
ITA-Serie A,2022,Empoli,Liberato Cacace,NZL,DF,21,2000,12,5,587,6.5,0,0,0,0,0,0,1,0,0.6,0.6,0.6,1.2,21,41,31,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,standard,NZL,DF,21,2000,6.5,25,10,12,8,5,9,15,60.0,6,15,7,8,4,29,16,0,defense,NZL,DF,21,2000,6.5,338,424,79.7,5441,1880,169,188,89.9,143,173,82.7,20,42,47.6,0,0.6,0.7,-0.6,8,24,1,1,41,passing,NZL,DF,21,2000,6.5,1,0,0,9,4,0,29,4,10,0,2,0,38,7,21,25.0,misc,NZL,DF,21,2000,6.5,525,33,166,243,122,12,525,20,8,40.0,10,50.0,242,1509,814,21,14,4,6,7,292,31,possession,NZL,DF,21,2000,6.5,0,7,1,14.3,1.07,0.15,0.0,0.0,19.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,shooting
