nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
NGA,"FW,MF",27-173,1997,19.7,538,739,72.8,7587,2152,338,392,86.2,139,195,71.3,35,77,45.5,5,5.3,6.3,-0.3,50,25,27,8,53,ITA-Serie A,2024,passing
ITA,MF,19-290,2005,0.1,11,12,91.7,196,29,5,6,83.3,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,4,0,0,0,ITA-Serie A,2024,passing
ENG,DF,27-086,1998,0.3,8,10,80.0,122,16,5,5,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,1,ITA-Serie A,2024,passing
ALB,DF,32-051,1993,23.9,1213,1375,88.2,21462,5919,470,510,92.2,623,678,91.9,93,131,71.0,2,1.3,0.6,0.7,10,62,9,3,91,ITA-Serie A,2024,passing
BEL,"MF,FW",24-032,2001,19.9,646,852,75.8,9596,2533,377,445,84.7,209,278,75.2,40,64,62.5,5,5.3,4.1,-0.3,34,70,44,9,114,ITA-Serie A,2024,passing
ITA,"FW,MF",23-182,2001,1.1,23,36,63.9,301,44,17,23,73.9,4,5,80.0,1,1,100.0,0,0.0,0.1,0.0,0,1,1,0,2,ITA-Serie A,2024,passing
ITA,DF,32-304,1992,18.2,776,932,83.3,12191,3841,428,460,93.0,281,341,82.4,48,87,55.2,2,1.9,2.6,0.1,21,45,32,21,82,ITA-Serie A,2024,passing
ITA,"MF,FW",19-069,2006,0.2,5,6,83.3,54,9,5,5,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,ITA-Serie A,2024,passing
ITA,FW,26-100,1999,0.1,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,DF,21-121,2003,3.0,165,195,84.6,2779,1088,78,87,89.7,67,75,89.3,13,20,65.0,0,0.0,0.1,0.0,0,14,2,0,20,ITA-Serie A,2024,passing
GHA,MF,21-324,2003,1.4,98,111,88.3,1698,362,40,45,88.9,50,55,90.9,6,6,100.0,0,0.0,0.1,0.0,0,12,0,0,6,ITA-Serie A,2024,passing
SWE,DF,26-088,1999,20.9,979,1089,89.9,19026,5932,277,311,89.1,603,641,94.1,90,109,82.6,0,0.1,0.1,-0.1,1,36,0,0,42,ITA-Serie A,2024,passing
COL,"DF,MF",36-320,1988,7.6,375,478,78.5,6459,1695,198,229,86.5,132,165,80.0,41,65,63.1,2,1.4,1.7,0.6,16,27,19,2,48,ITA-Serie A,2024,passing
ARG,GK,30-340,1994,1.0,17,33,51.5,486,331,2,2,100.0,9,9,100.0,6,22,27.3,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
SRB,"MF,FW",23-046,2002,11.6,495,631,78.4,8608,2025,251,285,88.1,172,224,76.8,62,97,63.9,1,1.7,3.2,-0.7,29,51,26,3,79,ITA-Serie A,2024,passing
ITA,MF,25-081,2000,9.3,270,344,78.5,3715,718,174,194,89.7,84,109,77.1,5,16,31.3,2,0.9,0.7,1.1,6,21,8,2,27,ITA-Serie A,2024,passing
ITA,GK,24-284,2000,28.0,656,880,74.5,18042,11996,87,87,100.0,381,382,99.7,187,408,45.8,0,0.2,0.0,-0.2,1,8,0,0,0,ITA-Serie A,2024,passing
ITA,DF,20-039,2005,1.2,53,71,74.6,745,242,32,39,82.1,18,22,81.8,1,4,25.0,0,0.1,0.3,-0.1,2,5,1,1,4,ITA-Serie A,2024,passing
CRO,MF,30-061,1995,17.7,1015,1155,87.9,17751,5009,419,462,90.7,496,545,91.0,83,108,76.9,3,3.0,1.8,0.0,27,113,19,1,116,ITA-Serie A,2024,passing
NED,"MF,DF",34-013,1991,28.0,1629,1877,86.8,30185,9269,603,665,90.7,847,933,90.8,149,224,66.5,3,1.8,2.2,1.2,20,196,21,3,205,ITA-Serie A,2024,passing
ITA,FW,25-347,1999,19.9,341,441,77.3,4777,662,210,245,85.7,103,128,80.5,15,25,60.0,4,3.2,1.6,0.8,27,20,4,0,30,ITA-Serie A,2024,passing
ITA,DF,22-274,2002,17.0,969,1144,84.7,15169,4001,543,586,92.7,358,410,87.3,51,100,51.0,2,1.7,1.5,0.3,20,59,20,18,95,ITA-Serie A,2024,passing
NED,MF,24-295,2000,0.2,7,9,77.8,109,22,2,3,66.7,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,ITA-Serie A,2024,passing
ITA,"FW,MF",25-283,1999,4.0,85,102,83.3,1138,252,53,58,91.4,25,33,75.8,3,6,50.0,2,0.5,0.6,1.5,7,5,5,0,13,ITA-Serie A,2024,passing
CIV,DF,24-097,2001,8.0,407,465,87.5,7371,2542,167,184,90.8,194,215,90.2,40,52,76.9,0,0.0,0.1,0.0,1,34,2,0,29,ITA-Serie A,2024,passing
ITA,DF,34-183,1990,3.8,216,243,88.9,3428,1071,108,115,93.9,96,103,93.2,10,17,58.8,0,0.2,0.5,-0.2,3,17,5,0,22,ITA-Serie A,2024,passing
ITA,DF,24-329,2000,21.2,794,1029,77.2,12604,3619,408,454,89.9,319,405,78.8,51,107,47.7,6,3.1,3.7,2.9,24,36,20,16,73,ITA-Serie A,2024,passing
POR,GK,37-055,1988,2.0,55,62,88.7,1307,770,10,10,100.0,38,38,100.0,7,14,50.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
BIH,DF,31-295,1993,20.7,1106,1261,87.7,17039,5978,596,638,93.4,443,500,88.6,45,74,60.8,2,1.8,1.5,0.2,17,105,12,2,141,ITA-Serie A,2024,passing
AUT,DF,27-332,1997,3.8,179,217,82.5,2858,1024,101,104,97.1,65,75,86.7,11,28,39.3,0,0.0,0.1,0.0,0,20,2,0,19,ITA-Serie A,2024,passing
SRB,"FW,MF",21-019,2004,0.7,4,6,66.7,44,0,4,6,66.7,0,0,,0,0,,0,0.1,0.1,-0.1,2,0,0,0,0,ITA-Serie A,2024,passing
BRA,MF,25-278,1999,26.6,1411,1626,86.8,26040,7049,543,615,88.3,712,764,93.2,139,188,73.9,1,3.7,4.4,-2.7,29,156,35,5,173,ITA-Serie A,2024,passing
ARG,FW,21-204,2003,10.9,223,284,78.5,3010,523,155,176,88.1,53,66,80.3,9,16,56.3,2,0.4,0.9,1.6,6,9,12,1,26,ITA-Serie A,2024,passing
GRE,DF,31-171,1993,9.6,426,593,71.8,8451,2819,160,186,86.0,209,266,78.6,52,116,44.8,4,1.5,1.8,2.5,16,39,10,9,42,ITA-Serie A,2024,passing
SUI,FW,24-168,2000,20.0,454,613,74.1,7076,1557,259,304,85.2,151,197,76.6,29,56,51.8,3,2.3,1.7,0.7,20,31,22,2,65,ITA-Serie A,2024,passing
ITA,DF,28-126,1996,4.9,268,326,82.2,4595,1632,127,139,91.4,110,123,89.4,26,44,59.1,1,0.9,0.3,0.1,10,22,8,3,34,ITA-Serie A,2024,passing
SWE,DF,24-333,2000,10.8,498,642,77.6,9450,3033,208,240,86.7,231,280,82.5,56,102,54.9,1,0.4,0.6,0.6,7,45,10,4,45,ITA-Serie A,2024,passing
ESP,FW,21-230,2003,0.1,7,8,87.5,84,6,5,5,100.0,2,2,100.0,0,0,,0,0.2,0.2,-0.2,2,0,0,0,0,ITA-Serie A,2024,passing
ITA,GK,25-151,1999,8.7,271,340,79.7,6637,4377,51,51,100.0,158,158,100.0,60,129,46.5,0,0.0,0.0,0.0,1,10,0,0,0,ITA-Serie A,2024,passing
ITA,MF,22-087,2003,9.8,128,174,73.6,1882,259,76,92,82.6,46,57,80.7,3,10,30.0,1,1.1,0.2,-0.1,6,10,5,1,12,ITA-Serie A,2024,passing
DEN,"MF,FW",26-011,1999,19.2,355,475,74.7,5206,1285,206,233,88.4,117,161,72.7,19,37,51.4,1,1.8,1.4,-0.8,15,31,15,3,44,ITA-Serie A,2024,passing
SWE,FW,26-260,1998,3.3,72,96,75.0,962,159,42,53,79.2,27,31,87.1,1,4,25.0,0,0.1,0.1,-0.1,2,2,2,1,6,ITA-Serie A,2024,passing
COL,DF,26-289,1998,22.9,1495,1643,91.0,28269,8759,541,578,93.6,775,808,95.9,156,223,70.0,1,0.3,0.6,0.7,7,93,0,0,86,ITA-Serie A,2024,passing
ESP,DF,25-082,2000,20.6,1164,1548,75.2,22682,8120,430,481,89.4,567,685,82.8,153,331,46.2,6,5.1,4.6,0.9,45,124,43,26,126,ITA-Serie A,2024,passing
POL,MF,20-216,2004,2.7,106,126,84.1,1689,395,52,60,86.7,44,46,95.7,7,10,70.0,0,0.5,0.3,-0.5,9,14,5,1,15,ITA-Serie A,2024,passing
SCO,MF,25-230,1999,7.9,396,457,86.7,6838,1537,176,192,91.7,186,206,90.3,28,39,71.8,1,0.9,0.6,0.1,10,41,5,0,34,ITA-Serie A,2024,passing
ITA,DF,36-323,1988,8.5,324,405,80.0,5687,2360,142,162,87.7,152,186,81.7,25,42,59.5,0,0.3,0.3,-0.3,5,28,5,4,32,ITA-Serie A,2024,passing
CRO,DF,27-077,1998,3.2,198,217,91.2,4223,1313,49,52,94.2,120,128,93.8,27,34,79.4,0,0.0,0.0,0.0,0,12,0,0,11,ITA-Serie A,2024,passing
SUI,MF,28-095,1997,5.7,261,296,88.2,4614,1080,119,128,93.0,110,120,91.7,27,34,79.4,0,0.3,0.6,-0.3,7,29,3,1,26,ITA-Serie A,2024,passing
ITA,FW,24-104,2000,3.6,97,133,72.9,1381,383,56,67,83.6,31,41,75.6,5,8,62.5,3,1.7,1.5,1.3,7,7,9,5,15,ITA-Serie A,2024,passing
ITA,DF,27-056,1998,7.7,348,397,87.7,6856,2297,107,121,88.4,212,228,93.0,27,33,81.8,0,0.3,0.3,-0.3,2,15,1,0,18,ITA-Serie A,2024,passing
CRO,MF,27-030,1998,12.3,599,745,80.4,11724,3081,231,271,85.2,258,307,84.0,95,139,68.3,2,0.8,1.0,1.2,19,91,9,2,89,ITA-Serie A,2024,passing
MAR,MF,23-317,2001,0.1,3,4,75.0,55,0,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
SUI,MF,32-361,1992,29.0,1435,1632,87.9,23774,6047,657,709,92.7,664,729,91.1,83,132,62.9,2,1.3,1.4,0.7,31,170,22,4,178,ITA-Serie A,2024,passing
ITA,FW,28-077,1997,16.1,358,520,68.8,6351,1904,168,199,84.4,142,205,69.3,38,71,53.5,3,3.2,2.5,-0.2,26,31,25,9,61,ITA-Serie A,2024,passing
NED,DF,26-145,1998,28.5,1572,1823,86.2,31688,9914,461,516,89.3,941,1002,93.9,158,269,58.7,1,0.9,1.0,0.1,10,146,10,3,135,ITA-Serie A,2024,passing
ENG,"FW,MF",21-189,2003,1.3,62,87,71.3,1038,245,30,35,85.7,25,34,73.5,5,12,41.7,0,0.1,0.2,-0.1,1,4,3,1,7,ITA-Serie A,2024,passing
ARG,FW,20-194,2004,23.7,329,426,77.2,6016,904,135,165,81.8,138,164,84.1,39,51,76.5,4,2.3,1.5,1.7,26,22,6,0,36,ITA-Serie A,2024,passing
AUT,DF,27-332,1997,7.9,396,505,78.4,7784,2928,144,174,82.8,181,211,85.8,65,96,67.7,0,0.7,0.5,-0.7,10,40,11,7,36,ITA-Serie A,2024,passing
NED,"FW,MF",24-251,2000,7.9,137,191,71.7,1906,293,82,107,76.6,38,53,71.7,7,10,70.0,0,0.4,0.2,-0.4,7,8,3,0,10,ITA-Serie A,2024,passing
ITA,MF,25-270,1999,10.3,296,355,83.4,4806,1249,147,165,89.1,128,146,87.7,15,30,50.0,2,1.3,0.8,0.7,10,38,4,2,30,ITA-Serie A,2024,passing
POL,GK,33-341,1991,22.3,702,907,77.4,18931,12181,90,90,100.0,413,421,98.1,197,391,50.4,0,0.0,0.0,0.0,0,15,0,0,0,ITA-Serie A,2024,passing
SVK,DF,22-231,2002,10.4,347,460,75.4,5724,2329,177,202,87.6,140,167,83.8,24,57,42.1,1,0.4,0.2,0.6,10,33,4,1,46,ITA-Serie A,2024,passing
ALB,GK,27-117,1997,6.0,149,198,75.3,3658,2598,38,38,100.0,73,74,98.6,37,85,43.5,0,0.0,0.0,0.0,1,2,0,0,0,ITA-Serie A,2024,passing
ITA,MF,29-253,1995,12.6,301,415,72.5,5178,1340,140,173,80.9,128,164,78.0,26,43,60.5,1,0.6,0.6,0.4,3,34,6,1,31,ITA-Serie A,2024,passing
CGO,MF,26-267,1998,18.9,827,929,89.0,13300,3260,407,428,95.1,369,400,92.3,38,69,55.1,1,0.4,0.7,0.6,3,57,10,3,76,ITA-Serie A,2024,passing
ITA,GK,23-229,2001,12.0,315,476,66.2,9918,7921,35,35,100.0,149,152,98.0,130,288,45.1,0,0.0,0.0,0.0,0,6,0,0,0,ITA-Serie A,2024,passing
ROU,"FW,MF",27-001,1998,1.8,45,55,81.8,604,191,28,32,87.5,15,17,88.2,0,2,0.0,0,0.0,0.0,0.0,1,3,1,0,4,ITA-Serie A,2024,passing
ITA,DF,25-110,1999,27.5,1084,1397,77.6,18385,9045,510,564,90.4,479,592,80.9,79,173,45.7,0,3.1,3.1,-3.1,24,102,22,13,113,ITA-Serie A,2024,passing
ITA,"MF,FW",24-341,2000,9.8,213,299,71.2,3526,945,111,140,79.3,66,95,69.5,28,40,70.0,3,1.2,1.6,1.8,19,23,12,0,35,ITA-Serie A,2024,passing
PER,"FW,MF",35-063,1990,3.4,38,63,60.3,433,77,30,40,75.0,6,12,50.0,0,3,0.0,0,0.1,0.2,-0.1,3,3,1,0,7,ITA-Serie A,2024,passing
ARG,DF,35-096,1990,7.1,309,374,82.6,5918,2298,102,114,89.5,169,191,88.5,32,53,60.4,0,0.0,0.1,0.0,0,16,2,0,23,ITA-Serie A,2024,passing
ZAM,"MF,FW",22-096,2003,0.9,14,20,70.0,166,14,10,13,76.9,3,5,60.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,ITA-Serie A,2024,passing
ITA,"FW,MF",36-136,1988,3.8,82,135,60.7,1045,323,52,75,69.3,22,35,62.9,1,5,20.0,0,1.0,0.7,-1.0,9,8,6,0,17,ITA-Serie A,2024,passing
POL,DF,28-059,1997,2.0,82,95,86.3,1672,723,19,21,90.5,56,60,93.3,6,11,54.5,0,0.2,0.2,-0.2,1,3,1,0,5,ITA-Serie A,2024,passing
ITA,MF,21-104,2003,5.4,157,215,73.0,3163,890,56,67,83.6,74,89,83.1,25,53,47.2,0,0.7,0.4,-0.7,6,17,4,1,17,ITA-Serie A,2024,passing
ITA,"MF,FW",23-359,2001,9.7,178,258,69.0,2324,747,122,156,78.2,46,62,74.2,5,14,35.7,3,1.0,0.7,2.0,9,11,3,0,18,ITA-Serie A,2024,passing
FRA,MF,24-266,2000,20.3,640,764,83.8,10118,2948,329,381,86.4,271,306,88.6,28,48,58.3,1,2.0,0.9,-1.0,16,71,10,2,76,ITA-Serie A,2024,passing
ITA,"DF,FW",25-296,1999,24.0,444,659,67.4,7286,2410,239,295,81.0,158,220,71.8,38,83,45.8,0,1.9,1.9,-1.9,22,32,26,18,44,ITA-Serie A,2024,passing
ITA,"MF,FW",35-181,1989,12.1,262,410,63.9,4685,1861,134,162,82.7,75,123,61.0,43,88,48.9,1,1.8,2.5,-0.8,24,33,10,2,44,ITA-Serie A,2024,passing
BRA,DF,30-270,1994,4.7,126,180,70.0,2228,889,58,74,78.4,53,69,76.8,12,29,41.4,0,0.9,0.7,-0.9,5,7,6,4,13,ITA-Serie A,2024,passing
ITA,FW,24-074,2001,28.8,289,433,66.7,3858,686,179,244,73.4,91,122,74.6,6,11,54.5,1,0.9,0.5,0.1,13,30,5,0,32,ITA-Serie A,2024,passing
ROU,MF,28-323,1996,12.7,480,623,77.0,8719,2802,223,256,87.1,195,230,84.8,55,115,47.8,2,3.0,3.0,-1.0,30,51,17,2,71,ITA-Serie A,2024,passing
ITA,DF,28-217,1996,31.0,1172,1392,84.2,21971,7400,391,423,92.4,688,756,91.0,85,187,45.5,3,1.3,0.7,1.7,8,78,5,1,86,ITA-Serie A,2024,passing
ITA,GK,28-315,1996,13.0,286,407,70.3,8534,6695,48,49,98.0,125,126,99.2,113,229,49.3,0,0.0,0.0,0.0,0,5,0,0,0,ITA-Serie A,2024,passing
ITA,"DF,FW",30-224,1994,23.5,899,1273,70.6,15656,6556,434,491,88.4,373,505,73.9,88,204,43.1,5,3.9,4.0,1.1,32,62,33,24,95,ITA-Serie A,2024,passing
COL,DF,30-200,1994,25.1,1098,1283,85.6,20268,7691,410,453,90.5,587,648,90.6,87,149,58.4,0,0.3,0.7,-0.3,4,57,6,1,70,ITA-Serie A,2024,passing
ANG,"FW,MF",23-033,2002,13.3,142,240,59.2,2107,569,90,115,78.3,42,76,55.3,8,23,34.8,1,1.6,1.0,-0.6,11,13,9,4,24,ITA-Serie A,2024,passing
ITA,FW,28-360,1996,1.0,15,23,65.2,184,7,10,16,62.5,2,4,50.0,1,1,100.0,0,0.0,0.1,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,DF,26-180,1998,20.3,894,1020,87.6,16693,5441,310,336,92.3,507,547,92.7,65,110,59.1,2,0.7,0.4,1.3,5,33,1,0,36,ITA-Serie A,2024,passing
ESP,DF,32-280,1992,15.7,729,878,83.0,12744,4389,318,347,91.6,335,385,87.0,61,108,56.5,0,1.0,1.4,-1.0,16,54,18,10,64,ITA-Serie A,2024,passing
ITA,"FW,MF",30-275,1994,1.2,23,40,57.5,358,80,11,17,64.7,12,13,92.3,0,2,0.0,1,0.8,0.2,0.2,4,2,1,0,5,ITA-Serie A,2024,passing
ITA,"DF,FW",34-069,1991,4.2,162,215,75.3,3009,899,64,75,85.3,75,90,83.3,20,40,50.0,0,0.2,0.2,-0.2,3,6,3,3,6,ITA-Serie A,2024,passing
IRQ,"FW,DF",21-081,2004,0.1,7,9,77.8,71,35,6,6,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,ITA-Serie A,2024,passing
GAM,"FW,DF",23-159,2001,17.7,428,572,74.8,6049,1609,243,274,88.7,137,188,72.9,22,40,55.0,3,3.9,1.9,-0.9,22,13,24,5,35,ITA-Serie A,2024,passing
GRE,FW,25-252,1999,2.2,29,38,76.3,351,65,21,24,87.5,5,7,71.4,2,3,66.7,0,0.1,0.2,-0.1,2,2,0,0,1,ITA-Serie A,2024,passing
ITA,FW,31-112,1993,6.6,90,120,75.0,1072,178,59,71,83.1,17,25,68.0,4,6,66.7,0,0.4,0.1,-0.4,7,5,1,0,9,ITA-Serie A,2024,passing
SEN,"FW,MF",19-216,2005,12.0,212,269,78.8,2896,636,132,155,85.2,65,74,87.8,7,11,63.6,1,0.4,0.5,0.6,8,10,13,0,33,ITA-Serie A,2024,passing
CIV,MF,25-028,2000,0.6,23,24,95.8,452,148,8,9,88.9,13,13,100.0,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,3,ITA-Serie A,2024,passing
ITA,MF,33-030,1992,0.2,24,27,88.9,437,123,7,8,87.5,16,17,94.1,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4,ITA-Serie A,2024,passing
ENG,MF,29-000,1996,0.1,3,3,100.0,21,4,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,DF,31-160,1993,22.1,1027,1200,85.6,19088,7215,395,417,94.7,530,583,90.9,85,158,53.8,0,0.1,0.3,-0.1,3,62,5,1,59,ITA-Serie A,2024,passing
IDN,GK,28-083,1997,8.0,209,253,82.6,4830,3117,51,51,100.0,118,120,98.3,40,82,48.8,0,0.0,0.0,0.0,0,1,0,0,0,ITA-Serie A,2024,passing
ITA,DF,31-222,1993,4.8,258,292,88.4,4163,1406,132,143,92.3,106,117,90.6,15,26,57.7,0,0.0,0.0,0.0,0,18,2,0,25,ITA-Serie A,2024,passing
BRA,DF,19-089,2006,1.9,77,98,78.6,1441,479,37,40,92.5,27,32,84.4,12,17,70.6,0,0.1,0.0,-0.1,1,6,1,0,8,ITA-Serie A,2024,passing
BRA,"FW,MF",27-358,1997,24.7,744,988,75.3,11529,2989,412,463,89.0,218,285,76.5,65,132,49.2,3,3.0,3.0,0.0,47,58,24,7,91,ITA-Serie A,2024,passing
BEL,DF,23-010,2002,11.8,470,578,81.3,7156,2207,253,275,92.0,187,230,81.3,18,39,46.2,1,0.5,0.4,0.5,9,24,5,3,33,ITA-Serie A,2024,passing
CRO,DF,24-237,2000,6.0,287,351,81.8,5176,1601,135,149,90.6,114,133,85.7,35,63,55.6,0,0.1,0.1,-0.1,1,17,3,0,23,ITA-Serie A,2024,passing
FRA,GK,29-307,1995,13.0,436,542,80.4,11472,8104,79,80,98.8,228,230,99.1,128,229,55.9,0,0.0,0.0,0.0,0,13,0,0,1,ITA-Serie A,2024,passing
FRA,FW,26-344,1998,2.3,48,62,77.4,696,125,30,37,81.1,16,20,80.0,1,1,100.0,0,0.0,0.0,0.0,1,5,0,0,4,ITA-Serie A,2024,passing
ITA,MF,29-147,1995,3.7,156,197,79.2,2770,917,73,80,91.3,60,75,80.0,19,29,65.5,1,0.6,0.6,0.4,6,21,4,0,27,ITA-Serie A,2024,passing
FRA,MF,23-306,2001,22.4,1081,1289,83.9,17631,4733,546,598,91.3,401,452,88.7,91,165,55.2,1,2.6,3.5,-1.6,39,95,21,7,104,ITA-Serie A,2024,passing
GER,DF,30-073,1995,23.1,1212,1388,87.3,21242,8018,517,557,92.8,582,625,93.1,93,162,57.4,0,1.2,1.1,-1.2,10,96,9,1,75,ITA-Serie A,2024,passing
ITA,DF,25-311,1999,2.9,115,152,75.7,1728,523,61,67,91.0,43,55,78.2,5,17,29.4,0,0.1,0.2,-0.1,1,8,2,1,16,ITA-Serie A,2024,passing
AUT,MF,23-015,2002,3.0,128,146,87.7,2154,616,60,64,93.8,55,61,90.2,10,16,62.5,0,0.0,0.0,0.0,0,13,0,0,18,ITA-Serie A,2024,passing
FRA,MF,25-055,2000,7.5,263,318,82.7,4189,1683,144,163,88.3,92,110,83.6,22,30,73.3,3,1.1,0.5,1.9,13,44,10,1,39,ITA-Serie A,2024,passing
ARG,MF,22-094,2003,15.2,880,977,90.1,14134,4705,447,471,94.9,355,385,92.2,56,77,72.7,2,1.5,1.0,0.5,23,71,11,0,71,ITA-Serie A,2024,passing
KVX,DF,30-069,1995,2.0,124,152,81.6,2183,717,52,55,94.5,60,70,85.7,10,21,47.6,1,1.2,0.1,-0.2,4,9,2,1,13,ITA-Serie A,2024,passing
ARG,"MF,FW",20-215,2004,24.0,784,973,80.6,11004,3197,476,534,89.1,236,278,84.9,39,80,48.8,5,4.7,3.1,0.3,46,86,34,2,132,ITA-Serie A,2024,passing
DEN,MF,28-305,1996,0.1,1,1,100.0,21,7,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,FW,27-098,1998,20.3,303,436,69.5,3973,614,185,237,78.1,87,118,73.7,7,19,36.8,3,2.0,1.9,1.0,18,15,9,2,26,ITA-Serie A,2024,passing
ESP,GK,42-223,1982,10.0,234,311,75.2,6015,4357,55,55,100.0,112,115,97.4,67,141,47.5,0,0.0,0.0,0.0,0,3,0,0,0,ITA-Serie A,2024,passing
ESP,MF,33-063,1992,7.6,451,499,90.4,5970,1405,298,321,92.8,124,128,96.9,13,19,68.4,1,0.7,0.5,0.3,15,28,5,0,35,ITA-Serie A,2024,passing
ITA,"MF,FW",32-273,1992,1.3,31,60,51.7,576,243,16,24,66.7,10,15,66.7,5,15,33.3,0,0.5,0.6,-0.5,6,2,3,3,5,ITA-Serie A,2024,passing
GER,"MF,DF",24-063,2001,12.0,563,637,88.4,8722,2155,292,316,92.4,226,243,93.0,27,40,67.5,1,1.4,1.4,-0.4,11,37,2,0,51,ITA-Serie A,2024,passing
ESP,DF,20-351,2004,7.9,379,444,85.4,5894,2103,202,217,93.1,152,168,90.5,17,34,50.0,0,0.4,0.3,-0.4,6,28,7,3,30,ITA-Serie A,2024,passing
ITA,MF,30-035,1995,18.9,495,659,75.1,8378,2640,206,251,82.1,251,313,80.2,26,60,43.3,0,0.8,0.6,-0.8,6,47,6,0,54,ITA-Serie A,2024,passing
ALB,DF,28-193,1996,22.9,686,799,85.9,13855,4670,161,180,89.4,455,498,91.4,66,109,60.6,0,0.0,0.1,0.0,0,6,0,0,24,ITA-Serie A,2024,passing
CIV,"FW,MF",27-126,1997,5.6,93,153,60.8,1277,304,53,83,63.9,26,47,55.3,6,7,85.7,0,0.7,0.6,-0.7,8,9,8,1,13,ITA-Serie A,2024,passing
COL,GK,26-334,1998,25.0,527,865,60.9,15650,11575,72,72,100.0,258,268,96.3,197,522,37.7,0,0.0,0.1,0.0,0,21,1,0,0,ITA-Serie A,2024,passing
SWE,"MF,FW",22-290,2002,2.1,30,44,68.2,444,85,17,24,70.8,11,14,78.6,1,1,100.0,0,0.1,0.1,-0.1,2,2,2,0,5,ITA-Serie A,2024,passing
GHA,"DF,FW",31-090,1994,29.1,681,877,77.7,10422,3671,367,423,86.8,249,309,80.6,40,74,54.1,1,0.5,1.4,0.5,10,37,12,6,40,ITA-Serie A,2024,passing
ENG,MF,23-139,2001,10.9,309,382,80.9,5431,1868,139,163,85.3,139,156,89.1,24,42,57.1,3,1.6,1.1,1.4,16,37,13,1,50,ITA-Serie A,2024,passing
ITA,FW,37-248,1987,0.1,2,2,100.0,26,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
ITA,"DF,FW",27-133,1997,26.0,683,1022,66.8,11335,4800,341,408,83.6,266,377,70.6,59,155,38.1,3,3.5,3.6,-0.5,29,42,23,17,65,ITA-Serie A,2024,passing
CIV,"FW,MF",19-013,2006,0.7,9,21,42.9,166,39,5,14,35.7,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,ITA-Serie A,2024,passing
ITA,MF,19-296,2005,0.3,6,11,54.5,113,46,4,4,100.0,1,3,33.3,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,ITA-Serie A,2024,passing
ITA,"MF,FW",22-026,2003,8.9,164,224,73.2,2511,732,87,103,84.5,60,76,78.9,9,21,42.9,0,0.2,0.3,-0.2,5,14,3,0,25,ITA-Serie A,2024,passing
ITA,GK,20-053,2005,1.0,14,22,63.6,384,277,1,1,100.0,9,10,90.0,4,10,40.0,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
FRA,"DF,FW",28-216,1996,3.4,86,129,66.7,1504,722,34,44,77.3,42,55,76.4,6,23,26.1,0,0.2,0.2,-0.2,4,10,7,5,18,ITA-Serie A,2024,passing
SCO,MF,28-351,1996,21.6,586,810,72.3,10241,3270,241,298,80.9,269,332,81.0,53,137,38.7,2,2.9,2.2,-0.9,27,69,18,8,83,ITA-Serie A,2024,passing
NZL,"DF,MF",24-196,2000,19.4,518,748,69.3,8796,3620,236,283,83.4,204,274,74.5,53,131,40.5,2,1.2,1.1,0.8,19,44,12,5,55,ITA-Serie A,2024,passing
ITA,"FW,MF",23-034,2002,21.9,304,454,67.0,4408,886,171,221,77.4,87,128,68.0,22,43,51.2,2,2.8,0.8,-0.8,18,20,10,2,37,ITA-Serie A,2024,passing
ITA,DF,19-072,2006,0.0,4,4,100.0,72,24,0,0,,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ITA-Serie A,2024,passing
