league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,stat_type
ESP-La Liga,2024,Athletic Club,Mikel Jauregizar,ESP,MF,21-150,2003,19.5,746,913,81.7,14091,3889,290,334,86.8,349,406,86.0,99,145,68.3,1,1.3,1.1,-0.3,21,89,9,1,97,passing
ESP-La Liga,2024,Athletic Club,Mikel Vesga,ESP,MF,31-325,1993,8.6,359,441,81.4,6411,1875,152,171,88.9,163,197,82.7,39,58,67.2,0,0.6,0.5,-0.6,11,42,4,0,55,passing
ESP-La Liga,2024,Athletic Club,Nico Williams,ESP,FW,22-273,2002,20.8,472,671,70.3,7322,1665,273,327,83.5,150,201,74.6,35,83,42.2,5,3.5,4.1,1.5,39,22,28,8,66,passing
ESP-La Liga,2024,Athletic Club,Nicolás Serrano,ESP,FW,22-037,2003,1.2,25,44,56.8,342,90,14,18,77.8,11,15,73.3,0,9,0.0,0,0.0,0.1,0.0,1,2,1,1,4,passing
ESP-La Liga,2024,Athletic Club,Oihan Sancet,ESP,MF,24-351,2000,15.3,398,486,81.9,6089,1494,226,260,86.9,141,167,84.4,22,34,64.7,1,1.4,1.2,-0.4,17,59,13,1,81,passing
ESP-La Liga,2024,Athletic Club,Peio Canales,ESP,"MF,FW",20-084,2005,1.4,45,57,78.9,765,104,22,24,91.7,19,23,82.6,3,9,33.3,0,0.1,0.1,-0.1,2,3,1,0,3,passing
ESP-La Liga,2024,Athletic Club,Unai Gómez,ESP,"MF,FW",21-321,2003,10.1,157,225,69.8,2444,582,78,101,77.2,59,77,76.6,14,28,50.0,2,0.8,0.8,1.2,8,19,1,0,20,passing
ESP-La Liga,2024,Athletic Club,Unai Núñez,ESP,DF,28-071,1997,5.5,259,294,88.1,5824,2212,49,57,86.0,172,181,95.0,37,53,69.8,0,0.1,0.1,-0.1,1,14,1,0,23,passing
ESP-La Liga,2024,Athletic Club,Unai Simón,ESP,GK,27-304,1997,13.0,282,393,71.8,7987,6438,39,39,100.0,158,161,98.1,85,192,44.3,0,0.0,0.0,0.0,0,1,0,0,0,passing
ESP-La Liga,2024,Athletic Club,Yeray Álvarez,ESP,DF,30-077,1995,16.8,828,985,84.1,16893,5953,243,273,89.0,493,530,93.0,91,164,55.5,0,0.2,0.4,-0.2,4,75,3,2,101,passing
ESP-La Liga,2024,Athletic Club,Yuri Berchiche,ESP,DF,35-060,1990,17.7,921,1091,84.4,16327,5888,427,473,90.3,407,473,86.0,80,118,67.8,2,2.1,1.8,-0.1,17,101,13,6,123,passing
ESP-La Liga,2024,Athletic Club,Álex Berenguer,ESP,"FW,MF",29-281,1995,19.8,500,743,67.3,8216,2066,265,311,85.2,174,234,74.4,48,143,33.6,7,4.5,3.7,2.5,39,36,25,10,63,passing
ESP-La Liga,2024,Athletic Club,Álvaro djaló,ESP,FW,25-238,1999,5.1,54,80,67.5,857,183,30,38,78.9,18,30,60.0,5,8,62.5,0,0.7,0.5,-0.7,3,5,3,2,7,passing
ESP-La Liga,2024,Athletic Club,Óscar de Marcos,ESP,DF,35-362,1989,14.3,684,860,79.5,12047,4454,314,352,89.2,302,357,84.6,67,120,55.8,4,1.9,1.6,2.1,17,87,21,14,84,passing
ESP-La Liga,2024,Atlético Madrid,Adrian Niño,ESP,FW,20-296,2004,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Atlético Madrid,Alexander Sørloth,NOR,FW,29-127,1995,12.6,176,279,63.1,2211,430,107,167,64.1,48,70,68.6,4,6,66.7,2,1.5,0.6,0.5,10,12,8,1,23,passing
ESP-La Liga,2024,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",34-021,1991,24.0,921,1261,73.0,14593,4064,511,597,85.6,270,387,69.8,101,176,57.4,5,5.5,5.2,-0.5,41,88,40,10,123,passing
ESP-La Liga,2024,Atlético Madrid,Axel Witsel,BEL,DF,36-089,1989,8.5,443,492,90.0,8151,3042,159,175,90.9,248,270,91.9,33,40,82.5,1,0.5,0.6,0.5,2,16,0,0,18,passing
ESP-La Liga,2024,Atlético Madrid,Clément Lenglet,FRA,DF,29-298,1995,17.3,924,1068,86.5,18777,7617,282,306,92.2,522,560,93.2,116,184,63.0,1,1.1,0.7,-0.1,4,61,0,0,66,passing
ESP-La Liga,2024,Atlético Madrid,Conor Gallagher,ENG,MF,25-064,2000,14.2,556,649,85.7,7549,1690,344,375,91.7,175,203,86.2,12,28,42.9,2,1.1,1.0,0.9,11,36,11,1,48,passing
ESP-La Liga,2024,Atlético Madrid,César Azpilicueta,ESP,DF,35-226,1989,7.8,474,549,86.3,7453,2895,239,256,93.4,199,224,88.8,25,54,46.3,0,0.0,0.4,0.0,2,38,4,1,52,passing
ESP-La Liga,2024,Atlético Madrid,Giuliano Simeone,ARG,"MF,DF",22-114,2002,15.8,444,590,75.3,5383,1544,307,356,86.2,103,144,71.5,7,19,36.8,5,3.6,3.3,1.4,16,23,19,7,34,passing
ESP-La Liga,2024,Atlético Madrid,Jan Oblak,SVN,GK,32-094,1993,29.0,602,765,78.7,16321,11110,108,108,100.0,308,311,99.0,183,342,53.5,0,0.0,0.0,0.0,0,6,0,0,0,passing
ESP-La Liga,2024,Atlético Madrid,Javi Galán,ESP,DF,30-143,1994,13.7,604,727,83.1,8945,2463,360,391,92.1,189,233,81.1,40,63,63.5,2,2.7,1.9,-0.7,9,34,14,8,40,passing
ESP-La Liga,2024,Atlético Madrid,José María Giménez,URU,DF,30-081,1995,18.2,985,1081,91.1,20354,7522,275,293,93.9,571,598,95.5,129,174,74.1,1,0.2,0.2,0.8,2,43,0,0,48,passing
ESP-La Liga,2024,Atlético Madrid,Juan Musso,ARG,GK,30-340,1994,1.0,23,29,79.3,443,264,5,5,100.0,16,16,100.0,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Atlético Madrid,Julián Álvarez,ARG,"FW,MF",25-070,2000,21.5,536,724,74.0,7754,1776,304,370,82.2,165,203,81.3,33,75,44.0,2,3.0,3.2,-1.0,27,30,25,4,65,passing
ESP-La Liga,2024,Atlético Madrid,Koke,ESP,MF,33-093,1992,16.3,1003,1151,87.1,15981,4813,512,560,91.4,378,414,91.3,73,113,64.6,1,1.1,1.3,-0.1,9,95,16,4,94,passing
ESP-La Liga,2024,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",30-071,1995,19.9,949,1111,85.4,14356,3957,521,560,93.0,338,386,87.6,55,87,63.2,4,3.7,2.6,0.3,21,60,17,11,71,passing
ESP-La Liga,2024,Atlético Madrid,Nahuel Molina,ARG,DF,27-005,1998,15.3,818,1025,79.8,12270,4538,466,512,91.0,284,358,79.3,43,90,47.8,3,1.3,1.5,1.7,11,39,17,5,53,passing
ESP-La Liga,2024,Atlético Madrid,Pablo Barrios,ESP,MF,21-300,2003,20.8,1032,1199,86.1,16511,4449,543,591,91.9,399,442,90.3,66,107,61.7,2,1.4,1.4,0.6,20,113,14,2,110,passing
ESP-La Liga,2024,Atlético Madrid,Reinildo Mandava,MOZ,DF,31-080,1994,10.5,515,612,84.2,7852,2969,284,302,94.0,204,247,82.6,20,45,44.4,0,0.1,0.2,-0.1,2,24,2,0,34,passing
ESP-La Liga,2024,Atlético Madrid,Robin Le Normand,ESP,DF,28-151,1996,17.6,855,946,90.4,14785,4463,326,343,95.0,474,497,95.4,41,85,48.2,0,0.5,1.0,-0.5,3,36,2,0,43,passing
ESP-La Liga,2024,Atlético Madrid,Rodrigo De Paul,ARG,MF,30-322,1994,18.0,1087,1340,81.1,18511,5734,537,592,90.7,397,469,84.6,123,208,59.1,3,3.9,4.3,-0.9,32,135,43,11,177,passing
ESP-La Liga,2024,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",25-009,2000,5.0,183,234,78.2,2477,697,110,127,86.6,56,65,86.2,6,22,27.3,1,0.7,0.6,0.3,13,15,8,1,21,passing
ESP-La Liga,2024,Atlético Madrid,Samuel Lino,BRA,"MF,DF",25-109,1999,13.9,525,666,78.8,8134,1915,296,336,88.1,170,209,81.3,41,60,68.3,2,2.2,1.3,-0.2,15,36,19,4,60,passing
ESP-La Liga,2024,Atlético Madrid,Thomas Lemar,FRA,MF,29-150,1995,0.5,20,24,83.3,421,168,3,4,75.0,14,16,87.5,3,4,75.0,0,0.2,0.1,-0.2,2,0,2,0,4,passing
ESP-La Liga,2024,Atlético Madrid,Ángel Correa,ARG,"FW,MF",30-033,1995,7.7,175,236,74.2,2324,637,109,132,82.6,44,59,74.6,8,17,47.1,1,1.2,1.6,-0.2,8,17,8,1,21,passing
ESP-La Liga,2024,Barcelona,Alejandro Balde,ESP,DF,21-175,2003,22.7,1134,1296,87.5,16850,3556,625,673,92.9,441,486,90.7,39,65,60.0,4,3.4,2.7,0.6,26,46,36,11,84,passing
ESP-La Liga,2024,Barcelona,Andreas Christensen,DEN,DF,29-001,1996,0.3,14,16,87.5,254,77,4,5,80.0,10,11,90.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Barcelona,Ansu Fati,ESP,FW,22-162,2002,1.4,53,63,84.1,607,86,40,42,95.2,10,13,76.9,1,3,33.3,0,0.1,0.2,-0.1,1,2,3,0,3,passing
ESP-La Liga,2024,Barcelona,Dani Olmo,ESP,"MF,FW",26-339,1998,10.1,359,453,79.2,5523,1668,207,231,89.6,109,133,82.0,27,37,73.0,2,2.6,3.2,-0.6,17,34,23,1,62,passing
ESP-La Liga,2024,Barcelona,Eric García,ESP,"MF,DF",24-092,2001,11.7,817,883,92.5,14168,4986,310,343,90.4,440,457,96.3,45,52,86.5,1,0.4,0.8,0.6,4,98,6,0,75,passing
ESP-La Liga,2024,Barcelona,Fermin López,ESP,"MF,FW",21-335,2003,8.8,347,417,83.2,5179,1272,194,217,89.4,109,127,85.8,21,34,61.8,4,2.2,3.1,1.8,14,37,14,4,47,passing
ESP-La Liga,2024,Barcelona,Ferrán Torres,ESP,"FW,MF",25-041,2000,9.6,217,291,74.6,2838,650,134,159,84.3,58,74,78.4,11,28,39.3,3,1.8,1.6,1.2,12,15,13,2,28,passing
ESP-La Liga,2024,Barcelona,Frenkie de Jong,NED,MF,27-334,1997,8.0,645,689,93.6,9700,2727,358,364,98.4,233,248,94.0,30,37,81.1,2,1.8,1.6,0.2,16,78,7,0,67,passing
ESP-La Liga,2024,Barcelona,Gavi,ESP,"MF,FW",20-249,2004,7.7,360,418,86.1,5329,1299,201,215,93.5,117,136,86.0,21,27,77.8,1,1.2,1.0,-0.2,9,40,7,1,40,passing
ESP-La Liga,2024,Barcelona,Gerard Martín,ESP,DF,23-100,2002,7.1,399,474,84.2,6248,1881,210,231,90.9,157,178,88.2,21,37,56.8,2,0.7,1.2,1.3,7,19,11,2,26,passing
ESP-La Liga,2024,Barcelona,Héctor Fort,ESP,DF,18-252,2006,4.2,278,310,89.7,3963,909,156,163,95.7,92,105,87.6,11,13,84.6,0,0.7,1.2,-0.7,6,17,1,0,15,passing
ESP-La Liga,2024,Barcelona,Iñaki Peña,ESP,GK,26-040,1999,14.5,521,588,88.6,11685,6528,84,85,98.8,359,362,99.2,76,139,54.7,0,0.0,0.0,0.0,0,0,0,0,3,passing
ESP-La Liga,2024,Barcelona,Iñigo Martínez,ESP,DF,33-329,1991,22.7,1848,2029,91.1,35215,11975,672,711,94.5,990,1042,95.0,174,239,72.8,3,2.3,1.6,0.7,13,196,6,1,206,passing
ESP-La Liga,2024,Barcelona,Jules Koundé,FRA,DF,26-150,1998,26.9,1690,1953,86.5,26386,7646,847,917,92.4,729,833,87.5,69,111,62.2,3,3.8,3.6,-0.8,30,141,25,6,155,passing
ESP-La Liga,2024,Barcelona,Lamine Yamal,ESP,FW,17-272,2007,24.8,834,1127,74.0,11775,3430,520,614,84.7,242,333,72.7,39,81,48.1,11,11.2,8.8,-0.2,51,60,75,12,126,passing
ESP-La Liga,2024,Barcelona,Marc Bernal,ESP,MF,17-320,2007,2.7,148,160,92.5,2634,623,66,71,93.0,72,77,93.5,10,11,90.9,0,0.0,0.1,0.0,1,12,0,0,8,passing
ESP-La Liga,2024,Barcelona,Marc Casado,ESP,MF,21-209,2003,17.9,1221,1367,89.3,18725,4279,654,706,92.6,472,500,94.4,62,94,66.0,3,1.4,1.8,1.6,9,138,6,0,107,passing
ESP-La Liga,2024,Barcelona,Marc-André ter Stegen,GER,GK,32-346,1992,5.5,186,203,91.6,4679,3174,17,17,100.0,125,127,98.4,44,59,74.6,0,0.0,0.0,0.0,0,1,1,0,0,passing
ESP-La Liga,2024,Barcelona,Pablo Torre,ESP,"MF,FW",22-008,2003,3.4,180,220,81.8,2702,678,96,108,88.9,65,73,89.0,11,21,52.4,1,0.8,1.3,0.2,8,13,4,1,17,passing
ESP-La Liga,2024,Barcelona,Pau Cubarsí,ESP,DF,18-079,2007,24.9,2188,2345,93.3,41149,14343,741,777,95.4,1251,1300,96.2,174,228,76.3,3,1.6,0.9,1.4,9,189,4,1,176,passing
ESP-La Liga,2024,Barcelona,Pau Victor Delgado,ESP,FW,23-136,2001,2.5,82,101,81.2,1188,203,49,53,92.5,28,37,75.7,4,5,80.0,1,0.8,0.3,0.2,5,4,3,0,8,passing
ESP-La Liga,2024,Barcelona,Pedri,ESP,MF,22-137,2002,25.1,1709,1982,86.2,29203,7466,827,881,93.9,672,764,88.0,172,249,69.1,4,5.7,7.6,-1.7,51,232,58,4,264,passing
ESP-La Liga,2024,Barcelona,Raphinha,BRA,"FW,MF",28-118,1996,25.0,808,1166,69.3,13904,3982,409,494,82.8,281,376,74.7,95,205,46.3,8,10.6,8.3,-2.6,75,69,54,14,115,passing
ESP-La Liga,2024,Barcelona,Robert Lewandowski,POL,FW,36-233,1988,25.5,343,466,73.6,4394,852,220,268,82.1,79,104,76.0,13,26,50.0,2,2.3,1.4,-0.3,19,28,9,0,45,passing
ESP-La Liga,2024,Barcelona,Ronald Araújo,URU,DF,26-035,1999,4.6,397,427,93.0,7713,2169,106,116,91.4,248,257,96.5,34,42,81.0,1,0.4,0.2,0.6,3,25,3,0,25,passing
ESP-La Liga,2024,Barcelona,Sergi Dominguez,ESP,DF,20-010,2005,1.9,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0,0.0,0.0,0.0,0,13,0,0,13,passing
ESP-La Liga,2024,Barcelona,Wojciech Szczęsny,POL,GK,34-358,1990,10.0,284,321,88.5,6311,3865,54,54,100.0,186,189,98.4,42,74,56.8,0,0.0,0.0,0.0,0,0,0,0,0,passing
ESP-La Liga,2024,Betis,Abde Ezzalzouli,MAR,"FW,MF",23-115,2001,17.9,442,627,70.5,5509,1624,305,376,81.1,110,160,68.8,9,29,31.0,1,1.7,1.6,-0.7,23,34,15,2,58,passing
ESP-La Liga,2024,Betis,Adrián,ESP,GK,38-098,1987,11.0,270,364,74.2,6954,4765,39,40,97.5,150,153,98.0,80,166,48.2,0,0.0,0.0,0.0,0,3,0,0,0,passing
ESP-La Liga,2024,Betis,Aitor Ruibal,ESP,"DF,FW",29-020,1996,9.1,258,320,80.6,3918,1615,144,152,94.7,86,108,79.6,19,35,54.3,2,1.3,0.8,0.7,15,21,8,4,27,passing
ESP-La Liga,2024,Betis,Antony,BRA,FW,25-046,2000,8.4,310,394,78.7,4219,1067,193,226,85.4,82,103,79.6,14,27,51.9,2,2.6,1.6,-0.6,25,17,21,5,28,passing
ESP-La Liga,2024,Betis,Assane Diao,SEN,FW,19-216,2005,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2,1.5,0.6,0.5,8,2,1,1,1,passing
ESP-La Liga,2024,Betis,Carlos Guirao,ESP,MF,21-349,2003,1.2,36,46,78.3,539,117,19,21,90.5,12,13,92.3,3,5,60.0,0,0.0,0.0,0.0,0,3,0,0,2,passing
ESP-La Liga,2024,Betis,Cucho,COL,FW,25-356,1999,6.1,111,157,70.7,1796,492,56,76,73.7,28,40,70.0,14,18,77.8,0,1.1,0.4,-1.1,6,13,5,1,22,passing
ESP-La Liga,2024,Betis,Cédric Bakambu,COD,FW,34-000,1991,6.4,64,98,65.3,758,164,45,61,73.8,14,25,56.0,1,2,50.0,2,0.6,0.8,1.4,8,9,5,0,11,passing
ESP-La Liga,2024,Betis,Diego Llorente,ESP,DF,31-238,1993,27.5,1352,1563,86.5,26834,8749,394,433,91.0,806,859,93.8,142,243,58.4,0,0.3,0.4,-0.3,6,65,3,0,79,passing
ESP-La Liga,2024,Betis,Ezequiel Ávila,ARG,FW,31-064,1994,7.5,166,238,69.7,2762,614,89,110,80.9,56,78,71.8,16,30,53.3,0,1.0,1.0,-1.0,15,1,11,6,18,passing
ESP-La Liga,2024,Betis,Fran Vieites,ESP,GK,25-339,1999,4.0,76,119,63.9,2047,1345,15,15,100.0,37,37,100.0,24,67,35.8,0,0.0,0.0,0.0,0,2,0,0,0,passing
ESP-La Liga,2024,Betis,Giovani Lo Celso,ARG,"MF,FW",29-002,1996,12.4,548,710,77.2,9214,3311,261,305,85.6,201,245,82.0,60,107,56.1,2,3.6,3.8,-1.6,28,69,27,1,101,passing
ESP-La Liga,2024,Betis,Héctor Bellerín,ESP,DF,30-023,1995,5.8,248,304,81.6,3882,1457,125,138,90.6,110,136,80.9,10,21,47.6,1,2.0,2.1,-1.0,7,14,4,2,24,passing
