nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
FRA,DF,24,1998,3.8,229,20,80,109,43,4,229,9,3,33.3,5,55.6,120,639,326,8,6,1,5,1,110,6,FRA-Ligue 1,2023,possession
FRA,MF,31,1991,30.7,2283,58,434,1212,682,52,2276,108,55,50.9,42,38.9,1525,8329,3398,39,59,8,59,38,1409,108,FRA-Ligue 1,2023,possession
TUN,FW,32,1991,12.6,483,14,67,233,192,52,483,38,14,36.8,23,60.5,363,2339,1031,27,22,10,31,14,351,76,FRA-Ligue 1,2023,possession
FRA,MF,16,2006,0.1,3,0,1,1,2,0,3,1,0,0.0,1,100.0,5,31,0,0,1,0,0,1,3,1,FRA-Ligue 1,2023,possession
FRA,"FW,MF",25,1998,3.2,134,1,11,57,68,8,134,12,6,50.0,6,50.0,103,742,257,7,8,0,14,9,103,28,FRA-Ligue 1,2023,possession
FRA,"FW,MF",29,1994,6.8,423,8,46,177,204,26,423,31,10,32.3,14,45.2,346,2364,1179,41,25,13,17,13,327,73,FRA-Ligue 1,2023,possession
COM,FW,20,2003,0.1,5,0,0,3,2,0,5,1,1,100.0,0,0.0,3,12,4,0,0,0,1,0,2,1,FRA-Ligue 1,2023,possession
BRA,"MF,FW",22,2000,2.6,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19,FRA-Ligue 1,2023,possession
FRA,GK,24,1999,27.7,1081,914,1075,6,0,0,1081,1,0,0.0,0,0.0,768,3646,1792,0,0,0,1,0,561,0,FRA-Ligue 1,2023,possession
FRA,DF,17,2006,0.1,7,1,4,3,1,0,7,0,0,,0,,4,42,5,0,0,0,1,0,3,0,FRA-Ligue 1,2023,possession
CIV,"FW,MF",20,2002,5.6,212,4,19,91,110,23,212,25,13,52.0,11,44.0,152,1195,585,23,15,7,19,9,140,45,FRA-Ligue 1,2023,possession
SRB,GK,35,1988,0.3,8,7,8,0,0,0,8,0,0,,0,,6,38,16,0,0,0,0,0,4,0,FRA-Ligue 1,2023,possession
BRA,MF,26,1997,19.7,1248,66,310,757,195,14,1248,8,2,25.0,4,50.0,892,4287,1756,12,16,1,16,8,806,18,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,0.1,5,1,3,2,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,FRA-Ligue 1,2023,possession
SUI,DF,25,1998,22.2,1280,204,680,581,32,9,1280,2,1,50.0,1,50.0,910,4794,2354,7,6,0,5,1,825,3,FRA-Ligue 1,2023,possession
FRA,DF,27,1996,1.0,63,2,14,31,20,1,63,3,0,0.0,3,100.0,43,288,131,5,4,0,0,0,39,5,FRA-Ligue 1,2023,possession
FRA,"MF,FW",31,1991,23.1,1298,27,170,628,508,58,1298,35,13,37.1,20,57.1,939,4799,1549,27,31,9,40,15,867,145,FRA-Ligue 1,2023,possession
FRA,"MF,FW",20,2003,0.1,3,1,3,0,0,0,3,1,0,0.0,1,100.0,1,4,0,0,0,0,0,0,1,0,FRA-Ligue 1,2023,possession
CMR,"FW,MF",24,1999,2.0,77,1,4,24,51,10,77,1,0,0.0,1,100.0,64,438,109,7,2,3,4,3,62,26,FRA-Ligue 1,2023,possession
ALG,DF,20,2003,1.2,120,5,25,57,39,2,120,0,0,,0,,91,592,301,6,3,0,4,3,84,17,FRA-Ligue 1,2023,possession
CMR,DF,28,1995,27.4,1560,149,659,758,150,22,1560,14,8,57.1,6,42.9,1111,5891,2885,24,22,1,15,7,1004,31,FRA-Ligue 1,2023,possession
HAI,DF,26,1997,15.0,894,53,324,444,133,6,894,15,9,60.0,6,40.0,621,3240,1644,18,28,1,21,8,556,23,FRA-Ligue 1,2023,possession
FRA,DF,25,1998,8.9,430,34,130,193,107,4,430,7,3,42.9,4,57.1,242,1402,609,12,10,0,11,7,232,21,FRA-Ligue 1,2023,possession
SEN,MF,22,2000,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,FRA-Ligue 1,2023,possession
FRA,"DF,FW",27,1996,16.5,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65,FRA-Ligue 1,2023,possession
BRA,"FW,MF",20,2003,1.7,99,3,17,42,40,8,99,7,4,57.1,3,42.9,66,308,115,2,2,1,2,6,60,11,FRA-Ligue 1,2023,possession
FRA,FW,20,2003,11.6,386,9,36,153,209,65,386,33,19,57.6,14,42.4,294,1979,906,28,24,14,50,14,287,87,FRA-Ligue 1,2023,possession
NGA,"FW,MF",28,1995,19.9,706,6,50,233,441,117,705,89,47,52.8,38,42.7,571,5417,2905,146,53,55,60,37,561,214,FRA-Ligue 1,2023,possession
EGY,FW,25,1997,22.2,673,34,85,322,280,103,670,35,15,42.9,18,51.4,430,2709,740,23,18,10,82,37,456,115,FRA-Ligue 1,2023,possession
FRA,MF,33,1989,20.2,823,47,175,452,211,19,823,22,10,45.5,11,50.0,580,3296,1644,30,25,1,23,8,512,59,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,11.4,580,65,298,273,9,3,580,0,0,,0,,399,2126,1219,1,2,0,4,0,369,2,FRA-Ligue 1,2023,possession
FRA,DF,24,1999,9.9,485,24,164,214,113,11,485,10,2,20.0,4,40.0,263,1352,588,11,9,2,10,8,242,30,FRA-Ligue 1,2023,possession
FRA,DF,35,1987,17.7,1005,180,521,450,42,7,1005,12,9,75.0,3,25.0,596,3249,1623,6,6,0,6,3,520,2,FRA-Ligue 1,2023,possession
ESP,MF,26,1997,28.8,1935,61,373,1260,310,26,1935,8,5,62.5,2,25.0,1529,6608,2446,10,23,4,23,14,1440,55,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,14.3,984,39,245,452,297,19,984,19,10,52.6,9,47.4,661,3678,1787,34,38,5,17,6,596,62,FRA-Ligue 1,2023,possession
FRA,DF,25,1998,6.6,376,35,153,146,82,8,376,8,4,50.0,4,50.0,216,1426,659,12,13,0,9,3,202,12,FRA-Ligue 1,2023,possession
FRA,GK,27,1996,6.0,237,209,237,0,0,0,237,0,0,,0,,132,787,511,0,0,0,0,0,76,0,FRA-Ligue 1,2023,possession
COD,MF,26,1996,12.3,634,20,144,361,134,21,634,12,5,41.7,6,50.0,446,2333,1197,20,17,2,19,9,393,33,FRA-Ligue 1,2023,possession
FRA,"FW,MF",19,2004,0.9,42,1,7,20,15,3,42,6,4,66.7,2,33.3,27,188,92,3,1,1,4,1,26,2,FRA-Ligue 1,2023,possession
ZIM,"FW,MF",27,1996,8.7,315,9,36,159,125,30,314,24,9,37.5,12,50.0,214,1179,407,15,5,6,26,19,215,53,FRA-Ligue 1,2023,possession
FRA,MF,25,1998,5.6,330,7,46,157,135,14,330,24,16,66.7,8,33.3,237,1427,735,15,20,1,11,11,222,25,FRA-Ligue 1,2023,possession
GUI,"FW,DF",20,2002,0.8,58,1,5,19,36,5,58,10,3,30.0,6,60.0,35,353,161,5,5,1,2,0,28,8,FRA-Ligue 1,2023,possession
SEN,DF,19,2004,4.6,291,28,142,125,27,3,291,9,6,66.7,3,33.3,209,1092,505,3,3,0,1,0,192,6,FRA-Ligue 1,2023,possession
ALG,FW,18,2004,1.8,104,0,9,36,59,10,104,11,4,36.4,6,54.5,86,617,221,10,10,1,5,2,79,24,FRA-Ligue 1,2023,possession
ALG,FW,23,2000,0.1,15,0,0,4,11,1,15,1,0,0.0,1,100.0,10,56,23,1,0,1,1,1,9,6,FRA-Ligue 1,2023,possession
BRA,DF,39,1983,31.6,3067,325,1402,1592,87,20,3067,5,4,80.0,1,20.0,2477,12006,6060,13,20,1,14,5,2315,6,FRA-Ligue 1,2023,possession
FRA,MF,17,2006,0.2,11,0,0,6,5,1,11,1,0,0.0,1,100.0,8,32,23,1,0,0,0,0,9,0,FRA-Ligue 1,2023,possession
CIV,FW,22,2001,17.3,565,6,59,233,285,103,563,64,24,37.5,36,56.3,411,3021,1104,40,29,14,82,50,420,114,FRA-Ligue 1,2023,possession
FRA,"FW,MF",29,1994,21.2,780,9,77,333,377,101,778,50,17,34.0,33,66.0,559,2788,1068,33,24,16,27,26,548,161,FRA-Ligue 1,2023,possession
ALG,MF,23,1999,17.9,909,30,185,521,218,45,909,43,22,51.2,17,39.5,700,3868,1641,28,26,8,31,12,649,58,FRA-Ligue 1,2023,possession
FRA,DF,23,1999,29.5,2779,286,1258,1440,99,16,2779,27,16,59.3,9,33.3,2247,11972,6410,32,19,1,19,9,2061,11,FRA-Ligue 1,2023,possession
CIV,FW,26,1997,22.2,976,12,119,398,488,87,976,113,63,55.8,46,40.7,743,6320,3369,107,93,39,42,27,722,170,FRA-Ligue 1,2023,possession
SUI,DF,24,1998,20.0,1169,48,356,588,250,22,1169,42,19,45.2,19,45.2,767,4640,2071,36,33,2,23,20,710,40,FRA-Ligue 1,2023,possession
FRA,MF,22,2001,23.4,1397,76,296,842,284,43,1397,62,35,56.5,25,40.3,1120,6993,3321,67,67,10,37,23,1039,57,FRA-Ligue 1,2023,possession
POL,GK,23,1999,34.0,1292,1071,1285,4,3,2,1292,2,2,100.0,0,0.0,1062,4593,2229,0,0,0,0,0,798,0,FRA-Ligue 1,2023,possession
FRA,DF,22,2000,29.5,2106,83,686,1010,449,22,2106,73,37,50.7,31,42.5,1447,8425,3915,60,87,7,41,14,1263,99,FRA-Ligue 1,2023,possession
FRA,FW,19,2004,9.6,371,3,41,145,194,36,371,38,16,42.1,19,50.0,288,2206,1236,48,29,15,19,16,282,77,FRA-Ligue 1,2023,possession
FRA,MF,28,1994,21.8,1093,33,170,505,436,46,1093,50,25,50.0,22,44.0,799,5075,2036,57,51,12,61,41,726,98,FRA-Ligue 1,2023,possession
NED,"MF,DF",26,1997,22.3,1398,80,425,814,164,22,1398,20,11,55.0,8,40.0,1031,4765,2214,20,19,2,26,15,987,27,FRA-Ligue 1,2023,possession
MAR,MF,19,2004,0.3,18,1,1,12,5,0,18,1,1,100.0,0,0.0,13,87,63,1,0,0,0,0,10,0,FRA-Ligue 1,2023,possession
FRA,"DF,FW",25,1997,4.1,300,15,104,120,77,5,300,7,2,28.6,4,57.1,176,947,393,6,6,1,11,2,162,13,FRA-Ligue 1,2023,possession
FRA,FW,23,2000,5.5,249,5,42,100,118,16,249,22,6,27.3,16,72.7,190,1329,589,20,18,6,15,9,177,43,FRA-Ligue 1,2023,possession
NGA,FW,24,1999,21.7,572,18,44,282,256,92,569,33,19,57.6,13,39.4,402,2418,995,24,23,12,57,34,409,123,FRA-Ligue 1,2023,possession
FRA,"MF,DF",20,2003,4.5,307,11,73,128,108,5,307,7,1,14.3,6,85.7,204,1378,552,6,8,0,7,6,194,40,FRA-Ligue 1,2023,possession
FRA,"DF,MF",26,1996,0.6,47,3,13,20,15,3,47,1,0,0.0,1,100.0,24,196,102,3,3,1,2,1,21,2,FRA-Ligue 1,2023,possession
ALG,DF,27,1996,4.0,286,7,68,169,57,3,286,21,11,52.4,8,38.1,220,1488,701,9,14,1,5,3,193,5,FRA-Ligue 1,2023,possession
BDI,"MF,DF",24,1998,19.0,1516,87,435,981,110,18,1516,15,11,73.3,3,20.0,1178,5913,2546,16,17,1,14,14,1129,13,FRA-Ligue 1,2023,possession
MAR,DF,24,1998,21.5,2217,68,425,976,835,67,2217,57,27,47.4,30,52.6,1762,9215,4942,84,78,22,33,33,1679,230,FRA-Ligue 1,2023,possession
ESP,GK,22,2001,5.9,220,199,218,2,0,0,220,0,0,,0,,168,710,397,0,0,0,0,0,131,0,FRA-Ligue 1,2023,possession
FRA,"FW,MF",20,2002,15.2,803,16,97,251,476,103,803,94,46,48.9,43,45.7,640,4523,2545,93,50,50,45,11,614,217,FRA-Ligue 1,2023,possession
ESP,"MF,DF",26,1997,12.1,872,27,183,423,273,36,872,10,5,50.0,4,40.0,707,3403,1302,15,23,2,14,8,673,59,FRA-Ligue 1,2023,possession
ITA,MF,19,2004,0.3,30,0,4,21,6,0,30,1,1,100.0,0,0.0,25,90,20,0,0,0,2,0,22,1,FRA-Ligue 1,2023,possession
POR,DF,31,1991,22.2,2430,240,827,1543,70,15,2430,5,3,60.0,2,40.0,2016,10737,6336,28,23,0,4,1,1902,2,FRA-Ligue 1,2023,possession
FRA,"MF,DF",16,2006,0.5,49,1,8,24,17,2,49,0,0,,0,,44,200,64,1,3,1,0,0,44,4,FRA-Ligue 1,2023,possession
ESP,MF,27,1996,13.3,987,47,226,558,220,20,987,20,16,80.0,2,10.0,812,3729,1523,16,25,1,12,3,761,40,FRA-Ligue 1,2023,possession
ITA,GK,24,1999,24.1,842,739,838,4,0,0,842,1,1,100.0,0,0.0,622,2547,1432,0,0,0,1,0,459,0,FRA-Ligue 1,2023,possession
POR,FW,22,2001,15.8,592,17,76,238,282,93,591,21,8,38.1,11,52.4,432,1766,518,11,10,10,37,16,439,88,FRA-Ligue 1,2023,possession
FRA,FW,21,2002,0.1,11,0,0,1,10,2,11,0,0,,0,,11,56,6,0,0,1,2,1,11,3,FRA-Ligue 1,2023,possession
CRC,GK,36,1986,4.0,103,91,102,1,0,0,103,0,0,,0,,78,316,123,0,0,0,0,0,56,0,FRA-Ligue 1,2023,possession
FRA,FW,24,1998,24.0,1264,1,31,441,801,207,1256,133,61,45.9,62,46.6,1148,6741,3207,114,69,66,56,35,1130,285,FRA-Ligue 1,2023,possession
FRA,DF,30,1992,0.1,14,0,6,6,2,0,14,1,0,0.0,1,100.0,10,51,27,0,0,0,0,0,10,1,FRA-Ligue 1,2023,possession
KOR,"FW,MF",22,2001,16.3,1149,11,114,486,559,41,1149,49,25,51.0,20,40.8,904,4962,2178,50,50,17,15,17,883,150,FRA-Ligue 1,2023,possession
BRA,DF,19,2003,11.2,1056,80,410,592,58,5,1056,4,3,75.0,1,25.0,832,4228,2168,7,22,0,2,2,777,2,FRA-Ligue 1,2023,possession
FRA,DF,27,1996,21.2,2041,91,578,1247,234,19,2041,16,9,56.3,5,31.3,1583,7311,3507,30,33,4,16,5,1476,22,FRA-Ligue 1,2023,possession
URU,MF,22,2001,21.5,1597,89,327,987,307,12,1597,40,21,52.5,15,37.5,1230,5575,2111,16,35,4,25,24,1099,24,FRA-Ligue 1,2023,possession
ESP,"MF,FW",27,1996,12.4,747,6,74,323,358,38,747,22,10,45.5,10,45.5,612,3466,1413,36,36,6,13,9,586,92,FRA-Ligue 1,2023,possession
BRA,DF,29,1994,17.1,1957,196,669,1175,124,9,1957,1,1,100.0,0,0.0,1658,9114,5226,18,25,0,8,2,1590,3,FRA-Ligue 1,2023,possession
SVK,DF,28,1995,18.1,1959,197,751,1176,38,5,1959,3,2,66.7,0,0.0,1630,7441,3525,5,11,0,6,1,1541,1,FRA-Ligue 1,2023,possession
FRA,DF,25,1997,8.8,676,62,278,296,107,15,676,11,8,72.7,1,9.1,480,2242,996,12,6,3,15,11,444,26,FRA-Ligue 1,2023,possession
POR,DF,21,2002,3.0,245,5,48,126,72,10,245,10,6,60.0,4,40.0,187,995,530,12,11,2,2,3,174,25,FRA-Ligue 1,2023,possession
FRA,"MF,FW",26,1997,16.7,1256,6,56,500,726,97,1256,139,65,46.8,67,48.2,1069,8120,4413,160,105,53,37,24,1045,247,FRA-Ligue 1,2023,possession
FRA,"FW,MF",24,1998,14.1,545,15,56,205,293,73,545,72,28,38.9,40,55.6,432,2710,1105,36,18,16,52,21,422,125,FRA-Ligue 1,2023,possession
FRA,"FW,MF",17,2006,3.6,221,1,20,91,111,17,221,10,5,50.0,5,50.0,179,841,367,4,3,3,14,3,174,38,FRA-Ligue 1,2023,possession
POR,MF,23,2000,23.6,2094,64,334,1093,685,50,2094,52,32,61.5,19,36.5,1705,8354,3462,41,68,11,31,23,1622,122,FRA-Ligue 1,2023,possession
FRA,"MF,DF",17,2006,21.8,1642,48,261,874,524,35,1642,39,16,41.0,21,53.8,1332,7036,3098,54,61,12,30,34,1295,90,FRA-Ligue 1,2023,possession
FRA,DF,17,2006,4.1,375,14,107,220,51,3,375,4,2,50.0,1,25.0,297,1310,606,2,7,0,2,1,277,4,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,2.1,115,12,55,54,9,1,115,3,2,66.7,1,33.3,65,359,116,3,1,1,4,0,52,1,FRA-Ligue 1,2023,possession
GAM,FW,19,2004,0.9,42,1,5,16,22,10,42,1,1,100.0,0,0.0,25,134,56,2,1,1,4,1,26,8,FRA-Ligue 1,2023,possession
MLI,MF,18,2005,5.3,322,23,97,199,32,2,322,3,2,66.7,1,33.3,224,1213,443,2,5,0,9,4,197,2,FRA-Ligue 1,2023,possession
FRA,FW,23,2000,3.5,110,0,10,48,56,10,110,14,10,71.4,3,21.4,85,723,311,10,4,3,15,5,79,33,FRA-Ligue 1,2023,possession
MAR,MF,21,2002,15.0,855,45,166,487,214,20,855,26,8,30.8,18,69.2,593,3703,1511,28,28,3,23,21,563,40,FRA-Ligue 1,2023,possession
NED,MF,25,1998,15.4,929,56,216,558,164,10,929,13,9,69.2,3,23.1,617,3259,1296,12,20,2,15,10,541,12,FRA-Ligue 1,2023,possession
FRA,MF,32,1990,3.2,158,11,46,89,25,2,158,1,1,100.0,0,0.0,101,423,229,2,1,0,2,0,93,2,FRA-Ligue 1,2023,possession
FRA,FW,18,2004,0.0,3,0,1,1,1,0,3,0,0,,0,,2,9,2,0,0,0,0,0,2,1,FRA-Ligue 1,2023,possession
CIV,DF,26,1997,28.8,2198,237,820,1233,165,32,2198,31,15,48.4,16,51.6,1582,10223,5460,42,26,2,24,23,1405,19,FRA-Ligue 1,2023,possession
GUI,DF,19,2003,1.2,100,5,30,40,31,2,100,5,2,40.0,3,60.0,57,385,192,7,5,1,1,0,46,9,FRA-Ligue 1,2023,possession
KEN,DF,26,1997,19.4,1542,177,765,755,34,15,1542,10,7,70.0,1,10.0,1147,6845,3561,15,16,1,13,5,1017,3,FRA-Ligue 1,2023,possession
ENG,"DF,MF",20,2002,5.1,304,9,66,163,77,10,304,17,10,58.8,7,41.2,196,1058,569,11,10,3,9,8,186,20,FRA-Ligue 1,2023,possession
JPN,"FW,MF",30,1993,30.2,1428,15,134,538,776,100,1428,108,54,50.0,46,42.6,1069,7115,3389,123,76,35,72,37,1026,287,FRA-Ligue 1,2023,possession
JPN,"FW,MF",23,2000,15.3,570,11,78,227,280,66,570,32,19,59.4,13,40.6,424,2780,1412,48,24,17,34,28,396,141,FRA-Ligue 1,2023,possession
FRA,"FW,MF",17,2005,2.3,87,4,17,33,40,5,87,20,6,30.0,10,50.0,63,620,278,11,2,5,7,2,57,16,FRA-Ligue 1,2023,possession
ZIM,MF,27,1996,24.1,836,50,161,433,253,72,836,33,10,30.3,21,63.6,487,2475,935,19,17,1,51,17,439,81,FRA-Ligue 1,2023,possession
BEL,"FW,DF",23,1999,1.8,116,5,38,49,31,6,116,4,3,75.0,1,25.0,69,394,175,3,2,3,2,3,60,12,FRA-Ligue 1,2023,possession
DEN,"FW,MF",21,2002,18.3,718,7,67,255,410,84,717,94,52,55.3,37,39.4,589,4642,2276,72,46,32,46,19,559,162,FRA-Ligue 1,2023,possession
CIV,FW,19,2003,17.6,546,13,55,233,271,89,545,62,25,40.3,34,54.8,380,2557,789,29,21,21,69,28,370,107,FRA-Ligue 1,2023,possession
GER,"FW,MF",22,2001,15.2,556,11,83,199,297,41,556,60,28,46.7,31,51.7,415,3065,1166,35,33,14,41,35,387,110,FRA-Ligue 1,2023,possession
ESP,DF,25,1997,9.1,443,36,135,195,119,11,443,18,8,44.4,9,50.0,259,1562,742,20,12,3,12,8,239,34,FRA-Ligue 1,2023,possession
MLT,MF,29,1993,23.5,1761,15,261,967,558,32,1760,47,27,57.4,16,34.0,1272,6693,2853,29,38,4,43,17,1199,112,FRA-Ligue 1,2023,possession
FRA,DF,18,2004,3.5,204,15,52,91,64,1,204,3,3,100.0,0,0.0,122,645,309,8,3,1,3,4,107,21,FRA-Ligue 1,2023,possession
BEL,DF,25,1998,20.3,1255,79,375,613,276,10,1255,15,5,33.3,9,60.0,809,4641,1984,23,30,1,14,7,742,66,FRA-Ligue 1,2023,possession
BEL,DF,28,1994,20.4,1250,78,374,569,314,19,1250,12,7,58.3,5,41.7,796,4095,1848,24,24,1,27,10,730,84,FRA-Ligue 1,2023,possession
FRA,MF,17,2005,6.2,264,13,69,136,65,11,264,8,2,25.0,5,62.5,166,1141,424,10,11,2,12,3,150,17,FRA-Ligue 1,2023,possession
MLI,"MF,DF",19,2004,0.4,31,1,4,12,15,4,31,2,2,100.0,0,0.0,18,114,35,1,2,0,1,0,16,1,FRA-Ligue 1,2023,possession
FRA,GK,23,1999,34.0,1372,1013,1354,19,0,0,1372,3,3,100.0,0,0.0,1061,4997,2703,0,0,0,1,0,775,0,FRA-Ligue 1,2023,possession
MAR,DF,35,1987,30.9,2185,293,976,1119,114,35,2184,15,8,53.3,7,46.7,1506,8663,4921,36,19,0,23,4,1403,9,FRA-Ligue 1,2023,possession
FRA,DF,21,2001,23.8,1586,73,388,665,545,47,1586,56,24,42.9,28,50.0,1023,5947,2732,51,61,8,34,24,941,181,FRA-Ligue 1,2023,possession
GHA,DF,23,2000,6.6,439,23,121,215,109,2,439,11,6,54.5,3,27.3,287,1858,812,14,16,1,11,3,267,24,FRA-Ligue 1,2023,possession
ALG,"FW,MF",23,2000,23.0,1049,18,109,435,524,132,1049,86,46,53.5,40,46.5,822,4947,2120,59,50,28,41,40,807,185,FRA-Ligue 1,2023,possession
FRA,FW,21,2002,23.8,717,7,37,347,339,107,715,46,17,37.0,25,54.3,559,3294,1046,27,18,13,52,35,564,181,FRA-Ligue 1,2023,possession
BEL,DF,23,2000,25.5,1882,201,810,949,135,28,1882,14,7,50.0,6,42.9,1413,9027,5220,33,36,3,16,3,1307,24,FRA-Ligue 1,2023,possession
NED,MF,25,1998,8.8,530,26,108,317,108,8,530,4,2,50.0,1,25.0,392,1999,800,3,19,0,6,6,371,12,FRA-Ligue 1,2023,possession
FRA,MF,28,1995,21.4,1444,67,333,906,212,18,1444,25,14,56.0,9,36.0,1076,5551,2275,13,28,0,27,19,1005,36,FRA-Ligue 1,2023,possession
FRA,"MF,FW",29,1994,26.9,1803,61,292,868,659,66,1796,24,10,41.7,14,58.3,1290,6311,2388,27,39,4,31,12,1216,139,FRA-Ligue 1,2023,possession
TUR,FW,21,2002,5.2,155,4,16,82,62,21,155,9,6,66.7,1,11.1,109,716,266,9,7,2,13,7,112,29,FRA-Ligue 1,2023,possession
NOR,DF,28,1994,0.2,10,0,4,2,4,1,10,0,0,,0,,4,10,4,0,0,0,0,0,5,0,FRA-Ligue 1,2023,possession
CMR,DF,21,2001,15.4,931,105,411,492,42,19,931,8,1,12.5,3,37.5,655,4133,2261,8,3,1,10,3,609,4,FRA-Ligue 1,2023,possession
FRA,MF,19,2004,0.0,5,0,0,4,1,0,5,0,0,,0,,4,26,9,0,0,0,0,0,4,1,FRA-Ligue 1,2023,possession
FRA,"MF,FW",18,2005,18.1,1056,14,124,442,512,70,1056,106,64,60.4,31,29.2,828,6050,2891,78,73,29,58,44,827,172,FRA-Ligue 1,2023,possession
FRA,MF,23,2000,17.0,1239,48,227,691,344,19,1239,53,29,54.7,22,41.5,966,5512,2446,45,48,7,33,24,893,58,FRA-Ligue 1,2023,possession
SUI,MF,21,2002,4.1,255,6,25,159,76,7,255,5,2,40.0,3,60.0,191,989,396,10,6,1,8,3,172,18,FRA-Ligue 1,2023,possession
CIV,DF,20,2002,13.7,843,66,270,338,246,24,843,29,20,69.0,7,24.1,509,3429,1708,41,41,9,19,15,442,85,FRA-Ligue 1,2023,possession
MAR,"FW,MF",21,2001,5.8,341,14,59,128,159,18,341,29,11,37.9,18,62.1,268,1775,700,15,17,2,18,15,237,61,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,16.1,1001,104,385,492,129,5,1001,8,5,62.5,2,25.0,738,4373,2252,16,24,0,8,4,685,37,FRA-Ligue 1,2023,possession
BEL,FW,21,2002,1.2,61,1,6,17,44,12,61,9,9,100.0,0,0.0,60,627,342,11,6,7,2,2,54,19,FRA-Ligue 1,2023,possession
FRA,MF,18,2005,0.1,7,0,3,4,0,0,7,0,0,,0,,5,43,36,1,0,0,0,0,3,0,FRA-Ligue 1,2023,possession
TOG,DF,23,2000,11.2,712,26,158,323,237,21,712,23,10,43.5,13,56.5,489,2754,1380,28,19,7,13,5,431,67,FRA-Ligue 1,2023,possession
CRO,MF,25,1998,0.2,20,1,6,9,6,2,20,1,1,100.0,0,0.0,17,131,58,1,0,1,1,0,16,1,FRA-Ligue 1,2023,possession
FRA,"FW,MF",25,1997,17.4,736,6,92,296,366,59,734,69,25,36.2,39,56.5,557,3916,1737,46,37,8,40,29,515,157,FRA-Ligue 1,2023,possession
CMR,DF,18,2005,1.2,82,0,15,30,39,6,82,5,3,60.0,1,20.0,62,413,251,5,6,2,2,1,53,11,FRA-Ligue 1,2023,possession
FRA,"FW,MF",26,1997,17.0,679,19,75,288,323,87,679,39,16,41.0,18,46.2,506,2828,1153,28,25,9,33,18,511,112,FRA-Ligue 1,2023,possession
FRA,FW,17,2006,0.1,9,1,3,3,3,0,9,0,0,,0,,6,33,10,1,0,0,1,0,4,2,FRA-Ligue 1,2023,possession
SRB,MF,34,1988,11.4,923,53,244,549,147,7,923,21,16,76.2,3,14.3,700,4023,2164,14,37,0,11,15,617,8,FRA-Ligue 1,2023,possession
FRA,GK,38,1985,34.0,1286,976,1267,19,0,0,1286,1,1,100.0,0,0.0,919,4432,2525,0,1,1,1,0,641,0,FRA-Ligue 1,2023,possession
COM,DF,23,2000,23.0,1499,170,664,791,55,8,1499,8,6,75.0,2,25.0,1112,7205,4341,22,17,1,11,7,1015,1,FRA-Ligue 1,2023,possession
CIV,DF,20,2002,19.9,1490,201,717,729,56,18,1490,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,14,7,962,2,FRA-Ligue 1,2023,possession
COM,"MF,FW",17,2006,1.4,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12,FRA-Ligue 1,2023,possession
MAR,GK,21,2002,15.0,542,413,540,3,0,0,542,0,0,,0,,415,2305,1282,0,1,1,0,0,300,0,FRA-Ligue 1,2023,possession
BRA,MF,19,2004,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15,FRA-Ligue 1,2023,possession
FRA,"FW,MF",20,2002,24.2,1158,20,127,487,577,75,1158,121,52,43.0,62,51.2,807,6029,2906,95,76,25,49,38,756,204,FRA-Ligue 1,2023,possession
CIV,"MF,FW",21,2001,7.0,268,4,35,129,109,29,268,13,4,30.8,9,69.2,187,1154,503,13,10,4,22,6,179,42,FRA-Ligue 1,2023,possession
UKR,DF,28,1995,0.3,15,1,2,9,4,0,15,0,0,,0,,10,114,69,2,3,0,0,0,9,0,FRA-Ligue 1,2023,possession
NED,FW,20,2003,23.1,505,28,44,238,232,88,504,34,10,29.4,22,64.7,353,2021,598,24,19,13,46,29,366,115,FRA-Ligue 1,2023,possession
FRA,"DF,MF",28,1994,27.7,1843,143,652,831,379,17,1843,34,19,55.9,14,41.2,1151,6285,2506,32,35,3,26,13,1028,70,FRA-Ligue 1,2023,possession
FRA,DF,26,1997,12.1,739,122,416,314,13,10,739,3,3,100.0,0,0.0,552,2838,1185,3,1,0,5,1,489,3,FRA-Ligue 1,2023,possession
SEN,"MF,FW",19,2004,25.6,1107,30,202,623,308,30,1106,60,33,55.0,20,33.3,859,5471,2388,59,62,10,37,28,786,88,FRA-Ligue 1,2023,possession
