nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
MAD,DF,31,1991,33.0,2471,130,687,1276,545,14,2471,38,19,50.0,18,47.4,1617,9146,3750,45,51,3,21,12,1461,98,FRA-Ligue 1,2023,possession
FRA,DF,23,1999,29.7,2062,254,1054,966,56,21,2062,16,12,75.0,4,25.0,1582,10262,5302,20,12,2,15,2,1431,5,FRA-Ligue 1,2023,possession
CIV,DF,18,2005,0.1,10,2,8,2,0,0,10,1,0,0.0,1,100.0,6,32,18,0,0,0,0,0,5,0,FRA-Ligue 1,2023,possession
FRA,MF,25,1998,22.4,1116,23,141,614,372,72,1115,43,17,39.5,21,48.8,774,4230,1756,37,39,7,39,23,722,129,FRA-Ligue 1,2023,possession
NED,GK,32,1991,32.0,1185,988,1177,8,0,0,1185,0,0,,0,,838,4115,1789,0,0,0,1,0,632,0,FRA-Ligue 1,2023,possession
URU,FW,22,2001,20.7,714,32,79,297,347,99,714,45,21,46.7,24,53.3,490,2665,889,28,22,12,67,16,507,121,FRA-Ligue 1,2023,possession
POR,"FW,MF",26,1996,13.2,564,15,70,215,285,45,564,28,8,28.6,16,57.1,354,2261,727,19,14,3,28,13,351,95,FRA-Ligue 1,2023,possession
FRA,MF,30,1993,28.0,2091,125,606,1158,368,43,2091,44,29,65.9,14,31.8,1529,9024,3989,51,56,13,43,12,1328,43,FRA-Ligue 1,2023,possession
FRA,FW,27,1996,27.7,1800,5,122,780,936,71,1797,160,75,46.9,77,48.1,1306,7721,3294,101,95,21,65,52,1240,287,FRA-Ligue 1,2023,possession
BEN,FW,28,1994,19.7,673,22,39,322,316,119,673,18,11,61.1,7,38.9,415,2462,717,22,23,6,58,17,537,111,FRA-Ligue 1,2023,possession
MAR,MF,18,2004,0.0,5,0,2,2,1,0,5,0,0,,0,,3,17,6,0,0,0,0,0,2,0,FRA-Ligue 1,2023,possession
FRA,FW,20,2003,10.4,300,7,38,127,138,40,300,20,10,50.0,10,50.0,209,1559,806,22,11,10,24,11,211,64,FRA-Ligue 1,2023,possession
GHA,DF,23,2000,12.6,905,68,372,488,55,1,905,25,11,44.0,12,48.0,651,4153,1861,16,17,0,13,6,560,3,FRA-Ligue 1,2023,possession
FRA,DF,23,2000,33.2,1928,220,844,1011,94,4,1928,10,7,70.0,2,20.0,1393,9458,4757,39,24,2,10,3,1256,7,FRA-Ligue 1,2023,possession
MAR,"MF,FW",18,2004,0.6,38,2,5,9,24,4,38,3,2,66.7,1,33.3,27,173,43,1,1,1,3,1,25,8,FRA-Ligue 1,2023,possession
FRA,"FW,MF",24,1998,10.3,536,7,64,256,226,38,536,46,16,34.8,25,54.3,411,2689,1191,38,29,11,26,15,381,86,FRA-Ligue 1,2023,possession
MLI,DF,19,2004,11.9,631,34,128,310,202,20,631,43,22,51.2,20,46.5,412,2487,1113,22,19,8,19,13,375,86,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,13.1,807,123,391,397,20,5,807,5,2,40.0,1,20.0,549,3316,1799,13,4,1,6,4,496,1,FRA-Ligue 1,2023,possession
KVX,"MF,FW",30,1993,13.1,550,17,93,238,227,42,550,46,17,37.0,26,56.5,403,2377,803,19,16,6,22,22,367,102,FRA-Ligue 1,2023,possession
FRA,DF,34,1989,10.5,616,117,354,246,19,12,616,1,1,100.0,0,0.0,413,2281,957,4,3,0,3,0,388,0,FRA-Ligue 1,2023,possession
FRA,FW,27,1995,11.4,406,12,18,204,185,57,405,30,10,33.3,20,66.7,284,1478,493,12,11,3,38,19,312,85,FRA-Ligue 1,2023,possession
MLI,MF,21,2002,14.2,878,53,215,509,159,7,878,24,14,58.3,10,41.7,629,3404,1402,9,21,3,23,15,579,23,FRA-Ligue 1,2023,possession
FRA,"MF,FW",17,2006,1.0,45,0,3,19,23,4,45,6,1,16.7,5,83.3,33,181,73,2,1,2,5,2,35,7,FRA-Ligue 1,2023,possession
GAB,"MF,DF",28,1995,20.7,1008,48,223,443,360,67,1008,67,28,41.8,35,52.2,726,5623,2680,87,55,13,54,26,676,120,FRA-Ligue 1,2023,possession
FRA,MF,35,1988,25.1,1918,70,475,1199,257,9,1918,25,8,32.0,14,56.0,1458,6939,2842,21,27,0,29,9,1353,21,FRA-Ligue 1,2023,possession
CIV,MF,18,2005,0.2,15,0,6,4,5,0,15,0,0,,0,,13,77,51,0,0,0,0,1,13,2,FRA-Ligue 1,2023,possession
ANG,"MF,FW",30,1993,2.3,121,3,7,59,58,3,121,7,4,57.1,3,42.9,94,664,340,14,9,0,4,3,99,33,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,2.8,157,15,49,77,32,2,157,2,1,50.0,1,50.0,75,533,268,5,3,1,2,2,72,4,FRA-Ligue 1,2023,possession
SRB,FW,28,1995,1.9,83,2,3,44,36,3,83,5,2,40.0,3,60.0,59,272,42,0,4,1,8,6,66,24,FRA-Ligue 1,2023,possession
SEN,GK,21,2001,4.0,188,147,185,3,0,0,188,0,0,,0,,141,693,375,0,0,0,0,0,95,0,FRA-Ligue 1,2023,possession
POL,DF,26,1997,1.9,139,15,73,64,3,3,139,1,0,0.0,1,100.0,88,513,339,0,0,0,0,0,86,1,FRA-Ligue 1,2023,possession
FRA,MF,34,1989,14.4,921,32,196,652,84,10,921,17,8,47.1,7,41.2,659,3461,1158,8,14,2,18,13,610,10,FRA-Ligue 1,2023,possession
BEL,DF,26,1997,18.4,1087,169,498,522,76,7,1087,14,7,50.0,4,28.6,724,4578,2184,24,27,0,11,11,670,11,FRA-Ligue 1,2023,possession
ALG,"DF,MF",31,1992,13.7,816,45,229,414,179,17,816,10,2,20.0,8,80.0,537,2582,1112,14,15,2,16,4,501,48,FRA-Ligue 1,2023,possession
FRA,"MF,FW",17,2006,0.3,20,0,5,11,6,2,20,5,2,40.0,3,60.0,15,91,38,0,1,1,3,0,10,3,FRA-Ligue 1,2023,possession
SEN,GK,30,1993,30.0,1352,1016,1316,37,0,0,1352,4,3,75.0,1,25.0,971,5154,3362,0,0,0,2,0,655,0,FRA-Ligue 1,2023,possession
AUT,"MF,FW",22,2000,28.4,1609,20,208,846,576,69,1604,65,34,52.3,28,43.1,1216,7659,3240,71,77,13,57,42,1177,142,FRA-Ligue 1,2023,possession
BRA,DF,26,1996,28.0,1743,122,597,749,420,49,1743,54,28,51.9,21,38.9,1131,7202,3464,58,45,17,31,11,1021,165,FRA-Ligue 1,2023,possession
JAM,FW,26,1997,16.5,536,18,39,279,223,74,534,26,8,30.8,17,65.4,378,2045,646,18,16,14,33,18,406,110,FRA-Ligue 1,2023,possession
FRA,MF,26,1997,18.7,1066,38,249,641,186,28,1066,11,3,27.3,7,63.6,730,3478,1227,14,15,2,36,12,669,47,FRA-Ligue 1,2023,possession
FRA,"DF,MF",25,1998,2.6,148,5,26,72,50,1,148,3,1,33.3,1,33.3,105,601,358,6,5,0,2,0,104,25,FRA-Ligue 1,2023,possession
GUI,MF,29,1994,25.4,1504,77,385,946,194,17,1502,42,29,69.0,12,28.6,1107,5683,2425,22,37,2,37,28,1006,25,FRA-Ligue 1,2023,possession
FRA,"MF,FW",26,1996,0.1,11,0,1,9,1,0,11,0,0,,0,,6,35,12,0,0,0,0,0,4,0,FRA-Ligue 1,2023,possession
GHA,FW,33,1989,12.3,389,12,45,181,168,49,389,28,16,57.1,10,35.7,255,1466,501,14,10,5,25,20,273,65,FRA-Ligue 1,2023,possession
FRA,"FW,MF",20,2003,8.7,399,10,53,128,228,41,399,53,19,35.8,31,58.5,299,2262,1090,35,21,16,24,26,278,82,FRA-Ligue 1,2023,possession
SEN,DF,21,2002,29.9,1827,193,760,863,224,35,1827,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,19,15,1045,27,FRA-Ligue 1,2023,possession
FRA,GK,29,1994,33.0,1020,830,1014,6,0,0,1020,0,0,,0,,644,3883,2466,0,0,0,1,0,376,0,FRA-Ligue 1,2023,possession
CIV,DF,26,1997,27.2,1864,93,589,763,527,15,1864,55,29,52.7,21,38.2,1105,5656,2139,31,49,2,30,23,998,111,FRA-Ligue 1,2023,possession
RUS,MF,30,1993,23.2,1246,43,252,602,398,51,1246,23,12,52.2,8,34.8,925,4289,1656,23,32,6,31,15,853,97,FRA-Ligue 1,2023,possession
FRA,FW,19,2004,2.8,79,4,9,36,35,12,79,5,4,80.0,1,20.0,55,290,57,1,0,1,16,7,46,7,FRA-Ligue 1,2023,possession
USA,"FW,MF",25,1997,17.6,630,17,106,260,272,61,628,60,20,33.3,37,61.7,438,2526,1057,38,16,16,44,22,402,101,FRA-Ligue 1,2023,possession
FRA,DF,21,2002,21.6,1172,228,658,491,31,13,1172,2,1,50.0,1,50.0,793,4033,1886,12,2,0,8,2,727,3,FRA-Ligue 1,2023,possession
FRA,DF,28,1995,30.9,1733,266,915,752,75,34,1733,10,4,40.0,5,50.0,1187,5795,2971,13,14,0,9,2,1077,5,FRA-Ligue 1,2023,possession
SEN,"FW,MF",22,2000,2.6,98,4,8,49,43,6,98,11,3,27.3,4,36.4,63,406,143,4,5,1,11,2,71,18,FRA-Ligue 1,2023,possession
FRA,"FW,DF",21,2001,22.4,1022,30,219,437,391,49,1022,64,23,35.9,37,57.8,675,4753,1870,59,35,22,43,25,618,138,FRA-Ligue 1,2023,possession
HUN,"DF,MF",32,1991,17.3,784,27,149,367,281,30,784,33,13,39.4,18,54.5,537,2909,1344,30,36,4,15,9,480,102,FRA-Ligue 1,2023,possession
FRA,GK,32,1990,1.0,21,15,21,0,0,0,21,0,0,,0,,16,66,38,0,0,0,0,0,13,0,FRA-Ligue 1,2023,possession
GUI,FW,25,1998,15.4,479,11,31,205,245,77,477,39,17,43.6,20,51.3,325,1611,585,18,16,14,35,24,346,115,FRA-Ligue 1,2023,possession
FRA,"MF,FW",24,1999,11.2,485,6,50,224,221,33,485,38,15,39.5,21,55.3,340,1958,846,22,20,7,23,17,328,72,FRA-Ligue 1,2023,possession
CGO,MF,28,1995,0.2,40,0,4,26,10,0,40,0,0,,0,,31,193,93,0,1,0,1,0,31,1,FRA-Ligue 1,2023,possession
MAR,"DF,MF",32,1991,4.4,289,9,96,133,64,10,289,5,4,80.0,1,20.0,191,1013,460,7,5,0,8,1,169,27,FRA-Ligue 1,2023,possession
MAR,MF,21,2002,11.4,813,30,197,497,135,3,813,16,7,43.8,7,43.8,630,3975,1794,27,32,0,7,5,591,15,FRA-Ligue 1,2023,possession
SEN,"MF,FW",21,2001,5.8,328,13,81,188,65,2,328,14,8,57.1,6,42.9,233,1243,502,7,8,0,8,6,207,16,FRA-Ligue 1,2023,possession
FRA,"MF,FW",26,1996,6.7,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68,FRA-Ligue 1,2023,possession
CMR,MF,18,2004,0.2,24,2,5,18,1,0,24,0,0,,0,,16,71,20,0,0,0,0,0,17,0,FRA-Ligue 1,2023,possession
FRA,"FW,MF",18,2005,2.5,83,3,6,37,41,12,83,4,3,75.0,1,25.0,62,305,100,3,3,1,12,2,59,19,FRA-Ligue 1,2023,possession
MAR,MF,21,2002,20.5,1180,32,226,667,305,27,1180,35,10,28.6,22,62.9,904,4854,2233,41,42,7,24,19,838,67,FRA-Ligue 1,2023,possession
GUF,DF,30,1992,17.4,926,101,413,432,88,19,926,8,5,62.5,3,37.5,575,3006,1489,8,16,0,10,4,511,8,FRA-Ligue 1,2023,possession
UZB,DF,19,2004,9.0,535,61,275,234,29,3,535,2,1,50.0,1,50.0,388,1981,757,5,4,0,6,0,349,1,FRA-Ligue 1,2023,possession
FRA,MF,29,1993,13.3,822,17,107,330,393,75,822,14,9,64.3,5,35.7,611,3027,1117,20,23,7,29,22,574,121,FRA-Ligue 1,2023,possession
FRA,MF,20,2003,14.6,908,17,114,478,336,23,908,58,30,51.7,26,44.8,685,4841,2511,63,48,8,29,30,640,55,FRA-Ligue 1,2023,possession
FRA,MF,26,1996,15.3,996,19,97,439,471,48,996,42,18,42.9,22,52.4,692,3650,1415,35,42,7,33,36,667,117,FRA-Ligue 1,2023,possession
BEL,"MF,FW",18,2005,0.7,47,0,5,9,33,11,47,13,8,61.5,4,30.8,37,358,182,7,3,6,8,2,36,10,FRA-Ligue 1,2023,possession
FRA,GK,29,1994,33.0,1194,917,1173,22,0,0,1194,0,0,,0,,861,4654,2662,0,0,0,2,0,600,0,FRA-Ligue 1,2023,possession
POR,MF,22,2001,16.6,883,17,123,393,383,43,883,39,20,51.3,18,46.2,699,4344,1844,53,44,10,28,22,655,101,FRA-Ligue 1,2023,possession
COL,DF,29,1993,12.5,613,26,124,274,223,25,613,24,7,29.2,10,41.7,395,2075,866,22,15,4,18,16,364,74,FRA-Ligue 1,2023,possession
FRA,FW,20,2003,18.8,481,1,18,196,276,115,480,44,17,38.6,20,45.5,362,2398,1024,52,24,26,57,25,360,171,FRA-Ligue 1,2023,possession
ARG,DF,24,1999,30.2,2367,170,776,1382,239,17,2367,32,18,56.3,14,43.8,1846,11169,6030,51,53,4,30,15,1661,20,FRA-Ligue 1,2023,possession
FRA,"MF,DF",25,1998,0.8,42,3,11,11,20,4,42,2,1,50.0,1,50.0,21,140,62,2,0,2,0,4,20,2,FRA-Ligue 1,2023,possession
FRA,"MF,FW",32,1990,28.9,1749,43,171,837,757,132,1745,39,20,51.3,15,38.5,1321,6652,2515,56,70,10,49,33,1349,253,FRA-Ligue 1,2023,possession
FRA,GK,37,1985,1.0,28,24,28,0,0,0,28,0,0,,0,,20,100,46,0,0,0,0,0,16,0,FRA-Ligue 1,2023,possession
ECU,DF,21,2002,5.3,266,11,87,111,71,9,266,1,0,0.0,1,100.0,161,791,309,4,6,3,13,5,149,19,FRA-Ligue 1,2023,possession
FRA,DF,30,1992,23.5,1582,105,482,965,145,6,1582,8,4,50.0,2,25.0,1182,6390,3507,21,50,0,11,7,1078,6,FRA-Ligue 1,2023,possession
FRA,DF,25,1997,0.6,40,3,16,20,5,0,40,1,1,100.0,0,0.0,23,142,43,1,0,0,0,0,18,2,FRA-Ligue 1,2023,possession
AUT,DF,24,1998,29.5,2010,248,836,1093,98,22,2010,16,11,68.8,2,12.5,1411,8880,5038,27,29,0,24,8,1236,3,FRA-Ligue 1,2023,possession
MLI,DF,30,1992,8.2,513,50,165,233,118,9,513,4,0,0.0,4,100.0,342,1864,832,8,14,2,6,5,312,25,FRA-Ligue 1,2023,possession
GUI,"FW,MF",25,1998,6.3,326,11,34,128,166,45,326,10,5,50.0,5,50.0,239,1386,384,16,8,7,23,17,235,75,FRA-Ligue 1,2023,possession
SEN,MF,31,1992,11.7,769,16,132,510,138,2,769,9,3,33.3,6,66.7,601,3222,1377,21,30,1,11,4,541,13,FRA-Ligue 1,2023,possession
FRA,MF,22,2001,17.4,877,40,169,526,193,39,877,39,15,38.5,16,41.0,646,3426,1271,25,21,1,27,16,580,44,FRA-Ligue 1,2023,possession
COL,"FW,MF",19,2003,0.5,35,0,1,14,20,5,35,0,0,,0,,30,175,42,1,0,0,6,2,30,8,FRA-Ligue 1,2023,possession
POL,DF,28,1995,24.4,1584,49,299,646,647,55,1582,30,12,40.0,18,60.0,1056,5787,2415,56,42,6,36,15,997,210,FRA-Ligue 1,2023,possession
FRA,DF,30,1993,21.4,1533,64,326,699,518,38,1533,20,6,30.0,12,60.0,1039,5334,2333,36,37,2,31,10,970,162,FRA-Ligue 1,2023,possession
GHA,MF,23,2000,16.9,1022,21,168,647,218,7,1022,19,7,36.8,11,57.9,823,4361,1683,9,33,0,23,11,780,20,FRA-Ligue 1,2023,possession
NED,MF,27,1996,1.3,69,1,15,39,15,1,69,0,0,,0,,51,238,87,0,1,0,0,1,47,4,FRA-Ligue 1,2023,possession
FRA,"FW,MF",28,1995,11.3,386,2,27,158,209,77,386,21,13,61.9,7,33.3,298,1747,741,18,15,7,27,11,285,95,FRA-Ligue 1,2023,possession
FRA,FW,17,2005,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,FRA-Ligue 1,2023,possession
ALG,FW,26,1996,4.6,253,2,27,102,133,15,253,25,16,64.0,6,24.0,198,1328,616,20,12,8,13,16,183,40,FRA-Ligue 1,2023,possession
FRA,FW,20,2003,0.8,21,0,2,10,9,2,21,4,2,50.0,2,50.0,19,109,54,1,0,1,1,0,18,4,FRA-Ligue 1,2023,possession
BRA,DF,23,1999,24.7,2069,213,893,1121,64,25,2069,10,4,40.0,3,30.0,1584,7890,3888,15,10,2,15,7,1495,7,FRA-Ligue 1,2023,possession
SRB,FW,23,2000,0.1,1,0,0,1,0,0,1,0,0,,0,,1,3,1,0,0,0,0,0,1,0,FRA-Ligue 1,2023,possession
ENG,MF,22,2000,28.6,1940,45,299,1231,424,38,1940,35,22,62.9,12,34.3,1644,8464,3733,49,56,7,26,15,1589,71,FRA-Ligue 1,2023,possession
FRA,MF,15,2007,1.5,135,6,34,87,17,1,135,1,1,100.0,0,0.0,108,604,261,1,4,0,7,3,97,2,FRA-Ligue 1,2023,possession
FRA,DF,22,2001,18.8,1464,105,502,846,123,31,1464,8,5,62.5,3,37.5,1127,5724,2977,15,15,2,8,5,1067,16,FRA-Ligue 1,2023,possession
FRA,MF,32,1990,28.6,2242,103,496,1461,293,32,2242,23,10,43.5,13,56.5,1701,8056,3343,19,40,1,29,22,1612,37,FRA-Ligue 1,2023,possession
CMR,MF,19,2004,0.7,59,1,8,39,12,0,59,0,0,,0,,43,203,69,1,1,0,0,2,42,1,FRA-Ligue 1,2023,possession
KVX,FW,24,1999,25.4,1387,17,110,463,842,115,1387,174,90,51.7,76,43.7,1013,7820,3825,110,78,54,55,50,986,322,FRA-Ligue 1,2023,possession
SWE,"DF,FW",24,1999,14.1,711,35,177,332,216,39,711,32,9,28.1,18,56.3,484,3180,1373,39,19,13,25,17,439,66,FRA-Ligue 1,2023,possession
ISL,"FW,MF",20,2003,14.3,664,9,81,353,240,38,664,36,15,41.7,17,47.2,552,3212,1338,25,27,9,27,15,528,90,FRA-Ligue 1,2023,possession
FRA,FW,17,2005,0.0,3,0,0,2,1,0,3,0,0,,0,,2,7,0,0,0,0,1,0,2,2,FRA-Ligue 1,2023,possession
ARG,MF,20,2003,0.4,37,1,5,28,6,0,37,0,0,,0,,30,151,76,1,1,0,1,0,29,0,FRA-Ligue 1,2023,possession
BRA,DF,33,1990,27.4,1811,93,500,960,373,38,1811,57,26,45.6,29,50.9,1173,7171,3775,74,58,14,32,18,1098,110,FRA-Ligue 1,2023,possession
POR,FW,29,1993,8.6,366,6,41,161,166,31,366,18,10,55.6,8,44.4,282,1515,541,18,14,5,25,11,268,77,FRA-Ligue 1,2023,possession
CAN,FW,23,2000,29.2,908,6,60,454,404,128,905,39,15,38.5,19,48.7,712,3779,1494,47,33,22,55,44,693,198,FRA-Ligue 1,2023,possession
FRA,DF,17,2005,29.7,2118,241,1046,1048,35,18,2118,11,8,72.7,2,18.2,1639,8150,4082,8,7,0,15,1,1540,3,FRA-Ligue 1,2023,possession
FRA,GK,21,2001,33.0,1255,968,1249,6,0,0,1255,0,0,,0,,931,4958,2712,0,0,0,1,2,692,0,FRA-Ligue 1,2023,possession
ALG,MF,28,1994,21.9,1667,84,406,1120,155,6,1667,19,14,73.7,4,21.1,1287,5606,2066,11,28,1,27,18,1202,17,FRA-Ligue 1,2023,possession
FRA,"FW,MF",33,1990,16.4,1111,12,109,497,520,80,1111,48,21,43.8,24,50.0,835,5230,2393,72,52,22,28,16,782,160,FRA-Ligue 1,2023,possession
FRA,DF,29,1993,2.1,178,13,79,99,0,0,178,1,0,0.0,1,100.0,154,674,310,0,0,0,0,0,144,0,FRA-Ligue 1,2023,possession
POR,FW,19,2003,0.5,23,0,2,14,8,2,23,3,0,0.0,3,100.0,17,100,49,3,0,1,1,0,13,2,FRA-Ligue 1,2023,possession
POR,DF,21,2002,26.3,1715,50,371,876,494,53,1715,105,54,51.4,36,34.3,1167,7938,3810,89,55,22,44,26,1080,137,FRA-Ligue 1,2023,possession
CIV,"FW,MF",18,2005,0.3,9,0,1,4,5,2,9,1,1,100.0,0,0.0,6,40,22,1,1,0,0,0,4,1,FRA-Ligue 1,2023,possession
ITA,GK,35,1988,1.0,41,32,41,0,0,0,41,0,0,,0,,33,119,59,0,0,0,0,0,24,0,FRA-Ligue 1,2023,possession
TUR,"MF,FW",26,1997,14.6,636,8,74,281,287,67,636,30,13,43.3,17,56.7,499,2769,1274,31,21,6,32,22,478,90,FRA-Ligue 1,2023,possession
AUT,FW,26,1996,0.3,16,0,1,9,6,1,16,0,0,,0,,5,22,10,0,0,0,1,0,8,4,FRA-Ligue 1,2023,possession
FRA,DF,19,2004,1.0,44,13,31,12,1,0,44,1,1,100.0,0,0.0,27,135,30,0,0,0,0,0,25,0,FRA-Ligue 1,2023,possession
FRA,MF,18,2004,9.9,508,10,103,244,174,23,508,30,16,53.3,12,40.0,409,2701,1060,22,23,3,21,14,382,53,FRA-Ligue 1,2023,possession
ALG,MF,18,2004,4.9,231,3,27,96,117,15,231,14,8,57.1,5,35.7,181,1549,761,30,22,5,13,11,171,27,FRA-Ligue 1,2023,possession
SEN,FW,23,2000,6.1,188,7,14,95,79,31,188,11,3,27.3,7,63.6,127,697,183,5,2,3,20,10,137,44,FRA-Ligue 1,2023,possession
CIV,DF,21,2001,1.6,80,23,60,19,1,0,80,0,0,,0,,54,226,107,0,0,0,2,1,48,0,FRA-Ligue 1,2023,possession
SEN,FW,21,2002,1.7,69,1,11,39,23,3,69,7,2,28.6,5,71.4,49,323,75,1,2,0,12,5,43,7,FRA-Ligue 1,2023,possession
FRA,DF,29,1994,7.9,543,19,87,226,238,15,543,18,9,50.0,9,50.0,347,1999,937,26,28,1,12,5,338,85,FRA-Ligue 1,2023,possession
NGA,MF,27,1996,2.3,120,3,24,80,16,2,120,0,0,,0,,86,362,92,0,2,0,2,1,80,2,FRA-Ligue 1,2023,possession
CMR,DF,22,2000,12.9,801,47,237,291,287,33,801,58,26,44.8,29,50.0,536,3524,1568,39,36,13,26,19,471,81,FRA-Ligue 1,2023,possession
GUI,DF,20,2002,0.5,28,2,6,8,14,1,28,0,0,,0,,21,68,12,0,1,0,1,1,21,6,FRA-Ligue 1,2023,possession
FRA,"FW,MF",17,2006,12.0,377,2,40,168,174,51,377,20,12,60.0,6,30.0,263,1372,428,10,13,5,24,10,248,63,FRA-Ligue 1,2023,possession
SEN,DF,22,2001,14.0,900,101,371,479,67,11,900,11,6,54.5,5,45.5,568,3364,1569,14,9,1,14,8,493,13,FRA-Ligue 1,2023,possession
COD,DF,25,1997,10.8,644,48,212,285,157,19,644,12,3,25.0,9,75.0,429,2620,1003,17,11,3,9,7,387,60,FRA-Ligue 1,2023,possession
FRA,MF,19,2004,0.1,4,1,2,2,0,0,4,0,0,,0,,4,28,21,1,0,0,0,0,3,0,FRA-Ligue 1,2023,possession
MLI,FW,24,1999,0.4,7,0,0,7,0,0,7,0,0,,0,,5,33,17,0,0,0,2,1,7,1,FRA-Ligue 1,2023,possession
BRA,"DF,MF",26,1996,2.9,199,6,61,95,45,4,199,9,4,44.4,4,44.4,116,694,264,6,3,2,4,1,110,16,FRA-Ligue 1,2023,possession
MAR,MF,24,1999,9.6,672,14,96,401,183,17,672,18,10,55.6,7,38.9,497,2993,1186,19,21,2,14,10,466,36,FRA-Ligue 1,2023,possession
FRA,"MF,FW",25,1998,5.3,339,11,75,189,80,3,339,14,5,35.7,8,57.1,275,1622,744,11,7,0,8,11,258,17,FRA-Ligue 1,2023,possession
NOR,"DF,FW",20,2002,2.2,75,3,12,27,38,2,75,13,3,23.1,8,61.5,53,346,94,4,3,0,2,2,46,16,FRA-Ligue 1,2023,possession
FRA,DF,29,1993,20.2,1234,238,656,550,32,16,1234,2,1,50.0,1,50.0,876,4611,2433,5,3,1,1,2,819,3,FRA-Ligue 1,2023,possession
FRA,MF,22,2000,24.9,1471,30,233,771,499,52,1471,85,42,49.4,38,44.7,1139,8029,3775,106,93,14,47,41,1058,152,FRA-Ligue 1,2023,possession
FRA,MF,30,1993,31.8,2165,105,553,1289,349,10,2165,65,44,67.7,18,27.7,1650,8705,3885,38,49,3,32,30,1503,51,FRA-Ligue 1,2023,possession
FRA,DF,22,2001,1.0,66,10,51,14,1,0,66,0,0,,0,,50,217,110,1,0,0,0,0,48,0,FRA-Ligue 1,2023,possession
CIV,FW,21,2001,12.6,405,9,32,195,187,76,404,29,11,37.9,17,58.6,278,1675,762,25,22,13,31,25,281,69,FRA-Ligue 1,2023,possession
TUN,DF,25,1998,24.5,1453,207,760,654,52,12,1453,15,10,66.7,5,33.3,1034,6757,3816,15,12,0,23,4,935,7,FRA-Ligue 1,2023,possession
