league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,stat_type
ITA-Serie A,2021,Benevento,Federico Barba,ITA,DF,26,1993,29.5,0,13,3,23.1,0.44,0.1,0.0,0.0,14.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
ITA-Serie A,2021,Benevento,Gabriele Moncini,ITA,"FW,MF",24,1996,4.0,0,8,1,12.5,2.02,0.25,0.0,0.0,13.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7,shooting
ITA-Serie A,2021,Benevento,Gaetano Letizia,ITA,DF,30,1990,17.4,3,13,7,53.8,0.75,0.4,0.23,0.43,22.7,0,0,0,0.4,0.4,0.03,2.6,2.6,shooting
ITA-Serie A,2021,Benevento,Gianluca Caprari,ITA,"MF,FW",27,1993,20.7,5,47,15,31.9,2.27,0.72,0.11,0.33,21.7,8,0,1,4.0,3.2,0.07,1.0,1.8,shooting
ITA-Serie A,2021,Benevento,Gianluca Lapadula,PER,FW,30,1990,28.5,8,75,28,37.3,2.63,0.98,0.11,0.29,16.1,5,0,1,9.7,8.8,0.12,-1.7,-0.8,shooting
ITA-Serie A,2021,Benevento,Giuseppe Di Serio,ITA,"FW,MF",19,2001,3.2,0,4,2,50.0,1.23,0.62,0.0,0.0,16.6,0,0,0,0.6,0.6,0.16,-0.6,-0.6,shooting
ITA-Serie A,2021,Benevento,Iago Falque,ESP,"MF,FW",30,1990,4.0,1,11,1,9.1,2.77,0.25,0.09,1.0,21.1,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting
ITA-Serie A,2021,Benevento,Kamil Glik,POL,DF,32,1988,35.6,2,29,11,37.9,0.81,0.31,0.07,0.18,11.6,0,0,0,3.4,3.4,0.12,-1.4,-1.4,shooting
ITA-Serie A,2021,Benevento,Lorenzo Del Pinto,ITA,MF,30,1990,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Benevento,Lorenzo Montipò,ITA,GK,24,1996,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Benevento,Luca Caldirola,ITA,DF,29,1991,17.5,2,7,3,42.9,0.4,0.17,0.29,0.67,11.0,0,0,0,0.9,0.9,0.13,1.1,1.1,shooting
ITA-Serie A,2021,Benevento,Marco Sau,ITA,"MF,FW",32,1987,8.7,4,10,5,50.0,1.15,0.57,0.3,0.6,17.3,1,1,1,2.4,1.6,0.16,1.6,1.4,shooting
ITA-Serie A,2021,Benevento,Niccolò Manfredini,ITA,GK,32,1988,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Benevento,Nicolas Viola,ITA,MF,30,1989,11.5,5,14,4,28.6,1.22,0.35,0.07,0.25,29.1,2,4,4,3.8,0.6,0.05,1.2,0.4,shooting
ITA-Serie A,2021,Benevento,Pasquale Schiattarella,ITA,MF,33,1987,25.0,1,11,6,54.5,0.44,0.24,0.09,0.17,15.6,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting
ITA-Serie A,2021,Benevento,Përparim Hetemaj,FIN,MF,33,1986,24.6,0,12,3,25.0,0.49,0.12,0.0,0.0,20.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting
ITA-Serie A,2021,Benevento,Riccardo Improta,ITA,"DF,MF",26,1993,25.9,1,35,6,17.1,1.35,0.23,0.03,0.17,19.0,0,0,0,2.0,2.0,0.06,-1.0,-1.0,shooting
ITA-Serie A,2021,Benevento,Roberto Insigne,ITA,"MF,FW",26,1994,17.8,2,38,12,31.6,2.14,0.68,0.05,0.17,16.7,0,0,0,3.9,3.9,0.1,-1.9,-1.9,shooting
ITA-Serie A,2021,Benevento,Siriki Sanogo,CIV,MF,18,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Aaron Hickey,SCO,DF,18,2002,8.4,0,2,0,0.0,0.24,0.0,0.0,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Adama Soumaoro,FRA,DF,28,1992,19.5,1,8,2,25.0,0.41,0.1,0.13,0.5,9.5,0,0,0,1.4,1.4,0.17,-0.4,-0.4,shooting
ITA-Serie A,2021,Bologna,Andrea Poli,ITA,MF,30,1989,4.3,1,3,2,66.7,0.7,0.47,0.33,0.5,10.8,0,0,0,1.0,1.0,0.33,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Andreas Skov Olsen,DEN,"FW,DF",20,1999,13.1,2,30,10,33.3,2.29,0.76,0.07,0.2,19.5,2,0,0,4.1,4.1,0.14,-2.1,-2.1,shooting
ITA-Serie A,2021,Bologna,Andri Fannar Baldursson,ISL,MF,18,2002,2.4,0,2,0,0.0,0.83,0.0,0.0,,9.2,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting
ITA-Serie A,2021,Bologna,Angelo da Costa Júnior,BRA,GK,36,1983,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Antonio Raimondo,ITA,FW,16,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Arturo Calabresi,ITA,"DF,FW",24,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Danilo Larangeira,BRA,DF,36,1984,34.8,0,16,2,12.5,0.46,0.06,0.0,0.0,12.0,0,0,0,1.2,1.2,0.07,-1.2,-1.2,shooting
ITA-Serie A,2021,Bologna,Edoardo Vergani,ITA,FW,19,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Emanuel Vignato,ITA,"FW,MF",19,2000,13.4,1,23,8,34.8,1.72,0.6,0.04,0.13,20.2,1,0,0,1.5,1.5,0.06,-0.5,-0.5,shooting
ITA-Serie A,2021,Bologna,Federico Ravaglia,ITA,GK,20,1999,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Federico Santander,PAR,FW,29,1991,0.4,0,4,0,0.0,9.73,0.0,0.0,,17.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2021,Bologna,Gary Medel,CHI,"DF,MF",32,1987,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Ibrahima Mbaye,SEN,DF,25,1994,4.8,1,1,1,100.0,0.21,0.21,1.0,1.0,3.1,0,0,0,0.6,0.0,0.0,0.4,1.0,shooting
ITA-Serie A,2021,Bologna,Jerdy Schouten,NED,MF,23,1997,27.9,1,9,4,44.4,0.32,0.14,0.11,0.25,28.7,0,0,0,0.2,0.2,0.03,0.8,0.8,shooting
ITA-Serie A,2021,Bologna,Kacper Urbanski,POL,FW,15,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Lorenzo De Silvestri,ITA,DF,32,1988,23.8,2,11,6,54.5,0.46,0.25,0.18,0.33,11.6,0,0,0,2.1,2.1,0.19,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Mattia Pagliuca,ITA,MF,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Mattias Svanberg,SWE,MF,21,1999,20.6,5,58,17,29.3,2.82,0.83,0.09,0.29,22.3,1,0,0,4.6,4.6,0.08,0.4,0.4,shooting
ITA-Serie A,2021,Bologna,Mitchell Dijks,NED,DF,27,1993,16.5,0,2,0,0.0,0.12,0.0,0.0,,13.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Musa Barrow,GAM,"FW,MF",21,1998,32.5,8,88,38,43.2,2.71,1.17,0.09,0.21,20.9,6,0,1,7.0,6.2,0.07,1.0,1.8,shooting
ITA-Serie A,2021,Bologna,Musa Juwara,GAM,"MF,DF",18,2001,0.5,0,1,1,100.0,1.96,1.96,0.0,0.0,22.9,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Nehuén Paz,ARG,DF,27,1993,4.0,1,2,1,50.0,0.5,0.25,0.5,1.0,6.4,0,0,0,0.4,0.4,0.18,0.6,0.6,shooting
ITA-Serie A,2021,Bologna,Nicola Sansone,ITA,"FW,MF",28,1991,13.0,2,31,13,41.9,2.39,1.0,0.06,0.15,18.1,3,0,0,3.9,3.9,0.13,-1.9,-1.9,shooting
ITA-Serie A,2021,Bologna,Nicolás Domínguez,ARG,MF,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.2,19.7,0,0,0,1.2,1.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2021,Bologna,Omar Khailoti,ITA,DF,18,2001,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Paolo Faragò,ITA,DF,27,1993,0.3,0,1,0,0.0,3.91,0.0,0.0,,10.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Riccardo Orsolini,ITA,"FW,MF",23,1997,19.5,7,53,19,35.8,2.72,0.97,0.08,0.21,18.8,11,3,3,9.3,7.1,0.13,-2.3,-3.1,shooting
ITA-Serie A,2021,Bologna,Roberto Soriano,ITA,MF,29,1991,36.1,9,61,19,31.1,1.69,0.53,0.15,0.47,18.3,0,0,0,6.9,6.9,0.11,2.1,2.1,shooting
ITA-Serie A,2021,Bologna,Rodrigo Palacio,ARG,FW,38,1982,27.8,5,54,23,42.6,1.94,0.83,0.09,0.22,13.2,0,0,0,9.3,9.3,0.17,-4.3,-4.3,shooting
ITA-Serie A,2021,Bologna,Simone Rabbi,ITA,"FW,DF",18,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Stefano Denswil,SUR,DF,27,1993,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Takehiro Tomiyasu,JPN,DF,21,1998,30.2,2,16,4,25.0,0.53,0.13,0.13,0.5,17.2,0,0,0,2.1,2.1,0.13,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Valentin Antov,BUL,DF,19,2000,2.6,0,1,0,0.0,0.39,0.0,0.0,,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Wisdom Amey,ITA,DF,14,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Łukasz Skorupski,POL,GK,29,1991,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Adam Ounas,ALG,"MF,FW",23,1996,3.4,0,6,0,0.0,1.75,0.0,0.0,,19.1,0,0,0,0.9,0.9,0.14,-0.9,-0.9,shooting
ITA-Serie A,2021,Cagliari,Alberto Cerri,ITA,FW,24,1996,4.1,1,16,6,37.5,3.9,1.46,0.06,0.17,11.5,0,0,0,3.0,3.0,0.19,-2.0,-2.0,shooting
ITA-Serie A,2021,Cagliari,Alessandro Deiola,ITA,MF,24,1995,6.8,0,6,1,16.7,0.88,0.15,0.0,0.0,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2021,Cagliari,Alessandro Tripaldelli,ITA,DF,21,1999,3.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Alessio Cragno,ITA,GK,26,1994,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Alfred Duncan,GHA,MF,27,1993,11.9,0,7,0,0.0,0.59,0.0,0.0,,26.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ITA-Serie A,2021,Cagliari,Andrea Carboni,ITA,DF,19,2001,12.1,0,5,0,0.0,0.41,0.0,0.0,,11.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
ITA-Serie A,2021,Cagliari,Arturo Calabresi,ITA,DF,24,1996,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Charalambos Lykogiannis,GRE,DF,26,1993,26.9,4,28,7,25.0,1.04,0.26,0.14,0.57,21.0,9,0,0,2.1,2.1,0.08,1.9,1.9,shooting
ITA-Serie A,2021,Cagliari,Christian Oliva,URU,MF,24,1996,4.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Daniele Rugani,ITA,DF,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.0,8.3,0,0,0,0.4,0.4,0.14,0.6,0.6,shooting
ITA-Serie A,2021,Cagliari,Diego Godín,URU,DF,34,1986,27.9,1,12,4,33.3,0.43,0.14,0.08,0.25,10.9,0,0,0,0.8,0.8,0.07,0.2,0.2,shooting
ITA-Serie A,2021,Cagliari,Fabio Pisacane,ITA,DF,34,1986,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Fabrizio Caligara,ITA,"MF,FW",20,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Gabriele Zappa,ITA,DF,20,1999,26.6,0,11,0,0.0,0.41,0.0,0.0,,17.9,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting
ITA-Serie A,2021,Cagliari,Gastón Pereiro,URU,"MF,DF",25,1995,3.0,2,14,5,35.7,4.63,1.65,0.14,0.4,15.3,0,0,0,2.3,2.3,0.16,-0.3,-0.3,shooting
ITA-Serie A,2021,Cagliari,Giovanni Simeone,ARG,FW,25,1995,19.3,6,43,13,30.2,2.22,0.67,0.14,0.46,13.8,0,0,0,7.7,7.7,0.18,-1.7,-1.7,shooting
ITA-Serie A,2021,Cagliari,Guglielmo Vicario,ITA,GK,23,1996,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,João Pedro,ITA,"FW,MF",28,1992,36.1,16,71,29,40.8,1.96,0.8,0.17,0.41,15.1,3,4,5,12.5,8.7,0.12,3.5,3.3,shooting
ITA-Serie A,2021,Cagliari,Kiril Despodov,BUL,FW,23,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Kwadwo Asamoah,GHA,"DF,MF",31,1988,2.5,0,2,1,50.0,0.8,0.4,0.0,0.0,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Cagliari,Leonardo Pavoletti,ITA,FW,31,1988,17.6,4,44,11,25.0,2.5,0.62,0.09,0.36,10.7,0,0,0,7.2,7.2,0.17,-3.2,-3.2,shooting
ITA-Serie A,2021,Cagliari,Luca Ceppitelli,ITA,DF,30,1989,16.3,0,7,1,14.3,0.43,0.06,0.0,0.0,11.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting
ITA-Serie A,2021,Cagliari,Marko Rog,CRO,MF,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.0,0.0,27.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ITA-Serie A,2021,Cagliari,Mattéo Tramoni,FRA,"MF,FW",20,2000,0.8,0,1,0,0.0,1.22,0.0,0.0,,23.6,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Nahitan Nández,URU,"MF,DF",24,1995,30.4,2,32,14,43.8,1.05,0.46,0.06,0.14,17.8,0,0,0,3.3,3.3,0.1,-1.3,-1.3,shooting
ITA-Serie A,2021,Cagliari,Paolo Faragò,ITA,DF,27,1993,4.1,0,3,0,0.0,0.73,0.0,0.0,,17.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2021,Cagliari,Radja Nainggolan,BEL,MF,32,1988,20.5,1,49,6,12.2,2.4,0.29,0.02,0.17,26.1,0,0,0,1.5,1.5,0.03,-0.5,-0.5,shooting
ITA-Serie A,2021,Cagliari,Ragnar Klavan,EST,DF,34,1985,8.6,0,6,1,16.7,0.7,0.12,0.0,0.0,18.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting
ITA-Serie A,2021,Cagliari,Riccardo Sottil,ITA,"FW,MF",21,1999,13.2,2,25,9,36.0,1.9,0.68,0.08,0.22,16.9,0,0,0,1.5,1.5,0.06,0.5,0.5,shooting
ITA-Serie A,2021,Cagliari,Răzvan Marin,ROU,MF,24,1996,32.9,3,27,10,37.0,0.82,0.3,0.11,0.3,24.6,1,0,0,1.4,1.4,0.05,1.6,1.6,shooting
ITA-Serie A,2021,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,18.0,0,3,1,33.3,0.17,0.06,0.0,0.0,7.0,0,0,0,0.7,0.7,0.22,-0.7,-0.7,shooting
ITA-Serie A,2021,Crotone,Adam Ounas,ALG,"FW,MF",23,1996,13.3,4,25,10,40.0,1.88,0.75,0.16,0.4,17.4,0,0,0,2.3,2.3,0.09,1.7,1.7,shooting
ITA-Serie A,2021,Crotone,Ahmad Benali,LBY,MF,28,1992,13.5,0,10,4,40.0,0.74,0.3,0.0,0.0,17.9,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting
ITA-Serie A,2021,Crotone,Alex Cordaz,ITA,GK,37,1983,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Andrea Rispoli,ITA,DF,31,1988,7.2,0,4,1,25.0,0.55,0.14,0.0,0.0,23.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4,shooting
ITA-Serie A,2021,Crotone,Antonio Mazzotta,ITA,DF,30,1989,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Arkadiusz Reca,POL,DF,25,1995,25.7,2,30,7,23.3,1.17,0.27,0.07,0.29,19.9,0,0,0,1.5,1.5,0.05,0.5,0.5,shooting
ITA-Serie A,2021,Crotone,Augustus Kargbo,SLE,FW,20,1999,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Crotone,Denis Drăguș,ROU,"FW,MF",21,1999,2.0,0,4,0,0.0,2.03,0.0,0.0,,25.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
