nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
EGY,MF,33-213,1991,23.9,1020,1175,86.8,16265,4410,537,576,93.2,393,428,91.8,64,108,59.3,1,0.7,1.1,0.3,16,123,13,2,98,ENG-Premier League,2024,passing
IRL,"FW,MF",29-199,1995,10.9,144,194,74.2,2402,702,67,77,87.0,54,64,84.4,15,29,51.7,0,0.2,0.5,-0.2,4,10,4,1,18,ENG-Premier League,2024,passing
WAL,"FW,DF",30-139,1994,10.3,153,253,60.5,2416,597,82,102,80.4,51,78,65.4,14,36,38.9,1,1.6,1.2,-0.6,10,8,8,7,8,ENG-Premier League,2024,passing
GHA,FW,21-034,2004,6.4,123,197,62.4,2150,601,59,81,72.8,45,59,76.3,16,33,48.5,2,1.6,1.4,0.4,6,7,7,2,17,ENG-Premier League,2024,passing
MAR,MF,20-336,2004,18.4,633,842,75.2,11268,3004,303,353,85.8,242,301,80.4,76,131,58.0,1,2.4,1.9,-1.4,25,70,24,5,104,ENG-Premier League,2024,passing
JAM,"FW,MF",32-068,1993,7.1,134,190,70.5,1736,527,82,101,81.2,36,47,76.6,4,14,28.6,2,1.2,0.2,0.8,6,8,5,0,14,ENG-Premier League,2024,passing
FRA,MF,26-043,1999,19.2,895,1030,86.9,13664,3715,480,519,92.5,355,407,87.2,35,48,72.9,0,0.4,0.9,-0.4,10,85,12,2,88,ENG-Premier League,2024,passing
ITA,DF,23-272,2001,11.5,511,589,86.8,8841,3545,228,248,91.9,243,267,91.0,33,61,54.1,0,0.0,0.1,0.0,0,19,0,0,30,ENG-Premier League,2024,passing
ENG,DF,32-045,1993,12.0,617,680,90.7,10705,4058,260,268,97.0,319,331,96.4,37,68,54.4,0,0.1,0.5,-0.1,1,28,2,0,26,ENG-Premier League,2024,passing
WAL,GK,31-293,1993,1.5,41,53,77.4,1162,949,6,6,100.0,20,20,100.0,15,27,55.6,0,0.0,0.0,0.0,0,2,0,0,0,ENG-Premier League,2024,passing
ARG,"FW,MF",20-109,2004,15.5,413,536,77.1,6526,1638,226,263,85.9,139,170,81.8,33,67,49.3,2,3.0,2.2,-1.0,23,36,13,2,49,ENG-Premier League,2024,passing
BAN,"MF,DF",27-192,1997,1.5,72,84,85.7,991,249,47,50,94.0,23,29,79.3,2,4,50.0,0,0.4,0.2,-0.4,2,10,1,1,3,ENG-Premier League,2024,passing
ENG,MF,29-068,1996,17.1,910,1045,87.1,14101,5048,471,511,92.2,362,397,91.2,44,76,57.9,2,1.2,1.5,0.8,17,110,7,5,101,ENG-Premier League,2024,passing
POL,GK,24-113,2000,6.0,152,224,67.9,4176,3245,47,47,100.0,46,47,97.9,58,129,45.0,0,0.0,0.0,0.0,0,2,0,0,1,ENG-Premier League,2024,passing
ENG,DF,27-047,1998,27.1,976,1266,77.1,14988,4731,514,596,86.2,394,472,83.5,38,116,32.8,1,0.5,0.7,0.5,12,65,19,7,75,ENG-Premier League,2024,passing
ENG,FW,38-090,1987,26.2,219,328,66.8,3096,355,125,169,74.0,69,88,78.4,11,16,68.8,3,2.9,2.5,0.1,18,8,9,1,20,ENG-Premier League,2024,passing
DEN,DF,32-251,1992,15.5,870,959,90.7,14697,5807,397,418,95.0,416,444,93.7,48,81,59.3,0,0.1,0.1,-0.1,3,34,1,0,32,ENG-Premier League,2024,passing
,FW,,,0.2,4,7,57.1,49,28,2,3,66.7,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,ENG-Premier League,2024,passing
GHA,"FW,MF",33-212,1991,14.6,316,437,72.3,4618,894,174,203,85.7,111,151,73.5,16,45,35.6,0,0.8,1.2,-0.8,12,20,11,6,31,ENG-Premier League,2024,passing
IRL,"FW,MF",23-140,2001,4.4,98,141,69.5,1365,321,65,76,85.5,27,40,67.5,4,8,50.0,1,0.4,0.2,0.6,5,6,3,1,8,ENG-Premier League,2024,passing
ENG,DF,23-305,2001,6.0,269,343,78.4,4292,1339,137,150,91.3,110,136,80.9,17,40,42.5,0,0.1,0.2,-0.1,3,18,2,1,19,ENG-Premier League,2024,passing
DEN,GK,24-274,2000,23.5,579,937,61.8,15153,11036,136,138,98.6,274,289,94.8,169,506,33.4,0,0.0,0.0,0.0,0,19,1,0,1,ENG-Premier League,2024,passing
FRA,FW,27-085,1998,0.3,6,8,75.0,59,5,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,ENG-Premier League,2024,passing
ENG,MF,24-207,2000,9.2,305,362,84.3,4617,1153,156,178,87.6,119,129,92.2,16,26,61.5,0,0.2,0.3,-0.2,8,24,4,0,23,ENG-Premier League,2024,passing
ZAM,"FW,MF",26-184,1998,6.5,91,127,71.7,1272,202,55,69,79.7,30,41,73.2,2,2,100.0,0,0.0,0.1,0.0,0,5,1,0,8,ENG-Premier League,2024,passing
POR,DF,31-187,1993,2.1,108,130,83.1,1707,518,59,67,88.1,38,46,82.6,8,8,100.0,0,0.0,0.1,0.0,0,14,0,0,9,ENG-Premier League,2024,passing
ENG,FW,26-315,1998,16.0,420,563,74.6,5755,1377,253,279,90.7,119,175,68.0,18,42,42.9,1,2.5,3.2,-1.5,20,31,25,7,56,ENG-Premier League,2024,passing
DEN,DF,22-116,2002,26.4,1007,1297,77.6,16181,5793,510,569,89.6,411,513,80.1,65,157,41.4,1,1.4,1.7,-0.4,18,74,23,18,69,ENG-Premier League,2024,passing
NGA,MF,28-116,1996,20.3,648,816,79.4,9137,2303,362,419,86.4,211,259,81.5,29,57,50.9,4,1.7,1.4,2.3,12,52,8,1,55,ENG-Premier League,2024,passing
ENG,FW,20-067,2005,0.0,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
BEL,DF,27-008,1998,25.3,1082,1245,86.9,20017,6917,418,448,93.3,572,605,94.5,89,171,52.0,0,0.1,0.4,-0.1,4,72,5,0,72,ENG-Premier League,2024,passing
FRA,DF,25-326,1999,1.2,48,57,84.2,797,314,28,34,82.4,16,19,84.2,4,4,100.0,0,0.0,0.0,0.0,0,3,0,0,3,ENG-Premier League,2024,passing
ARG,MF,26-108,1998,25.5,1133,1350,83.9,17989,4958,591,657,90.0,439,495,88.7,75,127,59.1,3,4.1,4.4,-1.1,36,111,32,1,156,ENG-Premier League,2024,passing
BRA,GK,32-191,1992,20.9,538,645,83.4,11965,7825,163,165,98.8,281,285,98.6,93,191,48.7,0,0.6,0.2,-0.6,1,10,0,0,0,ENG-Premier League,2024,passing
SCO,DF,31-031,1994,24.3,1399,1676,83.5,23490,7493,685,724,94.6,598,687,87.0,99,209,47.4,0,4.1,3.9,-4.1,38,137,27,15,162,ENG-Premier League,2024,passing
IRL,GK,26-139,1998,10.0,289,382,75.7,6252,3968,99,99,100.0,147,147,100.0,43,135,31.9,0,0.0,0.0,0.0,0,6,0,0,0,ENG-Premier League,2024,passing
NED,FW,25-339,1999,16.3,375,492,76.2,5304,1363,233,269,86.6,112,166,67.5,16,28,57.1,3,3.5,2.7,-0.5,30,21,22,6,46,ENG-Premier League,2024,passing
NIR,DF,21-276,2003,4.4,260,312,83.3,3892,1008,150,164,91.5,98,110,89.1,7,23,30.4,1,0.3,0.3,0.7,2,13,2,1,18,ENG-Premier League,2024,passing
ENG,"MF,DF",24-071,2001,15.0,755,809,93.3,10971,2166,436,450,96.9,275,296,92.9,27,36,75.0,3,1.0,1.2,2.0,19,52,14,0,74,ENG-Premier League,2024,passing
URU,FW,25-291,1999,11.2,144,205,70.2,2149,526,78,97,80.4,43,59,72.9,12,18,66.7,2,1.2,0.4,0.8,9,9,2,0,25,ENG-Premier League,2024,passing
POR,FW,28-128,1996,10.9,178,259,68.7,2570,597,98,128,76.6,60,81,74.1,9,17,52.9,3,1.8,1.1,1.2,10,23,3,1,28,ENG-Premier League,2024,passing
HUN,MF,24-168,2000,23.3,954,1132,84.3,14743,2917,527,593,88.9,301,341,88.3,78,109,71.6,3,5.0,4.2,-2.0,41,71,29,4,105,ENG-Premier League,2024,passing
ITA,FW,27-168,1997,0.4,21,25,84.0,247,63,15,16,93.8,4,6,66.7,1,1,100.0,0,0.0,0.1,0.0,0,3,0,0,2,ENG-Premier League,2024,passing
ENG,"MF,FW",22-007,2003,1.8,134,168,79.8,2369,571,72,78,92.3,44,58,75.9,14,21,66.7,1,0.8,0.4,0.2,4,12,4,0,23,ENG-Premier League,2024,passing
FRA,DF,25-321,1999,22.8,1387,1535,90.4,25493,8847,485,517,93.8,824,868,94.9,69,129,53.5,2,0.9,0.8,1.1,9,114,8,0,95,ENG-Premier League,2024,passing
ENG,DF,22-072,2003,3.2,201,221,91.0,3631,1232,73,75,97.3,112,123,91.1,13,18,72.2,0,0.0,0.1,0.0,0,17,0,0,10,ENG-Premier League,2024,passing
ENG,MF,19-085,2006,0.1,1,1,100.0,6,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
ENG,DF,27-323,1997,5.8,377,425,88.7,6689,2299,155,170,91.2,191,204,93.6,26,42,61.9,0,0.1,0.1,-0.1,2,29,0,0,35,ENG-Premier League,2024,passing
GRE,DF,28-334,1996,5.7,362,424,85.4,6120,2083,179,190,94.2,143,159,89.9,31,59,52.5,1,1.0,1.1,0.0,7,30,7,1,53,ENG-Premier League,2024,passing
COL,FW,28-088,1997,21.9,640,755,84.8,10318,2152,341,382,89.3,223,256,87.1,53,64,82.8,5,4.2,3.8,0.8,47,40,37,4,96,ENG-Premier League,2024,passing
EGY,FW,32-300,1992,30.5,739,1037,71.3,11115,3113,416,496,83.9,249,355,70.1,48,80,60.0,17,11.3,7.2,5.7,70,44,74,13,117,ENG-Premier League,2024,passing
NED,MF,22-330,2002,29.5,1473,1654,89.1,21936,5416,810,878,92.3,562,613,91.7,54,88,61.4,3,2.8,3.1,0.2,24,126,28,1,149,ENG-Premier League,2024,passing
ENG,DF,26-186,1998,23.8,1321,1787,73.9,25377,10446,578,642,90.0,535,704,76.0,185,367,50.4,6,6.7,6.7,-0.7,50,187,62,20,204,ENG-Premier League,2024,passing
NED,DF,33-277,1991,31.0,2230,2435,91.6,40386,15898,929,967,96.1,1102,1154,95.5,180,271,66.4,1,0.5,0.8,0.5,10,236,3,0,152,ENG-Premier League,2024,passing
CZE,GK,23-262,2001,0.1,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0,ENG-Premier League,2024,passing
JPN,MF,32-061,1993,1.6,79,84,94.0,1254,294,40,42,95.2,31,32,96.9,5,5,100.0,0,0.0,0.0,0.0,1,8,1,0,9,ENG-Premier League,2024,passing
UZB,DF,21-041,2004,5.6,360,395,91.1,6126,1976,160,169,94.7,191,197,97.0,6,23,26.1,0,0.1,0.1,-0.1,2,23,0,0,25,ENG-Premier League,2024,passing
POR,"MF,FW",30-244,1994,23.7,1163,1344,86.5,17580,3215,661,722,91.6,420,479,87.7,57,86,66.3,4,4.2,3.5,-0.2,42,64,27,7,99,ENG-Premier League,2024,passing
ENG,FW,20-168,2004,0.3,2,3,66.7,44,18,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,ENG-Premier League,2024,passing
BRA,GK,31-237,1993,21.0,664,758,87.6,16312,10785,118,118,100.0,391,398,98.2,153,239,64.0,3,0.8,0.0,2.2,3,19,1,0,1,ENG-Premier League,2024,passing
NOR,FW,24-264,2000,27.6,225,341,66.0,2706,532,156,221,70.6,50,75,66.7,4,6,66.7,3,2.8,1.8,0.2,26,9,7,1,18,ENG-Premier League,2024,passing
ENG,"FW,MF",29-213,1995,8.0,373,426,87.6,5566,961,241,258,93.4,114,130,87.7,17,25,68.0,1,1.8,1.7,-0.8,24,23,16,0,52,ENG-Premier League,2024,passing
ENG,DF,19-158,2005,1.1,107,115,93.0,1754,549,47,49,95.9,57,59,96.6,3,7,42.9,0,0.0,0.0,0.0,0,3,0,0,3,ENG-Premier League,2024,passing
ENG,"MF,FW",22-175,2002,1.6,58,68,85.3,912,169,31,37,83.8,25,28,89.3,2,3,66.7,0,0.0,0.1,0.0,0,5,1,0,4,ENG-Premier League,2024,passing
BEL,"FW,MF",22-319,2002,14.1,497,625,79.5,6986,1268,327,378,86.5,152,185,82.2,12,18,66.7,4,3.5,3.1,0.5,24,10,40,5,59,ENG-Premier League,2024,passing
ENG,"DF,MF",30-318,1994,6.1,367,403,91.1,6382,1601,169,179,94.4,161,174,92.5,31,40,77.5,0,0.1,0.2,-0.1,2,42,0,0,21,ENG-Premier League,2024,passing
CRO,DF,23-078,2002,29.4,1983,2192,90.5,31841,8265,983,1046,94.0,899,973,92.4,80,116,69.0,0,2.0,2.7,-2.0,25,189,19,1,218,ENG-Premier League,2024,passing
BEL,MF,33-287,1991,13.3,654,853,76.7,11147,3230,329,383,85.9,258,330,78.2,60,99,60.6,6,6.1,4.7,-0.1,41,64,44,9,116,ENG-Premier League,2024,passing
ENG,DF,34-318,1990,10.8,724,826,87.7,11928,3918,367,388,94.6,305,334,91.3,42,82,51.2,0,0.4,1.3,-0.4,7,63,7,4,64,ENG-Premier League,2024,passing
SUI,DF,29-266,1995,19.0,1389,1479,93.9,22799,6245,666,694,96.0,641,671,95.5,68,92,73.9,0,0.4,1.1,-0.4,9,149,11,2,135,ENG-Premier League,2024,passing
CRO,MF,30-340,1994,19.7,1382,1488,92.9,21372,5553,741,777,95.4,577,603,95.7,48,77,62.3,1,3.4,2.7,-2.4,27,153,24,0,130,ENG-Premier League,2024,passing
POR,"DF,MF",26-227,1998,13.6,770,894,86.1,11967,2182,429,469,91.5,291,332,87.7,41,61,67.2,4,3.4,2.5,0.6,20,35,23,6,55,ENG-Premier League,2024,passing
NED,DF,30-052,1995,7.5,509,542,93.9,8321,2950,248,253,98.0,237,244,97.1,20,34,58.8,0,0.0,0.2,0.0,1,42,1,0,50,ENG-Premier League,2024,passing
ENG,"DF,MF",20-021,2005,2.1,125,146,85.6,1722,365,86,97,88.7,37,42,88.1,1,2,50.0,0,0.1,0.2,-0.1,2,15,0,0,7,ENG-Premier League,2024,passing
ESP,MF,23-098,2002,5.3,376,405,92.8,5635,1322,216,221,97.7,153,169,90.5,6,8,75.0,0,0.1,0.4,-0.1,1,37,2,0,33,ENG-Premier League,2024,passing
EGY,"FW,MF",26-063,1999,7.3,150,191,78.5,2052,522,103,119,86.6,34,44,77.3,7,14,50.0,0,1.0,0.9,-1.0,8,8,13,2,18,ENG-Premier League,2024,passing
NOR,FW,21-273,2003,0.1,2,2,100.0,37,15,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
ENG,"MF,FW",24-318,2000,18.7,742,883,84.0,11563,2445,443,489,90.6,224,251,89.2,62,104,59.6,2,4.7,5.1,-2.7,42,40,35,5,95,ENG-Premier League,2024,passing
ENG,"DF,MF",20-141,2004,19.1,1060,1154,91.9,15247,2880,642,676,95.0,379,404,93.8,26,39,66.7,2,0.3,0.9,1.7,7,88,13,0,99,ENG-Premier League,2024,passing
ESP,MF,28-293,1996,0.7,57,61,93.4,1056,250,25,26,96.2,24,27,88.9,7,7,100.0,0,0.0,0.1,0.0,1,3,1,0,4,ENG-Premier League,2024,passing
POR,DF,27-332,1997,18.2,1577,1685,93.6,27269,8899,665,686,96.9,812,845,96.1,81,116,69.8,0,0.3,0.9,-0.3,5,150,5,0,102,ENG-Premier League,2024,passing
GER,GK,32-156,1992,10.0,312,377,82.8,7003,4768,91,93,97.8,153,157,97.5,66,123,53.7,0,0.0,0.0,0.0,0,6,0,0,0,ENG-Premier League,2024,passing
BRA,"FW,MF",21-001,2004,18.3,642,796,80.7,9592,1666,393,438,89.7,208,260,80.0,31,53,58.5,8,6.6,5.9,1.4,43,18,47,8,65,ENG-Premier League,2024,passing
BRA,DF,19-089,2006,0.0,2,2,100.0,50,10,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
GER,MF,34-169,1990,18.9,1216,1364,89.1,18727,3661,694,738,94.0,428,461,92.8,72,122,59.0,3,2.5,3.5,0.5,32,88,18,2,105,ENG-Premier League,2024,passing
ARG,"MF,FW",20-284,2004,20.2,530,665,79.7,7473,967,337,376,89.6,144,175,82.3,26,44,59.1,1,2.8,1.8,-1.8,26,19,20,3,46,ENG-Premier League,2024,passing
CIV,"FW,MF",22-274,2002,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,2.1,39,25,29,5,53,ENG-Premier League,2024,passing
CMR,GK,29-009,1996,31.0,868,1192,72.8,20571,12355,208,210,99.0,478,482,99.2,177,491,36.0,0,0.2,0.2,-0.2,1,23,0,0,1,ENG-Premier League,2024,passing
BRA,"DF,MF",25-046,2000,1.6,56,69,81.2,688,111,45,51,88.2,9,14,64.3,1,1,100.0,0,0.1,0.2,-0.1,3,1,5,2,6,ENG-Premier League,2024,passing
ENG,DF,18-201,2006,1.1,40,49,81.6,695,185,14,17,82.4,24,27,88.9,1,3,33.3,0,0.0,0.0,0.0,0,2,0,0,2,ENG-Premier League,2024,passing
POR,MF,30-215,1994,28.4,1388,1851,75.0,24560,8701,667,772,86.4,503,627,80.2,175,331,52.9,9,6.6,6.3,2.4,75,166,60,9,251,ENG-Premier League,2024,passing
BRA,MF,33-047,1992,14.1,637,809,78.7,10614,3279,303,351,86.3,256,305,83.9,56,92,60.9,0,2.2,1.9,-2.2,19,64,19,6,65,ENG-Premier League,2024,passing
DEN,FW,17-133,2007,0.3,6,8,75.0,99,30,2,2,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,ENG-Premier League,2024,passing
DEN,MF,33-056,1992,9.0,436,546,79.9,7387,2304,233,252,92.5,143,179,79.9,45,92,48.9,1,2.4,1.8,-1.4,21,41,6,1,40,ENG-Premier League,2024,passing
POR,DF,26-024,1999,29.6,1290,1600,80.6,20836,6340,665,742,89.6,504,613,82.2,91,161,56.5,2,1.9,2.4,0.1,24,57,23,8,96,ENG-Premier League,2024,passing
ENG,DF,18-026,2007,0.2,14,20,70.0,158,47,8,9,88.9,4,9,44.4,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,ENG-Premier League,2024,passing
ENG,DF,32-037,1993,15.8,788,913,86.3,14677,4900,295,322,91.6,420,461,91.1,63,109,57.8,0,0.3,0.2,-0.3,6,39,3,0,42,ENG-Premier League,2024,passing
NIR,DF,37-098,1988,3.2,174,196,88.8,2809,784,82,87,94.3,81,90,90.0,6,12,50.0,0,0.0,0.0,0.0,0,9,1,0,8,ENG-Premier League,2024,passing
NED,"FW,MF",23-324,2001,15.0,282,394,71.6,3460,869,190,243,78.2,59,77,76.6,8,17,47.1,1,1.5,1.0,-0.5,12,24,5,0,41,ENG-Premier League,2024,passing
ENG,MF,19-357,2005,14.3,580,672,86.3,7733,1966,371,404,91.8,145,164,88.4,26,35,74.3,0,1.5,1.2,-1.5,13,44,9,0,52,ENG-Premier League,2024,passing
FRA,DF,19-149,2005,9.7,528,571,92.5,8523,2822,244,255,95.7,252,266,94.7,23,36,63.9,0,0.0,0.1,0.0,0,36,2,1,43,ENG-Premier League,2024,passing
ARG,DF,27-083,1998,19.5,1200,1342,89.4,20292,7055,522,554,94.2,601,646,93.0,64,116,55.2,1,1.1,1.3,-0.1,9,91,18,2,117,ENG-Premier League,2024,passing
ENG,DF,29-273,1995,0.8,89,101,88.1,1503,573,48,50,96.0,34,38,89.5,7,11,63.6,0,0.0,0.0,0.0,0,6,0,0,6,ENG-Premier League,2024,passing
URU,MF,24-000,2001,16.0,610,700,87.1,10062,2175,305,343,88.9,240,258,93.0,51,68,75.0,0,0.6,0.6,-0.6,7,42,8,3,47,ENG-Premier League,2024,passing
ENG,"FW,MF",27-162,1997,10.9,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,ENG-Premier League,2024,passing
ENG,"MF,FW",26-091,1999,3.1,87,108,80.6,1301,296,48,54,88.9,27,34,79.4,5,9,55.6,0,0.2,0.1,-0.2,5,7,1,1,11,ENG-Premier League,2024,passing
NED,DF,25-242,1999,23.2,1225,1360,90.1,21549,5917,449,477,94.1,717,759,94.5,53,105,50.5,0,0.3,0.3,-0.3,6,63,2,1,55,ENG-Premier League,2024,passing
MAR,DF,27-148,1997,26.6,1292,1518,85.1,19379,6935,712,782,91.0,490,550,89.1,56,107,52.3,1,1.3,1.6,-0.3,16,105,17,5,98,ENG-Premier League,2024,passing
DEN,DF,20-167,2004,4.5,194,243,79.8,2707,663,124,142,87.3,61,82,74.4,4,9,44.4,0,0.4,1.0,-0.4,5,12,6,2,19,ENG-Premier League,2024,passing
DEN,FW,22-066,2003,17.2,194,252,77.0,2114,385,140,169,82.8,33,46,71.7,3,4,75.0,0,1.2,0.8,-1.2,13,10,4,0,15,ENG-Premier League,2024,passing
SCO,MF,28-124,1996,0.2,10,10,100.0,186,99,5,5,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,ENG-Premier League,2024,passing
ENG,MF,21-098,2004,2.0,76,92,82.6,1127,121,37,43,86.0,32,37,86.5,3,4,75.0,0,0.3,0.4,-0.3,2,3,1,0,5,ENG-Premier League,2024,passing
NED,DF,25-237,1999,1.1,49,55,89.1,642,260,31,33,93.9,13,14,92.9,2,2,100.0,0,0.0,0.0,0.0,1,7,1,0,3,ENG-Premier League,2024,passing
SWE,DF,30-268,1994,3.1,92,101,91.1,1444,340,40,45,88.9,49,50,98.0,1,3,33.3,0,0.1,0.1,-0.1,3,5,2,1,5,ENG-Premier League,2024,passing
SWE,FW,25-202,1999,24.3,411,559,73.5,5786,1366,247,299,82.6,124,160,77.5,19,31,61.3,5,3.8,3.2,1.2,36,31,20,0,68,ENG-Premier League,2024,passing
ENG,FW,24-046,2001,23.4,612,850,72.0,9404,3173,342,401,85.3,206,268,76.9,45,111,40.5,5,4.9,4.8,0.1,49,56,49,16,88,ENG-Premier League,2024,passing
BRA,MF,27-146,1997,28.6,1151,1404,82.0,18950,6390,576,639,90.1,446,512,87.1,93,159,58.5,6,5.3,4.4,0.7,40,144,55,4,212,ENG-Premier League,2024,passing
ENG,FW,33-043,1992,2.3,23,33,69.7,305,75,12,15,80.0,9,12,75.0,0,0,,0,0.1,0.0,-0.1,1,1,0,0,3,ENG-Premier League,2024,passing
ENG,DF,32-337,1992,29.0,1361,1521,89.5,24481,8671,497,543,91.5,776,817,95.0,79,128,61.7,0,0.5,0.8,-0.5,5,24,6,0,45,ENG-Premier League,2024,passing
SWE,DF,30-252,1994,2.8,67,90,74.4,1115,506,30,41,73.2,32,38,84.2,4,8,50.0,0,0.1,0.0,-0.1,1,3,0,0,2,ENG-Premier League,2024,passing
SUI,DF,33-112,1991,24.8,1240,1492,83.1,24756,9676,441,475,92.8,649,703,92.3,143,286,50.0,0,0.3,0.8,-0.3,3,115,9,0,75,ENG-Premier League,2024,passing
ENG,FW,27-123,1997,12.0,300,381,78.7,4229,1338,194,226,85.8,94,125,75.2,9,15,60.0,3,3.1,3.5,-0.1,17,17,28,6,56,ENG-Premier League,2024,passing
ENG,FW,30-046,1995,20.2,511,736,69.4,7625,2450,312,372,83.9,155,231,67.1,32,74,43.2,9,6.7,4.2,2.3,30,42,28,9,59,ENG-Premier League,2024,passing
ENG,"MF,FW",25-234,1999,9.4,225,273,82.4,3203,714,137,154,89.0,78,91,85.7,7,16,43.8,2,1.6,0.8,0.4,18,20,8,0,34,ENG-Premier League,2024,passing
BRA,"MF,FW",28-240,1996,24.0,787,945,83.3,11106,3182,486,552,88.0,254,291,87.3,27,48,56.3,1,1.6,1.9,-0.6,20,76,14,1,109,ENG-Premier League,2024,passing
ENG,DF,34-204,1990,9.7,664,811,81.9,11129,3830,336,355,94.6,269,320,84.1,48,109,44.0,0,0.6,0.7,-0.6,11,36,6,1,52,ENG-Premier League,2024,passing
ENG,DF,20-215,2004,24.3,1300,1592,81.7,21999,8891,653,715,91.3,525,617,85.1,104,202,51.5,4,4.3,3.7,-0.3,34,114,17,5,123,ENG-Premier League,2024,passing
ENG,MF,18-345,2006,2.4,118,135,87.4,1735,289,63,73,86.3,43,45,95.6,6,7,85.7,0,0.0,0.1,0.0,1,8,4,0,13,ENG-Premier League,2024,passing
ENG,DF,26-187,1998,3.4,146,181,80.7,2636,867,57,65,87.7,78,87,89.7,10,24,41.7,1,0.5,0.1,0.5,2,6,1,1,9,ENG-Premier League,2024,passing
SVK,GK,36-086,1989,10.0,265,333,79.6,5932,3082,58,58,100.0,161,161,100.0,45,112,40.2,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
ENG,DF,29-205,1995,0.1,7,7,100.0,84,11,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
PAR,FW,31-060,1994,1.7,54,66,81.8,707,219,39,42,92.9,13,16,81.3,1,3,33.3,0,0.3,0.2,-0.3,3,3,1,0,6,ENG-Premier League,2024,passing
ENG,GK,32-357,1992,20.0,404,571,70.8,10299,6406,91,92,98.9,199,203,98.0,112,273,41.0,0,0.0,0.0,0.0,0,2,0,0,0,ENG-Premier League,2024,passing
ITA,MF,24-338,2000,21.2,868,1050,82.7,13297,3463,488,546,89.4,302,354,85.3,48,88,54.5,1,0.7,1.2,0.3,12,74,15,3,87,ENG-Premier League,2024,passing
ENG,MF,27-163,1997,8.6,277,329,84.2,4119,1130,154,177,87.0,102,111,91.9,14,21,66.7,0,0.2,0.2,-0.2,4,25,1,0,38,ENG-Premier League,2024,passing
NED,DF,25-089,2000,2.5,113,128,88.3,1909,767,54,64,84.4,50,51,98.0,6,9,66.7,0,0.0,0.0,0.0,0,6,0,0,3,ENG-Premier League,2024,passing
ENG,DF,22-150,2002,23.6,1049,1240,84.6,15531,5274,612,679,90.1,384,446,86.1,35,66,53.0,1,2.2,1.9,-1.2,18,79,21,5,114,ENG-Premier League,2024,passing
DEN,FW,21-250,2003,1.0,4,10,40.0,54,24,2,7,28.6,1,2,50.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,ENG-Premier League,2024,passing
SWE,FW,22-349,2002,21.9,410,631,65.0,5916,2017,248,294,84.4,108,171,63.2,34,101,33.7,8,4.3,3.8,3.7,39,25,22,6,46,ENG-Premier League,2024,passing
ENG,FW,24-155,2000,22.0,629,765,82.2,9137,1889,378,410,92.2,187,228,82.0,38,77,49.4,2,2.7,2.5,-0.7,43,33,29,9,63,ENG-Premier League,2024,passing
NZL,FW,33-125,1991,26.0,258,390,66.2,3525,784,158,224,70.5,68,100,68.0,13,19,68.4,3,1.9,1.1,1.1,15,14,8,1,33,ENG-Premier League,2024,passing
BRA,"MF,FW",23-347,2001,2.3,74,93,79.6,1226,456,35,42,83.3,29,35,82.9,6,7,85.7,0,0.0,0.0,0.0,0,10,0,0,10,ENG-Premier League,2024,passing
ENG,MF,22-156,2002,23.7,812,1036,78.4,12860,4401,428,482,88.8,298,369,80.8,55,119,46.2,6,3.0,3.2,3.0,32,81,15,2,108,ENG-Premier League,2024,passing
GER,"MF,DF",18-343,2006,0.3,7,8,87.5,86,7,6,7,85.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
