nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
NOR,GK,34-213,1990,22.7,837,705,828,9,0,0,837,0,0,,0,,472,2207,1103,0,0,0,0,0,455,0,ESP-La Liga,2024,possession
ESP,FW,23-274,2001,0.1,4,0,0,3,1,0,4,0,0,,0,,2,11,10,0,0,0,0,0,4,2,ESP-La Liga,2024,possession
ESP,DF,20-288,2004,28.9,1790,174,891,862,46,4,1790,8,5,62.5,3,37.5,1049,5660,3349,27,10,0,14,6,1173,5,ESP-La Liga,2024,possession
ESP,DF,23-044,2002,26.6,1545,237,827,682,49,31,1545,11,8,72.7,1,9.1,798,4400,2692,19,10,0,12,3,948,1,ESP-La Liga,2024,possession
ESP,FW,26-255,1998,5.9,137,4,12,49,78,22,137,10,3,30.0,7,70.0,71,319,103,3,4,2,11,8,90,24,ESP-La Liga,2024,possession
ESP,MF,17-177,2007,0.2,6,0,0,4,2,0,6,2,0,0.0,0,0.0,3,24,13,1,0,0,1,0,4,0,ESP-La Liga,2024,possession
ESP,"MF,FW",22-333,2002,24.1,965,7,93,369,517,76,965,64,19,29.7,42,65.6,541,3329,1680,63,37,21,47,17,669,166,ESP-La Liga,2024,possession
FRA,DF,32-019,1993,20.9,1233,48,352,621,270,21,1233,30,8,26.7,16,53.3,589,3446,1970,43,30,6,24,16,716,57,ESP-La Liga,2024,possession
POR,"MF,FW",24-316,2000,17.1,885,12,111,452,333,34,885,39,18,46.2,14,35.9,512,2730,1385,35,34,8,27,33,635,59,ESP-La Liga,2024,possession
ARG,MF,23-324,2001,18.5,1160,54,275,749,147,12,1160,23,11,47.8,10,43.5,528,2315,1092,18,11,0,16,16,754,12,ESP-La Liga,2024,possession
ESP,"FW,MF",22-214,2002,4.5,231,5,33,87,113,11,231,15,8,53.3,7,46.7,136,980,434,15,6,3,14,7,159,53,ESP-La Liga,2024,possession
ESP,MF,23-026,2002,1.6,73,2,9,33,32,4,73,8,3,37.5,3,37.5,46,276,87,1,0,0,5,1,46,10,ESP-La Liga,2024,possession
GEO,GK,24-194,2000,26.0,852,703,846,6,0,0,852,0,0,,0,,393,1871,1034,1,0,0,0,0,346,0,ESP-La Liga,2024,possession
ESP,FW,25-152,1999,19.0,523,12,44,269,216,73,523,19,7,36.8,12,63.2,237,845,300,11,7,6,51,28,382,69,ESP-La Liga,2024,possession
ESP,MF,25-070,2000,4.0,228,13,62,129,37,1,228,2,1,50.0,1,50.0,85,364,129,0,1,0,3,3,146,5,ESP-La Liga,2024,possession
ESP,DF,19-151,2005,0.2,12,2,5,6,1,0,12,0,0,,0,,7,36,27,0,0,0,0,0,10,1,ESP-La Liga,2024,possession
ESP,MF,24-197,2000,2.1,110,0,7,36,69,10,110,12,3,25.0,6,50.0,73,389,202,6,4,2,8,4,82,12,ESP-La Liga,2024,possession
ESP,MF,22-100,2003,22.0,1238,45,248,692,318,36,1238,61,24,39.3,34,55.7,681,3645,1878,36,35,11,42,45,828,65,ESP-La Liga,2024,possession
ESP,DF,22-099,2003,8.6,502,29,141,199,170,11,502,30,12,40.0,14,46.7,220,1352,784,29,23,5,13,6,245,44,ESP-La Liga,2024,possession
ESP,MF,26-243,1998,16.0,1183,42,230,697,272,11,1182,10,6,60.0,2,20.0,540,2139,1067,9,14,1,10,10,719,15,ESP-La Liga,2024,possession
ESP,DF,29-321,1995,13.7,831,39,234,336,264,11,831,16,5,31.3,10,62.5,387,1775,926,20,22,3,12,1,481,113,ESP-La Liga,2024,possession
ESP,"MF,FW",31-177,1993,25.1,1199,32,199,433,582,50,1197,76,35,46.1,31,40.8,629,4454,2090,71,41,21,34,33,814,172,ESP-La Liga,2024,possession
ESP,"MF,DF",20-364,2004,0.5,34,1,3,14,18,2,34,4,2,50.0,2,50.0,17,93,36,0,0,0,1,3,23,6,ESP-La Liga,2024,possession
ENG,"DF,MF",25-097,2000,1.2,59,1,17,12,30,0,59,4,1,25.0,2,50.0,30,95,41,0,3,0,2,1,33,8,ESP-La Liga,2024,possession
BEL,DF,28-054,1997,1.0,23,6,17,6,0,0,23,0,0,,0,,8,68,3,0,0,0,0,0,10,0,ESP-La Liga,2024,possession
GUI,DF,28-113,1996,3.0,138,25,89,34,16,13,138,1,1,100.0,0,0.0,64,254,120,0,2,0,2,1,72,0,ESP-La Liga,2024,possession
ESP,"FW,MF",27-297,1997,4.8,145,9,28,60,59,14,145,9,1,11.1,8,88.9,62,350,136,4,5,0,6,5,96,11,ESP-La Liga,2024,possession
ESP,DF,21-334,2003,0.7,36,1,8,19,9,1,36,1,1,100.0,0,0.0,13,101,67,3,2,1,0,2,16,3,ESP-La Liga,2024,possession
ESP,"MF,FW",28-068,1997,4.0,224,6,33,72,120,20,224,13,1,7.7,12,92.3,122,524,279,7,6,4,12,5,160,45,ESP-La Liga,2024,possession
MKD,GK,31-107,1993,4.0,143,96,135,9,0,0,143,0,0,,0,,68,362,240,0,0,0,1,0,52,0,ESP-La Liga,2024,possession
POR,DF,26-033,1999,8.5,555,29,177,215,170,12,555,23,8,34.8,12,52.2,240,1328,785,16,9,6,17,0,293,48,ESP-La Liga,2024,possession
NGA,FW,28-068,1997,6.3,215,4,10,93,114,28,215,16,7,43.8,8,50.0,122,659,193,8,6,3,30,19,166,32,ESP-La Liga,2024,possession
ESP,DF,20-089,2005,10.4,609,70,288,304,22,6,609,0,0,,0,,275,1329,736,9,2,0,1,0,337,0,ESP-La Liga,2024,possession
MAR,DF,18-313,2006,5.1,282,17,93,142,53,5,282,17,7,41.2,5,29.4,130,686,380,7,4,1,17,7,135,19,ESP-La Liga,2024,possession
ESP,FW,18-038,2007,0.1,6,1,2,2,2,0,6,1,0,0.0,0,0.0,3,6,1,0,0,0,1,0,3,0,ESP-La Liga,2024,possession
SEN,"FW,DF",28-269,1996,3.5,126,3,18,54,55,10,126,11,4,36.4,7,63.6,81,415,198,7,5,2,10,3,93,21,ESP-La Liga,2024,possession
POR,GK,28-317,1996,1.0,35,29,35,0,0,0,35,0,0,,0,,10,44,26,0,0,0,0,0,10,0,ESP-La Liga,2024,possession
ITA,DF,24-349,2000,5.0,294,12,130,120,49,5,294,8,4,50.0,4,50.0,145,913,459,8,4,1,5,2,181,18,ESP-La Liga,2024,possession
MAR,"MF,FW",30-086,1995,14.4,505,19,139,221,148,22,505,17,5,29.4,8,47.1,262,1638,610,19,11,5,20,10,320,47,ESP-La Liga,2024,possession
ESP,GK,21-349,2003,1.0,43,39,43,0,0,0,43,0,0,,0,,22,97,61,0,0,0,0,0,27,0,ESP-La Liga,2024,possession
TUR,DF,24-187,2000,3.9,256,45,164,90,3,2,256,0,0,,0,,126,624,297,2,1,0,3,0,158,0,ESP-La Liga,2024,possession
ESP,"MF,FW",20-347,2004,4.5,133,3,22,62,50,6,133,5,1,20.0,4,80.0,65,264,103,2,2,1,7,3,80,11,ESP-La Liga,2024,possession
VEN,"FW,MF",32-063,1993,5.3,244,9,40,114,91,4,244,12,2,16.7,8,66.7,126,867,422,10,10,0,4,3,161,24,ESP-La Liga,2024,possession
ESP,DF,22-037,2003,15.4,846,139,539,295,18,5,846,2,1,50.0,1,50.0,451,2520,1604,11,6,0,2,3,547,3,ESP-La Liga,2024,possession
CMR,DF,23-186,2001,3.0,215,23,131,79,6,4,215,1,1,100.0,0,0.0,128,563,282,1,0,0,0,0,159,0,ESP-La Liga,2024,possession
SUI,"DF,MF",27-066,1998,14.9,875,84,466,381,30,6,875,3,3,100.0,0,0.0,482,2471,1266,7,3,0,10,2,590,4,ESP-La Liga,2024,possession
AUT,MF,29-247,1995,3.7,224,9,51,142,37,3,224,10,7,70.0,2,20.0,125,752,408,5,3,0,3,3,153,3,ESP-La Liga,2024,possession
BRA,DF,30-351,1994,0.5,39,1,12,23,4,0,39,1,1,100.0,0,0.0,22,91,36,0,0,0,0,2,24,1,ESP-La Liga,2024,possession
ESP,"MF,FW",32-200,1992,12.3,562,10,98,241,233,18,562,39,21,53.8,8,20.5,339,2614,1432,46,23,8,18,18,378,70,ESP-La Liga,2024,possession
ESP,DF,28-028,1997,20.4,1223,207,836,360,30,10,1223,2,2,100.0,0,0.0,643,2952,1475,4,3,0,8,1,843,4,ESP-La Liga,2024,possession
GHA,DF,29-194,1995,3.1,200,25,131,70,0,0,200,0,0,,0,,130,589,290,0,0,0,0,0,145,0,ESP-La Liga,2024,possession
ESP,FW,24-019,2001,9.8,250,11,16,123,114,50,250,7,4,57.1,2,28.6,97,342,86,2,3,0,14,15,195,28,ESP-La Liga,2024,possession
SLE,DF,19-000,2006,9.6,523,85,321,194,10,8,523,4,3,75.0,1,25.0,265,1091,459,0,1,0,3,5,316,1,ESP-La Liga,2024,possession
EST,GK,22-363,2002,28.0,1146,966,1129,17,0,0,1146,0,0,,0,,601,2986,1867,0,0,0,2,0,534,0,ESP-La Liga,2024,possession
BRA,"MF,FW",29-062,1996,0.1,5,0,0,1,4,2,5,1,0,0.0,1,100.0,4,15,4,1,0,0,0,1,3,2,ESP-La Liga,2024,possession
ESP,MF,28-056,1997,13.2,723,19,166,412,159,18,723,22,8,36.4,12,54.5,344,2211,1125,19,18,4,25,13,441,28,ESP-La Liga,2024,possession
BRA,DF,25-008,2000,21.0,1076,76,411,461,219,21,1076,31,14,45.2,13,41.9,447,2693,1460,31,24,5,29,11,550,74,ESP-La Liga,2024,possession
ESP,DF,30-066,1995,25.9,1322,79,451,571,309,7,1322,17,8,47.1,7,41.2,540,2583,1318,38,20,3,26,5,725,108,ESP-La Liga,2024,possession
SEN,"FW,MF",31-022,1994,14.1,333,9,28,173,134,31,331,13,5,38.5,6,46.2,151,742,375,15,8,6,38,13,226,40,ESP-La Liga,2024,possession
BRA,FW,28-173,1996,13.0,369,13,45,208,126,32,369,41,17,41.5,18,43.9,195,1010,345,11,9,5,40,23,253,38,ESP-La Liga,2024,possession
ESP,MF,21-134,2003,0.2,19,1,4,11,4,1,19,1,1,100.0,0,0.0,5,16,3,0,0,0,0,0,7,0,ESP-La Liga,2024,possession
ESP,MF,21-037,2004,17.2,947,70,303,508,147,23,947,34,17,50.0,13,38.2,491,2767,1205,16,15,2,33,22,589,19,ESP-La Liga,2024,possession
ESP,DF,21-210,2003,1.4,74,2,36,32,7,0,74,2,0,0.0,2,100.0,28,103,54,1,0,0,3,1,28,2,ESP-La Liga,2024,possession
ESP,"FW,MF",22-127,2002,19.3,764,12,101,271,409,78,764,99,48,48.5,47,47.5,441,4281,2226,84,51,46,34,9,521,145,ESP-La Liga,2024,possession
MAR,MF,28-147,1996,12.3,482,3,68,263,159,17,481,53,26,49.1,20,37.7,257,1523,683,22,13,6,30,20,292,19,ESP-La Liga,2024,possession
CRO,MF,28-238,1996,15.7,796,78,352,399,55,9,796,8,5,62.5,3,37.5,324,1573,660,4,4,2,18,12,445,7,ESP-La Liga,2024,possession
HUN,MF,25-159,1999,6.1,262,14,87,163,15,0,262,4,2,50.0,1,25.0,130,835,284,2,3,0,4,3,158,3,ESP-La Liga,2024,possession
ESP,MF,25-306,1999,4.6,234,5,59,124,51,11,234,4,1,25.0,3,75.0,100,349,151,2,1,0,7,3,151,22,ESP-La Liga,2024,possession
ESP,MF,23-265,2001,25.0,1397,17,182,559,690,75,1396,52,19,36.5,26,50.0,793,4842,2783,79,81,11,37,29,911,134,ESP-La Liga,2024,possession
ESP,"DF,MF",29-002,1996,0.9,65,4,15,20,30,5,65,6,2,33.3,3,50.0,45,209,120,4,2,1,3,0,47,14,ESP-La Liga,2024,possession
NED,FW,28-070,1997,2.2,48,0,1,13,34,8,48,4,0,0.0,4,100.0,25,207,98,4,3,2,3,0,36,17,ESP-La Liga,2024,possession
ESP,FW,31-256,1993,15.6,514,6,50,214,259,104,514,57,24,42.1,25,43.9,321,1983,1091,47,27,26,49,24,380,91,ESP-La Liga,2024,possession
ESP,MF,35-360,1989,19.7,1402,70,365,814,229,10,1400,8,6,75.0,2,25.0,724,2863,1304,15,25,0,13,9,981,24,ESP-La Liga,2024,possession
ESP,MF,31-095,1994,4.1,205,1,30,84,91,15,205,13,8,61.5,4,30.8,122,870,556,17,11,3,11,4,152,20,ESP-La Liga,2024,possession
ESP,GK,26-165,1998,20.8,659,569,654,5,0,0,659,0,0,,0,,382,1923,1132,0,0,0,1,0,330,0,ESP-La Liga,2024,possession
CIV,DF,30-364,1994,6.4,370,49,179,179,13,5,370,3,3,100.0,0,0.0,185,1004,501,1,4,0,6,1,236,0,ESP-La Liga,2024,possession
ESP,FW,33-004,1992,7.2,359,7,25,159,178,43,356,24,13,54.2,11,45.8,215,1122,452,14,11,7,15,8,288,54,ESP-La Liga,2024,possession
MAR,"MF,FW",20-360,2004,6.5,293,8,44,89,163,29,293,43,19,44.2,17,39.5,200,1310,759,30,18,20,15,10,209,64,ESP-La Liga,2024,possession
ESP,"DF,MF",32-041,1993,2.4,160,10,42,63,56,13,160,8,3,37.5,5,62.5,83,347,168,4,3,1,3,2,100,23,ESP-La Liga,2024,possession
ARG,DF,27-089,1998,10.0,751,81,361,311,87,13,751,5,3,60.0,2,40.0,361,2007,1393,11,10,0,5,2,453,9,ESP-La Liga,2024,possession
ESP,DF,34-068,1991,20.4,1419,73,508,695,228,9,1419,21,16,76.2,4,19.0,737,4257,2281,47,26,0,20,9,858,38,ESP-La Liga,2024,possession
CPV,DF,24-010,2001,20.2,1271,198,677,553,48,12,1271,1,0,0.0,1,100.0,756,4150,2286,18,12,0,6,0,870,9,ESP-La Liga,2024,possession
BRA,GK,24-087,2001,8.2,267,218,262,5,0,0,267,0,0,,0,,134,718,513,0,0,0,1,0,114,0,ESP-La Liga,2024,possession
CIV,"FW,MF",29-317,1995,10.0,543,10,48,181,324,56,543,38,16,42.1,18,47.4,338,2221,1219,40,28,17,32,12,419,108,ESP-La Liga,2024,possession
SEN,MF,26-077,1999,19.8,1156,51,260,662,246,50,1156,29,8,27.6,15,51.7,670,3257,1744,33,24,7,31,18,809,58,ESP-La Liga,2024,possession
ESP,"MF,FW",20-053,2005,1.8,122,2,17,35,71,11,122,12,5,41.7,6,50.0,74,467,245,10,9,5,8,3,89,33,ESP-La Liga,2024,possession
ESP,DF,19-351,2005,6.5,437,29,172,215,54,2,437,5,3,60.0,2,40.0,205,777,370,2,3,0,3,0,248,7,ESP-La Liga,2024,possession
ESP,"MF,FW",24-175,2000,1.5,106,8,25,54,27,2,106,6,1,16.7,5,83.3,64,194,69,1,0,0,6,2,75,3,ESP-La Liga,2024,possession
ESP,DF,39-219,1985,13.2,915,157,533,369,14,3,915,0,0,,0,,514,2346,1226,3,1,0,3,1,652,0,ESP-La Liga,2024,possession
ESP,MF,28-188,1996,21.4,1378,77,338,793,255,45,1378,25,13,52.0,11,44.0,713,3533,2070,32,27,3,29,35,924,41,ESP-La Liga,2024,possession
ESP,DF,25-277,1999,27.0,1541,100,588,543,416,52,1541,28,9,32.1,15,53.6,679,3176,1765,44,30,8,16,10,795,158,ESP-La Liga,2024,possession
CAN,MF,26-062,1999,2.6,150,2,30,42,82,16,150,14,7,50.0,5,35.7,92,666,301,13,6,3,11,5,91,30,ESP-La Liga,2024,possession
ARG,MF,22-089,2003,0.1,11,1,2,5,4,0,11,0,0,,0,,5,42,34,1,1,0,1,0,7,0,ESP-La Liga,2024,possession
FRA,FW,22-172,2002,19.8,484,15,31,191,271,89,483,36,12,33.3,17,47.2,265,1658,743,29,25,14,70,20,371,93,ESP-La Liga,2024,possession
FRA,DF,20-229,2004,9.1,483,83,296,174,14,6,483,3,3,100.0,0,0.0,239,1169,622,2,2,1,5,3,314,0,ESP-La Liga,2024,possession
ESP,MF,22-173,2002,15.6,709,19,114,249,357,76,709,42,17,40.5,19,45.2,399,2066,1061,31,16,14,42,17,476,170,ESP-La Liga,2024,possession
