league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
FRA-Ligue 1,2024,Auxerre,Lassine Sinayoko,MLI,"FW,MF",25-124,1999.0,28,19,1786,19.8,2,4,6,1,1,1,4,0,5.3,4.5,3.6,8.1,42,50,156,0.1,0.2,0.3,0.05,0.25,0.27,0.18,0.45,0.23,0.41,standard,MLI,"FW,MF",25-124,1999.0,19.8,26,16,7,11,8,11,20,55.0,9,14,2,12,9,35,32,0,defense,MLI,"FW,MF",25-124,1999.0,19.8,2,45,11,24.4,2.27,0.55,0.02,0.09,16.2,0,1,1,5.3,4.5,0.1,-3.3,-3.5,shooting,MLI,"FW,MF",25-124,1999.0,19.8,397,521,76.2,5254,1213,237,286,82.9,119,145,82.1,9,19,47.4,4,3.6,2.8,0.4,27,20,13,3,50,passing,MLI,"FW,MF",25-124,1999.0,19.8,4,0,0,26,25,13,22,9,16,2,0,0,56,24,54,30.8,misc,MLI,"FW,MF",25-124,1999.0,19.8,752,30,118,287,354,101,751,49,16,32.7,29,59.2,416,2191,1042,42,22,22,38,29,518,156,possession
FRA-Ligue 1,2024,Auxerre,Lasso Coulibaly,GHA,"FW,MF",22-174,2002.0,2,0,38,0.4,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,3,2.37,0.0,2.37,2.37,2.37,0.52,0.0,0.52,0.52,0.52,standard,GHA,"FW,MF",22-174,2002.0,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GHA,"FW,MF",22-174,2002.0,0.4,1,2,1,50.0,4.74,2.37,0.5,1.0,11.8,0,0,0,0.2,0.2,0.11,0.8,0.8,shooting,GHA,"FW,MF",22-174,2002.0,0.4,9,10,90.0,111,0,6,6,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GHA,"FW,MF",22-174,2002.0,0.4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.0,misc,GHA,"FW,MF",22-174,2002.0,0.4,15,0,3,5,8,2,15,2,1,50.0,1,50.0,9,47,22,0,0,0,1,0,12,3,possession
FRA-Ligue 1,2024,Paris S-G,Lee Kang-in,KOR,"FW,MF",24-051,2001.0,26,15,1394,15.5,6,5,11,6,0,0,1,0,3.1,3.1,4.8,7.9,46,119,118,0.39,0.32,0.71,0.39,0.71,0.2,0.31,0.51,0.2,0.51,standard,KOR,"FW,MF",24-051,2001.0,15.5,20,13,6,8,6,17,31,54.8,14,8,1,7,2,22,3,1,defense,KOR,"FW,MF",24-051,2001.0,15.5,6,37,14,37.8,2.39,0.9,0.16,0.43,18.8,1,0,0,3.1,3.1,0.08,2.9,2.9,shooting,KOR,"FW,MF",24-051,2001.0,15.5,920,1056,87.1,13841,3380,525,559,93.9,278,315,88.3,77,117,65.8,5,4.8,5.5,0.2,49,82,39,6,119,passing,KOR,"FW,MF",24-051,2001.0,15.5,1,0,0,18,23,1,80,2,13,0,0,0,55,4,10,28.6,misc,KOR,"FW,MF",24-051,2001.0,15.5,1199,10,84,492,631,60,1199,47,25,53.2,19,40.4,760,3847,1817,46,36,17,17,20,978,118,possession
FRA-Ligue 1,2024,Rennes,Leo Skiri Østigård,NOR,DF,25-134,1999.0,16,14,1227,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,50,1,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,standard,NOR,DF,25-134,1999.0,13.6,20,18,16,4,0,15,22,68.2,7,12,10,2,15,35,81,1,defense,NOR,DF,25-134,1999.0,13.6,1,6,2,33.3,0.44,0.15,0.17,0.5,8.8,0,0,0,0.7,0.7,0.11,0.3,0.3,shooting,NOR,DF,25-134,1999.0,13.6,676,797,84.8,12920,4774,231,263,87.8,373,411,90.8,66,109,60.6,0,0.2,0.2,-0.2,2,42,0,0,50,passing,NOR,DF,25-134,1999.0,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1,misc,NOR,DF,25-134,1999.0,13.6,948,112,443,490,19,11,948,2,1,50.0,1,50.0,490,2421,1125,3,2,0,7,1,589,1,possession
FRA-Ligue 1,2024,Marseille,Leonardo Balerdi,ARG,DF,26-075,1999.0,23,23,1927,21.4,0,0,0,0,0,0,8,1,0.6,0.6,0.7,1.4,11,91,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,standard,ARG,DF,26-075,1999.0,21.4,47,34,26,16,5,24,42,57.1,18,24,14,10,30,77,58,4,defense,ARG,DF,26-075,1999.0,21.4,0,11,1,9.1,0.51,0.05,0.0,0.0,19.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,ARG,DF,26-075,1999.0,21.4,2117,2252,94.0,35329,13596,926,953,97.2,1036,1070,96.8,108,160,67.5,0,0.7,0.8,-0.7,8,139,6,0,91,passing,ARG,DF,26-075,1999.0,21.4,8,1,1,22,17,0,1,30,34,0,0,1,145,33,16,67.3,misc,ARG,DF,26-075,1999.0,21.4,2458,174,927,1481,67,14,2458,22,15,68.2,7,31.8,1550,7031,4495,11,15,2,16,13,1950,4,possession
FRA-Ligue 1,2024,Marseille,Lilian Brassier,FRA,DF,25-160,1999.0,12,9,779,8.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.3,11,40,8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,FRA,DF,25-160,1999.0,8.7,8,6,8,0,0,5,6,83.3,1,8,3,5,9,17,28,2,defense,FRA,DF,25-160,1999.0,8.7,0,5,1,20.0,0.58,0.12,0.0,0.0,11.3,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting,FRA,DF,25-160,1999.0,8.7,560,653,85.8,8815,2726,270,284,95.1,259,297,87.2,19,46,41.3,0,0.0,0.1,0.0,1,48,2,0,40,passing,FRA,DF,25-160,1999.0,8.7,3,0,0,7,3,0,5,9,6,0,0,0,38,17,7,70.8,misc,FRA,DF,25-160,1999.0,8.7,732,59,303,382,48,11,732,9,1,11.1,6,66.7,447,2283,1109,11,8,0,9,4,532,8,possession
FRA-Ligue 1,2024,Rennes,Lilian Brassier,FRA,DF,25-160,1999.0,8,8,694,7.7,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.4,17,46,7,0.13,0.0,0.13,0.13,0.13,0.17,0.02,0.19,0.17,0.19,standard,FRA,DF,25-160,1999.0,7.7,6,6,6,0,0,4,5,80.0,1,14,9,5,19,25,38,0,defense,FRA,DF,25-160,1999.0,7.7,1,10,1,10.0,1.3,0.13,0.1,1.0,14.2,0,0,0,1.3,1.3,0.13,-0.3,-0.3,shooting,FRA,DF,25-160,1999.0,7.7,452,532,85.0,8531,3126,161,175,92.0,245,273,89.7,41,71,57.7,0,0.2,0.3,-0.2,3,49,4,0,46,passing,FRA,DF,25-160,1999.0,7.7,0,0,0,4,5,0,7,19,6,0,0,0,31,14,4,77.8,misc,FRA,DF,25-160,1999.0,7.7,628,57,245,322,68,11,628,2,1,50.0,0,0.0,385,2275,1272,17,11,1,4,1,445,7,possession
FRA-Ligue 1,2024,Angers,Lilian Raolisoa,FRA,"DF,FW",24-299,2000.0,23,9,904,10.0,0,2,2,0,0,0,0,2,0.4,0.4,1.4,1.8,20,35,35,0.0,0.2,0.2,0.0,0.2,0.04,0.14,0.18,0.04,0.18,standard,FRA,"DF,FW",24-299,2000.0,10.0,31,19,20,9,2,13,28,46.4,15,8,2,6,10,41,36,0,defense,FRA,"DF,FW",24-299,2000.0,10.0,0,9,1,11.1,0.9,0.1,0.0,0.0,24.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,FRA,"DF,FW",24-299,2000.0,10.0,285,412,69.2,4808,2319,134,156,85.9,116,163,71.2,26,60,43.3,2,1.4,1.1,0.6,8,24,13,7,35,passing,FRA,"DF,FW",24-299,2000.0,10.0,0,2,0,13,6,2,52,10,19,0,1,0,50,10,8,55.6,misc,FRA,"DF,FW",24-299,2000.0,10.0,551,37,187,206,169,9,551,38,21,55.3,16,42.1,285,1665,857,20,22,1,14,11,307,35,possession
FRA-Ligue 1,2024,Toulouse,Logan Costa,CPV,DF,24-010,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,standard,CPV,DF,24-010,2001.0,1.0,2,1,0,2,0,1,1,100.0,0,2,2,0,2,4,4,0,defense,CPV,DF,24-010,2001.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CPV,DF,24-010,2001.0,1.0,47,56,83.9,845,482,20,20,100.0,23,26,88.5,4,9,44.4,0,0.5,0.0,-0.5,1,4,1,1,4,passing,CPV,DF,24-010,2001.0,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7,misc,CPV,DF,24-010,2001.0,1.0,69,12,34,33,3,0,69,0,0,,0,,37,179,115,1,0,0,0,1,42,1,possession
FRA-Ligue 1,2024,Angers,Lois Diony,FRA,FW,32-112,1992.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,32-112,1992.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,32-112,1992.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,32-112,1992.0,0.2,1,4,25.0,9,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,32-112,1992.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,FRA,FW,32-112,1992.0,0.2,6,0,0,1,5,2,6,0,0,,0,,4,19,0,0,0,0,2,0,6,2,possession
FRA-Ligue 1,2024,Rennes,Lorenz Assignon,TOG,"DF,MF",24-293,2000.0,26,22,1911,21.2,2,4,6,2,0,0,6,0,1.6,1.6,3.3,4.8,76,89,167,0.09,0.19,0.28,0.09,0.28,0.07,0.15,0.23,0.07,0.23,standard,TOG,"DF,MF",24-293,2000.0,21.2,41,22,21,18,2,15,35,42.9,20,18,3,15,22,63,60,0,defense,TOG,"DF,MF",24-293,2000.0,21.2,2,16,4,25.0,0.75,0.19,0.13,0.5,16.8,0,0,0,1.6,1.6,0.1,0.4,0.4,shooting,TOG,"DF,MF",24-293,2000.0,21.2,839,1071,78.3,13044,4542,429,503,85.3,351,431,81.4,33,67,49.3,4,3.3,3.3,0.7,23,50,23,12,89,passing,TOG,"DF,MF",24-293,2000.0,21.2,6,0,0,43,22,4,59,22,22,0,1,0,87,30,19,61.2,misc,TOG,"DF,MF",24-293,2000.0,21.2,1344,57,292,585,477,67,1344,59,20,33.9,37,62.7,655,4128,2397,76,56,21,49,28,823,167,possession
FRA-Ligue 1,2024,Nantes,Louis Leroux,FRA,"MF,DF",19-078,2006.0,12,5,522,5.8,1,0,1,1,0,0,1,0,1.1,1.1,0.7,1.8,5,20,7,0.17,0.0,0.17,0.17,0.17,0.19,0.13,0.31,0.19,0.31,standard,FRA,"MF,DF",19-078,2006.0,5.8,20,14,9,8,3,11,14,78.6,3,14,0,14,5,25,14,1,defense,FRA,"MF,DF",19-078,2006.0,5.8,1,7,4,57.1,1.21,0.69,0.14,0.25,15.8,0,0,0,1.1,1.1,0.15,-0.1,-0.1,shooting,FRA,"MF,DF",19-078,2006.0,5.8,129,162,79.6,2014,607,69,75,92.0,42,54,77.8,11,18,61.1,0,0.7,0.3,-0.7,10,11,6,0,20,passing,FRA,"MF,DF",19-078,2006.0,5.8,1,0,0,6,6,0,5,5,14,0,0,0,32,1,4,20.0,misc,FRA,"MF,DF",19-078,2006.0,5.8,243,12,63,136,54,9,243,12,4,33.3,7,58.3,119,686,308,5,8,3,8,4,115,7,possession
FRA-Ligue 1,2024,Saint-Étienne,Louis Mouton,FRA,MF,22-312,2002.0,20,12,975,10.8,0,1,1,0,0,0,2,0,1.2,1.2,1.2,2.4,16,46,40,0.0,0.09,0.09,0.0,0.09,0.11,0.11,0.22,0.11,0.22,standard,FRA,MF,22-312,2002.0,10.8,41,21,12,20,9,17,30,56.7,13,16,3,13,10,51,16,0,defense,FRA,MF,22-312,2002.0,10.8,0,16,3,18.8,1.48,0.28,0.0,0.0,22.3,0,0,0,1.2,1.2,0.07,-1.2,-1.2,shooting,FRA,MF,22-312,2002.0,10.8,393,491,80.0,6537,1796,202,228,88.6,142,176,80.7,36,53,67.9,1,1.2,1.1,-0.2,12,38,8,1,46,passing,FRA,MF,22-312,2002.0,10.8,2,0,0,21,6,2,14,10,21,0,0,0,57,5,9,35.7,misc,FRA,MF,22-312,2002.0,10.8,624,17,141,322,170,21,624,21,11,52.4,10,47.6,322,1456,718,16,8,2,10,12,402,40,possession
FRA-Ligue 1,2024,Auxerre,Loïc N'Gatta,FRA,DF,21-121,2003.0,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,21-121,2003.0,0.1,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0,defense,FRA,DF,21-121,2003.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,21-121,2003.0,0.1,13,15,86.7,199,64,7,7,100.0,5,5,100.0,1,2,50.0,0,0.0,0.0,0.0,0,3,0,0,1,passing,FRA,DF,21-121,2003.0,0.1,1,0,0,1,0,0,1,0,1,0,0,0,4,0,0,,misc,FRA,DF,21-121,2003.0,0.1,19,2,3,13,3,0,19,0,0,,0,,12,101,60,2,0,0,1,2,13,0,possession
FRA-Ligue 1,2024,Le Havre,Loïc Nego,HUN,"DF,FW",34-086,1991.0,25,22,1921,21.3,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.1,51,74,108,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,standard,HUN,"DF,FW",34-086,1991.0,21.3,43,27,27,12,4,31,46,67.4,15,14,2,12,23,66,67,0,defense,HUN,"DF,FW",34-086,1991.0,21.3,0,10,2,20.0,0.47,0.09,0.0,0.0,17.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,HUN,"DF,FW",34-086,1991.0,21.3,707,936,75.5,11815,4605,363,410,88.5,277,352,78.7,58,131,44.3,0,0.4,1.4,-0.4,11,61,21,12,74,passing,HUN,"DF,FW",34-086,1991.0,21.3,3,0,0,19,25,5,61,23,27,0,0,0,93,13,10,56.5,misc,HUN,"DF,FW",34-086,1991.0,21.3,1128,77,359,523,255,32,1128,27,13,48.1,11,40.7,559,2865,1814,51,27,3,17,7,686,108,possession
FRA-Ligue 1,2024,Brest,Luc Zogbé,CIV,DF,20-018,2005.0,13,7,638,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,4,19,19,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,CIV,DF,20-018,2005.0,7.1,32,18,17,11,4,18,26,69.2,8,11,2,9,14,46,22,1,defense,CIV,DF,20-018,2005.0,7.1,0,8,1,12.5,1.13,0.14,0.0,0.0,23.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,CIV,DF,20-018,2005.0,7.1,253,328,77.1,4265,1357,115,128,89.8,110,142,77.5,20,40,50.0,0,0.1,0.1,-0.1,4,12,2,2,19,passing,CIV,DF,20-018,2005.0,7.1,2,0,0,9,11,1,14,14,18,0,0,0,51,12,4,75.0,misc,CIV,DF,20-018,2005.0,7.1,436,30,158,192,92,5,436,19,4,21.1,11,57.9,196,985,384,4,7,0,9,5,202,19,possession
FRA-Ligue 1,2024,Paris S-G,Lucas Beraldo,BRA,DF,21-138,2003.0,19,18,1612,17.9,1,0,1,1,0,0,5,0,0.7,0.7,0.3,1.0,8,103,0,0.06,0.0,0.06,0.06,0.06,0.04,0.02,0.06,0.04,0.06,standard,BRA,DF,21-138,2003.0,17.9,31,24,25,6,0,19,31,61.3,12,12,6,6,19,50,45,2,defense,BRA,DF,21-138,2003.0,17.9,1,10,4,40.0,0.56,0.22,0.1,0.25,15.2,0,0,0,0.7,0.7,0.07,0.3,0.3,shooting,BRA,DF,21-138,2003.0,17.9,1577,1674,94.2,27402,9439,624,647,96.4,829,859,96.5,99,125,79.2,0,0.3,0.8,-0.3,7,131,12,2,103,passing,BRA,DF,21-138,2003.0,17.9,5,0,0,19,8,1,3,19,24,0,1,0,89,32,16,66.7,misc,BRA,DF,21-138,2003.0,17.9,1814,173,673,1082,65,11,1814,0,0,,0,,1075,4426,2706,8,12,0,9,2,1442,0,possession
FRA-Ligue 1,2024,Lille,Lucas Chevalier,FRA,GK,23-156,2001.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9,0.9,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,FRA,GK,23-156,2001.0,28.0,3,2,3,0,0,3,4,75.0,1,0,0,0,0,3,9,3,defense,FRA,GK,23-156,2001.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,23-156,2001.0,28.0,694,880,78.9,17304,12208,168,168,100.0,344,351,98.0,179,356,50.3,0,0.9,0.2,-0.9,2,11,0,0,1,passing,FRA,GK,23-156,2001.0,28.0,0,0,0,0,4,0,0,0,2,0,0,0,60,5,0,100.0,misc,FRA,GK,23-156,2001.0,28.0,937,768,931,7,0,0,937,0,0,,0,,589,3058,1836,0,0,0,0,0,515,0,possession
FRA-Ligue 1,2024,Paris S-G,Lucas Hernández,FRA,DF,29-056,1996.0,13,7,652,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,6,36,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,29-056,1996.0,7.2,20,15,10,8,2,12,18,66.7,6,9,4,5,5,25,30,1,defense,FRA,DF,29-056,1996.0,7.2,0,2,0,0.0,0.28,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,FRA,DF,29-056,1996.0,7.2,577,638,90.4,9973,3347,221,232,95.3,327,346,94.5,21,42,50.0,0,0.0,0.1,0.0,0,45,0,0,36,passing,FRA,DF,29-056,1996.0,7.2,2,0,0,8,5,0,2,5,15,0,0,0,35,10,4,71.4,misc,FRA,DF,29-056,1996.0,7.2,719,51,220,448,52,1,719,2,1,50.0,0,0.0,341,1424,804,6,10,0,5,1,515,4,possession
FRA-Ligue 1,2024,Monaco,Lucas Michal,FRA,"FW,MF",19-294,2005.0,7,0,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.1,3,4,11,0.0,0.0,0.0,0.0,0.0,0.2,0.81,1.02,0.2,1.02,standard,FRA,"FW,MF",19-294,2005.0,1.1,5,3,3,2,0,2,4,50.0,2,2,0,2,1,6,2,0,defense,FRA,"FW,MF",19-294,2005.0,1.1,0,3,1,33.3,2.7,0.9,0.0,0.0,12.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,FRA,"FW,MF",19-294,2005.0,1.1,31,37,83.8,359,69,18,19,94.7,9,12,75.0,0,1,0.0,0,0.9,0.6,-0.9,1,0,2,0,4,passing,FRA,"FW,MF",19-294,2005.0,1.1,0,0,0,5,4,0,1,1,3,0,0,0,3,3,5,37.5,misc,FRA,"FW,MF",19-294,2005.0,1.1,57,2,7,22,30,6,57,4,1,25.0,2,50.0,35,221,114,3,5,1,1,1,39,11,possession
FRA-Ligue 1,2024,Montpellier,Lucas Mincarelli,FRA,DF,21-096,2004.0,4,3,251,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,FRA,DF,21-096,2004.0,2.8,4,4,1,2,1,1,5,20.0,4,1,1,0,1,5,8,0,defense,FRA,DF,21-096,2004.0,2.8,0,1,1,100.0,0.36,0.36,0.0,0.0,33.2,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,FRA,DF,21-096,2004.0,2.8,97,126,77.0,1555,669,51,60,85.0,35,40,87.5,6,18,33.3,0,0.2,0.5,-0.2,1,8,2,2,11,passing,FRA,DF,21-096,2004.0,2.8,0,0,0,4,5,0,12,1,4,0,0,0,9,3,2,60.0,misc,FRA,DF,21-096,2004.0,2.8,152,8,56,62,35,2,152,2,0,0.0,2,100.0,83,394,207,6,4,0,4,1,93,11,possession
FRA-Ligue 1,2024,Lyon,Lucas Perri,BRA,GK,27-122,1997.0,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,GK,27-122,1997.0,28.0,1,1,1,0,0,0,4,0.0,4,1,0,1,0,1,19,1,defense,BRA,GK,27-122,1997.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,GK,27-122,1997.0,28.0,684,907,75.4,17036,11363,148,148,100.0,384,393,97.7,151,360,41.9,0,0.0,0.1,0.0,1,20,0,0,0,passing,BRA,GK,27-122,1997.0,28.0,1,0,0,1,4,0,0,0,1,0,0,0,27,12,0,100.0,misc,BRA,GK,27-122,1997.0,28.0,982,813,975,7,0,0,982,0,0,,0,,598,2714,1867,0,0,0,1,2,494,0,possession
FRA-Ligue 1,2024,Saint-Étienne,Lucas Stassin,BEL,FW,20-134,2004.0,24,19,1540,17.1,7,4,11,7,0,0,3,0,6.2,6.2,2.8,9.0,20,26,128,0.41,0.23,0.64,0.41,0.64,0.36,0.16,0.53,0.36,0.52,standard,BEL,FW,20-134,2004.0,17.1,13,9,2,4,7,5,17,29.4,12,9,0,9,3,16,7,0,defense,BEL,FW,20-134,2004.0,17.1,7,32,14,43.8,1.87,0.82,0.22,0.5,13.4,0,0,0,6.2,6.2,0.19,0.8,0.8,shooting,BEL,FW,20-134,2004.0,17.1,302,414,72.9,3834,448,194,235,82.6,77,99,77.8,9,17,52.9,4,2.8,2.5,1.2,14,7,8,0,26,passing,BEL,FW,20-134,2004.0,17.1,3,0,0,26,21,7,15,3,9,1,0,0,25,15,28,34.9,misc,BEL,FW,20-134,2004.0,17.1,571,8,32,241,301,74,571,31,13,41.9,16,51.6,283,1147,458,20,10,10,47,18,400,128,possession
FRA-Ligue 1,2024,Brest,Ludovic Ajorque,FRA,FW,31-045,1994.0,25,23,2023,22.5,10,1,11,10,0,1,4,0,8.4,7.6,2.4,10.0,9,37,105,0.44,0.04,0.49,0.44,0.49,0.37,0.11,0.48,0.34,0.44,standard,FRA,FW,31-045,1994.0,22.5,21,16,3,8,10,6,25,24.0,19,18,5,13,4,25,19,0,defense,FRA,FW,31-045,1994.0,22.5,10,40,19,47.5,1.78,0.85,0.25,0.53,11.9,0,0,1,8.4,7.6,0.19,1.6,2.4,shooting,FRA,FW,31-045,1994.0,22.5,367,537,68.3,5440,788,207,287,72.1,113,155,72.9,27,36,75.0,1,2.4,1.5,-1.4,27,28,10,0,37,passing,FRA,FW,31-045,1994.0,22.5,4,0,0,48,22,11,5,4,16,2,0,0,47,107,103,51.0,misc,FRA,FW,31-045,1994.0,22.5,732,25,64,355,318,100,731,15,6,40.0,9,60.0,317,1070,396,9,11,4,47,8,525,105,possession
FRA-Ligue 1,2024,Rennes,Ludovic Blas,FRA,"MF,FW",27-101,1997.0,24,23,1995,22.2,6,7,13,6,0,0,5,0,4.7,4.7,3.7,8.5,69,98,162,0.27,0.32,0.59,0.27,0.59,0.21,0.17,0.38,0.21,0.38,standard,FRA,"MF,FW",27-101,1997.0,22.2,34,21,7,12,15,21,39,53.8,18,16,2,14,12,46,9,0,defense,FRA,"MF,FW",27-101,1997.0,22.2,6,50,24,48.0,2.26,1.08,0.12,0.25,16.7,1,0,0,4.7,4.7,0.1,1.3,1.3,shooting,FRA,"MF,FW",27-101,1997.0,22.2,604,814,74.2,10453,3030,299,343,87.2,215,282,76.2,70,136,51.5,7,3.7,4.5,3.3,44,70,27,9,98,passing,FRA,"MF,FW",27-101,1997.0,22.2,5,0,0,28,46,1,105,12,21,1,0,0,81,11,36,23.4,misc,FRA,"MF,FW",27-101,1997.0,22.2,1104,10,110,482,529,96,1104,106,40,37.7,62,58.5,670,4244,1995,69,41,28,66,39,799,162,possession
