league,season,team,player,nation,pos,age,born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type
GER-Bundesliga,2024,Hoffenheim,Valentin Gendrey,FRA,DF,24-294,2000.0,14.0,1,10,5,50.0,0.71,0.36,0.1,0.2,19.1,0,0,0,1.1,1.1,0.11,-0.1,-0.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Alexander Bernhardsson,SWE,"MF,DF",26-215,1998.0,8.6,3,14,6,42.9,1.62,0.7,0.21,0.5,17.6,0,0,0,1.5,1.5,0.1,1.5,1.5,shooting
GER-Bundesliga,2024,Holstein Kiel,Andu Kelati,GER,"MF,DF",22-241,2002.0,3.2,1,6,3,50.0,1.87,0.94,0.17,0.33,13.3,0,0,0,0.9,0.9,0.14,0.1,0.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Armin Gigovic,BIH,MF,23-005,2002.0,16.5,4,22,8,36.4,1.33,0.49,0.18,0.5,18.9,1,0,0,1.6,1.6,0.07,2.4,2.4,shooting
GER-Bundesliga,2024,Holstein Kiel,Benedikt Pichler,AUT,FW,27-265,1997.0,8.6,1,18,8,44.4,2.1,0.93,0.06,0.13,13.9,0,0,0,2.2,2.2,0.12,-1.2,-1.2,shooting
GER-Bundesliga,2024,Holstein Kiel,Carl Johansson,SWE,DF,30-323,1994.0,4.1,0,1,1,100.0,0.25,0.25,0.0,0.0,10.8,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,David Zec,SVN,DF,25-096,2000.0,12.4,2,9,5,55.6,0.73,0.4,0.22,0.4,12.3,0,0,0,1.2,1.2,0.13,0.8,0.8,shooting
GER-Bundesliga,2024,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",22-160,2002.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,22.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Finn Porath,GER,"DF,MF",28-047,1997.0,20.2,2,25,11,44.0,1.24,0.54,0.08,0.18,20.9,0,0,0,1.8,1.8,0.1,0.2,0.2,shooting
GER-Bundesliga,2024,Holstein Kiel,Ivan Nekić,CRO,DF,24-108,2000.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",25-095,2000.0,7.7,2,19,9,47.4,2.47,1.17,0.05,0.11,21.8,3,1,2,3.6,2.1,0.11,-1.6,-1.1,shooting
GER-Bundesliga,2024,Holstein Kiel,John Tolkin,USA,"DF,FW",22-254,2002.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Lasse Rosenboom,GER,DF,23-082,2002.0,13.9,1,7,4,57.1,0.5,0.29,0.14,0.25,13.1,0,0,0,0.7,0.7,0.11,0.3,0.3,shooting
GER-Bundesliga,2024,Holstein Kiel,Lewis Holtby,GER,MF,34-205,1990.0,13.1,0,6,0,0.0,0.46,0.0,0.0,,24.3,2,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
GER-Bundesliga,2024,Holstein Kiel,Magnus Knudsen,NOR,MF,23-300,2001.0,17.5,0,10,3,30.0,0.57,0.17,0.0,0.0,25.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting
GER-Bundesliga,2024,Holstein Kiel,Marco Komenda,CRO,DF,28-136,1996.0,13.8,0,2,0,0.0,0.15,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Marko Ivezić,SRB,DF,23-130,2001.0,15.4,0,6,0,0.0,0.39,0.0,0.0,,13.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,shooting
GER-Bundesliga,2024,Holstein Kiel,Marvin Schulz,GER,"DF,MF",30-086,1995.0,3.0,0,3,1,33.3,0.99,0.33,0.0,0.0,28.1,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Max Geschwill,GER,DF,23-278,2001.0,13.5,1,9,2,22.2,0.67,0.15,0.11,0.5,12.8,0,0,0,0.9,0.9,0.1,0.1,0.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Nicolai Remberg,GER,MF,24-296,2000.0,21.9,0,19,2,10.5,0.87,0.09,0.0,0.0,18.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Patrick Erras,GER,DF,30-080,1995.0,9.2,1,8,1,12.5,0.87,0.11,0.13,1.0,10.0,0,0,0,0.9,0.9,0.11,0.1,0.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Phil Harres,GER,FW,23-017,2002.0,15.5,8,34,15,44.1,2.19,0.97,0.24,0.53,12.7,0,0,0,4.9,4.9,0.15,3.1,3.1,shooting
GER-Bundesliga,2024,Holstein Kiel,Shuto Machino,JPN,"FW,MF",25-193,1999.0,16.9,7,39,15,38.5,2.31,0.89,0.15,0.4,17.5,3,1,1,4.5,3.7,0.1,2.5,2.3,shooting
GER-Bundesliga,2024,Holstein Kiel,Steven Skrzybski,GER,"FW,MF",32-144,1992.0,10.6,6,24,10,41.7,2.27,0.95,0.21,0.5,18.5,0,1,1,3.3,2.5,0.1,2.7,2.5,shooting
GER-Bundesliga,2024,Holstein Kiel,Thomas Dähne,GER,GK,31-097,1994.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Timo Becker,GER,DF,28-017,1997.0,21.7,0,15,4,26.7,0.69,0.18,0.0,0.0,19.3,1,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting
GER-Bundesliga,2024,Holstein Kiel,Timon Weiner,GER,GK,26-083,1999.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Holstein Kiel,Tymoteusz Puchacz,POL,DF,26-078,1999.0,4.4,0,4,1,25.0,0.91,0.23,0.0,0.0,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Leverkusen,Aleix García,ESP,MF,27-287,1997.0,13.7,3,13,3,23.1,0.95,0.22,0.23,1.0,22.0,2,0,0,0.9,0.9,0.07,2.1,2.1,shooting
GER-Bundesliga,2024,Leverkusen,Amine Adli,MAR,"MF,FW",24-336,2000.0,5.9,2,16,5,31.3,2.7,0.84,0.13,0.4,13.7,0,0,0,2.2,2.2,0.14,-0.2,-0.2,shooting
GER-Bundesliga,2024,Leverkusen,Arthur,BRA,"DF,FW",22-025,2003.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Leverkusen,Edmond Tapsoba,BFA,DF,26-068,1999.0,22.4,0,19,2,10.5,0.85,0.09,0.0,0.0,18.5,0,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting
GER-Bundesliga,2024,Leverkusen,Emi Buendía,ARG,"MF,FW",28-107,1996.0,1.5,1,5,3,60.0,3.44,2.06,0.2,0.33,16.6,0,0,0,0.8,0.8,0.16,0.2,0.2,shooting
GER-Bundesliga,2024,Leverkusen,Exequiel Palacios,ARG,MF,26-188,1998.0,9.2,1,10,7,70.0,1.08,0.76,0.1,0.14,17.3,0,0,0,1.4,1.4,0.14,-0.4,-0.4,shooting
GER-Bundesliga,2024,Leverkusen,Florian Wirtz,GER,"MF,FW",21-343,2003.0,20.8,9,62,28,45.2,2.97,1.34,0.11,0.25,19.6,1,2,4,8.5,5.2,0.08,0.5,1.8,shooting
GER-Bundesliga,2024,Leverkusen,Granit Xhaka,SUI,MF,32-196,1992.0,27.2,2,19,3,15.8,0.7,0.11,0.11,0.67,24.9,0,0,0,0.8,0.8,0.04,1.2,1.2,shooting
GER-Bundesliga,2024,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",20-053,2005.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Leverkusen,Jeremie Frimpong,NED,"DF,MF",24-122,2000.0,21.8,4,30,15,50.0,1.37,0.69,0.13,0.27,14.6,0,0,0,3.9,3.9,0.13,0.1,0.1,shooting
GER-Bundesliga,2024,Leverkusen,Jonas Hofmann,GER,"MF,DF",32-271,1992.0,2.7,1,7,4,57.1,2.55,1.46,0.14,0.25,17.9,0,0,0,0.6,0.6,0.09,0.4,0.4,shooting
GER-Bundesliga,2024,Leverkusen,Jonathan Tah,GER,DF,29-059,1996.0,27.0,2,19,5,26.3,0.7,0.19,0.11,0.4,13.9,0,0,0,0.9,0.9,0.05,1.1,1.1,shooting
GER-Bundesliga,2024,Leverkusen,Lukáš Hrádecký,FIN,GK,35-138,1989.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Leverkusen,Mario Hermoso,ESP,DF,29-297,1995.0,3.3,0,4,0,0.0,1.23,0.0,0.0,,9.8,0,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting
GER-Bundesliga,2024,Leverkusen,Martin Terrier,FRA,"MF,FW",28-038,1997.0,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,13.6,0,0,0,2.4,2.4,0.15,-0.4,-0.4,shooting
GER-Bundesliga,2024,Leverkusen,Matej Kovar,CZE,GK,24-329,2000.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Leverkusen,Nathan Tella,NGA,"MF,FW",25-280,1999.0,11.6,2,24,8,33.3,2.07,0.69,0.08,0.25,15.3,0,0,0,2.6,2.6,0.11,-0.6,-0.6,shooting
GER-Bundesliga,2024,Leverkusen,Nordi Mukiele,FRA,DF,27-161,1997.0,10.0,1,7,3,42.9,0.7,0.3,0.14,0.33,15.8,0,0,0,1.4,1.4,0.2,-0.4,-0.4,shooting
GER-Bundesliga,2024,Leverkusen,Patrik Schick,CZE,FW,29-077,1996.0,13.9,17,56,27,48.2,4.02,1.94,0.3,0.63,11.6,0,0,0,10.4,10.4,0.19,6.6,6.6,shooting
GER-Bundesliga,2024,Leverkusen,Piero Hincapié,ECU,DF,23-092,2002.0,24.5,2,18,2,11.1,0.73,0.08,0.11,1.0,12.9,0,0,0,2.6,2.6,0.15,-0.6,-0.6,shooting
GER-Bundesliga,2024,Leverkusen,Robert Andrich,GER,"MF,DF",30-201,1994.0,15.5,2,20,4,20.0,1.29,0.26,0.1,0.5,21.9,0,0,0,1.3,1.3,0.06,0.7,0.7,shooting
GER-Bundesliga,2024,Leverkusen,Victor Boniface,NGA,FW,24-109,2000.0,11.0,8,50,17,34.0,4.55,1.55,0.16,0.47,14.5,0,0,1,7.8,7.1,0.14,0.2,0.9,shooting
GER-Bundesliga,2024,Leverkusen,Álex Grimaldo,ESP,"DF,MF",29-203,1995.0,24.2,2,37,11,29.7,1.53,0.45,0.05,0.18,21.6,8,0,0,2.2,2.2,0.06,-0.2,-0.2,shooting
GER-Bundesliga,2024,Mainz 05,Andreas Hanche-Olsen,NOR,DF,28-084,1997.0,10.1,1,7,1,14.3,0.69,0.1,0.14,1.0,13.1,0,0,0,0.4,0.4,0.06,0.6,0.6,shooting
GER-Bundesliga,2024,Mainz 05,Anthony Caci,FRA,DF,27-284,1997.0,24.9,1,29,11,37.9,1.17,0.44,0.03,0.09,16.5,1,0,0,2.8,2.8,0.1,-1.8,-1.8,shooting
GER-Bundesliga,2024,Mainz 05,Armindo Sieb,GER,"FW,MF",22-053,2003.0,8.2,2,26,7,26.9,3.19,0.86,0.08,0.29,16.2,0,0,0,2.7,2.7,0.11,-0.7,-0.7,shooting
GER-Bundesliga,2024,Mainz 05,Arnaud Nordin,FRA,DF,26-298,1998.0,0.3,0,1,0,0.0,3.75,0.0,0.0,,25.1,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
GER-Bundesliga,2024,Mainz 05,Aymen Barkok,MAR,MF,26-325,1998.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Mainz 05,Danny da Costa,GER,DF,31-272,1993.0,17.0,0,2,0,0.0,0.12,0.0,0.0,,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,Mainz 05,Dominik Kohr,GER,"DF,MF",31-070,1994.0,22.7,1,12,4,33.3,0.53,0.18,0.08,0.25,20.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,shooting
GER-Bundesliga,2024,Mainz 05,Gabriel Vidovic,CRO,MF,21-131,2003.0,0.0,0,1,0,0.0,22.5,0.0,0.0,,13.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
GER-Bundesliga,2024,Mainz 05,Hong Hyunseok,KOR,MF,25-299,1999.0,5.2,0,5,2,40.0,0.97,0.39,0.0,0.0,10.5,0,0,0,0.5,0.5,0.1,-0.5,-0.5,shooting
GER-Bundesliga,2024,Mainz 05,Jonathan Burkardt,GER,FW,24-274,2000.0,18.5,15,51,22,43.1,2.76,1.19,0.27,0.64,13.3,0,1,1,12.3,11.5,0.23,2.7,2.5,shooting
GER-Bundesliga,2024,Mainz 05,Kaishu Sano,JPN,MF,24-102,2000.0,27.8,0,16,2,12.5,0.58,0.07,0.0,0.0,21.2,0,0,0,0.7,0.7,0.04,-0.7,-0.7,shooting
GER-Bundesliga,2024,Mainz 05,Karim Onisiwo,AUT,"MF,FW",33-025,1992.0,1.2,0,3,0,0.0,2.45,0.0,0.0,,13.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
GER-Bundesliga,2024,Mainz 05,Lee Jae-sung,KOR,MF,32-244,1992.0,24.0,6,32,12,37.5,1.34,0.5,0.19,0.5,10.8,0,0,0,3.8,3.8,0.12,2.2,2.2,shooting
GER-Bundesliga,2024,Mainz 05,Lennard Maloney,USA,MF,25-185,1999.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,Mainz 05,Maxim Leitsch,GER,DF,26-328,1998.0,7.5,1,6,1,16.7,0.8,0.13,0.17,1.0,12.4,0,0,0,1.2,1.2,0.2,-0.2,-0.2,shooting
GER-Bundesliga,2024,Mainz 05,Moritz Jenz,GER,DF,25-346,1999.0,15.8,0,8,4,50.0,0.51,0.25,0.0,0.0,9.1,0,0,0,0.9,0.9,0.11,-0.9,-0.9,shooting
GER-Bundesliga,2024,Mainz 05,Nadiem Amiri,GER,MF,28-166,1996.0,22.5,6,48,20,41.7,2.13,0.89,0.08,0.2,25.2,7,2,2,4.4,2.8,0.06,1.6,1.2,shooting
GER-Bundesliga,2024,Mainz 05,Nelson Weiper,GER,"FW,MF",20-025,2005.0,5.7,3,12,9,75.0,2.12,1.59,0.25,0.33,11.8,0,0,0,2.8,2.8,0.23,0.2,0.2,shooting
GER-Bundesliga,2024,Mainz 05,Nikolas Veratschnig,AUT,"DF,FW",22-077,2003.0,1.3,0,3,1,33.3,2.39,0.8,0.0,0.0,15.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,Mainz 05,Paul Nebel,GER,MF,22-183,2002.0,21.1,8,33,15,45.5,1.56,0.71,0.24,0.53,17.5,0,0,0,4.5,4.5,0.14,3.5,3.5,shooting
GER-Bundesliga,2024,Mainz 05,Phillipp Mwene,AUT,DF,31-072,1994.0,25.2,0,18,3,16.7,0.71,0.12,0.0,0.0,17.1,0,0,0,1.2,1.2,0.07,-1.2,-1.2,shooting
GER-Bundesliga,2024,Mainz 05,Robin Zentner,GER,GK,30-165,1994.0,28.0,0,1,0,0.0,0.04,0.0,0.0,,13.4,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting
GER-Bundesliga,2024,Mainz 05,Silvan Widmer,SUI,DF,32-037,1993.0,4.4,0,2,0,0.0,0.45,0.0,0.0,,17.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,Mainz 05,Stefan Bell,GER,DF,33-230,1991.0,13.1,0,8,2,25.0,0.61,0.15,0.0,0.0,11.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,shooting
GER-Bundesliga,2024,RB Leipzig,Amadou Haidara,MLI,MF,27-070,1998.0,13.3,0,16,0,0.0,1.2,0.0,0.0,,19.2,0,0,0,1.1,1.1,0.07,-1.1,-1.1,shooting
GER-Bundesliga,2024,RB Leipzig,André Silva,POR,"FW,MF",29-156,1995.0,1.5,1,7,2,28.6,4.77,1.36,0.0,0.0,21.1,1,1,1,1.3,0.5,0.07,-0.3,-0.5,shooting
GER-Bundesliga,2024,RB Leipzig,Antonio Nusa,NOR,"MF,DF",19-359,2005.0,16.0,3,22,6,27.3,1.37,0.37,0.14,0.5,19.0,0,0,0,1.6,1.6,0.07,1.4,1.4,shooting
GER-Bundesliga,2024,RB Leipzig,Arthur Vermeeren,BEL,MF,20-063,2005.0,13.7,0,1,0,0.0,0.07,0.0,0.0,,15.2,0,0,0,0.2,0.2,0.23,-0.2,-0.2,shooting
GER-Bundesliga,2024,RB Leipzig,Assan Ouedraogo,GER,MF,18-337,2006.0,0.6,0,1,0,0.0,1.8,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Benjamin Henrichs,GER,DF,28-047,1997.0,10.4,0,11,1,9.1,1.06,0.1,0.0,0.0,22.1,1,0,0,0.5,0.4,0.04,-0.5,-0.4,shooting
GER-Bundesliga,2024,RB Leipzig,Benjamin Šeško,SVN,"FW,MF",21-315,2003.0,22.1,11,55,25,45.5,2.49,1.13,0.18,0.4,16.9,0,1,1,7.7,6.9,0.12,3.3,3.1,shooting
GER-Bundesliga,2024,RB Leipzig,Castello Lukeba,FRA,DF,22-115,2002.0,12.5,0,4,1,25.0,0.32,0.08,0.0,0.0,15.6,0,0,0,0.4,0.4,0.1,-0.4,-0.4,shooting
GER-Bundesliga,2024,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",25-253,1999.0,15.1,2,31,12,38.7,2.06,0.8,0.06,0.17,14.5,0,0,0,3.4,3.4,0.11,-1.4,-1.4,shooting
GER-Bundesliga,2024,RB Leipzig,David Raum,GER,DF,26-354,1998.0,17.8,1,9,4,44.4,0.51,0.22,0.11,0.25,17.9,3,0,0,0.5,0.5,0.05,0.5,0.5,shooting
GER-Bundesliga,2024,RB Leipzig,El Chadaille Bitshiabu,FRA,DF,19-330,2005.0,8.0,0,4,2,50.0,0.5,0.25,0.0,0.0,10.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,shooting
GER-Bundesliga,2024,RB Leipzig,Elif Elmas,MKD,MF,25-199,1999.0,0.5,0,2,0,0.0,4.09,0.0,0.0,,10.9,0,0,0,0.3,0.3,0.17,-0.3,-0.3,shooting
GER-Bundesliga,2024,RB Leipzig,Faik Sakar,GER,MF,17-087,2008.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,RB Leipzig,Kevin Kampl,SVN,MF,34-184,1990.0,15.6,1,6,2,33.3,0.38,0.13,0.17,0.5,18.3,0,0,0,0.8,0.8,0.13,0.2,0.2,shooting
GER-Bundesliga,2024,RB Leipzig,Kosta Nedeljković,SRB,DF,19-116,2005.0,1.5,0,3,0,0.0,1.96,0.0,0.0,,14.2,0,0,0,0.5,0.5,0.17,-0.5,-0.5,shooting
GER-Bundesliga,2024,RB Leipzig,Loïs Openda,BEL,"FW,MF",25-054,2000.0,23.1,8,70,30,42.9,3.03,1.3,0.11,0.27,16.2,1,0,1,8.7,7.9,0.11,-0.7,0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Lukas Klostermann,GER,DF,28-312,1996.0,15.4,0,3,1,33.3,0.19,0.06,0.0,0.0,15.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting
GER-Bundesliga,2024,RB Leipzig,Lutsharel Geertruida,NED,DF,24-267,2000.0,14.6,1,8,1,12.5,0.55,0.07,0.13,1.0,15.2,0,0,0,1.1,1.1,0.14,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Maarten Vandevoordt,BEL,GK,23-044,2002.0,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,RB Leipzig,Mohamed Simakan,FRA,DF,24-343,2000.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,RB Leipzig,Nicolas Seiwald,AUT,"MF,DF",23-342,2001.0,17.2,0,2,0,0.0,0.12,0.0,0.0,,25.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Péter Gulácsi,HUN,GK,34-340,1990.0,25.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,RB Leipzig,Ridle Baku,GER,"DF,MF",27-003,1998.0,10.1,1,13,3,23.1,1.28,0.3,0.08,0.33,15.8,0,0,0,1.1,1.1,0.08,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Tidiam Gomis,FRA,"MF,DF",18-246,2006.0,0.7,0,3,1,33.3,4.09,1.36,0.0,0.0,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Viggo Gebel,GER,MF,17-140,2007.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,RB Leipzig,Willi Orban,HUN,DF,32-159,1992.0,24.7,5,22,7,31.8,0.89,0.28,0.23,0.71,8.3,0,0,0,4.0,4.0,0.18,1.0,1.0,shooting
GER-Bundesliga,2024,RB Leipzig,Xaver Schlager,AUT,MF,27-195,1997.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,22.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting
GER-Bundesliga,2024,RB Leipzig,Xavi Simons,NED,MF,21-355,2003.0,19.1,7,37,16,43.2,1.93,0.84,0.19,0.44,19.1,1,0,0,3.7,3.7,0.1,3.3,3.3,shooting
GER-Bundesliga,2024,RB Leipzig,Yussuf Poulsen,DEN,"FW,MF",30-300,1994.0,3.3,1,10,4,40.0,3.01,1.2,0.1,0.25,8.5,0,0,0,2.2,2.2,0.22,-1.2,-1.2,shooting
GER-Bundesliga,2024,St. Pauli,Abdoulie Ceesay,GAM,FW,21-096,2004.0,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,St. Pauli,Adam Dźwigała,POL,"DF,MF",29-198,1995.0,2.8,0,5,0,0.0,1.79,0.0,0.0,,11.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting
GER-Bundesliga,2024,St. Pauli,Andreas Albers,DEN,FW,35-019,1990.0,0.7,1,3,1,33.3,4.35,1.45,0.33,1.0,11.9,0,0,0,0.6,0.6,0.2,0.4,0.4,shooting
GER-Bundesliga,2024,St. Pauli,Carlo Boukhalfa,MAR,MF,25-343,1999.0,13.7,1,14,2,14.3,1.02,0.15,0.07,0.5,18.0,0,0,0,0.8,0.8,0.06,0.2,0.2,shooting
GER-Bundesliga,2024,St. Pauli,Connor Metcalfe,AUS,MF,25-157,1999.0,3.0,0,5,3,60.0,1.64,0.99,0.0,0.0,22.3,0,0,0,0.7,0.7,0.13,-0.7,-0.7,shooting
GER-Bundesliga,2024,St. Pauli,Danel Sinani,LUX,"MF,FW",28-006,1997.0,8.4,1,26,9,34.6,3.08,1.07,0.04,0.11,21.4,2,0,0,1.1,1.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,St. Pauli,David Nemeth,AUT,DF,24-024,2001.0,17.7,0,2,0,0.0,0.11,0.0,0.0,,23.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,St. Pauli,Elias Saad,TUN,"FW,MF",25-105,1999.0,9.2,3,22,8,36.4,2.4,0.87,0.14,0.38,16.3,0,0,0,2.7,2.7,0.12,0.3,0.3,shooting
GER-Bundesliga,2024,St. Pauli,Eric Smith,SWE,"DF,MF",28-093,1997.0,25.4,1,21,8,38.1,0.83,0.31,0.05,0.13,24.7,9,0,0,1.3,1.3,0.06,-0.3,-0.3,shooting
GER-Bundesliga,2024,St. Pauli,Erik Ahlstrand,SWE,"FW,MF",23-179,2001.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,St. Pauli,Finley Stevens,WAL,DF,22-001,2003.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,St. Pauli,Hauke Wahl,GER,DF,30-361,1994.0,27.0,0,8,4,50.0,0.3,0.15,0.0,0.0,11.3,0,0,0,0.7,0.7,0.09,-0.7,-0.7,shooting
GER-Bundesliga,2024,St. Pauli,Jackson Irvine,AUS,MF,32-035,1993.0,28.0,0,39,12,30.8,1.39,0.43,0.0,0.0,11.8,0,0,0,3.1,2.9,0.07,-3.1,-2.9,shooting
GER-Bundesliga,2024,St. Pauli,James Sands,USA,"MF,DF",24-279,2000.0,5.0,0,1,0,0.0,0.2,0.0,0.0,,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
GER-Bundesliga,2024,St. Pauli,Johannes Eggestein,GER,FW,26-338,1998.0,20.3,3,34,10,29.4,1.68,0.49,0.06,0.2,15.7,0,1,2,4.7,3.1,0.09,-1.7,-1.1,shooting
GER-Bundesliga,2024,St. Pauli,Karol Mets,EST,DF,31-330,1993.0,10.0,0,3,0,0.0,0.3,0.0,0.0,,14.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
GER-Bundesliga,2024,St. Pauli,Lars Ritzka,GER,"DF,MF",26-339,1998.0,8.6,1,8,1,12.5,0.93,0.12,0.13,1.0,25.0,0,0,0,0.4,0.4,0.06,0.6,0.6,shooting
GER-Bundesliga,2024,St. Pauli,Manolis Saliakas,GRE,"MF,DF",28-211,1996.0,20.0,1,27,5,18.5,1.35,0.25,0.04,0.2,23.2,0,0,0,1.2,1.2,0.04,-0.2,-0.2,shooting
GER-Bundesliga,2024,St. Pauli,Maurides,BRA,FW,31-032,1994.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,St. Pauli,Morgan Guilavogui,GUI,"FW,MF",27-032,1998.0,14.9,5,33,10,30.3,2.22,0.67,0.15,0.5,13.8,0,0,0,5.8,5.8,0.18,-0.8,-0.8,shooting
GER-Bundesliga,2024,St. Pauli,Nikola Vasilj,BIH,GK,29-130,1995.0,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
GER-Bundesliga,2024,St. Pauli,Noah Weißhaupt,GER,"FW,MF",23-203,2001.0,10.2,1,14,2,14.3,1.38,0.2,0.07,0.5,16.8,0,0,0,1.6,1.6,0.12,-0.6,-0.6,shooting
