league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Lecce,Santiago Pierotti,ARG,FW,24-008,2001,29,17,1546,17.2,4,2,6,4,0,0,4,0,2.7,2.7,1.8,4.5,38,29,66,0.23,0.12,0.35,0.23,0.35,0.15,0.11,0.26,0.15,0.26,standard,ARG,FW,24-008,2001,17.2,4,29,7,24.1,1.69,0.41,0.14,0.57,15.1,0,0,0,2.7,2.7,0.09,1.3,1.3,shooting,ARG,FW,24-008,2001,17.2,4,0,0,46,12,11,15,12,21,0,0,0,91,44,52,45.8,misc,ARG,FW,24-008,2001,17.2,578,37,112,262,219,71,578,39,17,43.6,21,53.8,278,1876,998,38,18,18,42,25,329,66,possession,ARG,FW,24-008,2001,17.2,246,351,70.1,3326,894,155,192,80.7,69,95,72.6,10,17,58.8,2,1.8,1.1,0.2,22,21,9,3,29,passing,ARG,FW,24-008,2001,17.2,35,21,15,16,4,17,39,43.6,22,20,5,15,12,47,25,0,defense
ITA-Serie A,2024,Roma,Saud Abdulhamid,KSA,DF,25-267,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09,standard,KSA,DF,25-267,1999,2.3,0,1,0,0.0,0.44,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,KSA,DF,25-267,1999,2.3,0,0,0,2,5,0,7,2,2,0,1,0,3,0,1,0.0,misc,KSA,DF,25-267,1999,2.3,157,0,27,75,56,7,157,8,3,37.5,2,25.0,90,399,175,6,2,2,5,1,108,26,possession,KSA,DF,25-267,1999,2.3,118,136,86.8,1766,368,65,69,94.2,49,55,89.1,2,6,33.3,1,0.2,0.2,0.8,2,4,4,2,9,passing,KSA,DF,25-267,1999,2.3,3,2,2,0,1,1,1,100.0,0,2,0,2,2,5,0,0,defense
ITA-Serie A,2024,Torino,Saúl Coco,EQG,DF,26-061,1999,29,29,2610,29.0,2,0,2,2,0,0,9,0,1.1,1.1,0.0,1.1,17,66,3,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,standard,EQG,DF,26-061,1999,29.0,2,18,4,22.2,0.62,0.14,0.11,0.5,18.8,3,0,0,1.1,1.1,0.06,0.9,0.9,shooting,EQG,DF,26-061,1999,29.0,9,0,0,49,15,0,1,37,21,0,0,1,78,60,54,52.6,misc,EQG,DF,26-061,1999,29.0,1736,215,789,896,59,16,1736,8,7,87.5,1,12.5,1054,5455,2899,17,8,0,12,2,1138,3,possession,EQG,DF,26-061,1999,29.0,1248,1417,88.1,22944,6722,449,488,92.0,690,741,93.1,95,155,61.3,0,0.0,0.2,0.0,1,69,1,0,66,passing,EQG,DF,26-061,1999,29.0,41,21,29,11,1,16,25,64.0,9,44,28,16,37,78,144,4,defense
ITA-Serie A,2024,Napoli,Scott McTominay,SCO,MF,28-124,1996,27,26,2308,25.6,6,2,8,6,0,0,3,0,5.7,5.7,1.6,7.3,43,88,106,0.23,0.08,0.31,0.23,0.31,0.22,0.06,0.29,0.22,0.29,standard,SCO,MF,28-124,1996,25.6,6,60,22,36.7,2.34,0.86,0.1,0.27,15.1,0,0,0,5.7,5.7,0.1,0.3,0.3,shooting,SCO,MF,28-124,1996,25.6,3,0,0,37,44,4,5,20,20,1,0,0,111,46,33,58.2,misc,SCO,MF,28-124,1996,25.6,1029,42,178,571,300,81,1029,73,30,41.1,34,46.6,573,3237,1549,43,33,10,52,39,746,106,possession,SCO,MF,28-124,1996,25.6,606,719,84.3,10011,2243,296,334,88.6,237,273,86.8,53,72,73.6,2,1.6,1.2,0.4,18,53,18,0,88,passing,SCO,MF,28-124,1996,25.6,36,20,11,22,3,17,33,51.5,16,15,4,11,20,56,41,0,defense
ITA-Serie A,2024,Atalanta,Sead Kolašinac,BIH,DF,31-295,1993,22,22,1859,20.7,0,2,2,0,0,0,7,0,0.8,0.8,1.8,2.6,52,141,47,0.0,0.1,0.1,0.0,0.1,0.04,0.09,0.13,0.04,0.13,standard,BIH,DF,31-295,1993,20.7,0,10,2,20.0,0.48,0.1,0.0,0.0,13.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,BIH,DF,31-295,1993,20.7,7,0,0,38,19,3,10,22,25,0,0,1,132,33,25,56.9,misc,BIH,DF,31-295,1993,20.7,1439,70,474,752,229,27,1439,15,3,20.0,12,80.0,868,4163,2779,52,52,2,17,15,993,47,possession,BIH,DF,31-295,1993,20.7,1106,1261,87.7,17039,5978,596,638,93.4,443,500,88.6,45,74,60.8,2,1.8,1.5,0.2,17,105,12,2,141,passing,BIH,DF,31-295,1993,20.7,39,25,20,19,0,14,28,50.0,14,16,7,9,22,61,53,1,defense
ITA-Serie A,2024,Empoli,Sebastian Walukiewicz,POL,DF,25-006,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,standard,POL,DF,25-006,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POL,DF,25-006,2000,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5,misc,POL,DF,25-006,2000,2.0,83,16,37,38,9,0,83,0,0,,0,,32,279,157,2,0,0,2,0,33,3,possession,POL,DF,25-006,2000,2.0,48,62,77.4,874,473,21,26,80.8,18,21,85.7,7,11,63.6,0,0.1,0.0,-0.1,1,6,1,0,8,passing,POL,DF,25-006,2000,2.0,1,0,1,0,0,0,1,0.0,1,3,3,0,1,2,15,0,defense
ITA-Serie A,2024,Torino,Sebastian Walukiewicz,POL,DF,25-006,2000,24,18,1484,16.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,23,74,29,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,POL,DF,25-006,2000,16.5,0,6,1,16.7,0.36,0.06,0.0,0.0,20.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,POL,DF,25-006,2000,16.5,6,0,0,27,7,1,22,17,15,0,0,0,42,21,35,37.5,misc,POL,DF,25-006,2000,16.5,990,61,315,525,158,8,990,20,6,30.0,12,60.0,500,2407,1323,23,11,0,8,4,632,29,possession,POL,DF,25-006,2000,16.5,671,832,80.6,11427,3916,314,356,88.2,290,352,82.4,57,93,61.3,0,0.3,0.5,-0.3,3,69,12,4,74,passing,POL,DF,25-006,2000,16.5,28,15,14,11,3,15,22,68.2,7,19,6,13,17,45,55,0,defense
ITA-Serie A,2024,Empoli,Sebastiano Esposito,ITA,"MF,FW",22-283,2002,27,21,1828,20.3,8,0,8,7,1,2,1,0,5.2,3.7,1.9,5.6,27,71,75,0.39,0.0,0.39,0.34,0.34,0.26,0.09,0.35,0.18,0.27,standard,ITA,"MF,FW",22-283,2002,20.3,8,48,15,31.3,2.36,0.74,0.15,0.47,19.4,7,1,2,5.2,3.7,0.08,2.8,3.3,shooting,ITA,"MF,FW",22-283,2002,20.3,1,0,0,34,48,9,44,11,24,2,0,0,92,23,43,34.8,misc,ITA,"MF,FW",22-283,2002,20.3,871,10,74,438,374,77,869,57,26,45.6,26,45.6,452,1958,914,27,25,10,60,38,571,75,possession,ITA,"MF,FW",22-283,2002,20.3,361,609,59.3,5457,2224,190,266,71.4,107,169,63.3,35,79,44.3,0,1.9,1.8,-1.9,30,47,21,2,71,passing,ITA,"MF,FW",22-283,2002,20.3,43,24,12,23,8,13,27,48.1,14,17,2,15,11,54,12,0,defense
ITA-Serie A,2024,Cagliari,Sebastiano Luperto,ITA,DF,28-217,1996,31,31,2790,31.0,1,3,4,1,0,0,4,0,2.0,2.0,1.3,3.3,22,86,9,0.03,0.1,0.13,0.03,0.13,0.07,0.04,0.11,0.07,0.11,standard,ITA,DF,28-217,1996,31.0,1,20,5,25.0,0.65,0.16,0.05,0.2,12.5,0,0,0,2.0,2.0,0.1,-1.0,-1.0,shooting,ITA,DF,28-217,1996,31.0,4,0,0,21,15,1,7,27,22,0,1,0,118,52,49,51.5,misc,ITA,DF,28-217,1996,31.0,1693,229,946,683,73,27,1693,5,1,20.0,3,60.0,928,4399,2340,22,15,2,10,3,1065,9,possession,ITA,DF,28-217,1996,31.0,1172,1392,84.2,21971,7400,391,423,92.4,688,756,91.0,85,187,45.5,3,1.3,0.7,1.7,8,78,5,1,86,passing,ITA,DF,28-217,1996,31.0,42,22,28,13,1,15,25,60.0,10,26,13,13,27,69,133,1,defense
ITA-Serie A,2024,Monza,Semuel Pizzignacco,ITA,GK,23-222,2001,5,4,384,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,23-222,2001,4.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,23-222,2001,4.3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,misc,ITA,GK,23-222,2001,4.3,150,128,146,3,1,0,150,0,0,,0,,82,316,198,0,0,0,0,0,72,0,possession,ITA,GK,23-222,2001,4.3,108,142,76.1,3051,2195,20,20,100.0,47,48,97.9,39,72,54.2,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,23-222,2001,4.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,defense
ITA-Serie A,2024,Como,Sergi Roberto,ESP,MF,33-063,1992,12,8,684,7.6,0,1,1,0,0,0,4,0,0.7,0.7,0.7,1.4,10,35,18,0.0,0.13,0.13,0.0,0.13,0.09,0.09,0.18,0.09,0.18,standard,ESP,MF,33-063,1992,7.6,0,6,1,16.7,0.79,0.13,0.0,0.0,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7,shooting,ESP,MF,33-063,1992,7.6,4,0,0,7,13,0,6,9,8,0,2,0,48,7,9,43.8,misc,ESP,MF,33-063,1992,7.6,573,17,112,344,120,8,573,10,3,30.0,6,60.0,336,1504,770,10,13,2,13,5,422,18,possession,ESP,MF,33-063,1992,7.6,451,499,90.4,5970,1405,298,321,92.8,124,128,96.9,13,19,68.4,1,0.7,0.5,0.3,15,28,5,0,35,passing,ESP,MF,33-063,1992,7.6,14,8,5,5,4,5,7,71.4,2,7,1,6,9,23,13,0,defense
ITA-Serie A,2024,Monza,Silvère Ganvoula M'Boussy,CGO,FW,28-293,1996,6,4,311,3.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,18,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.17,0.1,0.17,standard,CGO,FW,28-293,1996,3.5,0,4,1,25.0,1.16,0.29,0.0,0.0,11.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting,CGO,FW,28-293,1996,3.5,0,0,0,3,8,1,0,1,0,0,0,0,5,14,12,53.8,misc,CGO,FW,28-293,1996,3.5,98,4,7,61,31,11,98,8,2,25.0,5,62.5,70,321,80,3,4,3,16,7,79,18,possession,CGO,FW,28-293,1996,3.5,36,57,63.2,580,78,18,28,64.3,13,18,72.2,3,4,75.0,0,0.2,0.0,-0.2,1,3,0,0,4,passing,CGO,FW,28-293,1996,3.5,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,5,0,defense
ITA-Serie A,2024,Parma,Simon Sohm,SUI,MF,24-000,2001,30,29,2437,27.1,4,0,4,4,0,0,4,0,2.7,2.7,1.7,4.5,60,126,50,0.15,0.0,0.15,0.15,0.15,0.1,0.06,0.17,0.1,0.17,standard,SUI,MF,24-000,2001,27.1,4,28,8,28.6,1.03,0.3,0.14,0.5,18.5,0,0,0,2.7,2.7,0.1,1.3,1.3,shooting,SUI,MF,24-000,2001,27.1,4,0,0,17,24,1,12,21,14,0,0,0,100,26,23,53.1,misc,SUI,MF,24-000,2001,27.1,1248,33,211,773,281,39,1248,26,12,46.2,8,30.8,752,4298,2565,60,46,10,30,18,897,50,possession,SUI,MF,24-000,2001,27.1,904,1059,85.4,14319,3969,446,497,89.7,376,431,87.2,51,79,64.6,0,1.7,1.7,-1.7,17,103,22,3,126,passing,SUI,MF,24-000,2001,27.1,23,14,8,11,4,12,28,42.9,16,7,1,6,21,44,30,0,defense
ITA-Serie A,2024,Udinese,Simone Pafundi,ITA,"MF,FW",19-056,2006,6,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,ITA,"MF,FW",19-056,2006,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,"MF,FW",19-056,2006,0.7,0,0,0,1,4,0,11,0,3,0,0,0,2,0,2,0.0,misc,ITA,"MF,FW",19-056,2006,0.7,56,1,8,26,23,0,56,4,0,0.0,1,25.0,32,204,90,2,7,0,1,1,31,2,possession,ITA,"MF,FW",19-056,2006,0.7,29,43,67.4,445,65,15,18,83.3,12,14,85.7,1,9,11.1,0,0.0,0.0,0.0,1,1,0,0,0,passing,ITA,"MF,FW",19-056,2006,0.7,3,3,2,0,1,1,2,50.0,1,0,0,0,0,3,1,0,defense
ITA-Serie A,2024,Hellas Verona,Simone Perilli,ITA,GK,30-094,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,30-094,1995,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,30-094,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,misc,ITA,GK,30-094,1995,1.0,27,20,26,1,0,0,27,0,0,,0,,12,81,67,0,0,0,0,0,7,0,possession,ITA,GK,30-094,1995,1.0,9,23,39.1,367,314,0,0,,3,4,75.0,6,19,31.6,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,30-094,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense
ITA-Serie A,2024,Cagliari,Simone Scuffet,ITA,GK,28-315,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,28-315,1996,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,28-315,1996,13.0,0,0,0,0,1,0,0,0,0,0,0,0,17,3,1,75.0,misc,ITA,GK,28-315,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0,possession,ITA,GK,28-315,1996,13.0,286,407,70.3,8534,6695,48,49,98.0,125,126,99.2,113,229,49.3,0,0.0,0.0,0.0,0,5,0,0,0,passing,ITA,GK,28-315,1996,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2,defense
ITA-Serie A,2024,Napoli,Simone Scuffet,ITA,GK,28-315,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,28-315,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,28-315,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,ITA,GK,28-315,1996,1.0,46,45,46,0,0,0,46,0,0,,0,,27,156,51,0,0,0,0,0,18,0,possession,ITA,GK,28-315,1996,1.0,35,44,79.5,827,432,8,8,100.0,22,22,100.0,5,14,35.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,28-315,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ITA-Serie A,2024,Como,Simone Verdi,ITA,"MF,FW",32-273,1992,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47,standard,ITA,"MF,FW",32-273,1992,1.3,0,2,2,100.0,1.57,1.57,0.0,0.0,26.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ITA,"MF,FW",32-273,1992,1.3,1,0,0,1,1,0,14,0,2,0,0,0,5,0,0,,misc,ITA,"MF,FW",32-273,1992,1.3,75,2,7,37,32,1,75,2,2,100.0,0,0.0,44,270,150,3,4,1,0,4,51,13,possession,ITA,"MF,FW",32-273,1992,1.3,31,60,51.7,576,243,16,24,66.7,10,15,66.7,5,15,33.3,0,0.5,0.6,-0.5,6,2,3,3,5,passing,ITA,"MF,FW",32-273,1992,1.3,2,2,0,1,1,0,2,0.0,2,2,0,2,0,2,2,0,defense
ITA-Serie A,2024,Fiorentina,Sofyan Amrabat,MAR,MF,28-233,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,MAR,MF,28-233,1996,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,MF,28-233,1996,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,misc,MAR,MF,28-233,1996,2.0,140,6,24,103,14,0,140,0,0,,0,,84,388,196,2,0,0,1,2,103,1,possession,MAR,MF,28-233,1996,2.0,112,133,84.2,2140,528,46,50,92.0,50,59,84.7,13,20,65.0,0,0.1,0.1,-0.1,2,10,0,0,14,passing,MAR,MF,28-233,1996,2.0,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0,defense
ITA-Serie A,2024,Udinese,Souleymane Touré,FRA,DF,22-014,2003,12,11,733,8.1,1,0,1,1,0,0,2,2,0.4,0.4,0.0,0.4,6,26,3,0.12,0.0,0.12,0.12,0.12,0.05,0.01,0.05,0.05,0.05,standard,FRA,DF,22-014,2003,8.1,1,4,2,50.0,0.49,0.25,0.25,0.5,7.0,0,0,0,0.4,0.4,0.09,0.6,0.6,shooting,FRA,DF,22-014,2003,8.1,2,2,0,15,6,1,6,9,6,0,0,1,23,7,5,58.3,misc,FRA,DF,22-014,2003,8.1,585,57,260,282,45,10,585,10,5,50.0,4,40.0,378,1752,831,6,5,1,7,0,424,3,possession,FRA,DF,22-014,2003,8.1,474,517,91.7,8403,2159,197,210,93.8,230,240,95.8,44,57,77.2,0,0.0,0.2,0.0,2,34,4,1,26,passing,FRA,DF,22-014,2003,8.1,7,6,4,3,0,4,5,80.0,1,15,6,9,9,16,17,1,defense
ITA-Serie A,2024,Napoli,Stanislav Lobotka,SVK,MF,30-137,1994,27,26,2306,25.6,0,1,1,0,0,0,3,0,0.3,0.3,1.1,1.5,28,101,30,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.06,0.01,0.06,standard,SVK,MF,30-137,1994,25.6,0,7,0,0.0,0.27,0.0,0.0,,23.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,SVK,MF,30-137,1994,25.6,3,0,0,21,29,0,2,20,26,0,1,0,151,6,5,54.5,misc,SVK,MF,30-137,1994,25.6,1678,93,456,969,270,9,1678,11,8,72.7,3,27.3,970,4570,1808,28,23,2,10,10,1231,30,possession,SVK,MF,30-137,1994,25.6,1349,1498,90.1,23410,5697,604,673,89.7,615,650,94.6,106,130,81.5,1,1.1,1.7,-0.1,15,95,17,1,101,passing,SVK,MF,30-137,1994,25.6,40,26,12,18,10,17,28,60.7,11,26,9,17,20,60,50,1,defense
ITA-Serie A,2024,Monza,Stefan Lekovic,SRB,DF,21-092,2004,6,3,322,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,15,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,SRB,DF,21-092,2004,3.6,0,2,0,0.0,0.56,0.0,0.0,,16.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,SRB,DF,21-092,2004,3.6,0,0,0,5,3,0,0,6,4,0,0,1,18,4,5,44.4,misc,SRB,DF,21-092,2004,3.6,191,12,84,93,15,1,191,3,2,66.7,1,33.3,105,421,228,4,0,0,3,0,130,2,possession,SRB,DF,21-092,2004,3.6,138,160,86.3,2363,748,54,60,90.0,74,80,92.5,9,17,52.9,0,0.0,0.0,0.0,0,14,0,0,15,passing,SRB,DF,21-092,2004,3.6,8,4,5,2,1,4,10,40.0,6,4,4,0,6,14,3,0,defense
ITA-Serie A,2024,Atalanta,Stefan Posch,AUT,DF,27-332,1997,4,4,342,3.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,4,19,4,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,standard,AUT,DF,27-332,1997,3.8,0,3,2,66.7,0.79,0.53,0.0,0.0,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting,AUT,DF,27-332,1997,3.8,0,0,0,10,0,0,5,4,10,0,0,0,21,4,4,50.0,misc,AUT,DF,27-332,1997,3.8,263,18,97,129,39,4,263,2,1,50.0,1,50.0,185,1147,619,4,5,0,2,5,173,4,possession,AUT,DF,27-332,1997,3.8,179,217,82.5,2858,1024,101,104,97.1,65,75,86.7,11,28,39.3,0,0.0,0.1,0.0,0,20,2,0,19,passing,AUT,DF,27-332,1997,3.8,14,10,5,6,3,7,8,87.5,1,5,1,4,4,18,13,0,defense
ITA-Serie A,2024,Bologna,Stefan Posch,AUT,DF,27-332,1997,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,standard,AUT,DF,27-332,1997,7.9,0,2,0,0.0,0.25,0.0,0.0,,20.5,0,0,0,0.3,0.3,0.14,-0.3,-0.3,shooting,AUT,DF,27-332,1997,7.9,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9,misc,AUT,DF,27-332,1997,7.9,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,possession,AUT,DF,27-332,1997,7.9,396,505,78.4,7784,2928,144,174,82.8,181,211,85.8,65,96,67.7,0,0.7,0.5,-0.7,10,40,11,7,36,passing,AUT,DF,27-332,1997,7.9,26,15,12,9,5,15,25,60.0,10,19,4,15,5,31,22,0,defense
ITA-Serie A,2024,Inter,Stefan de Vrij,NED,DF,33-065,1992,22,14,1366,15.2,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,8,66,4,0.13,0.0,0.13,0.13,0.13,0.06,0.0,0.06,0.06,0.06,standard,NED,DF,33-065,1992,15.2,2,11,2,18.2,0.72,0.13,0.18,1.0,10.1,0,0,0,0.9,0.9,0.08,1.1,1.1,shooting,NED,DF,33-065,1992,15.2,1,0,0,4,3,0,0,19,10,0,0,0,50,53,33,61.6,misc,NED,DF,33-065,1992,15.2,1278,105,517,729,37,16,1278,7,3,42.9,4,57.1,771,4141,2215,8,6,0,2,1,919,4,possession,NED,DF,33-065,1992,15.2,1042,1120,93.0,19284,6371,327,347,94.2,646,676,95.6,60,82,73.2,0,0.0,0.3,0.0,1,59,1,0,66,passing,NED,DF,33-065,1992,15.2,16,10,11,4,1,8,11,72.7,3,16,9,7,19,35,58,0,defense
ITA-Serie A,2024,Genoa,Stefano Sabelli,ITA,DF,32-088,1993,27,19,1740,19.3,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,30,72,38,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.08,0.01,0.08,standard,ITA,DF,32-088,1993,19.3,0,5,0,0.0,0.26,0.0,0.0,,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ITA,DF,32-088,1993,19.3,2,0,0,24,19,0,55,20,29,0,0,0,77,13,26,33.3,misc,ITA,DF,32-088,1993,19.3,1170,55,411,547,216,9,1170,12,3,25.0,5,41.7,495,2335,1409,30,17,1,20,3,610,38,possession,ITA,DF,32-088,1993,19.3,656,974,67.4,12569,6332,246,280,87.9,325,439,74.0,73,196,37.2,1,1.5,1.2,-0.5,15,67,25,11,72,passing,ITA,DF,32-088,1993,19.3,52,29,24,24,4,19,46,41.3,27,27,7,20,20,72,55,0,defense
ITA-Serie A,2024,Monza,Stefano Sensi,ITA,MF,29-249,1995,8,2,211,2.3,1,0,1,0,1,1,0,0,0.9,0.1,0.0,0.1,2,23,4,0.43,0.0,0.43,0.0,0.0,0.37,0.0,0.37,0.04,0.04,standard,ITA,MF,29-249,1995,2.3,1,4,1,25.0,1.71,0.43,0.0,0.0,30.8,0,1,1,0.9,0.1,0.02,0.1,-0.1,shooting,ITA,MF,29-249,1995,2.3,0,0,0,3,5,0,6,3,4,0,0,0,10,2,2,50.0,misc,ITA,MF,29-249,1995,2.3,228,5,55,141,34,1,227,5,3,60.0,1,20.0,170,859,373,2,2,0,1,1,180,4,possession,ITA,MF,29-249,1995,2.3,180,206,87.4,3495,1077,68,72,94.4,89,96,92.7,22,34,64.7,0,0.0,0.2,0.0,0,22,3,0,23,passing,ITA,MF,29-249,1995,2.3,6,4,2,4,0,5,6,83.3,1,3,2,1,3,9,2,1,defense
