league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Fiorentina,David de Gea,ESP,GK,34-155,1990,28,28,2520,28.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.04,0.04,0.0,0.04,0.0,0.01,0.01,0.0,0.01,standard,ESP,GK,34-155,1990,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,34-155,1990,28.0,1,0,0,0,2,0,0,0,0,0,0,0,17,6,0,100.0,misc,ESP,GK,34-155,1990,28.0,975,843,972,3,0,0,975,0,0,,0,,533,2633,1539,0,0,0,0,0,461,0,possession,ESP,GK,34-155,1990,28.0,663,916,72.4,20706,15647,87,87,100.0,291,295,98.6,284,526,54.0,1,0.4,0.0,0.6,3,18,0,0,0,passing,ESP,GK,34-155,1990,28.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,8,0,defense
ITA-Serie A,2024,Milan,Davide Bartesaghi,ITA,DF,19-103,2005,2,0,50,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard,ITA,DF,19-103,2005,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,19-103,2005,0.6,0,1,0,1,0,1,5,1,1,0,0,0,1,1,0,100.0,misc,ITA,DF,19-103,2005,0.6,34,1,7,11,17,1,34,2,0,0.0,2,100.0,18,69,44,2,1,0,0,0,20,10,possession,ITA,DF,19-103,2005,0.6,21,29,72.4,316,93,14,16,87.5,5,9,55.6,2,3,66.7,0,0.1,0.1,-0.1,1,0,1,1,0,passing,ITA,DF,19-103,2005,0.6,2,1,1,1,0,2,2,100.0,0,1,1,0,1,3,0,0,defense
ITA-Serie A,2024,Bologna,Davide Calabria,ITA,DF,28-126,1996,7,5,444,4.9,0,1,1,0,0,0,2,0,0.0,0.0,0.9,0.9,4,34,17,0.0,0.2,0.2,0.0,0.2,0.01,0.18,0.18,0.01,0.18,standard,ITA,DF,28-126,1996,4.9,0,2,0,0.0,0.41,0.0,0.0,,29.1,0,0,0,0.0,0.0,0.01,0.0,0.0,shooting,ITA,DF,28-126,1996,4.9,2,0,0,5,4,0,11,0,6,0,0,0,27,6,6,50.0,misc,ITA,DF,28-126,1996,4.9,366,7,92,190,88,3,366,3,0,0.0,3,100.0,211,967,462,4,6,0,6,3,212,17,possession,ITA,DF,28-126,1996,4.9,268,326,82.2,4595,1632,127,139,91.4,110,123,89.4,26,44,59.1,1,0.9,0.3,0.1,10,22,8,3,34,passing,ITA,DF,28-126,1996,4.9,10,6,3,5,2,4,7,57.1,3,2,0,2,0,10,14,1,defense
ITA-Serie A,2024,Milan,Davide Calabria,ITA,DF,28-126,1996,7,4,316,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14,standard,ITA,DF,28-126,1996,3.5,0,2,0,0.0,0.57,0.0,0.0,,16.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,shooting,ITA,DF,28-126,1996,3.5,0,0,0,3,4,0,16,8,7,0,0,0,16,2,0,100.0,misc,ITA,DF,28-126,1996,3.5,258,9,56,137,69,4,258,5,3,60.0,1,20.0,159,727,358,8,5,0,1,1,174,31,possession,ITA,DF,28-126,1996,3.5,193,223,86.5,3258,767,90,97,92.8,86,95,90.5,11,19,57.9,0,0.2,0.2,-0.2,1,23,2,2,24,passing,ITA,DF,28-126,1996,3.5,10,7,10,0,0,4,7,57.1,3,1,0,1,8,18,8,0,defense
ITA-Serie A,2024,Hellas Verona,Davide Faraoni,ITA,DF,33-168,1991,8,3,260,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,3,13,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard,ITA,DF,33-168,1991,2.9,0,1,0,0.0,0.35,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2,shooting,ITA,DF,33-168,1991,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0,misc,ITA,DF,33-168,1991,2.9,136,15,47,47,43,4,136,1,0,0.0,1,100.0,55,232,106,2,1,0,3,0,66,13,possession,ITA,DF,33-168,1991,2.9,65,95,68.4,1056,387,34,39,87.2,23,38,60.5,6,13,46.2,0,0.1,0.1,-0.1,2,6,3,3,3,passing,ITA,DF,33-168,1991,2.9,10,9,5,5,0,3,9,33.3,6,7,3,4,2,12,12,1,defense
ITA-Serie A,2024,Inter,Davide Frattesi,ITA,MF,25-171,1999,24,6,940,10.4,5,1,6,5,0,0,1,0,3.8,3.8,0.7,4.6,20,27,35,0.48,0.1,0.57,0.48,0.57,0.37,0.07,0.44,0.37,0.44,standard,ITA,MF,25-171,1999,10.4,5,25,7,28.0,2.39,0.67,0.2,0.71,12.1,0,0,0,3.8,3.8,0.16,1.2,1.2,shooting,ITA,MF,25-171,1999,10.4,1,0,0,7,22,2,7,4,7,1,0,0,43,9,11,45.0,misc,ITA,MF,25-171,1999,10.4,407,12,71,219,125,36,407,13,6,46.2,5,38.5,236,1312,690,20,12,6,13,3,277,35,possession,ITA,MF,25-171,1999,10.4,248,301,82.4,3660,778,142,156,91.0,93,112,83.0,11,14,78.6,1,0.7,0.7,0.3,4,19,4,0,27,passing,ITA,MF,25-171,1999,10.4,14,7,5,8,1,9,16,56.3,7,10,3,7,4,18,7,1,defense
ITA-Serie A,2024,Atalanta,Davide Zappacosta,ITA,DF,32-304,1992,24,21,1638,18.2,4,2,6,4,0,0,1,0,1.9,1.9,1.9,3.8,53,82,113,0.22,0.11,0.33,0.22,0.33,0.11,0.1,0.21,0.11,0.21,standard,ITA,DF,32-304,1992,18.2,4,32,10,31.3,1.76,0.55,0.13,0.4,19.2,0,0,0,1.9,1.9,0.06,2.1,2.1,shooting,ITA,DF,32-304,1992,18.2,1,0,0,13,14,5,78,10,14,0,0,0,66,5,10,33.3,misc,ITA,DF,32-304,1992,18.2,1116,31,229,431,466,40,1116,33,9,27.3,22,66.7,644,3448,1809,53,31,12,25,15,726,113,possession,ITA,DF,32-304,1992,18.2,776,932,83.3,12191,3841,428,460,93.0,281,341,82.4,48,87,55.2,2,1.9,2.6,0.1,21,45,32,21,82,passing,ITA,DF,32-304,1992,18.2,22,14,12,4,6,17,30,56.7,13,22,5,17,10,32,21,2,defense
ITA-Serie A,2024,Como,Dele Alli,ENG,MF,29-000,1996,1,0,9,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,MF,29-000,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ENG,MF,29-000,1996,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,ENG,MF,29-000,1996,0.1,4,0,0,2,2,0,4,0,0,,0,,3,7,4,0,0,0,1,0,4,1,possession,ENG,MF,29-000,1996,0.1,3,3,100.0,21,4,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,MF,29-000,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Parma,Dennis Man,ROU,"FW,MF",26-228,1998,29,23,1945,21.6,4,4,8,4,0,0,0,0,4.3,4.3,4.2,8.5,66,56,138,0.19,0.19,0.37,0.19,0.37,0.2,0.19,0.39,0.2,0.39,standard,ROU,"FW,MF",26-228,1998,21.6,4,43,17,39.5,1.99,0.79,0.09,0.24,17.5,0,0,0,4.3,4.3,0.1,-0.3,-0.3,shooting,ROU,"FW,MF",26-228,1998,21.6,0,0,0,8,17,4,33,8,6,0,0,0,69,9,17,34.6,misc,ROU,"FW,MF",26-228,1998,21.6,999,8,95,415,504,81,999,74,25,33.8,44,59.5,643,4304,1856,66,38,30,43,28,718,138,possession,ROU,"FW,MF",26-228,1998,21.6,617,776,79.5,8709,2186,391,456,85.7,162,195,83.1,38,64,59.4,4,4.2,2.7,-0.2,45,44,25,5,56,passing,ROU,"FW,MF",26-228,1998,21.6,13,6,7,3,3,6,23,26.1,17,15,3,12,8,21,10,0,defense
ITA-Serie A,2024,Inter,Denzel Dumfries,NED,"DF,FW",28-358,1996,25,19,1761,19.6,6,2,8,6,0,0,4,0,5.1,5.1,2.6,7.7,45,45,155,0.31,0.1,0.41,0.31,0.41,0.26,0.13,0.39,0.26,0.39,standard,NED,"DF,FW",28-358,1996,19.6,6,33,17,51.5,1.69,0.87,0.18,0.35,10.5,0,0,0,5.1,5.1,0.15,0.9,0.9,shooting,NED,"DF,FW",28-358,1996,19.6,4,0,0,51,16,5,51,6,18,2,0,0,59,53,16,76.8,misc,NED,"DF,FW",28-358,1996,19.6,919,30,149,377,407,83,919,37,9,24.3,24,64.9,472,2377,1097,45,23,10,25,10,584,155,possession,NED,"DF,FW",28-358,1996,19.6,530,727,72.9,8580,2689,284,326,87.1,202,297,68.0,38,65,58.5,2,2.6,2.5,-0.6,20,21,18,8,45,passing,NED,"DF,FW",28-358,1996,19.6,25,18,12,9,4,14,24,58.3,10,25,5,20,6,31,21,1,defense
ITA-Serie A,2024,Empoli,Devis Vásquez,COL,GK,26-334,1998,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,COL,GK,26-334,1998,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,COL,GK,26-334,1998,25.0,2,0,0,1,3,0,0,0,0,0,1,0,29,7,1,87.5,misc,COL,GK,26-334,1998,25.0,927,754,919,8,1,0,927,1,1,100.0,0,0.0,548,2771,1637,0,0,0,1,0,480,0,possession,COL,GK,26-334,1998,25.0,527,865,60.9,15650,11575,72,72,100.0,258,268,96.3,197,522,37.7,0,0.0,0.1,0.0,0,21,1,0,0,passing,COL,GK,26-334,1998,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,3,defense
ITA-Serie A,2024,Roma,Devyne Rensch,NED,DF,22-083,2003,7,4,348,3.9,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.8,2,11,22,0.0,0.26,0.26,0.0,0.26,0.02,0.2,0.22,0.02,0.22,standard,NED,DF,22-083,2003,3.9,0,1,1,100.0,0.26,0.26,0.0,0.0,21.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,NED,DF,22-083,2003,3.9,0,0,0,1,6,0,7,5,9,0,0,0,10,9,6,60.0,misc,NED,DF,22-083,2003,3.9,249,11,64,132,53,6,249,2,0,0.0,0,0.0,128,477,188,2,5,1,3,2,167,22,possession,NED,DF,22-083,2003,3.9,177,210,84.3,2578,718,107,121,88.4,59,67,88.1,7,14,50.0,1,0.8,0.8,0.2,2,12,4,2,11,passing,NED,DF,22-083,2003,3.9,13,9,5,7,1,7,8,87.5,1,4,2,2,5,18,8,1,defense
ITA-Serie A,2024,Hellas Verona,Diego Coppola,ITA,DF,21-104,2003,28,27,2387,26.5,1,0,1,1,0,0,9,0,0.5,0.5,0.1,0.6,4,41,2,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.02,0.02,0.02,standard,ITA,DF,21-104,2003,26.5,1,7,2,28.6,0.26,0.08,0.14,0.5,8.7,0,0,0,0.5,0.5,0.07,0.5,0.5,shooting,ITA,DF,21-104,2003,26.5,9,0,0,39,0,0,0,59,32,0,0,0,68,105,59,64.0,misc,ITA,DF,21-104,2003,26.5,1284,152,698,560,33,19,1284,4,1,25.0,3,75.0,608,3117,1218,4,3,0,6,4,651,2,possession,ITA,DF,21-104,2003,26.5,753,930,81.0,14779,5447,210,256,82.0,480,522,92.0,59,126,46.8,0,0.1,0.2,-0.1,3,27,0,0,41,passing,ITA,DF,21-104,2003,26.5,59,32,41,14,4,23,34,67.6,11,40,24,16,59,118,146,1,defense
ITA-Serie A,2024,Juventus,Diego Pugno,ITA,FW,18-278,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,0.0,0.76,standard,ITA,FW,18-278,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,18-278,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc,ITA,FW,18-278,2006,0.1,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,possession,ITA,FW,18-278,2006,0.1,2,2,100.0,28,0,2,2,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,passing,ITA,FW,18-278,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Fiorentina,Dodô,BRA,DF,26-145,1998,30,30,2665,29.6,0,4,4,0,0,0,7,0,1.0,1.0,3.7,4.8,117,110,152,0.0,0.14,0.14,0.0,0.14,0.04,0.13,0.16,0.04,0.16,standard,BRA,DF,26-145,1998,29.6,0,22,4,18.2,0.74,0.14,0.0,0.0,17.9,0,0,0,1.0,1.0,0.05,-1.0,-1.0,shooting,BRA,DF,26-145,1998,29.6,7,0,0,20,51,3,112,32,27,2,0,0,158,12,15,44.4,misc,BRA,DF,26-145,1998,29.6,1792,67,529,793,497,56,1792,96,42,43.8,40,41.7,1074,7270,4213,117,72,26,65,20,1098,152,possession,BRA,DF,26-145,1998,29.6,1144,1476,77.5,20544,6442,458,533,85.9,580,699,83.0,91,180,50.6,4,3.7,3.8,0.3,30,74,33,19,110,passing,BRA,DF,26-145,1998,29.6,40,27,23,10,7,23,45,51.1,22,21,5,16,32,72,53,2,defense
ITA-Serie A,2024,Hellas Verona,Domagoj Bradarić,CRO,DF,25-122,1999,22,18,1449,16.1,0,0,0,0,0,0,6,0,0.1,0.1,1.7,1.8,25,33,61,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.11,0.01,0.11,standard,CRO,DF,25-122,1999,16.1,0,5,3,60.0,0.31,0.19,0.0,0.0,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,CRO,DF,25-122,1999,16.1,6,0,0,16,11,3,59,12,19,0,0,0,59,15,19,44.1,misc,CRO,DF,25-122,1999,16.1,739,35,199,316,239,12,739,32,12,37.5,17,53.1,326,2029,1023,25,25,2,20,9,343,61,possession,CRO,DF,25-122,1999,16.1,424,575,73.7,7257,2342,212,245,86.5,162,208,77.9,43,87,49.4,0,1.7,1.7,-1.7,18,24,13,9,33,passing,CRO,DF,25-122,1999,16.1,26,19,16,7,3,13,22,59.1,9,16,4,12,12,38,41,1,defense
ITA-Serie A,2024,Venezia,Domen Črnigoj,SVN,MF,29-144,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,4,6,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,SVN,MF,29-144,1995,1.5,0,1,0,0.0,0.66,0.0,0.0,,10.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,shooting,SVN,MF,29-144,1995,1.5,0,0,0,2,4,0,2,4,2,0,0,0,8,2,5,28.6,misc,SVN,MF,29-144,1995,1.5,76,3,13,40,23,3,76,1,0,0.0,1,100.0,36,199,116,4,2,0,7,1,47,6,possession,SVN,MF,29-144,1995,1.5,25,49,51.0,348,107,13,21,61.9,9,12,75.0,1,8,12.5,0,0.0,0.0,0.0,0,1,1,0,4,passing,SVN,MF,29-144,1995,1.5,4,2,0,1,3,1,2,50.0,1,5,2,3,4,8,4,0,defense
ITA-Serie A,2024,Juventus,Douglas Luiz,BRA,MF,26-337,1998,15,3,488,5.4,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,16,33,12,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.26,0.11,0.26,standard,BRA,MF,26-337,1998,5.4,0,7,2,28.6,1.29,0.37,0.0,0.0,18.3,0,0,0,0.6,0.6,0.09,-0.6,-0.6,shooting,BRA,MF,26-337,1998,5.4,2,0,0,12,6,0,23,2,8,0,1,0,28,5,3,62.5,misc,BRA,MF,26-337,1998,5.4,450,12,83,248,123,8,450,13,10,76.9,3,23.1,252,1587,900,16,10,0,6,6,324,12,possession,BRA,MF,26-337,1998,5.4,356,411,86.6,6449,1511,165,180,91.7,141,157,89.8,45,66,68.2,0,0.8,0.9,-0.8,13,18,8,1,33,passing,BRA,MF,26-337,1998,5.4,12,8,7,4,1,6,9,66.7,3,4,1,3,2,14,4,0,defense
ITA-Serie A,2024,Parma,Drissa Camara,CIV,"MF,FW",23-052,2002,19,1,397,4.4,0,0,0,0,0,0,3,0,1.2,1.2,0.5,1.7,17,25,31,0.0,0.0,0.0,0.0,0.0,0.28,0.1,0.38,0.28,0.38,standard,CIV,"MF,FW",23-052,2002,4.4,0,15,5,33.3,3.4,1.13,0.0,0.0,19.8,0,0,0,1.2,1.2,0.08,-1.2,-1.2,shooting,CIV,"MF,FW",23-052,2002,4.4,3,0,0,15,14,1,5,2,7,1,0,0,22,3,9,25.0,misc,CIV,"MF,FW",23-052,2002,4.4,228,1,25,108,106,23,228,26,16,61.5,10,38.5,161,1151,627,17,10,9,12,2,157,31,possession,CIV,"MF,FW",23-052,2002,4.4,122,165,73.9,1937,507,65,77,84.4,47,56,83.9,6,15,40.0,0,0.5,0.2,-0.5,3,15,3,0,25,passing,CIV,"MF,FW",23-052,2002,4.4,9,7,2,6,1,1,9,11.1,8,6,0,6,2,11,1,0,defense
ITA-Serie A,2024,Torino,Duván Zapata,COL,FW,34-010,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.0,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59,standard,COL,FW,34-010,1991,6.5,3,21,8,38.1,3.22,1.23,0.14,0.38,11.6,0,0,0,3.4,3.4,0.16,-0.4,-0.4,shooting,COL,FW,34-010,1991,6.5,1,0,0,10,8,2,3,2,5,0,0,0,15,20,28,41.7,misc,COL,FW,34-010,1991,6.5,192,11,25,72,96,39,192,9,1,11.1,7,77.8,104,470,207,6,4,4,9,8,141,36,possession,COL,FW,34-010,1991,6.5,87,126,69.0,1223,191,52,75,69.3,18,25,72.0,9,11,81.8,0,0.5,0.5,-0.5,9,4,4,1,7,passing,COL,FW,34-010,1991,6.5,7,5,2,0,5,0,3,0.0,3,2,1,1,2,9,7,0,defense
ITA-Serie A,2024,Juventus,Dušan Vlahović,SRB,FW,25-073,2000,24,19,1635,18.2,9,2,11,5,4,4,3,0,11.0,7.9,1.1,9.0,23,18,99,0.5,0.11,0.61,0.28,0.39,0.61,0.06,0.67,0.43,0.5,standard,SRB,FW,25-073,2000,18.2,9,62,22,35.5,3.41,1.21,0.08,0.23,16.4,7,4,4,11.0,7.9,0.13,-2.0,-2.9,shooting,SRB,FW,25-073,2000,18.2,3,0,0,25,16,10,9,1,1,0,0,0,30,34,37,47.9,misc,SRB,FW,25-073,2000,18.2,499,13,24,217,261,103,495,26,8,30.8,17,65.4,272,1203,432,23,7,16,45,25,379,99,possession,SRB,FW,25-073,2000,18.2,222,324,68.5,3428,354,127,162,78.4,74,106,69.8,16,23,69.6,2,1.1,0.7,0.9,13,10,5,0,18,passing,SRB,FW,25-073,2000,18.2,2,1,0,1,1,1,5,20.0,4,7,3,4,1,3,8,3,defense
ITA-Serie A,2024,Fiorentina,Edoardo Bove,ITA,"MF,FW",22-330,2002,12,11,851,9.5,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.1,12,37,24,0.11,0.21,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22,standard,ITA,"MF,FW",22-330,2002,9.5,1,7,2,28.6,0.74,0.21,0.14,0.5,14.6,0,0,0,0.6,0.6,0.08,0.4,0.4,shooting,ITA,"MF,FW",22-330,2002,9.5,3,0,0,16,21,0,2,6,17,1,0,0,45,11,15,42.3,misc,ITA,"MF,FW",22-330,2002,9.5,437,12,80,244,117,21,437,16,7,43.8,7,43.8,251,1288,531,12,19,2,13,11,286,24,possession,ITA,"MF,FW",22-330,2002,9.5,282,344,82.0,4672,1058,139,159,87.4,112,125,89.6,24,32,75.0,2,1.5,0.8,0.5,11,18,4,0,37,passing,ITA,"MF,FW",22-330,2002,9.5,24,17,7,14,3,14,28,50.0,14,12,0,12,6,30,8,0,defense
ITA-Serie A,2024,Como,Edoardo Goldaniga,ITA,DF,31-160,1993,26,22,1992,22.1,0,0,0,0,0,0,10,1,1.8,1.8,0.1,2.0,17,59,7,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,standard,ITA,DF,31-160,1993,22.1,0,8,3,37.5,0.36,0.14,0.0,0.0,9.8,0,0,0,1.8,1.8,0.23,-1.8,-1.8,shooting,ITA,DF,31-160,1993,22.1,10,1,1,35,21,2,6,23,16,0,0,0,60,35,26,57.4,misc,ITA,DF,31-160,1993,22.1,1380,122,682,604,99,18,1380,6,3,50.0,3,50.0,805,4264,2149,17,11,0,9,6,934,7,possession,ITA,DF,31-160,1993,22.1,1027,1200,85.6,19088,7215,395,417,94.7,530,583,90.9,85,158,53.8,0,0.1,0.3,-0.1,3,62,5,1,59,passing,ITA,DF,31-160,1993,22.1,26,16,16,5,5,11,14,78.6,3,15,7,8,23,49,76,3,defense
ITA-Serie A,2024,Roma,Eldor Shomurodov,UZB,FW,29-286,1995,20,5,625,6.9,3,2,5,3,0,0,1,0,3.4,3.4,0.7,4.1,16,15,45,0.43,0.29,0.72,0.43,0.72,0.48,0.11,0.59,0.48,0.59,standard,UZB,FW,29-286,1995,6.9,3,22,10,45.5,3.17,1.44,0.14,0.3,12.1,0,0,0,3.4,3.4,0.15,-0.4,-0.4,shooting,UZB,FW,29-286,1995,6.9,1,0,0,7,4,3,4,1,2,0,0,0,24,20,23,46.5,misc,UZB,FW,29-286,1995,6.9,301,1,16,127,163,34,301,16,4,25.0,11,68.8,162,871,390,16,14,8,35,12,229,45,possession,UZB,FW,29-286,1995,6.9,148,194,76.3,1980,324,90,113,79.6,42,50,84.0,4,5,80.0,2,0.7,0.8,1.3,12,8,4,0,15,passing,UZB,FW,29-286,1995,6.9,9,2,2,4,3,2,4,50.0,2,8,0,8,1,10,2,0,defense
ITA-Serie A,2024,Cagliari,Elia Caprile,ITA,GK,23-229,2001,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,23-229,2001,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,23-229,2001,12.0,0,0,0,0,6,0,0,0,0,0,0,0,13,1,0,100.0,misc,ITA,GK,23-229,2001,12.0,513,420,511,2,0,0,513,0,0,,0,,271,1306,815,0,0,0,0,0,225,0,possession,ITA,GK,23-229,2001,12.0,315,476,66.2,9918,7921,35,35,100.0,149,152,98.0,130,288,45.1,0,0.0,0.0,0.0,0,6,0,0,0,passing,ITA,GK,23-229,2001,12.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1,defense
ITA-Serie A,2024,Napoli,Elia Caprile,ITA,GK,23-229,2001,4,3,325,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,23-229,2001,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,23-229,2001,3.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,misc,ITA,GK,23-229,2001,3.6,105,79,105,0,0,0,105,0,0,,0,,44,234,161,0,0,0,0,0,62,0,possession,ITA,GK,23-229,2001,3.6,81,98,82.7,2186,1425,12,12,100.0,45,45,100.0,24,40,60.0,0,0.0,0.0,0.0,0,2,0,0,0,passing,ITA,GK,23-229,2001,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense
ITA-Serie A,2024,Torino,Elif Elmas,MKD,FW,25-199,1999,7,6,506,5.6,4,0,4,4,0,0,0,0,0.7,0.7,0.3,1.0,18,11,28,0.71,0.0,0.71,0.71,0.71,0.13,0.06,0.19,0.13,0.19,standard,MKD,FW,25-199,1999,5.6,4,9,5,55.6,1.6,0.89,0.44,0.8,20.9,0,0,0,0.7,0.7,0.08,3.3,3.3,shooting,MKD,FW,25-199,1999,5.6,0,0,0,10,8,2,5,5,2,0,0,0,16,1,2,33.3,misc,MKD,FW,25-199,1999,5.6,202,2,19,88,95,18,202,16,3,18.8,11,68.8,131,859,409,18,12,7,9,3,151,28,possession,MKD,FW,25-199,1999,5.6,114,148,77.0,1767,345,60,74,81.1,43,52,82.7,7,11,63.6,0,0.3,0.4,-0.3,7,8,3,1,11,passing,MKD,FW,25-199,1999,5.6,3,2,2,1,0,0,1,0.0,1,5,1,4,5,8,4,0,defense
