league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ITA-Serie A,2024,Empoli,Liam Henderson,SCO,MF,28-351,1996,21.6,9,0,0,69,19,2,72,13,17,0,0,0,73,11,19,36.7,misc
ITA-Serie A,2024,Empoli,Liberato Cacace,NZL,"DF,MF",24-196,2000,19.4,4,0,0,20,14,4,73,18,21,0,0,0,75,34,39,46.6,misc
ITA-Serie A,2024,Empoli,Lorenzo Colombo,ITA,"FW,MF",23-034,2002,21.9,3,0,0,39,34,6,9,2,12,0,0,0,63,48,107,31.0,misc
ITA-Serie A,2024,Empoli,Lorenzo Tosto,ITA,DF,19-072,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2024,Empoli,Luca Marianucci,ITA,DF,20-262,2004,7.4,0,1,0,10,5,0,4,10,8,0,0,0,28,20,22,47.6,misc
ITA-Serie A,2024,Empoli,Marco Silvestri,ITA,GK,34-040,1991,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,misc
ITA-Serie A,2024,Empoli,Mattia De Sciglio,ITA,DF,32-173,1992,8.5,0,0,0,8,5,0,7,8,13,0,0,0,27,6,2,75.0,misc
ITA-Serie A,2024,Empoli,Mattia Viti,ITA,DF,23-077,2002,21.8,1,0,0,19,20,0,0,40,37,0,0,0,79,39,36,52.0,misc
ITA-Serie A,2024,Empoli,Nicolas Haas,SUI,MF,29-078,1996,3.2,1,0,0,11,3,0,0,4,8,0,0,0,19,3,5,37.5,misc
ITA-Serie A,2024,Empoli,Ola Solbakken,NOR,"MF,FW",26-216,1998,6.9,1,0,0,7,2,2,5,2,3,0,0,0,15,8,15,34.8,misc
ITA-Serie A,2024,Empoli,Petar Stojanović,SVN,MF,29-186,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2024,Empoli,Pietro Pellegri,ITA,FW,24-025,2001,4.6,2,0,0,10,5,1,3,0,2,0,0,0,15,3,20,13.0,misc
ITA-Serie A,2024,Empoli,Saba Goglichidze,GEO,DF,20-290,2004,23.3,1,1,0,21,24,1,2,27,35,0,0,0,90,23,43,34.8,misc
ITA-Serie A,2024,Empoli,Sebastian Walukiewicz,POL,DF,25-006,2000,2.0,0,0,0,4,0,0,2,1,0,0,0,0,6,5,3,62.5,misc
ITA-Serie A,2024,Empoli,Sebastiano Esposito,ITA,"MF,FW",22-283,2002,20.3,1,0,0,34,48,9,44,11,24,2,0,0,92,23,43,34.8,misc
