league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
ITA-Serie A,2023,Sassuolo,Ruan,BRA,DF,24,1999,26,16,1516,16.8,0,0,0,0,0,0,7,1,0.5,0.5,0.6,1.1,8,33,6,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,standard,BRA,DF,24,1999,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,defense,BRA,DF,24,1999,16.8,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,-0.6,4,22,3,0,33,passing,BRA,DF,24,1999,16.8,853,128,460,359,43,16,853,4,2,50.0,2,50.0,418,2099,978,8,4,0,6,2,457,6,possession,BRA,DF,24,1999,16.8,0,7,2,28.6,0.42,0.12,0.0,0.0,10.6,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,BRA,DF,24,1999,16.8,7,1,1,23,12,0,2,24,15,1,1,0,80,34,27,55.7,misc
ITA-Serie A,2023,Milan,Ruben Loftus-Cheek,ENG,MF,27,1996,29,26,2068,23.0,6,1,7,6,0,0,5,0,3.7,3.7,2.4,6.1,73,74,113,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,standard,ENG,MF,27,1996,23.0,28,18,7,14,7,15,27,55.6,12,24,12,12,9,37,10,1,defense,ENG,MF,27,1996,23.0,619,733,84.4,8563,1765,380,420,90.5,185,221,83.7,25,36,69.4,1,2.4,2.0,-1.4,25,50,12,1,74,passing,ENG,MF,27,1996,23.0,953,27,122,494,356,64,953,56,30,53.6,20,35.7,581,4166,2373,73,63,9,35,22,717,113,possession,ENG,MF,27,1996,23.0,6,40,14,35.0,1.74,0.61,0.15,0.43,16.6,0,0,0,3.7,3.7,0.09,2.3,2.3,shooting,ENG,MF,27,1996,23.0,5,0,0,39,45,1,13,9,18,1,0,0,91,43,31,58.1,misc
ITA-Serie A,2023,Roma,Rui Patrício,POR,GK,35,1988,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,35,1988,23.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,1,defense,POR,GK,35,1988,23.0,493,630,78.3,12956,9189,121,121,100.0,230,233,98.7,140,273,51.3,0,0.0,0.0,0.0,0,4,0,0,0,passing,POR,GK,35,1988,23.0,657,612,656,1,0,0,657,0,0,,0,,349,1704,1021,0,0,0,0,0,302,0,possession,POR,GK,35,1988,23.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,GK,35,1988,23.0,1,0,0,1,1,0,0,0,0,0,1,0,12,2,0,100.0,misc
ITA-Serie A,2023,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,28,18,1544,17.2,4,1,5,4,0,0,7,0,1.1,1.1,0.6,1.6,24,83,31,0.23,0.06,0.29,0.23,0.29,0.06,0.03,0.1,0.06,0.1,standard,UKR,MF,30,1993,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,40,16,0,defense,UKR,MF,30,1993,17.2,573,719,79.7,10195,3368,247,283,87.3,245,273,89.7,61,113,54.0,1,0.6,0.7,0.4,11,67,11,1,83,passing,UKR,MF,30,1993,17.2,891,27,191,503,211,4,891,27,10,37.0,13,48.1,532,3228,1398,24,28,0,22,22,605,31,possession,UKR,MF,30,1993,17.2,4,39,13,33.3,2.27,0.76,0.1,0.31,29.6,10,0,0,1.1,1.1,0.03,2.9,2.9,shooting,UKR,MF,30,1993,17.2,7,0,0,31,17,0,19,5,20,0,0,0,88,22,19,53.7,misc
ITA-Serie A,2023,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,12,2,282,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,6,8,13,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,standard,POR,"DF,FW",24,1999,3.1,4,2,1,1,2,3,4,75.0,1,6,3,3,1,5,4,0,defense,POR,"DF,FW",24,1999,3.1,86,127,67.7,1507,418,41,52,78.8,33,39,84.6,10,29,34.5,0,0.3,0.3,-0.3,5,5,6,5,8,passing,POR,"DF,FW",24,1999,3.1,160,6,44,68,52,2,160,5,3,60.0,1,20.0,87,624,235,6,5,1,8,7,87,13,possession,POR,"DF,FW",24,1999,3.1,0,2,0,0.0,0.64,0.0,0.0,,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,POR,"DF,FW",24,1999,3.1,0,0,0,5,2,0,16,1,2,0,0,0,19,1,5,16.7,misc
ITA-Serie A,2023,Empoli,Răzvan Marin,ROU,MF,27,1996,30,20,1818,20.2,0,3,3,0,0,0,3,0,1.1,1.1,3.0,4.1,21,72,24,0.0,0.15,0.15,0.0,0.15,0.05,0.15,0.2,0.05,0.2,standard,ROU,MF,27,1996,20.2,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,defense,ROU,MF,27,1996,20.2,671,907,74.0,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3.0,2.9,0.0,33,62,13,6,72,passing,ROU,MF,27,1996,20.2,1101,36,230,591,289,15,1101,30,15,50.0,14,46.7,544,2691,1243,21,17,5,24,19,654,24,possession,ROU,MF,27,1996,20.2,0,35,9,25.7,1.73,0.45,0.0,0.0,29.7,10,0,0,1.1,1.1,0.03,-1.1,-1.1,shooting,ROU,MF,27,1996,20.2,3,0,0,28,18,1,98,6,22,0,0,0,91,12,12,50.0,misc
ITA-Serie A,2023,Torino,Saba Sazonov,GEO,DF,21,2002,12,2,356,4.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,0,8,0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,standard,GEO,DF,21,2002,4.0,9,7,4,5,0,3,3,100.0,0,8,5,3,3,12,22,0,defense,GEO,DF,21,2002,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8,passing,GEO,DF,21,2002,4.0,242,27,147,91,5,1,242,0,0,,0,,136,710,290,0,0,0,3,0,143,0,possession,GEO,DF,21,2002,4.0,0,1,0,0.0,0.25,0.0,0.0,,3.0,0,0,0,0.2,0.2,0.16,-0.2,-0.2,shooting,GEO,DF,21,2002,4.0,2,0,0,10,1,0,0,3,7,0,1,0,22,10,10,50.0,misc
ITA-Serie A,2023,Bologna,Sam Beukema,NED,DF,24,1998,30,29,2547,28.3,1,1,2,1,0,0,6,1,1.9,1.9,0.8,2.7,14,76,5,0.04,0.04,0.07,0.04,0.07,0.07,0.03,0.1,0.07,0.1,standard,NED,DF,24,1998,28.3,27,11,14,11,2,16,25,64.0,9,35,21,14,15,42,99,2,defense,NED,DF,24,1998,28.3,1842,2055,89.6,34323,11648,683,727,93.9,975,1036,94.1,157,238,66.0,1,0.8,0.7,0.2,7,87,5,0,76,passing,NED,DF,24,1998,28.3,2283,291,1170,1060,61,14,2283,8,4,50.0,2,25.0,1457,8540,4162,14,10,1,6,3,1679,5,possession,NED,DF,24,1998,28.3,1,12,4,33.3,0.42,0.14,0.08,0.25,9.7,0,0,0,1.9,1.9,0.16,-0.9,-0.9,shooting,NED,DF,24,1998,28.3,6,1,1,27,11,1,2,15,11,0,2,0,144,46,36,56.1,misc
ITA-Serie A,2023,Sassuolo,Samu Castillejo,ESP,"FW,MF",28,1995,17,6,536,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.2,27,26,45,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.21,0.04,0.21,standard,ESP,"FW,MF",28,1995,6.0,12,10,5,5,2,7,19,36.8,12,16,1,15,1,13,3,0,defense,ESP,"FW,MF",28,1995,6.0,213,283,75.3,3239,693,109,120,90.8,86,107,80.4,10,37,27.0,0,1.0,0.9,-1.0,15,14,6,4,26,passing,ESP,"FW,MF",28,1995,6.0,371,5,38,150,190,14,371,19,9,47.4,8,42.1,248,1714,839,27,24,7,23,18,278,45,possession,ESP,"FW,MF",28,1995,6.0,0,6,2,33.3,1.01,0.34,0.0,0.0,16.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,ESP,"FW,MF",28,1995,6.0,2,0,0,11,18,1,34,1,10,0,0,0,33,2,9,18.2,misc
ITA-Serie A,2023,Milan,Samuel Chukwueze,NGA,FW,24,1999,24,12,1017,11.3,1,3,4,1,0,0,1,0,1.7,1.7,2.3,3.9,52,51,135,0.09,0.27,0.35,0.09,0.35,0.15,0.2,0.35,0.15,0.35,standard,NGA,FW,24,1999,11.3,18,7,11,5,2,9,17,52.9,8,3,1,2,6,24,3,0,defense,NGA,FW,24,1999,11.3,330,421,78.4,5423,1275,163,197,82.7,140,170,82.4,19,32,59.4,3,2.3,2.7,0.7,20,22,23,1,51,passing,NGA,FW,24,1999,11.3,577,5,67,237,278,59,577,62,21,33.9,34,54.8,408,2604,1337,52,27,24,29,15,437,135,possession,NGA,FW,24,1999,11.3,1,28,8,28.6,2.48,0.71,0.04,0.13,17.7,0,0,0,1.7,1.7,0.06,-0.7,-0.7,shooting,NGA,FW,24,1999,11.3,1,0,0,7,12,7,20,6,7,0,0,0,59,9,17,34.6,misc
ITA-Serie A,2023,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,24,4,810,9.0,1,2,3,1,0,0,1,0,0.7,0.7,1.3,2.0,29,25,64,0.11,0.22,0.33,0.11,0.33,0.08,0.14,0.23,0.08,0.23,standard,ENG,"DF,MF",19,2003,9.0,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0,defense,ENG,"DF,MF",19,2003,9.0,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46.0,2,1.3,1.6,0.7,19,20,13,9,25,passing,ENG,"DF,MF",19,2003,9.0,562,26,125,220,220,23,562,22,7,31.8,14,63.6,307,1710,823,29,15,8,17,12,343,64,possession,ENG,"DF,MF",19,2003,9.0,1,9,4,44.4,1.0,0.44,0.11,0.25,15.5,0,0,0,0.7,0.7,0.08,0.3,0.3,shooting,ENG,"DF,MF",19,2003,9.0,1,0,0,15,5,1,46,6,13,0,0,0,40,9,3,75.0,misc
ITA-Serie A,2023,Monza,Samuele Birindelli,ITA,DF,24,1999,35,22,2013,22.4,0,2,2,0,0,0,7,0,1.1,1.1,2.9,4.0,63,70,122,0.0,0.09,0.09,0.0,0.09,0.05,0.13,0.18,0.05,0.18,standard,ITA,DF,24,1999,22.4,28,19,16,7,5,14,25,56.0,11,30,11,19,18,46,48,0,defense,ITA,DF,24,1999,22.4,902,1104,81.7,15543,4505,427,466,91.6,382,446,85.7,81,138,58.7,2,2.9,2.4,-0.9,24,59,25,14,70,passing,ITA,DF,24,1999,22.4,1320,63,412,557,364,43,1320,30,12,40.0,15,50.0,766,4352,2314,63,40,11,35,9,885,122,possession,ITA,DF,24,1999,22.4,0,25,9,36.0,1.12,0.4,0.0,0.0,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,shooting,ITA,DF,24,1999,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1,misc
ITA-Serie A,2023,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,27,1,462,5.1,0,0,0,0,0,0,1,0,1.6,1.6,0.3,1.9,8,1,38,0.0,0.0,0.0,0.0,0.0,0.31,0.05,0.37,0.31,0.37,standard,ITA,"FW,MF",22,2000,5.1,1,1,0,0,1,1,2,50.0,1,7,2,5,1,2,2,0,defense,ITA,"FW,MF",22,2000,5.1,81,116,69.8,1042,85,49,67,73.1,26,31,83.9,1,5,20.0,0,0.3,0.5,-0.3,6,4,0,0,1,passing,ITA,"FW,MF",22,2000,5.1,188,4,11,102,77,21,188,16,4,25.0,8,50.0,101,552,240,8,8,7,20,13,130,38,possession,ITA,"FW,MF",22,2000,5.1,0,13,5,38.5,2.53,0.97,0.0,0.0,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,shooting,ITA,"FW,MF",22,2000,5.1,1,0,0,7,5,0,0,1,1,1,0,0,21,23,35,39.7,misc
ITA-Serie A,2023,Empoli,Samuele Perisan,ITA,GK,25,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,25,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,25,1997,1.0,27,34,79.4,551,340,10,10,100.0,11,11,100.0,5,12,41.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,25,1997,1.0,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0,possession,ITA,GK,25,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,25,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
ITA-Serie A,2023,Torino,Samuele Ricci,ITA,MF,21,2001,32,28,2395,26.6,1,2,3,1,0,0,8,1,1.3,1.3,2.3,3.6,47,122,73,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,standard,ITA,MF,21,2001,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0,defense,ITA,MF,21,2001,26.6,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,-0.3,26,103,24,4,122,passing,ITA,MF,21,2001,26.6,1516,41,235,929,363,28,1516,29,9,31.0,18,62.1,944,5327,2405,47,35,7,20,12,1050,73,possession,ITA,MF,21,2001,26.6,1,30,5,16.7,1.13,0.19,0.03,0.2,22.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,shooting,ITA,MF,21,2001,26.6,8,1,1,37,46,3,54,27,18,1,0,0,125,17,25,40.5,misc
ITA-Serie A,2023,Monza,Samuele Vignato,ITA,"MF,FW",19,2004,10,3,343,3.8,1,0,1,1,0,0,2,0,1.7,1.7,0.2,1.8,13,13,20,0.26,0.0,0.26,0.26,0.26,0.44,0.04,0.48,0.44,0.48,standard,ITA,"MF,FW",19,2004,3.8,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0,defense,ITA,"MF,FW",19,2004,3.8,107,128,83.6,1743,428,61,68,89.7,34,40,85.0,11,15,73.3,0,0.2,0.2,-0.2,4,9,2,0,13,passing,ITA,"MF,FW",19,2004,3.8,168,0,23,83,67,12,168,9,5,55.6,4,44.4,109,671,348,13,8,6,11,6,124,20,possession,ITA,"MF,FW",19,2004,3.8,1,7,4,57.1,1.84,1.05,0.14,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,shooting,ITA,"MF,FW",19,2004,3.8,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7,misc
ITA-Serie A,2023,Udinese,Sandi Lovrić,SVN,MF,25,1998,29,21,1987,22.1,1,3,4,1,0,0,1,1,3.5,3.5,3.3,6.8,52,80,80,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31,standard,SVN,MF,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,defense,SVN,MF,25,1998,22.1,543,718,75.6,9199,2859,265,309,85.8,189,232,81.5,61,120,50.8,3,3.3,3.0,-0.3,43,65,12,7,80,passing,SVN,MF,25,1998,22.1,939,31,169,444,347,35,939,32,17,53.1,14,43.8,521,3157,1735,52,35,10,30,20,546,80,possession,SVN,MF,25,1998,22.1,1,43,12,27.9,1.95,0.54,0.02,0.08,22.1,2,0,0,3.5,3.5,0.08,-2.5,-2.5,shooting,SVN,MF,25,1998,22.1,1,1,0,25,23,1,82,21,12,0,0,0,118,8,18,30.8,misc
ITA-Serie A,2023,Bologna,Santiago Castro,ARG,FW,18,2004,8,2,242,2.7,1,1,2,1,0,0,1,0,1.0,1.0,0.5,1.5,1,1,15,0.37,0.37,0.74,0.37,0.74,0.35,0.2,0.55,0.35,0.55,standard,ARG,FW,18,2004,2.7,2,1,0,1,1,1,3,33.3,2,1,0,1,1,3,1,0,defense,ARG,FW,18,2004,2.7,43,52,82.7,675,64,30,35,85.7,7,8,87.5,5,6,83.3,1,0.5,0.0,0.5,1,2,0,0,1,passing,ARG,FW,18,2004,2.7,76,1,5,41,30,8,76,3,2,66.7,1,33.3,51,257,62,1,2,0,9,3,65,15,possession,ARG,FW,18,2004,2.7,1,7,3,42.9,2.6,1.12,0.14,0.33,19.6,0,0,0,1.0,1.0,0.14,0.0,0.0,shooting,ARG,FW,18,2004,2.7,1,0,0,7,7,0,1,1,1,0,0,0,4,5,7,41.7,misc
ITA-Serie A,2023,Lecce,Santiago Pierotti,ARG,"MF,FW",22,2001,11,0,200,2.2,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,4,5,20,0.0,0.9,0.9,0.0,0.9,0.22,0.47,0.69,0.22,0.69,standard,ARG,"MF,FW",22,2001,2.2,8,8,2,5,1,2,8,25.0,6,5,0,5,1,9,0,0,defense,ARG,"MF,FW",22,2001,2.2,48,67,71.6,687,142,29,39,74.4,12,17,70.6,3,5,60.0,2,1.0,0.6,1.0,2,3,2,0,5,passing,ARG,"MF,FW",22,2001,2.2,110,0,7,56,50,13,110,11,7,63.6,4,36.4,65,325,93,4,3,4,10,5,74,20,possession,ARG,"MF,FW",22,2001,2.2,0,7,3,42.9,3.15,1.35,0.0,0.0,17.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,shooting,ARG,"MF,FW",22,2001,2.2,0,0,0,13,3,0,4,1,8,0,0,0,8,2,9,18.2,misc
ITA-Serie A,2023,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5,14,35,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65,standard,IRN,"FW,MF",28,1995,6.5,8,5,2,5,1,4,8,50.0,4,4,1,3,3,11,6,1,defense,IRN,"FW,MF",28,1995,6.5,108,156,69.2,1497,361,69,90,76.7,34,42,81.0,2,5,40.0,0,1.4,0.5,-1.4,8,9,4,1,14,passing,IRN,"FW,MF",28,1995,6.5,232,6,24,110,101,29,232,13,4,30.8,7,53.8,138,607,206,5,9,1,17,10,171,35,possession,IRN,"FW,MF",28,1995,6.5,3,16,7,43.8,2.46,1.08,0.19,0.43,13.1,0,0,0,2.9,2.9,0.2,0.1,0.1,shooting,IRN,"FW,MF",28,1995,6.5,4,0,0,8,11,2,2,3,5,2,0,0,19,13,15,46.4,misc
ITA-Serie A,2023,Atalanta,Sead Kolašinac,BIH,DF,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32,94,30,0.04,0.0,0.04,0.04,0.04,0.06,0.04,0.1,0.06,0.1,standard,BIH,DF,30,1993,24.2,44,32,23,19,2,30,49,61.2,19,22,9,13,21,65,47,0,defense,BIH,DF,30,1993,24.2,1077,1278,84.3,16702,6039,583,638,91.4,433,494,87.7,41,86,47.7,0,1.1,0.6,-1.1,8,79,7,2,94,passing,BIH,DF,30,1993,24.2,1472,75,607,716,161,27,1472,9,7,77.8,0,0.0,749,3441,1917,32,24,5,19,9,926,30,possession,BIH,DF,30,1993,24.2,1,13,5,38.5,0.54,0.21,0.08,0.2,12.3,0,0,0,1.3,1.3,0.1,-0.3,-0.3,shooting,BIH,DF,30,1993,24.2,4,0,0,29,20,1,9,21,32,0,0,0,151,34,32,51.5,misc
ITA-Serie A,2023,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,27,23,2055,22.8,0,0,0,0,0,0,6,0,0.1,0.1,0.1,0.2,14,45,5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,POL,DF,23,2000,22.8,39,28,33,6,0,28,41,68.3,13,50,31,19,15,54,121,0,defense,POL,DF,23,2000,22.8,842,1018,82.7,17714,6732,214,252,84.9,509,567,89.8,115,185,62.2,0,0.1,0.2,-0.1,3,50,2,0,45,passing,POL,DF,23,2000,22.8,1280,235,775,485,33,6,1280,10,8,80.0,2,20.0,699,4205,2406,14,13,0,15,2,764,5,possession,POL,DF,23,2000,22.8,0,4,2,50.0,0.18,0.09,0.0,0.0,18.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,POL,DF,23,2000,22.8,6,0,0,23,7,2,1,15,28,0,2,0,85,39,49,44.3,misc
ITA-Serie A,2023,Empoli,Sebastiano Luperto,ITA,DF,26,1996,38,38,3406,37.8,1,1,2,1,0,0,4,0,1.7,1.7,1.0,2.7,13,100,13,0.03,0.03,0.05,0.03,0.05,0.04,0.03,0.07,0.04,0.07,standard,ITA,DF,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,defense,ITA,DF,26,1996,37.8,1455,1785,81.5,28218,10204,480,537,89.4,821,916,89.6,142,295,48.1,1,1.0,0.9,0.0,11,89,4,1,100,passing,ITA,DF,26,1996,37.8,2130,297,1165,876,103,29,2130,9,7,77.8,2,22.2,1172,5285,2754,13,12,0,12,1,1312,13,possession,ITA,DF,26,1996,37.8,1,19,3,15.8,0.5,0.08,0.05,0.33,15.1,0,0,0,1.7,1.7,0.09,-0.7,-0.7,shooting,ITA,DF,26,1996,37.8,4,0,0,26,18,1,12,32,26,0,0,0,142,77,58,57.0,misc
ITA-Serie A,2023,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,standard,ITA,"DF,FW",17,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,"DF,FW",17,2006,0.4,9,14,64.3,118,34,7,10,70.0,2,4,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,"DF,FW",17,2006,0.4,19,0,1,6,12,1,19,1,0,0.0,1,100.0,11,64,23,1,2,0,1,1,13,2,possession,ITA,"DF,FW",17,2006,0.4,0,2,0,0.0,5.14,0.0,0.0,,18.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ITA,"DF,FW",17,2006,0.4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,33.3,misc
ITA-Serie A,2023,Salernitana,Shon Weissman,ISR,"FW,DF",27,1996,11,5,494,5.5,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,0,4,22,0.18,0.0,0.18,0.18,0.18,0.19,0.02,0.21,0.19,0.21,standard,ISR,"FW,DF",27,1996,5.5,4,3,2,0,2,0,4,0.0,4,2,1,1,3,7,4,0,defense,ISR,"FW,DF",27,1996,5.5,49,67,73.1,650,61,31,40,77.5,9,13,69.2,4,5,80.0,0,0.1,0.1,-0.1,2,2,0,0,4,passing,ISR,"FW,DF",27,1996,5.5,118,7,22,51,45,10,118,2,0,0.0,1,50.0,61,178,43,0,1,0,10,5,78,22,possession,ISR,"FW,DF",27,1996,5.5,1,6,1,16.7,1.09,0.18,0.17,1.0,11.2,0,0,0,1.0,1.0,0.17,0.0,0.0,shooting,ISR,"FW,DF",27,1996,5.5,0,0,0,3,10,0,0,3,3,0,0,0,13,6,15,28.6,misc
ITA-Serie A,2023,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,6,1,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUI,"MF,DF",25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0,defense,SUI,"MF,DF",25,1997,1.3,24,39,61.5,356,119,15,20,75.0,6,11,54.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,SUI,"MF,DF",25,1997,1.3,52,3,17,24,11,0,52,1,0,0.0,1,100.0,15,103,49,1,0,0,1,0,20,4,possession,SUI,"MF,DF",25,1997,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SUI,"MF,DF",25,1997,1.3,0,0,0,2,1,0,2,0,1,0,0,0,3,2,2,50.0,misc
ITA-Serie A,2023,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,15,6,686,7.6,3,0,3,3,0,0,0,0,2.7,2.7,0.6,3.2,6,7,39,0.39,0.0,0.39,0.39,0.39,0.35,0.07,0.42,0.35,0.42,standard,NGA,FW,31,1992,7.6,6,3,0,2,4,1,3,33.3,2,7,0,7,0,6,4,0,defense,NGA,FW,31,1992,7.6,83,133,62.4,1082,151,52,76,68.4,22,27,81.5,2,2,100.0,0,0.6,0.4,-0.6,5,8,1,0,7,passing,NGA,FW,31,1992,7.6,219,4,11,115,94,34,219,2,1,50.0,1,50.0,122,411,89,6,3,6,31,19,167,39,possession,NGA,FW,31,1992,7.6,3,13,7,53.8,1.71,0.92,0.23,0.43,10.6,0,0,0,2.7,2.7,0.21,0.3,0.3,shooting,NGA,FW,31,1992,7.6,0,0,0,11,17,2,0,0,3,0,0,0,13,24,41,36.9,misc
