nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,,,
GER,FW,24,1998,0.5,22,0,0,8,14,6,22,0,0,,0,,10,30,4,0,1,0,4,2,14,5,GER-Bundesliga,2023,possession
SWE,MF,24,1999,19.1,1035,33,199,567,285,29,1035,30,15,50.0,13,43.3,501,2374,1249,28,20,7,36,11,649,52,GER-Bundesliga,2023,possession
FRA,DF,23,2000,26.2,1732,193,903,781,59,22,1732,15,7,46.7,8,53.3,925,4290,2119,5,9,0,20,1,1077,5,GER-Bundesliga,2023,possession
GER,MF,29,1994,27.8,1827,91,429,1089,324,5,1827,11,7,63.6,3,27.3,988,4240,1846,20,15,1,20,17,1163,19,GER-Bundesliga,2023,possession
GER,DF,24,1999,19.4,1274,163,682,578,20,7,1274,1,1,100.0,0,0.0,742,3467,1863,2,3,0,6,2,838,4,GER-Bundesliga,2023,possession
FRA,DF,24,1999,3.1,225,6,75,125,25,1,225,7,4,57.1,3,42.9,116,520,266,5,1,0,8,0,141,8,GER-Bundesliga,2023,possession
AUT,"FW,MF",22,2001,6.5,292,2,42,138,117,23,292,18,8,44.4,9,50.0,165,935,441,8,8,3,18,6,197,44,GER-Bundesliga,2023,possession
AUT,GK,35,1987,9.0,314,279,314,0,0,0,314,0,0,,0,,170,784,465,0,0,0,0,0,163,0,GER-Bundesliga,2023,possession
GER,"DF,MF",25,1998,22.4,1328,52,313,574,457,54,1328,40,17,42.5,18,45.0,732,3412,1536,37,31,9,48,20,811,130,GER-Bundesliga,2023,possession
BRA,DF,25,1998,10.1,659,25,168,337,163,10,659,18,4,22.2,13,72.2,364,2102,1019,27,16,4,12,8,369,42,GER-Bundesliga,2023,possession
BEL,DF,24,1999,15.9,1009,142,547,440,25,14,1009,5,4,80.0,1,20.0,539,2020,807,2,5,0,9,1,650,2,GER-Bundesliga,2023,possession
POR,"FW,MF",21,2002,11.5,447,9,61,184,206,53,447,55,21,38.2,28,50.9,281,1557,548,21,13,19,49,23,339,112,GER-Bundesliga,2023,possession
CZE,"FW,MF",25,1997,10.2,472,8,64,180,234,37,472,33,14,42.4,18,54.5,274,1601,786,26,19,10,22,15,337,83,GER-Bundesliga,2023,possession
GER,"MF,DF",29,1994,18.1,904,34,187,474,247,41,904,4,0,0.0,3,75.0,453,1814,856,17,14,4,13,9,575,73,GER-Bundesliga,2023,possession
