nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
ESP,MF,28,1994,27.7,1578,81,486,927,199,26,1578,54,23,42.6,17,31.5,931,5100,2665,34,24,6,37,15,1046,23,ESP-La Liga,2023,possession
ISR,FW,27,1996,0.9,28,1,1,13,14,3,28,2,1,50.0,1,50.0,14,70,45,1,1,0,2,0,14,1,ESP-La Liga,2023,possession
CAN,"MF,FW",21,2002,2.0,93,2,17,41,39,4,93,8,2,25.0,6,75.0,53,359,144,5,4,0,3,1,55,13,ESP-La Liga,2023,possession
ESP,"DF,MF",35,1988,1.8,93,8,57,35,2,1,93,1,1,100.0,0,0.0,39,148,85,0,0,0,2,0,48,0,ESP-La Liga,2023,possession
POR,"DF,MF",29,1994,2.7,165,4,66,68,33,0,165,9,6,66.7,3,33.3,87,481,241,5,3,0,5,2,84,6,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2003,5.3,296,12,83,124,96,11,296,14,7,50.0,5,35.7,176,1156,583,13,14,1,15,9,182,31,ESP-La Liga,2023,possession
ESP,"MF,FW",25,1997,12.5,506,6,65,332,118,11,506,23,11,47.8,8,34.8,347,1941,794,21,19,0,22,9,383,33,ESP-La Liga,2023,possession
ESP,GK,27,1995,1.7,88,69,87,1,0,0,88,0,0,,0,,42,156,108,0,0,0,0,0,44,0,ESP-La Liga,2023,possession
ESP,"FW,MF",19,2003,20.0,977,8,109,441,453,59,977,116,57,49.1,54,46.6,681,4467,2389,86,67,24,60,27,773,184,ESP-La Liga,2023,possession
ESP,"FW,MF",28,1995,4.3,245,6,32,106,112,10,245,11,2,18.2,9,81.8,150,963,471,13,8,5,10,3,168,46,ESP-La Liga,2023,possession
ESP,"FW,MF",32,1991,1.8,117,2,16,59,42,4,117,2,1,50.0,1,50.0,77,300,138,2,3,0,8,2,93,16,ESP-La Liga,2023,possession
NED,DF,28,1995,4.2,319,17,90,181,49,1,319,3,0,0.0,3,100.0,168,660,285,3,4,0,3,2,198,8,ESP-La Liga,2023,possession
FRA,MF,22,2000,19.9,1362,34,238,799,337,26,1362,53,28,52.8,21,39.6,756,3333,1451,27,27,4,41,42,997,72,ESP-La Liga,2023,possession
ESP,"DF,MF",29,1994,1.1,76,15,51,24,1,0,76,0,0,,0,,39,118,53,0,0,0,3,0,40,0,ESP-La Liga,2023,possession
ESP,MF,26,1997,1.4,133,1,26,88,19,0,133,1,1,100.0,0,0.0,89,282,91,0,2,0,0,2,108,2,ESP-La Liga,2023,possession
ESP,MF,19,2004,0.1,7,1,3,3,1,0,7,0,0,,0,,2,7,4,0,0,0,0,0,4,0,ESP-La Liga,2023,possession
ESP,MF,28,1995,29.3,1560,30,235,897,437,47,1560,35,14,40.0,19,54.3,836,3819,1571,33,28,4,41,24,1172,126,ESP-La Liga,2023,possession
ESP,"MF,FW",33,1989,6.9,565,0,40,331,203,22,563,22,10,45.5,7,31.8,379,1818,993,26,21,5,15,9,481,37,ESP-La Liga,2023,possession
ESP,MF,30,1993,1.9,180,10,54,104,23,0,180,3,1,33.3,2,66.7,117,556,184,1,1,0,4,2,132,4,ESP-La Liga,2023,possession
ESP,DF,20,2003,3.2,257,30,161,93,3,3,257,1,1,100.0,0,0.0,132,383,144,0,0,0,1,0,182,0,ESP-La Liga,2023,possession
MEX,DF,21,2001,16.2,1012,78,306,535,178,14,1012,20,12,60.0,6,30.0,489,1908,926,23,16,3,29,2,557,47,ESP-La Liga,2023,possession
ESP,MF,27,1996,35.7,3337,59,712,2088,560,19,3337,37,26,70.3,9,24.3,2158,9111,4802,46,45,0,49,48,2719,78,ESP-La Liga,2023,possession
ESP,FW,28,1995,8.2,333,7,33,161,146,46,332,34,14,41.2,19,55.9,215,983,388,10,4,4,24,15,255,74,ESP-La Liga,2023,possession
ESP,"FW,DF",23,2000,20.6,1011,26,174,416,433,50,1011,47,19,40.4,21,44.7,574,3530,1535,60,40,13,52,23,662,177,ESP-La Liga,2023,possession
ESP,DF,21,2002,35.3,2956,395,1553,1302,109,12,2956,33,17,51.5,14,42.4,1673,7990,5096,36,26,1,16,10,1987,13,ESP-La Liga,2023,possession
MAR,FW,27,1995,27.2,1043,14,108,516,430,70,1042,61,21,34.4,35,57.4,671,3237,1220,26,30,8,55,48,792,167,ESP-La Liga,2023,possession
ARG,MF,20,2003,18.0,1492,54,457,901,144,8,1492,24,11,45.8,11,45.8,759,2885,1239,12,11,2,23,14,1141,22,ESP-La Liga,2023,possession
COD,"MF,FW",29,1994,0.9,77,10,30,39,8,0,77,1,1,100.0,0,0.0,41,144,70,1,1,0,2,0,50,0,ESP-La Liga,2023,possession
ESP,FW,27,1996,5.6,321,3,29,124,170,15,321,34,15,44.1,18,52.9,204,1363,511,17,15,4,17,13,241,66,ESP-La Liga,2023,possession
ESP,FW,28,1995,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,ESP-La Liga,2023,possession
EQG,DF,24,1999,25.5,1700,193,873,800,30,11,1700,10,3,30.0,3,30.0,1005,4456,2391,9,6,0,10,9,1132,1,ESP-La Liga,2023,possession
ESP,DF,24,1999,31.3,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165,ESP-La Liga,2023,possession
GUI,FW,28,1995,8.0,272,8,19,139,119,33,272,22,11,50.0,11,50.0,163,608,211,7,7,3,48,14,219,36,ESP-La Liga,2023,possession
ESP,DF,30,1993,28.5,1851,157,713,1019,132,16,1851,16,11,68.8,2,12.5,986,4052,2044,12,15,0,16,11,1211,15,ESP-La Liga,2023,possession
ESP,DF,30,1993,2.8,207,8,35,133,42,0,207,2,0,0.0,2,100.0,118,536,241,6,7,0,4,0,127,8,ESP-La Liga,2023,possession
ESP,GK,26,1997,36.3,2056,1271,1985,73,0,0,2056,1,1,100.0,0,0.0,1278,5138,3266,0,0,0,2,0,1316,0,ESP-La Liga,2023,possession
ESP,"FW,MF",30,1992,14.1,376,16,34,171,181,43,376,18,8,44.4,10,55.6,183,830,285,9,9,5,41,10,266,49,ESP-La Liga,2023,possession
SEN,"FW,MF",27,1996,4.4,198,6,32,79,90,21,198,25,8,32.0,15,60.0,119,830,478,19,8,9,22,8,130,30,ESP-La Liga,2023,possession
ESP,DF,31,1991,24.4,1437,197,743,626,76,41,1437,2,1,50.0,1,50.0,691,4771,2963,24,11,1,10,7,762,4,ESP-La Liga,2023,possession
ESP,MF,26,1997,16.1,730,18,159,356,231,31,730,26,14,53.8,12,46.2,416,2521,1014,35,26,5,41,27,448,61,ESP-La Liga,2023,possession
ESP,DF,23,1999,14.8,748,64,314,404,40,10,748,9,4,44.4,4,44.4,365,1884,1081,3,5,0,11,3,412,2,ESP-La Liga,2023,possession
CAN,FW,28,1995,20.3,548,26,51,209,297,111,548,39,14,35.9,23,59.0,310,1608,571,20,13,17,58,34,406,103,ESP-La Liga,2023,possession
ESP,MF,35,1988,29.1,1316,29,178,636,524,44,1316,79,33,41.8,40,50.6,690,4223,1991,54,47,9,55,60,787,110,ESP-La Liga,2023,possession
SVK,GK,26,1997,1.0,34,28,34,0,0,0,34,0,0,,0,,17,96,64,0,0,0,0,0,13,0,ESP-La Liga,2023,possession
URU,DF,28,1994,27.4,1504,85,497,701,317,23,1504,30,15,50.0,12,40.0,648,2771,1444,28,18,2,16,15,753,95,ESP-La Liga,2023,possession
ESP,GK,39,1984,1.0,36,36,36,0,0,0,36,0,0,,0,,27,189,101,0,0,0,0,0,21,0,ESP-La Liga,2023,possession
ESP,DF,35,1988,18.7,987,40,285,402,306,21,987,20,8,40.0,9,45.0,457,2191,1221,34,22,3,14,5,525,104,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2002,2.7,143,3,17,53,75,11,143,8,5,62.5,3,37.5,65,468,224,9,6,2,11,7,90,30,ESP-La Liga,2023,possession
ESP,MF,24,1999,17.9,965,29,177,589,212,22,965,29,21,72.4,7,24.1,524,2993,1437,29,31,4,17,17,618,31,ESP-La Liga,2023,possession
SVK,DF,27,1995,26.1,1330,148,670,556,111,15,1330,3,1,33.3,2,66.7,640,3575,1812,22,12,1,14,2,736,27,ESP-La Liga,2023,possession
SRB,DF,30,1993,25.1,1253,186,667,552,37,13,1253,0,0,,0,,578,2737,1467,11,3,0,5,2,687,4,ESP-La Liga,2023,possession
ESP,DF,28,1995,4.6,262,15,60,120,82,14,262,12,2,16.7,8,66.7,126,652,247,5,3,2,5,2,156,31,ESP-La Liga,2023,possession
SRB,"MF,DF",27,1996,3.9,181,0,18,71,98,19,181,33,21,63.6,11,33.3,110,1035,589,23,8,13,13,5,128,43,ESP-La Liga,2023,possession
EQG,MF,30,1993,17.5,936,58,254,616,74,7,936,10,8,80.0,1,10.0,444,2328,926,12,9,0,6,8,538,11,ESP-La Liga,2023,possession
ESP,DF,26,1997,16.2,771,33,178,337,268,27,771,35,16,45.7,13,37.1,369,2332,1095,38,33,11,36,14,410,68,ESP-La Liga,2023,possession
SRB,GK,27,1995,36.0,1325,1084,1304,22,0,0,1325,3,3,100.0,0,0.0,670,3958,2410,0,0,0,1,0,563,0,ESP-La Liga,2023,possession
POR,MF,22,2000,25.6,1425,83,382,808,243,33,1425,23,12,52.2,8,34.8,694,2953,987,16,21,4,43,22,811,32,ESP-La Liga,2023,possession
ESP,MF,29,1993,24.0,1229,10,141,709,409,30,1229,62,34,54.8,21,33.9,729,4660,2351,56,51,4,48,24,791,75,ESP-La Liga,2023,possession
BEL,DF,25,1998,3.2,138,17,70,59,9,3,138,0,0,,0,,54,246,112,1,2,0,0,0,60,1,ESP-La Liga,2023,possession
ESP,DF,25,1997,17.2,942,40,249,399,305,17,942,18,10,55.6,5,27.8,432,1860,911,30,23,8,17,7,494,110,ESP-La Liga,2023,possession
KVX,FW,29,1994,25.9,953,28,70,486,405,116,950,27,13,48.1,14,51.9,490,2153,617,20,16,8,82,34,748,134,ESP-La Liga,2023,possession
ESP,MF,21,2001,26.0,1298,17,157,651,516,62,1297,52,26,50.0,18,34.6,773,4229,2079,52,46,9,58,42,928,126,ESP-La Liga,2023,possession
ESP,GK,32,1991,6.1,216,156,207,9,1,1,216,0,0,,0,,112,636,426,0,0,0,0,0,95,0,ESP-La Liga,2023,possession
CRO,FW,32,1991,27.1,736,23,53,307,382,152,732,31,10,32.3,20,64.5,311,1272,504,21,12,17,81,31,508,99,ESP-La Liga,2023,possession
ESP,MF,19,2004,0.1,9,0,1,4,4,2,9,0,0,,0,,3,6,0,0,0,0,1,1,6,1,ESP-La Liga,2023,possession
ESP,DF,28,1994,28.2,1574,195,786,747,55,31,1574,7,3,42.9,4,57.1,799,3219,1577,5,2,0,5,4,912,1,ESP-La Liga,2023,possession
SRB,MF,31,1992,0.5,17,1,1,8,8,1,17,0,0,,0,,7,75,50,2,1,0,0,0,13,3,ESP-La Liga,2023,possession
ESP,DF,29,1994,25.9,1585,166,665,863,64,24,1585,4,3,75.0,1,25.0,796,4308,2698,21,12,0,9,2,914,4,ESP-La Liga,2023,possession
ARG,"FW,MF",29,1994,9.6,474,5,41,183,253,28,474,18,5,27.8,10,55.6,236,1037,429,14,16,5,12,1,314,75,ESP-La Liga,2023,possession
ESP,MF,20,2002,20.6,1200,68,251,761,192,28,1200,19,5,26.3,9,47.4,597,2583,1114,17,14,3,21,4,749,23,ESP-La Liga,2023,possession
ESP,DF,18,2005,0.2,8,0,4,3,1,0,8,0,0,,0,,1,3,0,0,0,0,1,0,1,0,ESP-La Liga,2023,possession
ESP,DF,24,1999,29.6,1669,85,367,682,643,23,1669,82,44,53.7,34,41.5,742,4479,2388,78,60,8,52,25,895,180,ESP-La Liga,2023,possession
COL,DF,30,1992,22.7,1426,60,342,604,495,29,1426,45,17,37.8,25,55.6,675,3865,1785,57,52,13,46,10,799,117,ESP-La Liga,2023,possession
ESP,MF,25,1998,20.0,1182,22,211,644,329,13,1182,12,6,50.0,6,50.0,538,2237,998,14,10,2,20,13,759,46,ESP-La Liga,2023,possession
ESP,DF,22,2001,18.3,899,125,476,399,25,10,899,2,2,100.0,0,0.0,442,1982,870,3,3,0,4,2,524,1,ESP-La Liga,2023,possession
ESP,DF,22,2001,0.2,14,5,9,4,1,0,14,0,0,,0,,2,7,0,0,0,0,0,0,4,0,ESP-La Liga,2023,possession
ESP,"FW,MF",28,1995,10.3,449,3,37,158,256,30,449,29,11,37.9,15,51.7,259,1677,747,23,20,7,27,24,299,85,ESP-La Liga,2023,possession
ESP,DF,31,1992,18.5,1071,56,315,567,200,5,1071,12,3,25.0,7,58.3,508,2514,1248,16,16,0,13,6,575,29,ESP-La Liga,2023,possession
ESP,"FW,MF",26,1997,3.4,165,5,15,55,98,14,165,22,11,50.0,8,36.4,109,712,357,17,8,5,17,7,128,41,ESP-La Liga,2023,possession
ESP,MF,29,1994,19.9,986,54,223,551,214,35,986,8,6,75.0,1,12.5,423,1829,555,3,7,1,14,10,569,15,ESP-La Liga,2023,possession
ESP,FW,,,0.0,2,0,0,0,2,2,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,ESP-La Liga,2023,possession
ESP,"MF,FW",29,1994,22.3,1346,22,157,792,411,29,1346,29,17,58.6,11,37.9,767,4018,1680,36,25,3,21,13,975,69,ESP-La Liga,2023,possession
ESP,"DF,FW",28,1995,1.1,62,5,20,21,21,4,62,2,1,50.0,1,50.0,25,85,32,0,1,0,1,2,26,4,ESP-La Liga,2023,possession
ESP,MF,24,1998,12.8,621,20,85,304,241,45,621,30,8,26.7,21,70.0,318,1978,855,26,20,4,19,10,394,54,ESP-La Liga,2023,possession
ESP,FW,22,2000,15.1,455,12,35,199,224,64,455,21,6,28.6,13,61.9,221,899,381,16,11,7,36,16,339,68,ESP-La Liga,2023,possession
ESP,"FW,MF",30,1993,17.2,951,19,125,365,466,40,951,31,18,58.1,9,29.0,473,2042,730,16,26,4,31,23,647,117,ESP-La Liga,2023,possession
ESP,"DF,FW",32,1991,23.2,1241,49,290,501,468,41,1241,73,35,47.9,33,45.2,608,3824,1843,62,43,9,45,33,670,147,ESP-La Liga,2023,possession
ESP,GK,30,1993,31.9,1264,948,1250,18,0,0,1264,0,0,,0,,671,4122,2365,0,0,0,2,0,547,0,ESP-La Liga,2023,possession
ESP,DF,31,1992,6.2,259,26,121,124,16,7,259,1,0,0.0,1,100.0,104,379,183,2,2,0,3,3,136,1,ESP-La Liga,2023,possession
ESP,MF,22,2001,0.1,2,0,0,2,0,0,2,0,0,,0,,2,5,0,0,1,0,0,1,3,0,ESP-La Liga,2023,possession
GHA,DF,25,1998,18.8,956,127,578,359,25,8,956,4,2,50.0,1,25.0,492,2318,989,6,2,0,7,3,558,4,ESP-La Liga,2023,possession
URU,DF,31,1992,27.9,1740,82,607,801,360,27,1740,50,24,48.0,25,50.0,725,3497,1887,41,26,10,42,18,887,89,ESP-La Liga,2023,possession
ROU,"DF,MF",25,1998,7.0,392,22,121,157,116,18,392,29,13,44.8,14,48.3,178,1299,729,28,19,8,14,7,219,25,ESP-La Liga,2023,possession
ESP,DF,34,1989,18.8,959,155,586,358,18,10,959,3,1,33.3,0,0.0,438,1991,843,0,2,0,8,0,538,0,ESP-La Liga,2023,possession
CPV,"MF,FW",33,1990,2.4,145,2,8,55,88,7,144,22,12,54.5,9,40.9,85,848,390,17,10,5,10,3,97,24,ESP-La Liga,2023,possession
POR,MF,26,1996,5.9,367,21,80,217,74,6,367,20,13,65.0,5,25.0,205,1106,554,13,8,0,22,15,246,20,ESP-La Liga,2023,possession
ESP,GK,26,1997,1.0,41,32,41,0,0,0,41,0,0,,0,,24,139,79,0,0,0,0,0,24,0,ESP-La Liga,2023,possession
ESP,MF,19,2003,0.1,3,0,1,2,0,0,3,0,0,,0,,1,12,10,1,0,0,0,0,0,0,ESP-La Liga,2023,possession
FRA,DF,32,1991,37.0,2386,341,1317,953,131,36,2386,5,4,80.0,0,0.0,1250,5730,2951,15,6,0,13,4,1494,4,ESP-La Liga,2023,possession
ESP,"MF,FW",28,1994,31.0,1638,43,232,725,705,55,1636,87,35,40.2,45,51.7,875,4561,1717,40,54,7,93,65,1087,152,ESP-La Liga,2023,possession
ALB,DF,31,1992,31.9,1736,83,477,797,471,33,1736,20,7,35.0,10,50.0,708,3600,1825,50,29,5,28,11,876,100,ESP-La Liga,2023,possession
ESP,"FW,MF",26,1997,17.2,668,17,97,258,333,49,668,49,15,30.6,25,51.0,380,2508,1383,42,29,12,33,15,450,144,ESP-La Liga,2023,possession
ESP,MF,27,1996,0.2,16,0,2,9,5,0,16,0,0,,0,,11,47,19,0,1,0,4,0,12,2,ESP-La Liga,2023,possession
ESP,"MF,FW",26,1997,9.3,510,14,76,285,155,15,510,33,9,27.3,19,57.6,296,1798,879,17,10,3,30,16,346,42,ESP-La Liga,2023,possession
SEN,MF,29,1994,18.5,1126,67,330,672,133,26,1126,21,17,81.0,3,14.3,562,2643,1188,14,9,2,19,18,652,22,ESP-La Liga,2023,possession
ESP,"DF,MF",25,1998,13.0,941,32,257,398,292,14,941,28,11,39.3,10,35.7,492,2754,1338,28,32,4,25,7,593,84,ESP-La Liga,2023,possession
COL,"FW,DF",37,1986,4.5,169,4,13,67,91,23,168,8,3,37.5,4,50.0,97,429,171,7,4,5,13,12,132,23,ESP-La Liga,2023,possession
ANG,"FW,MF",25,1997,6.4,284,13,34,122,131,36,283,17,7,41.2,8,47.1,156,784,404,12,7,6,18,20,199,35,ESP-La Liga,2023,possession
ESP,FW,28,1994,14.1,439,12,33,226,183,58,438,44,20,45.5,19,43.2,266,1200,372,11,5,4,44,27,348,73,ESP-La Liga,2023,possession
ESP,MF,32,1991,0.3,14,0,1,9,4,0,14,1,1,100.0,0,0.0,14,102,47,2,2,0,0,2,13,2,ESP-La Liga,2023,possession
ESP,FW,22,2001,18.5,580,18,47,278,265,62,580,49,16,32.7,31,63.3,327,1613,637,22,20,10,53,26,421,79,ESP-La Liga,2023,possession
MKD,GK,29,1993,37.0,1271,1053,1259,12,0,0,1271,1,1,100.0,0,0.0,637,3664,2248,0,0,0,0,0,510,0,ESP-La Liga,2023,possession
ESP,MF,27,1995,23.4,1675,35,340,980,371,16,1675,39,22,56.4,17,43.6,886,4167,1964,32,24,2,26,23,1128,59,ESP-La Liga,2023,possession
ESP,"FW,MF",30,1992,27.5,1102,33,196,354,567,101,1102,25,10,40.0,14,56.0,547,2790,1229,56,21,22,54,11,696,252,ESP-La Liga,2023,possession
ARG,"FW,MF",35,1988,15.3,1016,15,76,546,411,51,1016,85,33,38.8,43,50.6,545,2643,1054,28,24,10,45,60,778,81,ESP-La Liga,2023,possession
ESP,MF,28,1994,29.9,1583,85,401,1032,162,18,1583,13,7,53.8,4,30.8,709,3889,1937,24,24,1,33,10,867,11,ESP-La Liga,2023,possession
UKR,GK,24,1999,21.0,713,613,710,3,0,0,713,0,0,,0,,399,1766,1177,0,0,0,0,0,400,0,ESP-La Liga,2023,possession
GER,DF,30,1993,30.1,2022,275,1000,964,65,25,2022,3,1,33.3,2,66.7,1337,6743,4149,17,10,1,4,2,1525,1,ESP-La Liga,2023,possession
TUR,"FW,MF",18,2005,4.2,273,7,39,114,125,19,273,22,11,50.0,9,40.9,172,1034,609,16,6,6,7,5,205,25,ESP-La Liga,2023,possession
FRA,"MF,DF",23,2000,22.1,1722,132,539,985,211,20,1722,13,6,46.2,3,23.1,1152,6365,3569,28,41,1,13,12,1296,15,ESP-La Liga,2023,possession
MAR,"FW,MF",23,1999,17.2,971,8,51,400,540,93,971,109,55,50.5,49,45.0,694,4465,2408,76,61,32,48,42,801,166,ESP-La Liga,2023,possession
ESP,DF,31,1992,24.1,1697,101,465,726,527,59,1697,22,9,40.9,11,50.0,939,3864,1903,30,37,9,22,18,1126,168,ESP-La Liga,2023,possession
ESP,"MF,FW",26,1996,6.6,609,9,99,315,201,15,609,15,5,33.3,8,53.3,425,2284,1097,16,17,1,9,13,497,23,ESP-La Liga,2023,possession
AUT,DF,31,1992,12.8,1004,127,474,457,80,11,1004,0,0,,0,,699,3567,2011,9,11,0,5,1,730,13,ESP-La Liga,2023,possession
FRA,"MF,DF",20,2002,20.2,1605,55,399,885,344,20,1605,69,36,52.2,18,26.1,1011,5798,3129,49,56,5,26,24,1196,31,ESP-La Liga,2023,possession
URU,MF,25,1998,32.3,2448,77,384,1382,708,69,2448,44,22,50.0,21,47.7,1610,9227,5027,104,102,15,28,12,1925,102,ESP-La Liga,2023,possession
FRA,DF,28,1995,19.1,1409,44,387,687,345,17,1409,28,13,46.4,13,46.4,858,3474,1505,19,21,3,20,14,1026,96,ESP-La Liga,2023,possession
ESP,DF,23,1999,15.5,1148,39,309,464,385,23,1148,18,8,44.4,9,50.0,686,3666,1956,53,30,4,22,8,747,139,ESP-La Liga,2023,possession
ESP,"FW,MF",19,2004,0.2,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3,ESP-La Liga,2023,possession
ESP,FW,33,1990,18.7,514,13,43,236,238,99,512,14,6,42.9,7,50.0,292,1040,353,15,8,12,29,9,398,98,ESP-La Liga,2023,possession
ENG,MF,20,2003,25.7,1897,21,202,978,746,135,1896,97,50,51.5,35,36.1,1235,6812,3434,85,73,26,53,40,1554,177,ESP-La Liga,2023,possession
ESP,GK,28,1994,13.3,474,412,471,3,0,0,474,0,0,,0,,313,1259,808,0,0,0,0,0,300,0,ESP-La Liga,2023,possession
ESP,DF,32,1991,15.8,1286,52,327,498,466,68,1286,47,24,51.1,19,40.4,708,3085,1454,28,22,12,18,15,911,160,ESP-La Liga,2023,possession
CRO,MF,37,1985,18.8,1812,22,256,977,593,49,1812,45,21,46.7,17,37.8,1202,6071,2795,53,57,13,12,19,1427,85,ESP-La Liga,2023,possession
ESP,MF,19,2004,0.2,25,2,9,13,4,0,25,0,0,,0,,12,64,18,0,0,0,2,0,15,1,ESP-La Liga,2023,possession
ESP,DF,33,1990,19.4,1418,202,724,632,67,18,1418,6,2,33.3,3,50.0,821,3372,2023,13,10,1,7,0,1028,9,ESP-La Liga,2023,possession
ARG,"MF,FW",18,2004,0.3,32,0,2,17,13,0,32,2,0,0.0,2,100.0,21,167,125,3,3,0,0,0,21,2,ESP-La Liga,2023,possession
BRA,FW,22,2001,26.4,1352,3,50,414,905,206,1351,147,60,40.8,68,46.3,1002,7409,4344,159,106,84,72,30,1145,301,ESP-La Liga,2023,possession
BEL,GK,31,1992,3.7,135,119,135,0,0,0,135,0,0,,0,,87,472,296,0,0,0,0,0,70,0,ESP-La Liga,2023,possession
GER,MF,33,1990,23.6,2656,58,546,1641,492,13,2656,8,5,62.5,3,37.5,1758,8020,4189,32,51,1,8,6,2128,29,ESP-La Liga,2023,possession
BRA,FW,23,2000,20.7,1058,2,51,290,733,193,1057,176,65,36.9,95,54.0,797,6384,3440,137,74,88,71,40,888,277,ESP-La Liga,2023,possession
URU,FW,19,2004,0.0,3,1,2,1,0,0,3,2,2,100.0,0,0.0,1,28,0,0,1,0,1,1,2,0,ESP-La Liga,2023,possession
BRA,DF,25,1998,5.5,376,61,204,155,20,3,376,1,0,0.0,0,0.0,244,1145,609,7,4,0,3,1,274,2,ESP-La Liga,2023,possession
ESP,DF,25,1997,12.5,838,44,244,418,181,6,838,19,10,52.6,7,36.8,372,2000,917,24,23,1,14,8,429,23,ESP-La Liga,2023,possession
ESP,MF,21,2002,0.3,14,0,6,6,2,1,14,1,0,0.0,1,100.0,12,28,8,0,0,0,4,0,10,0,ESP-La Liga,2023,possession
ESP,"DF,MF",24,1999,0.3,21,2,5,13,3,0,21,0,0,,0,,11,75,31,1,1,0,0,1,10,0,ESP-La Liga,2023,possession
ESP,"FW,MF",21,2001,15.9,794,8,82,307,415,68,794,78,38,48.7,30,38.5,526,3503,1479,56,35,22,55,45,586,163,ESP-La Liga,2023,possession
POR,FW,27,1995,8.1,239,3,13,99,128,25,238,23,6,26.1,16,69.6,137,727,242,5,5,4,17,18,172,44,ESP-La Liga,2023,possession
ESP,DF,29,1994,9.0,545,47,225,282,41,14,545,3,2,66.7,1,33.3,273,1407,661,4,5,1,3,3,322,2,ESP-La Liga,2023,possession
RUS,"MF,FW",20,2003,13.6,691,12,76,286,331,29,691,29,10,34.5,15,51.7,381,1854,1028,28,22,8,25,6,466,88,ESP-La Liga,2023,possession
ESP,MF,21,2002,18.7,880,40,178,518,200,11,880,43,21,48.8,14,32.6,509,2885,1387,26,23,2,26,14,601,31,ESP-La Liga,2023,possession
ESP,"MF,FW",26,1997,26.8,1559,36,162,851,562,63,1559,59,24,40.7,31,52.5,884,4030,1902,45,40,15,57,30,1113,121,ESP-La Liga,2023,possession
ESP,FW,27,1996,4.5,142,6,16,79,49,14,141,10,3,30.0,7,70.0,64,315,100,5,3,0,13,14,85,13,ESP-La Liga,2023,possession
MLI,DF,31,1992,25.5,1737,87,444,950,356,18,1737,27,16,59.3,9,33.3,884,4222,2188,49,31,4,23,9,982,83,ESP-La Liga,2023,possession
ESP,DF,26,1997,28.0,1983,162,908,1034,50,18,1983,8,4,50.0,4,50.0,1229,7537,4725,28,2,0,14,3,1316,0,ESP-La Liga,2023,possession
ESP,DF,28,1994,11.9,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70,ESP-La Liga,2023,possession
VEN,DF,21,2002,6.0,392,22,92,214,91,3,392,7,2,28.6,4,57.1,171,726,347,6,10,0,6,6,207,25,ESP-La Liga,2023,possession
ESP,"FW,MF",23,2000,1.3,68,2,12,30,26,6,68,5,2,40.0,2,40.0,33,145,83,2,2,0,3,2,39,10,ESP-La Liga,2023,possession
ESP,DF,17,2006,0.3,10,2,9,1,0,0,10,0,0,,0,,1,2,1,0,0,0,0,0,4,0,ESP-La Liga,2023,possession
ESP,DF,22,2001,17.0,1311,133,607,679,28,10,1311,4,4,100.0,0,0.0,763,3837,2126,9,8,0,8,2,888,1,ESP-La Liga,2023,possession
SCO,DF,26,1997,13.8,1056,45,297,552,214,10,1056,17,7,41.2,8,47.1,522,2201,1177,22,21,2,13,3,600,39,ESP-La Liga,2023,possession
ESP,MF,24,1999,29.5,1793,91,397,1144,267,32,1793,18,12,66.7,5,27.8,942,5305,2671,34,41,5,26,16,1185,27,ESP-La Liga,2023,possession
ESP,MF,27,1996,27.6,1759,91,323,948,514,76,1759,41,24,58.5,13,31.7,892,3946,1722,26,39,5,61,42,1213,99,ESP-La Liga,2023,possession
ESP,"FW,MF",26,1997,24.0,728,13,83,335,317,79,726,29,10,34.5,16,55.2,376,1603,597,27,21,10,61,26,508,126,ESP-La Liga,2023,possession
FRA,"FW,MF",19,2004,2.8,106,0,10,47,53,9,106,20,7,35.0,9,45.0,69,590,363,16,11,4,10,2,68,19,ESP-La Liga,2023,possession
ESP,MF,22,2000,4.0,225,8,41,109,78,15,225,10,7,70.0,3,30.0,109,451,214,8,4,4,7,6,132,12,ESP-La Liga,2023,possession
ESP,DF,26,1996,27.4,1996,171,899,1057,45,17,1996,1,1,100.0,0,0.0,1242,7060,4021,21,16,0,16,6,1359,1,ESP-La Liga,2023,possession
SUR,"FW,MF",28,1995,8.6,300,0,13,85,207,42,300,8,4,50.0,3,37.5,178,1223,591,28,9,8,15,5,232,87,ESP-La Liga,2023,possession
JPN,"FW,MF",22,2001,23.9,1161,11,94,404,683,122,1161,117,55,47.0,44,37.6,745,6334,3378,136,57,63,60,27,831,231,ESP-La Liga,2023,possession
NGA,FW,26,1997,12.0,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74,ESP-La Liga,2023,possession
