nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
ESP,MF,33,1989,11.4,903,37,171,525,220,13,903,10,5,50.0,4,40.0,477,1767,839,11,21,0,6,6,600,17,ESP-La Liga,2023,possession
ESP,FW,25,1997,5.7,179,6,18,64,98,31,179,11,4,36.4,6,54.5,105,389,195,6,5,6,12,11,143,29,ESP-La Liga,2023,possession
ESP,"MF,DF",22,2001,16.1,990,30,156,614,233,14,990,19,12,63.2,6,31.6,536,2501,1229,23,21,1,19,19,613,30,ESP-La Liga,2023,possession
ESP,MF,33,1990,8.3,398,21,81,258,64,7,398,3,3,100.0,0,0.0,176,711,287,3,6,0,4,2,228,4,ESP-La Liga,2023,possession
ESP,DF,24,1999,32.0,2032,161,950,1021,75,27,2032,10,5,50.0,4,40.0,1128,5846,3422,23,10,2,27,5,1206,4,ESP-La Liga,2023,possession
ESP,FW,26,1996,24.6,923,22,77,456,399,110,922,33,19,57.6,13,39.4,446,1830,688,18,13,4,62,29,623,102,ESP-La Liga,2023,possession
ESP,"MF,FW",30,1992,6.6,479,4,32,256,192,24,479,31,13,41.9,16,51.6,304,1446,659,18,13,4,16,11,367,50,ESP-La Liga,2023,possession
ESP,DF,23,2000,5.8,395,17,88,219,94,4,395,5,4,80.0,1,20.0,181,901,473,13,11,2,5,3,204,15,ESP-La Liga,2023,possession
GHA,FW,29,1994,31.6,1435,47,134,463,859,175,1435,120,49,40.8,60,50.0,907,5587,2913,114,66,51,86,48,1063,333,ESP-La Liga,2023,possession
ESP,DF,30,1993,22.2,1476,82,427,779,285,9,1476,44,18,40.9,25,56.8,706,3819,1993,44,30,1,17,9,825,35,ESP-La Liga,2023,possession
ESP,MF,29,1993,23.2,1407,30,194,883,345,7,1407,33,22,66.7,8,24.2,782,3740,1637,26,29,1,24,29,948,36,ESP-La Liga,2023,possession
ESP,GK,22,2000,2.6,104,84,104,0,0,0,104,0,0,,0,,58,348,192,0,0,0,0,0,42,0,ESP-La Liga,2023,possession
ESP,MF,19,2003,1.7,101,3,20,43,38,0,101,3,1,33.3,2,66.7,48,220,104,2,1,0,4,4,60,3,ESP-La Liga,2023,possession
ESP,MF,30,1993,17.0,1035,49,201,645,196,22,1033,12,2,16.7,10,83.3,504,2129,1002,10,13,1,18,11,655,29,ESP-La Liga,2023,possession
ESP,FW,21,2002,25.1,1203,14,112,372,746,148,1203,193,86,44.6,92,47.7,800,6467,3736,143,77,62,76,51,849,302,ESP-La Liga,2023,possession
ESP,MF,23,2000,21.9,1058,6,67,497,516,83,1057,56,26,46.4,23,41.1,694,4286,2121,76,68,14,78,43,839,157,ESP-La Liga,2023,possession
ESP,"DF,MF",24,1998,0.1,10,0,6,5,0,0,10,0,0,,0,,4,19,1,0,0,0,0,0,5,0,ESP-La Liga,2023,possession
ESP,"FW,MF",37,1986,4.7,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15,ESP-La Liga,2023,possession
ESP,MF,20,2003,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48,ESP-La Liga,2023,possession
ESP,GK,26,1997,35.4,1301,968,1293,8,0,0,1301,0,0,,0,,697,3823,2165,0,0,0,0,0,549,0,ESP-La Liga,2023,possession
ESP,DF,28,1995,12.8,810,52,344,440,31,7,810,3,2,66.7,1,33.3,428,2689,1856,13,9,1,8,0,485,2,ESP-La Liga,2023,possession
ESP,DF,33,1990,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77,ESP-La Liga,2023,possession
ESP,FW,28,1995,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143,ESP-La Liga,2023,possession
ESP,DF,34,1989,25.1,1764,60,375,868,529,34,1764,22,6,27.3,16,72.7,871,3548,2012,51,40,6,15,6,1027,125,ESP-La Liga,2023,possession
MAR,FW,19,2004,0.1,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1,ESP-La Liga,2023,possession
FRA,"FW,MF",32,1991,29.4,1654,35,215,769,681,113,1650,38,22,57.9,15,39.5,839,3612,1843,43,36,7,40,26,1194,196,ESP-La Liga,2023,possession
BEL,MF,18,2005,1.8,115,7,25,73,20,1,115,1,0,0.0,1,100.0,68,332,128,2,0,0,6,2,75,7,ESP-La Liga,2023,possession
BEL,DF,34,1989,30.9,2107,283,1091,950,71,22,2107,8,5,62.5,3,37.5,1364,6335,3215,17,16,0,14,6,1467,8,ESP-La Liga,2023,possession
ESP,DF,33,1989,15.8,1168,83,381,613,179,12,1168,6,1,16.7,3,50.0,624,3341,2153,39,22,3,10,6,752,39,ESP-La Liga,2023,possession
BRA,DF,32,1990,4.5,319,47,201,116,3,3,319,0,0,,0,,187,1033,500,1,0,0,0,1,212,0,ESP-La Liga,2023,possession
SVN,GK,30,1993,38.0,1094,1014,1094,0,0,0,1094,1,1,100.0,0,0.0,557,2965,1789,0,0,0,1,1,425,0,ESP-La Liga,2023,possession
ESP,DF,28,1994,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13,ESP-La Liga,2023,possession
URU,DF,28,1995,14.7,826,157,487,328,16,8,826,3,2,66.7,1,33.3,419,1871,901,2,0,0,2,0,511,1,ESP-La Liga,2023,possession
ESP,MF,31,1992,27.7,2482,82,594,1570,334,12,2482,11,5,45.5,6,54.5,1474,6016,2872,26,32,1,21,20,1899,26,ESP-La Liga,2023,possession
ESP,"MF,DF",28,1995,28.5,1465,44,322,615,537,82,1465,27,11,40.7,11,40.7,839,4122,2119,71,40,20,28,18,1033,179,ESP-La Liga,2023,possession
ESP,DF,28,1995,28.4,2196,152,811,1154,251,24,2196,20,11,55.0,6,30.0,1248,5330,3028,39,32,1,21,11,1484,61,ESP-La Liga,2023,possession
NED,FW,29,1994,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82,ESP-La Liga,2023,possession
ARG,DF,25,1998,20.6,1482,46,373,628,490,44,1482,29,16,55.2,13,44.8,817,3231,1779,47,43,8,35,13,953,170,ESP-La Liga,2023,possession
ESP,MF,20,2003,17.3,1085,39,239,622,238,15,1085,47,35,74.5,9,19.1,660,3667,1661,37,39,3,40,23,776,56,ESP-La Liga,2023,possession
MOZ,DF,29,1994,8.1,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17,ESP-La Liga,2023,possession
ARG,MF,29,1994,23.1,1768,27,274,1054,460,40,1768,55,28,50.9,20,36.4,1188,7372,3718,73,60,11,33,13,1395,55,ESP-La Liga,2023,possession
ESP,"DF,MF",23,2000,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166,ESP-La Liga,2023,possession
MAR,MF,19,2004,0.1,9,1,1,4,4,0,9,0,0,,0,,5,47,24,1,1,0,1,1,6,1,ESP-La Liga,2023,possession
BRA,"DF,MF",23,1999,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215,ESP-La Liga,2023,possession
ESP,MF,28,1994,15.3,940,67,255,480,210,36,940,15,8,53.3,5,33.3,429,2054,908,21,17,1,27,14,596,43,ESP-La Liga,2023,possession
MNE,DF,32,1991,18.1,1162,140,595,533,38,10,1162,8,8,100.0,0,0.0,675,3586,2334,14,6,0,5,0,760,2,ESP-La Liga,2023,possession
FRA,MF,27,1995,1.8,99,0,8,58,34,4,99,2,1,50.0,1,50.0,78,447,217,5,4,0,3,2,83,9,ESP-La Liga,2023,possession
BEL,DF,29,1993,2.5,113,5,29,38,49,6,113,6,5,83.3,1,16.7,66,450,246,9,5,2,5,3,63,17,ESP-La Liga,2023,possession
ESP,FW,30,1992,21.2,616,28,87,246,287,123,615,36,17,47.2,16,44.4,344,1587,693,22,13,17,40,31,432,88,ESP-La Liga,2023,possession
ARG,"FW,MF",28,1995,17.0,719,7,53,268,405,129,718,56,28,50.0,27,48.2,473,2206,1026,40,16,26,52,33,531,128,ESP-La Liga,2023,possession
TUR,DF,27,1996,1.3,97,5,47,48,3,1,97,1,1,100.0,0,0.0,65,337,150,2,2,1,0,2,65,0,ESP-La Liga,2023,possession
MAR,"FW,MF",21,2001,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12,ESP-La Liga,2023,possession
ESP,DF,19,2003,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141,ESP-La Liga,2023,possession
DEN,"DF,MF",27,1996,22.0,1723,111,549,1077,104,18,1723,6,3,50.0,3,50.0,1101,5001,2934,24,18,1,6,9,1324,6,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2002,0.6,42,0,1,16,25,5,42,3,1,33.3,1,33.3,32,266,157,6,4,2,1,1,35,5,ESP-La Liga,2023,possession
ESP,DF,22,2001,0.6,53,2,18,33,2,1,53,0,0,,0,,34,171,114,0,0,0,0,0,37,0,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2003,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93,ESP-La Liga,2023,possession
ESP,FW,23,2000,13.5,583,6,42,237,309,56,583,24,10,41.7,11,45.8,338,1744,789,30,21,15,35,13,468,113,ESP-La Liga,2023,possession
NED,MF,26,1997,18.2,1840,69,359,1139,355,18,1840,24,13,54.2,8,33.3,1207,7284,4346,69,52,3,14,17,1467,38,ESP-La Liga,2023,possession
ESP,"MF,FW",18,2004,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,ESP-La Liga,2023,possession
ESP,DF,16,2006,3.5,250,10,72,118,60,3,250,7,3,42.9,4,57.1,144,572,197,3,3,0,1,2,174,38,ESP-La Liga,2023,possession
ESP,GK,24,1999,10.0,314,279,313,1,0,0,314,0,0,,0,,187,792,437,0,0,0,0,0,165,0,ESP-La Liga,2023,possession
ESP,DF,32,1991,14.4,1241,91,456,729,63,13,1241,1,0,0.0,1,100.0,833,4930,3438,33,22,1,3,0,935,5,ESP-La Liga,2023,possession
POR,DF,29,1994,27.8,2206,84,452,1110,670,71,2206,111,61,55.0,38,34.2,1250,7317,3916,106,58,39,55,25,1469,193,ESP-La Liga,2023,possession
POR,FW,23,1999,17.1,929,15,91,351,495,104,929,89,29,32.6,51,57.3,613,3648,1930,69,53,31,43,32,766,169,ESP-La Liga,2023,possession
FRA,DF,24,1998,32.2,3041,157,903,1701,462,44,3041,38,16,42.1,17,44.7,1910,9350,5961,67,67,2,25,12,2187,64,ESP-La Liga,2023,possession
ESP,FW,16,2007,24.5,1475,14,118,460,923,147,1475,160,70,43.8,58,36.3,1023,6622,3889,123,78,57,54,26,1157,350,ESP-La Liga,2023,possession
ESP,MF,19,2003,0.2,11,2,4,6,1,0,11,0,0,,0,,5,29,14,1,0,0,0,0,7,0,ESP-La Liga,2023,possession
ESP,"FW,MF",17,2006,0.8,20,0,0,10,10,4,20,0,0,,0,,13,47,13,1,1,1,3,2,16,8,ESP-La Liga,2023,possession
GER,GK,31,1992,28.0,1080,816,1068,13,0,0,1080,0,0,,0,,695,3459,2503,0,0,0,1,0,609,0,ESP-La Liga,2023,possession
ESP,DF,32,1990,2.8,246,7,59,100,89,7,246,6,3,50.0,2,33.3,141,766,388,11,10,2,2,3,157,33,ESP-La Liga,2023,possession
ESP,MF,31,1991,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4,ESP-La Liga,2023,possession
ESP,DF,16,2007,17.3,1629,157,758,826,46,5,1629,4,3,75.0,1,25.0,1076,5220,2658,8,7,0,4,3,1263,2,ESP-La Liga,2023,possession
ESP,"MF,FW",20,2002,16.4,1359,22,171,773,427,36,1359,38,16,42.1,20,52.6,823,4535,2333,41,42,7,31,15,1080,81,ESP-La Liga,2023,possession
BRA,"FW,MF",26,1996,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164,ESP-La Liga,2023,possession
POL,FW,34,1988,30.6,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168,ESP-La Liga,2023,possession
URU,DF,24,1999,22.2,1811,157,732,1000,92,34,1811,11,8,72.7,2,18.2,1177,6282,3750,24,14,2,14,4,1350,11,ESP-La Liga,2023,possession
ESP,"MF,DF",31,1992,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33,ESP-La Liga,2023,possession
BRA,FW,18,2005,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26,ESP-La Liga,2023,possession
GER,MF,32,1990,33.3,2733,42,376,1538,841,77,2731,61,34,55.7,19,31.1,1608,8881,4365,71,88,9,38,28,2109,116,ESP-La Liga,2023,possession
MAR,FW,21,2001,9.6,518,7,58,194,271,60,517,50,21,42.0,23,46.0,300,2801,1587,57,34,35,29,31,377,89,ESP-La Liga,2023,possession
BRA,DF,23,2000,15.6,966,72,344,405,226,28,966,13,7,53.8,5,38.5,447,1802,949,14,10,5,18,11,502,58,ESP-La Liga,2023,possession
ESP,"DF,FW",27,1996,11.3,744,36,232,318,209,25,744,45,27,60.0,14,31.1,380,1932,1016,22,15,9,19,9,409,50,ESP-La Liga,2023,possession
MEX,MF,36,1986,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6,ESP-La Liga,2023,possession
SEN,FW,17,2005,11.6,478,10,53,190,251,49,478,55,18,32.7,28,50.9,309,2486,935,33,25,14,60,35,344,101,ESP-La Liga,2023,possession
ESP,FW,30,1993,25.5,1125,19,126,510,513,156,1125,112,50,44.6,54,48.2,700,4465,2436,90,51,41,70,51,799,175,ESP-La Liga,2023,possession
ESP,FW,30,1993,4.5,141,2,2,60,82,22,141,2,1,50.0,1,50.0,77,373,140,5,5,2,15,4,113,32,ESP-La Liga,2023,possession
MAR,DF,20,2003,24.0,1426,194,871,532,27,15,1426,0,0,,0,,831,3955,1926,4,7,0,9,2,937,1,ESP-La Liga,2023,possession
CHI,GK,40,1983,7.0,241,194,239,2,0,0,241,0,0,,0,,132,817,591,0,0,0,0,0,100,0,ESP-La Liga,2023,possession
COD,FW,32,1991,2.2,66,0,3,35,28,11,66,3,1,33.3,2,66.7,35,210,110,5,2,3,11,4,50,12,ESP-La Liga,2023,possession
ARG,FW,29,1994,3.3,125,4,9,47,69,10,125,4,2,50.0,1,25.0,89,478,184,7,4,1,5,3,106,31,ESP-La Liga,2023,possession
ESP,GK,24,1999,3.5,130,118,129,1,0,0,130,0,0,,0,,60,301,204,0,0,0,0,0,41,0,ESP-La Liga,2023,possession
ARG,DF,32,1991,30.7,1779,240,1028,705,53,35,1779,6,3,50.0,3,50.0,974,4522,2271,5,7,0,19,4,1105,1,ESP-La Liga,2023,possession
ARG,MF,29,1994,20.5,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18,ESP-La Liga,2023,possession
ESP,DF,28,1995,19.0,1170,53,349,544,286,24,1170,48,17,35.4,30,62.5,580,3153,1735,32,25,7,26,17,682,80,ESP-La Liga,2023,possession
ESP,MF,31,1992,25.8,1847,8,123,951,800,80,1845,138,76,55.1,52,37.7,1172,7904,3643,100,85,11,79,67,1388,145,ESP-La Liga,2023,possession
USA,MF,21,2001,14.8,830,40,222,512,111,12,830,20,11,55.0,8,40.0,406,1973,904,10,10,0,16,15,478,11,ESP-La Liga,2023,possession
ESP,FW,23,2000,0.8,30,1,4,8,19,3,30,7,4,57.1,3,42.9,20,206,107,2,3,0,2,0,19,10,ESP-La Liga,2023,possession
ESP,DF,23,2000,20.6,1384,75,439,581,371,28,1384,19,7,36.8,8,42.1,654,2498,1316,35,24,3,22,5,789,95,ESP-La Liga,2023,possession
ITA,DF,26,1997,4.0,209,36,134,73,4,3,209,0,0,,0,,106,499,145,0,0,0,1,0,129,0,ESP-La Liga,2023,possession
