league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,Dortmund,Manuel Akanji,SUI,DF,25,1995,28,26,2350,26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26,159,7,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,standard,SUI,DF,25,1995,26.1,1961,2137,91.8,37492,12871,698,744,93.8,1018,1067,95.4,216,273,79.1,0,0.3,0.8,-0.3,3,151,6,0,159,passing,SUI,DF,25,1995,26.1,2358,189,943,1331,96,29,2358,10,9,90.0,1,10.0,1543,8495,5042,26,15,2,9,9,1804,7,possession,SUI,DF,25,1995,26.1,2,19,4,21.1,0.73,0.15,0.11,0.5,13.9,0,0,0,1.7,1.7,0.09,0.3,0.3,shooting,SUI,DF,25,1995,26.1,41,22,23,12,6,19,31,61.3,12,23,10,13,49,90,70,1,defense,SUI,DF,25,1995,26.1,4,0,0,22,18,0,2,49,22,1,1,0,148,46,30,60.5,misc
GER-Bundesliga,2020,Freiburg,Manuel Gulde,GER,DF,29,1991,27,22,1954,21.7,2,0,2,2,0,0,3,0,0.8,0.8,0.0,0.8,9,54,7,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.04,0.04,0.04,standard,GER,DF,29,1991,21.7,898,1030,87.2,17088,5226,304,333,91.3,504,543,92.8,82,133,61.7,0,0.0,0.4,0.0,0,37,0,0,54,passing,GER,DF,29,1991,21.7,1210,118,631,537,48,16,1210,5,3,60.0,2,40.0,670,2734,1488,9,5,1,3,2,787,7,possession,GER,DF,29,1991,21.7,2,9,6,66.7,0.41,0.28,0.22,0.33,10.7,0,0,0,0.8,0.8,0.09,1.2,1.2,shooting,GER,DF,29,1991,21.7,27,15,12,12,3,5,21,23.8,16,25,15,10,37,64,64,0,defense,GER,DF,29,1991,21.7,3,0,0,17,20,2,3,37,15,0,0,0,97,47,36,56.6,misc
GER-Bundesliga,2020,Bayern Munich,Manuel Neuer,GER,GK,34,1986,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,GER,GK,34,1986,33.0,1134,1320,85.9,28936,19211,194,195,99.5,593,605,98.0,343,510,67.3,0,0.3,0.2,-0.3,1,5,0,0,5,passing,GER,GK,34,1986,33.0,1378,963,1358,22,0,0,1378,0,0,,0,,752,3690,2216,0,0,0,0,1,763,0,possession,GER,GK,34,1986,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,34,1986,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,12,3,defense,GER,GK,34,1986,33.0,1,0,0,1,2,0,0,2,0,0,1,0,83,2,0,100.0,misc
GER-Bundesliga,2020,Arminia,Manuel Prietl,AUT,MF,28,1991,28,28,2517,28.0,1,1,2,1,0,0,3,0,0.8,0.8,1.8,2.6,14,67,18,0.04,0.04,0.07,0.04,0.07,0.03,0.06,0.09,0.03,0.09,standard,AUT,MF,28,1991,28.0,777,978,79.4,14061,3957,304,370,82.2,382,444,86.0,69,110,62.7,1,1.8,2.0,-0.8,10,62,8,1,67,passing,AUT,MF,28,1991,28.0,1248,59,446,705,111,16,1248,27,20,74.1,7,25.9,606,2645,1059,14,12,0,34,10,669,18,possession,AUT,MF,28,1991,28.0,1,18,5,27.8,0.64,0.18,0.06,0.2,27.4,0,0,0,0.8,0.8,0.05,0.2,0.2,shooting,AUT,MF,28,1991,28.0,65,44,33,28,4,12,73,16.4,61,34,7,27,45,110,24,0,defense,AUT,MF,28,1991,28.0,3,0,0,38,9,0,6,45,44,0,0,0,162,33,31,51.6,misc
GER-Bundesliga,2020,Bayern Munich,Marc Roca,ESP,MF,23,1996,6,2,177,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,20,1,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,standard,ESP,MF,23,1996,2.0,110,125,88.0,1725,757,54,59,91.5,42,46,91.3,9,10,90.0,0,0.0,0.2,0.0,1,8,2,0,20,passing,ESP,MF,23,1996,2.0,143,4,31,78,34,4,143,3,2,66.7,1,33.3,96,338,168,1,3,1,3,2,109,1,possession,ESP,MF,23,1996,2.0,0,3,0,0.0,1.53,0.0,0.0,,16.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting,ESP,MF,23,1996,2.0,2,2,0,0,2,0,4,0.0,4,4,1,3,2,4,1,0,defense,ESP,MF,23,1996,2.0,1,0,0,6,2,0,1,2,2,0,0,0,9,1,3,25.0,misc
GER-Bundesliga,2020,Stuttgart,Marc-Oliver Kempf,GER,DF,25,1995,32,32,2727,30.3,2,1,3,2,0,0,5,0,1.1,1.1,0.5,1.6,51,199,13,0.07,0.03,0.1,0.07,0.1,0.04,0.02,0.05,0.04,0.05,standard,GER,DF,25,1995,30.3,1545,1897,81.4,29043,11760,612,680,90.0,746,853,87.5,170,300,56.7,1,0.5,1.6,0.5,10,165,19,2,199,passing,GER,DF,25,1995,30.3,2225,217,868,1264,119,21,2225,22,18,81.8,4,18.2,1181,6276,3936,51,27,1,17,15,1407,13,possession,GER,DF,25,1995,30.3,2,17,6,35.3,0.56,0.2,0.12,0.33,17.1,0,0,0,1.1,1.1,0.07,0.9,0.9,shooting,GER,DF,25,1995,30.3,49,26,28,18,3,29,49,59.2,20,40,25,15,68,117,103,1,defense,GER,DF,25,1995,30.3,5,0,0,35,38,0,10,68,26,0,1,1,207,93,49,65.5,misc
GER-Bundesliga,2020,RB Leipzig,Marcel Halstenberg,GER,DF,28,1991,24,19,1651,18.3,2,2,4,1,1,1,2,0,1.9,1.1,1.7,2.9,44,143,59,0.11,0.11,0.22,0.05,0.16,0.11,0.09,0.2,0.06,0.16,standard,GER,DF,28,1991,18.3,1412,1649,85.6,23009,7864,707,776,91.1,587,672,87.4,91,141,64.5,2,1.7,3.1,0.3,27,141,17,9,143,passing,GER,DF,28,1991,18.3,1801,56,448,1096,277,29,1800,17,13,76.5,4,23.5,1100,4978,3004,44,40,2,11,9,1277,59,possession,GER,DF,28,1991,18.3,2,13,4,30.8,0.71,0.22,0.08,0.25,20.0,1,1,1,1.9,1.1,0.09,0.1,-0.1,shooting,GER,DF,28,1991,18.3,29,18,20,8,1,19,41,46.3,22,15,3,12,16,45,35,0,defense,GER,DF,28,1991,18.3,2,0,0,17,9,4,39,16,18,0,0,0,134,43,17,71.7,misc
GER-Bundesliga,2020,Arminia,Marcel Hartel,GER,MF,24,1996,22,20,1681,18.7,0,0,0,0,0,0,1,0,1.2,1.2,1.3,2.5,18,69,39,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.07,0.14,standard,GER,MF,24,1996,18.7,572,782,73.1,9630,2549,277,314,88.2,225,289,77.9,52,125,41.6,0,1.3,1.6,-1.3,15,51,15,6,69,passing,GER,MF,24,1996,18.7,947,29,189,509,258,19,947,25,17,68.0,8,32.0,467,2233,911,18,13,1,22,16,536,39,possession,GER,MF,24,1996,18.7,0,21,6,28.6,1.12,0.32,0.0,0.0,23.6,2,0,0,1.2,1.2,0.06,-1.2,-1.2,shooting,GER,MF,24,1996,18.7,35,19,15,18,2,20,40,50.0,20,17,4,13,26,61,16,1,defense,GER,MF,24,1996,18.7,1,0,0,5,15,5,61,26,19,0,0,0,117,11,19,36.7,misc
GER-Bundesliga,2020,RB Leipzig,Marcel Sabitzer,AUT,MF,26,1994,27,24,2026,22.5,8,3,11,4,4,4,8,0,7.6,4.4,2.7,7.1,24,171,78,0.36,0.13,0.49,0.18,0.31,0.34,0.12,0.46,0.19,0.32,standard,AUT,MF,26,1994,22.5,1051,1344,78.2,16586,5308,563,642,87.7,365,431,84.7,76,159,47.8,3,2.7,3.6,0.3,29,117,43,8,171,passing,AUT,MF,26,1994,22.5,1579,37,255,907,427,36,1575,24,15,62.5,9,37.5,817,3635,1561,24,39,4,35,25,1082,78,possession,AUT,MF,26,1994,22.5,8,56,22,39.3,2.49,0.98,0.07,0.18,25.1,5,4,4,7.6,4.4,0.08,0.4,-0.4,shooting,AUT,MF,26,1994,22.5,29,21,12,16,1,12,37,32.4,25,7,2,5,35,64,27,0,defense,AUT,MF,26,1994,22.5,8,0,0,21,36,7,27,35,21,0,0,0,147,14,17,45.2,misc
GER-Bundesliga,2020,Stuttgart,Marcin Kamiński,POL,DF,28,1992,5,2,219,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,36,5,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard,POL,DF,28,1992,2.4,196,224,87.5,3903,1499,55,61,90.2,117,122,95.9,22,32,68.8,0,0.3,0.3,-0.3,2,26,3,1,36,passing,POL,DF,28,1992,2.4,238,13,76,152,13,1,238,0,0,,0,,147,865,545,5,4,0,1,0,173,5,possession,POL,DF,28,1992,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POL,DF,28,1992,2.4,1,1,0,0,1,0,0,,0,2,1,1,1,2,10,0,defense,POL,DF,28,1992,2.4,0,0,0,2,0,0,3,1,1,0,0,0,10,7,5,58.3,misc
GER-Bundesliga,2020,Werder Bremen,Marco Friedl,AUT,DF,22,1998,32,31,2785,30.9,0,0,0,0,0,0,6,0,0.4,0.4,0.8,1.2,25,125,15,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,standard,AUT,DF,22,1998,30.9,1370,1724,79.5,28613,10668,490,541,90.6,637,723,88.1,231,405,57.0,0,0.8,1.1,-0.8,8,116,6,3,125,passing,AUT,DF,22,1998,30.9,2040,203,926,1031,101,6,2040,18,12,66.7,6,33.3,1140,5728,3285,25,12,2,16,7,1280,15,possession,AUT,DF,22,1998,30.9,0,8,1,12.5,0.26,0.03,0.0,0.0,26.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,AUT,DF,22,1998,30.9,50,34,31,17,2,30,62,48.4,32,38,17,21,55,105,118,1,defense,AUT,DF,22,1998,30.9,6,0,0,31,30,0,27,55,34,0,0,0,166,29,25,53.7,misc
GER-Bundesliga,2020,Köln,Marco Höger,GER,"DF,MF",30,1989,3,1,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,"DF,MF",30,1989,0.6,21,33,63.6,348,147,10,12,83.3,9,18,50.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,4,passing,GER,"DF,MF",30,1989,0.6,43,0,17,16,10,0,43,2,2,100.0,0,0.0,19,122,81,1,1,0,1,0,19,3,possession,GER,"DF,MF",30,1989,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"DF,MF",30,1989,0.6,1,0,0,1,0,1,2,50.0,1,2,0,2,2,3,1,0,defense,GER,"DF,MF",30,1989,0.6,0,0,0,0,1,0,2,2,0,0,0,0,1,4,5,44.4,misc
GER-Bundesliga,2020,Hoffenheim,Marco John,GER,DF,18,2002,14,12,997,11.1,0,0,0,0,0,0,1,0,0.1,0.1,2.0,2.1,21,47,63,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,standard,GER,DF,18,2002,11.1,414,537,77.1,5987,2356,244,280,87.1,133,167,79.6,24,41,58.5,0,2.0,1.6,-2.0,10,21,19,8,47,passing,GER,DF,18,2002,11.1,683,40,167,290,231,17,683,36,15,41.7,21,58.3,339,1491,724,21,11,7,18,9,378,63,possession,GER,DF,18,2002,11.1,0,5,0,0.0,0.45,0.0,0.0,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,GER,DF,18,2002,11.1,21,15,9,5,7,10,22,45.5,12,18,1,17,16,37,21,0,defense,GER,DF,18,2002,11.1,1,0,0,5,14,1,27,16,15,0,1,0,57,8,23,25.8,misc
GER-Bundesliga,2020,Dortmund,Marco Reus,GER,"MF,FW",31,1989,32,27,2279,25.3,8,6,14,8,0,2,1,0,10.2,7.5,7.0,14.5,61,107,208,0.32,0.24,0.55,0.32,0.55,0.4,0.28,0.68,0.3,0.57,standard,GER,"MF,FW",31,1989,25.3,890,1131,78.7,13010,3208,490,564,86.9,274,335,81.8,63,94,67.0,6,7.0,6.4,-1.0,49,70,34,3,107,passing,GER,"MF,FW",31,1989,25.3,1389,20,117,575,709,147,1387,65,42,64.6,23,35.4,812,4637,1947,61,39,23,47,24,1042,208,possession,GER,"MF,FW",31,1989,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.7,6,0,2,10.2,7.5,0.14,-2.2,0.5,shooting,GER,"MF,FW",31,1989,25.3,33,16,9,16,8,9,33,27.3,24,22,2,20,14,47,13,0,defense,GER,"MF,FW",31,1989,25.3,1,0,0,27,34,10,58,14,16,3,0,0,83,12,20,37.5,misc
GER-Bundesliga,2020,Augsburg,Marco Richter,GER,"FW,MF",22,1997,29,16,1416,15.7,3,1,4,3,0,0,4,1,5.1,5.1,1.7,6.8,32,38,107,0.19,0.06,0.25,0.19,0.25,0.32,0.11,0.43,0.32,0.43,standard,GER,"FW,MF",22,1997,15.7,279,480,58.1,4911,1491,134,176,76.1,98,143,68.5,34,93,36.6,1,1.7,1.5,-0.7,15,31,10,4,38,passing,GER,"FW,MF",22,1997,15.7,724,13,82,345,309,55,724,60,34,56.7,26,43.3,428,2541,1068,32,22,12,60,31,469,107,possession,GER,"FW,MF",22,1997,15.7,3,55,19,34.5,3.5,1.21,0.05,0.16,20.2,0,0,0,5.1,5.1,0.09,-2.1,-2.1,shooting,GER,"FW,MF",22,1997,15.7,17,9,3,12,2,7,23,30.4,16,10,0,10,6,23,9,0,defense,GER,"FW,MF",22,1997,15.7,4,1,1,20,36,6,64,6,9,0,0,0,103,14,38,26.9,misc
GER-Bundesliga,2020,Union Berlin,Marcus Ingvartsen,DEN,"MF,FW",24,1996,30,24,1963,21.8,3,5,8,3,0,1,4,0,4.0,3.2,2.1,5.3,29,53,107,0.14,0.23,0.37,0.14,0.37,0.18,0.09,0.28,0.15,0.24,standard,DEN,"MF,FW",24,1996,21.8,462,666,69.4,6923,2033,256,321,79.8,148,199,74.4,31,68,45.6,5,2.1,2.6,2.9,22,44,11,3,53,passing,DEN,"MF,FW",24,1996,21.8,915,20,154,468,306,40,914,40,16,40.0,24,60.0,487,2239,915,29,20,3,71,35,616,107,possession,DEN,"MF,FW",24,1996,21.8,3,37,13,35.1,1.7,0.6,0.08,0.23,19.6,3,0,1,4.0,3.2,0.09,-1.0,-0.2,shooting,DEN,"MF,FW",24,1996,21.8,17,11,5,6,6,8,26,30.8,18,22,0,22,18,35,10,0,defense,DEN,"MF,FW",24,1996,21.8,4,0,0,44,29,5,50,18,11,1,1,0,126,39,46,45.9,misc
GER-Bundesliga,2020,Gladbach,Marcus Thuram,FRA,"FW,MF",22,1997,29,20,1731,19.2,8,3,11,8,0,0,3,1,8.1,8.1,2.4,10.5,77,44,162,0.42,0.16,0.57,0.42,0.57,0.42,0.13,0.55,0.42,0.55,standard,FRA,"FW,MF",22,1997,19.2,398,577,69.0,5008,1175,269,341,78.9,86,125,68.8,12,27,44.4,3,2.4,2.0,0.6,16,26,7,1,44,passing,FRA,"FW,MF",22,1997,19.2,870,23,107,418,358,109,870,76,45,59.2,31,40.8,489,3654,1871,77,48,39,65,35,646,162,possession,FRA,"FW,MF",22,1997,19.2,8,58,21,36.2,3.02,1.09,0.14,0.38,13.7,0,0,0,8.1,8.1,0.14,-0.1,-0.1,shooting,FRA,"FW,MF",22,1997,19.2,24,14,9,10,5,10,23,43.5,13,27,4,23,15,39,13,1,defense,FRA,"FW,MF",22,1997,19.2,3,1,0,38,38,18,23,15,14,5,0,0,76,66,48,57.9,misc
GER-Bundesliga,2020,Augsburg,Marek Suchý,CZE,DF,32,1988,5,3,305,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CZE,DF,32,1988,3.4,128,145,88.3,2305,1005,42,48,87.5,77,78,98.7,7,16,43.8,0,0.0,0.0,0.0,0,1,1,1,7,passing,CZE,DF,32,1988,3.4,165,22,107,56,3,0,165,0,0,,0,,75,346,181,0,0,0,0,0,109,0,possession,CZE,DF,32,1988,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CZE,DF,32,1988,3.4,4,2,1,3,0,1,2,50.0,1,3,3,0,4,8,9,0,defense,CZE,DF,32,1988,3.4,2,0,0,5,3,0,1,4,2,0,0,0,13,6,2,75.0,misc
GER-Bundesliga,2020,Wolfsburg,Marin Pongračić,CRO,DF,22,1997,10,7,575,6.4,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,2,20,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,CRO,DF,22,1997,6.4,273,321,85.0,6078,2154,53,58,91.4,174,196,88.8,44,61,72.1,0,0.0,0.2,0.0,0,16,0,0,20,passing,CRO,DF,22,1997,6.4,395,53,217,175,4,2,395,0,0,,0,,231,1333,669,2,1,0,4,0,230,0,possession,CRO,DF,22,1997,6.4,0,1,0,0.0,0.16,0.0,0.0,,11.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,CRO,DF,22,1997,6.4,13,9,9,3,1,6,8,75.0,2,12,5,7,11,24,27,0,defense,CRO,DF,22,1997,6.4,2,1,1,12,2,0,0,11,9,0,0,0,49,13,9,59.1,misc
GER-Bundesliga,2020,Union Berlin,Marius Bülter,GER,"FW,MF",27,1993,26,8,977,10.9,1,0,1,1,0,0,1,0,1.5,1.5,0.9,2.4,24,17,71,0.09,0.0,0.09,0.09,0.09,0.14,0.08,0.22,0.14,0.22,standard,GER,"FW,MF",27,1993,10.9,189,317,59.6,3042,766,88,129,68.2,67,96,69.8,19,37,51.4,0,0.9,0.8,-0.9,12,10,11,9,17,passing,GER,"FW,MF",27,1993,10.9,454,12,84,192,184,18,454,27,10,37.0,17,63.0,241,1552,686,24,15,5,28,11,277,71,possession,GER,"FW,MF",27,1993,10.9,1,17,6,35.3,1.57,0.55,0.06,0.17,19.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,shooting,GER,"FW,MF",27,1993,10.9,15,8,6,6,3,5,17,29.4,12,17,2,15,12,27,11,0,defense,GER,"FW,MF",27,1993,10.9,1,0,0,12,15,3,43,12,8,0,0,0,69,12,22,35.3,misc
GER-Bundesliga,2020,Köln,Marius Wolf,GER,"MF,DF",25,1995,31,29,2551,28.3,2,2,4,2,0,0,3,0,3.2,3.2,2.4,5.5,72,120,132,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.2,0.11,0.2,standard,GER,"MF,DF",25,1995,28.3,855,1269,67.4,14369,6075,434,532,81.6,313,419,74.7,82,188,43.6,2,2.4,2.8,-0.4,23,105,22,8,120,passing,GER,"MF,DF",25,1995,28.3,1611,74,391,796,447,72,1611,71,37,52.1,34,47.9,886,5390,2793,72,50,18,54,45,1012,132,possession,GER,"MF,DF",25,1995,28.3,2,41,11,26.8,1.45,0.39,0.05,0.18,16.5,0,0,0,3.2,3.2,0.08,-1.2,-1.2,shooting,GER,"MF,DF",25,1995,28.3,35,19,19,13,3,13,38,34.2,25,29,3,26,28,63,47,1,defense,GER,"MF,DF",25,1995,28.3,3,0,0,27,55,6,64,28,19,1,2,0,173,22,37,37.3,misc
GER-Bundesliga,2020,Freiburg,Mark Flekken,NED,GK,27,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,GK,27,1993,3.0,92,123,74.8,3190,2559,10,10,100.0,41,41,100.0,41,72,56.9,0,0.0,0.0,0.0,0,3,0,0,0,passing,NED,GK,27,1993,3.0,135,122,135,0,0,0,135,0,0,,0,,81,360,196,0,0,0,0,0,65,0,possession,NED,GK,27,1993,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,NED,GK,27,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,NED,GK,27,1993,3.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,misc
GER-Bundesliga,2020,Schalke 04,Mark Uth,GER,"FW,MF",28,1991,20,18,1494,16.6,3,1,4,3,0,0,5,0,3.2,3.2,1.9,5.1,34,53,69,0.18,0.06,0.24,0.18,0.24,0.19,0.12,0.31,0.19,0.31,standard,GER,"FW,MF",28,1991,16.6,409,562,72.8,7311,1840,190,227,83.7,138,171,80.7,58,115,50.4,1,1.9,1.7,-0.9,23,32,7,1,53,passing,GER,"FW,MF",28,1991,16.6,763,13,107,390,272,40,763,40,18,45.0,22,55.0,424,2460,990,34,20,6,50,21,512,69,possession,GER,"FW,MF",28,1991,16.6,3,35,10,28.6,2.11,0.6,0.09,0.3,20.3,4,0,0,3.2,3.2,0.09,-0.2,-0.2,shooting,GER,"FW,MF",28,1991,16.6,25,13,13,10,2,5,23,21.7,18,21,0,21,5,30,10,0,defense,GER,"FW,MF",28,1991,16.6,5,0,0,28,28,10,72,5,13,0,0,0,67,7,12,36.8,misc
GER-Bundesliga,2020,Hertha BSC,Marten Winkler,GER,FW,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,FW,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,FW,17,2002,0.0,2,0,0,0,2,0,2,1,0,0.0,1,100.0,1,4,0,0,0,0,0,0,1,1,possession,GER,FW,17,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,FW,17,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,FW,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc
GER-Bundesliga,2020,Eint Frankfurt,Martin Hinteregger,AUT,DF,27,1992,29,29,2527,28.1,2,1,3,2,0,0,4,0,2.4,2.4,1.2,3.5,23,152,18,0.07,0.04,0.11,0.07,0.11,0.08,0.04,0.13,0.08,0.13,standard,AUT,DF,27,1992,28.1,1574,1934,81.4,30808,12292,527,596,88.4,867,982,88.3,166,308,53.9,1,1.2,0.8,-0.2,10,114,10,0,152,passing,AUT,DF,27,1992,28.1,2252,224,994,1162,114,33,2252,15,5,33.3,10,66.7,1224,6384,3057,23,18,0,23,8,1371,18,possession,AUT,DF,27,1992,28.1,2,23,7,30.4,0.82,0.25,0.09,0.29,13.2,0,0,0,2.4,2.4,0.1,-0.4,-0.4,shooting,AUT,DF,27,1992,28.1,77,49,53,22,2,37,63,58.7,26,31,12,19,44,121,92,0,defense,AUT,DF,27,1992,28.1,4,0,0,33,35,0,5,44,49,2,1,1,192,106,47,69.3,misc
GER-Bundesliga,2020,Union Berlin,Marvin Friedrich,GER,DF,24,1995,34,34,3060,34.0,5,2,7,5,0,0,1,0,1.6,1.6,2.5,4.1,30,123,13,0.15,0.06,0.21,0.15,0.21,0.05,0.07,0.12,0.05,0.12,standard,GER,DF,24,1995,34.0,1443,1827,79.0,29849,11963,449,511,87.9,762,852,89.4,225,404,55.7,2,2.5,1.4,-0.5,16,116,8,3,123,passing,GER,DF,24,1995,34.0,2170,204,1053,984,148,45,2170,15,12,80.0,3,20.0,1272,6637,3890,30,17,1,25,6,1417,13,possession,GER,DF,24,1995,34.0,5,25,6,24.0,0.74,0.18,0.2,0.83,12.9,0,0,0,1.6,1.6,0.06,3.4,3.4,shooting,GER,DF,24,1995,34.0,47,29,35,11,1,18,32,56.3,14,38,18,20,52,99,109,0,defense,GER,DF,24,1995,34.0,1,0,0,25,22,2,13,52,29,0,1,0,204,88,63,58.3,misc
GER-Bundesliga,2020,Hertha BSC,Marvin Plattenhardt,GER,DF,28,1992,16,12,1071,11.9,0,2,2,0,0,0,1,0,0.1,0.1,1.2,1.3,28,56,46,0.0,0.17,0.17,0.0,0.17,0.01,0.1,0.11,0.01,0.11,standard,GER,DF,28,1992,11.9,526,708,74.3,8950,3504,248,271,91.5,221,279,79.2,46,114,40.4,2,1.2,1.6,0.8,10,42,9,8,56,passing,GER,DF,28,1992,11.9,783,22,187,422,179,3,783,8,4,50.0,4,50.0,424,2320,1286,28,15,0,12,3,470,46,possession,GER,DF,28,1992,11.9,0,3,0,0.0,0.25,0.0,0.0,,29.8,2,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,GER,DF,28,1992,11.9,15,10,6,7,2,5,9,55.6,4,9,1,8,1,16,19,1,defense,GER,DF,28,1992,11.9,1,0,0,10,7,0,75,1,10,0,0,0,49,8,5,61.5,misc
