league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,Dortmund,Marwin Hitz,SUI,GK,32,1987,16,16,1395,15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUI,GK,32,1987,15.5,458,551,83.1,12366,8229,81,82,98.8,232,233,99.6,141,230,61.3,0,0.0,0.0,0.0,0,4,0,0,0,passing,SUI,GK,32,1987,15.5,576,498,576,0,0,0,576,0,0,,0,,304,1494,892,0,0,0,0,0,305,0,possession,SUI,GK,32,1987,15.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SUI,GK,32,1987,15.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,7,1,defense,SUI,GK,32,1987,15.5,1,0,0,0,2,0,0,0,1,0,0,0,23,0,0,,misc
GER-Bundesliga,2020,Arminia,Masaya Okugawa,JPN,MF,24,1996,13,11,914,10.2,1,0,1,1,0,0,0,0,1.1,1.1,0.6,1.7,9,17,39,0.1,0.0,0.1,0.1,0.1,0.11,0.06,0.17,0.11,0.17,standard,JPN,MF,24,1996,10.2,88,150,58.7,1158,417,51,75,68.0,29,47,61.7,2,15,13.3,0,0.6,0.6,-0.6,4,8,3,1,17,passing,JPN,MF,24,1996,10.2,254,10,50,108,100,17,254,12,8,66.7,4,33.3,103,504,234,9,10,2,22,5,108,39,possession,JPN,MF,24,1996,10.2,1,9,4,44.4,0.89,0.39,0.11,0.25,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1,shooting,JPN,MF,24,1996,10.2,17,8,5,11,1,6,14,42.9,8,17,2,15,8,25,5,0,defense,JPN,MF,24,1996,10.2,0,0,0,3,9,2,10,8,8,1,0,0,30,10,19,34.5,misc
GER-Bundesliga,2020,Stuttgart,Mateo Klimowicz,GER,"MF,FW",20,2000,25,12,1198,13.3,1,1,2,1,0,0,1,0,3.0,3.0,1.0,4.0,35,36,74,0.08,0.08,0.15,0.08,0.15,0.22,0.07,0.3,0.22,0.3,standard,GER,"MF,FW",20,2000,13.3,247,326,75.8,3608,853,143,168,85.1,67,88,76.1,19,28,67.9,1,1.0,1.2,0.0,16,27,11,1,36,passing,GER,"MF,FW",20,2000,13.3,457,1,44,196,221,43,457,38,22,57.9,16,42.1,317,1853,1013,35,24,15,28,30,357,74,possession,GER,"MF,FW",20,2000,13.3,1,34,10,29.4,2.55,0.75,0.03,0.1,18.8,0,0,0,3.0,3.0,0.09,-2.0,-2.0,shooting,GER,"MF,FW",20,2000,13.3,20,15,6,10,4,5,18,27.8,13,5,1,4,2,22,2,0,defense,GER,"MF,FW",20,2000,13.3,1,0,0,14,17,0,8,2,15,2,0,0,39,4,5,44.4,misc
GER-Bundesliga,2020,Dortmund,Mateu Morey,ESP,DF,20,2000,13,10,829,9.2,0,2,2,0,0,0,1,0,0.1,0.1,1.0,1.2,23,43,53,0.0,0.22,0.22,0.0,0.22,0.01,0.11,0.12,0.01,0.12,standard,ESP,DF,20,2000,9.2,616,741,83.1,10230,2557,302,324,93.2,235,284,82.7,62,93,66.7,2,1.0,1.0,1.0,7,41,14,5,43,passing,ESP,DF,20,2000,9.2,808,14,142,461,214,7,808,5,4,80.0,1,20.0,472,2191,1088,23,22,3,13,6,607,53,possession,ESP,DF,20,2000,9.2,0,2,0,0.0,0.22,0.0,0.0,,25.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,ESP,DF,20,2000,9.2,13,7,4,7,2,9,12,75.0,3,6,1,5,18,31,7,1,defense,ESP,DF,20,2000,9.2,1,0,0,12,8,1,33,18,7,0,0,0,52,4,7,36.4,misc
GER-Bundesliga,2020,Hertha BSC,Matheus Cunha,BRA,"FW,MF",21,1999,27,25,2149,23.9,7,4,11,5,2,3,9,0,8.4,6.1,4.5,10.6,91,85,137,0.29,0.17,0.46,0.21,0.38,0.35,0.19,0.54,0.25,0.44,standard,BRA,"FW,MF",21,1999,23.9,492,758,64.9,9271,3084,220,289,76.1,159,224,71.0,91,168,54.2,4,4.5,3.9,-0.5,49,65,23,2,85,passing,BRA,"FW,MF",21,1999,23.9,1144,11,107,513,558,85,1141,137,82,59.9,55,40.1,661,5134,2629,91,62,46,72,68,709,137,possession,BRA,"FW,MF",21,1999,23.9,7,67,31,46.3,2.81,1.3,0.07,0.16,23.6,8,2,3,8.4,6.1,0.09,-1.4,-1.1,shooting,BRA,"FW,MF",21,1999,23.9,36,16,10,19,7,13,49,26.5,36,29,2,27,31,67,9,0,defense,BRA,"FW,MF",21,1999,23.9,9,0,0,46,75,5,110,31,16,1,1,0,135,15,24,38.5,misc
GER-Bundesliga,2020,Hertha BSC,Mathew Leckie,AUS,"FW,DF",29,1991,17,5,506,5.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,10,15,35,0.0,0.18,0.18,0.0,0.18,0.02,0.09,0.11,0.02,0.11,standard,AUS,"FW,DF",29,1991,5.6,160,208,76.9,2558,629,85,105,81.0,55,67,82.1,14,18,77.8,1,0.5,0.3,0.5,6,9,6,3,15,passing,AUS,"FW,DF",29,1991,5.6,299,11,57,154,93,14,299,15,7,46.7,8,53.3,156,924,326,10,6,0,17,10,174,35,possession,AUS,"FW,DF",29,1991,5.6,0,2,1,50.0,0.36,0.18,0.0,0.0,12.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,AUS,"FW,DF",29,1991,5.6,12,3,5,5,2,4,11,36.4,7,8,0,8,13,25,9,0,defense,AUS,"FW,DF",29,1991,5.6,0,0,0,10,3,2,8,13,3,0,0,0,34,15,21,41.7,misc
GER-Bundesliga,2020,Schalke 04,Matija Nastasić,SRB,DF,27,1993,15,14,1221,13.6,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,1,20,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,SRB,DF,27,1993,13.6,578,674,85.8,12282,3983,142,158,89.9,349,373,93.6,83,136,61.0,0,0.1,0.1,-0.1,1,15,0,0,20,passing,SRB,DF,27,1993,13.6,804,126,442,351,11,9,804,0,0,,0,,446,1823,974,1,3,2,3,0,541,0,possession,SRB,DF,27,1993,13.6,0,7,2,28.6,0.52,0.15,0.0,0.0,12.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,SRB,DF,27,1993,13.6,11,7,9,2,0,9,16,56.3,7,22,18,4,26,37,51,1,defense,SRB,DF,27,1993,13.6,2,0,0,16,3,0,1,26,7,0,2,0,40,21,18,53.8,misc
GER-Bundesliga,2020,Dortmund,Mats Hummels,GER,DF,31,1988,33,32,2813,31.3,5,0,5,5,0,0,6,0,4.6,4.6,0.8,5.4,17,149,7,0.16,0.0,0.16,0.16,0.16,0.15,0.03,0.17,0.15,0.17,standard,GER,DF,31,1988,31.3,2320,2654,87.4,51168,17573,535,595,89.9,1384,1484,93.3,390,523,74.6,0,0.8,1.1,-0.8,12,140,10,0,149,passing,GER,DF,31,1988,31.3,2993,265,1286,1632,93,45,2993,10,7,70.0,3,30.0,1823,9383,5362,17,18,1,9,2,2093,7,possession,GER,DF,31,1988,31.3,5,30,16,53.3,0.96,0.51,0.17,0.31,10.6,0,0,0,4.6,4.6,0.16,0.4,0.4,shooting,GER,DF,31,1988,31.3,58,40,34,18,6,26,42,61.9,16,31,22,9,73,131,122,2,defense,GER,DF,31,1988,31.3,6,0,0,27,15,7,1,73,40,0,0,0,232,127,46,73.4,misc
GER-Bundesliga,2020,Schalke 04,Matthew Hoppe,USA,FW,19,2001,22,15,1305,14.5,6,1,7,6,0,0,3,0,3.8,3.8,0.8,4.6,17,14,69,0.41,0.07,0.48,0.41,0.48,0.26,0.06,0.32,0.26,0.32,standard,USA,FW,19,2001,14.5,174,256,68.0,2168,365,106,138,76.8,40,62,64.5,7,13,53.8,1,0.8,0.7,0.2,8,11,5,0,14,passing,USA,FW,19,2001,14.5,378,21,52,191,140,43,378,25,13,52.0,12,48.0,190,1043,388,17,4,10,40,10,258,69,possession,USA,FW,19,2001,14.5,6,20,8,40.0,1.38,0.55,0.3,0.75,12.7,0,0,0,3.8,3.8,0.19,2.2,2.2,shooting,USA,FW,19,2001,14.5,6,6,1,3,2,2,12,16.7,10,8,2,6,4,10,15,0,defense,USA,FW,19,2001,14.5,3,0,0,21,16,8,4,4,6,0,0,0,25,22,67,24.7,misc
GER-Bundesliga,2020,Gladbach,Matthias Ginter,GER,DF,26,1994,34,34,3060,34.0,2,1,3,2,0,0,2,0,1.4,1.4,1.8,3.2,47,178,21,0.06,0.03,0.09,0.06,0.09,0.04,0.05,0.09,0.04,0.09,standard,GER,DF,26,1994,34.0,2018,2402,84.0,37414,14424,760,840,90.5,1066,1193,89.4,167,309,54.0,1,1.8,2.1,-0.8,10,164,14,2,178,passing,GER,DF,26,1994,34.0,2702,249,1275,1291,152,40,2702,11,10,90.9,1,9.1,1730,8855,5412,47,31,3,5,4,1909,21,possession,GER,DF,26,1994,34.0,2,23,8,34.8,0.68,0.24,0.09,0.25,12.6,0,0,0,1.4,1.4,0.06,0.6,0.6,shooting,GER,DF,26,1994,34.0,26,16,15,10,1,14,24,58.3,10,43,32,11,51,77,121,0,defense,GER,DF,26,1994,34.0,2,0,0,9,35,1,26,51,16,0,0,0,185,90,51,63.8,misc
GER-Bundesliga,2020,Hertha BSC,Mattéo Guendouzi,FRA,MF,21,1999,24,19,1818,20.2,2,1,3,2,0,0,5,0,1.0,1.0,1.6,2.6,40,125,61,0.1,0.05,0.15,0.1,0.15,0.05,0.08,0.13,0.05,0.13,standard,FRA,MF,21,1999,20.2,859,1004,85.6,15970,4495,334,368,90.8,402,437,92.0,107,143,74.8,1,1.6,1.3,-0.6,17,85,19,0,125,passing,FRA,MF,21,1999,20.2,1185,36,208,752,239,28,1185,39,23,59.0,16,41.0,782,4879,2363,40,22,8,29,27,861,61,possession,FRA,MF,21,1999,20.2,2,17,9,52.9,0.84,0.45,0.12,0.22,19.2,0,0,0,1.0,1.0,0.06,1.0,1.0,shooting,FRA,MF,21,1999,20.2,24,13,10,12,2,9,25,36.0,16,15,4,11,21,45,24,1,defense,FRA,MF,21,1999,20.2,5,0,0,23,47,0,10,21,13,2,0,0,121,14,15,48.3,misc
GER-Bundesliga,2020,Union Berlin,Max Kruse,GER,"FW,MF",32,1988,22,19,1629,18.1,11,5,16,6,5,6,0,0,6.8,2.0,4.2,6.2,38,74,116,0.61,0.28,0.88,0.33,0.61,0.38,0.23,0.61,0.11,0.34,standard,GER,"FW,MF",32,1988,18.1,567,765,74.1,10561,2142,242,291,83.2,224,281,79.7,80,129,62.0,5,4.2,3.3,0.8,38,44,19,5,74,passing,GER,"FW,MF",32,1988,18.1,890,3,53,492,354,41,884,18,11,61.1,7,38.9,478,2582,1214,38,38,6,35,11,652,116,possession,GER,"FW,MF",32,1988,18.1,11,24,13,54.2,1.33,0.72,0.25,0.46,20.8,1,5,6,6.8,2.0,0.08,4.2,4.0,shooting,GER,"FW,MF",32,1988,18.1,7,3,1,5,1,2,9,22.2,7,11,0,11,3,10,3,0,defense,GER,"FW,MF",32,1988,18.1,0,0,0,5,12,7,66,3,3,0,0,0,84,10,28,26.3,misc
GER-Bundesliga,2020,Köln,Max Meyer,GER,MF,24,1995,10,3,351,3.9,0,0,0,0,0,0,0,0,0.8,0.8,0.5,1.3,6,34,9,0.0,0.0,0.0,0.0,0.0,0.21,0.12,0.33,0.21,0.33,standard,GER,MF,24,1995,3.9,216,254,85.0,3365,767,119,134,88.8,79,92,85.9,14,23,60.9,0,0.5,0.3,-0.5,3,19,8,0,34,passing,GER,MF,24,1995,3.9,290,3,41,160,93,11,290,2,2,100.0,0,0.0,185,731,330,6,9,2,10,4,213,9,possession,GER,MF,24,1995,3.9,0,10,5,50.0,2.56,1.28,0.0,0.0,16.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,GER,MF,24,1995,3.9,7,4,3,3,1,4,8,50.0,4,4,1,3,3,10,1,0,defense,GER,MF,24,1995,3.9,0,0,0,2,4,0,7,3,4,0,0,0,34,0,3,0.0,misc
GER-Bundesliga,2020,Wolfsburg,Maxence Lacroix,FRA,DF,20,2000,30,29,2590,28.8,1,1,2,1,0,0,5,0,1.4,1.4,0.3,1.7,21,126,6,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.06,0.05,0.06,standard,FRA,DF,20,2000,28.8,1473,1777,82.9,32179,11861,305,364,83.8,944,1023,92.3,217,350,62.0,1,0.3,0.6,0.7,4,98,5,0,126,passing,FRA,DF,20,2000,28.8,2163,213,1130,1007,48,27,2163,16,13,81.3,3,18.8,1300,6895,3571,21,11,4,19,8,1349,6,possession,FRA,DF,20,2000,28.8,1,16,2,12.5,0.56,0.07,0.06,0.5,9.8,0,0,0,1.4,1.4,0.09,-0.4,-0.4,shooting,FRA,DF,20,2000,28.8,49,29,37,12,0,24,45,53.3,21,51,21,30,65,114,140,1,defense,FRA,DF,20,2000,28.8,5,0,0,25,27,0,6,65,29,0,0,0,206,61,60,50.4,misc
GER-Bundesliga,2020,Wolfsburg,Maximilian Arnold,GER,MF,26,1994,30,30,2585,28.7,3,6,9,3,0,0,7,1,2.4,2.4,4.2,6.6,30,180,33,0.1,0.21,0.31,0.1,0.31,0.08,0.15,0.23,0.08,0.23,standard,GER,MF,26,1994,28.7,1323,1664,79.5,27177,8485,456,519,87.9,586,677,86.6,248,391,63.4,6,4.2,5.2,1.8,49,139,25,3,180,passing,GER,MF,26,1994,28.7,1964,85,368,1188,432,11,1964,19,17,89.5,2,10.5,939,4472,2243,30,37,2,29,22,1097,33,possession,GER,MF,26,1994,28.7,3,55,15,27.3,1.91,0.52,0.05,0.2,29.4,12,0,0,2.4,2.4,0.04,0.6,0.6,shooting,GER,MF,26,1994,28.7,47,32,20,26,1,18,49,36.7,31,24,3,21,49,96,57,0,defense,GER,MF,26,1994,28.7,7,1,0,39,62,0,139,49,32,0,1,0,240,39,27,59.1,misc
GER-Bundesliga,2020,Hoffenheim,Maximilian Beier,GER,"FW,DF",17,2002,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,"FW,DF",17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,"FW,DF",17,2002,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,1,0,possession,GER,"FW,DF",17,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"FW,DF",17,2002,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,GER,"FW,DF",17,2002,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2020,Werder Bremen,Maximilian Eggestein,GER,MF,23,1996,33,33,2942,32.7,2,5,7,2,0,0,5,0,1.0,1.0,3.3,4.3,45,192,68,0.06,0.15,0.21,0.06,0.21,0.03,0.1,0.13,0.03,0.13,standard,GER,MF,23,1996,32.7,1034,1367,75.6,17062,5993,521,644,80.9,402,492,81.7,87,130,66.9,5,3.3,2.6,1.7,30,142,24,2,192,passing,GER,MF,23,1996,32.7,1677,67,382,984,328,23,1677,20,12,60.0,8,40.0,848,3708,1899,45,43,2,41,22,1020,68,possession,GER,MF,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.4,24.6,0,0,0,1.0,1.0,0.05,1.0,1.0,shooting,GER,MF,23,1996,32.7,57,42,22,29,6,21,46,45.7,25,30,5,25,43,100,36,0,defense,GER,MF,23,1996,32.7,5,0,0,31,39,1,17,43,42,0,0,0,169,36,45,44.4,misc
GER-Bundesliga,2020,Hertha BSC,Maximilian Mittelstädt,GER,"DF,FW",23,1997,27,22,1797,20.0,0,2,2,0,0,0,3,0,0.5,0.5,2.0,2.5,49,89,74,0.0,0.1,0.1,0.0,0.1,0.03,0.1,0.13,0.03,0.13,standard,GER,"DF,FW",23,1997,20.0,840,1146,73.3,15236,5407,379,444,85.4,338,430,78.6,110,209,52.6,2,2.0,3.2,0.0,23,67,30,17,89,passing,GER,"DF,FW",23,1997,20.0,1427,71,467,683,292,19,1427,35,19,54.3,16,45.7,687,3947,2051,49,38,7,24,12,745,74,possession,GER,"DF,FW",23,1997,20.0,0,16,5,31.3,0.8,0.25,0.0,0.0,25.7,0,0,0,0.5,0.5,0.03,-0.5,-0.5,shooting,GER,"DF,FW",23,1997,20.0,66,39,42,21,3,35,72,48.6,37,34,5,29,55,121,61,1,defense,GER,"DF,FW",23,1997,20.0,3,0,0,24,19,0,79,55,39,0,2,0,147,27,16,62.8,misc
GER-Bundesliga,2020,Wolfsburg,Maximilian Philipp,GER,MF,26,1994,24,13,1111,12.3,6,2,8,6,0,0,3,0,3.5,3.5,1.1,4.5,8,28,71,0.49,0.16,0.65,0.49,0.65,0.28,0.09,0.37,0.28,0.37,standard,GER,MF,26,1994,12.3,278,380,73.2,3793,822,168,211,79.6,82,101,81.2,12,26,46.2,2,1.1,1.1,0.9,13,17,10,1,28,passing,GER,MF,26,1994,12.3,504,3,55,227,224,45,504,13,11,84.6,2,15.4,272,924,284,8,7,5,33,7,362,71,possession,GER,MF,26,1994,12.3,6,30,16,53.3,2.43,1.3,0.2,0.38,16.5,0,0,0,3.5,3.5,0.12,2.5,2.5,shooting,GER,MF,26,1994,12.3,15,6,3,6,6,5,21,23.8,16,17,0,17,6,21,3,0,defense,GER,MF,26,1994,12.3,3,0,0,16,12,5,17,6,6,0,0,0,37,10,15,40.0,misc
GER-Bundesliga,2020,Schalke 04,Mehmet Aydin,GER,DF,18,2002,6,6,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6,7,10,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,standard,GER,DF,18,2002,5.6,136,204,66.7,2017,775,79,98,80.6,50,74,67.6,6,20,30.0,0,0.5,0.5,-0.5,1,7,2,0,7,passing,GER,DF,18,2002,5.6,278,16,112,125,42,4,278,6,2,33.3,4,66.7,105,455,217,6,2,0,12,4,122,10,possession,GER,DF,18,2002,5.6,0,1,0,0.0,0.18,0.0,0.0,,28.1,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,GER,DF,18,2002,5.6,15,7,9,6,0,4,10,40.0,6,6,1,5,6,21,16,0,defense,GER,DF,18,2002,5.6,0,0,0,9,6,1,10,6,7,0,0,0,22,13,13,50.0,misc
GER-Bundesliga,2020,Hoffenheim,Melayro Bogarde,NED,"DF,MF",18,2002,9,2,277,3.1,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,18,9,0.0,0.32,0.32,0.0,0.32,0.05,0.08,0.13,0.05,0.13,standard,NED,"DF,MF",18,2002,3.1,143,170,84.1,2511,773,60,68,88.2,66,73,90.4,13,18,72.2,1,0.2,0.2,0.8,5,16,2,1,18,passing,NED,"DF,MF",18,2002,3.1,202,1,50,112,41,3,202,9,7,77.8,2,22.2,132,644,307,5,1,0,7,5,133,9,possession,NED,"DF,MF",18,2002,3.1,0,4,2,50.0,1.3,0.65,0.0,0.0,22.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,NED,"DF,MF",18,2002,3.1,7,3,3,3,1,5,9,55.6,4,0,0,0,5,12,1,0,defense,NED,"DF,MF",18,2002,3.1,1,0,0,5,10,0,2,5,3,0,1,0,28,4,3,57.1,misc
GER-Bundesliga,2020,Mainz 05,Merveille Papela,GER,DF,19,2001,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,19,2001,0.0,1,1,100.0,13,14,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,DF,19,2001,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,GER,DF,19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,19,2001,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,GER,DF,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
GER-Bundesliga,2020,Augsburg,Michael Gregoritsch,AUT,"FW,MF",26,1994,24,9,835,9.3,1,2,3,1,0,0,1,0,1.5,1.5,1.5,3.0,12,26,48,0.11,0.22,0.32,0.11,0.32,0.16,0.16,0.32,0.16,0.32,standard,AUT,"FW,MF",26,1994,9.3,166,267,62.2,2563,685,93,126,73.8,53,76,69.7,13,37,35.1,2,1.5,1.2,0.5,5,20,8,3,26,passing,AUT,"FW,MF",26,1994,9.3,373,19,66,203,109,18,373,19,10,52.6,9,47.4,187,903,372,12,10,0,21,14,268,48,possession,AUT,"FW,MF",26,1994,9.3,1,12,3,25.0,1.29,0.32,0.08,0.33,19.8,0,0,0,1.5,1.5,0.12,-0.5,-0.5,shooting,AUT,"FW,MF",26,1994,9.3,13,10,6,7,0,3,10,30.0,7,2,0,2,3,16,17,0,defense,AUT,"FW,MF",26,1994,9.3,1,0,0,12,15,4,15,3,10,0,0,0,37,26,38,40.6,misc
GER-Bundesliga,2020,Schalke 04,Michael Langer,AUT,GK,35,1985,3,2,239,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,AUT,GK,35,1985,2.7,53,77,68.8,1487,1089,9,9,100.0,27,27,100.0,17,41,41.5,0,0.0,0.0,0.0,0,1,0,0,0,passing,AUT,GK,35,1985,2.7,91,78,91,0,0,0,91,0,0,,0,,39,135,71,0,0,0,0,0,34,0,possession,AUT,GK,35,1985,2.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,AUT,GK,35,1985,2.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense,AUT,GK,35,1985,2.7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,misc
GER-Bundesliga,2020,Arminia,Michel Vlap,NED,"MF,FW",23,1997,7,5,371,4.1,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,3,8,20,0.24,0.24,0.49,0.24,0.49,0.13,0.15,0.28,0.13,0.28,standard,NED,"MF,FW",23,1997,4.1,81,116,69.8,1288,402,42,53,79.2,24,33,72.7,8,14,57.1,1,0.6,0.5,0.4,7,6,3,1,8,passing,NED,"MF,FW",23,1997,4.1,157,2,21,80,58,8,157,1,1,100.0,0,0.0,82,436,158,3,3,1,13,6,84,20,possession,NED,"MF,FW",23,1997,4.1,1,3,2,66.7,0.73,0.49,0.33,0.5,29.6,0,0,0,0.5,0.5,0.18,0.5,0.5,shooting,NED,"MF,FW",23,1997,4.1,1,1,0,1,0,0,8,0.0,8,4,0,4,5,6,3,0,defense,NED,"MF,FW",23,1997,4.1,0,0,0,3,6,0,15,5,1,0,0,0,22,5,12,29.4,misc
GER-Bundesliga,2020,Bayern Munich,Mickaël Cuisance,FRA,FW,20,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,20,1999,0.2,9,10,90.0,130,4,4,4,100.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,20,1999,0.2,12,0,0,8,4,0,12,0,0,,0,,4,24,22,1,0,0,0,2,9,1,possession,FRA,FW,20,1999,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,20,1999,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,FRA,FW,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,misc
GER-Bundesliga,2020,Hoffenheim,Mijat Gaćinović,SRB,"DF,MF",25,1995,23,7,822,9.1,0,2,2,0,0,0,5,0,2.0,2.0,2.0,4.0,16,29,46,0.0,0.22,0.22,0.0,0.22,0.22,0.22,0.44,0.22,0.44,standard,SRB,"DF,MF",25,1995,9.1,328,444,73.9,4606,1678,205,232,88.4,99,131,75.6,12,32,37.5,2,2.0,1.7,0.0,11,23,8,2,29,passing,SRB,"DF,MF",25,1995,9.1,565,18,123,235,211,23,565,13,5,38.5,8,61.5,267,1198,664,16,17,1,13,5,300,46,possession,SRB,"DF,MF",25,1995,9.1,0,13,2,15.4,1.42,0.22,0.0,0.0,16.4,0,0,0,2.0,2.0,0.15,-2.0,-2.0,shooting,SRB,"DF,MF",25,1995,9.1,18,10,6,11,1,9,24,37.5,15,13,0,13,18,36,15,0,defense,SRB,"DF,MF",25,1995,9.1,5,0,0,13,7,0,27,18,10,0,0,0,61,5,11,31.3,misc
