league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2021,Udinese,Simone Scuffet,ITA,GK,24,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,24,1996,1.0,29,27,29,0,0,0,29,0,0,,0,,15,85,50,0,0,0,0,0,9,0,possession,ITA,GK,24,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,24,1996,1.0,19,28,67.9,707,592,2,2,100.0,6,6,100.0,11,20,55.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,24,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,misc,ITA,GK,24,1996,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Torino,Simone Verdi,ITA,"MF,FW",28,1992,33,17,1620,18.0,1,5,6,1,0,0,6,0,3.5,3.5,5.7,9.2,52,68,87,0.06,0.28,0.33,0.06,0.33,0.2,0.32,0.51,0.2,0.51,standard,ITA,"MF,FW",28,1992,18.0,899,7,99,400,417,32,899,63,39,61.9,24,38.1,490,3234,1572,52,41,9,33,25,570,87,possession,ITA,"MF,FW",28,1992,18.0,19,12,10,6,3,6,19,31.6,13,8,0,8,8,27,2,2,defense,ITA,"MF,FW",28,1992,18.0,491,735,66.8,9374,3128,227,262,86.6,146,217,67.3,102,205,49.8,5,5.7,4.7,-0.7,53,54,23,9,68,passing,ITA,"MF,FW",28,1992,18.0,6,0,0,24,24,3,154,8,12,0,0,0,78,4,14,22.2,misc,ITA,"MF,FW",28,1992,18.0,1,40,13,32.5,2.22,0.72,0.03,0.08,22.7,13,0,0,3.5,3.5,0.09,-2.5,-2.5,shooting
ITA-Serie A,2021,Torino,Simone Zaza,ITA,FW,29,1991,29,15,1491,16.6,6,0,6,6,0,0,4,0,7.5,7.5,1.7,9.2,8,12,69,0.36,0.0,0.36,0.36,0.36,0.46,0.1,0.56,0.46,0.56,standard,ITA,FW,29,1991,16.6,530,6,36,225,274,85,530,18,7,38.9,11,61.1,278,1118,338,8,8,5,55,21,402,69,possession,ITA,FW,29,1991,16.6,15,9,4,6,5,6,20,30.0,14,14,0,14,3,18,5,1,defense,ITA,FW,29,1991,16.6,231,325,71.1,3317,379,120,153,78.4,75,98,76.5,14,22,63.6,0,1.7,1.0,-1.7,13,12,5,1,12,passing,ITA,FW,29,1991,16.6,4,0,0,36,31,14,5,3,9,0,0,0,32,44,63,41.1,misc,ITA,FW,29,1991,16.6,6,57,16,28.1,3.44,0.97,0.11,0.38,14.4,2,0,0,7.5,7.5,0.13,-1.5,-1.5,shooting
ITA-Serie A,2021,Benevento,Siriki Sanogo,CIV,MF,18,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,MF,18,2001,0.1,8,0,1,6,1,0,8,0,0,,0,,3,13,0,0,0,0,0,0,5,0,possession,CIV,MF,18,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,CIV,MF,18,2001,0.1,8,8,100.0,105,4,4,4,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,CIV,MF,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,CIV,MF,18,2001,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38,151,46,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,MAR,MF,23,1996,27.1,1603,33,270,1091,266,12,1603,71,47,66.2,24,33.8,1051,6212,2510,38,33,3,33,48,1143,46,possession,MAR,MF,23,1996,27.1,39,22,11,24,4,18,48,37.5,30,30,5,25,23,62,12,0,defense,MAR,MF,23,1996,27.1,1210,1378,87.8,23407,5627,469,531,88.3,540,582,92.8,179,204,87.7,0,0.6,0.9,-0.6,13,143,11,4,151,passing,MAR,MF,23,1996,27.1,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,40.9,misc,MAR,MF,23,1996,27.1,0,10,3,30.0,0.37,0.11,0.0,0.0,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
ITA-Serie A,2021,Milan,Soualiho Meïté,FRA,MF,26,1994,16,4,588,6.5,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,12,28,11,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,standard,FRA,MF,26,1994,6.5,381,22,91,219,78,7,381,12,9,75.0,3,25.0,181,941,520,12,8,1,6,11,223,11,possession,FRA,MF,26,1994,6.5,18,10,10,6,2,8,17,47.1,9,9,2,7,8,26,16,0,defense,FRA,MF,26,1994,6.5,243,289,84.1,3973,940,116,138,84.1,93,104,89.4,21,25,84.0,0,0.5,0.4,-0.5,5,31,4,0,28,passing,FRA,MF,26,1994,6.5,2,0,0,13,14,2,1,8,10,0,0,0,62,12,8,60.0,misc,FRA,MF,26,1994,6.5,0,7,3,42.9,1.07,0.46,0.0,0.0,24.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting
ITA-Serie A,2021,Torino,Soualiho Meïté,FRA,MF,26,1994,14,11,920,10.2,1,1,2,1,0,0,0,0,0.7,0.7,0.3,1.0,11,35,22,0.1,0.1,0.2,0.1,0.2,0.07,0.03,0.1,0.07,0.1,standard,FRA,MF,26,1994,10.2,486,12,117,266,113,10,486,33,23,69.7,10,30.3,271,1228,568,11,12,1,16,21,344,22,possession,FRA,MF,26,1994,10.2,11,7,6,4,1,5,16,31.3,11,18,1,17,10,21,9,1,defense,FRA,MF,26,1994,10.2,315,380,82.9,5144,1033,171,189,90.5,101,115,87.8,33,46,71.7,1,0.3,0.2,0.7,7,19,4,0,35,passing,FRA,MF,26,1994,10.2,0,0,0,11,9,1,2,10,7,0,0,0,57,6,10,37.5,misc,FRA,MF,26,1994,10.2,1,8,4,50.0,0.78,0.39,0.13,0.25,17.4,0,0,0,0.7,0.7,0.1,0.3,0.3,shooting
ITA-Serie A,2021,Napoli,Stanislav Lobotka,SVK,MF,25,1994,15,0,154,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVK,MF,25,1994,1.7,136,1,27,99,12,0,136,3,2,66.7,1,33.3,89,496,203,3,2,0,0,1,110,1,possession,SVK,MF,25,1994,1.7,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,1,1,defense,SVK,MF,25,1994,1.7,117,129,90.7,1841,362,58,62,93.5,43,46,93.5,10,13,76.9,0,0.0,0.0,0.0,0,5,1,0,7,passing,SVK,MF,25,1994,1.7,2,0,0,5,2,0,0,0,1,0,0,0,10,2,4,33.3,misc,SVK,MF,25,1994,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Genoa,Steeve-Mike Ebongue,FRA,MF,19,2001,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,0,0.0,1.73,1.73,0.0,1.73,0.0,0.69,0.69,0.0,0.69,standard,FRA,MF,19,2001,0.6,33,1,14,14,6,0,33,0,0,,0,,19,60,26,1,0,0,2,1,16,0,possession,FRA,MF,19,2001,0.6,2,1,1,0,1,0,3,0.0,3,1,0,1,0,2,0,0,defense,FRA,MF,19,2001,0.6,20,27,74.1,198,54,15,18,83.3,1,1,100.0,1,1,100.0,1,0.4,0.0,0.6,2,1,0,0,1,passing,FRA,MF,19,2001,0.6,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,,misc,FRA,MF,19,2001,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Inter,Stefan de Vrij,NED,DF,28,1992,32,30,2734,30.4,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.7,19,94,2,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,standard,NED,DF,28,1992,30.4,2193,223,1048,1109,45,18,2193,6,5,83.3,1,16.7,1313,7907,4705,19,9,1,6,2,1618,2,possession,NED,DF,28,1992,30.4,28,16,15,12,1,15,24,62.5,9,24,18,6,41,69,95,0,defense,NED,DF,28,1992,30.4,1842,1967,93.6,37123,10864,475,520,91.3,1183,1212,97.6,171,210,81.4,0,0.5,0.5,-0.5,6,67,4,1,94,passing,NED,DF,28,1992,30.4,2,0,0,19,10,0,2,41,16,0,0,0,147,64,40,61.5,misc,NED,DF,28,1992,30.4,1,12,4,33.3,0.4,0.13,0.08,0.25,9.9,0,0,0,1.2,1.2,0.1,-0.2,-0.2,shooting
ITA-Serie A,2021,Bologna,Stefano Denswil,SUR,DF,27,1993,5,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUR,DF,27,1993,1.3,89,2,38,36,15,0,89,0,0,,0,,49,151,92,1,1,0,0,0,58,1,possession,SUR,DF,27,1993,1.3,2,1,1,1,0,0,1,0.0,1,1,0,1,1,3,1,0,defense,SUR,DF,27,1993,1.3,64,82,78.0,1314,454,19,24,79.2,35,37,94.6,9,14,64.3,0,0.0,0.0,0.0,0,6,1,0,6,passing,SUR,DF,27,1993,1.3,0,0,0,0,2,0,0,1,1,0,0,0,6,3,1,75.0,misc,SUR,DF,27,1993,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Udinese,Stefano Okaka,ITA,FW,30,1989,22,17,1489,16.5,4,1,5,4,0,0,2,0,3.8,3.8,0.6,4.5,15,22,110,0.24,0.06,0.3,0.24,0.3,0.23,0.04,0.27,0.23,0.27,standard,ITA,FW,30,1989,16.5,481,24,52,246,190,62,481,27,17,63.0,10,37.0,268,1286,357,15,10,5,51,23,346,110,possession,ITA,FW,30,1989,16.5,10,7,2,5,3,2,10,20.0,8,7,1,6,2,12,19,0,defense,ITA,FW,30,1989,16.5,239,307,77.9,3008,422,147,184,79.9,66,78,84.6,3,5,60.0,1,0.6,0.7,0.4,9,8,6,0,22,passing,ITA,FW,30,1989,16.5,2,0,0,38,35,13,4,2,7,0,0,0,36,44,49,47.3,misc,ITA,FW,30,1989,16.5,4,24,9,37.5,1.45,0.54,0.17,0.44,12.6,0,0,0,3.8,3.8,0.16,0.2,0.2,shooting
ITA-Serie A,2021,Inter,Stefano Sensi,ITA,MF,24,1995,18,4,603,6.7,0,0,0,0,0,0,1,1,1.1,1.1,0.9,2.0,12,58,40,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,standard,ITA,MF,24,1995,6.7,504,6,78,226,207,13,504,14,7,50.0,7,50.0,298,1530,741,12,13,2,15,5,380,40,possession,ITA,MF,24,1995,6.7,9,6,3,5,1,4,11,36.4,7,6,1,5,7,16,1,0,defense,ITA,MF,24,1995,6.7,354,432,81.9,5867,1586,174,190,91.6,134,160,83.8,33,57,57.9,0,0.9,1.1,-0.9,11,40,11,2,58,passing,ITA,MF,24,1995,6.7,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,50.0,misc,ITA,MF,24,1995,6.7,0,18,7,38.9,2.69,1.04,0.0,0.0,21.9,1,0,0,1.1,1.1,0.06,-1.1,-1.1,shooting
ITA-Serie A,2021,Genoa,Stefano Sturaro,ITA,MF,27,1993,6,6,445,4.9,1,0,1,1,0,0,1,0,0.6,0.6,0.3,1.0,2,24,12,0.2,0.0,0.2,0.2,0.2,0.13,0.07,0.2,0.13,0.2,standard,ITA,MF,27,1993,4.9,295,3,45,172,79,4,295,8,5,62.5,3,37.5,131,532,196,2,6,0,16,8,175,12,possession,ITA,MF,27,1993,4.9,11,5,3,6,2,3,15,20.0,12,5,0,5,7,18,2,0,defense,ITA,MF,27,1993,4.9,165,236,69.9,3031,705,69,89,77.5,70,88,79.5,21,41,51.2,0,0.3,0.3,-0.3,4,9,2,1,24,passing,ITA,MF,27,1993,4.9,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,36.8,misc,ITA,MF,27,1993,4.9,1,5,2,40.0,1.01,0.4,0.2,0.5,18.4,2,0,0,0.6,0.6,0.13,0.4,0.4,shooting
ITA-Serie A,2021,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,10,4,423,4.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,3,11,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,MF,27,1993,4.7,224,10,57,125,44,4,224,3,1,33.3,2,66.7,118,418,190,3,3,0,4,6,135,11,possession,ITA,MF,27,1993,4.7,4,3,3,0,1,2,8,25.0,6,5,1,4,5,9,10,0,defense,ITA,MF,27,1993,4.7,137,183,74.9,2385,565,65,81,80.2,54,67,80.6,14,21,66.7,0,0.0,0.1,0.0,0,10,3,1,11,passing,ITA,MF,27,1993,4.7,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,46.7,misc,ITA,MF,27,1993,4.7,0,1,0,0.0,0.21,0.0,0.0,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ITA-Serie A,2021,Roma,Stephan El Shaarawy,ITA,"MF,FW",27,1992,10,6,572,6.4,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,27,22,61,0.16,0.16,0.31,0.16,0.31,0.21,0.17,0.38,0.21,0.38,standard,ITA,"MF,FW",27,1992,6.4,306,3,34,112,165,35,306,20,9,45.0,11,55.0,201,1346,661,27,17,10,13,4,238,61,possession,ITA,"MF,FW",27,1992,6.4,4,3,0,3,1,2,9,22.2,7,3,1,2,3,7,2,0,defense,ITA,"MF,FW",27,1992,6.4,186,240,77.5,3004,543,96,119,80.7,71,83,85.5,13,17,76.5,1,1.1,1.0,-0.1,17,9,11,3,22,passing,ITA,"MF,FW",27,1992,6.4,1,0,0,8,9,1,10,3,3,0,0,0,19,2,6,25.0,misc,ITA,"MF,FW",27,1992,6.4,1,16,7,43.8,2.52,1.1,0.06,0.14,18.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3,shooting
ITA-Serie A,2021,Bologna,Takehiro Tomiyasu,JPN,DF,21,1998,31,31,2715,30.2,2,0,2,2,0,0,4,0,2.1,2.1,0.4,2.5,56,150,44,0.07,0.0,0.07,0.07,0.07,0.07,0.01,0.08,0.07,0.08,standard,JPN,DF,21,1998,30.2,2015,166,751,1029,255,23,2015,25,15,60.0,10,40.0,1087,6172,3505,56,39,2,30,10,1175,44,possession,JPN,DF,21,1998,30.2,47,31,27,14,6,21,34,61.8,13,37,19,18,54,101,106,0,defense,JPN,DF,21,1998,30.2,1366,1677,81.5,24350,9450,591,671,88.1,614,727,84.5,138,221,62.4,0,0.4,0.9,-0.4,8,130,10,5,150,passing,JPN,DF,21,1998,30.2,4,0,0,31,13,2,23,54,31,0,0,1,155,91,64,58.7,misc,JPN,DF,21,1998,30.2,2,16,4,25.0,0.53,0.13,0.13,0.5,17.2,0,0,0,2.1,2.1,0.13,-0.1,-0.1,shooting
ITA-Serie A,2021,Milan,Theo Hernández,FRA,DF,22,1997,33,33,2933,32.6,7,5,12,7,0,0,9,0,4.3,4.3,4.9,9.2,146,133,189,0.21,0.15,0.37,0.21,0.37,0.13,0.15,0.28,0.13,0.28,standard,FRA,DF,22,1997,32.6,2287,107,548,1107,673,84,2287,119,73,61.3,46,38.7,1352,10146,6510,146,101,28,62,27,1485,189,possession,FRA,DF,22,1997,32.6,48,29,22,21,5,19,38,50.0,19,29,6,23,34,82,64,5,defense,FRA,DF,22,1997,32.6,1527,1891,80.8,23126,8040,878,970,90.5,495,599,82.6,103,182,56.6,5,4.9,4.7,0.1,42,125,42,13,133,passing,FRA,DF,22,1997,32.6,9,0,0,39,81,6,76,34,29,2,0,0,211,50,25,66.7,misc,FRA,DF,22,1997,32.6,7,47,13,27.7,1.44,0.4,0.15,0.54,19.3,3,0,0,4.3,4.3,0.09,2.7,2.7,shooting
ITA-Serie A,2021,Udinese,Thomas Ouwejan,NED,DF,23,1996,15,3,413,4.6,0,2,2,0,0,0,0,0,0.2,0.2,0.9,1.0,13,15,36,0.0,0.44,0.44,0.0,0.44,0.04,0.19,0.23,0.04,0.23,standard,NED,DF,23,1996,4.6,286,8,51,112,125,11,286,7,3,42.9,4,57.1,157,742,353,13,11,3,8,2,178,36,possession,NED,DF,23,1996,4.6,4,1,0,3,1,2,9,22.2,7,4,0,4,5,9,6,0,defense,NED,DF,23,1996,4.6,151,246,61.4,2493,861,74,88,84.1,60,88,68.2,12,44,27.3,2,0.9,0.8,1.1,10,17,3,2,15,passing,NED,DF,23,1996,4.6,0,0,0,7,2,0,49,5,1,0,0,0,12,2,7,22.2,misc,NED,DF,23,1996,4.6,0,6,2,33.3,1.31,0.44,0.0,0.0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ITA-Serie A,2021,Lazio,Thomas Strakosha,ALB,GK,25,1995,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ALB,GK,25,1995,9.0,368,302,364,4,0,0,368,0,0,,0,,255,1332,803,0,0,0,0,0,203,0,possession,ALB,GK,25,1995,9.0,1,1,1,0,0,0,0,,0,0,0,0,1,2,4,0,defense,ALB,GK,25,1995,9.0,294,344,85.5,7185,5564,81,81,100.0,124,127,97.6,85,132,64.4,0,0.0,0.0,0.0,0,4,0,0,0,passing,ALB,GK,25,1995,9.0,1,0,0,0,2,0,0,1,1,0,0,0,14,3,0,100.0,misc,ALB,GK,25,1995,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Napoli,Tiemoué Bakayoko,FRA,MF,25,1994,32,23,1964,21.8,2,1,3,2,0,0,6,1,1.1,1.1,0.8,1.9,15,99,17,0.09,0.05,0.14,0.09,0.14,0.05,0.04,0.09,0.05,0.09,standard,FRA,MF,25,1994,21.8,1449,36,296,973,187,16,1449,29,25,86.2,4,13.8,804,3386,1295,15,18,1,27,20,1063,17,possession,FRA,MF,25,1994,21.8,69,41,21,41,7,23,40,57.5,17,24,2,22,36,105,13,2,defense,FRA,MF,25,1994,21.8,1080,1228,87.9,17505,4453,524,590,88.8,442,465,95.1,82,103,79.6,1,0.8,1.0,0.2,12,87,8,0,99,passing,FRA,MF,25,1994,21.8,6,1,1,36,52,1,2,36,41,1,0,0,129,44,34,56.4,misc,FRA,MF,25,1994,21.8,2,16,4,25.0,0.73,0.18,0.13,0.5,18.0,0,0,0,1.1,1.1,0.07,0.9,0.9,shooting
ITA-Serie A,2021,Udinese,Tolgay Arslan,GER,MF,29,1990,30,25,1818,20.2,3,0,3,3,0,0,9,0,0.9,0.9,0.4,1.3,48,80,37,0.15,0.0,0.15,0.15,0.15,0.04,0.02,0.07,0.04,0.07,standard,GER,MF,29,1990,20.2,1095,23,227,652,234,19,1095,48,34,70.8,14,29.2,665,3971,2354,48,45,6,22,22,734,37,possession,GER,MF,29,1990,20.2,52,32,24,24,4,25,54,46.3,29,22,2,20,22,74,15,1,defense,GER,MF,29,1990,20.2,749,890,84.2,12827,2917,341,380,89.7,325,363,89.5,62,97,63.9,0,0.4,0.9,-0.4,9,73,12,2,80,passing,GER,MF,29,1990,20.2,9,0,0,38,45,0,13,22,32,0,1,0,139,11,9,55.0,misc,GER,MF,29,1990,20.2,3,22,6,27.3,1.09,0.3,0.14,0.5,21.5,0,0,0,0.9,0.9,0.04,2.1,2.1,shooting
ITA-Serie A,2021,Crotone,Tomislav Gomelt,CRO,MF,25,1995,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CRO,MF,25,1995,0.2,21,2,8,12,1,0,21,0,0,,0,,11,57,27,1,0,0,0,2,16,2,possession,CRO,MF,25,1995,0.2,1,1,0,1,0,0,0,,0,0,0,0,1,2,0,0,defense,CRO,MF,25,1995,0.2,17,18,94.4,298,90,7,7,100.0,8,8,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,3,passing,CRO,MF,25,1995,0.2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,misc,CRO,MF,25,1995,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Sampdoria,Tommaso Augello,ITA,DF,25,1994,37,37,3216,35.7,1,3,4,1,0,0,2,1,0.3,0.3,3.9,4.3,105,157,159,0.03,0.08,0.11,0.03,0.11,0.01,0.11,0.12,0.01,0.12,standard,ITA,DF,25,1994,35.7,2330,109,708,1016,632,31,2330,54,31,57.4,23,42.6,1215,6866,3913,105,72,7,43,16,1409,159,possession,ITA,DF,25,1994,35.7,42,30,27,10,5,23,39,59.0,16,22,2,20,32,74,76,1,defense,ITA,DF,25,1994,35.7,1564,2061,75.9,24859,10136,807,916,88.1,628,807,77.8,97,228,42.5,3,3.9,4.1,-0.9,29,100,40,25,157,passing,ITA,DF,25,1994,35.7,2,1,0,13,25,2,148,32,30,0,0,0,214,41,30,57.7,misc,ITA,DF,25,1994,35.7,1,8,2,25.0,0.22,0.06,0.13,0.5,19.3,0,0,0,0.3,0.3,0.04,0.7,0.7,shooting
ITA-Serie A,2021,Spezia,Tommaso Pobega,ITA,MF,21,1999,20,17,1229,13.7,6,0,6,6,0,0,6,0,3.2,3.2,0.3,3.5,12,38,40,0.44,0.0,0.44,0.44,0.44,0.23,0.02,0.25,0.23,0.25,standard,ITA,MF,21,1999,13.7,587,27,115,315,166,28,587,8,4,50.0,4,50.0,305,1214,585,12,10,3,18,5,391,40,possession,ITA,MF,21,1999,13.7,24,13,7,13,4,11,31,35.5,20,10,2,8,9,33,22,0,defense,ITA,MF,21,1999,13.7,342,449,76.2,5618,1121,181,209,86.6,126,168,75.0,27,45,60.0,0,0.3,0.3,-0.3,7,33,4,1,38,passing,ITA,MF,21,1999,13.7,6,0,0,28,17,0,9,9,13,3,1,0,61,17,20,45.9,misc,ITA,MF,21,1999,13.7,6,22,10,45.5,1.61,0.73,0.27,0.6,15.4,0,0,0,3.2,3.2,0.15,2.8,2.8,shooting
ITA-Serie A,2021,Torino,Tomás Rincón,VEN,MF,32,1988,36,33,2846,31.6,1,1,2,1,0,0,10,1,1.3,1.3,1.9,3.3,30,125,52,0.03,0.03,0.06,0.03,0.06,0.04,0.06,0.1,0.04,0.1,standard,VEN,MF,32,1988,31.6,1666,75,415,989,281,26,1666,50,36,72.0,14,28.0,876,3840,1779,30,29,7,41,26,1100,52,possession,VEN,MF,32,1988,31.6,68,38,27,33,8,36,71,50.7,35,32,7,25,31,99,44,0,defense,VEN,MF,32,1988,31.6,1141,1373,83.1,19191,6007,595,667,89.2,399,455,87.7,118,179,65.9,1,1.9,1.9,-0.9,14,132,16,4,125,passing,VEN,MF,32,1988,31.6,10,1,1,72,44,0,21,31,38,0,0,0,175,48,36,57.1,misc,VEN,MF,32,1988,31.6,1,22,4,18.2,0.7,0.13,0.05,0.25,18.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3,shooting
ITA-Serie A,2021,Bologna,Valentin Antov,BUL,DF,19,2000,5,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,BUL,DF,19,2000,2.6,154,30,101,51,2,0,154,1,1,100.0,0,0.0,71,353,200,1,1,0,2,0,93,0,possession,BUL,DF,19,2000,2.6,4,2,3,1,0,3,10,30.0,7,6,5,1,4,8,13,0,defense,BUL,DF,19,2000,2.6,108,122,88.5,2181,851,41,42,97.6,51,55,92.7,16,25,64.0,0,0.0,0.0,0.0,1,4,0,0,6,passing,BUL,DF,19,2000,2.6,1,0,0,2,2,0,0,4,2,0,0,0,11,3,5,37.5,misc,BUL,DF,19,2000,2.6,0,1,0,0.0,0.39,0.0,0.0,,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
