league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,stat_type
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,
ITA-Serie A,2023,Atalanta,Ademola Lookman,NGA,"FW,MF",25,1997,21.0,1109,2,54,458,607,129,1109,87,39,44.8,37,42.5,699,4257,1972,72,42,35,66,42,866,222,possession
ITA-Serie A,2023,Atalanta,Aleksei Miranchuk,RUS,"MF,FW",27,1995,13.1,785,4,62,323,407,52,785,49,17,34.7,27,55.1,490,2993,1421,41,35,10,37,15,601,122,possession
ITA-Serie A,2023,Atalanta,Berat Djimsiti,ALB,DF,30,1993,31.5,1962,217,1054,823,96,26,1962,2,1,50.0,1,50.0,953,4836,2044,6,10,0,7,3,1167,10,possession
ITA-Serie A,2023,Atalanta,Charles De Ketelaere,BEL,"FW,MF",22,2001,22.5,1098,10,60,442,612,133,1097,88,40,45.5,35,39.8,669,4241,2121,88,51,41,83,54,835,219,possession
ITA-Serie A,2023,Atalanta,Davide Zappacosta,ITA,DF,31,1992,20.7,1248,30,271,489,501,46,1248,42,17,40.5,23,54.8,680,3910,2001,67,33,14,27,15,820,132,possession
ITA-Serie A,2023,Atalanta,Duván Zapata,COL,FW,32,1991,1.2,65,1,3,27,35,10,65,3,2,66.7,1,33.3,47,206,70,3,1,2,5,0,50,13,possession
ITA-Serie A,2023,Atalanta,El Bilal Touré,MLI,FW,21,2001,4.4,179,2,6,56,117,21,179,14,3,21.4,9,64.3,128,1009,417,16,15,2,18,16,160,39,possession
ITA-Serie A,2023,Atalanta,Emil Holm,SWE,DF,23,2000,10.5,635,33,161,249,233,43,635,32,18,56.3,12,37.5,290,2133,1000,28,20,5,35,18,358,80,possession
ITA-Serie A,2023,Atalanta,Francesco Rossi,ITA,GK,32,1991,0.1,2,2,2,0,0,0,2,0,0,,0,,1,12,12,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Atalanta,Gianluca Scamacca,ITA,FW,24,1999,16.1,655,15,35,283,340,93,655,31,15,48.4,11,35.5,448,2109,629,22,21,5,72,48,565,167,possession
ITA-Serie A,2023,Atalanta,Giorgio Scalvini,ITA,DF,19,2003,28.3,1864,129,790,879,209,41,1864,19,15,78.9,4,21.1,951,4341,2433,30,22,6,22,12,1174,33,possession
ITA-Serie A,2023,Atalanta,Giovanni Bonfanti,ITA,DF,20,2003,1.0,67,4,27,34,6,1,67,1,1,100.0,0,0.0,28,112,60,0,0,0,1,0,43,2,possession
ITA-Serie A,2023,Atalanta,Hans Hateboer,NED,DF,29,1994,12.4,714,32,174,297,245,22,714,11,6,54.5,4,36.4,352,1548,764,19,19,3,8,4,468,71,possession
ITA-Serie A,2023,Atalanta,Isak Hien,SWE,DF,24,1999,10.4,572,71,305,256,17,8,572,5,3,60.0,2,40.0,256,997,442,0,1,1,6,2,297,0,possession
ITA-Serie A,2023,Atalanta,José Luis Palomino,ARG,DF,33,1990,0.3,43,6,29,14,0,0,43,0,0,,0,,21,88,51,0,0,0,0,0,22,0,possession
ITA-Serie A,2023,Atalanta,Juan Musso,ARG,GK,29,1994,11.0,396,331,392,5,0,0,396,0,0,,0,,247,1394,921,0,0,0,2,0,191,0,possession
ITA-Serie A,2023,Atalanta,Leonardo Mendicino,ITA,MF,17,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Atalanta,Luis Muriel,COL,"FW,MF",32,1991,4.5,313,1,6,129,180,25,313,22,7,31.8,9,40.9,203,1292,645,19,16,5,14,18,254,57,possession
ITA-Serie A,2023,Atalanta,Marco Carnesecchi,ITA,GK,23,2000,26.9,955,861,954,1,0,0,955,0,0,,0,,484,2512,1389,0,0,0,1,0,424,0,possession
ITA-Serie A,2023,Atalanta,Mario Pašalić,CRO,MF,28,1995,22.8,1350,55,298,752,310,57,1348,25,12,48.0,12,48.0,746,4239,2048,48,34,4,34,13,978,74,possession
ITA-Serie A,2023,Atalanta,Marten de Roon,NED,"MF,DF",32,1991,28.9,1981,99,589,1110,294,4,1981,9,3,33.3,5,55.6,1040,4998,2569,28,22,0,19,8,1307,22,possession
ITA-Serie A,2023,Atalanta,Matteo Ruggeri,ITA,DF,21,2002,27.2,1799,57,488,787,539,25,1799,41,21,51.2,16,39.0,862,4276,2186,55,40,5,29,10,1116,132,possession
ITA-Serie A,2023,Atalanta,Michel Ndary Adopo,FRA,MF,23,2000,1.2,99,4,14,58,29,4,99,2,2,100.0,0,0.0,57,332,151,3,3,1,6,2,78,16,possession
ITA-Serie A,2023,Atalanta,Mitchel Bakker,NED,DF,23,2000,4.2,255,6,70,116,77,10,255,12,7,58.3,4,33.3,139,807,457,12,8,2,10,3,151,20,possession
ITA-Serie A,2023,Atalanta,Nadir Zortea,ITA,DF,24,1999,1.7,119,1,20,51,50,5,119,14,5,35.7,7,50.0,73,448,246,7,9,1,2,2,81,22,possession
ITA-Serie A,2023,Atalanta,Rafael Tolói,ITA,DF,32,1990,10.7,630,42,249,306,77,4,630,8,4,50.0,4,50.0,339,1370,739,8,13,0,5,4,386,10,possession
ITA-Serie A,2023,Atalanta,Sead Kolašinac,BIH,DF,30,1993,24.2,1472,75,607,716,161,27,1472,9,7,77.8,0,0.0,749,3441,1917,32,24,5,19,9,926,30,possession
ITA-Serie A,2023,Atalanta,Teun Koopmeiners,NED,MF,25,1998,29.2,1742,52,266,838,659,85,1740,50,19,38.0,29,58.0,942,5359,2942,79,54,21,60,43,1224,190,possession
ITA-Serie A,2023,Atalanta,Éderson,BRA,MF,24,1999,31.9,2027,80,508,1159,385,41,2027,42,22,52.4,18,42.9,1198,5502,2448,32,26,7,33,36,1373,50,possession
ITA-Serie A,2023,Bologna,Alexis Saelemaekers,BEL,"FW,MF",24,1999,21.0,1271,7,177,555,558,47,1271,106,40,37.7,58,54.7,818,4996,2370,65,49,17,49,25,945,180,possession
ITA-Serie A,2023,Bologna,Charalambos Lykogiannis,GRE,DF,29,1993,10.0,682,28,194,311,180,10,682,7,2,28.6,5,71.4,354,1964,1020,36,20,3,5,5,455,41,possession
ITA-Serie A,2023,Bologna,Dan Ndoye,SUI,"FW,MF",22,2000,19.7,872,19,127,346,423,74,872,93,34,36.6,43,46.2,593,4896,2713,88,56,30,57,26,646,173,possession
ITA-Serie A,2023,Bologna,Federico Ravaglia,ITA,GK,23,1999,5.9,218,195,214,4,0,0,218,1,1,100.0,0,0.0,132,579,320,0,0,0,1,0,123,0,possession
ITA-Serie A,2023,Bologna,Giovanni Fabbian,ITA,"MF,FW",20,2003,11.7,425,9,78,208,144,47,425,24,12,50.0,11,45.8,209,1275,491,11,10,5,22,13,290,41,possession
ITA-Serie A,2023,Bologna,Jens Odgaard,DEN,"FW,MF",24,1999,4.8,191,4,18,79,94,22,191,12,4,33.3,7,58.3,135,659,241,9,3,6,12,10,156,30,possession
ITA-Serie A,2023,Bologna,Jesper Karlsson,SWE,FW,25,1998,3.8,183,4,21,63,102,11,183,11,5,45.5,3,27.3,115,718,349,13,7,6,5,6,126,35,possession
ITA-Serie A,2023,Bologna,Jhon Lucumí,COL,DF,25,1998,24.6,2062,213,913,1082,81,10,2062,10,8,80.0,2,20.0,1339,7663,4522,28,21,0,15,6,1552,4,possession
ITA-Serie A,2023,Bologna,Joshua Zirkzee,NED,FW,22,2001,30.7,1374,46,135,628,630,136,1372,128,52,40.6,72,56.3,814,4132,1772,53,46,22,114,64,1033,182,possession
ITA-Serie A,2023,Bologna,Kacper Urbanski,POL,"MF,FW",18,2004,10.3,510,14,72,249,200,24,510,33,20,60.6,12,36.4,302,2006,823,25,17,5,22,14,357,78,possession
ITA-Serie A,2023,Bologna,Kevin Bonifazi,ITA,DF,27,1996,1.0,95,21,62,34,0,0,95,1,0,0.0,1,100.0,72,273,120,0,0,0,2,0,76,1,possession
ITA-Serie A,2023,Bologna,Lewis Ferguson,SCO,MF,23,1999,30.1,2043,54,317,1178,561,82,2043,34,14,41.2,15,44.1,1213,5803,2570,57,45,13,22,22,1646,138,possession
ITA-Serie A,2023,Bologna,Lorenzo De Silvestri,ITA,DF,35,1988,7.5,499,32,202,226,75,2,499,0,0,,0,,256,1526,732,14,4,0,4,1,320,12,possession
ITA-Serie A,2023,Bologna,Michel Aebischer,SUI,MF,26,1997,24.8,1694,51,405,1032,270,23,1694,25,14,56.0,9,36.0,1040,4507,2248,26,23,3,27,19,1308,55,possession
ITA-Serie A,2023,Bologna,Nicola Bagnolini,ITA,GK,19,2004,0.1,4,4,4,0,0,0,4,0,0,,0,,1,10,1,0,0,0,0,0,1,0,possession
ITA-Serie A,2023,Bologna,Nicolás Domínguez,ARG,MF,25,1998,1.1,103,2,23,69,12,0,103,0,0,,0,,39,210,116,1,2,0,1,3,79,3,possession
ITA-Serie A,2023,Bologna,Nikola Moro,CRO,MF,25,1998,9.3,664,16,128,401,142,9,664,10,5,50.0,5,50.0,393,2028,896,21,21,2,9,11,501,38,possession
ITA-Serie A,2023,Bologna,Oussama El Azzouzi,MAR,MF,22,2001,6.1,448,19,105,287,58,8,448,3,0,0.0,3,100.0,274,1340,577,4,3,0,5,5,345,8,possession
ITA-Serie A,2023,Bologna,Remo Freuler,SUI,MF,31,1992,29.2,2178,81,525,1304,361,33,2178,12,8,66.7,3,25.0,1177,5516,2531,37,28,5,27,16,1564,48,possession
ITA-Serie A,2023,Bologna,Riccardo Calafiori,ITA,DF,21,2002,26.1,2103,236,956,1018,152,23,2103,21,13,61.9,7,33.3,1291,7277,4024,28,28,1,31,12,1408,23,possession
ITA-Serie A,2023,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,19.9,981,23,170,340,482,77,978,77,31,40.3,40,51.9,605,3460,1787,51,34,23,49,23,708,175,possession
ITA-Serie A,2023,Bologna,Sam Beukema,NED,DF,24,1998,28.3,2283,291,1170,1060,61,14,2283,8,4,50.0,2,25.0,1457,8540,4162,14,10,1,6,3,1679,5,possession
ITA-Serie A,2023,Bologna,Santiago Castro,ARG,FW,18,2004,2.7,76,1,5,41,30,8,76,3,2,66.7,1,33.3,51,257,62,1,2,0,9,3,65,15,possession
ITA-Serie A,2023,Bologna,Stefan Posch,AUT,DF,26,1997,26.8,2358,117,852,1158,363,33,2358,26,11,42.3,13,50.0,1410,7113,3253,44,35,4,29,12,1618,64,possession
ITA-Serie A,2023,Bologna,Sydney van Hooijdonk,NED,FW,23,2000,2.4,56,5,9,26,21,7,56,2,2,100.0,0,0.0,22,84,15,1,0,0,4,3,35,9,possession
ITA-Serie A,2023,Bologna,Tommaso Corazza,ITA,DF,19,2004,2.2,170,6,54,72,47,5,170,3,0,0.0,2,66.7,96,555,330,10,6,1,1,2,107,9,possession
ITA-Serie A,2023,Bologna,Victor Bernth Kristiansen,DEN,DF,20,2002,25.6,1890,89,667,918,320,13,1890,23,11,47.8,8,34.8,1125,5209,2280,23,15,2,14,7,1274,74,possession
ITA-Serie A,2023,Bologna,Łukasz Skorupski,POL,GK,32,1991,32.0,1087,994,1080,7,0,0,1087,0,0,,0,,619,3123,1915,0,0,0,0,0,552,0,possession
ITA-Serie A,2023,Cagliari,Adam Obert,SVK,DF,20,2002,10.5,587,61,256,281,52,3,587,5,3,60.0,1,20.0,283,1533,857,14,6,1,9,2,322,5,possession
ITA-Serie A,2023,Cagliari,Alberto Dossena,ITA,DF,24,1998,33.1,1720,270,930,748,55,35,1720,8,5,62.5,3,37.5,774,3763,2159,9,6,0,22,10,849,2,possession
ITA-Serie A,2023,Cagliari,Alessandro Deiola,ITA,MF,27,1995,17.9,700,42,175,376,153,24,700,10,5,50.0,3,30.0,272,1230,473,9,5,0,10,15,369,21,possession
ITA-Serie A,2023,Cagliari,Alessandro Di Pardo,ITA,"DF,MF",24,1999,4.0,214,12,59,84,72,3,214,6,1,16.7,5,83.3,99,480,223,6,2,0,1,4,106,19,possession
ITA-Serie A,2023,Cagliari,Andrea Petagna,ITA,FW,28,1995,11.1,328,8,26,153,153,39,328,17,11,64.7,4,23.5,180,923,264,11,8,3,31,23,256,56,possession
ITA-Serie A,2023,Cagliari,Antoine Makoumbou,CGO,MF,25,1998,30.0,1423,62,338,847,254,11,1423,36,21,58.3,9,25.0,869,4766,2042,37,26,1,30,30,993,52,possession
ITA-Serie A,2023,Cagliari,Boris Radunović,SRB,GK,27,1996,7.0,238,202,237,1,0,0,238,0,0,,0,,113,608,366,0,0,0,1,0,86,0,possession
ITA-Serie A,2023,Cagliari,Edoardo Goldaniga,ITA,DF,29,1993,11.2,648,70,314,293,44,5,648,0,0,,0,,318,1757,1217,9,6,0,7,0,386,3,possession
ITA-Serie A,2023,Cagliari,Eldor Shomurodov,UZB,"FW,MF",28,1995,10.4,364,4,33,164,174,46,364,28,10,35.7,16,57.1,191,1087,348,12,13,7,47,19,246,52,possession
ITA-Serie A,2023,Cagliari,Gabriele Zappa,ITA,DF,23,1999,28.5,1670,72,559,730,392,33,1670,27,9,33.3,16,59.3,816,3989,2014,35,29,2,30,8,948,84,possession
ITA-Serie A,2023,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,12.3,426,7,53,181,204,36,426,60,32,53.3,23,38.3,269,2053,798,25,21,9,41,44,270,76,possession
ITA-Serie A,2023,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,8.3,328,5,22,162,154,19,327,30,10,33.3,14,46.7,179,1122,473,17,14,6,17,15,214,42,possession
ITA-Serie A,2023,Cagliari,Gianluca Lapadula,PER,FW,33,1990,13.4,262,7,23,97,145,67,261,9,4,44.4,3,33.3,143,651,237,8,6,7,21,8,189,63,possession
ITA-Serie A,2023,Cagliari,Ibrahim Sulemana,GHA,MF,20,2003,14.9,617,32,175,338,115,7,617,18,9,50.0,8,44.4,302,1710,691,15,9,1,18,16,330,14,possession
ITA-Serie A,2023,Cagliari,Jakub Jankto,CZE,"MF,FW",27,1996,9.7,338,21,77,141,122,21,338,3,1,33.3,2,66.7,166,773,339,12,10,2,12,3,186,48,possession
ITA-Serie A,2023,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",20,2003,0.4,22,2,4,12,7,2,22,3,1,33.3,2,66.7,10,53,28,1,1,0,3,0,12,2,possession
ITA-Serie A,2023,Cagliari,Leonardo Pavoletti,ITA,FW,34,1988,7.0,232,8,16,105,111,42,232,0,0,,0,,103,182,59,1,0,1,25,5,186,40,possession
ITA-Serie A,2023,Cagliari,Marco Mancosu,ITA,"MF,FW",34,1988,1.7,84,0,9,44,31,4,83,6,3,50.0,3,50.0,51,221,99,4,2,0,3,3,58,11,possession
ITA-Serie A,2023,Cagliari,Mateusz Wieteska,POL,DF,26,1997,10.7,561,76,291,250,25,7,561,5,3,60.0,2,40.0,300,1727,1105,16,2,0,5,3,340,1,possession
ITA-Serie A,2023,Cagliari,Matteo Prati,ITA,MF,19,2003,21.9,945,33,217,574,164,22,945,9,4,44.4,5,55.6,407,1611,701,8,9,1,15,7,522,17,possession
ITA-Serie A,2023,Cagliari,Nahitan Nández,URU,"MF,DF",27,1995,26.0,1143,40,229,476,463,45,1142,49,28,57.1,17,34.7,557,3433,1808,57,22,10,40,37,656,89,possession
ITA-Serie A,2023,Cagliari,Nicolas Viola,ITA,"MF,FW",33,1989,13.4,724,7,74,309,350,34,723,38,16,42.1,18,47.4,380,1947,822,22,19,8,37,23,478,68,possession
ITA-Serie A,2023,Cagliari,Pantelis Hatzidiakos,GRE,DF,26,1997,9.5,505,50,229,237,43,8,505,3,1,33.3,2,66.7,245,1072,581,3,7,1,6,3,289,7,possession
ITA-Serie A,2023,Cagliari,Paulo Azzi,BRA,"DF,MF",29,1994,10.6,620,30,166,249,216,19,620,28,13,46.4,11,39.3,295,2243,1398,47,39,5,14,5,328,42,possession
ITA-Serie A,2023,Cagliari,Simone Aresti,ITA,GK,37,1986,0.0,2,2,2,0,0,0,2,0,0,,0,,1,11,11,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Cagliari,Simone Scuffet,ITA,GK,27,1996,31.0,995,830,991,4,0,0,995,0,0,,0,,426,2401,1456,0,0,0,0,0,349,0,possession
ITA-Serie A,2023,Cagliari,Tommaso Augello,ITA,DF,28,1994,26.9,1544,97,529,625,408,9,1544,29,15,51.7,12,41.4,693,3966,2135,62,34,1,21,8,773,99,possession
ITA-Serie A,2023,Cagliari,Yerry Mina,COL,DF,28,1994,13.5,713,138,448,249,18,5,712,3,2,66.7,1,33.3,337,1925,1068,4,0,0,10,0,364,3,possession
ITA-Serie A,2023,Cagliari,Zito Luvumbo,ANG,"FW,MF",21,2002,21.6,646,2,50,186,427,123,646,86,30,34.9,40,46.5,463,3510,1983,85,43,45,69,47,499,181,possession
ITA-Serie A,2023,Empoli,Alberto Cerri,ITA,FW,27,1996,6.1,189,7,17,89,85,18,189,6,1,16.7,5,83.3,98,360,149,3,7,1,13,12,145,23,possession
ITA-Serie A,2023,Empoli,Alberto Grassi,ITA,MF,28,1995,20.1,1085,67,324,625,143,16,1085,10,5,50.0,4,40.0,525,2436,957,13,13,0,13,7,615,13,possession
ITA-Serie A,2023,Empoli,Andrea Sodero,ITA,MF,18,2004,0.1,1,0,0,0,1,0,1,0,0,,0,,1,4,3,0,0,0,0,0,1,1,possession
ITA-Serie A,2023,Empoli,Ardian Ismajli,ALB,DF,26,1996,22.7,1282,192,726,505,54,18,1282,3,0,0.0,3,100.0,643,2991,1434,9,2,1,10,1,706,3,possession
ITA-Serie A,2023,Empoli,Bartosz Bereszyński,POL,DF,31,1992,19.6,1048,74,374,537,147,3,1048,27,13,48.1,11,40.7,485,2551,1219,15,10,3,19,6,539,18,possession
ITA-Serie A,2023,Empoli,Daniel Maldini,ITA,"FW,MF",21,2001,2.9,135,1,10,66,63,8,135,17,7,41.2,10,58.8,68,456,197,7,7,2,11,5,87,10,possession
ITA-Serie A,2023,Empoli,Elia Caprile,ITA,GK,21,2001,23.0,895,716,889,7,0,0,895,0,0,,0,,469,2407,1471,0,0,0,1,0,408,0,possession
ITA-Serie A,2023,Empoli,Emmanuel Ekong,SWE,FW,21,2002,0.1,4,0,0,3,1,1,4,3,0,0.0,2,66.7,4,36,1,0,0,0,0,0,4,1,possession
ITA-Serie A,2023,Empoli,Emmanuel Gyasi,GHA,"DF,FW",29,1994,20.9,739,49,187,351,212,34,739,21,3,14.3,15,71.4,398,1793,639,15,14,4,25,21,432,60,possession
ITA-Serie A,2023,Empoli,Etrit Berisha,ALB,GK,34,1989,14.0,532,456,530,2,0,0,532,0,0,,0,,314,1627,997,0,0,0,1,0,245,0,possession
ITA-Serie A,2023,Empoli,Filippo Ranocchia,ITA,"MF,DF",22,2001,5.3,284,19,69,165,51,4,284,10,6,60.0,2,20.0,158,899,359,5,4,0,12,8,174,11,possession
ITA-Serie A,2023,Empoli,Francesco Caputo,ITA,FW,35,1987,14.1,290,4,15,146,132,49,289,10,5,50.0,4,40.0,175,656,204,7,6,4,21,12,221,65,possession
ITA-Serie A,2023,Empoli,Giacomo Corona,ITA,FW,19,2004,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession
ITA-Serie A,2023,Empoli,Giuseppe Pezzella,ITA,DF,25,1997,12.1,707,38,221,305,186,7,707,25,10,40.0,14,56.0,364,2324,1406,44,22,1,11,6,399,36,possession
ITA-Serie A,2023,Empoli,Jacopo Fazzini,ITA,MF,20,2003,13.7,714,24,160,324,242,36,714,41,20,48.8,17,41.5,364,2063,939,24,19,7,32,21,382,51,possession
ITA-Serie A,2023,Empoli,Liam Henderson,SCO,MF,27,1996,0.1,5,0,0,4,1,0,5,0,0,,0,,3,24,1,0,0,0,0,0,3,0,possession
ITA-Serie A,2023,Empoli,Liberato Cacace,NZL,DF,22,2000,21.2,1341,74,442,614,306,17,1341,53,23,43.4,26,49.1,690,3935,2109,34,29,4,23,20,703,55,possession
ITA-Serie A,2023,Empoli,M'Baye Niang,SEN,FW,28,1994,7.9,253,15,27,110,118,36,249,16,5,31.3,9,56.3,146,748,292,13,8,10,34,12,204,43,possession
ITA-Serie A,2023,Empoli,Matteo Cancellieri,ITA,"FW,MF",21,2002,19.9,673,20,100,253,339,78,673,100,37,37.0,46,46.0,426,3168,1381,48,36,28,56,35,466,138,possession
ITA-Serie A,2023,Empoli,Mattia Destro,ITA,"FW,MF",32,1991,4.1,107,1,7,55,46,18,107,4,1,25.0,1,25.0,53,267,114,4,3,3,11,2,78,19,possession
ITA-Serie A,2023,Empoli,Nicolas Haas,SUI,MF,27,1996,1.0,63,4,15,36,12,1,63,0,0,,0,,35,141,35,0,1,0,1,0,41,4,possession
ITA-Serie A,2023,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",22,2000,28.4,1012,7,86,357,589,115,1012,86,29,33.7,41,47.7,704,6111,2853,128,51,48,59,36,744,197,possession
ITA-Serie A,2023,Empoli,Roberto Piccoli,ITA,FW,22,2001,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0,possession
ITA-Serie A,2023,Empoli,Răzvan Marin,ROU,MF,27,1996,20.2,1101,36,230,591,289,15,1101,30,15,50.0,14,46.7,544,2691,1243,21,17,5,24,19,654,24,possession
ITA-Serie A,2023,Empoli,Samuele Perisan,ITA,GK,25,1997,1.0,33,32,33,0,0,0,33,0,0,,0,,13,61,53,0,0,0,0,0,12,0,possession
ITA-Serie A,2023,Empoli,Sebastian Walukiewicz,POL,DF,23,2000,22.8,1280,235,775,485,33,6,1280,10,8,80.0,2,20.0,699,4205,2406,14,13,0,15,2,764,5,possession
ITA-Serie A,2023,Empoli,Sebastiano Luperto,ITA,DF,26,1996,37.8,2130,297,1165,876,103,29,2130,9,7,77.8,2,22.2,1172,5285,2754,13,12,0,12,1,1312,13,possession
ITA-Serie A,2023,Empoli,Simone Bastoni,ITA,"MF,DF",26,1996,8.3,464,29,123,216,132,12,464,9,4,44.4,5,55.6,204,988,464,12,11,0,12,9,240,26,possession
ITA-Serie A,2023,Empoli,Steven Shpendi,ALB,"FW,MF",20,2003,4.6,125,0,8,61,58,20,125,8,2,25.0,5,62.5,80,345,103,3,1,2,20,9,95,32,possession
ITA-Serie A,2023,Empoli,Szymon Żurkowski,POL,MF,25,1997,9.6,351,10,56,189,111,14,351,15,4,26.7,9,60.0,207,1162,561,17,15,2,19,19,221,37,possession
ITA-Serie A,2023,Empoli,Tommaso Baldanzi,ITA,"MF,FW",20,2003,8.3,347,2,28,151,176,26,347,26,7,26.9,16,61.5,230,1420,641,20,16,6,19,13,260,40,possession
ITA-Serie A,2023,Empoli,Tyronne Ebuehi,NGA,DF,27,1995,12.2,668,44,266,258,150,20,668,13,4,30.8,7,53.8,345,2020,1217,34,14,6,19,4,360,35,possession
ITA-Serie A,2023,Empoli,Viktor Kovalenko,UKR,MF,27,1996,6.8,314,8,54,165,95,13,314,9,2,22.2,7,77.8,165,539,201,4,0,1,9,6,210,24,possession
ITA-Serie A,2023,Empoli,Youssef Maleh,MAR,MF,24,1998,28.9,1328,52,317,681,344,28,1328,16,8,50.0,7,43.8,605,2646,1233,17,25,4,40,18,754,65,possession
ITA-Serie A,2023,Fiorentina,Alfred Duncan,GHA,MF,30,1993,21.0,1184,26,157,698,343,17,1184,40,20,50.0,16,40.0,634,2974,1442,23,26,3,18,19,777,47,possession
ITA-Serie A,2023,Fiorentina,Andrea Belotti,ITA,FW,29,1993,10.5,302,6,14,135,156,47,302,6,1,16.7,3,50.0,158,753,237,10,4,4,23,13,221,60,possession
ITA-Serie A,2023,Fiorentina,Antonín Barák,CZE,"MF,FW",28,1994,9.0,473,6,38,218,219,40,473,13,4,30.8,8,61.5,310,1648,634,17,23,1,15,16,372,64,possession
ITA-Serie A,2023,Fiorentina,Arthur Melo,BRA,MF,26,1996,22.1,1654,46,334,1026,320,8,1653,20,11,55.0,4,20.0,1099,6199,2393,21,43,2,14,15,1243,27,possession
ITA-Serie A,2023,Fiorentina,Christian Kouamé,CIV,FW,25,1997,12.1,616,12,57,244,322,50,616,29,9,31.0,18,62.1,361,1469,455,12,12,5,48,29,471,110,possession
ITA-Serie A,2023,Fiorentina,Cristiano Biraghi,ITA,DF,30,1992,26.2,2027,62,461,893,688,14,2026,14,4,28.6,9,64.3,958,4317,2283,55,55,3,15,6,1132,109,possession
ITA-Serie A,2023,Fiorentina,Davide Faraoni,ITA,DF,31,1991,4.4,298,15,72,153,73,4,298,4,1,25.0,3,75.0,159,842,408,7,1,1,4,2,176,16,possession
ITA-Serie A,2023,Fiorentina,Dodô,BRA,DF,24,1998,5.8,391,20,97,201,97,7,391,18,10,55.6,5,27.8,244,1563,857,20,10,4,9,1,251,21,possession
ITA-Serie A,2023,Fiorentina,Fabiano Parisi,ITA,DF,22,2000,16.2,1171,51,327,551,313,25,1171,42,24,57.1,11,26.2,702,4605,2491,50,41,10,25,17,705,64,possession
ITA-Serie A,2023,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,4.1,160,6,17,72,74,11,160,14,3,21.4,9,64.3,90,696,357,14,8,2,11,6,115,25,possession
ITA-Serie A,2023,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,25.3,1340,16,118,697,541,69,1339,51,30,58.8,16,31.4,913,4921,2134,60,67,14,46,29,1025,107,possession
ITA-Serie A,2023,Fiorentina,Gino Infantino,ARG,MF,20,2003,1.1,59,0,5,39,15,1,59,3,3,100.0,0,0.0,41,138,49,0,1,0,1,4,46,4,possession
ITA-Serie A,2023,Fiorentina,Jonathan Ikone,FRA,FW,25,1998,18.7,641,8,55,249,346,84,641,46,21,45.7,20,43.5,433,3266,1469,51,21,36,28,22,484,154,possession
ITA-Serie A,2023,Fiorentina,Josip Brekalo,CRO,FW,25,1998,7.2,346,2,37,147,168,18,346,18,8,44.4,9,50.0,231,1320,542,14,11,7,10,3,264,69,possession
ITA-Serie A,2023,Fiorentina,Lorenzo Amatucci,ITA,MF,19,2004,0.2,26,0,1,15,10,1,26,0,0,,0,,13,52,17,1,0,0,0,0,17,1,possession
ITA-Serie A,2023,Fiorentina,Luca Ranieri,ITA,DF,24,1999,22.9,1538,120,683,775,89,16,1538,13,4,30.8,8,61.5,937,4601,2808,17,22,0,13,0,1013,5,possession
ITA-Serie A,2023,Fiorentina,Lucas Beltrán,ARG,"FW,MF",22,2001,18.8,669,16,49,280,343,89,668,31,12,38.7,17,54.8,384,1500,542,12,10,6,56,31,478,113,possession
ITA-Serie A,2023,Fiorentina,Lucas Martínez Quarta,ARG,DF,27,1996,25.5,1966,115,782,1064,132,41,1966,28,13,46.4,13,46.4,1184,6590,3542,23,20,3,21,7,1294,16,possession
ITA-Serie A,2023,Fiorentina,M'Bala Nzola,ANG,FW,26,1996,17.2,546,24,37,192,322,89,545,30,14,46.7,14,46.7,339,1744,490,21,15,10,65,38,419,143,possession
ITA-Serie A,2023,Fiorentina,Maxime Lopez,FRA,MF,25,1997,8.9,724,19,145,459,120,8,724,4,2,50.0,2,50.0,470,2352,1174,14,12,1,4,1,543,11,possession
ITA-Serie A,2023,Fiorentina,Michael Kayode,ITA,DF,19,2004,22.9,1537,72,478,703,371,23,1537,47,22,46.8,21,44.7,834,4821,2245,45,31,7,30,8,941,102,possession
ITA-Serie A,2023,Fiorentina,Nicolás González,ARG,FW,25,1998,21.3,1097,15,92,470,554,133,1094,89,34,38.2,47,52.8,684,3854,1664,53,51,20,42,29,821,190,possession
