league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2021,Lens,Manuel Perez,FRA,"MF,FW",29,1991,4,1,128,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,FRA,"MF,FW",29,1991,1.4,57,4,11,38,8,0,57,0,0,,0,,22,109,39,1,2,0,1,1,26,1,possession,FRA,"MF,FW",29,1991,1.4,1,0,1,0,0,0,8,0.0,8,2,0,2,2,3,2,0,defense,FRA,"MF,FW",29,1991,1.4,0,1,0,0.0,0.7,0.0,0.0,,26.0,1,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,FRA,"MF,FW",29,1991,1.4,37,43,86.0,689,183,17,19,89.5,15,16,93.8,5,6,83.3,0,0.0,0.0,0.0,0,6,0,0,6,passing,FRA,"MF,FW",29,1991,1.4,1,0,0,3,0,0,0,2,0,0,0,0,3,2,2,50.0,misc
FRA-Ligue 1,2021,Metz,Marc-Aurèle Caillard,FRA,GK,26,1994,5,4,361,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,26,1994,4.0,115,107,114,1,0,0,115,0,0,,0,,52,249,177,0,0,0,0,0,32,0,possession,FRA,GK,26,1994,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,FRA,GK,26,1994,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,26,1994,4.0,67,102,65.7,1867,1477,13,13,100.0,37,39,94.9,17,48,35.4,0,0.0,0.0,0.0,0,1,0,0,0,passing,FRA,GK,26,1994,4.0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,100.0,misc
FRA-Ligue 1,2021,Lyon,Marcelo,BRA,DF,33,1987,34,34,2907,32.3,3,0,3,3,0,0,7,2,1.8,1.8,0.5,2.3,18,146,6,0.09,0.0,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,standard,BRA,DF,33,1987,32.3,2396,244,1057,1260,89,42,2396,5,3,60.0,2,40.0,1445,6904,4470,18,10,1,10,2,1653,6,possession,BRA,DF,33,1987,32.3,44,29,30,12,2,26,37,70.3,11,35,25,10,49,93,122,2,defense,BRA,DF,33,1987,32.3,3,24,7,29.2,0.74,0.22,0.13,0.43,12.3,1,0,0,1.8,1.8,0.07,1.2,1.2,shooting,BRA,DF,33,1987,32.3,1828,2080,87.9,35926,13417,613,661,92.7,988,1052,93.9,204,326,62.6,0,0.5,0.7,-0.5,8,125,7,1,146,passing,BRA,DF,33,1987,32.3,7,2,1,38,9,1,5,49,29,0,1,0,186,111,44,71.6,misc
FRA-Ligue 1,2021,Paris S-G,Marcin Bułka,POL,GK,20,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POL,GK,20,1999,1.0,32,29,30,2,0,0,32,0,0,,0,,17,100,68,0,0,0,0,0,15,0,possession,POL,GK,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,defense,POL,GK,20,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POL,GK,20,1999,1.0,26,31,83.9,518,390,8,8,100.0,15,16,93.8,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,POL,GK,20,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,misc
FRA-Ligue 1,2021,Nîmes,Marco Majouga,CTA,"FW,MF",19,2001,8,0,124,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.8,5,6,8,0.0,0.0,0.0,0.0,0.0,0.12,0.47,0.58,0.12,0.58,standard,CTA,"FW,MF",19,2001,1.4,56,0,1,26,30,2,56,5,1,20.0,4,80.0,39,254,119,5,2,1,3,3,45,8,possession,CTA,"FW,MF",19,2001,1.4,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,defense,CTA,"FW,MF",19,2001,1.4,0,5,1,20.0,3.63,0.73,0.0,0.0,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,CTA,"FW,MF",19,2001,1.4,27,37,73.0,422,105,13,15,86.7,10,14,71.4,3,4,75.0,0,0.7,0.1,-0.7,3,5,0,0,6,passing,CTA,"FW,MF",19,2001,1.4,0,0,0,3,1,1,3,0,1,0,0,0,8,4,2,66.7,misc
FRA-Ligue 1,2021,Paris S-G,Marco Verratti,ITA,MF,27,1992,21,16,1492,16.6,0,2,2,0,0,0,7,0,1.3,1.3,2.4,3.7,38,188,67,0.0,0.12,0.12,0.0,0.12,0.08,0.15,0.23,0.08,0.23,standard,ITA,MF,27,1992,16.6,1978,30,245,1283,467,39,1978,60,48,80.0,12,20.0,1322,6021,3249,38,51,10,30,29,1636,67,possession,ITA,MF,27,1992,16.6,53,30,17,25,11,24,72,33.3,48,22,5,17,26,79,4,1,defense,ITA,MF,27,1992,16.6,0,10,4,40.0,0.6,0.24,0.0,0.0,16.8,0,0,0,1.3,1.3,0.13,-1.3,-1.3,shooting,ITA,MF,27,1992,16.6,1632,1792,91.1,23144,7243,932,980,95.1,511,553,92.4,91,131,69.5,2,2.4,2.9,-0.4,24,173,33,1,188,passing,ITA,MF,27,1992,16.6,7,0,0,28,51,1,11,26,30,0,0,0,130,11,12,47.8,misc
FRA-Ligue 1,2021,Nantes,Marcus Coco,FRA,"MF,FW",24,1996,32,16,1474,16.4,0,2,2,0,0,0,5,0,0.8,0.8,0.8,1.6,36,40,97,0.0,0.12,0.12,0.0,0.12,0.05,0.05,0.1,0.05,0.1,standard,FRA,"MF,FW",24,1996,16.4,814,21,121,420,284,33,814,41,23,56.1,18,43.9,451,2586,1072,36,31,6,51,35,574,97,possession,FRA,"MF,FW",24,1996,16.4,36,21,17,15,4,16,36,44.4,20,16,3,13,20,56,17,0,defense,FRA,"MF,FW",24,1996,16.4,0,13,2,15.4,0.79,0.12,0.0,0.0,15.7,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,FRA,"MF,FW",24,1996,16.4,421,619,68.0,6097,1474,246,310,79.4,119,173,68.8,27,53,50.9,2,0.8,0.8,1.2,16,39,12,5,40,passing,FRA,"MF,FW",24,1996,16.4,5,0,0,48,36,2,48,20,21,1,0,0,97,37,44,45.7,misc
FRA-Ligue 1,2021,Marseille,Marley Aké,FRA,FW,19,2001,9,0,146,1.6,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,4,5,12,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,standard,FRA,FW,19,2001,1.6,56,2,8,24,25,7,56,8,4,50.0,4,50.0,35,258,98,4,2,0,4,5,43,12,possession,FRA,FW,19,2001,1.6,3,3,1,0,2,0,1,0.0,1,2,0,2,0,3,1,0,defense,FRA,FW,19,2001,1.6,0,4,0,0.0,2.47,0.0,0.0,,12.7,0,0,0,1.0,1.0,0.26,-1.0,-1.0,shooting,FRA,FW,19,2001,1.6,22,31,71.0,290,108,15,16,93.8,6,7,85.7,0,3,0.0,0,0.0,0.0,0.0,0,3,1,0,5,passing,FRA,FW,19,2001,1.6,0,0,0,6,5,0,2,0,3,0,0,0,7,4,6,40.0,misc
FRA-Ligue 1,2021,Paris S-G,Marquinhos,BRA,DF,26,1994,25,24,2128,23.6,3,1,4,3,0,0,2,0,2.2,2.2,0.2,2.5,14,117,7,0.13,0.04,0.17,0.13,0.17,0.09,0.01,0.1,0.09,0.1,standard,BRA,DF,26,1994,23.6,1944,194,812,1069,78,28,1944,2,2,100.0,0,0.0,1258,6250,3857,14,16,0,8,3,1482,7,possession,BRA,DF,26,1994,23.6,27,21,14,10,3,15,26,57.7,11,21,9,12,27,54,75,2,defense,BRA,DF,26,1994,23.6,3,15,8,53.3,0.63,0.34,0.2,0.38,9.3,0,0,0,2.2,2.2,0.15,0.8,0.8,shooting,BRA,DF,26,1994,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,passing,BRA,DF,26,1994,23.6,2,0,0,14,5,1,1,27,21,0,0,0,149,49,28,63.6,misc
FRA-Ligue 1,2021,Reims,Marshall Munetsi,ZIM,"MF,DF",24,1996,27,21,1928,21.4,1,0,1,1,0,0,7,1,1.0,1.0,0.2,1.3,9,50,14,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,standard,ZIM,"MF,DF",24,1996,21.4,1151,138,475,584,106,15,1151,22,15,68.2,7,31.8,618,3285,1389,9,10,1,30,9,670,14,possession,ZIM,"MF,DF",24,1996,21.4,35,19,19,14,2,21,41,51.2,20,33,25,8,57,92,85,3,defense,ZIM,"MF,DF",24,1996,21.4,1,12,3,25.0,0.56,0.14,0.08,0.33,20.0,0,0,0,1.0,1.0,0.08,0.0,0.0,shooting,ZIM,"MF,DF",24,1996,21.4,700,847,82.6,13735,3075,231,273,84.6,370,414,89.4,88,129,68.2,0,0.2,0.4,-0.2,8,37,3,1,50,passing,ZIM,"MF,DF",24,1996,21.4,7,1,0,30,20,1,5,57,19,0,0,0,119,54,32,62.8,misc
FRA-Ligue 1,2021,Rennes,Martin Terrier,FRA,"FW,MF",23,1997,34,30,2436,27.1,9,7,16,8,1,1,2,1,5.3,4.6,3.6,8.2,57,64,188,0.33,0.26,0.59,0.3,0.55,0.2,0.13,0.33,0.17,0.3,standard,FRA,"FW,MF",23,1997,27.1,1070,8,68,441,570,121,1069,43,26,60.5,17,39.5,606,3319,1508,57,32,17,78,23,791,188,possession,FRA,"FW,MF",23,1997,27.1,33,15,5,15,13,10,36,27.8,26,23,0,23,16,49,7,0,defense,FRA,"FW,MF",23,1997,27.1,9,46,17,37.0,1.7,0.63,0.17,0.47,16.1,0,1,1,5.3,4.6,0.1,3.7,3.4,shooting,FRA,"FW,MF",23,1997,27.1,626,796,78.6,8597,1521,379,453,83.7,180,222,81.1,29,36,80.6,7,3.6,4.2,3.4,40,36,19,3,64,passing,FRA,"FW,MF",23,1997,27.1,2,1,0,34,39,9,17,16,15,0,0,0,84,49,65,43.0,misc
FRA-Ligue 1,2021,Saint-Étienne,Marvin Tshibuabua,FRA,DF,18,2002,1,0,43,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,standard,FRA,DF,18,2002,0.5,27,5,20,4,3,2,27,1,1,100.0,0,0.0,16,75,39,0,0,0,1,0,15,0,possession,FRA,DF,18,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,1,2,1,0,defense,FRA,DF,18,2002,0.5,0,2,0,0.0,4.19,0.0,0.0,,11.5,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,FRA,DF,18,2002,0.5,13,18,72.2,297,125,2,2,100.0,9,11,81.8,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,DF,18,2002,0.5,0,0,0,0,0,0,0,1,0,0,0,0,5,2,3,40.0,misc
FRA-Ligue 1,2021,Lens,Massadio Haïdara,MLI,DF,27,1992,25,24,2132,23.7,2,1,3,2,0,0,6,0,2.1,2.1,1.8,3.9,56,107,90,0.08,0.04,0.13,0.08,0.13,0.09,0.07,0.16,0.09,0.16,standard,MLI,DF,27,1992,23.7,1510,62,420,808,294,31,1510,31,15,48.4,16,51.6,789,4450,2837,56,27,4,32,8,887,90,possession,MLI,DF,27,1992,23.7,48,32,21,21,6,23,37,62.2,14,29,6,23,35,83,60,0,defense,MLI,DF,27,1992,23.7,2,12,4,33.3,0.51,0.17,0.17,0.5,12.2,0,0,0,2.1,2.1,0.18,-0.1,-0.1,shooting,MLI,DF,27,1992,23.7,1006,1239,81.2,17133,6201,485,551,88.0,407,477,85.3,88,146,60.3,1,1.8,1.6,-0.8,17,63,18,9,107,passing,MLI,DF,27,1992,23.7,6,0,0,33,35,2,44,35,32,1,0,0,119,42,27,60.9,misc
FRA-Ligue 1,2021,Angers,Mateo Pavlović,BIH,DF,30,1990,14,12,1104,12.3,0,1,1,0,0,0,3,0,0.4,0.4,0.6,1.0,2,22,0,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08,standard,BIH,DF,30,1990,12.3,632,77,337,290,9,7,632,0,0,,0,,350,1593,816,2,1,0,2,1,389,0,possession,BIH,DF,30,1990,12.3,11,6,8,3,0,8,23,34.8,15,13,11,2,21,32,40,0,defense,BIH,DF,30,1990,12.3,0,4,0,0.0,0.33,0.0,0.0,,10.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,shooting,BIH,DF,30,1990,12.3,465,534,87.1,8300,3402,177,188,94.1,243,271,89.7,34,56,60.7,1,0.6,0.1,0.4,2,18,2,0,22,passing,BIH,DF,30,1990,12.3,3,0,0,16,2,0,0,21,6,0,0,0,59,23,19,54.8,misc
FRA-Ligue 1,2021,Angers,Mathias Pereira Lage,POR,"FW,MF",23,1996,28,16,1467,16.3,4,1,5,4,0,0,5,0,2.1,2.1,0.6,2.7,24,44,87,0.25,0.06,0.31,0.25,0.31,0.13,0.04,0.16,0.13,0.16,standard,POR,"FW,MF",23,1996,16.3,666,18,122,317,238,27,666,39,17,43.6,22,56.4,356,1950,883,24,30,6,37,16,428,87,possession,POR,"FW,MF",23,1996,16.3,29,17,12,15,2,10,40,25.0,30,21,4,17,15,44,16,0,defense,POR,"FW,MF",23,1996,16.3,4,28,10,35.7,1.72,0.61,0.14,0.4,21.7,2,0,0,2.1,2.1,0.08,1.9,1.9,shooting,POR,"FW,MF",23,1996,16.3,336,462,72.7,4860,1456,202,240,84.2,101,147,68.7,17,31,54.8,1,0.6,0.6,0.4,10,26,7,3,44,passing,POR,"FW,MF",23,1996,16.3,5,0,0,29,15,2,26,15,17,0,1,0,61,21,39,35.0,misc
FRA-Ligue 1,2021,Reims,Mathieu Cafaro,FRA,"MF,FW",23,1997,31,27,2074,23.0,4,2,6,4,0,0,3,0,2.7,2.7,2.6,5.3,61,69,111,0.17,0.09,0.26,0.17,0.26,0.12,0.11,0.23,0.12,0.23,standard,FRA,"MF,FW",23,1997,23.0,1110,13,180,497,454,44,1110,52,21,40.4,31,59.6,660,4307,2159,61,52,14,57,13,767,111,possession,FRA,"MF,FW",23,1997,23.0,40,17,15,19,6,13,43,30.2,30,11,0,11,17,57,12,0,defense,FRA,"MF,FW",23,1997,23.0,4,60,21,35.0,2.6,0.91,0.07,0.19,24.9,10,0,0,2.7,2.7,0.04,1.3,1.3,shooting,FRA,"MF,FW",23,1997,23.0,515,840,61.3,9450,2697,242,308,78.6,183,275,66.5,77,197,39.1,2,2.6,2.4,-0.6,24,54,25,10,69,passing,FRA,"MF,FW",23,1997,23.0,3,0,0,29,37,5,110,17,17,0,0,0,111,8,17,32.0,misc
FRA-Ligue 1,2021,Saint-Étienne,Mathieu Debuchy,FRA,DF,35,1985,26,25,2103,23.4,2,1,3,2,0,0,5,0,2.7,2.7,1.5,4.2,33,80,91,0.09,0.04,0.13,0.09,0.13,0.12,0.07,0.18,0.12,0.18,standard,FRA,DF,35,1985,23.4,1585,87,524,670,399,40,1585,29,14,48.3,15,51.7,651,2926,1383,33,18,1,33,14,736,91,possession,FRA,DF,35,1985,23.4,58,33,37,17,4,40,62,64.5,22,27,9,18,45,103,61,0,defense,FRA,DF,35,1985,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,13.5,0,0,0,2.7,2.7,0.1,-0.7,-0.7,shooting,FRA,DF,35,1985,23.4,909,1267,71.7,14644,6942,509,588,86.6,292,404,72.3,86,197,43.7,1,1.5,1.0,-0.5,18,71,28,17,80,passing,FRA,DF,35,1985,23.4,5,0,0,40,18,4,96,45,33,0,3,0,116,70,31,69.3,misc
FRA-Ligue 1,2021,Saint-Étienne,Mathys Saban,FRA,FW,18,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,18,2002,0.1,3,0,0,3,0,0,3,0,0,,0,,4,19,0,0,0,0,0,1,4,1,possession,FRA,FW,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,18,2002,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,18,2002,0.1,3,3,100.0,36,4,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing,FRA,FW,18,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2021,Nîmes,Matteo Ahlinvi,BEN,MF,21,1999,20,10,899,10.0,2,0,2,2,0,0,0,0,1.4,1.4,0.2,1.5,31,25,17,0.2,0.0,0.2,0.2,0.2,0.14,0.02,0.16,0.14,0.16,standard,BEN,MF,21,1999,10.0,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166,31,14,3,26,16,302,17,possession,BEN,MF,21,1999,10.0,26,20,10,14,2,11,39,28.2,28,6,0,6,2,28,8,0,defense,BEN,MF,21,1999,10.0,2,12,7,58.3,1.2,0.7,0.17,0.29,22.5,0,0,0,1.4,1.4,0.11,0.6,0.6,shooting,BEN,MF,21,1999,10.0,258,322,80.1,4276,822,121,131,92.4,116,144,80.6,15,25,60.0,0,0.2,0.1,-0.2,5,12,2,0,25,passing,BEN,MF,21,1999,10.0,0,0,0,17,15,1,6,2,20,0,1,0,57,8,13,38.1,misc
FRA-Ligue 1,2021,Lorient,Matthieu Dreyer,FRA,GK,31,1989,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,31,1989,15.0,395,342,393,2,0,0,395,1,0,0.0,1,100.0,174,1021,608,0,0,0,0,0,123,0,possession,FRA,GK,31,1989,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,2,defense,FRA,GK,31,1989,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,31,1989,15.0,225,358,62.8,7179,5810,26,28,92.9,110,111,99.1,88,216,40.7,0,0.0,0.0,0.0,0,2,0,0,0,passing,FRA,GK,31,1989,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0,misc
FRA-Ligue 1,2021,Metz,Matthieu Udol,FRA,DF,24,1996,25,19,1724,19.2,0,3,3,0,0,0,1,1,0.6,0.6,2.7,3.3,50,58,77,0.0,0.16,0.16,0.0,0.16,0.03,0.14,0.17,0.03,0.17,standard,FRA,DF,24,1996,19.2,1171,41,365,535,283,19,1171,31,15,48.4,16,51.6,615,3444,1848,50,31,6,32,17,660,77,possession,FRA,DF,24,1996,19.2,34,21,18,12,4,17,39,43.6,22,25,5,20,39,73,30,0,defense,FRA,DF,24,1996,19.2,0,13,4,30.8,0.68,0.21,0.0,0.0,21.5,0,0,0,0.6,0.6,0.05,-0.6,-0.6,shooting,FRA,DF,24,1996,19.2,775,959,80.8,12133,4433,418,462,90.5,295,348,84.8,44,103,42.7,3,2.7,1.8,0.3,23,35,16,10,58,passing,FRA,DF,24,1996,19.2,1,1,0,15,18,0,59,39,21,0,2,0,108,17,14,54.8,misc
FRA-Ligue 1,2021,Rennes,Matthis Abline,FRA,FW,17,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,17,2003,0.0,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,possession,FRA,FW,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,17,2003,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,17,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2021,Lyon,Mattia De Sciglio,ITA,DF,27,1992,29,14,1467,16.3,0,1,1,0,0,0,4,1,0.1,0.1,1.0,1.1,25,79,82,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,standard,ITA,DF,27,1992,16.3,1136,58,353,555,235,16,1136,21,12,57.1,9,42.9,586,2623,1274,25,18,3,17,2,695,82,possession,ITA,DF,27,1992,16.3,29,17,15,11,3,18,27,66.7,9,13,4,9,27,56,44,0,defense,ITA,DF,27,1992,16.3,0,3,1,33.3,0.18,0.06,0.0,0.0,25.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ITA,DF,27,1992,16.3,811,980,82.8,13250,4970,409,448,91.3,318,379,83.9,60,99,60.6,1,1.0,1.3,0.0,9,62,18,6,79,passing,ITA,DF,27,1992,16.3,4,1,0,22,10,0,33,27,17,0,0,0,107,19,12,61.3,misc
FRA-Ligue 1,2021,Strasbourg,Matz Sels,BEL,GK,28,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,GK,28,1992,6.0,188,165,188,0,0,0,188,0,0,,0,,87,496,237,0,0,0,0,0,66,0,possession,BEL,GK,28,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,defense,BEL,GK,28,1992,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,GK,28,1992,6.0,108,174,62.1,3738,3078,15,15,100.0,38,38,100.0,55,121,45.5,0,0.0,0.0,0.0,0,1,1,0,0,passing,BEL,GK,28,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,misc
FRA-Ligue 1,2021,Paris S-G,Mauro Icardi,ARG,FW,27,1993,20,11,1079,12.0,7,3,10,6,1,1,1,0,8.6,7.8,2.7,10.5,3,12,46,0.58,0.25,0.83,0.5,0.75,0.72,0.22,0.94,0.65,0.87,standard,ARG,FW,27,1993,12.0,263,7,15,111,137,66,262,5,3,60.0,2,40.0,116,411,180,3,3,1,13,7,178,46,possession,ARG,FW,27,1993,12.0,6,2,1,2,3,4,13,30.8,9,3,1,2,3,9,7,0,defense,ARG,FW,27,1993,12.0,7,38,13,34.2,3.17,1.08,0.16,0.46,9.8,0,1,1,8.6,7.8,0.21,-1.6,-1.8,shooting,ARG,FW,27,1993,12.0,142,182,78.0,1713,385,93,111,83.8,27,37,73.0,5,6,83.3,3,2.7,2.1,0.3,15,7,3,0,12,passing,ARG,FW,27,1993,12.0,1,0,0,9,11,6,3,3,2,2,0,0,20,15,11,57.7,misc
FRA-Ligue 1,2021,Lyon,Maxence Caqueret,FRA,MF,20,2000,29,19,1761,19.6,0,1,1,0,0,0,4,1,0.7,0.7,1.6,2.3,24,174,44,0.0,0.05,0.05,0.0,0.05,0.04,0.08,0.12,0.04,0.12,standard,FRA,MF,20,2000,19.6,1309,15,194,802,335,25,1309,44,33,75.0,11,25.0,765,3454,1536,24,25,7,38,29,915,44,possession,FRA,MF,20,2000,19.6,72,45,17,39,16,35,106,33.0,71,35,3,32,23,95,5,2,defense,FRA,MF,20,2000,19.6,0,10,1,10.0,0.51,0.05,0.0,0.0,21.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,FRA,MF,20,2000,19.6,921,1077,85.5,14607,5416,478,537,89.0,330,367,89.9,72,95,75.8,1,1.6,2.4,-0.6,16,108,30,2,174,passing,FRA,MF,20,2000,19.6,4,1,1,31,26,0,13,23,45,0,0,0,140,9,12,42.9,misc
FRA-Ligue 1,2021,Saint-Étienne,Maxence Rivera,FRA,"MF,FW",18,2002,17,1,239,2.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,9,18,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,FRA,"MF,FW",18,2002,2.7,162,3,28,82,57,2,162,14,5,35.7,9,64.3,103,531,287,6,4,2,14,4,105,18,possession,FRA,"MF,FW",18,2002,2.7,12,10,6,4,2,4,10,40.0,6,5,0,5,1,13,0,0,defense,FRA,"MF,FW",18,2002,2.7,0,2,1,50.0,0.75,0.38,0.0,0.0,21.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,FRA,"MF,FW",18,2002,2.7,79,108,73.1,1293,317,40,48,83.3,31,41,75.6,6,13,46.2,0,0.1,0.1,-0.1,2,6,2,2,9,passing,FRA,"MF,FW",18,2002,2.7,0,0,0,2,2,0,10,1,10,0,0,0,18,1,5,16.7,misc
