league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
FRA-Ligue 1,2021,Rennes,Alfred Gomis,SEN,GK,26,1993,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,GK,26,1993,22.0,706,574,697,11,0,0,706,0,0,,0,,406,1470,951,0,0,0,0,0,313,0,possession,SEN,GK,26,1993,22.0,1,1,1,0,0,1,1,100.0,0,0,0,0,3,4,10,1,defense,SEN,GK,26,1993,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,GK,26,1993,22.0,524,663,79.0,13097,9923,118,119,99.2,277,280,98.9,126,259,48.6,0,0.0,0.0,0.0,0,3,0,0,0,passing,SEN,GK,26,1993,22.0,1,0,0,1,3,0,0,3,1,0,1,0,39,7,0,100.0,misc
FRA-Ligue 1,2021,Bordeaux,Amadou Traore,FRA,"FW,MF",18,2002,19,0,304,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,19,1,27,0.0,0.3,0.3,0.0,0.3,0.06,0.24,0.3,0.06,0.3,standard,FRA,"FW,MF",18,2002,3.4,161,3,23,64,79,16,161,24,9,37.5,15,62.5,106,1010,447,19,8,10,11,13,121,27,possession,FRA,"FW,MF",18,2002,3.4,6,1,2,2,2,2,9,22.2,7,9,0,9,1,7,2,0,defense,FRA,"FW,MF",18,2002,3.4,0,3,1,33.3,0.89,0.3,0.0,0.0,18.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,shooting,FRA,"FW,MF",18,2002,3.4,66,95,69.5,794,132,46,55,83.6,13,20,65.0,2,7,28.6,1,0.8,0.6,0.2,6,0,1,1,1,passing,FRA,"FW,MF",18,2002,3.4,0,0,0,5,10,0,15,1,1,0,0,0,14,1,4,20.0,misc
FRA-Ligue 1,2021,Montpellier,Ambroise Oyongo,CMR,DF,29,1991,13,5,558,6.2,1,1,2,1,0,0,1,0,0.3,0.3,0.2,0.5,6,29,15,0.16,0.16,0.32,0.16,0.32,0.05,0.04,0.08,0.05,0.08,standard,CMR,DF,29,1991,6.2,375,28,132,182,64,1,375,6,1,16.7,5,83.3,196,977,464,6,5,0,5,2,216,15,possession,CMR,DF,29,1991,6.2,13,6,10,3,0,9,15,60.0,6,3,2,1,8,21,26,1,defense,CMR,DF,29,1991,6.2,1,1,1,100.0,0.16,0.16,1.0,1.0,10.6,0,0,0,0.3,0.3,0.3,0.7,0.7,shooting,CMR,DF,29,1991,6.2,231,307,75.2,4276,2033,95,105,90.5,109,136,80.1,25,54,46.3,1,0.2,0.4,0.8,3,22,5,3,29,passing,CMR,DF,29,1991,6.2,1,0,0,7,7,0,12,8,6,0,1,0,27,6,4,60.0,misc
FRA-Ligue 1,2021,Nice,Amine Gouiri,ALG,"FW,MF",20,2000,34,31,2747,30.5,12,7,19,8,4,4,5,0,14.4,11.5,7.1,18.6,87,78,269,0.39,0.23,0.62,0.26,0.49,0.47,0.23,0.7,0.38,0.61,standard,ALG,"FW,MF",20,2000,30.5,1518,29,134,587,816,165,1514,103,52,50.5,51,49.5,914,5563,2780,87,74,42,83,56,1113,269,possession,ALG,"FW,MF",20,2000,30.5,31,18,7,16,8,10,41,24.4,31,22,6,16,17,48,23,0,defense,ALG,"FW,MF",20,2000,30.5,12,76,29,38.2,2.49,0.95,0.11,0.28,16.5,7,4,4,14.4,11.5,0.15,-2.4,-3.5,shooting,ALG,"FW,MF",20,2000,30.5,871,1161,75.0,12918,2182,496,587,84.5,268,344,77.9,59,118,50.0,7,7.1,5.7,-0.1,51,30,37,4,78,passing,ALG,"FW,MF",20,2000,30.5,5,0,0,45,36,8,88,17,18,1,0,0,103,20,29,40.8,misc
FRA-Ligue 1,2021,Reims,Anastasios Donis,GRE,MF,23,1996,3,1,97,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2,0,13,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,GRE,MF,23,1996,1.1,33,0,5,13,17,1,33,2,0,0.0,2,100.0,18,103,65,2,1,0,4,0,27,13,possession,GRE,MF,23,1996,1.1,4,1,2,0,2,1,1,100.0,0,0,0,0,0,4,0,0,defense,GRE,MF,23,1996,1.1,0,1,0,0.0,0.93,0.0,0.0,,29.3,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,GRE,MF,23,1996,1.1,12,24,50.0,136,30,9,14,64.3,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,1,1,0,passing,GRE,MF,23,1996,1.1,0,1,0,3,0,3,5,0,1,0,0,0,3,2,0,100.0,misc
FRA-Ligue 1,2021,Paris S-G,Ander Herrera,ESP,MF,30,1989,31,18,1851,20.6,1,3,4,1,0,0,6,0,1.4,1.4,3.1,4.6,27,171,57,0.05,0.15,0.19,0.05,0.19,0.07,0.15,0.22,0.07,0.22,standard,ESP,MF,30,1989,20.6,1975,55,311,1250,424,30,1975,23,12,52.2,11,47.8,1205,5119,2693,27,31,1,25,10,1579,57,possession,ESP,MF,30,1989,20.6,53,35,17,26,10,30,77,39.0,47,31,5,26,31,84,22,1,defense,ESP,MF,30,1989,20.6,1,21,4,19.0,1.02,0.19,0.05,0.25,19.2,1,0,0,1.4,1.4,0.07,-0.4,-0.4,shooting,ESP,MF,30,1989,20.6,1580,1750,90.3,22413,6708,917,972,94.3,506,552,91.7,70,104,67.3,3,3.1,3.0,-0.1,24,185,22,3,171,passing,ESP,MF,30,1989,20.6,6,0,0,32,16,0,13,31,35,0,0,0,139,8,12,40.0,misc
FRA-Ligue 1,2021,Nantes,Andrei Girotto,BRA,"DF,MF",28,1992,34,29,2668,29.6,1,1,2,1,0,0,3,1,1.5,1.5,1.6,3.1,18,118,6,0.03,0.03,0.07,0.03,0.07,0.05,0.05,0.1,0.05,0.1,standard,BRA,"DF,MF",28,1992,29.6,1811,158,793,912,116,33,1811,5,3,60.0,2,40.0,894,4410,2427,18,22,1,12,2,1036,6,possession,BRA,"DF,MF",28,1992,29.6,65,41,50,15,0,39,70,55.7,31,34,15,19,59,124,103,0,defense,BRA,"DF,MF",28,1992,29.6,1,29,6,20.7,0.98,0.2,0.03,0.17,21.3,5,0,0,1.5,1.5,0.05,-0.5,-0.5,shooting,BRA,"DF,MF",28,1992,29.6,1180,1482,79.6,21696,8517,470,531,88.5,590,699,84.4,106,208,51.0,1,1.6,1.3,-0.6,10,96,6,2,118,passing,BRA,"DF,MF",28,1992,29.6,3,1,0,32,25,0,9,59,41,0,1,0,136,85,52,62.0,misc
FRA-Ligue 1,2021,Lorient,Andrew Gravillon,GLP,DF,22,1998,26,26,2272,25.2,2,2,4,2,0,0,3,1,1.6,1.6,0.7,2.3,16,50,10,0.08,0.08,0.16,0.08,0.16,0.06,0.03,0.09,0.06,0.09,standard,GLP,DF,22,1998,25.2,1526,193,841,640,50,13,1526,8,7,87.5,1,12.5,822,3587,2051,16,13,1,16,4,887,10,possession,GLP,DF,22,1998,25.2,26,17,17,9,0,13,28,46.4,15,44,31,13,59,85,118,4,defense,GLP,DF,22,1998,25.2,2,14,4,28.6,0.55,0.16,0.14,0.5,16.3,1,0,0,1.6,1.6,0.11,0.4,0.4,shooting,GLP,DF,22,1998,25.2,906,1216,74.5,17053,7311,368,434,84.8,423,497,85.1,106,242,43.8,2,0.7,0.5,1.3,8,59,8,4,50,passing,GLP,DF,22,1998,25.2,3,1,0,18,36,0,9,59,17,0,2,1,140,53,51,51.0,misc
FRA-Ligue 1,2021,Nîmes,Andrés Cubas,PAR,MF,24,1996,27,27,2242,24.9,1,0,1,1,0,0,6,1,0.4,0.4,0.6,1.0,6,76,10,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.04,0.02,0.04,standard,PAR,MF,24,1996,24.9,1275,61,424,757,113,7,1275,17,10,58.8,7,41.2,673,2738,1240,6,11,2,25,23,669,10,possession,PAR,MF,24,1996,24.9,80,47,30,44,6,33,74,44.6,41,37,10,27,50,130,29,3,defense,PAR,MF,24,1996,24.9,1,11,5,45.5,0.44,0.2,0.09,0.2,23.7,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting,PAR,MF,24,1996,24.9,845,1018,83.0,15409,4847,334,383,87.2,381,429,88.8,94,146,64.4,0,0.6,0.6,-0.6,9,59,4,0,76,passing,PAR,MF,24,1996,24.9,6,1,1,36,17,0,12,50,47,0,0,0,226,4,20,16.7,misc
FRA-Ligue 1,2021,Montpellier,Andy Delort,ALG,FW,28,1991,30,30,2482,27.6,15,9,24,15,0,1,4,0,12.8,12.0,6.3,18.3,48,70,210,0.54,0.33,0.87,0.54,0.87,0.46,0.23,0.69,0.43,0.66,standard,ALG,FW,28,1991,27.6,1232,37,83,508,658,144,1231,62,31,50.0,31,50.0,620,2910,1238,48,28,25,75,23,923,210,possession,ALG,FW,28,1991,27.6,12,7,1,9,2,8,18,44.4,10,11,1,10,4,16,34,0,defense,ALG,FW,28,1991,27.6,15,90,35,38.9,3.26,1.27,0.17,0.43,16.7,2,0,1,12.8,12.0,0.14,2.2,3.0,shooting,ALG,FW,28,1991,27.6,530,905,58.6,8561,2293,281,402,69.9,162,295,54.9,58,104,55.8,9,6.3,6.0,2.7,54,39,39,24,70,passing,ALG,FW,28,1991,27.6,4,0,0,54,41,19,106,4,7,1,0,0,59,135,110,55.1,misc
FRA-Ligue 1,2021,Rennes,Andy Diouf,FRA,FW,17,2003,1,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,FW,17,2003,0.1,1,0,0,1,0,0,1,0,0,,0,,1,18,16,1,0,0,0,0,1,0,possession,FRA,FW,17,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,17,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,FW,17,2003,0.1,1,1,100.0,16,1,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,FW,17,2003,0.1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2021,Nice,Andy Pelmard,FRA,DF,20,2000,19,12,1207,13.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,22,60,10,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,FRA,DF,20,2000,13.4,1026,63,400,589,46,3,1026,11,10,90.9,1,9.1,679,3835,2222,22,4,1,16,5,734,10,possession,FRA,DF,20,2000,13.4,18,12,12,5,1,9,12,75.0,3,11,3,8,20,38,35,0,defense,FRA,DF,20,2000,13.4,0,2,1,50.0,0.15,0.07,0.0,0.0,15.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,FRA,DF,20,2000,13.4,825,911,90.6,13688,3512,401,416,96.4,374,404,92.6,44,69,63.8,0,0.0,0.2,0.0,1,49,2,0,60,passing,FRA,DF,20,2000,13.4,1,0,0,17,6,0,3,20,12,0,1,0,73,10,9,52.6,misc
FRA-Ligue 1,2021,Angers,Angelo Fulgini,FRA,MF,23,1996,33,33,2725,30.3,7,3,10,6,1,1,4,0,5.4,4.6,4.8,9.4,101,201,192,0.23,0.1,0.33,0.2,0.3,0.18,0.16,0.34,0.15,0.31,standard,FRA,MF,23,1996,30.3,2014,12,193,1143,708,86,2013,155,81,52.3,74,47.7,1400,7854,3982,101,81,21,98,69,1624,192,possession,FRA,MF,23,1996,30.3,22,13,4,12,6,12,34,35.3,22,17,0,17,15,37,9,0,defense,FRA,MF,23,1996,30.3,7,65,28,43.1,2.15,0.92,0.09,0.21,20.4,7,1,1,5.4,4.6,0.07,1.6,1.4,shooting,FRA,MF,23,1996,30.3,1289,1620,79.6,20421,5849,697,779,89.5,422,506,83.4,114,211,54.0,3,4.8,5.0,-1.8,58,117,38,7,201,passing,FRA,MF,23,1996,30.3,4,0,0,29,133,3,100,15,13,0,0,0,164,20,44,31.3,misc
FRA-Ligue 1,2021,Lens,Ansou Sow,SEN,MF,20,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,MF,20,2000,0.1,3,0,1,2,0,0,3,0,0,,0,,1,10,0,0,0,0,0,0,2,0,possession,SEN,MF,20,2000,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,SEN,MF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SEN,MF,20,2000,0.1,1,2,50.0,11,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,SEN,MF,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc
FRA-Ligue 1,2021,Nîmes,Anthony Briançon,FRA,DF,25,1994,16,14,1225,13.6,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.6,9,57,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,FRA,DF,25,1994,13.6,989,114,597,382,14,6,989,1,1,100.0,0,0.0,581,2812,1637,9,3,0,3,0,638,0,possession,FRA,DF,25,1994,13.6,12,7,9,3,0,9,19,47.4,10,19,12,7,33,45,57,2,defense,FRA,DF,25,1994,13.6,0,5,3,60.0,0.37,0.22,0.0,0.0,16.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting,FRA,DF,25,1994,13.6,722,850,84.9,16420,5969,185,205,90.2,381,424,89.9,152,208,73.1,0,0.2,0.3,-0.2,4,51,5,1,57,passing,FRA,DF,25,1994,13.6,4,0,0,9,10,1,2,33,7,0,0,0,70,24,21,53.3,misc
FRA-Ligue 1,2021,Strasbourg,Anthony Caci,FRA,DF,23,1997,33,32,2797,31.1,0,2,2,0,0,0,0,0,0.3,0.3,2.5,2.8,52,159,86,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,standard,FRA,DF,23,1997,31.1,2251,84,742,1145,384,16,2251,42,27,64.3,15,35.7,1154,5628,2749,52,37,4,35,16,1260,86,possession,FRA,DF,23,1997,31.1,80,46,47,27,6,35,69,50.7,34,30,4,26,55,135,65,1,defense,FRA,DF,23,1997,31.1,0,8,0,0.0,0.26,0.0,0.0,,24.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,FRA,DF,23,1997,31.1,1464,1921,76.2,28156,11238,624,714,87.4,591,727,81.3,220,383,57.4,2,2.5,2.7,-0.5,19,131,30,17,159,passing,FRA,DF,23,1997,31.1,0,0,0,32,14,0,74,55,46,0,0,0,214,27,42,39.1,misc
FRA-Ligue 1,2021,Lyon,Anthony Lopes,POR,GK,29,1990,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,29,1990,38.0,1264,1023,1238,26,1,0,1264,1,1,100.0,0,0.0,659,3002,1864,1,0,0,0,0,570,0,possession,POR,GK,29,1990,38.0,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,20,1,defense,POR,GK,29,1990,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,GK,29,1990,38.0,977,1183,82.6,25945,17606,176,177,99.4,499,501,99.6,300,501,59.9,0,0.0,0.1,0.0,0,11,1,0,9,passing,POR,GK,29,1990,38.0,2,0,0,2,6,0,0,1,1,0,2,2,68,4,0,100.0,misc
FRA-Ligue 1,2021,Saint-Étienne,Anthony Modeste,FRA,"FW,MF",32,1988,7,3,293,3.3,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,3,4,14,0.0,0.0,0.0,0.0,0.0,0.23,0.06,0.29,0.23,0.29,standard,FRA,"FW,MF",32,1988,3.3,85,5,10,46,29,14,85,0,0,,0,,39,118,37,3,1,2,11,2,71,14,possession,FRA,"FW,MF",32,1988,3.3,2,1,0,2,0,1,4,25.0,3,3,1,2,0,2,3,0,defense,FRA,"FW,MF",32,1988,3.3,0,9,1,11.1,2.76,0.31,0.0,0.0,16.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,shooting,FRA,"FW,MF",32,1988,3.3,32,55,58.2,392,54,19,30,63.3,9,16,56.3,1,2,50.0,0,0.2,0.0,-0.2,3,4,0,0,4,passing,FRA,"FW,MF",32,1988,3.3,1,0,0,5,2,0,2,0,1,0,0,0,1,12,14,46.2,misc
FRA-Ligue 1,2021,Dijon,Anthony Racioppi,SUI,GK,21,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,SUI,GK,21,1998,21.0,705,646,705,0,0,0,705,1,1,100.0,0,0.0,319,1483,883,0,0,0,0,0,259,0,possession,SUI,GK,21,1998,21.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,12,4,defense,SUI,GK,21,1998,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SUI,GK,21,1998,21.0,431,650,66.3,12101,9728,84,85,98.8,211,213,99.1,134,349,38.4,0,0.2,0.0,-0.2,1,10,0,0,0,passing,SUI,GK,21,1998,21.0,0,0,0,0,2,0,0,2,0,0,0,0,32,4,1,80.0,misc
FRA-Ligue 1,2021,Nîmes,Antoine Valerio,FRA,MF,20,1999,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,standard,FRA,MF,20,1999,0.8,25,1,10,14,2,0,25,1,0,0.0,1,100.0,16,66,45,0,0,0,2,0,14,2,possession,FRA,MF,20,1999,0.8,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,0,0,defense,FRA,MF,20,1999,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,MF,20,1999,0.8,15,18,83.3,250,92,7,7,100.0,7,8,87.5,1,3,33.3,0,0.2,0.1,-0.2,2,0,1,0,4,passing,FRA,MF,20,1999,0.8,0,0,0,2,0,0,0,2,0,0,0,0,6,0,1,0.0,misc
FRA-Ligue 1,2021,Angers,Antonin Bobichon,FRA,"MF,FW",24,1995,23,10,911,10.1,0,1,1,0,0,0,0,0,1.0,1.0,1.4,2.4,20,61,58,0.0,0.1,0.1,0.0,0.1,0.1,0.14,0.24,0.1,0.24,standard,FRA,"MF,FW",24,1995,10.1,652,6,66,363,230,20,652,26,18,69.2,8,30.8,419,2017,915,20,24,3,17,16,478,58,possession,FRA,"MF,FW",24,1995,10.1,23,14,10,8,5,9,15,60.0,6,4,1,3,2,25,1,0,defense,FRA,"MF,FW",24,1995,10.1,0,22,3,13.6,2.17,0.3,0.0,0.0,24.1,3,0,0,1.0,1.0,0.04,-1.0,-1.0,shooting,FRA,"MF,FW",24,1995,10.1,441,548,80.5,7153,1993,241,266,90.6,138,164,84.1,47,86,54.7,1,1.4,1.5,-0.4,17,39,5,0,61,passing,FRA,"MF,FW",24,1995,10.1,0,0,0,14,16,0,43,2,14,1,0,0,58,8,12,40.0,misc
FRA-Ligue 1,2021,Dijon,Aníbal Chalá,ECU,DF,24,1996,13,9,744,8.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,17,28,31,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,ECU,DF,24,1996,8.3,476,28,163,218,100,3,476,14,7,50.0,7,50.0,261,1324,756,17,16,1,14,3,266,31,possession,ECU,DF,24,1996,8.3,10,7,6,3,1,6,12,50.0,6,5,3,2,14,24,15,1,defense,ECU,DF,24,1996,8.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ECU,DF,24,1996,8.3,298,392,76.0,4642,2224,165,186,88.7,108,149,72.5,17,35,48.6,0,0.1,0.1,-0.1,3,22,3,0,28,passing,ECU,DF,24,1996,8.3,0,0,0,15,9,0,12,14,7,0,0,0,44,7,7,50.0,misc
FRA-Ligue 1,2021,Reims,Arber Zeneli,KVX,"MF,FW",25,1995,28,14,1289,14.3,3,3,6,3,0,0,1,0,1.5,1.5,1.8,3.2,47,33,104,0.21,0.21,0.42,0.21,0.42,0.1,0.12,0.23,0.1,0.23,standard,KVX,"MF,FW",25,1995,14.3,609,5,108,209,305,50,608,80,38,47.5,42,52.5,362,2943,1438,47,30,23,55,24,386,104,possession,KVX,"MF,FW",25,1995,14.3,20,10,11,1,8,8,22,36.4,14,12,1,11,3,23,8,0,defense,KVX,"MF,FW",25,1995,14.3,3,21,10,47.6,1.47,0.7,0.14,0.3,20.4,1,0,0,1.5,1.5,0.07,1.5,1.5,shooting,KVX,"MF,FW",25,1995,14.3,287,399,71.9,4317,1002,166,187,88.8,91,124,73.4,18,48,37.5,3,1.8,1.6,1.2,18,17,9,2,33,passing,KVX,"MF,FW",25,1995,14.3,1,0,0,13,24,5,53,3,10,0,0,0,72,7,19,26.9,misc
FRA-Ligue 1,2021,Marseille,Arkadiusz Milik,POL,FW,26,1994,15,14,1220,13.6,9,1,10,6,3,3,2,0,7.4,5.1,0.9,5.9,15,24,74,0.66,0.07,0.74,0.44,0.52,0.55,0.06,0.61,0.37,0.44,standard,POL,FW,26,1994,13.6,447,11,21,209,219,63,444,14,7,50.0,7,50.0,253,969,428,15,8,8,33,12,345,74,possession,POL,FW,26,1994,13.6,14,9,0,7,7,2,12,16.7,10,5,1,4,2,16,9,0,defense,POL,FW,26,1994,13.6,9,43,18,41.9,3.17,1.33,0.14,0.33,18.1,1,3,3,7.4,5.1,0.12,1.6,0.9,shooting,POL,FW,26,1994,13.6,228,305,74.8,3049,357,129,162,79.6,69,86,80.2,8,16,50.0,1,0.9,0.5,0.1,8,12,4,1,24,passing,POL,FW,26,1994,13.6,2,0,0,15,20,5,7,2,9,0,0,0,21,26,30,46.4,misc
FRA-Ligue 1,2021,Lorient,Armand Lauriente,FRA,"MF,FW",21,1998,29,16,1622,18.0,3,5,8,3,0,0,4,0,3.7,3.7,5.6,9.4,87,43,144,0.17,0.28,0.44,0.17,0.44,0.21,0.31,0.52,0.21,0.52,standard,FRA,"MF,FW",21,1998,18.0,846,5,75,358,439,56,846,97,55,56.7,42,43.3,542,4340,2178,87,61,27,65,36,593,144,possession,FRA,"MF,FW",21,1998,18.0,30,10,10,19,1,7,26,26.9,19,21,0,21,15,45,4,0,defense,FRA,"MF,FW",21,1998,18.0,3,59,20,33.9,3.27,1.11,0.05,0.15,23.8,14,0,0,3.7,3.7,0.06,-0.7,-0.7,shooting,FRA,"MF,FW",21,1998,18.0,427,568,75.2,6397,1746,246,272,90.4,120,171,70.2,36,76,47.4,5,5.6,4.6,-0.6,39,33,17,4,43,passing,FRA,"MF,FW",21,1998,18.0,4,0,0,23,37,8,90,15,10,1,0,0,82,13,16,44.8,misc
FRA-Ligue 1,2021,Lens,Arnaud Kalimuendo,FRA,"FW,MF",18,2002,28,13,1218,13.5,7,3,10,7,0,0,0,0,5.8,5.8,2.5,8.3,41,21,121,0.52,0.22,0.74,0.52,0.74,0.43,0.18,0.61,0.43,0.61,standard,FRA,"FW,MF",18,2002,13.5,446,3,17,184,255,53,446,45,23,51.1,22,48.9,315,1938,981,41,24,18,50,31,374,121,possession,FRA,"FW,MF",18,2002,13.5,8,2,2,2,4,1,7,14.3,6,11,0,11,2,10,2,0,defense,FRA,"FW,MF",18,2002,13.5,7,32,17,53.1,2.36,1.26,0.22,0.41,13.9,0,0,0,5.8,5.8,0.19,1.2,1.2,shooting,FRA,"FW,MF",18,2002,13.5,222,291,76.3,3163,450,127,154,82.5,76,96,79.2,7,11,63.6,3,2.5,1.1,0.5,15,8,13,4,21,passing,FRA,"FW,MF",18,2002,13.5,0,0,0,17,25,0,21,2,2,2,0,0,30,4,19,17.4,misc
FRA-Ligue 1,2021,Paris S-G,Arnaud Kalimuendo,FRA,FW,18,2002,1,1,73,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,0,11,0.0,0.0,0.0,0.0,0.0,0.23,0.05,0.29,0.23,0.29,standard,FRA,FW,18,2002,0.8,26,0,0,7,20,1,26,4,3,75.0,1,25.0,18,106,38,1,2,0,2,3,27,11,possession,FRA,FW,18,2002,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,FW,18,2002,0.8,0,2,1,50.0,2.47,1.23,0.0,0.0,18.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting,FRA,FW,18,2002,0.8,18,20,90.0,161,5,13,13,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,FRA,FW,18,2002,0.8,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,,misc
