league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Barcelona,Miralem Pjanić,BIH,MF,30,1990,19,6,627,7.0,0,0,0,0,0,0,1,0,1.0,1.0,0.6,1.6,18,61,11,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.22,0.14,0.22,standard,BIH,MF,30,1990,7.0,0,16,3,18.8,2.3,0.43,0.0,0.0,22.5,2,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting,BIH,MF,30,1990,7.0,1,0,0,4,10,0,9,11,8,0,0,0,54,10,4,71.4,misc,BIH,MF,30,1990,7.0,13,8,7,4,2,7,13,53.8,6,5,1,4,11,24,5,0,defense,BIH,MF,30,1990,7.0,688,761,90.4,10154,2874,381,401,95.0,250,270,92.6,33,47,70.2,0,0.6,1.0,-0.6,12,44,13,0,61,passing,BIH,MF,30,1990,7.0,829,15,156,469,212,11,829,7,7,100.0,0,0.0,512,2340,984,18,23,2,8,8,674,11,possession
ESP-La Liga,2020,Real Sociedad,Modibo Sagnan,MLI,DF,21,1999,16,7,622,6.9,0,0,0,0,0,0,3,0,0.6,0.6,0.3,0.9,10,22,2,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,standard,MLI,DF,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.0,0.0,23.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,shooting,MLI,DF,21,1999,6.9,3,0,0,13,4,0,1,6,7,0,0,0,33,12,11,52.2,misc,MLI,DF,21,1999,6.9,12,7,6,6,0,4,6,66.7,2,7,2,5,6,18,25,1,defense,MLI,DF,21,1999,6.9,339,387,87.6,7187,1786,89,100,89.0,191,208,91.8,55,68,80.9,0,0.3,0.1,-0.3,3,16,1,0,22,passing,MLI,DF,21,1999,6.9,461,55,218,229,18,8,461,6,4,66.7,2,33.3,293,1599,875,10,1,0,5,1,315,2,possession
ESP-La Liga,2020,Villarreal,Moi Gómez,ESP,"MF,FW",26,1994,35,29,2563,28.5,4,0,4,3,1,1,1,0,3.8,3.0,2.6,5.6,71,116,143,0.14,0.0,0.14,0.11,0.11,0.13,0.09,0.23,0.11,0.2,standard,ESP,"MF,FW",26,1994,28.5,4,22,10,45.5,0.77,0.35,0.14,0.3,17.3,0,1,1,3.8,3.0,0.14,0.2,0.0,shooting,ESP,"MF,FW",26,1994,28.5,1,0,0,20,32,9,72,11,12,0,1,0,162,7,35,16.7,misc,ESP,"MF,FW",26,1994,28.5,21,12,6,8,7,14,35,40.0,21,20,3,17,11,32,16,0,defense,ESP,"MF,FW",26,1994,28.5,1091,1329,82.1,16663,3557,617,676,91.3,355,436,81.4,76,119,63.9,0,2.6,4.0,-2.6,31,66,31,4,116,passing,ESP,"MF,FW",26,1994,28.5,1553,26,234,729,606,63,1552,67,36,53.7,31,46.3,958,5398,2530,71,57,11,31,30,1167,143,possession
ESP-La Liga,2020,Valencia,Mouctar Diakhaby,GUI,DF,23,1996,26,24,2079,23.1,1,0,1,1,0,0,4,1,1.2,1.2,0.0,1.2,7,47,8,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,standard,GUI,DF,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,11.7,0,0,0,1.2,1.2,0.1,-0.2,-0.2,shooting,GUI,DF,23,1996,23.1,4,1,0,21,8,4,1,27,8,0,1,0,112,45,24,65.2,misc,GUI,DF,23,1996,23.1,16,8,10,6,0,8,12,66.7,4,28,21,7,27,43,102,1,defense,GUI,DF,23,1996,23.1,841,997,84.4,17595,5973,255,279,91.4,462,503,91.8,117,186,62.9,0,0.0,0.1,0.0,1,44,0,0,47,passing,GUI,DF,23,1996,23.1,1220,225,748,435,47,22,1220,9,7,77.8,2,22.2,746,3764,1973,7,7,1,11,1,769,8,possession
ESP-La Liga,2020,Atlético Madrid,Moussa Dembélé,FRA,FW,24,1996,5,0,100,1.1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,4,1,12,0.0,0.0,0.0,0.0,0.0,0.92,0.02,0.94,0.92,0.94,standard,FRA,FW,24,1996,1.1,0,6,2,33.3,5.4,1.8,0.0,0.0,10.5,0,0,0,1.0,1.0,0.17,-1.0,-1.0,shooting,FRA,FW,24,1996,1.1,0,0,0,3,0,3,0,1,0,0,0,0,2,5,5,50.0,misc,FRA,FW,24,1996,1.1,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,defense,FRA,FW,24,1996,1.1,20,32,62.5,221,15,14,15,93.3,5,11,45.5,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,passing,FRA,FW,24,1996,1.1,46,0,1,21,25,10,46,2,2,100.0,0,0.0,28,294,93,4,2,2,6,1,38,12,possession
ESP-La Liga,2020,Sevilla,Munir El Haddadi,MAR,FW,24,1995,24,9,845,9.4,4,2,6,4,0,0,2,0,4.1,4.1,1.5,5.6,22,28,66,0.43,0.21,0.64,0.43,0.64,0.44,0.15,0.6,0.44,0.6,standard,MAR,FW,24,1995,9.4,4,31,12,38.7,3.3,1.28,0.13,0.33,17.9,1,0,0,4.1,4.1,0.13,-0.1,-0.1,shooting,MAR,FW,24,1995,9.4,2,0,0,22,28,7,17,5,8,0,0,0,55,8,15,34.8,misc,MAR,FW,24,1995,9.4,12,8,5,5,2,2,12,16.7,10,6,0,6,5,17,6,0,defense,MAR,FW,24,1995,9.4,273,342,79.8,3899,765,152,173,87.9,82,99,82.8,13,28,46.4,2,1.5,1.0,0.5,11,12,14,3,28,passing,MAR,FW,24,1995,9.4,457,7,46,211,204,45,457,22,13,59.1,9,40.9,300,1483,749,22,12,7,17,21,347,66,possession
ESP-La Liga,2020,Valladolid,Míchel,ESP,MF,32,1988,22,10,946,10.5,2,0,2,2,0,0,3,0,0.5,0.5,0.6,1.1,13,65,12,0.19,0.0,0.19,0.19,0.19,0.05,0.06,0.11,0.05,0.11,standard,ESP,MF,32,1988,10.5,2,10,5,50.0,0.95,0.48,0.2,0.4,25.5,2,0,0,0.5,0.5,0.05,1.5,1.5,shooting,ESP,MF,32,1988,10.5,3,0,0,16,11,0,44,9,11,0,0,0,85,5,8,38.5,misc,ESP,MF,32,1988,10.5,18,11,10,3,5,5,22,22.7,17,10,1,9,9,27,12,1,defense,ESP,MF,32,1988,10.5,551,694,79.4,9902,2864,247,268,92.2,208,252,82.5,76,133,57.1,0,0.6,1.0,-0.6,11,54,4,1,65,passing,ESP,MF,32,1988,10.5,781,20,171,451,168,5,781,18,8,44.4,10,55.6,410,1924,930,13,12,1,11,7,502,12,possession
ESP-La Liga,2020,Betis,Nabil Fekir,FRA,"MF,FW",27,1993,33,33,2622,29.1,5,6,11,4,1,3,5,1,7.0,4.6,5.2,9.8,103,152,182,0.17,0.21,0.38,0.14,0.34,0.24,0.18,0.42,0.16,0.34,standard,FRA,"MF,FW",27,1993,29.1,5,83,24,28.9,2.85,0.82,0.05,0.17,21.9,9,1,3,7.0,4.6,0.06,-2.0,-0.6,shooting,FRA,"MF,FW",27,1993,29.1,5,1,0,79,93,13,115,8,23,3,0,0,103,26,61,29.9,misc,FRA,"MF,FW",27,1993,29.1,45,23,9,22,14,7,43,16.3,36,31,2,29,8,53,2,0,defense,FRA,"MF,FW",27,1993,29.1,1048,1309,80.1,15519,4235,555,611,90.8,325,399,81.5,85,155,54.8,6,5.2,5.5,0.8,51,105,43,7,152,passing,FRA,"MF,FW",27,1993,29.1,1669,4,83,723,891,106,1666,117,85,72.6,32,27.4,1053,6519,3165,103,88,39,78,83,1323,182,possession
ESP-La Liga,2020,Real Madrid,Nacho,ESP,DF,30,1990,24,22,2000,22.2,1,0,1,1,0,0,8,0,1.1,1.1,0.3,1.4,42,72,37,0.05,0.0,0.05,0.05,0.05,0.05,0.01,0.06,0.05,0.06,standard,ESP,DF,30,1990,22.2,1,11,3,27.3,0.5,0.14,0.09,0.33,16.9,1,0,0,1.1,1.1,0.1,-0.1,-0.1,shooting,ESP,DF,30,1990,22.2,8,0,0,38,25,2,21,40,14,0,1,0,98,31,31,50.0,misc,ESP,DF,30,1990,22.2,27,14,13,11,3,12,35,34.3,23,19,9,10,40,67,58,0,defense,ESP,DF,30,1990,22.2,1124,1259,89.3,19368,7068,502,537,93.5,488,522,93.5,102,147,69.4,0,0.3,0.6,-0.3,4,76,4,2,72,passing,ESP,DF,30,1990,22.2,1443,117,601,687,164,25,1443,10,6,60.0,4,40.0,816,4487,2733,42,28,4,10,5,1000,37,possession
ESP-La Liga,2020,Valladolid,Nacho,ESP,DF,31,1989,23,21,1813,20.1,0,1,1,0,0,0,3,1,0.6,0.6,1.4,2.0,28,80,67,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.1,0.03,0.1,standard,ESP,DF,31,1989,20.1,0,8,1,12.5,0.4,0.05,0.0,0.0,22.3,3,0,0,0.6,0.6,0.08,-0.6,-0.6,shooting,ESP,DF,31,1989,20.1,3,1,0,14,22,0,67,29,21,0,1,0,128,21,21,50.0,misc,ESP,DF,31,1989,20.1,43,21,29,10,4,24,52,46.2,28,21,1,20,29,72,47,0,defense,ESP,DF,31,1989,20.1,736,1050,70.1,12799,5631,342,393,87.0,302,389,77.6,73,200,36.5,1,1.4,1.7,-0.4,22,65,17,10,80,passing,ESP,DF,31,1989,20.1,1254,57,391,564,309,20,1254,14,9,64.3,5,35.7,576,2622,1356,28,16,4,25,9,652,67,possession
ESP-La Liga,2020,Real Sociedad,Nacho Monreal,ESP,DF,34,1986,26,23,2082,23.1,1,1,2,1,0,0,1,0,1.2,1.2,1.3,2.5,24,71,119,0.04,0.04,0.09,0.04,0.09,0.05,0.06,0.11,0.05,0.11,standard,ESP,DF,34,1986,23.1,1,12,1,8.3,0.52,0.04,0.08,1.0,14.2,0,0,0,1.2,1.2,0.1,-0.2,-0.2,shooting,ESP,DF,34,1986,23.1,1,0,0,25,16,2,51,31,19,0,0,0,115,32,36,47.1,misc,ESP,DF,34,1986,23.1,31,19,17,11,3,7,20,35.0,13,14,3,11,31,62,43,0,defense,ESP,DF,34,1986,23.1,976,1235,79.0,14745,5438,536,593,90.4,353,433,81.5,55,118,46.6,1,1.3,1.3,-0.3,11,50,9,5,71,passing,ESP,DF,34,1986,23.1,1407,46,402,645,370,34,1407,11,8,72.7,3,27.3,678,2737,1162,24,26,1,13,9,796,119,possession
ESP-La Liga,2020,Osasuna,Nacho Vidal,ESP,DF,25,1995,34,25,2348,26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18,87,58,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,standard,ESP,DF,25,1995,26.1,0,10,2,20.0,0.38,0.08,0.0,0.0,19.1,1,0,0,0.8,0.8,0.08,-0.8,-0.8,shooting,ESP,DF,25,1995,26.1,10,0,0,43,35,1,50,43,28,0,0,0,130,54,28,65.9,misc,ESP,DF,25,1995,26.1,56,28,27,22,7,22,31,71.0,9,39,10,29,43,99,68,0,defense,ESP,DF,25,1995,26.1,709,1030,68.8,11857,5696,339,415,81.7,296,416,71.2,56,134,41.8,0,1.6,1.6,-1.6,12,52,20,9,87,passing,ESP,DF,25,1995,26.1,1335,96,461,576,305,22,1335,33,15,45.5,18,54.5,509,2915,1330,18,27,1,25,15,586,58,possession
ESP-La Liga,2020,Cádiz,Nano,ESP,FW,25,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,25,1995,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,FW,25,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,misc,ESP,FW,25,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,FW,25,1995,0.1,1,3,33.3,14,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,FW,25,1995,0.1,4,0,1,2,1,0,4,1,0,0.0,1,100.0,3,13,7,0,1,0,0,1,2,1,possession
ESP-La Liga,2020,Granada,Nehuén Pérez,ARG,DF,20,2000,14,9,741,8.2,0,0,0,0,0,0,4,0,0.7,0.7,0.0,0.7,2,6,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,ARG,DF,20,2000,8.2,0,5,1,20.0,0.61,0.12,0.0,0.0,9.8,0,0,0,0.7,0.7,0.13,-0.7,-0.7,shooting,ARG,DF,20,2000,8.2,4,0,0,10,1,0,0,12,3,0,0,0,22,15,20,42.9,misc,ARG,DF,20,2000,8.2,6,3,6,0,0,4,6,66.7,2,5,4,1,12,18,33,0,defense,ARG,DF,20,2000,8.2,150,199,75.4,3094,1049,48,55,87.3,84,98,85.7,17,42,40.5,0,0.0,0.0,0.0,0,6,0,0,6,passing,ARG,DF,20,2000,8.2,269,47,153,108,9,6,269,2,2,100.0,0,0.0,125,785,462,2,0,0,1,1,130,0,possession
ESP-La Liga,2020,Sevilla,Nemanja Gudelj,SRB,"MF,DF",28,1991,30,10,1041,11.6,0,0,0,0,0,0,8,0,0.3,0.3,0.0,0.3,4,26,3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,standard,SRB,"MF,DF",28,1991,11.6,0,9,1,11.1,0.78,0.09,0.0,0.0,29.2,3,0,0,0.3,0.3,0.03,-0.3,-0.3,shooting,SRB,"MF,DF",28,1991,11.6,8,0,0,21,9,0,2,24,12,0,0,0,48,14,19,42.4,misc,SRB,"MF,DF",28,1991,11.6,23,12,16,5,2,4,10,40.0,6,10,6,4,24,47,24,2,defense,SRB,"MF,DF",28,1991,11.6,731,788,92.8,12997,3297,286,301,95.0,378,394,95.9,48,63,76.2,0,0.0,0.2,0.0,2,31,2,0,26,passing,SRB,"MF,DF",28,1991,11.6,901,48,324,526,58,2,901,3,3,100.0,0,0.0,559,2914,1264,4,9,0,9,2,678,3,possession
ESP-La Liga,2020,Getafe,Nemanja Maksimović,SRB,MF,25,1995,35,34,2728,30.3,1,0,1,1,0,0,5,0,2.0,2.0,0.9,2.9,20,55,32,0.03,0.0,0.03,0.03,0.03,0.07,0.03,0.1,0.07,0.1,standard,SRB,MF,25,1995,30.3,1,17,4,23.5,0.56,0.13,0.06,0.25,15.6,0,0,0,2.0,2.0,0.12,-1.0,-1.0,shooting,SRB,MF,25,1995,30.3,5,0,0,26,9,0,23,57,28,0,1,0,133,50,67,42.7,misc,SRB,MF,25,1995,30.3,50,28,22,24,4,19,46,41.3,27,40,9,31,57,107,46,1,defense,SRB,MF,25,1995,30.3,582,787,74.0,8676,2018,286,355,80.6,189,255,74.1,43,84,51.2,0,0.9,1.1,-0.9,19,37,15,10,55,passing,SRB,MF,25,1995,30.3,1056,53,227,581,255,32,1056,19,13,68.4,6,31.6,418,2249,942,20,22,6,12,19,440,32,possession
ESP-La Liga,2020,Levante,Nemanja Radoja,SRB,MF,27,1993,21,13,1121,12.5,0,2,2,0,0,0,1,0,0.2,0.2,0.2,0.4,16,63,19,0.0,0.16,0.16,0.0,0.16,0.02,0.02,0.04,0.02,0.04,standard,SRB,MF,27,1993,12.5,0,6,0,0.0,0.48,0.0,0.0,,23.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,SRB,MF,27,1993,12.5,1,0,0,16,8,0,2,19,15,0,0,0,89,21,16,56.8,misc,SRB,MF,27,1993,12.5,23,15,12,10,1,5,19,26.3,14,9,3,6,19,42,12,1,defense,SRB,MF,27,1993,12.5,588,683,86.1,10203,2456,269,304,88.5,243,273,89.0,58,76,76.3,2,0.2,0.8,1.8,3,42,9,1,63,passing,SRB,MF,27,1993,12.5,768,17,171,493,108,5,768,14,11,78.6,3,21.4,477,2432,1138,16,9,0,10,8,555,19,possession
ESP-La Liga,2020,Barcelona,Neto,BRA,GK,31,1989,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BRA,GK,31,1989,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BRA,GK,31,1989,7.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,misc,BRA,GK,31,1989,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,1,defense,BRA,GK,31,1989,7.0,212,242,87.6,4439,2745,67,67,100.0,103,104,99.0,42,68,61.8,0,0.0,0.0,0.0,0,0,0,0,1,passing,BRA,GK,31,1989,7.0,258,229,255,3,0,0,258,0,0,,0,,123,609,287,0,1,1,1,2,141,0,possession
ESP-La Liga,2020,Athletic Club,Nico Williams,ESP,MF,18,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,8,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,ESP,MF,18,2002,0.6,0,1,0,0.0,1.58,0.0,0.0,,14.0,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,ESP,MF,18,2002,0.6,0,0,0,1,0,1,3,1,0,0,0,0,2,1,0,100.0,misc,ESP,MF,18,2002,0.6,1,0,1,0,0,0,2,0.0,2,0,0,0,1,2,0,0,defense,ESP,MF,18,2002,0.6,9,19,47.4,143,35,4,6,66.7,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,MF,18,2002,0.6,23,0,4,5,14,5,23,3,3,100.0,0,0.0,12,110,36,2,1,1,1,1,17,8,possession
ESP-La Liga,2020,Cádiz,Nieto,ESP,"FW,DF",22,1998,2,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.57,1.17,1.74,0.57,1.74,standard,ESP,"FW,DF",22,1998,0.2,0,1,0,0.0,6.43,0.0,0.0,,6.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1,shooting,ESP,"FW,DF",22,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,100.0,misc,ESP,"FW,DF",22,1998,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,defense,ESP,"FW,DF",22,1998,0.2,3,3,100.0,24,0,3,3,100.0,0,0,,0,0,,0,0.2,0.0,-0.2,1,0,0,0,0,passing,ESP,"FW,DF",22,1998,0.2,6,0,2,1,4,1,6,0,0,,0,,2,6,0,0,0,0,0,0,2,0,possession
ESP-La Liga,2020,Levante,Nikola Vukčević,MNE,MF,28,1991,13,11,810,9.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1,17,3,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,standard,MNE,MF,28,1991,9.0,0,2,0,0.0,0.22,0.0,0.0,,4.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3,shooting,MNE,MF,28,1991,9.0,4,0,0,18,7,0,0,8,7,0,1,0,20,17,7,70.8,misc,MNE,MF,28,1991,9.0,14,7,5,8,1,9,18,50.0,9,8,5,3,8,22,12,1,defense,MNE,MF,28,1991,9.0,272,320,85.0,4583,1068,139,150,92.7,102,115,88.7,23,40,57.5,0,0.1,0.2,-0.1,4,14,1,0,17,passing,MNE,MF,28,1991,9.0,378,22,134,219,26,2,378,4,3,75.0,1,25.0,195,674,262,1,2,0,2,1,254,3,possession
ESP-La Liga,2020,Elche,Nino,ESP,"FW,MF",40,1980,16,0,284,3.2,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,7,6,15,0.0,0.0,0.0,0.0,0.0,0.2,0.23,0.42,0.2,0.42,standard,ESP,"FW,MF",40,1980,3.2,0,3,1,33.3,0.95,0.32,0.0,0.0,12.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6,shooting,ESP,"FW,MF",40,1980,3.2,1,0,0,4,6,1,5,0,0,0,0,0,7,2,6,25.0,misc,ESP,"FW,MF",40,1980,3.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,defense,ESP,"FW,MF",40,1980,3.2,106,120,88.3,1488,256,65,70,92.9,25,26,96.2,8,13,61.5,0,0.7,0.5,-0.7,2,9,0,0,6,passing,ESP,"FW,MF",40,1980,3.2,135,1,12,86,38,8,135,4,2,50.0,2,50.0,100,473,183,7,2,1,5,6,123,15,possession
ESP-La Liga,2020,Celta Vigo,Nolito,ESP,"MF,FW",33,1986,36,35,2597,28.9,7,5,12,7,0,0,7,0,5.9,5.9,5.1,11.0,35,126,163,0.24,0.17,0.42,0.24,0.42,0.2,0.18,0.38,0.2,0.38,standard,ESP,"MF,FW",33,1986,28.9,7,55,23,41.8,1.91,0.8,0.13,0.3,17.4,3,0,0,5.9,5.9,0.11,1.1,1.1,shooting,ESP,"MF,FW",33,1986,28.9,7,0,0,49,41,10,47,22,36,0,2,0,174,11,37,22.9,misc,ESP,"MF,FW",33,1986,28.9,70,36,30,30,10,32,92,34.8,60,46,2,44,22,92,19,0,defense,ESP,"MF,FW",33,1986,28.9,725,1007,72.0,11843,3717,359,432,83.1,269,355,75.8,69,133,51.9,5,5.1,3.8,-0.1,35,71,36,3,126,passing,ESP,"MF,FW",33,1986,28.9,1322,27,210,637,491,79,1322,55,30,54.5,25,45.5,749,2812,1389,35,34,15,46,31,873,163,possession
ESP-La Liga,2020,Celta Vigo,Néstor Araujo,MEX,DF,28,1991,33,26,2426,27.0,0,0,0,0,0,0,5,0,0.4,0.4,0.8,1.1,26,82,1,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,MEX,DF,28,1991,27.0,0,6,0,0.0,0.22,0.0,0.0,,11.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,MEX,DF,28,1991,27.0,5,0,0,30,4,0,2,43,16,0,0,0,134,61,46,57.0,misc,MEX,DF,28,1991,27.0,24,16,14,9,1,7,15,46.7,8,23,18,5,43,67,89,2,defense,MEX,DF,28,1991,27.0,1321,1590,83.1,26277,8454,412,464,88.8,734,807,91.0,161,278,57.9,0,0.8,0.9,-0.8,4,78,4,1,82,passing,MEX,DF,28,1991,27.0,1804,215,965,804,46,10,1804,5,5,100.0,0,0.0,1105,6431,3838,26,15,0,15,0,1236,1,possession
ESP-La Liga,2020,Osasuna,Oier Sanjurjo,ESP,MF,34,1986,32,24,2084,23.2,0,2,2,0,0,0,10,0,1.1,1.1,2.2,3.4,8,80,35,0.0,0.09,0.09,0.0,0.09,0.05,0.1,0.15,0.05,0.15,standard,ESP,MF,34,1986,23.2,0,16,4,25.0,0.69,0.17,0.0,0.0,15.9,0,0,0,1.1,1.1,0.07,-1.1,-1.1,shooting,ESP,MF,34,1986,23.2,10,0,0,58,40,4,13,29,16,0,2,0,174,61,65,48.4,misc,ESP,MF,34,1986,23.2,39,16,8,27,4,17,60,28.3,43,24,6,18,29,68,41,0,defense,ESP,MF,34,1986,23.2,569,859,66.2,9047,3444,281,370,75.9,219,305,71.8,41,105,39.0,2,2.2,2.7,-0.2,15,74,15,6,80,passing,ESP,MF,34,1986,23.2,1082,62,235,656,204,30,1082,8,5,62.5,3,37.5,404,1465,636,8,13,1,33,16,535,35,possession
ESP-La Liga,2020,Athletic Club,Oier Zarraga,ESP,MF,21,1999,5,1,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,1,5,5,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.12,0.07,0.12,standard,ESP,MF,21,1999,1.1,0,1,0,0.0,0.9,0.0,0.0,,16.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting,ESP,MF,21,1999,1.1,0,0,0,0,2,0,1,0,1,0,0,0,7,0,1,0.0,misc,ESP,MF,21,1999,1.1,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0,defense,ESP,MF,21,1999,1.1,33,43,76.7,583,142,14,19,73.7,15,17,88.2,3,3,100.0,0,0.1,0.0,-0.1,2,4,1,0,5,passing,ESP,MF,21,1999,1.1,50,0,5,30,16,2,50,4,2,50.0,2,50.0,32,226,135,1,4,0,0,0,41,5,possession
ESP-La Liga,2020,Athletic Club,Oihan Sancet,ESP,"FW,MF",20,2000,24,11,1035,11.5,2,2,4,2,0,0,2,0,2.8,2.8,1.2,4.0,26,41,76,0.17,0.17,0.35,0.17,0.35,0.25,0.1,0.35,0.25,0.35,standard,ESP,"FW,MF",20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.7,0,0,0,2.8,2.8,0.16,-0.8,-0.8,shooting,ESP,"FW,MF",20,2000,11.5,2,0,0,19,17,4,3,5,2,0,0,0,47,18,13,58.1,misc,ESP,"FW,MF",20,2000,11.5,8,2,3,4,1,2,7,28.6,5,4,0,4,5,13,7,0,defense,ESP,"FW,MF",20,2000,11.5,254,350,72.6,3617,740,147,195,75.4,80,104,76.9,14,18,77.8,2,1.2,0.5,0.8,12,21,10,0,41,passing,ESP,"FW,MF",20,2000,11.5,460,14,45,227,196,28,460,25,18,72.0,7,28.0,286,1750,782,26,18,9,26,26,357,76,possession
