league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Cádiz,Marcos Mauro López Gutiérrez,ARG,DF,29,1991,24,22,1825,20.3,2,0,2,2,0,0,2,1,1.5,1.5,0.0,1.5,2,13,0,0.1,0.0,0.1,0.1,0.1,0.07,0.0,0.08,0.07,0.08,standard,ARG,DF,29,1991,20.3,2,6,4,66.7,0.3,0.2,0.33,0.5,8.4,0,0,0,1.5,1.5,0.25,0.5,0.5,shooting,ARG,DF,29,1991,20.3,2,1,0,11,5,0,0,22,15,0,1,0,75,34,24,58.6,misc,ARG,DF,29,1991,20.3,23,15,15,8,0,15,24,62.5,9,18,12,6,22,45,78,0,defense,ARG,DF,29,1991,20.3,405,492,82.3,8712,2623,92,107,86.0,247,270,91.5,57,95,60.0,0,0.0,0.0,0.0,2,5,0,0,13,passing,ARG,DF,29,1991,20.3,659,110,336,307,17,9,659,0,0,,0,,259,850,296,2,0,0,3,1,299,0,possession
ESP-La Liga,2020,Real Madrid,Mariano,DOM,FW,26,1993,16,5,513,5.7,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,7,8,30,0.18,0.0,0.18,0.18,0.18,0.29,0.02,0.31,0.29,0.31,standard,DOM,FW,26,1993,5.7,1,15,3,20.0,2.63,0.53,0.07,0.33,16.9,0,0,0,1.7,1.7,0.11,-0.7,-0.7,shooting,DOM,FW,26,1993,5.7,0,0,0,8,5,13,0,0,2,0,0,0,11,20,14,58.8,misc,DOM,FW,26,1993,5.7,4,2,2,1,1,0,9,0.0,9,3,1,2,0,4,3,0,defense,DOM,FW,26,1993,5.7,75,107,70.1,1034,160,44,58,75.9,18,24,75.0,4,6,66.7,0,0.1,0.2,-0.1,2,4,2,0,8,passing,DOM,FW,26,1993,5.7,160,7,18,57,87,25,160,12,7,58.3,5,41.7,89,629,220,7,13,5,12,14,121,30,possession
ESP-La Liga,2020,Villarreal,Mario Gaspar,ESP,DF,29,1990,24,21,1851,20.6,0,2,2,0,0,0,3,1,0.9,0.9,2.1,3.0,36,92,84,0.0,0.1,0.1,0.0,0.1,0.05,0.1,0.15,0.05,0.15,standard,ESP,DF,29,1990,20.6,0,16,3,18.8,0.78,0.15,0.0,0.0,18.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9,shooting,ESP,DF,29,1990,20.6,3,1,0,20,10,0,37,30,34,1,1,0,61,34,35,49.3,misc,ESP,DF,29,1990,20.6,55,34,22,24,9,21,40,52.5,19,26,4,22,30,85,47,1,defense,ESP,DF,29,1990,20.6,921,1125,81.9,14519,5365,500,543,92.1,353,415,85.1,52,102,51.0,2,2.1,1.6,-0.1,12,57,20,9,92,passing,ESP,DF,29,1990,20.6,1343,81,412,578,364,35,1343,19,11,57.9,8,42.1,599,2640,1498,36,28,3,21,4,784,84,possession
ESP-La Liga,2020,Atlético Madrid,Mario Hermoso,ESP,DF,25,1995,31,30,2578,28.6,1,1,2,1,0,0,6,0,1.1,1.1,0.6,1.6,30,172,23,0.03,0.03,0.07,0.03,0.07,0.04,0.02,0.06,0.04,0.06,standard,ESP,DF,25,1995,28.6,1,18,4,22.2,0.63,0.14,0.06,0.25,20.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1,shooting,ESP,DF,25,1995,28.6,6,0,0,30,30,3,8,36,31,0,0,1,151,33,38,46.5,misc,ESP,DF,25,1995,28.6,55,31,40,11,4,37,61,60.7,24,23,10,13,36,91,73,0,defense,ESP,DF,25,1995,28.6,1622,1939,83.7,27204,9650,806,873,92.3,640,750,85.3,137,236,58.1,1,0.6,1.3,0.4,10,137,18,2,172,passing,ESP,DF,25,1995,28.6,2188,120,677,1323,198,16,2188,11,9,81.8,2,18.2,1234,5841,3546,30,23,1,24,9,1510,23,possession
ESP-La Liga,2020,Eibar,Marko Dmitrović,SRB,GK,28,1992,35,35,3120,34.7,1,0,1,0,1,2,0,0,1.6,0.0,0.7,0.7,0,3,0,0.03,0.0,0.03,0.0,0.0,0.05,0.02,0.07,0.0,0.02,standard,SRB,GK,28,1992,34.7,1,1,0,0.0,0.03,0.0,0.0,,46.8,0,1,2,1.6,0.0,0.04,-0.6,0.0,shooting,SRB,GK,28,1992,34.7,0,0,0,0,4,0,0,0,3,0,0,0,59,8,0,100.0,misc,SRB,GK,28,1992,34.7,4,3,4,0,0,2,4,50.0,2,0,0,0,0,4,16,2,defense,SRB,GK,28,1992,34.7,585,1071,54.6,25494,21674,51,52,98.1,175,175,100.0,356,838,42.5,0,0.7,0.2,-0.7,4,71,3,0,3,passing,SRB,GK,28,1992,34.7,1149,914,1137,8,4,2,1147,1,1,100.0,0,0.0,552,2982,1764,0,0,0,1,0,417,0,possession
ESP-La Liga,2020,Alavés,Martin Agirregabiria,ESP,"DF,MF",24,1996,26,16,1558,17.3,0,1,1,0,0,0,1,0,0.1,0.1,0.7,0.9,11,39,36,0.0,0.06,0.06,0.0,0.06,0.01,0.04,0.05,0.01,0.05,standard,ESP,"DF,MF",24,1996,17.3,0,2,0,0.0,0.12,0.0,0.0,,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ESP,"DF,MF",24,1996,17.3,1,0,0,23,23,1,32,27,18,0,0,0,81,19,22,46.3,misc,ESP,"DF,MF",24,1996,17.3,32,18,17,12,3,17,33,51.5,16,9,3,6,27,59,36,0,defense,ESP,"DF,MF",24,1996,17.3,534,751,71.1,8856,4049,268,318,84.3,204,283,72.1,48,106,45.3,1,0.7,0.7,0.3,12,39,15,10,39,passing,ESP,"DF,MF",24,1996,17.3,888,41,314,418,164,9,888,6,2,33.3,4,66.7,380,1426,691,11,11,2,14,4,424,36,possession
ESP-La Liga,2020,Barcelona,Martin Braithwaite,DEN,FW,29,1991,29,11,1175,13.1,2,2,4,2,0,1,3,0,5.4,4.6,2.3,6.9,20,15,91,0.15,0.15,0.31,0.15,0.31,0.41,0.18,0.59,0.35,0.53,standard,DEN,FW,29,1991,13.1,2,22,7,31.8,1.69,0.54,0.09,0.29,12.5,0,0,1,5.4,4.6,0.24,-3.4,-2.6,shooting,DEN,FW,29,1991,13.1,3,0,0,11,20,15,5,6,4,0,0,0,39,16,14,53.3,misc,DEN,FW,29,1991,13.1,8,4,2,3,3,1,6,16.7,5,2,0,2,6,14,7,0,defense,DEN,FW,29,1991,13.1,228,282,80.9,2656,275,158,175,90.3,31,51,60.8,10,13,76.9,2,2.3,1.8,-0.3,12,4,5,0,15,passing,DEN,FW,29,1991,13.1,391,10,40,131,221,70,390,16,9,56.3,7,43.8,240,1230,539,20,14,14,32,16,310,91,possession
ESP-La Liga,2020,Real Madrid,Martin Ødegaard,NOR,MF,21,1998,7,3,234,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,20,18,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.23,0.07,0.23,standard,NOR,MF,21,1998,2.6,0,3,0,0.0,1.15,0.0,0.0,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,NOR,MF,21,1998,2.6,0,0,0,1,1,0,7,1,0,0,0,0,10,0,3,0.0,misc,NOR,MF,21,1998,2.6,1,0,0,1,0,1,2,50.0,1,1,0,1,1,2,0,0,defense,NOR,MF,21,1998,2.6,145,171,84.8,2219,484,74,78,94.9,53,62,85.5,10,16,62.5,0,0.4,0.4,-0.4,5,13,2,0,20,passing,NOR,MF,21,1998,2.6,186,1,21,88,80,3,186,1,1,100.0,0,0.0,125,660,275,7,9,1,5,1,155,18,possession
ESP-La Liga,2020,Real Sociedad,Martín Merquelanz,ESP,"MF,FW",25,1995,13,4,549,6.1,0,1,1,0,0,0,0,0,1.2,1.2,2.1,3.3,18,19,58,0.0,0.16,0.16,0.0,0.16,0.2,0.34,0.54,0.2,0.54,standard,ESP,"MF,FW",25,1995,6.1,0,11,4,36.4,1.8,0.66,0.0,0.0,18.7,1,0,0,1.2,1.2,0.11,-1.2,-1.2,shooting,ESP,"MF,FW",25,1995,6.1,0,0,0,4,13,2,47,3,3,0,0,0,31,4,7,36.4,misc,ESP,"MF,FW",25,1995,6.1,9,3,3,2,4,2,7,28.6,5,7,1,6,3,12,4,0,defense,ESP,"MF,FW",25,1995,6.1,176,259,68.0,2993,732,89,105,84.8,64,92,69.6,19,40,47.5,1,2.1,2.2,-1.1,9,12,7,1,19,passing,ESP,"MF,FW",25,1995,6.1,334,15,49,118,174,19,334,10,6,60.0,4,40.0,195,1098,527,18,12,4,14,8,221,58,possession
ESP-La Liga,2020,Betis,Martín Montoya,ESP,DF,29,1991,5,2,239,2.7,0,0,0,0,0,0,0,1,0.1,0.1,0.4,0.5,4,17,19,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,standard,ESP,DF,29,1991,2.7,0,2,0,0.0,0.75,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,ESP,DF,29,1991,2.7,0,1,0,3,1,0,6,2,3,0,0,0,10,8,1,88.9,misc,ESP,DF,29,1991,2.7,6,3,2,2,2,1,3,33.3,2,1,1,0,2,8,6,0,defense,ESP,DF,29,1991,2.7,126,164,76.8,1977,582,72,81,88.9,42,58,72.4,10,16,62.5,0,0.4,0.3,-0.4,4,9,2,1,17,passing,ESP,DF,29,1991,2.7,196,8,40,103,55,5,196,7,5,71.4,2,28.6,76,339,142,4,5,0,5,1,114,19,possession
ESP-La Liga,2020,Real Sociedad,Martín Zubimendi,ESP,MF,21,1999,31,17,1882,20.9,0,0,0,0,0,0,6,0,0.7,0.7,0.6,1.3,25,117,11,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,standard,ESP,MF,21,1999,20.9,0,7,1,14.3,0.33,0.05,0.0,0.0,13.1,0,0,0,0.7,0.7,0.1,-0.7,-0.7,shooting,ESP,MF,21,1999,20.9,6,0,0,37,17,0,3,40,22,0,0,0,102,47,24,66.2,misc,ESP,MF,21,1999,20.9,41,22,18,20,3,20,34,58.8,14,22,10,12,40,81,39,0,defense,ESP,MF,21,1999,20.9,983,1118,87.9,17148,4972,447,488,91.6,429,472,90.9,88,116,75.9,0,0.6,1.1,-0.6,7,124,12,1,117,passing,ESP,MF,21,1999,20.9,1318,75,330,860,138,12,1318,15,12,80.0,3,20.0,754,4504,2453,25,24,1,24,8,891,11,possession
ESP-La Liga,2020,Real Madrid,Marvin,ESP,"DF,MF",20,2000,4,2,133,1.5,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,6,6,10,0.0,0.68,0.68,0.0,0.68,0.04,0.07,0.11,0.04,0.11,standard,ESP,"DF,MF",20,2000,1.5,0,1,0,0.0,0.68,0.0,0.0,,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ESP,"DF,MF",20,2000,1.5,0,0,0,1,5,0,4,2,2,0,0,0,5,3,1,75.0,misc,ESP,"DF,MF",20,2000,1.5,3,2,0,3,0,1,2,50.0,1,1,0,1,2,5,3,0,defense,ESP,"DF,MF",20,2000,1.5,68,85,80.0,943,245,38,41,92.7,24,28,85.7,2,6,33.3,1,0.1,0.0,0.9,2,2,1,0,6,passing,ESP,"DF,MF",20,2000,1.5,114,2,24,61,30,3,114,6,2,33.3,4,66.7,61,340,128,6,3,2,6,1,67,10,possession
ESP-La Liga,2020,Getafe,Mathías Olivera,URU,DF,22,1997,31,30,2614,29.0,0,0,0,0,0,0,6,0,2.5,2.5,2.1,4.6,49,102,59,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,standard,URU,DF,22,1997,29.0,0,19,4,21.1,0.65,0.14,0.0,0.0,12.9,0,0,0,2.5,2.5,0.13,-2.5,-2.5,shooting,URU,DF,22,1997,29.0,6,0,0,27,24,2,64,31,33,0,1,0,160,77,69,52.7,misc,URU,DF,22,1997,29.0,61,33,31,21,9,32,56,57.1,24,33,3,30,31,92,55,0,defense,URU,DF,22,1997,29.0,783,1168,67.0,12139,5744,434,538,80.7,249,370,67.3,62,146,42.5,0,2.1,2.0,-2.1,21,60,16,11,102,passing,URU,DF,22,1997,29.0,1478,74,368,665,468,62,1478,37,26,70.3,11,29.7,565,3093,1817,49,42,10,37,24,587,59,possession
ESP-La Liga,2020,Getafe,Mauro Arambarri,URU,MF,24,1995,34,33,2983,33.1,3,0,3,3,0,0,11,0,2.1,2.1,2.0,4.0,38,119,50,0.09,0.0,0.09,0.09,0.09,0.06,0.06,0.12,0.06,0.12,standard,URU,MF,24,1995,33.1,3,46,9,19.6,1.39,0.27,0.07,0.33,26.5,6,0,0,2.1,2.1,0.05,0.9,0.9,shooting,URU,MF,24,1995,33.1,11,0,0,58,73,1,123,42,39,0,0,0,204,54,53,50.5,misc,URU,MF,24,1995,33.1,64,39,22,35,7,23,80,28.8,57,40,5,35,42,106,28,0,defense,URU,MF,24,1995,33.1,739,1093,67.6,15261,4087,268,339,79.1,289,389,74.3,153,291,52.6,0,2.0,2.4,-2.0,21,81,24,10,119,passing,URU,MF,24,1995,33.1,1443,39,223,814,436,31,1443,56,36,64.3,20,35.7,716,4368,1745,38,44,9,39,31,721,50,possession
ESP-La Liga,2020,Valencia,Maxi Gómez,URU,FW,23,1996,31,31,2689,29.9,7,1,8,7,0,0,7,1,6.6,6.6,0.9,7.5,19,41,102,0.23,0.03,0.27,0.23,0.27,0.22,0.03,0.25,0.22,0.25,standard,URU,FW,23,1996,29.9,7,54,24,44.4,1.81,0.8,0.13,0.29,17.5,4,0,0,6.6,6.6,0.12,0.4,0.4,shooting,URU,FW,23,1996,29.9,7,1,1,53,70,32,13,2,9,4,0,0,57,115,101,53.2,misc,URU,FW,23,1996,29.9,11,9,3,7,1,3,14,21.4,11,13,3,10,2,13,34,0,defense,URU,FW,23,1996,29.9,364,567,64.2,5564,1089,206,284,72.5,96,160,60.0,33,52,63.5,1,0.9,0.8,0.1,13,34,5,2,41,passing,URU,FW,23,1996,29.9,792,32,70,403,325,70,792,25,15,60.0,10,40.0,434,1668,698,19,24,4,55,21,617,102,possession
ESP-La Liga,2020,Granada,Maxime Gonalons,FRA,MF,31,1989,25,18,1480,16.4,0,1,1,0,0,0,7,1,0.2,0.2,1.0,1.2,18,68,8,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,standard,FRA,MF,31,1989,16.4,0,4,1,25.0,0.24,0.06,0.0,0.0,10.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting,FRA,MF,31,1989,16.4,7,1,0,30,27,2,6,25,37,0,1,0,129,34,21,61.8,misc,FRA,MF,31,1989,16.4,53,37,18,33,2,15,37,40.5,22,17,0,17,25,78,21,1,defense,FRA,MF,31,1989,16.4,587,716,82.0,11628,3272,217,250,86.8,274,304,90.1,82,125,65.6,1,1.0,0.4,0.0,7,70,7,0,68,passing,FRA,MF,31,1989,16.4,881,47,247,575,76,11,881,27,18,66.7,9,33.3,516,2730,1137,18,16,3,11,18,517,8,possession
ESP-La Liga,2020,Levante,Mickael Malsa,MTQ,MF,24,1995,35,25,2338,26.0,1,0,1,1,0,0,5,0,1.6,1.6,0.6,2.2,24,137,15,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.09,0.06,0.09,standard,MTQ,MF,24,1995,26.0,1,24,7,29.2,0.92,0.27,0.04,0.14,23.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,MTQ,MF,24,1995,26.0,5,0,0,37,36,0,1,43,26,0,0,0,208,21,29,42.0,misc,MTQ,MF,24,1995,26.0,55,26,28,24,3,23,51,45.1,28,38,9,29,43,98,36,2,defense,MTQ,MF,24,1995,26.0,1167,1384,84.3,21105,6432,497,549,90.5,512,584,87.7,134,201,66.7,0,0.6,1.1,-0.6,12,124,7,0,137,passing,MTQ,MF,24,1995,26.0,1639,84,431,1048,170,15,1639,31,20,64.5,11,35.5,971,4369,2125,24,14,1,26,23,1139,15,possession
ESP-La Liga,2020,Eibar,Miguel Atienza,ESP,MF,21,1999,12,9,838,9.3,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,31,10,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,standard,ESP,MF,21,1999,9.3,0,5,0,0.0,0.54,0.0,0.0,,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,ESP,MF,21,1999,9.3,1,0,0,10,2,0,4,9,9,0,0,0,57,25,16,61.0,misc,ESP,MF,21,1999,9.3,20,9,5,15,0,8,23,34.8,15,14,1,13,9,29,12,0,defense,ESP,MF,21,1999,9.3,271,341,79.5,4293,977,139,167,83.2,94,118,79.7,25,34,73.5,0,0.1,0.3,-0.1,4,25,4,1,31,passing,ESP,MF,21,1999,9.3,424,15,64,262,99,7,424,3,1,33.3,2,66.7,211,938,373,5,5,0,5,5,235,10,possession
ESP-La Liga,2020,Celta Vigo,Miguel Baeza,ESP,"MF,FW",20,2000,22,4,543,6.0,1,0,1,1,0,0,0,0,1.6,1.6,0.7,2.3,9,15,26,0.17,0.0,0.17,0.17,0.17,0.26,0.12,0.38,0.26,0.38,standard,ESP,"MF,FW",20,2000,6.0,1,11,2,18.2,1.82,0.33,0.09,0.5,13.9,0,0,0,1.6,1.6,0.18,-0.6,-0.6,shooting,ESP,"MF,FW",20,2000,6.0,0,0,0,5,8,2,12,3,6,0,0,0,21,8,10,44.4,misc,ESP,"MF,FW",20,2000,6.0,7,6,5,2,0,5,13,38.5,8,3,0,3,3,10,2,0,defense,ESP,"MF,FW",20,2000,6.0,169,212,79.7,2562,541,99,113,87.6,46,59,78.0,16,21,76.2,0,0.7,0.5,-0.7,8,10,6,2,15,passing,ESP,"MF,FW",20,2000,6.0,269,4,61,106,102,19,269,8,2,25.0,6,75.0,142,681,290,9,10,3,15,3,189,26,possession
ESP-La Liga,2020,Real Madrid,Miguel Gutiérrez,ESP,DF,19,2001,6,3,316,3.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,13,21,27,0.0,0.28,0.28,0.0,0.28,0.0,0.08,0.08,0.0,0.08,standard,ESP,DF,19,2001,3.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,19,2001,3.5,0,0,0,6,7,1,19,5,0,0,0,0,23,6,4,60.0,misc,ESP,DF,19,2001,3.5,4,0,0,3,1,1,7,14.3,6,3,0,3,5,9,5,0,defense,ESP,DF,19,2001,3.5,240,283,84.8,3202,885,154,164,93.9,64,76,84.2,9,16,56.3,1,0.3,0.3,0.7,4,19,4,1,21,passing,ESP,DF,19,2001,3.5,319,8,70,146,106,5,319,11,6,54.5,5,45.5,184,1154,501,13,10,3,10,0,221,27,possession
ESP-La Liga,2020,Celta Vigo,Miguel Rodríguez,ESP,"FW,DF",17,2003,4,0,30,0.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"FW,DF",17,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"FW,DF",17,2003,0.3,2,0,0,2,1,0,2,0,1,0,0,0,3,0,1,0.0,misc,ESP,"FW,DF",17,2003,0.3,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,defense,ESP,"FW,DF",17,2003,0.3,11,17,64.7,198,32,8,9,88.9,1,2,50.0,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,"FW,DF",17,2003,0.3,19,0,2,11,6,1,19,1,1,100.0,0,0.0,16,89,52,1,0,0,0,0,14,6,possession
ESP-La Liga,2020,Valladolid,Miguel Ángel Rubio,ESP,DF,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,standard,ESP,DF,22,1998,1.5,0,1,0,0.0,0.67,0.0,0.0,,8.5,0,0,0,0.1,0.1,0.11,-0.1,-0.1,shooting,ESP,DF,22,1998,1.5,0,0,0,2,1,1,0,3,0,0,0,0,10,9,8,52.9,misc,ESP,DF,22,1998,1.5,0,0,0,0,0,0,0,,0,2,2,0,3,3,11,0,defense,ESP,DF,22,1998,1.5,39,54,72.2,847,440,14,15,93.3,17,22,77.3,8,16,50.0,0,0.0,0.0,0.0,0,4,0,0,3,passing,ESP,DF,22,1998,1.5,74,12,50,23,1,1,74,0,0,,0,,27,107,22,0,0,0,0,0,29,0,possession
ESP-La Liga,2020,Athletic Club,Mikel Balenziaga,ESP,DF,32,1988,23,17,1689,18.8,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,28,52,48,0.0,0.05,0.05,0.0,0.05,0.0,0.04,0.05,0.0,0.05,standard,ESP,DF,32,1988,18.8,0,3,1,33.3,0.16,0.05,0.0,0.0,30.3,1,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ESP,DF,32,1988,18.8,0,0,0,17,15,1,44,7,15,0,0,0,84,14,16,46.7,misc,ESP,DF,32,1988,18.8,26,15,11,12,3,9,18,50.0,9,22,7,15,7,33,46,0,defense,ESP,DF,32,1988,18.8,715,951,75.2,11409,3662,360,406,88.7,288,371,77.6,46,104,44.2,1,0.8,0.7,0.2,8,43,10,9,52,passing,ESP,DF,32,1988,18.8,1106,59,325,555,231,2,1106,15,10,66.7,5,33.3,550,2848,1630,28,15,1,19,10,614,48,possession
ESP-La Liga,2020,Real Sociedad,Mikel Merino,ESP,MF,24,1996,26,25,2154,23.9,2,4,6,2,0,0,5,0,3.6,3.6,3.4,7.0,28,181,75,0.08,0.17,0.25,0.08,0.25,0.15,0.14,0.29,0.15,0.29,standard,ESP,MF,24,1996,23.9,2,33,8,24.2,1.38,0.33,0.06,0.25,14.3,0,0,0,3.6,3.6,0.11,-1.6,-1.6,shooting,ESP,MF,24,1996,23.9,5,0,0,79,54,3,21,32,36,0,0,0,174,80,69,53.7,misc,ESP,MF,24,1996,23.9,61,36,14,36,11,18,45,40.0,27,36,8,28,32,93,26,0,defense,ESP,MF,24,1996,23.9,908,1217,74.6,14588,4803,471,558,84.4,317,400,79.3,84,149,56.4,4,3.4,2.3,0.6,29,139,32,1,181,passing,ESP,MF,24,1996,23.9,1518,46,218,886,426,55,1518,46,31,67.4,15,32.6,834,3456,1519,28,35,3,42,26,1060,75,possession
ESP-La Liga,2020,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",23,1997,33,30,2408,26.8,11,8,19,5,6,7,1,0,11.3,5.8,7.7,13.5,46,89,186,0.41,0.3,0.71,0.19,0.49,0.42,0.29,0.71,0.22,0.5,standard,ESP,"FW,MF",23,1997,26.8,11,55,21,38.2,2.06,0.78,0.09,0.24,19.7,5,6,7,11.3,5.8,0.11,-0.3,-0.8,shooting,ESP,"FW,MF",23,1997,26.8,1,0,0,24,40,17,151,15,17,1,0,0,127,18,43,29.5,misc,ESP,"FW,MF",23,1997,26.8,30,17,14,12,4,10,31,32.3,21,30,5,25,15,45,17,0,defense,ESP,"FW,MF",23,1997,26.8,673,978,68.8,10783,2762,352,429,82.1,209,282,74.1,67,160,41.9,8,7.7,6.3,0.3,51,36,40,6,89,passing,ESP,"FW,MF",23,1997,26.8,1272,21,138,476,671,102,1265,50,23,46.0,27,54.0,685,3582,1640,46,37,18,45,42,831,186,possession
ESP-La Liga,2020,Huesca,Mikel Rico,ESP,MF,35,1984,32,27,2183,24.3,1,4,5,1,0,0,2,0,2.4,2.4,1.3,3.7,21,88,72,0.04,0.16,0.21,0.04,0.21,0.1,0.06,0.15,0.1,0.15,standard,ESP,MF,35,1984,24.3,1,19,6,31.6,0.78,0.25,0.05,0.17,16.0,0,0,0,2.4,2.4,0.13,-1.4,-1.4,shooting,ESP,MF,35,1984,24.3,2,0,0,19,21,3,32,23,12,0,0,0,141,9,30,23.1,misc,ESP,MF,35,1984,24.3,24,12,14,8,2,11,34,32.4,23,20,3,17,23,47,22,0,defense,ESP,MF,35,1984,24.3,698,898,77.7,12226,3120,331,373,88.7,269,324,83.0,79,131,60.3,4,1.3,1.0,2.7,20,50,13,8,88,passing,ESP,MF,35,1984,24.3,1109,39,289,578,264,34,1109,39,22,56.4,17,43.6,640,3077,1350,21,24,1,41,21,732,72,possession
ESP-La Liga,2020,Athletic Club,Mikel Vesga,ESP,MF,27,1993,30,20,1722,19.1,0,1,1,0,0,0,7,0,1.6,1.6,1.1,2.6,14,95,15,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.14,0.08,0.14,standard,ESP,MF,27,1993,19.1,0,22,5,22.7,1.15,0.26,0.0,0.0,17.7,0,0,0,1.6,1.6,0.07,-1.6,-1.6,shooting,ESP,MF,27,1993,19.1,7,0,0,41,13,0,4,27,14,0,0,0,116,46,37,55.4,misc,ESP,MF,27,1993,19.1,28,14,8,16,4,12,50,24.0,38,28,8,20,27,55,35,1,defense,ESP,MF,27,1993,19.1,703,909,77.3,12561,3589,325,393,82.7,269,324,83.0,84,123,68.3,1,1.1,0.5,-0.1,12,68,8,0,95,passing,ESP,MF,27,1993,19.1,1114,55,227,717,179,21,1114,11,9,81.8,2,18.2,566,2842,1322,14,17,3,22,10,686,15,possession
