league,season,team,player,nation,pos,age,born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type
FRA-Ligue 1,2021,Marseille,Olivier Ntcham,CMR,MF,24,1996,1.3,47,56,83.9,745,199,27,29,93.1,15,17,88.2,4,8,50.0,0,0.0,0.0,0.0,0,2,0,0,2,passing
FRA-Ligue 1,2021,Marseille,Pape Gueye,SEN,MF,21,1999,22.9,1159,1389,83.4,19684,5028,562,631,89.1,473,529,89.4,98,160,61.3,0,0.9,0.7,-0.9,6,126,8,2,130,passing
FRA-Ligue 1,2021,Marseille,Pol Lirola,ESP,"DF,FW",22,1997,17.3,624,821,76.0,9641,3120,364,420,86.7,185,242,76.4,49,97,50.5,2,2.2,2.3,-0.2,19,35,19,6,55,passing
FRA-Ligue 1,2021,Marseille,Saîf-Eddine Khaoui,TUN,"FW,DF",25,1995,6.7,179,261,68.6,2686,1116,103,126,81.7,56,86,65.1,13,27,48.1,1,0.5,0.4,0.5,5,17,5,1,31,passing
FRA-Ligue 1,2021,Marseille,Steve Mandanda,FRA,GK,35,1985,37.0,934,1324,70.5,23761,17961,217,218,99.5,473,484,97.7,241,614,39.3,0,0.0,0.0,0.0,0,12,1,0,0,passing
FRA-Ligue 1,2021,Marseille,Valentin Rongier,FRA,MF,25,1994,21.0,1186,1376,86.2,17785,4388,651,721,90.3,416,463,89.8,65,97,67.0,2,1.0,1.6,1.0,12,105,8,2,108,passing
FRA-Ligue 1,2021,Marseille,Valère Germain,FRA,"FW,MF",30,1990,9.5,192,285,67.4,2484,381,115,142,81.0,48,70,68.6,8,19,42.1,0,0.1,0.3,-0.1,2,12,4,0,17,passing
FRA-Ligue 1,2021,Marseille,Yohann Pelé,FRA,GK,37,1982,1.0,22,23,95.7,373,269,5,5,100.0,17,18,94.4,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Marseille,Yuto Nagatomo,JPN,DF,33,1986,17.7,632,797,79.3,8655,2975,403,445,90.6,181,237,76.4,24,64,37.5,1,0.4,0.4,0.6,3,31,6,4,48,passing
FRA-Ligue 1,2021,Marseille,Álvaro González,ESP,DF,30,1990,31.5,1708,1946,87.8,33109,12985,581,616,94.3,911,987,92.3,188,294,63.9,3,1.2,0.5,1.8,5,101,2,0,122,passing
FRA-Ligue 1,2021,Metz,Aaron Leya Iseka,BEL,FW,22,1997,11.2,141,192,73.4,1753,277,89,106,84.0,29,46,63.0,6,9,66.7,0,0.6,0.4,-0.6,12,12,1,0,12,passing
FRA-Ligue 1,2021,Metz,Alexandre Oukidja,ALG,GK,32,1988,34.0,679,1042,65.2,22897,18004,73,75,97.3,274,280,97.9,329,677,48.6,0,0.0,0.1,0.0,1,18,1,0,3,passing
FRA-Ligue 1,2021,Metz,Boubacar Traoré,MLI,MF,18,2001,0.6,34,45,75.6,476,151,19,23,82.6,12,14,85.7,2,4,50.0,0,0.0,0.1,0.0,0,4,0,0,4,passing
FRA-Ligue 1,2021,Metz,Boubakar Kouyaté,MLI,DF,23,1997,21.8,705,873,80.8,13345,5166,235,271,86.7,398,456,87.3,61,119,51.3,0,0.2,0.1,-0.2,3,19,1,0,23,passing
FRA-Ligue 1,2021,Metz,Cheikh Tidiane Sabaly,SEN,FW,21,1999,0.1,3,5,60.0,69,8,0,0,,2,2,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Metz,Dylan Bronn,TUN,DF,25,1995,37.9,1498,1806,82.9,30027,11619,486,525,92.6,807,876,92.1,187,354,52.8,0,0.3,0.4,-0.3,7,105,4,1,119,passing
FRA-Ligue 1,2021,Metz,Fabien Centonze,FRA,DF,24,1996,35.8,1375,1808,76.1,20578,8848,793,899,88.2,473,625,75.7,75,179,41.9,0,2.4,2.5,-2.4,22,74,29,20,107,passing
FRA-Ligue 1,2021,Metz,Farid Boulaya,ALG,"MF,FW",27,1993,31.3,1080,1581,68.3,20923,6768,447,528,84.7,404,542,74.5,186,377,49.3,8,8.5,6.8,-0.5,76,167,50,9,217,passing
FRA-Ligue 1,2021,Metz,Habib Diallo,SEN,"FW,MF",25,1995,1.6,17,34,50.0,296,72,8,18,44.4,7,10,70.0,2,2,100.0,0,0.4,0.1,-0.4,1,1,3,0,3,passing
FRA-Ligue 1,2021,Metz,Habib Maïga,CIV,MF,24,1996,29.9,1158,1422,81.4,20508,5968,503,561,89.7,528,613,86.1,100,182,54.9,3,1.9,1.1,1.1,26,132,6,2,161,passing
FRA-Ligue 1,2021,Metz,Ibrahima Niane,SEN,FW,21,1999,7.4,106,149,71.1,1472,256,62,85,72.9,27,38,71.1,8,11,72.7,0,0.1,0.2,-0.1,3,8,2,0,12,passing
FRA-Ligue 1,2021,Metz,John Boye,GHA,DF,33,1987,33.8,1033,1249,82.7,20643,7640,337,380,88.7,543,606,89.6,141,236,59.7,2,0.2,0.1,1.8,7,25,0,0,38,passing
FRA-Ligue 1,2021,Metz,Kévin N'Doram,FRA,MF,24,1996,3.4,113,135,83.7,2260,637,45,53,84.9,51,57,89.5,16,19,84.2,0,0.0,0.0,0.0,0,8,0,0,10,passing
FRA-Ligue 1,2021,Metz,Lamine Gueye,SEN,"FW,MF",22,1998,16.2,341,499,68.3,4686,1093,217,266,81.6,84,135,62.2,19,46,41.3,2,2.3,1.7,-0.3,19,16,8,4,30,passing
FRA-Ligue 1,2021,Metz,Mamadou Fofana,MLI,"MF,DF",22,1998,11.9,376,452,83.2,6799,2303,144,164,87.8,186,211,88.2,40,66,60.6,0,0.1,0.1,-0.1,2,15,0,0,20,passing
FRA-Ligue 1,2021,Metz,Marc-Aurèle Caillard,FRA,GK,26,1994,4.0,67,102,65.7,1867,1477,13,13,100.0,37,39,94.9,17,48,35.4,0,0.0,0.0,0.0,0,1,0,0,0,passing
FRA-Ligue 1,2021,Metz,Matthieu Udol,FRA,DF,24,1996,19.2,775,959,80.8,12133,4433,418,462,90.5,295,348,84.8,44,103,42.7,3,2.7,1.8,0.3,23,35,16,10,58,passing
FRA-Ligue 1,2021,Metz,Opa Nguette,SEN,"FW,MF",26,1994,12.6,203,282,72.0,2633,496,140,172,81.4,52,73,71.2,4,11,36.4,1,0.7,0.5,0.3,15,13,5,1,19,passing
FRA-Ligue 1,2021,Metz,Papa Ndiaga Yade,MTN,"FW,MF",20,2000,11.1,189,277,68.2,2911,801,100,122,82.0,60,85,70.6,17,38,44.7,4,2.4,1.2,1.6,23,11,9,5,22,passing
FRA-Ligue 1,2021,Metz,Pape Matar Sarr,SEN,MF,17,2002,17.7,794,937,84.7,14080,3417,362,410,88.3,309,341,90.6,95,130,73.1,0,0.5,0.7,-0.5,16,72,10,0,99,passing
FRA-Ligue 1,2021,Metz,Thierry Ambrose,GLP,FW,23,1997,8.4,164,243,67.5,2580,643,83,113,73.5,51,65,78.5,16,30,53.3,1,1.4,1.0,-0.4,11,21,9,2,30,passing
FRA-Ligue 1,2021,Metz,Thomas Delaine,FRA,"DF,FW",28,1992,19.8,601,830,72.4,9277,2904,329,367,89.6,222,313,70.9,33,93,35.5,2,1.1,1.8,0.9,12,25,17,13,43,passing
FRA-Ligue 1,2021,Metz,Vagner Gonçalves,CPV,"FW,MF",24,1996,10.7,186,252,73.8,2611,571,102,129,79.1,65,77,84.4,9,19,47.4,1,1.6,1.3,-0.6,13,10,7,1,19,passing
FRA-Ligue 1,2021,Metz,Victorien Angban,CIV,MF,23,1996,18.6,780,890,87.6,14254,3981,327,360,90.8,350,385,90.9,94,118,79.7,1,0.5,0.7,0.5,12,81,6,1,90,passing
FRA-Ligue 1,2021,Metz,Vincent Pajot,FRA,MF,29,1990,10.2,449,515,87.2,8529,1761,170,184,92.4,218,247,88.3,52,68,76.5,0,0.2,0.2,-0.2,4,34,2,0,40,passing
FRA-Ligue 1,2021,Metz,Warren Tchimbembé,CGO,"MF,FW",22,1998,5.5,210,257,81.7,3376,847,112,131,85.5,79,92,85.9,12,19,63.2,0,0.1,0.1,-0.1,1,16,2,1,24,passing
FRA-Ligue 1,2021,Metz,Youssef Maziz,FRA,"MF,FW",22,1998,2.9,90,120,75.0,1627,483,39,45,86.7,35,46,76.1,13,22,59.1,0,0.4,0.4,-0.4,7,13,3,0,18,passing
FRA-Ligue 1,2021,Monaco,Aleksandr Golovin,RUS,"MF,FW",24,1996,11.9,396,585,67.7,6199,1654,215,253,85.0,120,177,67.8,35,90,38.9,9,5.4,4.2,3.6,35,25,16,4,36,passing
FRA-Ligue 1,2021,Monaco,Aurélien Tchouaméni,FRA,MF,20,2000,34.0,1516,1860,81.5,26308,7281,725,833,87.0,620,720,86.1,136,214,63.6,4,1.9,3.5,2.1,17,174,20,1,197,passing
FRA-Ligue 1,2021,Monaco,Axel Disasi,FRA,DF,22,1998,22.3,1336,1558,85.8,25795,8343,437,467,93.6,751,824,91.1,130,230,56.5,0,0.4,0.7,-0.4,4,94,7,0,87,passing
FRA-Ligue 1,2021,Monaco,Benjamin Lecomte,FRA,GK,29,1991,28.0,759,1006,75.4,19620,14136,166,168,98.8,349,352,99.1,237,479,49.5,0,0.0,0.1,0.0,0,13,1,0,3,passing
FRA-Ligue 1,2021,Monaco,Benoît Badiashile,FRA,DF,19,2001,31.9,2124,2450,86.7,43718,16007,566,632,89.6,1268,1366,92.8,274,412,66.5,1,1.2,1.4,-0.2,6,168,4,0,170,passing
FRA-Ligue 1,2021,Monaco,Caio Henrique Oliveira Silva,BRA,DF,23,1997,26.3,1177,1489,79.0,18880,5275,583,654,89.1,508,640,79.4,61,128,47.7,4,3.5,3.8,0.5,26,71,40,11,96,passing
FRA-Ligue 1,2021,Monaco,Cesc Fàbregas,ESP,"MF,FW",33,1987,9.7,634,809,78.4,11308,4237,280,324,86.4,236,282,83.7,87,144,60.4,3,3.3,3.1,-0.3,25,89,19,4,115,passing
FRA-Ligue 1,2021,Monaco,Chrislain Matsima,FRA,"DF,FW",18,2002,3.9,235,267,88.0,4490,1449,76,82,92.7,139,148,93.9,19,30,63.3,0,0.1,0.2,-0.1,2,27,2,0,34,passing
FRA-Ligue 1,2021,Monaco,Djibril Sidibé,FRA,DF,28,1992,22.0,1525,1853,82.3,26531,9216,665,712,93.4,708,835,84.8,130,247,52.6,2,2.4,2.9,-0.4,25,116,24,10,137,passing
FRA-Ligue 1,2021,Monaco,Eliot Matazo,BEL,MF,18,2002,3.5,69,88,78.4,1157,219,24,32,75.0,38,45,84.4,3,4,75.0,1,0.3,0.1,0.7,3,2,2,0,7,passing
FRA-Ligue 1,2021,Monaco,Enzo Millot,FRA,MF,18,2002,0.5,16,23,69.6,237,47,11,13,84.6,3,3,100.0,2,5,40.0,0,0.1,0.1,-0.1,1,0,0,0,0,passing
FRA-Ligue 1,2021,Monaco,Florentino Luís,POR,MF,20,1999,2.7,142,166,85.5,2452,613,60,65,92.3,69,74,93.2,8,15,53.3,0,0.1,0.1,-0.1,3,17,4,0,16,passing
FRA-Ligue 1,2021,Monaco,Fodé Ballo-Touré,SEN,DF,23,1997,7.4,349,432,80.8,5366,1549,198,222,89.2,117,140,83.6,24,42,57.1,3,0.7,0.7,2.3,8,25,11,7,24,passing
FRA-Ligue 1,2021,Monaco,Gelson Martins,POR,"MF,FW",25,1995,17.2,516,624,82.7,7007,1476,320,356,89.9,159,188,84.6,16,27,59.3,2,3.2,2.6,-1.2,19,24,18,3,60,passing
FRA-Ligue 1,2021,Monaco,Giulian Biancone,FRA,"DF,MF",20,2000,1.0,66,90,73.3,1105,347,31,38,81.6,26,34,76.5,7,10,70.0,0,0.1,0.3,-0.1,2,4,4,2,6,passing
FRA-Ligue 1,2021,Monaco,Guillermo Maripán,CHI,DF,26,1994,23.2,1501,1670,89.9,31388,10911,343,371,92.5,971,1023,94.9,179,246,72.8,1,0.5,0.5,0.5,3,53,6,1,83,passing
FRA-Ligue 1,2021,Monaco,Henry Onyekuru,NGA,FW,23,1997,1.6,26,34,76.5,325,53,20,25,80.0,5,6,83.3,1,1,100.0,1,0.5,0.2,0.5,3,1,1,0,1,passing
FRA-Ligue 1,2021,Monaco,Jean-Eudes Aholou,CIV,MF,26,1994,0.4,7,10,70.0,100,26,4,4,100.0,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing
FRA-Ligue 1,2021,Monaco,Kevin Volland,GER,"FW,MF",28,1992,30.8,519,792,65.5,7593,1718,294,402,73.1,148,220,67.3,39,64,60.9,7,5.2,3.7,1.8,32,46,28,2,84,passing
FRA-Ligue 1,2021,Monaco,Krépin Diatta,SEN,"MF,DF",21,1999,4.3,114,161,70.8,1475,272,74,88,84.1,33,46,71.7,1,5,20.0,0,0.1,0.2,-0.1,2,7,2,0,11,passing
FRA-Ligue 1,2021,Monaco,Pietro Pellegri,ITA,"FW,MF",19,2001,2.6,18,37,48.6,187,24,7,12,58.3,5,10,50.0,0,0,,0,0.2,0.3,-0.2,1,1,0,0,2,passing
FRA-Ligue 1,2021,Monaco,Radosław Majecki,POL,GK,20,1999,1.0,26,38,68.4,612,364,3,3,100.0,16,16,100.0,7,18,38.9,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Monaco,Ruben Aguilar,FRA,"DF,MF",27,1993,24.7,1265,1568,80.7,19271,5384,721,779,92.6,420,535,78.5,87,166,52.4,3,4.7,5.8,-1.7,41,77,39,21,101,passing
FRA-Ligue 1,2021,Monaco,Sofiane Diop,FRA,"MF,FW",20,2000,22.5,770,985,78.2,11707,3137,420,480,87.5,264,328,80.5,49,90,54.4,1,2.8,2.5,-1.8,29,74,26,2,127,passing
FRA-Ligue 1,2021,Monaco,Stevan Jovetić,MNE,"FW,MF",30,1989,8.9,253,385,65.7,3846,1209,144,183,78.7,76,107,71.0,22,45,48.9,0,0.6,1.1,-0.6,11,26,21,2,50,passing
FRA-Ligue 1,2021,Monaco,Strahinja Pavlović,SRB,DF,19,2001,0.0,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Monaco,Vito Mannone,ITA,GK,32,1988,9.0,205,287,71.4,6024,4339,23,23,100.0,106,106,100.0,76,158,48.1,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Monaco,Willem Geubbels,FRA,"MF,FW",18,2001,3.3,88,126,69.8,1277,207,49,59,83.1,28,42,66.7,6,8,75.0,0,0.5,0.4,-0.5,3,5,2,1,5,passing
FRA-Ligue 1,2021,Monaco,Wissam Ben Yedder,FRA,FW,29,1990,29.0,651,893,72.9,9062,1824,377,491,76.8,190,243,78.2,35,53,66.0,7,6.7,5.2,0.3,41,57,38,3,109,passing
FRA-Ligue 1,2021,Monaco,Youssouf Fofana,FRA,MF,21,1999,31.9,1435,1703,84.3,25931,6942,632,704,89.8,625,700,89.3,153,242,63.2,3,2.4,2.4,0.6,28,150,29,6,187,passing
FRA-Ligue 1,2021,Montpellier,Ambroise Oyongo,CMR,DF,29,1991,6.2,231,307,75.2,4276,2033,95,105,90.5,109,136,80.1,25,54,46.3,1,0.2,0.4,0.8,3,22,5,3,29,passing
FRA-Ligue 1,2021,Montpellier,Andy Delort,ALG,FW,28,1991,27.6,530,905,58.6,8561,2293,281,402,69.9,162,295,54.9,58,104,55.8,9,6.3,6.0,2.7,54,39,39,24,70,passing
FRA-Ligue 1,2021,Montpellier,Arnaud Souquet,FRA,DF,28,1992,13.6,469,644,72.8,7348,3448,244,279,87.5,185,241,76.8,29,66,43.9,1,0.5,1.0,0.5,9,32,20,12,52,passing
FRA-Ligue 1,2021,Montpellier,Clément Vidal,FRA,DF,20,2000,1.0,28,34,82.4,641,217,8,8,100.0,14,16,87.5,6,10,60.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Montpellier,Damien Le Tallec,FRA,"MF,DF",30,1990,13.6,345,438,78.8,6993,2026,129,158,81.6,148,179,82.7,65,85,76.5,0,0.6,0.6,-0.6,2,38,2,0,46,passing
FRA-Ligue 1,2021,Montpellier,Daniel Congré,FRA,DF,35,1985,36.6,1314,1521,86.4,26567,11032,426,472,90.3,685,753,91.0,191,267,71.5,0,0.2,0.9,-0.2,4,86,2,0,101,passing
FRA-Ligue 1,2021,Montpellier,Dimitry Bertaud,COD,GK,22,1998,8.3,217,312,69.6,8283,6744,17,17,100.0,70,71,98.6,130,223,58.3,0,0.0,0.0,0.0,0,11,0,0,0,passing
FRA-Ligue 1,2021,Montpellier,Elye Wahi,FRA,FW,17,2003,6.2,69,105,65.7,840,149,46,61,75.4,15,22,68.2,3,6,50.0,1,0.4,0.3,0.6,6,2,2,0,6,passing
FRA-Ligue 1,2021,Montpellier,Florent Mollet,FRA,MF,28,1991,26.2,1041,1256,82.9,18097,4580,489,540,90.6,380,436,87.2,126,201,62.7,5,3.4,3.5,1.6,42,101,21,3,143,passing
FRA-Ligue 1,2021,Montpellier,Gaëtan Laborde,FRA,"FW,MF",26,1994,36.2,575,902,63.7,7721,1924,352,485,72.6,167,256,65.2,21,54,38.9,8,4.6,4.2,3.4,37,34,19,6,71,passing
FRA-Ligue 1,2021,Montpellier,Jonas Omlin,SUI,GK,26,1994,29.7,707,985,71.8,22691,17861,76,76,100.0,331,337,98.2,299,567,52.7,0,0.0,0.0,0.0,0,10,0,0,0,passing
FRA-Ligue 1,2021,Montpellier,Jordan Ferri,FRA,MF,28,1992,28.6,1396,1646,84.8,27333,7949,522,582,89.7,637,706,90.2,214,282,75.9,3,1.7,1.8,1.3,22,142,15,7,192,passing
FRA-Ligue 1,2021,Montpellier,Joris Chotard,FRA,MF,18,2001,12.9,267,366,73.0,5028,1810,119,141,84.4,101,130,77.7,41,72,56.9,0,0.7,0.7,-0.7,10,26,6,3,31,passing
FRA-Ligue 1,2021,Montpellier,Junior Sambia,FRA,"DF,MF",23,1996,27.2,1021,1322,77.2,17044,7036,540,609,88.7,362,473,76.5,99,173,57.2,6,2.8,2.8,3.2,26,95,39,21,118,passing
FRA-Ligue 1,2021,Montpellier,Keagan Dolly,RSA,MF,27,1993,5.0,150,177,84.7,2231,457,88,96,91.7,42,51,82.4,13,18,72.2,0,0.3,0.3,-0.3,4,16,2,0,19,passing
FRA-Ligue 1,2021,Montpellier,Mihailo Ristić,SRB,DF,24,1995,24.8,960,1265,75.9,17839,6740,401,450,89.1,399,517,77.2,134,230,58.3,2,1.7,2.0,0.3,18,79,34,28,79,passing
FRA-Ligue 1,2021,Montpellier,Nicolas Cozza,FRA,DF,21,1999,15.2,475,603,78.8,8566,3905,198,217,91.2,219,264,83.0,49,86,57.0,0,0.4,0.2,-0.4,6,32,6,2,42,passing
FRA-Ligue 1,2021,Montpellier,Pedro Mendes,POR,DF,29,1990,18.1,677,806,84.0,14679,5564,175,189,92.6,367,398,92.2,122,193,63.2,0,0.6,0.4,-0.6,3,36,2,1,48,passing
FRA-Ligue 1,2021,Montpellier,Petar Škuletić,SRB,"FW,MF",30,1990,2.6,41,75,54.7,502,77,29,46,63.0,9,21,42.9,1,3,33.3,0,0.7,0.4,-0.7,5,4,0,0,3,passing
FRA-Ligue 1,2021,Montpellier,Sacha Delaye,FRA,MF,18,2002,0.1,2,3,66.7,27,23,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Montpellier,Samy Benchamma,FRA,"DF,MF",20,2000,0.5,20,23,87.0,343,63,10,11,90.9,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Montpellier,Stephy Mavididi,ENG,"FW,MF",22,1998,22.6,377,494,76.3,4911,755,243,277,87.7,96,125,76.8,15,26,57.7,0,1.2,0.7,-1.2,14,10,7,2,23,passing
FRA-Ligue 1,2021,Montpellier,Téji Savanier,FRA,MF,28,1991,24.1,864,1256,68.8,17873,6250,329,411,80.0,296,397,74.6,201,367,54.8,5,6.8,6.1,-1.8,63,123,25,8,171,passing
FRA-Ligue 1,2021,Montpellier,Vitorino Hilton,BRA,DF,42,1977,23.5,868,1069,81.2,20759,9294,171,192,89.1,469,517,90.7,221,329,67.2,1,0.3,0.2,0.7,1,63,3,0,59,passing
FRA-Ligue 1,2021,Montpellier,Yun Il-lok,KOR,"MF,FW",28,1992,3.5,76,106,71.7,1115,285,39,47,83.0,31,41,75.6,2,6,33.3,0,0.5,0.2,-0.5,4,7,1,1,6,passing
FRA-Ligue 1,2021,Nantes,Abdoul Kader Bamba,FRA,"FW,MF",26,1994,10.2,368,490,75.1,5544,1482,216,253,85.4,115,150,76.7,26,55,47.3,1,1.3,1.4,-0.3,23,25,10,0,43,passing
FRA-Ligue 1,2021,Nantes,Abdoulaye Sylla,GUI,DF,20,2000,0.1,1,5,20.0,28,0,0,1,0.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Nantes,Abdoulaye Touré,GUI,MF,26,1994,18.7,799,946,84.5,13244,3477,358,418,85.6,351,396,88.6,60,83,72.3,2,1.4,1.2,0.6,14,92,7,0,101,passing
FRA-Ligue 1,2021,Nantes,Alban Lafont,FRA,GK,21,1999,38.0,653,1124,58.1,21091,17506,94,95,98.9,287,293,98.0,271,731,37.1,0,0.0,0.1,0.0,0,23,1,0,0,passing
FRA-Ligue 1,2021,Nantes,Andrei Girotto,BRA,"DF,MF",28,1992,29.6,1180,1482,79.6,21696,8517,470,531,88.5,590,699,84.4,106,208,51.0,1,1.6,1.3,-0.6,10,96,6,2,118,passing
FRA-Ligue 1,2021,Nantes,Batista Mendy,FRA,MF,20,2000,0.8,32,38,84.2,451,114,19,21,90.5,12,13,92.3,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,3,passing
FRA-Ligue 1,2021,Nantes,Bridge Ndilu,FRA,"FW,MF",20,2000,0.5,11,22,50.0,140,23,8,11,72.7,3,7,42.9,0,1,0.0,0,0.3,0.0,-0.3,2,0,1,0,1,passing
FRA-Ligue 1,2021,Nantes,Charles Traore,MLI,DF,28,1992,18.9,660,959,68.8,11339,4436,332,390,85.1,260,372,69.9,62,161,38.5,0,0.3,0.4,-0.3,5,50,8,3,55,passing
FRA-Ligue 1,2021,Nantes,Dennis Appiah,FRA,DF,28,1992,17.3,628,868,72.4,9400,4932,368,422,87.2,219,305,71.8,32,98,32.7,2,1.3,1.0,0.7,14,66,15,5,77,passing
FRA-Ligue 1,2021,Nantes,Fábio,BRA,DF,30,1990,16.7,675,881,76.6,10897,4331,342,394,86.8,275,350,78.6,46,98,46.9,1,0.5,0.8,0.5,11,53,8,5,71,passing
FRA-Ligue 1,2021,Nantes,Imran Louza,MAR,MF,21,1999,26.4,1028,1322,77.8,17157,5171,526,589,89.3,360,447,80.5,110,213,51.6,2,1.8,2.6,0.2,25,121,12,2,148,passing
FRA-Ligue 1,2021,Nantes,Jean-Charles Castelletto,CMR,DF,25,1995,21.6,651,806,80.8,11686,4856,264,299,88.3,316,374,84.5,58,108,53.7,0,0.3,0.1,-0.3,4,44,2,1,50,passing
FRA-Ligue 1,2021,Nantes,Jean-Kévin Augustin,FRA,FW,23,1997,0.4,4,4,100.0,36,0,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Nantes,Kalifa Coulibaly,MLI,FW,28,1991,10.9,155,269,57.6,1850,497,102,158,64.6,36,67,53.7,4,6,66.7,1,1.1,0.9,-0.1,10,14,2,0,20,passing
FRA-Ligue 1,2021,Nantes,Ludovic Blas,FRA,"MF,FW",22,1997,31.0,764,968,78.9,13269,3267,357,412,86.7,305,353,86.4,78,132,59.1,4,3.6,2.2,0.4,29,85,26,5,132,passing
FRA-Ligue 1,2021,Nantes,Marcus Coco,FRA,"MF,FW",24,1996,16.4,421,619,68.0,6097,1474,246,310,79.4,119,173,68.8,27,53,50.9,2,0.8,0.8,1.2,16,39,12,5,40,passing
FRA-Ligue 1,2021,Nantes,Mehdi Abeid,ALG,MF,27,1992,14.7,605,718,84.3,10646,2928,279,298,93.6,239,266,89.8,70,116,60.3,0,0.8,0.7,-0.8,12,64,7,4,65,passing
FRA-Ligue 1,2021,Nantes,Moses Simon,NGA,"FW,MF",25,1995,25.8,464,722,64.3,6829,2050,284,353,80.5,128,201,63.7,31,93,33.3,5,3.0,3.9,2.0,32,27,23,7,55,passing
FRA-Ligue 1,2021,Nantes,Nicolas Pallois,FRA,DF,32,1987,30.8,1032,1310,78.8,20803,8481,321,364,88.2,545,632,86.2,154,279,55.2,0,0.2,0.4,-0.2,5,96,2,1,104,passing
FRA-Ligue 1,2021,Nantes,Pedro Chirivella,ESP,MF,23,1997,25.3,1023,1229,83.2,17640,5058,467,515,90.7,424,481,88.1,103,166,62.0,2,1.4,1.6,0.6,18,125,16,2,148,passing
FRA-Ligue 1,2021,Nantes,Randal Kolo Muani,FRA,FW,21,1998,33.7,400,613,65.3,4734,917,269,372,72.3,81,128,63.3,13,21,61.9,4,6.9,4.6,-2.9,38,22,9,2,39,passing
FRA-Ligue 1,2021,Nantes,Renaud Emond,BEL,"FW,MF",28,1991,3.9,58,86,67.4,910,148,28,38,73.7,23,36,63.9,5,6,83.3,0,0.1,0.1,-0.1,2,4,0,0,5,passing
FRA-Ligue 1,2021,Nantes,Roli Pereira de Sa,FRA,"FW,MF",23,1996,0.6,43,47,91.5,667,157,22,23,95.7,16,17,94.1,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,4,passing
FRA-Ligue 1,2021,Nantes,Samuel Moutoussamy,COD,FW,23,1996,0.9,26,29,89.7,398,50,15,15,100.0,11,14,78.6,0,0,,0,0.0,0.0,0.0,0,4,0,0,3,passing
FRA-Ligue 1,2021,Nantes,Sébastien Corchia,FRA,DF,29,1990,23.0,648,986,65.7,10568,5291,324,385,84.2,251,364,69.0,45,154,29.2,1,2.8,1.8,-1.8,27,45,9,5,68,passing
FRA-Ligue 1,2021,Nice,Alexis Claude-Maurice,FRA,"MF,FW",22,1998,21.2,604,753,80.2,8863,1843,336,378,88.9,190,238,79.8,42,73,57.5,5,3.8,2.5,1.2,35,46,11,1,76,passing
FRA-Ligue 1,2021,Nice,Alexis Trouillet,FRA,"MF,FW",19,2000,1.2,57,68,83.8,1054,277,25,27,92.6,26,30,86.7,6,9,66.7,0,0.1,0.1,-0.1,2,9,1,0,8,passing
FRA-Ligue 1,2021,Nice,Amine Gouiri,ALG,"FW,MF",20,2000,30.5,871,1161,75.0,12918,2182,496,587,84.5,268,344,77.9,59,118,50.0,7,7.1,5.7,-0.1,51,30,37,4,78,passing
FRA-Ligue 1,2021,Nice,Andy Pelmard,FRA,DF,20,2000,13.4,825,911,90.6,13688,3512,401,416,96.4,374,404,92.6,44,69,63.8,0,0.0,0.2,0.0,1,49,2,0,60,passing
FRA-Ligue 1,2021,Nice,Dan Ndoye,SUI,"FW,MF",19,2000,6.1,130,184,70.7,1601,210,84,98,85.7,34,51,66.7,1,5,20.0,1,0.7,0.5,0.3,5,6,1,0,7,passing
FRA-Ligue 1,2021,Nice,Danilo Barbosa,BRA,DF,24,1996,2.8,178,203,87.7,3422,1147,48,56,85.7,119,123,96.7,10,20,50.0,0,0.0,0.0,0.0,0,6,0,0,11,passing
FRA-Ligue 1,2021,Nice,Dante,BRA,DF,36,1983,8.6,628,696,90.2,11994,4901,221,233,94.8,331,349,94.8,73,105,69.5,1,0.2,0.3,0.8,2,24,2,0,27,passing
